,Day-ahead demand forecast
20191009T17Z,39168
20191009T16Z,39744
20191009T15Z,39813
20191009T14Z,38596
20191009T13Z,35814
20191009T12Z,32626
20191009T11Z,31066
20191009T10Z,30615
20191009T09Z,30752
20191009T08Z,31205
20191009T07Z,33147
20191009T06Z,35075
20191009T05Z,36784
20191009T04Z,39257
20191009T03Z,40557
20191009T02Z,40651
20191009T01Z,39996
20191009T00Z,39178
20191008T23Z,38780
20191008T22Z,38293
20191008T21Z,37948
20191008T20Z,37626
20191008T19Z,37500
20191008T18Z,37455
20191008T17Z,37603
20191008T16Z,37581
20191008T15Z,37542
20191008T14Z,36323
20191008T13Z,33867
20191008T12Z,31162
20191008T11Z,29720
20191008T10Z,29546
20191008T09Z,29768
20191008T08Z,30073
20191008T07Z,31201
20191008T06Z,32982
20191008T05Z,35322
20191008T04Z,37681
20191008T03Z,39155
20191008T02Z,39077
20191008T01Z,38620
20191008T00Z,38202
20191007T23Z,37764
20191007T22Z,37358
20191007T21Z,36953
20191007T20Z,36907
20191007T19Z,36975
20191007T18Z,37248
20191007T17Z,37616
20191007T16Z,37908
20191007T15Z,38029
20191007T14Z,36680
20191007T13Z,33763
20191007T12Z,31119
20191007T11Z,29687
20191007T10Z,29200
20191007T09Z,29065
20191007T08Z,29495
20191007T07Z,29177
20191007T06Z,30623
20191007T05Z,32380
20191007T04Z,34249
20191007T03Z,35197
20191007T02Z,34931
20191007T01Z,34151
20191007T00Z,33331
20191006T23Z,32577
20191006T22Z,32182
20191006T21Z,32053
20191006T20Z,32100
20191006T19Z,32295
20191006T18Z,32589
20191006T17Z,32821
20191006T16Z,32576
20191006T15Z,31705
20191006T14Z,30482
20191006T13Z,29530
20191006T12Z,28665
20191006T11Z,28109
20191006T10Z,27992
20191006T09Z,28215
20191006T08Z,28644
20191006T07Z,31491
20191006T06Z,32897
20191006T05Z,34061
20191006T04Z,35601
20191006T03Z,36603
20191006T02Z,36382
20191006T01Z,35761
20191006T00Z,35140
20191005T23Z,34636
20191005T22Z,34255
20191005T21Z,34164
20191005T20Z,34322
20191005T19Z,34556
20191005T18Z,34815
20191005T17Z,35027
20191005T16Z,34627
20191005T15Z,33663
20191005T14Z,32351
20191005T13Z,31242
20191005T12Z,30219
20191005T11Z,29665
20191005T10Z,29605
20191005T09Z,29841
20191005T08Z,30505
20191005T07Z,31594
20191005T06Z,33124
20191005T05Z,34742
20191005T04Z,36548
20191005T03Z,37712
20191005T02Z,37731
20191005T01Z,37402
20191005T00Z,37045
20191004T23Z,36757
20191004T22Z,36524
20191004T21Z,36562
20191004T20Z,36545
20191004T19Z,36624
20191004T18Z,36920
20191004T17Z,37311
20191004T16Z,37450
20191004T15Z,37476
20191004T14Z,36367
20191004T13Z,33930
20191004T12Z,31301
20191004T11Z,30089
20191004T10Z,29857
20191004T09Z,30066
20191004T08Z,30633
20191004T07Z,32553
20191004T06Z,34647
20191004T05Z,36387
20191004T04Z,38632
20191004T03Z,39627
20191004T02Z,39393
20191004T01Z,38777
20191004T00Z,38267
20191003T23Z,38026
20191003T22Z,37697
20191003T21Z,37461
20191003T20Z,37355
20191003T19Z,37353
20191003T18Z,37572
20191003T17Z,37759
20191003T16Z,38196
20191003T15Z,38509
20191003T14Z,37368
20191003T13Z,35186
20191003T12Z,32328
20191003T11Z,30908
20191003T10Z,30537
20191003T09Z,30764
20191003T08Z,30896
20191003T07Z,32350
20191003T06Z,33942
20191003T05Z,35910
20191003T04Z,38348
20191003T03Z,39473
20191003T02Z,38788
20191003T01Z,37991
20191003T00Z,37561
20191002T23Z,37118
20191002T22Z,36947
20191002T21Z,37012
20191002T20Z,37180
20191002T19Z,37419
20191002T18Z,37966
20191002T17Z,38459
20191002T16Z,39116
20191002T15Z,39337
20191002T14Z,38178
20191002T13Z,35423
20191002T12Z,32667
20191002T11Z,31242
20191002T10Z,30856
20191002T09Z,30864
20191002T08Z,31350
20191002T07Z,32645
20191002T06Z,34279
20191002T05Z,36082
20191002T04Z,38486
20191002T03Z,39474
20191002T02Z,38691
20191002T01Z,37857
20191002T00Z,37170
20191001T23Z,36841
20191001T22Z,36780
20191001T21Z,36922
20191001T20Z,37220
20191001T19Z,37657
20191001T18Z,38409
20191001T17Z,39079
20191001T16Z,39595
20191001T15Z,39930
20191001T14Z,38771
20191001T13Z,36038
20191001T12Z,33071
20191001T11Z,31612
20191001T10Z,31265
20191001T09Z,31353
20191001T08Z,31746
20191001T07Z,33151
20191001T06Z,34905
20191001T05Z,36942
