,Day-ahead demand forecast1
20191130T15-06,852
20191130T14-06,847
20191130T13-06,835
20191130T12-06,832
20191130T11-06,831
20191130T10-06,839
20191130T09-06,834
20191130T08-06,789
20191130T07-06,729
20191130T06-06,690
20191130T05-06,661
20191130T04-06,642
20191130T03-06,645
20191130T02-06,654
20191130T01-06,683
20191130T00-06,718
20191129T23-06,774
20191129T22-06,834
20191129T21-06,901
20191129T20-06,930
20191129T19-06,948
20191129T18-06,939
20191129T17-06,857
20191129T16-06,816
20191129T15-06,804
20191129T14-06,804
20191129T13-06,808
20191129T12-06,818
20191129T11-06,862
20191129T10-06,922
20191129T09-06,958
20191129T08-06,931
20191129T07-06,853
20191129T06-06,789
20191129T05-06,742
20191129T04-06,710
20191129T03-06,706
20191129T02-06,704
20191129T01-06,718
20191129T00-06,744
20191128T23-06,793
20191128T22-06,850
20191128T21-06,915
20191128T20-06,943
20191128T19-06,941
20191128T18-06,916
20191128T17-06,838
20191128T16-06,798
20191128T15-06,788
20191128T14-06,791
20191128T13-06,798
20191128T12-06,809
20191128T11-06,851
20191128T10-06,905
20191128T09-06,929
20191128T08-06,889
20191128T07-06,818
20191128T06-06,750
20191128T05-06,701
20191128T04-06,673
20191128T03-06,672
20191128T02-06,674
20191128T01-06,693
20191128T00-06,721
20191127T23-06,784
20191127T22-06,854
20191127T21-06,918
20191127T20-06,947
20191127T19-06,972
20191127T18-06,954
20191127T17-06,871
20191127T16-06,854
20191127T15-06,850
20191127T14-06,857
20191127T13-06,853
20191127T12-06,856
20191127T11-06,848
20191127T10-06,835
20191127T09-06,815
20191127T08-06,835
20191127T07-06,843
20191127T06-06,742
20191127T05-06,661
20191127T04-06,631
20191127T03-06,620
20191127T02-06,625
20191127T01-06,656
20191127T00-06,672
20191126T23-06,743
20191126T22-06,826
20191126T21-06,897
20191126T20-06,939
20191126T19-06,959
20191126T18-06,934
20191126T17-06,847
20191126T16-06,809
20191126T15-06,797
20191126T14-06,800
20191126T13-06,804
20191126T12-06,820
20191126T11-06,853
20191126T10-06,894
20191126T09-06,956
20191126T08-06,1035
20191126T07-06,1089
20191126T06-06,989
20191126T05-06,883
20191126T04-06,836
20191126T03-06,816
20191126T02-06,815
20191126T01-06,824
20191126T00-06,815
20191125T23-06,875
20191125T22-06,961
20191125T21-06,1023
20191125T20-06,1070
20191125T19-06,1062
20191125T18-06,1008
20191125T17-06,871
20191125T16-06,814
20191125T15-06,802
20191125T14-06,817
20191125T13-06,847
20191125T12-06,885
20191125T11-06,953
20191125T10-06,1033
20191125T09-06,1141
20191125T08-06,1253
20191125T07-06,1294
20191125T06-06,1173
20191125T05-06,1051
20191125T04-06,983
20191125T03-06,935
20191125T02-06,919
20191125T01-06,924
20191125T00-06,911
20191124T23-06,953
20191124T22-06,1015
20191124T21-06,1058
20191124T20-06,1075
20191124T19-06,1062
20191124T18-06,1017
20191124T17-06,895
20191124T16-06,848
20191124T15-06,837
20191124T14-06,851
20191124T13-06,875
20191124T12-06,901
20191124T11-06,954
20191124T10-06,1015
20191124T09-06,1040
20191124T08-06,985
20191124T07-06,896
20191124T06-06,831
20191124T05-06,776
20191124T04-06,739
20191124T03-06,726
20191124T02-06,720
20191124T01-06,734
20191124T00-06,718
20191123T23-06,774
20191123T22-06,823
20191123T21-06,864
20191123T20-06,894
20191123T19-06,918
20191123T18-06,918
