,Day-ahead demand forecast1
20191115T19-05,27399
20191115T18-05,26799
20191115T17-05,25274
20191115T16-05,24810
20191115T15-05,25055
20191115T14-05,25514
20191115T13-05,26211
20191115T12-05,27043
20191115T11-05,27937
20191115T10-05,28587
20191115T09-05,28812
20191115T08-05,29101
20191115T07-05,28322
20191115T06-05,26053
20191115T05-05,24515
20191115T04-05,23943
20191115T03-05,23779
20191115T02-05,23986
20191115T01-05,24457
20191115T00-05,24698
20191114T23-05,25950
20191114T22-05,27561
20191114T21-05,28694
20191114T20-05,29032
20191114T19-05,29214
20191114T18-05,28409
20191114T17-05,26766
20191114T16-05,26228
20191114T15-05,26210
20191114T14-05,26745
20191114T13-05,27423
20191114T12-05,28714
20191114T11-05,30150
20191114T10-05,32007
20191114T09-05,33772
20191114T08-05,35148
20191114T07-05,35018
20191114T06-05,32756
20191114T05-05,31189
20191114T04-05,30279
20191114T03-05,30011
20191114T02-05,29672
20191114T01-05,29589
20191114T00-05,30244
20191113T23-05,31185
20191113T22-05,32224
20191113T21-05,32789
20191113T20-05,32581
20191113T19-05,31958
20191113T18-05,30015
20191113T17-05,27518
20191113T16-05,26463
20191113T15-05,26458
20191113T14-05,26831
20191113T13-05,27489
20191113T12-05,28872
20191113T11-05,30777
20191113T10-05,32869
20191113T09-05,34792
20191113T08-05,36123
20191113T07-05,35538
20191113T06-05,32919
20191113T05-05,30815
20191113T04-05,29789
20191113T03-05,29067
20191113T02-05,28623
20191113T01-05,28407
20191113T00-05,28546
20191112T23-05,29315
20191112T22-05,30239
20191112T21-05,30807
20191112T20-05,30692
20191112T19-05,30371
20191112T18-05,29065
20191112T17-05,26712
20191112T16-05,25646
20191112T15-05,25236
20191112T14-05,25029
20191112T13-05,25040
20191112T12-05,25147
20191112T11-05,25292
20191112T10-05,25386
20191112T09-05,25430
20191112T08-05,25603
20191112T07-05,24583
20191112T06-05,21999
20191112T05-05,20165
20191112T04-05,19480
20191112T03-05,19298
20191112T02-05,19402
20191112T01-05,19668
20191112T00-05,20439
20191111T23-05,21777
20191111T22-05,23204
20191111T21-05,24242
