,natural gas,other,solar,hydro,wind
20190412T02Z,229,70,0,917,28
20190412T01Z,184,69,2,885,37
20190412T00Z,183,70,4,875,17
20190411T23Z,185,66,9,879,13
20190411T22Z,186,70,9,875,4
20190411T21Z,187,73,7,878,6
20190411T20Z,183,71,15,876,5
20190411T19Z,185,68,18,884,4
20190411T18Z,189,71,16,932,7
20190411T17Z,243,71,14,932,5
20190411T16Z,244,68,18,954,5
20190411T15Z,241,71,9,1041,17
20190411T14Z,242,69,1,939,34
20190411T13Z,79,69,0,925,52
20190411T12Z,51,66,0,879,60
20190411T11Z,35,67,0,878,52
20190411T10Z,18,68,0,881,63
20190411T09Z,13,69,0,872,88
20190411T08Z,-4,65,0,864,97
20190411T07Z,-3,64,0,828,102
20190411T06Z,-2,68,0,913,100
20190411T05Z,-2,67,0,969,90
20190411T04Z,-3,68,0,1056,80
20190411T03Z,-2,69,0,940,99
20190411T02Z,-3,67,1,876,88
20190411T01Z,-2,67,2,777,77
20190411T00Z,-2,67,3,768,103
20190410T23Z,-3,69,5,771,103
20190410T22Z,-3,70,8,772,102
20190410T21Z,-3,68,17,769,103
20190410T20Z,-2,67,18,771,102
20190410T19Z,-2,69,19,739,101
20190410T18Z,-3,70,18,731,100
20190410T17Z,-2,69,17,720,100
20190410T16Z,-3,71,18,762,96
20190410T15Z,-2,70,13,804,92
20190410T14Z,-4,70,1,773,94
20190410T13Z,-2,70,0,626,95
20190410T12Z,-4,70,0,579,97
20190410T11Z,-2,69,0,601,89
20190410T10Z,-4,70,0,611,76
20190410T09Z,-2,69,0,609,44
20190410T08Z,-3,68,0,591,65
20190410T07Z,-2,68,0,422,80
20190410T06Z,-3,68,0,451,74
20190410T05Z,-2,71,0,625,64
20190410T04Z,-3,68,0,753,78
20190410T03Z,-2,68,0,821,59
20190410T02Z,-2,69,3,831,44
20190410T01Z,-3,69,4,724,11
20190410T00Z,-2,66,3,675,25
20190409T23Z,-3,70,4,484,39
20190409T22Z,-3,71,8,470,52
20190409T21Z,-2,70,7,560,63
20190409T20Z,-2,70,0,417,81
20190409T19Z,-2,70,0,523,101
20190409T18Z,-2,70,0,616,102
20190409T17Z,-2,70,1,691,100
20190409T16Z,-2,70,1,794,103
20190409T15Z,-2,72,1,785,100
20190409T14Z,-3,68,0,679,100
20190409T13Z,-2,68,0,417,98
20190409T12Z,-3,71,0,442,69
20190409T11Z,-2,70,0,431,18
20190409T10Z,-2,72,0,338,2
20190409T09Z,-2,68,0,308,1
20190409T08Z,1,65,0,344,0
20190409T07Z,171,66,0,426,3
20190409T06Z,216,70,0,476,7
20190409T05Z,241,68,0,730,0
20190409T04Z,241,69,0,783,0
20190409T03Z,240,72,0,856,3
20190409T02Z,240,69,1,872,2
20190409T01Z,238,65,1,868,4
20190409T00Z,239,62,1,856,12
20190408T23Z,238,64,3,797,12
20190408T22Z,240,64,4,798,19
20190408T21Z,239,67,6,754,19
20190408T20Z,240,62,5,758,24
20190408T19Z,242,70,6,830,15
20190408T18Z,243,68,2,994,31
20190408T17Z,243,67,4,1004,47
20190408T16Z,243,69,0,1006,47
20190408T15Z,244,70,1,991,33
20190408T14Z,244,69,0,906,32
20190408T13Z,244,70,0,877,21
20190408T12Z,242,70,0,569,13
20190408T11Z,200,70,0,463,7
20190408T10Z,184,72,0,470,9
20190408T09Z,185,71,0,506,1
20190408T08Z,183,71,0,539,9
20190408T07Z,184,75,0,782,21
20190408T06Z,184,77,0,819,27
20190408T05Z,183,76,0,934,42
20190408T04Z,185,74,0,902,94
20190408T03Z,184,74,0,860,101
20190408T02Z,185,74,1,676,95
20190408T01Z,185,76,2,608,74
20190408T00Z,185,76,5,526,84
20190407T23Z,184,73,7,347,96
20190407T22Z,185,75,6,577,100
20190407T21Z,185,79,6,342,102
20190407T20Z,185,79,8,511,103
20190407T19Z,184,76,5,598,103
20190407T18Z,184,71,5,592,103
20190407T17Z,185,72,5,595,103
20190407T16Z,185,73,1,595,102
20190407T15Z,183,73,0,555,102
20190407T14Z,184,74,0,496,97
20190407T13Z,184,76,0,477,87
20190407T12Z,183,76,0,409,75
20190407T11Z,237,76,0,476,28
20190407T10Z,242,74,0,539,8
20190407T09Z,243,77,0,602,9
20190407T08Z,243,76,0,601,18
20190407T07Z,244,73,0,596,27
20190407T06Z,242,75,0,714,52
20190407T05Z,242,73,0,735,61
20190407T04Z,241,73,0,697,69
20190407T03Z,239,73,1,689,96
20190407T02Z,240,73,1,551,103
20190407T01Z,239,74,17,509,102
20190407T00Z,191,70,16,506,103
20190406T23Z,185,69,16,409,102
20190406T22Z,185,67,14,408,95
20190406T21Z,195,65,14,405,87
20190406T20Z,237,64,10,502,43
20190406T19Z,240,66,8,472,61
20190406T18Z,241,68,4,499,84
20190406T17Z,241,71,2,494,46
20190406T16Z,242,74,1,496,39
20190406T15Z,240,75,1,496,68
20190406T14Z,239,75,0,501,42
20190406T13Z,239,75,0,500,57
20190406T12Z,241,74,0,470,48
20190406T11Z,243,75,0,353,87
20190406T10Z,243,72,0,345,98
20190406T09Z,241,70,0,345,102
20190406T08Z,241,72,0,376,103
20190406T07Z,241,72,0,428,103
20190406T06Z,239,72,0,508,103
20190406T05Z,239,70,0,538,101
20190406T04Z,189,68,0,536,86
20190406T03Z,184,72,0,536,52
20190406T02Z,186,71,0,501,34
20190406T01Z,184,71,2,314,1
20190406T00Z,186,70,3,328,11
20190405T23Z,223,70,7,500,5
20190405T22Z,186,68,17,556,16
20190405T21Z,185,72,14,574,18
20190405T20Z,185,73,12,574,38
20190405T19Z,185,74,17,579,54
20190405T18Z,185,69,15,591,75
20190405T17Z,185,55,13,710,64
20190405T16Z,189,50,6,733,52
20190405T15Z,243,48,1,697,55
20190405T14Z,242,50,0,671,35
20190405T13Z,242,50,0,605,45
20190405T12Z,242,46,0,356,36
20190405T11Z,243,50,0,307,37
20190405T10Z,244,47,0,311,42
20190405T09Z,243,47,0,349,33
20190405T08Z,243,48,0,375,25
20190405T07Z,242,48,0,470,17
20190405T06Z,242,46,0,643,29
20190405T05Z,240,48,0,685,27
20190405T04Z,237,49,0,773,2
20190405T03Z,237,48,1,748,0
20190405T02Z,236,46,1,706,0
20190405T01Z,235,45,5,628,0
20190405T00Z,237,47,4,681,0
20190404T23Z,235,46,8,679,2
20190404T22Z,235,46,13,683,1
20190404T21Z,236,44,14,674,3
20190404T20Z,238,47,12,650,0
20190404T19Z,239,49,10,609,0
20190404T18Z,240,46,7,637,3
20190404T17Z,241,49,7,659,8
20190404T16Z,242,46,3,731,11
20190404T15Z,241,47,1,809,12
20190404T14Z,245,50,0,632,28
20190404T13Z,243,49,0,585,52
20190404T12Z,242,48,0,379,73
20190404T11Z,185,46,0,307,76
20190404T10Z,184,50,0,311,72
20190404T09Z,184,47,0,312,90
20190404T08Z,186,48,0,313,98
20190404T07Z,184,49,0,309,100
20190404T06Z,185,46,0,304,103
20190404T05Z,185,49,0,313,102
20190404T04Z,185,46,0,306,99
20190404T03Z,185,45,0,309,98
20190404T02Z,186,44,1,307,98
20190404T01Z,185,46,5,305,101
20190404T00Z,186,44,9,309,101
20190403T23Z,231,44,12,301,101
20190403T22Z,239,46,14,304,98
20190403T21Z,240,43,13,304,101
20190403T20Z,239,44,13,299,82
20190403T19Z,238,42,17,302,72
20190403T18Z,241,40,11,338,60
20190403T17Z,241,41,6,557,26
20190403T16Z,242,41,2,501,6
20190403T15Z,243,38,1,561,10
20190403T14Z,243,40,1,546,15
20190403T13Z,242,39,0,523,24
20190403T12Z,243,35,0,301,39
20190403T11Z,242,48,0,299,51
20190403T10Z,242,42,0,297,48
20190403T09Z,242,45,0,296,49
20190403T08Z,242,44,0,299,24
20190403T07Z,241,46,0,295,1
20190403T06Z,238,50,0,333,7
20190403T05Z,237,47,0,642,11
20190403T04Z,235,54,0,687,9
20190403T03Z,233,55,0,781,7
20190403T02Z,232,46,1,761,4
20190403T01Z,230,44,3,550,0
20190403T00Z,231,45,12,372,1
20190402T23Z,231,45,18,390,0
20190402T22Z,230,45,16,298,1
20190402T21Z,233,48,19,452,6
20190402T20Z,234,46,19,581,20
20190402T19Z,236,47,19,562,32
20190402T18Z,239,50,19,600,40
20190402T17Z,240,49,18,710,40
20190402T16Z,242,45,15,731,42
20190402T15Z,244,47,5,888,51
20190402T14Z,244,45,0,869,63
20190402T13Z,246,47,0,597,73
20190402T12Z,242,46,0,378,67
20190402T11Z,241,43,0,360,56
20190402T10Z,242,42,0,358,58
20190402T09Z,243,44,0,363,43
20190402T08Z,244,44,0,400,40
20190402T07Z,243,43,0,448,37
20190402T06Z,246,47,0,563,39
20190402T05Z,244,47,0,680,41
20190402T04Z,241,45,0,686,38
20190402T03Z,238,46,1,681,20
20190402T02Z,236,46,2,656,11
20190402T01Z,232,45,16,423,14
20190402T00Z,235,49,19,311,11
20190401T23Z,235,53,17,291,7
20190401T22Z,237,52,18,380,2
20190401T21Z,238,78,18,621,0
20190401T20Z,239,74,19,436,1
20190401T19Z,260,73,18,483,2
20190401T18Z,407,84,19,484,3
20190401T17Z,349,83,19,725,3
20190401T16Z,262,87,16,832,11
20190401T15Z,253,85,4,815,9
20190401T14Z,244,82,0,675,5
20190401T13Z,241,75,0,827,4
20190401T12Z,242,72,0,681,3
20190401T11Z,242,72,0,643,3
20190401T10Z,242,74,0,633,0
20190401T09Z,241,77,0,575,0
20190401T08Z,242,74,0,550,2
20190401T07Z,240,73,0,288,1
20190401T06Z,246,73,0,294,2
20190401T05Z,245,72,0,391,1
20190401T04Z,242,75,0,420,1
20190401T03Z,241,76,0,505,4
20190401T02Z,239,73,3,352,1
20190401T01Z,239,73,15,273,4
20190401T00Z,241,74,16,275,19
20190331T23Z,241,73,13,277,7
20190331T22Z,240,76,16,274,4
20190331T21Z,240,74,18,274,11
20190331T20Z,238,74,18,274,7
20190331T19Z,238,73,19,292,3
20190331T18Z,239,74,19,347,1
20190331T17Z,243,71,19,349,9
20190331T16Z,244,73,18,350,21
20190331T15Z,245,77,8,349,10
20190331T14Z,244,72,0,357,2
20190331T13Z,245,72,0,356,0
20190331T12Z,245,71,0,304,0
20190331T11Z,245,71,0,283,0
20190331T10Z,245,71,0,287,0
20190331T09Z,245,68,0,289,0
20190331T08Z,245,69,0,284,0
20190331T07Z,245,71,0,296,0
20190331T06Z,245,71,0,357,0
20190331T05Z,247,74,0,382,4
20190331T04Z,244,73,0,411,4
20190331T03Z,241,74,0,429,1
20190331T02Z,237,74,1,464,4
20190331T01Z,236,77,2,328,0
20190331T00Z,237,74,2,329,0
20190330T23Z,236,74,5,325,0
20190330T22Z,237,70,5,324,0
20190330T21Z,237,73,4,352,0
20190330T20Z,239,72,10,422,0
20190330T19Z,242,71,14,425,0
20190330T18Z,245,75,19,428,0
20190330T17Z,248,75,19,468,3
20190330T16Z,245,76,18,586,4
20190330T15Z,245,73,8,490,4
20190330T14Z,245,75,0,501,2
20190330T13Z,245,76,0,496,3
20190330T12Z,244,73,0,495,6
20190330T11Z,244,75,0,427,6
20190330T10Z,244,73,0,420,1
20190330T09Z,245,76,0,431,1
20190330T08Z,243,77,0,490,2
20190330T07Z,244,78,0,725,0
20190330T06Z,245,77,0,745,0
20190330T05Z,247,76,0,652,2
20190330T04Z,246,75,0,684,0
20190330T03Z,243,75,0,667,0
20190330T02Z,240,74,1,587,0
20190330T01Z,239,81,13,492,3
20190330T00Z,239,100,9,356,3
20190329T23Z,239,105,3,288,16
20190329T22Z,240,87,0,290,8
20190329T21Z,240,68,0,297,9
20190329T20Z,241,65,15,321,16
20190329T19Z,242,76,12,388,16
20190329T18Z,246,106,10,502,3
20190329T17Z,247,110,9,640,1
20190329T16Z,242,109,7,676,3
20190329T15Z,242,111,1,959,7
20190329T14Z,241,110,0,805,4
20190329T13Z,242,114,0,825,0
20190329T12Z,242,112,0,676,0
20190329T11Z,241,113,0,588,0
20190329T10Z,242,115,0,565,0
20190329T09Z,240,115,0,510,0
20190329T08Z,242,115,0,519,0
20190329T07Z,241,113,0,620,0
20190329T06Z,241,111,0,618,0
20190329T05Z,246,108,0,581,4
20190329T04Z,246,112,0,848,6
20190329T03Z,244,110,0,746,5
20190329T02Z,244,114,2,717,1
20190329T01Z,244,111,6,598,0
20190329T00Z,243,109,5,543,0
20190328T23Z,241,113,2,372,0
20190328T22Z,242,113,3,366,4
20190328T21Z,241,113,7,397,4
20190328T20Z,241,111,6,500,0
20190328T19Z,243,113,10,477,0
20190328T18Z,244,113,6,581,0
20190328T17Z,244,114,3,667,0
20190328T16Z,244,114,1,786,0
20190328T15Z,245,111,1,838,0
20190328T14Z,244,114,0,728,0
20190328T13Z,244,116,0,635,0
20190328T12Z,193,117,0,501,0
20190328T11Z,186,114,0,436,5
20190328T10Z,185,116,0,375,21
20190328T09Z,186,112,0,372,34
20190328T08Z,206,115,0,377,68
20190328T07Z,243,113,0,349,43
20190328T06Z,242,115,0,343,28
20190328T05Z,242,113,0,453,20
20190328T04Z,241,118,0,643,29
20190328T03Z,240,119,0,796,41
20190328T02Z,241,116,1,811,4
20190328T01Z,238,116,1,576,1
20190328T00Z,238,107,4,439,0
20190327T23Z,237,110,3,437,5
20190327T22Z,237,107,5,404,15
20190327T21Z,238,110,7,395,38
20190327T20Z,239,108,7,413,65
20190327T19Z,241,114,7,461,75
20190327T18Z,242,111,5,540,79
20190327T17Z,243,112,5,628,78
20190327T16Z,246,111,5,610,79
20190327T15Z,244,112,1,539,89
20190327T14Z,242,114,0,559,66
20190327T13Z,242,108,0,469,82
20190327T12Z,190,110,0,296,63
20190327T11Z,185,110,0,292,34
20190327T10Z,185,109,0,292,9
20190327T09Z,186,111,0,294,7
20190327T08Z,186,108,0,284,9
20190327T07Z,186,107,0,302,6
20190327T06Z,185,112,0,477,1
20190327T05Z,185,107,0,436,0
20190327T04Z,185,109,0,482,0
20190327T03Z,187,109,0,365,0
20190327T02Z,185,112,2,277,0
20190327T01Z,184,113,8,279,1
20190327T00Z,183,113,18,274,6
20190326T23Z,183,112,18,278,14
20190326T22Z,226,113,19,278,20
20190326T21Z,239,113,19,279,42
20190326T20Z,241,112,18,271,77
20190326T19Z,240,115,19,281,95
20190326T18Z,242,113,19,368,91
20190326T17Z,242,114,19,414,92
20190326T16Z,243,116,18,379,67
20190326T15Z,243,116,4,377,75
20190326T14Z,243,114,0,370,67
20190326T13Z,233,114,0,287,63
20190326T12Z,185,117,0,282,84
20190326T11Z,184,111,0,277,44
20190326T10Z,184,116,0,266,35
20190326T09Z,185,114,0,277,50
20190326T08Z,185,114,0,272,47
20190326T07Z,184,116,0,274,13
20190326T06Z,232,112,0,272,61
20190326T05Z,241,111,0,290,100
20190326T04Z,241,115,0,509,93
20190326T03Z,237,114,0,784,93
20190326T02Z,237,112,2,486,87
20190326T01Z,237,112,2,328,83
20190326T00Z,237,109,12,261,85
20190325T23Z,237,113,11,262,81
20190325T22Z,238,110,6,252,69
20190325T21Z,238,113,11,269,83
20190325T20Z,239,109,9,391,81
20190325T19Z,253,118,10,501,95
20190325T18Z,259,120,13,596,95
20190325T17Z,260,124,5,590,87
20190325T16Z,259,120,7,631,84
20190325T15Z,258,124,3,658,81
20190325T14Z,258,121,0,538,87
20190325T13Z,255,120,0,366,83
20190325T12Z,247,111,0,262,76
20190325T11Z,247,114,0,237,79
20190325T10Z,246,111,0,246,81
20190325T09Z,246,111,0,242,73
20190325T08Z,246,112,0,268,63
20190325T07Z,245,111,0,333,48
20190325T06Z,245,112,0,464,33
20190325T05Z,245,113,0,514,26
20190325T04Z,245,113,0,613,8
20190325T03Z,243,115,0,625,2
20190325T02Z,242,113,0,540,10
20190325T01Z,241,112,1,304,11
20190325T00Z,188,110,1,236,19
20190324T23Z,186,110,3,232,30
20190324T22Z,186,110,2,233,36
20190324T21Z,186,111,3,232,36
20190324T20Z,186,113,5,235,43
20190324T19Z,185,109,4,233,34
20190324T18Z,236,111,2,230,17
20190324T17Z,244,111,1,229,22
20190324T16Z,242,110,2,231,25
20190324T15Z,241,112,0,230,21
20190324T14Z,240,107,0,228,14
20190324T13Z,235,107,0,234,3
20190324T12Z,182,103,0,230,0
20190324T11Z,54,103,0,231,0
20190324T10Z,-3,104,0,230,2
20190324T09Z,-2,104,0,234,0
20190324T08Z,6,105,0,235,1
20190324T07Z,231,104,0,253,3
20190324T06Z,242,108,0,307,2
20190324T05Z,246,104,0,309,0
20190324T04Z,244,108,0,337,1
20190324T03Z,242,108,0,338,0
20190324T02Z,238,106,1,305,0
20190324T01Z,235,109,3,296,0
20190324T00Z,236,103,7,235,0
20190323T23Z,237,106,9,232,0
20190323T22Z,237,106,11,237,0
20190323T21Z,238,107,16,224,2
20190323T20Z,238,105,15,234,7
20190323T19Z,239,106,15,226,18
20190323T18Z,243,105,12,231,28
20190323T17Z,246,105,12,236,20
20190323T16Z,242,105,13,230,24
20190323T15Z,241,109,2,228,33
20190323T14Z,241,108,0,234,39
20190323T13Z,240,107,0,233,56
20190323T12Z,240,106,0,232,62
20190323T11Z,241,110,0,234,96
20190323T10Z,241,108,0,234,81
20190323T09Z,241,107,0,235,93
20190323T08Z,243,105,0,233,77
20190323T07Z,243,108,0,283,59
20190323T06Z,244,106,0,329,64
20190323T05Z,244,112,0,439,26
20190323T04Z,242,103,0,425,14
20190323T03Z,240,111,0,311,10
20190323T02Z,237,109,2,285,7
20190323T01Z,235,109,11,235,3
20190323T00Z,190,105,19,233,1
20190322T23Z,196,108,16,235,0
20190322T22Z,234,107,16,232,1
20190322T21Z,236,106,18,235,8
20190322T20Z,237,111,18,232,11
20190322T19Z,238,111,19,300,10
20190322T18Z,242,105,19,425,11
20190322T17Z,244,107,19,437,12
20190322T16Z,242,105,17,567,18
20190322T15Z,239,108,4,645,22
20190322T14Z,240,108,0,473,33
20190322T13Z,239,112,0,409,40
20190322T12Z,240,107,0,326,35
20190322T11Z,239,108,0,229,25
20190322T10Z,238,109,0,217,21
20190322T09Z,239,108,0,216,28
20190322T08Z,240,105,0,217,31
20190322T07Z,244,106,0,306,36
20190322T06Z,245,106,0,313,31
20190322T05Z,244,105,0,322,28
20190322T04Z,239,106,0,452,10
20190322T03Z,235,105,0,371,7
20190322T02Z,233,106,1,270,11
20190322T01Z,230,104,13,197,5
20190322T00Z,236,104,18,206,0
20190321T23Z,231,101,19,225,0
20190321T22Z,234,104,17,315,0
20190321T21Z,234,103,18,326,0
20190321T20Z,236,105,19,328,0
20190321T19Z,289,106,18,327,0
20190321T18Z,299,102,19,385,0
20190321T17Z,306,113,19,548,4
20190321T16Z,307,113,16,606,10
20190321T15Z,304,114,4,704,15
20190321T14Z,304,114,0,621,21
20190321T13Z,243,107,0,459,17
20190321T12Z,242,105,0,258,16
20190321T11Z,240,105,0,193,6
20190321T10Z,241,104,0,196,5
20190321T09Z,244,103,0,186,5
20190321T08Z,242,104,0,175,11
20190321T07Z,245,103,0,186,22
20190321T06Z,245,108,0,222,26
20190321T05Z,245,107,0,449,23
20190321T04Z,243,106,0,594,15
20190321T03Z,240,110,0,665,6
20190321T02Z,234,108,1,427,0
20190321T01Z,233,106,12,391,0
20190321T00Z,232,106,19,320,3
20190320T23Z,234,106,19,252,10
20190320T22Z,233,107,19,179,41
20190320T21Z,234,107,19,219,43
20190320T20Z,236,110,19,312,27
20190320T19Z,239,111,19,453,13
20190320T18Z,240,110,19,484,20
20190320T17Z,243,109,19,485,45
20190320T16Z,245,108,17,530,65
20190320T15Z,247,109,4,669,68
20190320T14Z,245,107,0,607,65
20190320T13Z,245,106,0,243,45
20190320T12Z,245,104,0,187,36
20190320T11Z,244,103,0,153,24
20190320T10Z,187,105,0,158,22
20190320T09Z,184,110,0,156,14
20190320T08Z,185,108,0,157,18
20190320T07Z,185,109,0,160,40
20190320T06Z,215,104,0,161,54
20190320T05Z,246,108,0,158,37
20190320T04Z,243,110,0,224,42
20190320T03Z,239,111,0,239,53
20190320T02Z,237,111,2,159,33
20190320T01Z,234,112,14,159,19
20190320T00Z,236,111,19,157,9
20190319T23Z,237,111,19,195,2
20190319T22Z,238,116,19,227,1
20190319T21Z,239,114,19,286,1
20190319T20Z,240,111,19,286,3
20190319T19Z,242,110,19,284,9
20190319T18Z,244,112,19,309,11
20190319T17Z,247,114,7,469,18
20190319T16Z,248,105,0,690,20
20190319T15Z,248,110,0,700,15
20190319T14Z,246,111,0,602,17
20190319T13Z,246,111,0,283,23
20190319T12Z,247,111,0,156,16
20190319T11Z,247,111,0,160,7
20190319T10Z,249,112,0,156,4
20190319T09Z,247,112,0,157,7
20190319T08Z,248,114,0,174,26
20190319T07Z,248,109,0,325,51
20190319T06Z,247,110,0,413,48
20190319T05Z,248,109,0,535,42
20190319T04Z,246,109,0,573,43
20190319T03Z,244,113,0,508,42
20190319T02Z,239,112,0,358,45
20190319T01Z,236,109,0,319,35
20190319T00Z,237,112,0,277,30
20190318T23Z,238,110,0,204,17
20190318T22Z,240,106,0,217,25
20190318T21Z,240,112,0,226,25
20190318T20Z,242,108,0,263,31
20190318T19Z,243,111,0,315,37
20190318T18Z,246,108,0,446,38
20190318T17Z,247,112,0,480,34
20190318T16Z,248,121,4,546,25
20190318T15Z,258,123,3,698,18
20190318T14Z,261,119,0,594,17
20190318T13Z,259,118,0,375,41
20190318T12Z,246,111,0,197,36
20190318T11Z,246,111,0,163,37
20190318T10Z,246,110,0,158,18
20190318T09Z,247,114,0,161,14
20190318T08Z,245,111,0,164,7
20190318T07Z,246,110,0,189,4
20190318T06Z,246,109,0,277,0
20190318T05Z,249,109,0,379,0
20190318T04Z,249,109,0,322,0
20190318T03Z,247,112,0,334,0
20190318T02Z,242,113,2,280,0
20190318T01Z,243,108,13,236,0
20190318T00Z,242,106,19,188,1
20190317T23Z,243,105,19,151,1
20190317T22Z,242,108,19,103,1
20190317T21Z,244,109,19,119,0
20190317T20Z,245,111,18,159,0
20190317T19Z,246,111,19,169,0
20190317T18Z,249,110,19,232,0
20190317T17Z,247,114,19,233,0
20190317T16Z,246,114,13,192,0
20190317T15Z,244,112,1,188,0
20190317T14Z,245,114,0,187,0
20190317T13Z,244,110,0,188,0
20190317T12Z,245,114,0,189,1
20190317T11Z,244,109,0,191,1
20190317T10Z,246,110,0,193,0
20190317T09Z,245,109,0,195,0
20190317T08Z,245,111,0,194,0
20190317T07Z,245,107,0,194,0
20190317T06Z,246,113,0,197,0
20190317T05Z,245,110,0,170,0
20190317T04Z,247,115,0,166,0
20190317T03Z,248,110,0,169,0
20190317T02Z,245,114,0,174,0
20190317T01Z,244,113,0,171,0
20190317T00Z,244,114,0,174,1
20190316T23Z,244,115,0,119,4
20190316T22Z,243,113,0,117,2
20190316T21Z,245,113,0,117,3
20190316T20Z,247,116,0,117,19
20190316T19Z,249,117,0,151,26
20190316T18Z,249,116,0,192,38
20190316T17Z,247,116,0,268,37
20190316T16Z,247,118,0,267,31
20190316T15Z,246,119,0,256,20
20190316T14Z,246,118,0,242,20
20190316T13Z,246,114,0,181,23
20190316T12Z,246,111,0,173,18
20190316T11Z,244,111,0,177,13
20190316T10Z,247,112,0,175,8
20190316T09Z,247,110,0,176,7
20190316T08Z,247,111,0,173,4
20190316T07Z,249,111,0,173,3
20190316T06Z,252,109,0,260,4
20190316T05Z,253,111,0,400,3
20190316T04Z,252,110,0,453,3
20190316T03Z,250,113,0,555,0
20190316T02Z,247,112,1,373,0
20190316T01Z,247,113,5,264,0
20190316T00Z,244,112,15,170,0
20190315T23Z,255,114,16,174,1
20190315T22Z,249,114,19,192,7
20190315T21Z,250,113,18,208,10
20190315T20Z,251,112,18,335,12
20190315T19Z,248,115,13,443,15
20190315T18Z,249,114,12,494,22
20190315T17Z,250,117,9,588,38
20190315T16Z,251,115,3,687,36
20190315T15Z,251,116,0,698,24
20190315T14Z,249,118,0,603,31
20190315T13Z,249,115,0,285,23
20190315T12Z,249,118,0,183,15
20190315T11Z,249,117,0,184,7
20190315T10Z,249,118,0,190,6
20190315T09Z,248,119,0,189,13
20190315T08Z,247,118,0,232,16
20190315T07Z,248,118,0,165,11
20190315T06Z,247,117,0,340,7
20190315T05Z,247,119,0,498,5
20190315T04Z,250,120,0,568,5
20190315T03Z,250,119,0,545,6
20190315T02Z,251,119,1,449,13
20190315T01Z,250,121,4,338,16
20190315T00Z,249,114,7,345,27
20190314T23Z,249,117,14,310,30
20190314T22Z,249,114,16,306,35
20190314T21Z,252,100,19,320,41
20190314T20Z,252,100,18,360,51
20190314T19Z,252,102,19,370,56
20190314T18Z,257,97,18,455,64
20190314T17Z,292,103,19,489,68
20190314T16Z,297,107,12,528,68
20190314T15Z,352,99,2,656,66
20190314T14Z,282,99,0,659,55
20190314T13Z,271,95,0,607,41
20190314T12Z,270,99,0,288,35
20190314T11Z,269,98,0,200,29
20190314T10Z,269,97,0,200,23
20190314T09Z,268,97,0,190,18
20190314T08Z,253,95,0,218,11
20190314T07Z,247,87,0,407,9
20190314T06Z,246,87,0,406,12
20190314T05Z,250,89,0,586,16
20190314T04Z,249,88,0,592,12
20190314T03Z,249,91,0,577,9
20190314T02Z,250,89,1,524,12
20190314T01Z,247,88,13,328,10
20190314T00Z,247,89,19,105,7
20190313T23Z,247,86,19,108,7
20190313T22Z,247,90,20,139,10
20190313T21Z,246,86,18,135,9
20190313T20Z,247,89,19,150,8
20190313T19Z,246,84,20,226,6
20190313T18Z,245,89,19,446,3
20190313T17Z,243,89,19,560,11
20190313T16Z,257,97,12,650,19
20190313T15Z,266,99,1,640,9
20190313T14Z,263,98,0,536,17
20190313T13Z,260,97,0,382,28
20190313T12Z,240,90,0,213,20
20190313T11Z,240,86,0,126,35
20190313T10Z,240,91,0,108,52
20190313T09Z,240,87,0,108,80
20190313T08Z,240,87,0,108,77
20190313T07Z,240,89,0,130,79
20190313T06Z,239,87,0,208,80
20190313T05Z,240,88,0,217,50
20190313T04Z,240,89,0,283,50
20190313T03Z,241,89,0,211,41
20190313T02Z,240,88,0,199,44
20190313T01Z,238,92,3,187,49
20190313T00Z,238,86,6,135,53
20190312T23Z,239,89,6,110,78
20190312T22Z,218,90,9,105,73
20190312T21Z,238,92,12,108,75
20190312T20Z,238,92,7,110,89
20190312T19Z,237,92,5,208,82
20190312T18Z,248,100,1,518,52
20190312T17Z,263,100,0,676,41
20190312T16Z,261,102,0,676,30
20190312T15Z,262,99,0,653,32
20190312T14Z,263,98,0,565,39
20190312T13Z,254,92,0,538,71
20190312T12Z,245,91,0,401,56
20190312T11Z,246,91,0,291,46
20190312T10Z,246,92,0,290,54
20190312T09Z,245,91,0,292,49
20190312T08Z,246,92,0,288,43
20190312T07Z,246,91,0,289,55
20190312T06Z,252,93,0,439,82
20190312T05Z,342,101,0,530,85
20190312T04Z,342,95,0,523,79
20190312T03Z,339,95,0,526,69
20190312T02Z,340,93,1,422,66
20190312T01Z,337,97,8,324,40
20190312T00Z,339,91,17,301,34
20190311T23Z,337,91,19,254,20
20190311T22Z,341,90,17,287,21
20190311T21Z,342,93,16,293,32
20190311T20Z,345,91,10,325,38
20190311T19Z,348,94,7,423,57
20190311T18Z,347,99,7,605,56
20190311T17Z,354,98,3,770,54
20190311T16Z,370,97,2,800,62
20190311T15Z,373,96,0,810,35
20190311T14Z,363,98,0,549,31
20190311T13Z,362,96,0,217,35
20190311T12Z,346,99,0,133,12
20190311T11Z,277,99,0,102,16
20190311T10Z,276,105,0,104,4
20190311T09Z,274,109,0,100,11
20190311T08Z,318,108,0,101,2
20190311T07Z,358,108,0,218,0
20190311T06Z,358,110,0,288,1
20190311T05Z,359,111,0,481,0
20190311T04Z,359,106,0,529,0
20190311T03Z,356,105,0,448,2
20190311T02Z,353,126,0,392,2
20190311T01Z,352,127,3,341,1
20190311T00Z,351,127,4,181,0
20190310T23Z,353,125,7,178,0
20190310T22Z,352,126,10,180,0
