,natural gas,nuclear,petroleum,other,solar
20191024T04Z,9822.0,2678.0,0,2235.0,-1.0
20191024T03Z,10969.0,2677.0,0,2130.0,-1.0
20191024T02Z,12198.0,2677.0,0,2204.0,0.0
20191024T01Z,13474.0,2675.0,0,2283.0,0.0
20191024T00Z,14198.0,2673.0,0,2296.0,4.0
20191023T23Z,14212.0,2675.0,0,2311.0,42.0
20191023T22Z,14526.0,2676.0,0,2316.0,329.0
20191023T21Z,14695.0,2677.0,0,2317.0,698.0
20191023T20Z,14408.0,2676.0,0,2317.0,819.0
20191023T19Z,13802.0,2681.0,0,2303.0,948.0
20191023T18Z,13689.0,2681.0,0,2286.0,935.0
20191023T17Z,12790.0,2684.0,0,2242.0,1013.0
20191023T16Z,11690.0,2684.0,0,2218.0,1014.0
20191023T15Z,10691.0,2683.0,0,2206.0,812.0
20191023T14Z,9783.0,2685.0,0,2206.0,506.0
20191023T13Z,8972.0,2685.0,0,2177.0,153.0
20191023T12Z,8600.0,2685.0,0,2190.0,8.0
20191023T11Z,8208.0,2685.0,0,2226.0,0.0
20191023T10Z,7239.0,2678.0,0,2200.0,0.0
20191023T09Z,6756.0,2682.0,0,2134.0,0.0
20191023T08Z,6869.0,2681.0,0,2100.0,0.0
20191023T07Z,7299.0,2681.0,0,2108.0,0.0
20191023T06Z,7975.0,2680.0,0,2136.0,0.0
20191023T05Z,8944.0,2678.0,0,2183.0,0.0
20191023T04Z,10354.0,2676.0,0,2180.0,0.0
20191023T03Z,11826.0,2676.0,0,2226.0,-1.0
20191023T02Z,13160.0,2675.0,0,2267.0,0.0
20191023T01Z,14297.0,2673.0,0,2260.0,0.0
20191023T00Z,14976.0,2674.0,0,2288.0,0.0
20191022T23Z,15009.0,2673.0,0,2297.0,52.0
20191022T22Z,15360.0,2675.0,0,2263.0,350.0
20191022T21Z,15504.0,2668.0,0,2278.0,590.0
20191022T20Z,15465.0,2677.0,0,2275.0,776.0
20191022T19Z,14957.0,2679.0,0,2282.0,891.0
20191022T18Z,14396.0,2682.0,0,2263.0,917.0
20191022T17Z,13375.0,2682.0,0,2300.0,903.0
20191022T16Z,12118.0,2684.0,0,2300.0,921.0
20191022T15Z,11234.0,2681.0,0,2303.0,716.0
20191022T14Z,10435.0,2681.0,0,2288.0,423.0
20191022T13Z,9452.0,2687.0,0,2237.0,147.0
20191022T12Z,9107.0,2684.0,0,2255.0,5.0
20191022T11Z,8776.0,2688.0,0,2270.0,0.0
20191022T10Z,7772.0,2684.0,0,2269.0,0.0
20191022T09Z,7196.0,2686.0,0,2198.0,0.0
20191022T08Z,7246.0,2682.0,0,2160.0,0.0
20191022T07Z,7687.0,2683.0,0,2135.0,0.0
20191022T06Z,8291.0,2681.0,0,2151.0,0.0
20191022T05Z,9186.0,2681.0,0,2182.0,0.0
20191022T04Z,10356.0,2678.0,0,2023.0,0.0
20191022T03Z,11890.0,2680.0,0,2097.0,0.0
20191022T02Z,13513.0,2677.0,0,2175.0,0.0
20191022T01Z,14824.0,2678.0,0,2224.0,-1.0
20191022T00Z,15831.0,2680.0,0,2259.0,0.0
20191021T23Z,15803.0,2682.0,0,2287.0,51.0
20191021T22Z,16016.0,2678.0,0,2331.0,322.0
20191021T21Z,15966.0,2682.0,0,2393.0,603.0
20191021T20Z,15882.0,2682.0,0,2370.0,709.0
20191021T19Z,15287.0,2683.0,0,2368.0,757.0
20191021T18Z,14957.0,2684.0,0,2275.0,799.0
20191021T17Z,14210.0,2687.0,0,2228.0,831.0
20191021T16Z,13361.0,2689.0,0,2178.0,814.0
20191021T15Z,12280.0,2690.0,0,2113.0,697.0
20191021T14Z,10866.0,2689.0,0,2102.0,455.0
20191021T13Z,9446.0,2690.0,0,2149.0,169.0
20191021T12Z,8782.0,2689.0,0,2108.0,10.0
20191021T11Z,8555.0,2690.0,0,1820.0,0.0
20191021T10Z,7804.0,2690.0,0,1545.0,0.0
20191021T09Z,7308.0,2688.0,0,1470.0,0.0
20191021T08Z,7293.0,2688.0,0,1446.0,0.0
20191021T07Z,7592.0,2688.0,0,1438.0,0.0
20191021T06Z,8048.0,2685.0,0,1544.0,0.0
20191021T05Z,8840.0,2688.0,0,1654.0,0.0
20191021T04Z,9673.0,2683.0,0,2214.0,0.0
20191021T03Z,11010.0,2682.0,0,2104.0,0.0
20191021T02Z,12210.0,2684.0,0,2158.0,0.0
20191021T01Z,13161.0,2681.0,0,2232.0,0.0
20191021T00Z,13996.0,2683.0,0,2263.0,1.0
20191020T23Z,14363.0,2681.0,0,2265.0,41.0
20191020T22Z,14751.0,2683.0,0,2263.0,329.0
20191020T21Z,15017.0,2685.0,0,2273.0,581.0
20191020T20Z,14673.0,2684.0,0,2275.0,834.0
20191020T19Z,14353.0,2686.0,0,2255.0,944.0
20191020T18Z,13748.0,2687.0,0,2258.0,941.0
20191020T17Z,13119.0,2688.0,0,2256.0,822.0
20191020T16Z,12283.0,2690.0,0,2265.0,741.0
20191020T15Z,11482.0,2691.0,0,2257.0,563.0
20191020T14Z,10297.0,2689.0,0,2189.0,374.0
20191020T13Z,9042.0,2692.0,0,1771.0,165.0
20191020T12Z,8228.0,2692.0,0,1634.0,3.0
20191020T11Z,7871.0,2690.0,0,1599.0,0.0
20191020T10Z,7678.0,2689.0,0,1574.0,0.0
20191020T09Z,7656.0,2689.0,0,1544.0,0.0
20191020T08Z,7818.0,2689.0,0,1531.0,0.0
20191020T07Z,8183.0,2690.0,0,1553.0,0.0
20191020T06Z,8749.0,2689.0,0,1584.0,0.0
20191020T05Z,9298.0,2688.0,0,1747.0,0.0
20191020T04Z,10057.0,2687.0,0,1785.0,0.0
20191020T03Z,10536.0,2688.0,0,2171.0,0.0
20191020T02Z,11314.0,2687.0,0,2225.0,0.0
20191020T01Z,12016.0,2686.0,0,2233.0,0.0
20191020T00Z,12573.0,2685.0,0,2256.0,0.0
20191019T23Z,12549.0,2689.0,0,2262.0,47.0
20191019T22Z,12707.0,2687.0,0,2251.0,272.0
20191019T21Z,12730.0,2687.0,0,2262.0,437.0
20191019T20Z,12601.0,2689.0,0,2267.0,562.0
20191019T19Z,12321.0,2690.0,0,2282.0,476.0
20191019T18Z,12296.0,2688.0,0,2270.0,418.0
20191019T17Z,11991.0,2692.0,0,2191.0,464.0
20191019T16Z,11384.0,2687.0,0,2089.0,357.0
20191019T15Z,10940.0,2686.0,0,1984.0,133.0
20191019T14Z,10146.0,2688.0,0,1982.0,77.0
20191019T13Z,9077.0,2688.0,0,1982.0,18.0
20191019T12Z,8123.0,2686.0,0,2024.0,1.0
20191019T11Z,7650.0,2687.0,0,2053.0,0.0
20191019T10Z,7401.0,2686.0,0,2113.0,0.0
20191019T09Z,7406.0,2684.0,0,2061.0,0.0
20191019T08Z,7596.0,2682.0,0,1875.0,-1.0
20191019T07Z,7728.0,2682.0,0,2062.0,0.0
20191019T06Z,8139.0,2680.0,0,2069.0,0.0
20191019T05Z,8806.0,2679.0,0,2076.0,0.0
20191019T04Z,9656.0,2678.0,0,2070.0,0.0
20191019T03Z,10666.0,2677.0,0,2107.0,0.0
20191019T02Z,11507.0,2676.0,0,2191.0,0.0
20191019T01Z,12212.0,2676.0,0,2183.0,0.0
20191019T00Z,12753.0,2676.0,0,2229.0,0.0
20191018T23Z,12455.0,2678.0,0,2230.0,12.0
20191018T22Z,12472.0,2678.0,0,2226.0,78.0
20191018T21Z,12744.0,2678.0,0,2180.0,154.0
20191018T20Z,13051.0,2680.0,0,2121.0,244.0
20191018T19Z,13033.0,2681.0,0,2083.0,380.0
20191018T18Z,12820.0,2679.0,0,2099.0,397.0
20191018T17Z,12320.0,2677.0,0,2051.0,493.0
20191018T16Z,11891.0,2680.0,0,2094.0,467.0
20191018T15Z,11126.0,2686.0,0,2082.0,433.0
20191018T14Z,10009.0,2684.0,0,2108.0,296.0
20191018T13Z,8936.0,2686.0,0,2099.0,100.0
20191018T12Z,8248.0,2686.0,0,2074.0,11.0
20191018T11Z,7594.0,2685.0,0,2086.0,0.0
20191018T10Z,6658.0,2683.0,0,2097.0,0.0
20191018T09Z,6207.0,2685.0,0,2064.0,0.0
20191018T08Z,6323.0,2684.0,0,2043.0,0.0
20191018T07Z,6729.0,2682.0,0,2049.0,-1.0
20191018T06Z,7298.0,2683.0,0,2030.0,0.0
20191018T05Z,8127.0,2681.0,0,2052.0,0.0
20191018T04Z,9273.0,2681.0,0,2170.0,0.0
20191018T03Z,10632.0,2680.0,0,2063.0,0.0
20191018T02Z,11941.0,2681.0,0,2161.0,0.0
20191018T01Z,13155.0,2682.0,0,2231.0,0.0
20191018T00Z,13948.0,2680.0,0,2273.0,3.0
20191017T23Z,14153.0,2681.0,0,2296.0,51.0
20191017T22Z,14571.0,2682.0,0,2281.0,254.0
20191017T21Z,14672.0,2685.0,0,2261.0,594.0
20191017T20Z,14694.0,2685.0,0,2273.0,744.0
20191017T19Z,14623.0,2687.0,0,2265.0,837.0
20191017T18Z,14316.0,2689.0,0,2285.0,889.0
20191017T17Z,13373.0,2690.0,0,2271.0,989.0
20191017T16Z,12344.0,2689.0,0,2223.0,978.0
20191017T15Z,11166.0,2689.0,0,2214.0,844.0
20191017T14Z,10172.0,2692.0,0,2215.0,546.0
20191017T13Z,9043.0,2691.0,0,2187.0,205.0
20191017T12Z,8597.0,2692.0,0,2151.0,12.0
20191017T11Z,8221.0,2692.0,0,2172.0,-1.0
20191017T10Z,7280.0,2688.0,0,2126.0,0.0
20191017T09Z,6844.0,2692.0,0,2065.0,0.0
20191017T08Z,6941.0,2689.0,0,2035.0,0.0
20191017T07Z,7363.0,2690.0,0,2046.0,0.0
20191017T06Z,7923.0,2689.0,0,2059.0,0.0
20191017T05Z,8874.0,2685.0,0,2108.0,-1.0
20191017T04Z,10180.0,2686.0,0,2232.0,0.0
20191017T03Z,11768.0,2686.0,0,2198.0,0.0
20191017T02Z,13200.0,2684.0,0,2244.0,0.0
20191017T01Z,14423.0,2684.0,0,2261.0,0.0
20191017T00Z,15224.0,2682.0,0,2399.0,4.0
20191016T23Z,15766.0,2685.0,0,2429.0,69.0
20191016T22Z,16153.0,2684.0,0,2424.0,378.0
20191016T21Z,16054.0,2678.0,0,2411.0,618.0
20191016T20Z,15822.0,2686.0,0,2395.0,859.0
20191016T19Z,15472.0,2686.0,0,2369.0,888.0
20191016T18Z,14762.0,2689.0,0,2312.0,916.0
20191016T17Z,13809.0,2688.0,0,2241.0,909.0
20191016T16Z,12740.0,2691.0,0,2251.0,835.0
20191016T15Z,11627.0,2691.0,0,2270.0,718.0
20191016T14Z,10295.0,2693.0,0,2287.0,516.0
20191016T13Z,9050.0,2694.0,0,2293.0,169.0
20191016T12Z,8435.0,2694.0,0,2208.0,8.0
20191016T11Z,8059.0,2693.0,0,1982.0,0.0
20191016T10Z,7194.0,2695.0,0,1787.0,0.0
20191016T09Z,6672.0,2693.0,0,1655.0,0.0
20191016T08Z,6724.0,2691.0,0,1617.0,0.0
20191016T07Z,7099.0,2690.0,0,1613.0,0.0
20191016T06Z,7783.0,2688.0,0,1627.0,0.0
20191016T05Z,8571.0,2690.0,0,1660.0,0.0
20191016T04Z,9688.0,2687.0,0,1708.0,0.0
20191016T03Z,11154.0,2687.0,0,1730.0,-1.0
20191016T02Z,12618.0,2686.0,0,1753.0,0.0
20191016T01Z,13954.0,2684.0,5,1745.0,0.0
20191016T00Z,14591.0,2686.0,0,1864.0,4.0
20191015T23Z,14884.0,2684.0,0,1901.0,49.0
20191015T22Z,15185.0,2685.0,0,1869.0,309.0
20191015T21Z,15299.0,2686.0,0,1875.0,599.0
20191015T20Z,15078.0,2691.0,0,1868.0,828.0
20191015T19Z,14698.0,2694.0,0,1860.0,943.0
20191015T18Z,14153.0,2690.0,0,1862.0,1032.0
20191015T17Z,12973.0,2694.0,0,1759.0,1025.0
20191015T16Z,11780.0,2698.0,0,1756.0,956.0
20191015T15Z,10768.0,2697.0,0,1741.0,771.0
20191015T14Z,9672.0,2697.0,0,1725.0,443.0
20191015T13Z,8699.0,2696.0,0,1697.0,143.0
20191015T12Z,8242.0,2694.0,0,1668.0,9.0
20191015T11Z,7844.0,2695.0,0,1700.0,0.0
20191015T10Z,6852.0,2695.0,0,1662.0,0.0
20191015T09Z,6338.0,2694.0,0,1622.0,0.0
20191015T08Z,6392.0,2696.0,0,1596.0,0.0
20191015T07Z,6687.0,2698.0,0,1589.0,0.0
20191015T06Z,7386.0,2688.0,0,1607.0,0.0
20191015T05Z,8306.0,2695.0,0,1644.0,0.0
20191015T04Z,9516.0,2694.0,0,1673.0,0.0
20191015T03Z,11100.0,2692.0,0,1737.0,0.0
20191015T02Z,12491.0,2692.0,0,1737.0,0.0
20191015T01Z,13535.0,2693.0,0,1736.0,-1.0
20191015T00Z,14486.0,2683.0,0,1868.0,3.0
20191014T23Z,14866.0,2679.0,0,1867.0,72.0
20191014T22Z,15256.0,2683.0,0,1852.0,419.0
20191014T21Z,15592.0,2684.0,0,1860.0,614.0
20191014T20Z,15525.0,2684.0,0,1843.0,783.0
20191014T19Z,15053.0,2684.0,0,1853.0,936.0
20191014T18Z,14720.0,2683.0,0,1842.0,864.0
20191014T17Z,13827.0,2679.0,0,1741.0,895.0
20191014T16Z,12729.0,2674.0,0,1768.0,959.0
20191014T15Z,11497.0,2701.0,0,1765.0,816.0
20191014T14Z,10268.0,2702.0,0,1768.0,574.0
20191014T13Z,8989.0,2703.0,0,1718.0,212.0
20191014T12Z,8272.0,2700.0,0,1650.0,13.0
20191014T11Z,8032.0,2701.0,0,1695.0,0.0
20191014T10Z,7072.0,2700.0,0,1661.0,0.0
20191014T09Z,6473.0,2699.0,0,1611.0,0.0
20191014T08Z,6477.0,2699.0,0,1584.0,0.0
20191014T07Z,6741.0,2700.0,0,1563.0,0.0
20191014T06Z,7299.0,2697.0,0,1590.0,0.0
20191014T05Z,8162.0,2700.0,0,1618.0,-1.0
20191014T04Z,8986.0,2921.0,0,1631.0,0.0
20191014T03Z,10163.0,3042.0,0,1664.0,0.0
20191014T02Z,11241.0,3219.0,0,1719.0,0.0
20191014T01Z,12126.0,3288.0,0,1707.0,0.0
20191014T00Z,12851.0,3287.0,0,1726.0,4.0
20191013T23Z,12920.0,3287.0,0,1729.0,82.0
20191013T22Z,13525.0,3293.0,0,1751.0,415.0
20191013T21Z,13793.0,3293.0,0,1747.0,631.0
20191013T20Z,13757.0,3291.0,0,1760.0,791.0
20191013T19Z,13471.0,3296.0,0,1759.0,756.0
20191013T18Z,12843.0,3295.0,0,1787.0,812.0
20191013T17Z,11694.0,3300.0,0,2035.0,910.0
20191013T16Z,10837.0,3302.0,0,1845.0,987.0
20191013T15Z,9493.0,3296.0,0,2109.0,866.0
20191013T14Z,8308.0,3309.0,0,2049.0,580.0
20191013T13Z,7197.0,3319.0,0,1656.0,214.0
20191013T12Z,6149.0,3317.0,0,1567.0,11.0
20191013T11Z,5722.0,3318.0,0,1545.0,0.0
20191013T10Z,5493.0,3317.0,0,1519.0,0.0
20191013T09Z,5505.0,3319.0,0,1500.0,0.0
20191013T08Z,5649.0,3359.0,0,1498.0,0.0
20191013T07Z,5970.0,3411.0,0,1516.0,0.0
20191013T06Z,6446.0,3473.0,0,1539.0,0.0
20191013T05Z,7161.0,3519.0,0,1597.0,0.0
20191013T04Z,7960.0,3559.0,0,1720.0,0.0
20191013T03Z,8940.0,3621.0,0,1750.0,0.0
20191013T02Z,9593.0,3670.0,0,2060.0,0.0
20191013T01Z,10352.0,3678.0,0,2051.0,0.0
20191013T00Z,10899.0,3673.0,0,2045.0,1.0
20191012T23Z,11053.0,3676.0,0,2044.0,66.0
20191012T22Z,11592.0,3671.0,0,2021.0,269.0
20191012T21Z,12066.0,3673.0,0,1754.0,472.0
20191012T20Z,11960.0,3677.0,0,1902.0,507.0
20191012T19Z,11516.0,3678.0,0,2100.0,634.0
20191012T18Z,11214.0,3680.0,0,2081.0,734.0
20191012T17Z,10776.0,3683.0,0,2076.0,830.0
20191012T16Z,10023.0,3683.0,0,2041.0,884.0
20191012T15Z,9343.0,3687.0,0,1774.0,751.0
20191012T14Z,8393.0,3684.0,0,1683.0,474.0
20191012T13Z,7133.0,3684.0,0,1554.0,182.0
20191012T12Z,6167.0,3682.0,0,1542.0,14.0
20191012T11Z,5604.0,3683.0,0,1554.0,0.0
20191012T10Z,5292.0,3684.0,0,1482.0,0.0
20191012T09Z,5278.0,3682.0,0,1432.0,-1.0
20191012T08Z,5387.0,3680.0,0,1478.0,0.0
20191012T07Z,5731.0,3677.0,0,1516.0,0.0
20191012T06Z,6314.0,3680.0,0,1526.0,0.0
20191012T05Z,6802.0,3677.0,0,1768.0,0.0
20191012T04Z,7677.0,3674.0,0,2011.0,0.0
20191012T03Z,8792.0,3672.0,0,1939.0,0.0
20191012T02Z,9982.0,3670.0,0,1845.0,0.0
20191012T01Z,10866.0,3668.0,0,1761.0,0.0
20191012T00Z,11491.0,3665.0,0,1808.0,5.0
20191011T23Z,11457.0,3667.0,0,2033.0,90.0
20191011T22Z,11938.0,3669.0,0,2054.0,410.0
20191011T21Z,12312.0,3671.0,0,2053.0,634.0
20191011T20Z,12559.0,3674.0,0,2065.0,778.0
20191011T19Z,12628.0,3676.0,0,2078.0,871.0
20191011T18Z,12398.0,3676.0,0,2077.0,926.0
20191011T17Z,11831.0,3679.0,0,2067.0,978.0
20191011T16Z,11448.0,3677.0,0,1733.0,950.0
20191011T15Z,10567.0,3680.0,0,1718.0,791.0
20191011T14Z,9512.0,3681.0,0,1677.0,532.0
20191011T13Z,8396.0,3678.0,0,1650.0,192.0
20191011T12Z,7805.0,3679.0,0,1631.0,12.0
20191011T11Z,7367.0,3676.0,0,1665.0,0.0
20191011T10Z,6339.0,3677.0,0,1618.0,0.0
20191011T09Z,5861.0,3675.0,0,1546.0,0.0
20191011T08Z,5872.0,3675.0,0,1494.0,0.0
20191011T07Z,6145.0,3676.0,0,1519.0,0.0
20191011T06Z,6691.0,3674.0,0,1532.0,-1.0
20191011T05Z,7493.0,3674.0,0,1563.0,0.0
20191011T04Z,8599.0,3672.0,0,1638.0,0.0
20191011T03Z,9978.0,3670.0,0,1689.0,0.0
20191011T02Z,11288.0,3673.0,0,1718.0,0.0
20191011T01Z,12225.0,3666.0,0,1719.0,0.0
20191011T00Z,12674.0,3665.0,0,1728.0,3.0
20191010T23Z,12877.0,3666.0,0,1722.0,87.0
20191010T22Z,13198.0,3665.0,0,1690.0,435.0
20191010T21Z,13485.0,3665.0,0,1707.0,615.0
20191010T20Z,13615.0,3669.0,0,1708.0,718.0
20191010T19Z,13576.0,3671.0,0,1700.0,767.0
20191010T18Z,13069.0,3670.0,0,1703.0,843.0
20191010T17Z,12088.0,3677.0,0,1690.0,899.0
20191010T16Z,10807.0,3679.0,0,1952.0,843.0
20191010T15Z,9520.0,3677.0,0,2062.0,754.0
20191010T14Z,8636.0,3676.0,0,2061.0,450.0
20191010T13Z,7772.0,3679.0,0,2019.0,174.0
20191010T12Z,7461.0,3674.0,0,2043.0,10.0
20191010T11Z,6876.0,3676.0,0,2058.0,0.0
20191010T10Z,5972.0,3672.0,0,1839.0,0.0
20191010T09Z,5491.0,3672.0,0,1623.0,0.0
20191010T08Z,5180.0,3671.0,0,1878.0,0.0
20191010T07Z,5422.0,3670.0,0,1861.0,0.0
20191010T06Z,5879.0,3672.0,0,1874.0,0.0
20191010T05Z,6634.0,3670.0,0,1851.0,0.0
20191010T04Z,7696.0,3669.0,0,1945.0,-1.0
20191010T03Z,9034.0,3669.0,0,1853.0,0.0
20191010T02Z,10404.0,3667.0,0,1850.0,0.0
20191010T01Z,11362.0,3663.0,0,1852.0,0.0
20191010T00Z,12038.0,3665.0,0,1824.0,2.0
20191009T23Z,12054.0,3661.0,0,1793.0,37.0
20191009T22Z,12430.0,3664.0,0,1750.0,140.0
20191009T21Z,13111.0,3663.0,0,1722.0,248.0
20191009T20Z,13531.0,3668.0,0,1729.0,428.0
20191009T19Z,13418.0,3668.0,0,1720.0,637.0
20191009T18Z,13184.0,3673.0,0,1719.0,780.0
20191009T17Z,12409.0,3672.0,0,1731.0,764.0
20191009T16Z,11515.0,3678.0,0,1737.0,700.0
20191009T15Z,10456.0,3675.0,0,1715.0,535.0
20191009T14Z,9470.0,3676.0,0,1699.0,367.0
20191009T13Z,8532.0,3678.0,0,1659.0,139.0
20191009T12Z,7921.0,3678.0,0,1683.0,14.0
20191009T11Z,7311.0,3678.0,0,1721.0,0.0
20191009T10Z,6302.0,3678.0,0,1724.0,0.0
20191009T09Z,5770.0,3678.0,0,1680.0,0.0
20191009T08Z,5789.0,3679.0,0,1648.0,0.0
20191009T07Z,6097.0,3675.0,0,1639.0,0.0
20191009T06Z,6637.0,3678.0,0,1662.0,0.0
20191009T05Z,7478.0,3677.0,0,1700.0,0.0
20191009T04Z,8613.0,3677.0,0,1645.0,-1.0
20191009T03Z,10036.0,3678.0,0,1730.0,0.0
20191009T02Z,11290.0,3677.0,0,1746.0,0.0
20191009T01Z,12364.0,3676.0,0,1740.0,0.0
20191009T00Z,12892.0,3676.0,0,1733.0,3.0
20191008T23Z,13035.0,3677.0,0,1745.0,75.0
20191008T22Z,13526.0,3677.0,0,1695.0,277.0
20191008T21Z,13487.0,3678.0,0,1680.0,497.0
20191008T20Z,13384.0,3681.0,0,1704.0,621.0
20191008T19Z,12987.0,3680.0,0,1712.0,658.0
20191008T18Z,12194.0,3679.0,0,1730.0,764.0
20191008T17Z,11281.0,3683.0,0,1724.0,789.0
20191008T16Z,10507.0,3680.0,0,1720.0,725.0
20191008T15Z,10029.0,3680.0,0,1684.0,502.0
20191008T14Z,9378.0,3677.0,0,1686.0,361.0
20191008T13Z,8613.0,3684.0,0,1643.0,151.0
20191008T12Z,8203.0,3681.0,0,1680.0,14.0
20191008T11Z,7620.0,3683.0,0,1728.0,0.0
20191008T10Z,6408.0,3683.0,0,1678.0,0.0
20191008T09Z,5829.0,3682.0,0,1606.0,0.0
20191008T08Z,5741.0,3680.0,0,1564.0,0.0
20191008T07Z,5963.0,3681.0,0,1567.0,0.0
20191008T06Z,6399.0,3675.0,0,1573.0,0.0
20191008T05Z,7079.0,3683.0,0,1602.0,0.0
20191008T04Z,7995.0,3677.0,0,1698.0,0.0
20191008T03Z,9530.0,3681.0,0,1661.0,-1.0
20191008T02Z,10754.0,3677.0,0,1684.0,0.0
20191008T01Z,11677.0,3677.0,0,1721.0,0.0
20191008T00Z,12152.0,3672.0,0,1686.0,3.0
20191007T23Z,12087.0,3675.0,0,1694.0,27.0
20191007T22Z,12138.0,3674.0,0,1638.0,141.0
20191007T21Z,12264.0,3673.0,0,1541.0,247.0
20191007T20Z,12440.0,3672.0,0,1466.0,334.0
20191007T19Z,12397.0,3674.0,0,1463.0,553.0
20191007T18Z,12585.0,3671.0,0,1648.0,628.0
20191007T17Z,12449.0,3672.0,0,1636.0,674.0
20191007T16Z,12143.0,3665.0,0,1589.0,661.0
20191007T15Z,11262.0,3675.0,0,1614.0,562.0
20191007T14Z,10509.0,3670.0,0,1641.0,305.0
20191007T13Z,9371.0,3675.0,0,1620.0,129.0
20191007T12Z,8790.0,3673.0,0,1672.0,9.0
20191007T11Z,8066.0,3675.0,0,1722.0,0.0
20191007T10Z,7148.0,3671.0,0,1705.0,0.0
20191007T09Z,6588.0,3670.0,0,1643.0,-1.0
20191007T08Z,6448.0,3671.0,0,1599.0,0.0
20191007T07Z,6665.0,3670.0,0,1596.0,0.0
20191007T06Z,7129.0,3670.0,0,1622.0,0.0
20191007T05Z,7833.0,3669.0,0,1656.0,0.0
20191007T04Z,8871.0,3669.0,0,1647.0,0.0
20191007T03Z,10480.0,3669.0,0,1675.0,0.0
20191007T02Z,11796.0,3666.0,0,1676.0,-1.0
20191007T01Z,12800.0,3662.0,0,1706.0,0.0
20191007T00Z,13328.0,3662.0,0,1751.0,4.0
20191006T23Z,13533.0,3666.0,0,1728.0,96.0
20191006T22Z,14067.0,3672.0,0,1701.0,343.0
20191006T21Z,14195.0,3673.0,0,1715.0,561.0
20191006T20Z,14242.0,3673.0,0,1731.0,743.0
20191006T19Z,14177.0,3675.0,0,1738.0,663.0
20191006T18Z,13658.0,3680.0,0,1697.0,762.0
20191006T17Z,12878.0,3681.0,0,1724.0,835.0
20191006T16Z,11932.0,3680.0,0,1693.0,762.0
20191006T15Z,11060.0,3683.0,0,1693.0,631.0
20191006T14Z,9823.0,3682.0,0,1726.0,490.0
20191006T13Z,8233.0,3683.0,0,1653.0,180.0
20191006T12Z,7082.0,3683.0,0,1656.0,17.0
20191006T11Z,6527.0,3679.0,0,1603.0,0.0
20191006T10Z,6322.0,3683.0,0,1547.0,0.0
20191006T09Z,6370.0,3683.0,0,1539.0,0.0
20191006T08Z,6606.0,3680.0,0,1537.0,0.0
20191006T07Z,7063.0,3672.0,0,1553.0,0.0
20191006T06Z,7770.0,3677.0,0,1585.0,0.0
20191006T05Z,8589.0,3671.0,0,1628.0,0.0
20191006T04Z,9696.0,3676.0,0,1570.0,0.0
20191006T03Z,10879.0,3669.0,0,1645.0,0.0
20191006T02Z,11792.0,3672.0,0,1654.0,0.0
20191006T01Z,12774.0,3666.0,0,1686.0,0.0
20191006T00Z,13282.0,3668.0,0,1708.0,3.0
20191005T23Z,13654.0,3671.0,0,1716.0,99.0
20191005T22Z,14139.0,3669.0,0,1720.0,394.0
20191005T21Z,14406.0,3672.0,0,1722.0,657.0
20191005T20Z,14560.0,3676.0,0,1724.0,752.0
20191005T19Z,14586.0,3680.0,0,1720.0,855.0
20191005T18Z,14187.0,3679.0,0,1728.0,844.0
20191005T17Z,13345.0,3682.0,0,1712.0,891.0
20191005T16Z,12495.0,3680.0,0,1710.0,817.0
20191005T15Z,11437.0,3685.0,0,1735.0,698.0
20191005T14Z,10247.0,3685.0,0,1709.0,502.0
20191005T13Z,8689.0,3685.0,0,1684.0,216.0
20191005T12Z,7513.0,3685.0,0,1605.0,13.0
20191005T11Z,6854.0,3684.0,0,1544.0,0.0
20191005T10Z,6516.0,3683.0,0,1507.0,0.0
20191005T09Z,6536.0,3682.0,0,1506.0,0.0
20191005T08Z,6912.0,3683.0,0,1505.0,0.0
20191005T07Z,7591.0,3680.0,0,1499.0,0.0
20191005T06Z,8214.0,3680.0,0,1514.0,0.0
20191005T05Z,8918.0,3677.0,0,1537.0,0.0
20191005T04Z,10434.0,3677.0,0,1439.0,0.0
20191005T03Z,11428.0,3677.0,0,1540.0,0.0
20191005T02Z,12554.0,3671.0,0,1463.0,0.0
20191005T01Z,13619.0,3672.0,0,1419.0,0.0
20191005T00Z,14367.0,3673.0,0,1408.0,5.0
20191004T23Z,15254.0,3673.0,0,1420.0,140.0
20191004T22Z,15872.0,3674.0,0,1389.0,539.0
20191004T21Z,15982.0,3677.0,0,1411.0,833.0
20191004T20Z,15666.0,3676.0,0,1409.0,933.0
20191004T19Z,15235.0,3681.0,0,1412.0,990.0
20191004T18Z,14530.0,3681.0,0,1414.0,956.0
20191004T17Z,13385.0,3682.0,0,1423.0,960.0
20191004T16Z,12112.0,3685.0,0,1431.0,927.0
20191004T15Z,10892.0,3687.0,0,1431.0,850.0
20191004T14Z,9693.0,3688.0,0,1437.0,599.0
20191004T13Z,8520.0,3686.0,0,1444.0,224.0
20191004T12Z,7804.0,3688.0,0,1452.0,17.0
20191004T11Z,7453.0,3687.0,0,1444.0,-1.0
20191004T10Z,6395.0,3689.0,0,1439.0,0.0
20191004T09Z,5854.0,3688.0,0,1439.0,0.0
20191004T08Z,6001.0,3686.0,0,1424.0,0.0
20191004T07Z,6471.0,3686.0,0,1432.0,0.0
20191004T06Z,7195.0,3689.0,0,1439.0,0.0
20191004T05Z,8198.0,3684.0,0,1441.0,0.0
20191004T04Z,9353.0,3684.0,0,1414.0,0.0
