,natural gas,nuclear,petroleum,other,solar
20190318T14Z,9304.0,2872.0,0,554.0,288.0
20190318T13Z,8741.0,2874.0,0,595.0,99.0
20190318T12Z,8340.0,2873.0,0,590.0,2.0
20190318T11Z,7318.0,2872.0,0,426.0,0.0
20190318T10Z,6193.0,2872.0,0,402.0,-1.0
20190318T09Z,5748.0,2872.0,0,304.0,0.0
20190318T08Z,5731.0,2871.0,0,271.0,-1.0
20190318T07Z,6006.0,2873.0,0,259.0,0.0
20190318T06Z,6487.0,2872.0,0,259.0,0.0
20190318T05Z,7317.0,2870.0,0,268.0,0.0
20190318T04Z,8545.0,2870.0,0,295.0,0.0
20190318T03Z,10173.0,2873.0,0,339.0,0.0
20190318T02Z,11355.0,2871.0,0,356.0,0.0
20190318T01Z,11951.0,2872.0,0,383.0,0.0
20190318T00Z,12033.0,2871.0,0,386.0,5.0
20190317T23Z,12249.0,2871.0,0,350.0,76.0
20190317T22Z,12572.0,2871.0,0,353.0,288.0
20190317T21Z,12558.0,2869.0,0,358.0,504.0
20190317T20Z,12544.0,2872.0,0,352.0,624.0
20190317T19Z,12308.0,2869.0,0,425.0,729.0
20190317T18Z,11611.0,2870.0,0,765.0,743.0
20190317T17Z,10940.0,2872.0,0,751.0,722.0
20190317T16Z,10266.0,2872.0,0,753.0,668.0
20190317T15Z,9544.0,2871.0,0,760.0,471.0
20190317T14Z,8590.0,2873.0,0,764.0,229.0
20190317T13Z,7313.0,2873.0,0,741.0,111.0
20190317T12Z,6586.0,2869.0,0,519.0,7.0
20190317T11Z,5996.0,2870.0,0,341.0,0.0
20190317T10Z,5727.0,2870.0,0,258.0,0.0
20190317T09Z,5736.0,2871.0,0,248.0,0.0
20190317T08Z,5900.0,2871.0,0,236.0,0.0
20190317T07Z,6162.0,2871.0,0,262.0,-1.0
20190317T06Z,6631.0,2871.0,0,278.0,0.0
20190317T05Z,7471.0,2869.0,0,293.0,0.0
20190317T04Z,8513.0,2871.0,0,412.0,0.0
20190317T03Z,9492.0,2867.0,0,698.0,0.0
20190317T02Z,10561.0,2869.0,0,738.0,0.0
20190317T01Z,11528.0,2870.0,0,754.0,0.0
20190317T00Z,11778.0,2872.0,0,758.0,7.0
20190316T23Z,12162.0,2869.0,0,716.0,92.0
20190316T22Z,12799.0,2872.0,0,710.0,218.0
20190316T21Z,12707.0,2869.0,0,710.0,354.0
20190316T20Z,12668.0,2870.0,0,534.0,482.0
20190316T19Z,12392.0,2872.0,0,384.0,535.0
20190316T18Z,11960.0,2874.0,0,368.0,629.0
20190316T17Z,11854.0,2874.0,0,357.0,501.0
20190316T16Z,11435.0,2873.0,0,371.0,478.0
20190316T15Z,10649.0,2875.0,0,370.0,437.0
20190316T14Z,9784.0,2877.0,0,344.0,203.0
20190316T13Z,8571.0,2873.0,0,348.0,73.0
20190316T12Z,7603.0,2875.0,0,330.0,6.0
20190316T11Z,6745.0,2872.0,0,309.0,0.0
20190316T10Z,6297.0,2876.0,0,274.0,0.0
20190316T09Z,6244.0,2874.0,0,258.0,0.0
20190316T08Z,6355.0,2875.0,0,265.0,0.0
20190316T07Z,6720.0,2874.0,0,264.0,0.0
20190316T06Z,7180.0,2873.0,0,358.0,-1.0
20190316T05Z,8093.0,2872.0,0,421.0,0.0
20190316T04Z,9233.0,2874.0,0,435.0,0.0
20190316T03Z,10605.0,2875.0,0,589.0,0.0
20190316T02Z,11394.0,2872.0,0,751.0,0.0
20190316T01Z,12256.0,2875.0,0,748.0,0.0
20190316T00Z,12447.0,2872.0,0,754.0,7.0
20190315T23Z,12770.0,2872.0,0,760.0,181.0
20190315T22Z,13122.0,2874.0,0,764.0,439.0
20190315T21Z,13095.0,2871.0,0,759.0,611.0
20190315T20Z,12795.0,2874.0,0,681.0,646.0
20190315T19Z,12763.0,2873.0,0,493.0,677.0
20190315T18Z,12265.0,2874.0,0,538.0,816.0
20190315T17Z,11698.0,2874.0,0,706.0,825.0
20190315T16Z,11185.0,2874.0,0,685.0,809.0
20190315T15Z,10333.0,2873.0,0,697.0,749.0
20190315T14Z,9522.0,2876.0,0,752.0,463.0
20190315T13Z,8920.0,2874.0,0,769.0,137.0
20190315T12Z,8514.0,2873.0,0,728.0,4.0
20190315T11Z,7745.0,2876.0,0,489.0,0.0
20190315T10Z,6698.0,2872.0,0,352.0,0.0
20190315T09Z,6103.0,2875.0,0,381.0,0.0
20190315T08Z,6105.0,2874.0,0,377.0,0.0
20190315T07Z,6435.0,2874.0,0,358.0,0.0
20190315T06Z,6944.0,2875.0,0,366.0,0.0
20190315T05Z,7812.0,2876.0,0,375.0,0.0
20190315T04Z,9101.0,2871.0,0,413.0,-1.0
20190315T03Z,10830.0,2874.0,0,450.0,0.0
20190315T02Z,11752.0,2873.0,0,611.0,-1.0
20190315T01Z,12648.0,2874.0,0,756.0,0.0
20190315T00Z,12946.0,2872.0,0,763.0,20.0
20190314T23Z,13120.0,2872.0,0,754.0,298.0
20190314T22Z,13120.0,2871.0,0,761.0,685.0
20190314T21Z,12846.0,2870.0,0,761.0,962.0
20190314T20Z,12696.0,2872.0,0,763.0,1009.0
20190314T19Z,12477.0,2869.0,0,691.0,966.0
20190314T18Z,12177.0,2872.0,0,481.0,969.0
20190314T17Z,11466.0,2871.0,0,513.0,946.0
20190314T16Z,10693.0,2872.0,0,713.0,953.0
20190314T15Z,10057.0,2867.0,0,714.0,840.0
20190314T14Z,9301.0,2872.0,0,748.0,488.0
20190314T13Z,8618.0,2874.0,0,768.0,141.0
20190314T12Z,8238.0,2873.0,0,760.0,6.0
20190314T11Z,7231.0,2872.0,0,720.0,0.0
20190314T10Z,6319.0,2873.0,0,459.0,0.0
20190314T09Z,5935.0,2870.0,0,277.0,0.0
20190314T08Z,5923.0,2873.0,0,249.0,0.0
20190314T07Z,6194.0,2869.0,0,250.0,0.0
20190314T06Z,6699.0,2870.0,0,248.0,0.0
20190314T05Z,7516.0,2868.0,0,255.0,0.0
20190314T04Z,9011.0,2870.0,0,287.0,0.0
20190314T03Z,10560.0,2867.0,0,374.0,0.0
20190314T02Z,11753.0,2869.0,0,377.0,0.0
20190314T01Z,12854.0,2866.0,0,377.0,-1.0
20190314T00Z,12876.0,2869.0,0,370.0,21.0
20190313T23Z,12619.0,2867.0,0,805.0,293.0
20190313T22Z,12559.0,2868.0,0,993.0,583.0
20190313T21Z,11902.0,2864.0,0,1481.0,819.0
20190313T20Z,11562.0,2867.0,0,1444.0,901.0
20190313T19Z,11048.0,2868.0,0,1413.0,963.0
20190313T18Z,10721.0,2865.0,0,1449.0,951.0
20190313T17Z,10286.0,2869.0,0,1451.0,997.0
20190313T16Z,9937.0,2868.0,0,1310.0,971.0
20190313T15Z,9933.0,2868.0,0,727.0,768.0
20190313T14Z,9478.0,2870.0,0,599.0,438.0
20190313T13Z,9028.0,2869.0,0,508.0,138.0
20190313T12Z,8915.0,2873.0,0,497.0,5.0
20190313T11Z,8127.0,2870.0,0,469.0,0.0
20190313T10Z,7239.0,2869.0,0,373.0,0.0
20190313T09Z,6711.0,2871.0,0,279.0,0.0
20190313T08Z,6756.0,2867.0,0,257.0,0.0
20190313T07Z,7074.0,2870.0,0,252.0,0.0
20190313T06Z,7608.0,2869.0,0,250.0,0.0
20190313T05Z,8480.0,2867.0,0,252.0,0.0
20190313T04Z,9699.0,2865.0,0,351.0,0.0
20190313T03Z,11332.0,2869.0,0,360.0,0.0
20190313T02Z,12469.0,2867.0,0,373.0,0.0
20190313T01Z,13245.0,2867.0,0,360.0,0.0
20190313T00Z,13435.0,2869.0,0,364.0,8.0
20190312T23Z,13688.0,2867.0,0,355.0,193.0
20190312T22Z,13782.0,2866.0,0,378.0,439.0
20190312T21Z,13711.0,2870.0,0,363.0,593.0
20190312T20Z,13505.0,2867.0,0,349.0,706.0
20190312T19Z,13103.0,2867.0,0,310.0,763.0
20190312T18Z,12595.0,2866.0,0,292.0,842.0
20190312T17Z,12057.0,2869.0,0,283.0,807.0
20190312T16Z,11406.0,2865.0,0,293.0,756.0
20190312T15Z,10647.0,2868.0,0,302.0,662.0
20190312T14Z,9860.0,2868.0,0,283.0,372.0
20190312T13Z,9016.0,2870.0,0,339.0,111.0
20190312T12Z,8683.0,2870.0,0,343.0,0.0
20190312T11Z,7884.0,2869.0,0,353.0,0.0
20190312T10Z,6793.0,2870.0,0,335.0,0.0
20190312T09Z,6341.0,2867.0,0,270.0,0.0
20190312T08Z,6317.0,2869.0,0,244.0,0.0
20190312T07Z,6713.0,2868.0,0,252.0,0.0
20190312T06Z,7171.0,2868.0,0,281.0,0.0
20190312T05Z,7871.0,2870.0,0,290.0,0.0
20190312T04Z,9397.0,2866.0,0,326.0,0.0
20190312T03Z,11287.0,2868.0,0,368.0,0.0
20190312T02Z,12677.0,2864.0,0,402.0,0.0
20190312T01Z,13558.0,2865.0,0,395.0,0.0
20190312T00Z,14070.0,2866.0,0,391.0,9.0
20190311T23Z,14667.0,2864.0,0,388.0,195.0
20190311T22Z,14989.0,2864.0,0,389.0,475.0
20190311T21Z,14672.0,2865.0,0,395.0,750.0
20190311T20Z,14248.0,2865.0,0,401.0,892.0
20190311T19Z,13993.0,2869.0,0,399.0,914.0
20190311T18Z,13443.0,2865.0,0,365.0,906.0
20190311T17Z,12617.0,2868.0,0,343.0,991.0
20190311T16Z,11714.0,2869.0,0,354.0,955.0
20190311T15Z,11056.0,2876.0,0,327.0,751.0
20190311T14Z,10100.0,2870.0,0,292.0,431.0
20190311T13Z,9131.0,2871.0,0,312.0,129.0
20190311T12Z,8720.0,2873.0,0,325.0,4.0
20190311T11Z,7910.0,2870.0,0,347.0,0.0
20190311T10Z,6699.0,2872.0,0,321.0,-1.0
20190311T09Z,6150.0,2871.0,0,264.0,-1.0
20190311T08Z,6260.0,2871.0,0,257.0,0.0
20190311T07Z,6519.0,2872.0,0,254.0,0.0
20190311T06Z,7155.0,2871.0,0,251.0,0.0
20190311T05Z,7900.0,2872.0,0,270.0,0.0
20190311T04Z,10843.0,2982.0,0,382.0,0.0
20190311T03Z,11843.0,3012.0,0,412.0,0.0
20190311T02Z,12539.0,3057.0,0,410.0,0.0
20190311T01Z,12183.0,3092.0,0,413.0,12.0
20190311T00Z,12741.0,3129.0,0,401.0,217.0
20190310T23Z,12944.0,3127.0,0,411.0,564.0
20190310T22Z,12873.0,3147.0,0,407.0,757.0
20190310T21Z,12680.0,3145.0,0,408.0,778.0
20190310T20Z,12192.0,3147.0,0,407.0,843.0
20190310T19Z,11721.0,3145.0,0,408.0,881.0
20190310T18Z,11480.0,3148.0,0,387.0,819.0
20190310T17Z,10704.0,3148.0,0,365.0,793.0
20190310T16Z,9817.0,3153.0,0,365.0,674.0
20190310T15Z,8540.0,3159.0,0,331.0,366.0
20190310T14Z,7240.0,3158.0,0,335.0,107.0
20190310T13Z,6550.0,3166.0,0,305.0,2.0
20190310T12Z,5867.0,3174.0,0,266.0,0.0
20190310T11Z,5625.0,3204.0,0,263.0,0.0
20190310T10Z,5586.0,3252.0,0,242.0,0.0
20190310T09Z,5793.0,3301.0,0,257.0,-1.0
20190310T08Z,6203.0,3353.0,0,259.0,0.0
20190310T06Z,6916.0,3419.0,0,263.0,0.0
20190310T05Z,7725.0,3475.0,0,241.0,0.0
20190310T04Z,8753.0,3511.0,0,347.0,0.0
20190310T03Z,9738.0,3571.0,0,382.0,0.0
20190310T02Z,10529.0,3628.0,0,397.0,0.0
20190310T01Z,11225.0,3659.0,0,397.0,0.0
20190310T00Z,10513.0,3660.0,0,1199.0,10.0
20190309T23Z,9821.0,3661.0,0,2051.0,222.0
20190309T22Z,10098.0,3660.0,0,2089.0,466.0
20190309T21Z,9993.0,3654.0,0,2067.0,639.0
20190309T20Z,9730.0,3674.0,0,2079.0,738.0
20190309T19Z,9576.0,3675.0,0,1815.0,832.0
20190309T18Z,9111.0,3680.0,0,1826.0,893.0
20190309T17Z,8578.0,3682.0,0,1740.0,894.0
20190309T16Z,8141.0,3679.0,0,1544.0,823.0
20190309T15Z,7471.0,3682.0,0,1232.0,760.0
20190309T14Z,6542.0,3683.0,0,1232.0,439.0
20190309T13Z,5538.0,3684.0,0,927.0,125.0
20190309T12Z,4902.0,3682.0,0,673.0,2.0
20190309T11Z,4538.0,3685.0,0,444.0,0.0
20190309T10Z,4386.0,3684.0,0,252.0,0.0
20190309T09Z,4419.0,3682.0,0,243.0,0.0
20190309T08Z,4658.0,3684.0,0,245.0,0.0
20190309T07Z,5108.0,3686.0,0,248.0,0.0
20190309T06Z,5598.0,3688.0,0,231.0,-1.0
20190309T05Z,6815.0,3688.0,0,317.0,0.0
20190309T04Z,8070.0,3687.0,0,283.0,0.0
20190309T03Z,8107.0,3689.0,0,1024.0,0.0
20190309T02Z,8111.0,3687.0,0,1919.0,0.0
20190309T01Z,8595.0,3689.0,0,2050.0,0.0
20190309T00Z,8710.0,3684.0,0,2072.0,9.0
20190308T23Z,8526.0,3690.0,0,2055.0,239.0
20190308T22Z,8702.0,3683.0,0,2028.0,552.0
20190308T21Z,8468.0,3694.0,0,2100.0,783.0
20190308T20Z,8298.0,3694.0,0,2088.0,776.0
20190308T19Z,8068.0,3694.0,0,2010.0,833.0
20190308T18Z,8136.0,3695.0,0,1631.0,938.0
20190308T17Z,7818.0,3697.0,0,1651.0,970.0
20190308T16Z,7449.0,3697.0,0,1624.0,980.0
20190308T15Z,7511.0,3696.0,0,1400.0,788.0
20190308T14Z,7909.0,3701.0,0,904.0,476.0
20190308T13Z,7857.0,3699.0,0,852.0,128.0
20190308T12Z,7156.0,3699.0,0,516.0,2.0
20190308T11Z,5878.0,3699.0,0,388.0,0.0
20190308T10Z,4987.0,3699.0,0,398.0,0.0
20190308T09Z,4768.0,3698.0,0,384.0,0.0
20190308T08Z,4815.0,3700.0,0,359.0,0.0
20190308T07Z,5001.0,3700.0,0,337.0,0.0
20190308T06Z,5452.0,3701.0,0,323.0,0.0
20190308T05Z,6060.0,3701.0,0,380.0,-1.0
20190308T04Z,7161.0,3700.0,0,311.0,0.0
20190308T03Z,8210.0,3700.0,0,339.0,0.0
20190308T02Z,9078.0,3699.0,0,325.0,-1.0
20190308T01Z,9538.0,3698.0,0,430.0,1.0
20190308T00Z,9076.0,3697.0,0,873.0,16.0
20190307T23Z,8431.0,3699.0,0,891.0,285.0
20190307T22Z,7611.0,3699.0,0,1222.0,705.0
20190307T21Z,6943.0,3698.0,0,1510.0,1013.0
20190307T20Z,6817.0,3701.0,0,1494.0,1060.0
20190307T19Z,6887.0,3703.0,0,1424.0,1083.0
20190307T18Z,6932.0,3702.0,0,1518.0,1087.0
20190307T17Z,7027.0,3703.0,0,1508.0,1098.0
20190307T16Z,7325.0,3703.0,0,1505.0,1077.0
20190307T15Z,7568.0,3705.0,0,1522.0,885.0
20190307T14Z,8230.0,3701.0,0,1662.0,498.0
20190307T13Z,9193.0,3703.0,0,1198.0,135.0
20190307T12Z,9028.0,3702.0,0,715.0,1.0
20190307T11Z,7337.0,3703.0,0,622.0,0.0
20190307T10Z,6319.0,3700.0,0,556.0,0.0
20190307T09Z,6098.0,3705.0,0,421.0,0.0
20190307T08Z,6033.0,3699.0,0,418.0,0.0
20190307T07Z,6145.0,3699.0,0,406.0,0.0
20190307T06Z,6373.0,3697.0,0,391.0,0.0
20190307T05Z,7238.0,3698.0,0,362.0,0.0
20190307T04Z,8271.0,3697.0,0,415.0,0.0
20190307T03Z,9254.0,3692.0,0,421.0,0.0
20190307T02Z,9094.0,3691.0,0,1196.0,1.0
20190307T01Z,8894.0,3669.0,0,1897.0,1.0
20190307T00Z,9256.0,3687.0,0,926.0,16.0
20190306T23Z,8589.0,3691.0,0,643.0,343.0
20190306T22Z,8109.0,3685.0,0,621.0,836.0
20190306T21Z,7742.0,3686.0,0,618.0,1105.0
20190306T20Z,7735.0,3685.0,0,614.0,1121.0
20190306T19Z,7879.0,3686.0,0,616.0,1112.0
20190306T18Z,8161.0,3689.0,0,474.0,1108.0
20190306T17Z,8443.0,3683.0,0,437.0,1101.0
20190306T16Z,8540.0,3683.0,0,423.0,1095.0
20190306T15Z,8719.0,3684.0,0,635.0,917.0
20190306T14Z,8862.0,3683.0,0,644.0,525.0
20190306T13Z,8841.0,3680.0,0,629.0,124.0
20190306T12Z,7998.0,3677.0,0,560.0,0.0
20190306T11Z,6336.0,3679.0,0,551.0,0.0
20190306T10Z,5457.0,3672.0,0,417.0,0.0
20190306T09Z,5224.0,3675.0,0,380.0,0.0
20190306T08Z,5310.0,3673.0,0,370.0,0.0
20190306T07Z,5563.0,3669.0,0,350.0,0.0
20190306T06Z,6086.0,3668.0,0,363.0,0.0
20190306T05Z,6754.0,3664.0,0,418.0,0.0
20190306T04Z,8213.0,3664.0,0,383.0,0.0
20190306T03Z,9482.0,3664.0,0,369.0,0.0
20190306T02Z,10684.0,3662.0,0,405.0,0.0
20190306T01Z,11461.0,3659.0,0,401.0,0.0
20190306T00Z,11299.0,3658.0,0,405.0,6.0
20190305T23Z,10851.0,3658.0,0,391.0,117.0
20190305T22Z,11009.0,3655.0,0,322.0,275.0
20190305T21Z,11071.0,3657.0,0,300.0,463.0
20190305T20Z,11186.0,3661.0,0,358.0,498.0
20190305T19Z,11687.0,3658.0,0,370.0,401.0
20190305T18Z,11689.0,3655.0,0,417.0,424.0
20190305T17Z,11286.0,3661.0,0,381.0,413.0
20190305T16Z,10801.0,3664.0,0,409.0,375.0
20190305T15Z,9955.0,3663.0,0,413.0,285.0
20190305T14Z,9208.0,3667.0,0,417.0,215.0
20190305T13Z,8459.0,3665.0,0,412.0,56.0
20190305T12Z,7818.0,3665.0,0,414.0,0.0
20190305T11Z,6453.0,3666.0,0,404.0,0.0
20190305T10Z,5686.0,3663.0,0,409.0,-1.0
20190305T09Z,5727.0,3665.0,0,415.0,0.0
20190305T08Z,6008.0,3670.0,0,405.0,0.0
20190305T07Z,6492.0,3664.0,0,398.0,0.0
20190305T06Z,7280.0,3666.0,0,402.0,0.0
20190305T05Z,8193.0,3664.0,0,330.0,0.0
20190305T04Z,9682.0,3663.0,0,402.0,-1.0
20190305T03Z,11134.0,3663.0,0,413.0,0.0
20190305T02Z,12376.0,3660.0,0,411.0,0.0
20190305T01Z,13184.0,3658.0,0,411.0,0.0
20190305T00Z,13473.0,3657.0,0,418.0,8.0
20190304T23Z,13686.0,3660.0,0,398.0,200.0
20190304T22Z,13798.0,3656.0,0,399.0,419.0
20190304T21Z,13585.0,3659.0,0,410.0,741.0
20190304T20Z,13470.0,3658.0,0,401.0,741.0
20190304T19Z,13123.0,3662.0,0,405.0,773.0
20190304T18Z,12699.0,3658.0,0,407.0,790.0
20190304T17Z,12090.0,3662.0,0,397.0,779.0
20190304T16Z,11243.0,3659.0,0,372.0,722.0
20190304T15Z,10352.0,3662.0,0,372.0,529.0
20190304T14Z,9414.0,3661.0,0,395.0,293.0
20190304T13Z,8481.0,3660.0,0,384.0,60.0
20190304T12Z,7473.0,3662.0,0,376.0,0.0
20190304T11Z,6331.0,3659.0,0,386.0,0.0
20190304T10Z,5627.0,3662.0,0,290.0,0.0
20190304T09Z,5567.0,3658.0,0,263.0,0.0
20190304T08Z,5721.0,3657.0,0,250.0,-1.0
20190304T07Z,6089.0,3654.0,0,247.0,0.0
20190304T06Z,6947.0,3650.0,0,271.0,0.0
20190304T05Z,7974.0,3657.0,0,277.0,0.0
20190304T04Z,9697.0,3653.0,0,378.0,0.0
20190304T03Z,11108.0,3654.0,0,387.0,0.0
20190304T02Z,11984.0,3651.0,0,377.0,0.0
20190304T01Z,12579.0,3651.0,0,397.0,0.0
20190304T00Z,12693.0,3652.0,0,417.0,9.0
20190303T23Z,12741.0,3651.0,0,411.0,221.0
20190303T22Z,12908.0,3650.0,0,417.0,574.0
20190303T21Z,12772.0,3652.0,0,508.0,807.0
20190303T20Z,12304.0,3655.0,0,762.0,911.0
20190303T19Z,12038.0,3659.0,0,745.0,950.0
20190303T18Z,11586.0,3657.0,0,987.0,890.0
20190303T17Z,10713.0,3659.0,0,1096.0,892.0
20190303T16Z,9750.0,3657.0,0,1046.0,838.0
20190303T15Z,8610.0,3661.0,0,819.0,677.0
20190303T14Z,7245.0,3664.0,0,738.0,369.0
20190303T13Z,5748.0,3665.0,0,680.0,90.0
20190303T12Z,5145.0,3661.0,0,294.0,0.0
20190303T11Z,4862.0,3667.0,0,236.0,0.0
20190303T10Z,4835.0,3662.0,0,238.0,0.0
20190303T09Z,5021.0,3666.0,0,238.0,0.0
20190303T08Z,5526.0,3663.0,0,234.0,0.0
20190303T07Z,5920.0,3663.0,0,235.0,0.0
20190303T06Z,6730.0,3661.0,0,228.0,-1.0
20190303T05Z,7774.0,3662.0,0,256.0,0.0
20190303T04Z,9104.0,3662.0,0,314.0,0.0
20190303T03Z,9859.0,3660.0,0,629.0,0.0
20190303T02Z,10182.0,3661.0,0,1226.0,0.0
20190303T01Z,10625.0,3659.0,0,1726.0,0.0
20190303T00Z,11189.0,3659.0,0,1681.0,11.0
20190302T23Z,11887.0,3658.0,0,1620.0,167.0
20190302T22Z,12079.0,3661.0,0,1649.0,485.0
20190302T21Z,11918.0,3656.0,0,1632.0,663.0
20190302T20Z,11672.0,3661.0,0,1632.0,764.0
20190302T19Z,11136.0,3666.0,0,1632.0,910.0
20190302T18Z,10557.0,3666.0,0,1615.0,918.0
20190302T17Z,9986.0,3668.0,0,1333.0,946.0
20190302T16Z,9021.0,3672.0,0,1321.0,882.0
20190302T15Z,7875.0,3667.0,0,1306.0,695.0
20190302T14Z,6910.0,3673.0,0,1068.0,400.0
20190302T13Z,5948.0,3674.0,0,528.0,90.0
20190302T12Z,4925.0,3673.0,0,402.0,0.0
20190302T11Z,4559.0,3674.0,0,293.0,0.0
20190302T10Z,4500.0,3674.0,0,236.0,0.0
20190302T09Z,4629.0,3675.0,0,243.0,0.0
20190302T08Z,4923.0,3675.0,0,240.0,0.0
20190302T07Z,5504.0,3671.0,0,241.0,0.0
20190302T06Z,6318.0,3670.0,0,239.0,0.0
20190302T05Z,7538.0,3671.0,0,247.0,0.0
20190302T04Z,8971.0,3670.0,0,322.0,0.0
20190302T03Z,9929.0,3669.0,0,439.0,-1.0
20190302T02Z,10218.0,3670.0,0,999.0,0.0
20190302T01Z,11025.0,3668.0,0,1103.0,0.0
20190302T00Z,11392.0,3668.0,0,1058.0,3.0
20190301T23Z,11464.0,3667.0,0,1131.0,180.0
20190301T22Z,11809.0,3669.0,0,1038.0,456.0
20190301T21Z,11926.0,3649.0,0,761.0,674.0
20190301T20Z,11673.0,3672.0,0,668.0,851.0
20190301T19Z,11357.0,3672.0,0,589.0,887.0
20190301T18Z,10675.0,3676.0,0,694.0,905.0
20190301T17Z,9301.0,3675.0,0,1439.0,866.0
20190301T16Z,8530.0,3679.0,0,1360.0,854.0
20190301T15Z,8143.0,3677.0,0,1120.0,537.0
20190301T14Z,7900.0,3678.0,0,551.0,267.0
20190301T13Z,7179.0,3679.0,0,455.0,71.0
20190301T12Z,6218.0,3680.0,0,444.0,1.0
20190301T11Z,5004.0,3679.0,0,382.0,0.0
20190301T10Z,4465.0,3676.0,0,271.0,0.0
20190301T09Z,4424.0,3677.0,0,265.0,0.0
20190301T08Z,4682.0,3678.0,0,264.0,0.0
20190301T07Z,5086.0,3675.0,0,244.0,0.0
20190301T06Z,5895.0,3673.0,0,245.0,0.0
20190301T05Z,7170.0,3673.0,0,273.0,0.0
20190301T04Z,8630.0,3672.0,0,346.0,0.0
20190301T03Z,9925.0,3671.0,0,388.0,0.0
20190301T02Z,11001.0,3670.0,0,408.0,-1.0
20190301T01Z,11228.0,3672.0,0,1049.0,0.0
20190301T00Z,11251.0,3669.0,0,1105.0,9.0
20190228T23Z,11418.0,3674.0,0,1077.0,220.0
20190228T22Z,11292.0,3650.0,0,1089.0,634.0
20190228T21Z,10766.0,3673.0,0,1377.0,838.0
20190228T20Z,10290.0,3672.0,0,1352.0,986.0
20190228T19Z,10397.0,3671.0,0,758.0,990.0
20190228T18Z,10029.0,3672.0,0,520.0,913.0
20190228T17Z,9588.0,3676.0,0,456.0,809.0
20190228T16Z,9106.0,3674.0,0,433.0,655.0
20190228T15Z,8515.0,3677.0,0,428.0,498.0
20190228T14Z,7927.0,3677.0,0,405.0,296.0
20190228T13Z,7334.0,3681.0,0,405.0,73.0
20190228T12Z,6676.0,3678.0,0,379.0,0.0
20190228T11Z,5455.0,3681.0,0,361.0,0.0
20190228T10Z,4942.0,3676.0,0,272.0,0.0
20190228T09Z,4885.0,3678.0,0,244.0,0.0
20190228T08Z,5060.0,3679.0,0,248.0,0.0
20190228T07Z,5475.0,3677.0,0,247.0,0.0
20190228T06Z,6171.0,3676.0,0,249.0,0.0
20190228T05Z,7362.0,3680.0,0,289.0,0.0
20190228T04Z,8736.0,3676.0,0,338.0,0.0
20190228T03Z,9913.0,3676.0,0,367.0,0.0
20190228T02Z,10975.0,3676.0,0,371.0,0.0
20190228T01Z,11773.0,3673.0,0,369.0,0.0
20190228T00Z,12087.0,3673.0,0,371.0,2.0
20190227T23Z,12042.0,3675.0,0,388.0,53.0
20190227T22Z,12055.0,3677.0,0,359.0,194.0
20190227T21Z,12053.0,3679.0,0,367.0,360.0
20190227T20Z,12048.0,3682.0,0,384.0,456.0
20190227T19Z,11887.0,3680.0,0,354.0,670.0
20190227T18Z,11577.0,3682.0,0,378.0,851.0
20190227T17Z,10871.0,3684.0,0,382.0,893.0
20190227T16Z,9934.0,3687.0,0,380.0,955.0
20190227T15Z,9269.0,3686.0,0,363.0,762.0
20190227T14Z,8483.0,3688.0,0,369.0,405.0
20190227T13Z,7833.0,3687.0,0,351.0,91.0
20190227T12Z,6923.0,3689.0,0,374.0,0.0
20190227T11Z,5533.0,3685.0,0,372.0,0.0
20190227T10Z,4965.0,3685.0,0,323.0,0.0
20190227T09Z,4894.0,3685.0,0,256.0,0.0
20190227T08Z,5107.0,3684.0,0,243.0,0.0
20190227T07Z,5573.0,3684.0,0,233.0,0.0
20190227T06Z,6231.0,3685.0,0,257.0,0.0
20190227T05Z,7555.0,3684.0,0,426.0,0.0
20190227T04Z,8960.0,3684.0,0,340.0,0.0
20190227T03Z,10116.0,3682.0,0,414.0,0.0
20190227T02Z,10967.0,3682.0,0,494.0,0.0
20190227T01Z,11706.0,3683.0,0,570.0,0.0
20190227T00Z,11757.0,3680.0,0,610.0,0.0
20190226T23Z,11391.0,3678.0,0,594.0,29.0
20190226T22Z,11371.0,3683.0,0,537.0,160.0
20190226T21Z,11406.0,3681.0,0,494.0,305.0
20190226T20Z,11555.0,3684.0,0,480.0,373.0
20190226T19Z,11483.0,3655.0,0,453.0,472.0
20190226T18Z,11347.0,3683.0,0,466.0,489.0
20190226T17Z,11047.0,3684.0,0,476.0,526.0
20190226T16Z,10506.0,3683.0,0,472.0,560.0
20190226T15Z,9818.0,3684.0,0,465.0,462.0
20190226T14Z,9096.0,3684.0,0,448.0,315.0
20190226T13Z,8568.0,3685.0,0,446.0,85.0
20190226T12Z,7693.0,3683.0,0,438.0,0.0
20190226T11Z,6266.0,3686.0,0,460.0,0.0
20190226T10Z,5732.0,3682.0,0,452.0,0.0
20190226T09Z,5661.0,3682.0,0,405.0,-1.0
20190226T08Z,5765.0,3685.0,0,396.0,0.0
20190226T07Z,6115.0,3681.0,0,401.0,0.0
20190226T06Z,6779.0,3678.0,0,381.0,0.0
20190226T05Z,7684.0,3680.0,0,411.0,0.0
20190226T04Z,8977.0,3679.0,0,390.0,0.0
20190226T03Z,10090.0,3677.0,0,398.0,0.0
20190226T02Z,11219.0,3679.0,0,468.0,0.0
20190226T01Z,11930.0,3676.0,0,566.0,0.0
20190226T00Z,11904.0,3675.0,0,601.0,1.0
20190225T23Z,11401.0,3676.0,0,574.0,120.0
