,coal,natural gas,petroleum,other,hydro,wind
20191016T15-07,0,700.0,0,24,489,69.0
20191016T14-07,0,701.0,0,24,438,44.0
20191016T13-07,0,701.0,0,24,415,12.0
20191016T12-07,0,701.0,0,24,372,3.0
20191016T11-07,0,705.0,0,25,272,3.0
20191016T10-07,0,731.0,0,29,288,3.0
20191016T09-07,0,734.0,0,28,267,3.0
20191016T08-07,0,732.0,0,28,377,3.0
20191016T07-07,0,728.0,0,27,331,3.0
20191016T06-07,0,720.0,0,27,397,3.0
20191016T05-07,0,617.0,0,28,464,3.0
20191016T04-07,0,575.0,0,28,452,3.0
20191016T03-07,0,561.0,0,24,492,3.0
20191016T02-07,0,579.0,0,28,497,2.0
20191016T01-07,0,611.0,0,26,500,3.0
20191016T00-07,0,601.0,0,27,504,1.0
20191015T23-07,0,625.0,0,28,517,8.0
20191015T22-07,0,550.0,0,28,505,9.0
20191015T21-07,0,696.0,0,27,537,2.0
20191015T20-07,0,698.0,0,26,558,1.0
20191015T19-07,0,697.0,0,27,558,1.0
20191015T18-07,0,697.0,0,26,544,1.0
20191015T17-07,0,667.0,0,28,554,1.0
20191015T16-07,0,665.0,0,28,590,1.0
20191015T15-07,0,665.0,0,27,587,1.0
20191015T14-07,0,667.0,0,28,533,1.0
20191015T13-07,0,701.0,0,28,491,1.0
20191015T12-07,0,710.0,0,27,488,1.0
20191015T11-07,0,716.0,0,28,492,1.0
20191015T10-07,0,736.0,0,28,493,1.0
20191015T09-07,0,741.0,0,29,489,1.0
20191015T08-07,0,743.0,0,28,515,1.0
20191015T07-07,0,744.0,0,28,474,2.0
20191015T06-07,0,731.0,0,27,417,1.0
20191015T05-07,0,678.0,0,24,359,1.0
20191015T04-07,0,681.0,0,28,431,1.0
20191015T03-07,0,679.0,0,28,404,1.0
20191015T02-07,0,613.0,0,28,424,1.0
20191015T01-07,0,679.0,0,28,397,1.0
20191015T00-07,0,723.0,0,27,425,1.0
20191014T23-07,0,735.0,0,27,433,3.0
20191014T22-07,0,735.0,0,28,413,3.0
20191014T21-07,0,735.0,0,27,463,3.0
20191014T20-07,0,718.0,0,27,476,2.0
20191014T19-07,0,635.0,0,27,478,6.0
20191014T18-07,0,576.0,0,27,482,5.0
20191014T17-07,0,541.0,0,28,449,2.0
20191014T16-07,0,533.0,0,28,415,3.0
20191014T15-07,0,552.0,0,28,399,3.0
20191014T14-07,0,533.0,0,27,393,2.0
20191014T13-07,0,520.0,0,29,383,4.0
20191014T12-07,0,520.0,0,27,344,3.0
20191014T11-07,0,563.0,0,28,390,3.0
20191014T10-07,0,736.0,0,28,413,5.0
20191014T09-07,0,742.0,0,28,444,12.0
20191014T08-07,0,744.0,0,28,459,18.0
20191014T07-07,0,744.0,0,27,381,21.0
20191014T06-07,0,742.0,0,26,244,34.0
20191014T05-07,0,570.0,0,25,197,39.0
20191014T04-07,0,557.0,0,25,164,84.0
20191014T03-07,0,420.0,0,6,170,41.0
20191014T02-07,0,535.0,0,25,163,144.0
20191014T01-07,0,597.0,0,26,230,174.0
20191014T00-07,0,558.0,0,25,269,205.0
20191013T23-07,0,616.0,0,25,454,212.0
20191013T22-07,0,573.0,0,25,356,163.0
20191013T21-07,0,539.0,0,25,424,173.0
20191013T20-07,0,595.0,0,25,409,165.0
20191013T19-07,0,596.0,0,25,388,214.0
20191013T18-07,0,585.0,0,26,342,226.0
20191013T17-07,0,573.0,0,25,372,195.0
20191013T16-07,0,535.0,0,26,325,59.0
20191013T15-07,0,534.0,0,26,309,50.0
20191013T14-07,0,530.0,0,24,450,22.0
20191013T13-07,0,550.0,0,21,445,2.0
20191013T12-07,0,547.0,0,26,479,3.0
20191013T11-07,0,636.0,0,26,522,3.0
20191013T10-07,0,600.0,0,26,495,2.0
20191013T09-07,0,569.0,0,26,492,3.0
20191013T08-07,0,571.0,0,25,484,4.0
20191013T07-07,0,557.0,0,26,272,4.0
20191013T06-07,68,548.0,0,21,225,1.0
20191013T05-07,144,563.0,0,25,217,3.0
20191013T04-07,194,542.0,0,25,224,5.0
20191013T03-07,211,545.0,0,26,228,3.0
20191013T02-07,210,559.0,0,25,231,1.0
20191013T01-07,206,612.0,0,25,239,3.0
20191013T00-07,206,793.0,0,26,375,4.0
20191012T23-07,207,808.0,0,25,510,2.0
20191012T22-07,208,804.0,0,26,463,3.0
20191012T21-07,207,800.0,0,25,522,3.0
20191012T20-07,207,788.0,0,25,488,3.0
20191012T19-07,214,723.0,0,25,494,1.0
20191012T18-07,299,723.0,0,26,489,3.0
20191012T17-07,415,717.0,0,26,456,3.0
20191012T16-07,514,559.0,0,26,440,3.0
20191012T15-07,590,534.0,0,25,447,3.0
20191012T14-07,655,535.0,0,26,427,2.0
20191012T13-07,656,538.0,0,25,450,3.0
20191012T12-07,655,540.0,0,26,453,3.0
20191012T11-07,658,528.0,0,25,449,3.0
20191012T10-07,656,589.0,0,26,448,5.0
20191012T09-07,654,579.0,0,26,408,4.0
20191012T08-07,655,664.0,0,26,455,8.0
20191012T07-07,656,591.0,0,26,269,15.0
20191012T06-07,655,568.0,0,27,216,6.0
20191012T05-07,656,545.0,0,27,201,6.0
20191012T04-07,654,530.0,0,27,177,8.0
20191012T03-07,656,532.0,0,27,199,8.0
20191012T02-07,656,533.0,0,28,226,34.0
20191012T01-07,650,561.0,0,27,266,32.0
20191012T00-07,655,595.0,0,28,380,22.0
20191011T23-07,660,643.0,0,27,508,19.0
20191011T22-07,659,535.0,0,27,439,14.0
20191011T21-07,653,528.0,0,27,450,15.0
20191011T20-07,634,523.0,0,28,447,16.0
20191011T19-07,633,552.0,0,26,508,17.0
20191011T18-07,630,541.0,0,26,464,17.0
20191011T17-07,636,516.0,0,26,442,22.0
20191011T16-07,631,514.0,0,27,406,30.0
20191011T15-07,623,408.0,0,23,372,9.0
20191011T14-07,590,341.0,0,27,408,25.0
20191011T13-07,590,334.0,0,28,444,29.0
20191011T12-07,588,360.0,0,29,452,21.0
20191011T11-07,588,618.0,0,26,459,37.0
20191011T10-07,585,839.0,0,28,597,44.0
20191011T09-07,601,850.0,0,28,472,45.0
20191011T08-07,588,788.0,0,28,522,43.0
20191011T07-07,583,746.0,0,27,518,25.0
20191011T06-07,591,747.0,0,27,503,9.0
20191011T05-07,619,566.0,0,27,391,5.0
20191011T04-07,630,554.0,0,28,197,10.0
20191011T03-07,630,564.0,0,29,227,5.0
20191011T02-07,631,496.0,0,28,223,3.0
20191011T01-07,631,533.0,0,29,237,3.0
20191011T00-07,635,661.0,0,27,441,3.0
20191010T23-07,631,673.0,0,29,496,3.0
20191010T22-07,632,640.0,0,28,455,3.0
20191010T21-07,617,648.0,0,29,571,3.0
20191010T20-07,589,657.0,0,27,627,3.0
20191010T19-07,587,674.0,0,28,567,3.0
20191010T18-07,590,627.0,0,27,460,7.0
20191010T17-07,590,588.0,0,27,439,6.0
20191010T16-07,590,551.0,0,28,387,5.0
20191010T15-07,588,607.0,0,27,384,5.0
20191010T14-07,588,643.0,0,30,402,3.0
20191010T13-07,588,643.0,0,28,492,3.0
20191010T12-07,589,611.0,0,28,491,3.0
20191010T11-07,590,624.0,0,28,273,3.0
20191010T10-07,593,842.0,0,29,416,2.0
20191010T09-07,591,847.0,0,29,416,1.0
20191010T08-07,591,784.0,0,29,450,3.0
20191010T07-07,587,746.0,0,28,462,3.0
20191010T06-07,587,747.0,0,27,474,3.0
20191010T05-07,581,680.0,0,29,384,3.0
20191010T04-07,585,596.0,0,28,276,3.0
20191010T03-07,586,582.0,0,28,329,3.0
20191010T02-07,543,481.0,0,28,439,3.0
20191010T01-07,535,425.0,0,29,471,2.0
20191010T00-07,534,424.0,0,28,505,3.0
20191009T23-07,536,426.0,0,28,506,3.0
20191009T22-07,548,426.0,0,28,475,3.0
20191009T21-07,626,428.0,0,29,482,3.0
20191009T20-07,625,425.0,0,27,396,5.0
20191009T19-07,628,427.0,0,27,400,4.0
20191009T18-07,634,425.0,0,26,380,7.0
20191009T17-07,629,463.0,0,30,348,9.0
20191009T16-07,631,446.0,0,28,354,11.0
20191009T15-07,629,421.0,0,28,339,11.0
20191009T14-07,627,430.0,0,29,393,19.0
20191009T13-07,630,338.0,0,30,453,57.0
20191009T12-07,630,377.0,0,28,456,78.0
20191009T11-07,630,355.0,0,28,454,77.0
20191009T10-07,632,427.0,0,28,451,85.0
20191009T09-07,630,532.0,0,29,449,70.0
20191009T08-07,633,469.0,0,29,515,43.0
20191009T07-07,629,427.0,0,28,554,20.0
20191009T06-07,639,426.0,0,28,530,19.0
20191009T05-07,621,402.0,0,29,283,15.0
20191009T04-07,642,352.0,0,29,221,22.0
20191009T03-07,649,338.0,0,29,271,34.0
20191009T02-07,653,323.0,0,29,293,25.0
20191009T01-07,657,389.0,0,29,361,22.0
20191009T00-07,646,851.0,0,29,531,20.0
20191008T23-07,650,877.0,0,31,543,32.0
20191008T22-07,653,877.0,0,28,479,8.0
20191008T21-07,651,875.0,0,27,486,11.0
20191008T20-07,635,876.0,0,28,639,57.0
20191008T19-07,611,873.0,0,27,492,195.0
20191008T18-07,605,868.0,0,28,455,312.0
20191008T17-07,608,853.0,0,28,266,282.0
20191008T16-07,605,791.0,0,28,306,341.0
20191008T15-07,609,793.0,0,28,279,320.0
20191008T14-07,606,793.0,0,28,252,304.0
20191008T13-07,606,789.0,0,29,245,307.0
20191008T12-07,606,794.0,0,28,312,314.0
20191008T11-07,606,780.0,0,28,151,322.0
20191008T10-07,606,719.0,0,28,317,330.0
20191008T09-07,609,807.0,0,29,314,306.0
20191008T08-07,606,799.0,0,29,274,321.0
20191008T07-07,605,739.0,0,28,222,320.0
20191008T06-07,604,746.0,0,25,224,312.0
20191008T05-07,607,668.0,0,28,203,303.0
20191008T04-07,571,622.0,0,28,199,314.0
20191008T03-07,558,611.0,0,28,201,304.0
20191008T02-07,555,606.0,0,28,184,321.0
20191008T01-07,579,657.0,0,28,191,321.0
20191008T00-07,650,496.0,0,23,211,324.0
20191007T23-07,653,496.0,0,11,238,320.0
20191007T22-07,651,499.0,0,4,300,274.0
20191007T21-07,650,734.0,0,4,329,250.0
20191007T20-07,652,768.0,0,4,380,266.0
20191007T19-07,653,778.0,0,4,342,272.0
20191007T18-07,648,770.0,0,4,326,117.0
20191007T17-07,646,758.0,0,4,190,80.0
20191007T16-07,654,706.0,0,4,162,136.0
20191007T15-07,659,672.0,0,3,222,144.0
20191007T14-07,657,691.0,0,3,320,197.0
20191007T13-07,657,765.0,0,3,364,173.0
20191007T12-07,656,780.0,0,3,510,154.0
20191007T11-07,657,793.0,0,2,528,178.0
20191007T10-07,657,850.0,0,3,502,248.0
20191007T09-07,665,857.0,0,3,349,208.0
20191007T08-07,664,857.0,0,2,390,211.0
20191007T07-07,651,858.0,0,3,408,218.0
20191007T06-07,664,832.0,0,3,281,173.0
20191007T05-07,664,598.0,0,3,244,124.0
20191007T04-07,663,555.0,0,2,242,93.0
20191007T03-07,664,560.0,0,3,240,94.0
20191007T02-07,663,537.0,0,3,248,84.0
20191007T01-07,666,535.0,0,3,322,38.0
20191007T00-07,665,586.0,0,2,316,8.0
20191006T23-07,662,624.0,0,3,346,3.0
20191006T22-07,663,632.0,0,3,500,3.0
20191006T21-07,666,766.0,0,3,480,3.0
20191006T20-07,662,786.0,0,2,489,2.0
20191006T19-07,662,787.0,0,3,511,3.0
20191006T18-07,664,786.0,0,3,429,4.0
20191006T17-07,664,752.0,0,0,284,3.0
20191006T16-07,666,724.0,0,3,288,4.0
20191006T15-07,665,769.0,0,2,285,3.0
20191006T14-07,662,727.0,0,3,315,3.0
20191006T13-07,664,749.0,0,3,380,3.0
20191006T12-07,663,773.0,0,3,364,3.0
20191006T11-07,665,745.0,0,2,415,3.0
20191006T10-07,663,749.0,0,3,414,2.0
20191006T09-07,665,773.0,0,3,387,3.0
20191006T08-07,662,805.0,0,2,248,4.0
20191006T07-07,665,725.0,0,3,198,22.0
20191006T06-07,665,680.0,0,3,186,64.0
20191006T05-07,665,549.0,0,3,184,220.0
20191006T04-07,665,541.0,0,2,191,239.0
20191006T03-07,664,575.0,0,3,250,99.0
20191006T02-07,665,578.0,0,3,380,43.0
20191006T01-07,665,592.0,0,3,312,51.0
20191006T00-07,665,758.0,0,3,454,66.0
20191005T23-07,599,796.0,0,11,522,53.0
20191005T22-07,575,793.0,0,15,467,68.0
20191005T21-07,575,780.0,0,16,484,148.0
20191005T20-07,578,777.0,0,16,451,210.0
20191005T19-07,577,776.0,0,15,408,293.0
20191005T18-07,576,754.0,0,17,397,289.0
20191005T17-07,561,724.0,0,17,321,268.0
20191005T16-07,561,757.0,0,16,307,174.0
20191005T15-07,559,760.0,0,21,306,176.0
20191005T14-07,560,785.0,0,25,322,194.0
20191005T13-07,559,758.0,0,24,303,212.0
20191005T12-07,559,753.0,0,24,306,259.0
20191005T11-07,559,674.0,0,24,302,287.0
20191005T10-07,559,711.0,0,25,290,321.0
20191005T09-07,560,730.0,0,24,179,334.0
20191005T08-07,563,651.0,0,25,177,334.0
20191005T07-07,559,613.0,0,25,200,331.0
20191005T06-07,560,597.0,0,26,199,340.0
20191005T05-07,560,585.0,0,27,186,337.0
20191005T04-07,562,569.0,0,27,178,334.0
20191005T03-07,561,553.0,0,26,260,333.0
20191005T02-07,561,552.0,0,27,261,336.0
20191005T01-07,560,595.0,0,27,259,335.0
20191005T00-07,560,554.0,0,26,401,299.0
20191004T23-07,510,602.0,0,26,460,275.0
20191004T22-07,507,639.0,0,27,446,254.0
20191004T21-07,506,737.0,0,27,459,236.0
20191004T20-07,510,761.0,0,27,447,163.0
20191004T19-07,537,776.0,0,26,416,161.0
20191004T18-07,516,793.0,0,25,455,111.0
20191004T17-07,530,790.0,0,28,317,148.0
20191004T16-07,599,687.0,0,26,264,193.0
20191004T15-07,592,659.0,0,27,266,233.0
20191004T14-07,601,619.0,0,25,379,253.0
20191004T13-07,588,606.0,0,25,384,264.0
20191004T12-07,605,597.0,0,27,395,217.0
20191004T11-07,610,674.0,0,27,286,171.0
20191004T10-07,610,857.0,0,27,285,97.0
20191004T09-07,610,859.0,0,22,403,62.0
20191004T08-07,614,864.0,0,12,431,145.0
20191004T07-07,610,864.0,0,2,328,87.0
20191004T06-07,613,837.0,0,3,359,73.0
20191004T05-07,613,619.0,0,3,210,57.0
20191004T04-07,609,614.0,0,3,211,27.0
20191004T03-07,614,610.0,0,2,221,9.0
20191004T02-07,663,629.0,0,3,237,8.0
20191004T01-07,661,643.0,0,3,305,9.0
20191004T00-07,623,733.0,0,0,339,17.0
20191003T23-07,619,1034.0,0,3,423,12.0
20191003T22-07,621,994.0,0,3,443,13.0
20191003T21-07,621,980.0,0,2,410,10.0
20191003T20-07,622,1041.0,0,2,419,3.0
20191003T19-07,622,1101.0,0,3,464,8.0
20191003T18-07,623,1085.0,0,3,373,10.0
20191003T17-07,622,990.0,0,3,362,13.0
20191003T16-07,621,903.0,0,2,426,14.0
20191003T15-07,623,911.0,0,3,435,10.0
20191003T14-07,646,900.0,0,3,434,5.0
20191003T13-07,662,914.0,0,3,433,3.0
20191003T12-07,663,957.0,0,2,433,2.0
20191003T11-07,659,1014.0,0,3,388,5.0
20191003T10-07,660,1140.0,1,2,282,4.0
20191003T09-07,662,1139.0,1,3,357,3.0
20191003T08-07,661,1086.0,0,2,381,3.0
20191003T07-07,664,1077.0,0,3,354,3.0
20191003T06-07,665,1098.0,0,3,384,3.0
20191003T05-07,665,966.0,0,2,244,3.0
20191003T04-07,664,882.0,0,3,222,2.0
20191003T03-07,646,906.0,0,3,238,3.0
20191003T02-07,626,890.0,0,3,330,3.0
20191003T01-07,517,936.0,0,2,358,3.0
20191003T00-07,421,1088.0,0,3,334,3.0
20191002T23-07,398,1123.0,0,3,328,3.0
20191002T22-07,363,1120.0,0,2,323,3.0
20191002T21-07,354,1134.0,0,3,412,3.0
20191002T20-07,354,1128.0,0,3,449,3.0
20191002T19-07,353,1135.0,0,3,426,2.0
20191002T18-07,353,1133.0,0,2,388,4.0
20191002T17-07,353,1144.0,0,3,273,5.0
20191002T16-07,353,1142.0,0,3,270,6.0
20191002T15-07,354,1132.0,0,2,263,10.0
20191002T14-07,351,1131.0,0,3,307,13.0
20191002T13-07,353,1176.0,0,3,333,6.0
20191002T12-07,352,1311.0,0,3,415,4.0
20191002T11-07,338,1339.0,0,2,469,4.0
20191002T10-07,338,1416.0,0,3,330,6.0
20191002T09-07,335,1396.0,0,3,316,3.0
20191002T08-07,338,1436.0,0,2,288,3.0
20191002T07-07,356,1248.0,0,3,321,3.0
20191002T06-07,364,1212.0,0,3,384,3.0
20191002T05-07,360,1120.0,0,2,305,5.0
20191002T04-07,359,1121.0,0,3,239,12.0
20191002T03-07,361,1113.0,0,3,409,14.0
20191002T02-07,362,1119.0,0,2,460,13.0
20191002T01-07,352,1108.0,0,3,368,9.0
20191002T00-07,360,1100.0,0,13,349,5.0
20191001T23-07,396,1103.0,0,18,415,5.0
20191001T22-07,387,1105.0,0,20,362,7.0
20191001T21-07,380,1106.0,0,22,410,6.0
20191001T20-07,375,1100.0,0,21,490,6.0
20191001T19-07,389,1173.0,0,22,387,10.0
20191001T18-07,391,1190.0,0,24,390,6.0
20191001T17-07,390,1145.0,0,26,387,4.0
20191001T16-07,393,1227.0,0,27,377,3.0
20191001T15-07,386,1240.0,0,27,388,4.0
20191001T14-07,392,1324.0,0,27,364,3.0
20191001T13-07,391,1324.0,0,27,352,3.0
20191001T12-07,395,1344.0,0,27,327,3.0
20191001T11-07,395,1356.0,0,26,418,3.0
20191001T10-07,379,1368.0,0,26,429,3.0
20191001T09-07,399,1352.0,0,27,430,2.0
20191001T08-07,398,1366.0,0,27,399,6.0
20191001T07-07,399,1381.0,0,27,366,5.0
20191001T06-07,400,1371.0,0,25,344,6.0
20191001T05-07,396,1373.0,0,25,224,5.0
20191001T04-07,387,1324.0,0,26,187,8.0
20191001T03-07,399,1301.0,0,27,211,13.0
20191001T02-07,397,1316.0,0,27,213,14.0
20191001T01-07,398,1321.0,0,26,236,13.0
20191001T00-07,398,1383.0,0,27,426,10.0
20190930T23-07,396,1380.0,0,27,373,5.0
20190930T22-07,398,1379.0,0,27,382,3.0
20190930T21-07,398,1375.0,0,27,444,3.0
20190930T20-07,397,1377.0,0,26,516,3.0
20190930T19-07,398,1372.0,0,27,521,3.0
20190930T18-07,398,1371.0,0,25,499,0.0
20190930T17-07,400,1363.0,0,26,432,20.0
20190930T16-07,399,1372.0,0,27,419,35.0
20190930T15-07,399,1377.0,0,27,424,47.0
20190930T14-07,398,1374.0,0,26,451,52.0
20190930T13-07,395,1375.0,0,26,445,43.0
20190930T12-07,385,1377.0,0,27,464,45.0
20190930T11-07,397,1383.0,0,28,476,53.0
20190930T10-07,398,1385.0,0,25,358,87.0
20190930T09-07,398,1388.0,0,24,351,130.0
20190930T08-07,398,1388.0,0,27,387,167.0
20190930T07-07,387,1389.0,0,26,332,136.0
20190930T06-07,395,1390.0,0,24,333,129.0
20190930T05-07,390,1387.0,0,25,332,135.0
20190930T04-07,399,1389.0,0,24,357,105.0
20190930T03-07,399,1388.0,0,24,355,87.0
20190930T02-07,396,1387.0,0,25,358,119.0
20190930T01-07,400,1384.0,0,24,357,155.0
20190930T00-07,395,1384.0,0,23,367,167.0
20190929T23-07,365,1383.0,0,24,432,172.0
20190929T22-07,366,1384.0,0,24,440,197.0
20190929T21-07,366,1381.0,0,25,391,204.0
20190929T20-07,354,1378.0,0,24,445,208.0
20190929T19-07,350,1378.0,0,24,509,222.0
20190929T18-07,360,1374.0,0,25,423,250.0
20190929T17-07,361,1372.0,0,24,289,246.0
20190929T16-07,359,1368.0,0,24,345,269.0
20190929T15-07,362,1325.0,0,25,401,294.0
20190929T14-07,362,1324.0,0,25,288,308.0
20190929T13-07,359,1274.0,0,25,337,303.0
20190929T12-07,367,1246.0,0,25,421,288.0
20190929T11-07,497,1226.0,0,23,476,289.0
20190929T10-07,653,1227.0,0,25,293,278.0
20190929T09-07,654,1228.0,0,24,312,246.0
20190929T08-07,663,1230.0,0,25,291,221.0
20190929T07-07,662,1228.0,0,23,314,177.0
20190929T06-07,666,1193.0,0,24,295,187.0
20190929T05-07,613,1191.0,0,25,272,158.0
20190929T04-07,612,1189.0,0,24,264,165.0
20190929T03-07,609,1189.0,0,24,381,160.0
20190929T02-07,608,1188.0,0,25,390,133.0
20190929T01-07,613,1187.0,0,24,387,161.0
20190929T00-07,616,1177.0,0,25,484,174.0
20190928T23-07,617,1204.0,0,23,517,137.0
20190928T22-07,644,1169.0,0,25,491,125.0
20190928T21-07,631,1169.0,0,24,496,163.0
20190928T20-07,617,1169.0,0,25,499,152.0
20190928T19-07,548,1202.0,0,23,583,138.0
20190928T18-07,545,1188.0,0,24,537,138.0
20190928T17-07,547,1101.0,0,25,398,150.0
20190928T16-07,547,1128.0,0,24,439,131.0
20190928T15-07,543,1170.0,0,24,382,158.0
20190928T14-07,549,1152.0,0,24,292,176.0
20190928T13-07,596,1188.0,0,25,271,176.0
20190928T12-07,593,1204.0,0,24,343,187.0
20190928T11-07,592,1211.0,0,24,342,179.0
20190928T10-07,592,1209.0,0,25,359,151.0
20190928T09-07,593,1210.0,0,24,421,70.0
20190928T08-07,594,1214.0,0,25,254,16.0
20190928T07-07,596,1178.0,0,24,199,22.0
20190928T06-07,594,1210.0,0,26,225,6.0
20190928T05-07,594,1213.0,0,26,215,17.0
20190928T04-07,594,1212.0,0,26,197,45.0
20190928T03-07,603,1212.0,0,25,192,70.0
20190928T02-07,646,1209.0,0,26,203,72.0
20190928T01-07,682,1210.0,0,27,211,110.0
20190928T00-07,684,1169.0,0,26,291,156.0
20190927T23-07,668,1177.0,0,25,308,167.0
20190927T22-07,667,1175.0,0,26,378,176.0
20190927T21-07,669,1195.0,0,27,382,295.0
20190927T20-07,666,1175.0,0,28,394,323.0
20190927T19-07,665,1172.0,0,26,436,281.0
20190927T18-07,665,1174.0,0,25,397,322.0
20190927T17-07,666,1169.0,0,27,367,329.0
20190927T16-07,666,1156.0,0,27,332,329.0
20190927T15-07,665,1165.0,0,25,346,330.0
20190927T14-07,667,1185.0,0,28,392,333.0
20190927T13-07,667,1214.0,0,27,352,330.0
20190927T12-07,667,1202.0,0,26,310,259.0
20190927T11-07,665,1193.0,0,25,331,73.0
20190927T10-07,664,1207.0,0,26,387,3.0
20190927T09-07,666,1212.0,0,27,440,3.0
20190927T08-07,664,1218.0,0,27,451,2.0
20190927T07-07,667,1220.0,0,26,281,3.0
20190927T06-07,665,1186.0,0,25,343,96.0
20190927T05-07,670,1144.0,0,28,232,152.0
20190927T04-07,668,1142.0,0,27,234,155.0
20190927T03-07,662,1142.0,0,26,234,251.0
20190927T02-07,670,1139.0,0,26,232,294.0
20190927T01-07,670,1137.0,0,27,231,203.0
20190927T00-07,665,1203.0,0,27,330,155.0
20190926T23-07,666,1206.0,0,25,499,338.0
20190926T22-07,667,1171.0,0,26,354,343.0
20190926T21-07,666,1202.0,0,27,459,318.0
20190926T20-07,666,1204.0,0,27,497,299.0
20190926T19-07,666,1203.0,0,25,474,338.0
20190926T18-07,664,1201.0,0,25,472,340.0
20190926T17-07,666,1199.0,0,27,387,340.0
20190926T16-07,665,1196.0,0,27,396,339.0
20190926T15-07,667,1198.0,0,27,387,329.0
20190926T14-07,663,1201.0,0,26,384,329.0
20190926T13-07,669,1205.0,0,27,375,328.0
20190926T12-07,666,1205.0,0,26,278,325.0
20190926T11-07,662,1206.0,0,27,285,308.0
20190926T10-07,664,1208.0,0,27,279,261.0
20190926T09-07,662,1204.0,0,27,279,239.0
20190926T08-07,671,1187.0,0,25,295,235.0
20190926T07-07,668,1149.0,0,26,278,262.0
20190926T06-07,666,1138.0,0,26,279,293.0
20190926T05-07,676,1128.0,0,25,194,309.0
20190926T04-07,674,1123.0,0,26,157,292.0
20190926T03-07,671,1201.0,0,26,154,320.0
20190926T02-07,670,1225.0,0,25,201,309.0
20190926T01-07,665,1248.0,0,27,267,299.0
20190926T00-07,666,1311.0,0,26,379,287.0
20190925T23-07,659,1314.0,0,26,498,287.0
20190925T22-07,663,1314.0,0,26,502,284.0
20190925T21-07,668,1311.0,0,26,519,300.0
20190925T20-07,667,1338.0,0,25,562,312.0
20190925T19-07,666,1309.0,0,25,569,283.0
20190925T18-07,663,1332.0,0,24,485,231.0
20190925T17-07,663,1332.0,0,27,468,178.0
20190925T16-07,666,1336.0,0,26,470,79.0
20190925T15-07,666,1337.0,0,26,500,35.0
20190925T14-07,665,1337.0,0,26,444,28.0
20190925T13-07,663,1341.0,0,27,448,19.0
20190925T12-07,668,1339.0,0,26,396,4.0
20190925T11-07,663,1342.0,0,27,295,4.0
20190925T10-07,665,1349.0,0,26,290,10.0
20190925T09-07,657,1352.0,0,28,359,27.0
20190925T08-07,657,1359.0,0,27,406,22.0
20190925T07-07,664,1337.0,0,26,312,40.0
20190925T06-07,666,1346.0,0,26,368,39.0
20190925T05-07,666,1320.0,0,27,258,106.0
20190925T04-07,668,1251.0,0,27,224,175.0
20190925T03-07,666,1240.0,0,26,228,212.0
20190925T02-07,669,1217.0,0,27,225,251.0
20190925T01-07,668,1219.0,0,27,222,282.0
20190925T00-07,667,1158.0,0,26,353,315.0
20190924T23-07,658,1157.0,0,27,391,338.0
20190924T22-07,644,1148.0,0,26,379,333.0
20190924T21-07,665,1145.0,0,28,382,325.0
20190924T20-07,668,1164.0,0,27,367,332.0
20190924T19-07,670,1170.0,0,25,366,338.0
20190924T18-07,667,1106.0,0,25,377,338.0
20190924T17-07,666,1093.0,0,26,369,340.0
20190924T16-07,670,1090.0,0,27,367,338.0
20190924T15-07,681,1057.0,0,27,373,332.0
20190924T14-07,665,920.0,0,26,371,326.0
20190924T13-07,667,899.0,0,27,366,332.0
20190924T12-07,671,863.0,0,26,374,331.0
20190924T11-07,666,846.0,0,25,280,325.0
20190924T10-07,668,869.0,0,26,274,287.0
20190924T09-07,666,864.0,0,28,271,239.0
20190924T08-07,667,908.0,0,26,277,233.0
20190924T07-07,669,1018.0,0,27,285,179.0
20190924T06-07,667,1161.0,0,26,179,177.0
20190924T05-07,669,1111.0,0,27,140,212.0
20190924T04-07,672,970.0,0,27,142,246.0
20190924T03-07,669,1055.0,0,26,142,285.0
20190924T02-07,666,1063.0,0,27,157,319.0
20190924T01-07,667,1155.0,0,27,245,314.0
20190924T00-07,666,1148.0,0,27,270,326.0
20190923T23-07,667,1142.0,0,27,316,331.0
20190923T22-07,668,1149.0,0,27,309,336.0
20190923T21-07,668,1162.0,0,26,591,324.0
20190923T20-07,667,1158.0,0,28,567,325.0
20190923T19-07,665,1116.0,0,26,605,335.0
20190923T18-07,666,1143.0,0,25,497,342.0
20190923T17-07,665,1131.0,0,27,460,322.0
20190923T16-07,666,1124.0,0,26,349,324.0
20190923T15-07,666,1119.0,0,26,357,334.0
20190923T14-07,667,1118.0,0,26,441,337.0
20190923T13-07,667,1150.0,0,27,493,332.0
20190923T12-07,664,1131.0,0,27,396,333.0
20190923T11-07,667,1140.0,0,26,387,336.0
20190923T10-07,667,1119.0,0,28,384,293.0
20190923T09-07,666,1145.0,0,26,383,312.0
20190923T08-07,665,1114.0,0,26,199,319.0
20190923T07-07,669,1157.0,0,25,215,321.0
20190923T06-07,669,1155.0,0,24,257,308.0
20190923T05-07,668,1123.0,0,24,222,315.0
20190923T04-07,665,1110.0,0,24,158,314.0
20190923T03-07,669,1130.0,0,22,130,310.0
20190923T02-07,664,1165.0,0,24,129,311.0
20190923T01-07,659,1173.0,0,23,194,302.0
20190923T00-07,664,1241.0,0,23,319,341.0
20190922T23-07,665,1280.0,0,24,501,336.0
20190922T22-07,660,1275.0,0,23,417,327.0
20190922T21-07,663,1274.0,0,24,510,300.0
20190922T20-07,664,1202.0,0,24,575,178.0
