,natural gas
20181014T07-07,597
20181014T06-07,610
20181014T05-07,611
20181014T04-07,611
20181014T03-07,608
20181014T02-07,608
20181014T01-07,603
20181014T00-07,599
20181013T23-07,601
20181013T22-07,598
20181013T21-07,592
20181013T20-07,583
20181013T19-07,582
20181013T18-07,561
20181013T17-07,576
20181013T16-07,575
20181013T15-07,540
20181013T14-07,538
20181013T13-07,587
20181013T12-07,592
20181013T11-07,581
20181013T10-07,602
20181013T09-07,607
20181013T08-07,603
20181013T07-07,562
20181013T06-07,589
20181013T05-07,591
20181013T04-07,591
20181013T03-07,592
20181013T02-07,592
20181013T01-07,591
20181013T00-07,592
20181012T23-07,599
20181012T22-07,556
20181012T21-07,519
20181012T20-07,507
20181012T19-07,511
20181012T18-07,511
20181012T17-07,525
20181012T16-07,528
20181012T15-07,572
20181012T14-07,575
20181012T13-07,578
20181012T12-07,561
20181012T11-07,561
20181012T10-07,593
20181012T09-07,585
20181012T08-07,608
20181012T07-07,564
20181012T06-07,581
20181012T05-07,581
20181012T04-07,581
20181012T03-07,580
20181012T02-07,580
20181012T01-07,581
20181012T00-07,580
20181011T23-07,581
20181011T22-07,592
20181011T21-07,568
20181011T20-07,567
20181011T19-07,567
20181011T18-07,515
20181011T17-07,514
20181011T16-07,597
20181011T15-07,567
20181011T14-07,567
20181011T13-07,566
20181011T12-07,566
20181011T11-07,569
20181011T10-07,606
20181011T09-07,605
20181011T08-07,572
20181011T07-07,593
20181011T06-07,606
20181011T05-07,605
20181011T04-07,605
20181011T03-07,604
20181011T02-07,607
20181011T01-07,614
20181011T00-07,598
20181010T23-07,598
20181010T22-07,597
20181010T21-07,584
20181010T20-07,582
20181010T19-07,583
20181010T18-07,586
20181010T17-07,583
20181010T16-07,584
20181010T15-07,583
20181010T14-07,584
20181010T13-07,584
20181010T12-07,586
20181010T11-07,601
20181010T10-07,605
20181010T09-07,609
20181010T08-07,609
20181010T07-07,610
20181010T06-07,606
20181010T05-07,582
20181010T04-07,583
20181010T03-07,582
20181010T02-07,579
20181010T01-07,581
20181010T00-07,575
20181009T23-07,574
20181009T22-07,579
20181009T21-07,581
20181009T20-07,580
20181009T19-07,579
20181009T18-07,579
20181009T17-07,580
20181009T16-07,580
20181009T15-07,580
20181009T14-07,583
20181009T13-07,600
20181009T12-07,589
20181009T11-07,584
20181009T10-07,584
20181009T09-07,595
20181009T08-07,601
20181009T07-07,510
20181009T06-07,488
20181009T05-07,473
20181009T04-07,549
20181009T03-07,552
20181009T02-07,553
20181009T01-07,552
20181009T00-07,556
20181008T23-07,557
20181008T22-07,558
20181008T21-07,559
20181008T20-07,582
20181008T19-07,583
20181008T18-07,562
20181008T17-07,560
20181008T16-07,561
20181008T15-07,579
20181008T14-07,581
20181008T13-07,584
20181008T12-07,588
20181008T11-07,592
20181008T10-07,598
20181008T09-07,600
20181008T08-07,599
20181008T07-07,562
20181008T06-07,556
20181008T05-07,555
20181008T04-07,556
20181008T03-07,557
20181008T02-07,556
20181008T01-07,556
20181008T00-07,552
20181007T23-07,552
20181007T22-07,574
20181007T21-07,576
20181007T20-07,575
20181007T19-07,575
20181007T18-07,578
20181007T17-07,553
20181007T16-07,551
20181007T15-07,553
20181007T14-07,570
20181007T13-07,576
20181007T12-07,554
20181007T11-07,594
20181007T10-07,579
20181007T09-07,600
20181007T08-07,598
20181007T07-07,554
20181007T06-07,551
20181007T05-07,551
20181007T04-07,551
20181007T03-07,551
20181007T02-07,551
20181007T01-07,550
20181007T00-07,552
20181006T23-07,553
20181006T22-07,565
20181006T21-07,567
20181006T20-07,566
20181006T19-07,582
20181006T18-07,584
20181006T17-07,582
20181006T16-07,581
20181006T15-07,583
20181006T14-07,586
20181006T13-07,587
20181006T12-07,592
20181006T11-07,593
20181006T10-07,596
20181006T09-07,597
20181006T08-07,596
20181006T07-07,569
20181006T06-07,573
20181006T05-07,574
20181006T04-07,573
20181006T03-07,573
20181006T02-07,574
20181006T01-07,573
20181006T00-07,591
20181005T23-07,592
20181005T22-07,584
20181005T21-07,584
20181005T20-07,584
20181005T19-07,582
20181005T18-07,566
20181005T17-07,565
20181005T16-07,565
20181005T15-07,564
20181005T14-07,564
20181005T13-07,575
20181005T12-07,580
20181005T11-07,588
20181005T10-07,596
20181005T09-07,597
20181005T08-07,602
20181005T07-07,602
20181005T06-07,602
20181005T05-07,585
20181005T04-07,556
20181005T03-07,557
20181005T02-07,556
20181005T01-07,557
20181005T00-07,589
20181004T23-07,591
20181004T22-07,589
20181004T21-07,588
20181004T20-07,587
20181004T19-07,582
20181004T18-07,578
20181004T17-07,565
20181004T16-07,579
20181004T15-07,580
20181004T14-07,581
20181004T13-07,585
20181004T12-07,588
20181004T11-07,564
20181004T10-07,598
20181004T09-07,602
20181004T08-07,598
20181004T07-07,601
20181004T06-07,607
20181004T05-07,608
20181004T04-07,609
20181004T03-07,607
20181004T02-07,608
20181004T01-07,607
20181004T00-07,605
20181003T23-07,606
20181003T22-07,600
20181003T21-07,596
20181003T20-07,589
20181003T19-07,586
20181003T18-07,568
20181003T17-07,568
20181003T16-07,590
20181003T15-07,569
20181003T14-07,571
20181003T13-07,604
20181003T12-07,592
20181003T11-07,596
20181003T10-07,600
20181003T09-07,591
20181003T08-07,603
20181003T07-07,604
20181003T06-07,610
20181003T05-07,598
20181003T04-07,596
20181003T03-07,594
20181003T02-07,590
20181003T01-07,544
20181003T00-07,494
20181002T23-07,438
20181002T22-07,437
20181002T21-07,524
20181002T20-07,437
20181002T19-07,389
20181002T18-07,393
20181002T17-07,409
20181002T16-07,429
20181002T15-07,414
20181002T14-07,427
20181002T13-07,478
20181002T12-07,482
20181002T11-07,492
20181002T10-07,497
20181002T09-07,505
20181002T08-07,582
20181002T07-07,584
20181002T06-07,590
20181002T05-07,591
20181002T04-07,591
20181002T03-07,589
20181002T02-07,590
20181002T01-07,587
20181002T00-07,588
20181001T23-07,588
20181001T22-07,587
20181001T21-07,583
20181001T20-07,584
20181001T19-07,584
20181001T18-07,583
20181001T17-07,584
20181001T16-07,584
20181001T15-07,582
20181001T14-07,584
20181001T13-07,582
20181001T12-07,582
20181001T11-07,545
20181001T10-07,583
20181001T09-07,545
20181001T08-07,546
20181001T07-07,584
20181001T06-07,605
20181001T05-07,606
20181001T04-07,604
20181001T03-07,602
20181001T02-07,600
20181001T01-07,601
20181001T00-07,596
20180930T23-07,592
20180930T22-07,588
20180930T21-07,587
20180930T20-07,588
20180930T19-07,589
20180930T18-07,590
20180930T17-07,590
20180930T16-07,587
20180930T15-07,587
20180930T14-07,588
20180930T13-07,589
20180930T12-07,590
20180930T11-07,588
20180930T10-07,588
20180930T09-07,586
20180930T08-07,516
20180930T07-07,515
20180930T06-07,514
20180930T05-07,513
20180930T04-07,514
20180930T03-07,512
20180930T02-07,513
20180930T01-07,513
20180930T00-07,512
20180929T23-07,517
20180929T22-07,567
20180929T21-07,570
20180929T20-07,570
20180929T19-07,571
20180929T18-07,573
20180929T17-07,571
20180929T16-07,571
20180929T15-07,571
20180929T14-07,573
20180929T13-07,585
20180929T12-07,585
20180929T11-07,586
20180929T10-07,592
20180929T09-07,595
20180929T08-07,595
20180929T07-07,597
20180929T06-07,599
20180929T05-07,599
20180929T04-07,597
20180929T03-07,594
20180929T02-07,594
20180929T01-07,589
20180929T00-07,548
20180928T23-07,582
20180928T22-07,578
20180928T21-07,581
20180928T20-07,579
20180928T19-07,545
20180928T18-07,545
20180928T17-07,545
20180928T16-07,545
20180928T15-07,544
20180928T14-07,545
20180928T13-07,550
20180928T12-07,549
20180928T11-07,579
20180928T10-07,548
20180928T09-07,550
20180928T08-07,580
20180928T07-07,571
20180928T06-07,541
20180928T05-07,560
20180928T04-07,515
20180928T03-07,515
20180928T02-07,560
20180928T01-07,564
20180928T00-07,581
20180927T23-07,582
20180927T22-07,576
20180927T21-07,578
20180927T20-07,575
20180927T19-07,566
20180927T18-07,580
20180927T17-07,579
20180927T16-07,577
20180927T15-07,577
20180927T14-07,577
20180927T13-07,578
20180927T12-07,577
20180927T11-07,578
20180927T10-07,577
20180927T09-07,575
20180927T08-07,541
20180927T07-07,544
20180927T06-07,571
20180927T05-07,580
20180927T04-07,583
20180927T03-07,580
20180927T02-07,582
20180927T01-07,582
20180927T00-07,588
20180926T23-07,574
20180926T22-07,576
20180926T21-07,576
20180926T20-07,577
20180926T19-07,571
20180926T18-07,578
20180926T17-07,576
20180926T16-07,576
20180926T15-07,578
20180926T14-07,581
20180926T13-07,581
20180926T12-07,584
20180926T11-07,582
20180926T10-07,592
20180926T09-07,598
20180926T08-07,597
20180926T07-07,595
20180926T06-07,516
20180926T05-07,512
20180926T04-07,511
20180926T03-07,510
20180926T02-07,510
20180926T01-07,511
20180926T00-07,509
20180925T23-07,512
20180925T22-07,565
20180925T21-07,568
20180925T20-07,567
20180925T19-07,569
20180925T18-07,569
20180925T17-07,570
20180925T16-07,574
20180925T15-07,584
20180925T14-07,583
20180925T13-07,584
20180925T12-07,587
20180925T11-07,587
20180925T10-07,594
20180925T09-07,597
20180925T08-07,601
20180925T07-07,601
20180925T06-07,563
20180925T05-07,558
20180925T04-07,513
20180925T03-07,510
20180925T02-07,509
20180925T01-07,509
20180925T00-07,511
20180924T23-07,513
20180924T22-07,583
20180924T21-07,586
20180924T20-07,586
20180924T19-07,585
20180924T18-07,587
20180924T17-07,586
20180924T16-07,587
20180924T15-07,587
20180924T14-07,586
20180924T13-07,586
20180924T12-07,588
20180924T11-07,587
20180924T10-07,596
20180924T09-07,598
20180924T08-07,595
20180924T07-07,569
20180924T06-07,515
20180924T05-07,514
20180924T04-07,513
20180924T03-07,513
20180924T02-07,512
20180924T01-07,512
20180924T00-07,513
20180923T23-07,512
20180923T22-07,515
20180923T21-07,548
20180923T20-07,525
20180923T19-07,528
20180923T18-07,577
20180923T17-07,555
20180923T16-07,576
20180923T15-07,577
20180923T14-07,572
20180923T13-07,561
20180923T12-07,517
20180923T11-07,537
20180923T10-07,549
20180923T09-07,514
20180923T08-07,513
20180923T07-07,514
20180923T06-07,536
20180923T05-07,538
20180923T04-07,539
20180923T03-07,536
20180923T02-07,538
20180923T01-07,537
20180923T00-07,530
20180922T23-07,533
20180922T22-07,578
20180922T21-07,580
20180922T20-07,579
20180922T19-07,574
20180922T18-07,575
20180922T17-07,575
20180922T16-07,575
20180922T15-07,569
20180922T14-07,575
20180922T13-07,575
20180922T12-07,575
20180922T11-07,575
20180922T10-07,575
20180922T09-07,550
20180922T08-07,589
20180922T07-07,588
20180922T06-07,533
20180922T05-07,532
20180922T04-07,532
20180922T03-07,531
20180922T02-07,531
20180922T01-07,531
20180922T00-07,536
20180921T23-07,587
20180921T22-07,585
20180921T21-07,584
20180921T20-07,584
20180921T19-07,579
20180921T18-07,579
20180921T17-07,578
20180921T16-07,578
20180921T15-07,578
20180921T14-07,578
20180921T13-07,578
20180921T12-07,583
20180921T11-07,584
20180921T10-07,585
20180921T09-07,593
20180921T08-07,594
20180921T07-07,594
20180921T06-07,565
20180921T05-07,535
20180921T04-07,533
20180921T03-07,533
20180921T02-07,533
20180921T01-07,533
20180921T00-07,549
20180920T23-07,549
20180920T22-07,549
20180920T21-07,497
20180920T20-07,361
20180920T19-07,241
20180920T18-07,269
20180920T17-07,268
20180920T16-07,269
20180920T15-07,269
20180920T14-07,268
20180920T13-07,270
20180920T12-07,270
20180920T11-07,268
20180920T10-07,269
20180920T09-07,268
20180920T08-07,269
20180920T07-07,270
20180920T06-07,263
20180920T05-07,262
20180920T04-07,263
20180920T03-07,262
20180920T02-07,262
20180920T01-07,260
20180920T00-07,237
20180919T23-07,239
20180919T22-07,241
20180919T21-07,244
20180919T20-07,246
20180919T19-07,267
20180919T18-07,269
20180919T17-07,268
20180919T16-07,267
20180919T15-07,268
20180919T14-07,268
20180919T13-07,267
20180919T12-07,245
20180919T11-07,222
20180919T10-07,253
20180919T09-07,245
20180919T08-07,248
20180919T07-07,269
20180919T06-07,240
20180919T05-07,239
20180919T04-07,239
20180919T03-07,238
20180919T02-07,238
20180919T01-07,237
20180919T00-07,234
20180918T23-07,235
20180918T22-07,258
20180918T21-07,258
20180918T20-07,257
20180918T19-07,258
20180918T18-07,259
20180918T17-07,258
20180918T16-07,258
20180918T15-07,257
20180918T14-07,255
20180918T13-07,260
20180918T12-07,261
20180918T11-07,255
20180918T10-07,260
20180918T09-07,259
20180918T08-07,260
20180918T07-07,258
20180918T06-07,237
20180918T05-07,235
20180918T04-07,235
20180918T03-07,235
20180918T02-07,235
20180918T01-07,238
20180918T00-07,259
20180917T23-07,262
20180917T22-07,262
20180917T21-07,263
20180917T20-07,263
20180917T19-07,261
20180917T18-07,264
20180917T17-07,263
20180917T16-07,262
20180917T15-07,264
20180917T14-07,263
20180917T13-07,264
20180917T12-07,264
20180917T11-07,264
20180917T10-07,264
20180917T09-07,262
20180917T08-07,263
20180917T07-07,265
20180917T06-07,261
20180917T05-07,262
20180917T04-07,263
20180917T03-07,261
20180917T02-07,262
20180917T01-07,261
20180917T00-07,261
20180916T23-07,259
20180916T22-07,255
20180916T21-07,254
20180916T20-07,253
20180916T19-07,252
20180916T18-07,255
20180916T17-07,252
20180916T16-07,245
20180916T15-07,253
20180916T14-07,253
20180916T13-07,254
20180916T12-07,254
20180916T11-07,252
20180916T10-07,248
20180916T09-07,248
20180916T08-07,247
20180916T07-07,250
20180916T06-07,247
20180916T05-07,249
20180916T04-07,249
20180916T03-07,247
20180916T02-07,248
20180916T01-07,249
20180916T00-07,243
20180915T23-07,244
20180915T22-07,246
20180915T21-07,245
20180915T20-07,246
20180915T19-07,245
20180915T18-07,247
20180915T17-07,248
20180915T16-07,247
20180915T15-07,247
20180915T14-07,247
20180915T13-07,247
20180915T12-07,247
20180915T11-07,248
20180915T10-07,248
20180915T09-07,249
20180915T08-07,249
20180915T07-07,251
20180915T06-07,245
20180915T05-07,243
20180915T04-07,234
20180915T03-07,232
20180915T02-07,233
20180915T01-07,238
20180915T00-07,233
20180914T23-07,245
20180914T22-07,472
20180914T21-07,521
20180914T20-07,521
20180914T19-07,521
20180914T18-07,518
20180914T17-07,451
20180914T16-07,506
20180914T15-07,512
20180914T14-07,513
20180914T13-07,512
20180914T12-07,513
20180914T11-07,513
20180914T10-07,514
20180914T09-07,521
20180914T08-07,525
20180914T07-07,528
20180914T06-07,520
20180914T05-07,518
20180914T04-07,520
20180914T03-07,520
20180914T02-07,519
20180914T01-07,520
20180914T00-07,533
20180913T23-07,533
20180913T22-07,522
20180913T21-07,520
20180913T20-07,522
20180913T19-07,523
20180913T18-07,521
20180913T17-07,522
20180913T16-07,521
20180913T15-07,521
20180913T14-07,522
20180913T13-07,521
20180913T12-07,522
20180913T11-07,521
20180913T10-07,521
20180913T09-07,521
20180913T08-07,520
20180913T07-07,523
20180913T06-07,524
20180913T05-07,525
20180913T04-07,522
20180913T03-07,524
20180913T02-07,523
20180913T01-07,524
20180913T00-07,521
20180912T23-07,522
20180912T22-07,520
20180912T21-07,505
20180912T20-07,520
20180912T19-07,504
20180912T18-07,504
20180912T17-07,505
20180912T16-07,503
20180912T15-07,503
20180912T14-07,503
20180912T13-07,503
20180912T12-07,503
20180912T11-07,503
20180912T10-07,503
20180912T09-07,503
20180912T08-07,503
20180912T07-07,506
20180912T06-07,521
20180912T05-07,520
20180912T04-07,503
20180912T03-07,502
20180912T02-07,501
20180912T01-07,502
20180912T00-07,514
20180911T23-07,515
20180911T22-07,522
20180911T21-07,522
20180911T20-07,522
20180911T19-07,524
20180911T18-07,525
20180911T17-07,522
20180911T16-07,521
20180911T15-07,523
20180911T14-07,521
20180911T13-07,522
20180911T12-07,522
20180911T11-07,523
20180911T10-07,521
20180911T09-07,522
20180911T08-07,521
20180911T07-07,522
20180911T06-07,522
20180911T05-07,521
20180911T04-07,519
20180911T03-07,521
20180911T02-07,522
20180911T01-07,520
20180911T00-07,515
20180910T23-07,516
20180910T22-07,521
20180910T21-07,521
20180910T20-07,522
20180910T19-07,521
20180910T18-07,524
20180910T17-07,522
20180910T16-07,522
20180910T15-07,522
20180910T14-07,524
20180910T13-07,523
20180910T12-07,525
20180910T11-07,524
20180910T10-07,525
20180910T09-07,524
20180910T08-07,523
20180910T07-07,523
20180910T06-07,494
20180910T05-07,493
20180910T04-07,492
20180910T03-07,491
20180910T02-07,493
20180910T01-07,517
20180910T00-07,521
20180909T23-07,522
20180909T22-07,526
20180909T21-07,524
20180909T20-07,524
20180909T19-07,524
20180909T18-07,524
20180909T17-07,523
20180909T16-07,522
20180909T15-07,524
20180909T14-07,524
20180909T13-07,524
20180909T12-07,526
20180909T11-07,526
20180909T10-07,526
20180909T09-07,525
20180909T08-07,525
20180909T07-07,525
20180909T06-07,523
20180909T05-07,523
20180909T04-07,523
20180909T03-07,523
20180909T02-07,523
20180909T01-07,523
20180909T00-07,524
20180908T23-07,526
20180908T22-07,524
20180908T21-07,522
20180908T20-07,501
20180908T19-07,514
20180908T18-07,524
20180908T17-07,524
20180908T16-07,524
20180908T15-07,524
20180908T14-07,524
20180908T13-07,524
20180908T12-07,523
20180908T11-07,525
20180908T10-07,524
20180908T09-07,524
20180908T08-07,523
20180908T07-07,520
20180908T06-07,500
20180908T05-07,500
20180908T04-07,499
20180908T03-07,499
20180908T02-07,499
20180908T01-07,522
20180908T00-07,528
20180907T23-07,529
20180907T22-07,525
20180907T21-07,525
20180907T20-07,525
20180907T19-07,524
20180907T18-07,524
20180907T17-07,525
20180907T16-07,525
20180907T15-07,527
20180907T14-07,527
20180907T13-07,527
20180907T12-07,528
20180907T11-07,528
20180907T10-07,529
20180907T09-07,548
20180907T08-07,516
20180907T07-07,516
20180907T06-07,531
20180907T05-07,531
20180907T04-07,531
20180907T03-07,531
20180907T02-07,530
20180907T01-07,530
20180907T00-07,531
20180906T23-07,531
20180906T22-07,549
20180906T21-07,551
20180906T20-07,569
20180906T19-07,547
20180906T18-07,479
20180906T17-07,476
20180906T16-07,476
20180906T15-07,490
20180906T14-07,495
20180906T13-07,497
20180906T12-07,495
20180906T11-07,491
20180906T10-07,484
20180906T09-07,496
20180906T08-07,523
20180906T07-07,569
20180906T06-07,578
20180906T05-07,577
20180906T04-07,578
20180906T03-07,577
20180906T02-07,578
20180906T01-07,576
20180906T00-07,564
20180905T23-07,564
20180905T22-07,567
20180905T21-07,566
20180905T20-07,568
20180905T19-07,564
20180905T18-07,520
20180905T17-07,519
20180905T16-07,518
20180905T15-07,519
20180905T14-07,518
20180905T13-07,518
20180905T12-07,518
20180905T11-07,519
20180905T10-07,520
20180905T09-07,590
20180905T08-07,596
20180905T07-07,596
20180905T06-07,540
20180905T05-07,514
20180905T04-07,514
20180905T03-07,513
20180905T02-07,513
20180905T01-07,515
20180905T00-07,531
20180904T23-07,576
20180904T22-07,576
20180904T21-07,576
20180904T20-07,574
20180904T19-07,530
20180904T18-07,574
20180904T17-07,574
20180904T16-07,575
20180904T15-07,577
20180904T14-07,578
20180904T13-07,579
20180904T12-07,580
20180904T11-07,582
20180904T10-07,581
20180904T09-07,588
20180904T08-07,591
20180904T07-07,548
20180904T06-07,550
20180904T05-07,549
20180904T04-07,549
20180904T03-07,548
20180904T02-07,550
20180904T01-07,571
20180904T00-07,539
20180903T23-07,574
20180903T22-07,573
20180903T21-07,573
20180903T20-07,574
20180903T19-07,574
20180903T18-07,569
20180903T17-07,569
20180903T16-07,570
20180903T15-07,575
20180903T14-07,574
20180903T13-07,574
20180903T12-07,575
20180903T11-07,580
20180903T10-07,583
20180903T09-07,561
20180903T08-07,583
20180903T07-07,584
20180903T06-07,570
20180903T05-07,537
20180903T04-07,535
20180903T03-07,535
20180903T02-07,569
20180903T01-07,573
20180903T00-07,580
20180902T23-07,579
20180902T22-07,570
20180902T21-07,570
20180902T20-07,569
20180902T19-07,570
20180902T18-07,567
20180902T17-07,522
20180902T16-07,520
20180902T15-07,519
20180902T14-07,517
20180902T13-07,519
20180902T12-07,518
20180902T11-07,519
20180902T10-07,519
20180902T09-07,519
20180902T08-07,519
20180902T07-07,518
20180902T06-07,517
20180902T05-07,518
20180902T04-07,519
20180902T03-07,518
20180902T02-07,518
20180902T01-07,520
20180902T00-07,530
20180901T23-07,531
20180901T22-07,571
20180901T21-07,571
20180901T20-07,570
20180901T19-07,570
20180901T18-07,572
20180901T17-07,574
20180901T16-07,574
20180901T15-07,573
20180901T14-07,573
20180901T13-07,574
20180901T12-07,574
20180901T11-07,574
20180901T10-07,574
20180901T09-07,573
20180901T08-07,551
20180901T07-07,573
20180901T06-07,531
20180901T05-07,530
20180901T04-07,530
20180901T03-07,528
20180901T02-07,532
20180901T01-07,534
20180901T00-07,553
20180831T23-07,555
20180831T22-07,549
20180831T21-07,547
20180831T20-07,549
20180831T19-07,548
20180831T18-07,549
20180831T17-07,549
20180831T16-07,549
20180831T15-07,578
20180831T14-07,576
20180831T13-07,551
20180831T12-07,572
20180831T11-07,549
20180831T10-07,550
20180831T09-07,550
20180831T08-07,572
20180831T07-07,585
20180831T06-07,580
20180831T05-07,555
20180831T04-07,553
20180831T03-07,554
20180831T02-07,557
20180831T01-07,557
20180831T00-07,554
20180830T23-07,555
20180830T22-07,569
20180830T21-07,549
20180830T20-07,552
20180830T19-07,579
20180830T18-07,577
20180830T17-07,575
20180830T16-07,570
20180830T15-07,577
20180830T14-07,576
20180830T13-07,575
20180830T12-07,572
20180830T11-07,549
20180830T10-07,552
20180830T09-07,578
20180830T08-07,579
20180830T07-07,580
20180830T06-07,558
20180830T05-07,572
20180830T04-07,573
20180830T03-07,572
20180830T02-07,574
20180830T01-07,574
20180830T00-07,567
20180829T23-07,568
20180829T22-07,548
20180829T21-07,548
20180829T20-07,548
20180829T19-07,550
20180829T18-07,549
20180829T17-07,552
20180829T16-07,548
20180829T15-07,551
20180829T14-07,575
20180829T13-07,574
20180829T12-07,574
20180829T11-07,576
20180829T10-07,585
20180829T09-07,586
20180829T08-07,590
20180829T07-07,588
20180829T06-07,570
20180829T05-07,569
20180829T04-07,568
20180829T03-07,567
20180829T02-07,568
20180829T01-07,571
20180829T00-07,581
20180828T23-07,582
20180828T22-07,574
20180828T21-07,576
20180828T20-07,575
20180828T19-07,576
20180828T18-07,576
20180828T17-07,575
20180828T16-07,577
20180828T15-07,576
20180828T14-07,551
20180828T13-07,551
20180828T12-07,578
20180828T11-07,581
20180828T10-07,579
20180828T09-07,552
20180828T08-07,556
20180828T07-07,530
20180828T06-07,589
20180828T05-07,592
20180828T04-07,592
20180828T03-07,592
20180828T02-07,591
20180828T01-07,590
20180828T00-07,562
20180827T23-07,574
20180827T22-07,572
20180827T21-07,570
20180827T20-07,566
20180827T19-07,549
20180827T18-07,543
20180827T17-07,544
20180827T16-07,567
20180827T15-07,568
20180827T14-07,569
20180827T13-07,568
20180827T12-07,566
20180827T11-07,544
20180827T10-07,544
20180827T09-07,543
20180827T08-07,543
20180827T07-07,545
20180827T06-07,558
20180827T05-07,558
20180827T04-07,557
20180827T03-07,557
20180827T02-07,558
20180827T01-07,557
20180827T00-07,557
20180826T23-07,557
20180826T22-07,560
20180826T21-07,559
20180826T20-07,561
20180826T19-07,560
20180826T18-07,551
20180826T17-07,553
20180826T16-07,553
20180826T15-07,545
20180826T14-07,545
20180826T13-07,547
20180826T12-07,558
20180826T11-07,511
20180826T10-07,511
20180826T09-07,511
20180826T08-07,516
20180826T07-07,515
20180826T06-07,516
20180826T05-07,515
20180826T04-07,516
20180826T03-07,517
20180826T02-07,518
20180826T01-07,527
20180826T00-07,518
20180825T23-07,512
20180825T22-07,473
20180825T21-07,467
20180825T20-07,459
20180825T19-07,469
20180825T18-07,473
20180825T17-07,540
20180825T16-07,545
20180825T15-07,572
20180825T14-07,572
20180825T13-07,574
20180825T12-07,576
20180825T11-07,579
20180825T10-07,580
20180825T09-07,583
20180825T08-07,581
20180825T07-07,546
20180825T06-07,582
20180825T05-07,585
20180825T04-07,584
20180825T03-07,584
20180825T02-07,584
20180825T01-07,585
20180825T00-07,599
20180824T23-07,586
20180824T22-07,546
20180824T21-07,545
20180824T20-07,542
20180824T19-07,543
20180824T18-07,543
20180824T17-07,544
20180824T16-07,545
20180824T15-07,573
20180824T14-07,545
20180824T13-07,544
20180824T12-07,544
20180824T11-07,544
20180824T10-07,543
20180824T09-07,541
20180824T08-07,518
20180824T07-07,521
20180824T06-07,578
20180824T05-07,577
20180824T04-07,544
20180824T03-07,562
20180824T02-07,542
20180824T01-07,566
20180824T00-07,582
20180823T23-07,579
20180823T22-07,548
20180823T21-07,545
20180823T20-07,542
20180823T19-07,542
20180823T18-07,544
20180823T17-07,541
20180823T16-07,543
20180823T15-07,542
20180823T14-07,542
20180823T13-07,544
20180823T12-07,543
20180823T11-07,542
20180823T10-07,541
20180823T09-07,542
20180823T08-07,542
20180823T07-07,540
20180823T06-07,530
20180823T05-07,536
20180823T04-07,536
20180823T03-07,533
20180823T02-07,530
20180823T01-07,526
20180823T00-07,535
20180822T23-07,554
20180822T22-07,519
20180822T21-07,557
20180822T20-07,527
20180822T19-07,565
20180822T18-07,570
20180822T17-07,567
20180822T16-07,543
20180822T15-07,565
20180822T14-07,566
20180822T13-07,563
20180822T12-07,542
20180822T11-07,542
20180822T10-07,541
20180822T09-07,547
20180822T08-07,536
20180822T07-07,539
20180822T06-07,585
20180822T05-07,586
20180822T04-07,585
20180822T03-07,586
20180822T02-07,585
20180822T01-07,586
20180822T00-07,580
20180821T23-07,580
20180821T22-07,568
20180821T21-07,570
20180821T20-07,569
20180821T19-07,568
20180821T18-07,569
20180821T17-07,569
20180821T16-07,569
20180821T15-07,558
20180821T14-07,560
20180821T13-07,569
20180821T12-07,571
20180821T11-07,569
20180821T10-07,569
20180821T09-07,569
20180821T08-07,568
20180821T07-07,571
20180821T06-07,589
20180821T05-07,592
20180821T04-07,591
20180821T03-07,586
20180821T02-07,566
20180821T01-07,547
20180821T00-07,549
20180820T23-07,580
20180820T22-07,580
20180820T21-07,574
20180820T20-07,571
20180820T19-07,567
20180820T18-07,566
20180820T17-07,567
20180820T16-07,567
20180820T15-07,568
20180820T14-07,570
20180820T13-07,572
20180820T12-07,573
20180820T11-07,576
20180820T10-07,578
20180820T09-07,581
20180820T08-07,581
20180820T07-07,579
20180820T06-07,547
20180820T05-07,545
20180820T04-07,546
20180820T03-07,545
20180820T02-07,546
20180820T01-07,546
20180820T00-07,580
20180819T23-07,585
20180819T22-07,599
20180819T21-07,570
20180819T20-07,565
20180819T19-07,565
20180819T18-07,565
20180819T17-07,567
20180819T16-07,567
20180819T15-07,567
20180819T14-07,565
20180819T13-07,548
20180819T12-07,571
20180819T11-07,571
20180819T10-07,577
20180819T09-07,580
20180819T08-07,579
20180819T07-07,541
20180819T06-07,545
20180819T05-07,545
20180819T04-07,544
20180819T03-07,545
20180819T02-07,547
20180819T01-07,578
20180819T00-07,568
20180818T23-07,563
20180818T22-07,549
20180818T21-07,571
20180818T20-07,562
20180818T19-07,569
20180818T18-07,568
20180818T17-07,567
20180818T16-07,569
20180818T15-07,570
20180818T14-07,569
20180818T13-07,571
20180818T12-07,574
20180818T11-07,573
20180818T10-07,579
20180818T09-07,581
20180818T08-07,583
20180818T07-07,583
20180818T06-07,567
20180818T05-07,568
20180818T04-07,579
20180818T03-07,592
20180818T02-07,592
20180818T01-07,591
20180818T00-07,574
20180817T23-07,570
20180817T22-07,578
20180817T21-07,577
20180817T20-07,569
20180817T19-07,566
20180817T18-07,569
20180817T17-07,568
20180817T16-07,570
20180817T15-07,570
20180817T14-07,570
20180817T13-07,571
20180817T12-07,571
20180817T11-07,573
20180817T10-07,575
20180817T09-07,576
20180817T08-07,577
20180817T07-07,575
20180817T06-07,569
20180817T05-07,570
20180817T04-07,569
20180817T03-07,569
20180817T02-07,569
20180817T01-07,566
