,natural gas,nuclear,other,solar,hydro,wind
20190319T08-07,1500,1169,216,0,9498,78
20190319T07-07,1501,1167,218,0,9401,75
20190319T06-07,1419,1168,213,0,7833,42
20190319T05-07,1408,1168,205,0,6454,21
20190319T04-07,1402,1167,209,0,6012,27
20190319T03-07,1398,1167,208,0,5776,27
20190319T02-07,1399,1167,214,0,5803,50
20190319T01-07,1396,1166,207,0,5997,77
20190319T00-07,1373,1165,207,0,6301,112
20190318T23-07,1383,1164,213,0,6804,144
20190318T22-07,1340,1162,216,0,7672,134
20190318T21-07,1344,1161,221,0,8320,133
20190318T20-07,1340,1162,219,0,8278,134
20190318T19-07,1373,1159,218,1,7692,172
20190318T18-07,1310,1158,220,3,7404,176
20190318T17-07,1213,1158,220,4,6154,239
20190318T16-07,1243,1159,221,4,5830,242
20190318T15-07,1267,1159,217,4,5781,235
20190318T14-07,1307,1161,220,4,6067,203
20190318T13-07,1361,1163,218,4,6424,153
20190318T12-07,1373,1166,219,4,6774,94
20190318T11-07,1392,1165,217,4,7214,76
20190318T10-07,1479,1167,220,4,7935,83
20190318T09-07,1481,1168,221,3,9148,85
20190318T08-07,1526,1169,221,0,9671,85
20190318T07-07,1535,1169,220,0,9270,70
20190318T06-07,1441,1169,213,0,7623,67
20190318T05-07,1431,1168,210,0,6372,62
20190318T04-07,1385,1168,205,0,5883,48
20190318T03-07,1408,1168,211,0,5712,37
20190318T02-07,1418,1168,209,0,5692,26
20190318T01-07,1405,1167,201,0,5785,19
20190318T00-07,1393,1165,203,0,6559,21
20190317T23-07,1393,1164,203,0,7241,25
20190317T22-07,1391,1164,202,0,8136,34
20190317T21-07,1395,1163,204,0,8264,65
20190317T20-07,1384,1163,201,0,8172,88
20190317T19-07,1373,1162,203,1,7451,78
20190317T18-07,1331,1163,202,3,6692,101
20190317T17-07,1302,1162,203,4,5817,90
20190317T16-07,1351,1162,207,4,5663,47
20190317T15-07,1351,1162,203,4,5860,16
20190317T14-07,1360,1165,206,4,6157,6
20190317T13-07,1361,1163,209,4,6526,3
20190317T12-07,1374,1162,206,4,6946,7
20190317T11-07,1392,1166,211,4,7480,2
20190317T10-07,1419,1167,212,3,8012,4
20190317T09-07,1420,1168,210,0,8281,13
20190317T08-07,1433,1168,213,0,8314,21
20190317T07-07,1430,1169,208,0,7839,17
20190317T06-07,1419,1168,210,0,6989,7
20190317T05-07,1425,1168,212,0,6386,5
20190317T04-07,1423,1169,213,0,6117,6
20190317T03-07,1423,1169,214,0,5936,3
20190317T02-07,1429,1167,212,0,5873,2
20190317T01-07,1418,1169,211,0,5939,1
20190317T00-07,1410,1167,210,0,5905,0
20190316T23-07,1403,1166,210,0,6403,6
20190316T22-07,1407,1165,223,0,7381,7
20190316T21-07,1399,1166,222,0,8066,8
20190316T20-07,1393,1165,218,0,7816,10
20190316T19-07,1390,1164,217,1,7454,6
20190316T18-07,1370,1165,222,2,6315,9
20190316T17-07,1357,1165,219,3,5515,10
20190316T16-07,1364,1166,222,4,5515,5
20190316T15-07,1377,1166,222,4,5674,4
20190316T14-07,1382,1167,218,4,5890,5
20190316T13-07,1393,1167,223,4,6363,3
20190316T12-07,1405,1167,222,4,6844,1
20190316T11-07,1403,1168,224,4,7489,1
20190316T10-07,1403,1169,226,4,8061,2
20190316T09-07,1427,1170,224,3,8831,4
20190316T08-07,1445,1170,223,0,8874,4
20190316T07-07,1445,1170,230,0,8534,9
20190316T06-07,1444,1171,219,0,7508,12
20190316T05-07,1457,1170,210,0,6679,19
20190316T04-07,1455,1170,211,0,6237,18
20190316T03-07,1445,1168,211,0,5833,20
20190316T02-07,1442,1169,210,0,5828,20
20190316T01-07,1437,1168,208,0,6361,23
20190316T00-07,1437,1167,211,0,6868,27
20190315T23-07,1430,1168,207,0,7468,26
20190315T22-07,1424,1167,224,0,8261,31
20190315T21-07,1415,1167,223,0,8551,71
20190315T20-07,1411,1166,221,0,8408,92
20190315T19-07,1400,1167,228,1,7789,53
20190315T18-07,1401,1165,220,3,6639,39
20190315T17-07,1395,1166,225,4,5656,21
20190315T16-07,1380,1164,228,4,5684,18
20190315T15-07,1358,1166,227,4,5730,19
20190315T14-07,1359,1167,228,4,6077,9
20190315T13-07,1414,1167,229,4,6526,11
20190315T12-07,1412,1168,233,4,6983,6
20190315T11-07,1424,1168,228,4,7833,0
20190315T10-07,1439,1169,228,4,8687,0
20190315T09-07,1544,1170,232,3,9428,2
20190315T08-07,1560,1171,231,0,10362,17
20190315T07-07,1552,1170,236,0,9811,16
20190315T06-07,1455,1171,227,0,7723,3
20190315T05-07,1449,1169,222,0,6395,0
20190315T04-07,1443,1169,221,0,5974,4
20190315T03-07,1441,1169,220,0,5784,3
20190315T02-07,1434,1169,220,0,5685,0
20190315T01-07,1430,1168,220,0,5615,6
20190315T00-07,1423,1168,221,0,5319,5
20190314T23-07,1421,1168,207,0,6222,0
20190314T22-07,1425,1168,214,0,7690,3
20190314T21-07,1422,1168,212,0,8284,5
20190314T20-07,1497,1168,216,0,8413,7
20190314T19-07,1506,1167,214,1,7517,4
20190314T18-07,1462,1165,217,3,6606,0
20190314T17-07,1458,1163,230,4,5362,0
20190314T16-07,1457,1161,229,4,5042,2
20190314T15-07,1483,1163,227,4,5029,0
20190314T14-07,1486,1162,221,4,5257,5
20190314T13-07,1473,1160,222,4,5693,12
20190314T12-07,1486,1160,206,4,6307,24
20190314T11-07,1482,1160,200,4,7312,43
20190314T10-07,1528,1164,201,4,8331,45
20190314T09-07,1566,1166,198,2,9448,34
20190314T08-07,1612,1167,196,0,9857,36
20190314T07-07,1581,1167,190,0,9271,38
20190314T06-07,1548,1166,212,0,6953,44
20190314T05-07,1463,1166,211,0,5885,48
20190314T04-07,1451,1166,207,0,5274,55
20190314T03-07,1451,1165,216,0,5040,92
20190314T02-07,1450,1164,219,0,4936,132
20190314T01-07,1441,1163,215,0,4956,239
20190314T00-07,1429,1163,212,0,4878,222
20190313T23-07,1425,1163,210,0,6054,259
20190313T22-07,1498,1161,218,0,7569,291
20190313T21-07,1522,1161,219,0,8580,315
20190313T20-07,1469,1160,216,0,8413,386
20190313T19-07,1465,1158,215,1,7378,343
20190313T18-07,1463,1158,216,3,6791,373
20190313T17-07,1450,1157,223,4,5734,439
20190313T16-07,1355,1159,222,5,5269,542
20190313T15-07,1271,1160,214,4,5210,550
20190313T14-07,1218,1162,218,3,5428,585
20190313T13-07,1205,1162,215,3,5982,631
20190313T12-07,1126,1171,221,2,6193,770
20190313T11-07,1036,1174,215,3,7060,1036
20190313T10-07,1207,1176,220,3,7674,1274
20190313T09-07,1202,1177,214,2,8665,1410
20190313T08-07,1181,1176,218,0,8891,1662
20190313T07-07,1091,1175,217,0,7870,1940
20190313T06-07,1125,1175,209,0,5832,2009
20190313T05-07,1178,1175,211,0,4901,1977
20190313T04-07,1134,1175,211,0,4639,1992
20190313T03-07,1002,1173,208,0,4218,2294
20190313T02-07,1002,1165,207,0,4160,2427
20190313T01-07,1056,1163,208,0,4251,2460
20190313T00-07,1033,1165,210,0,5148,2503
20190312T23-07,997,1165,209,0,5437,2560
20190312T22-07,1041,1164,221,0,6545,2510
20190312T21-07,1188,1163,226,0,7250,2410
20190312T20-07,1189,1164,221,0,7210,2455
20190312T19-07,1177,1164,224,1,6695,2535
20190312T18-07,1094,1163,222,2,6191,2512
20190312T17-07,1043,1157,227,3,5287,2576
20190312T16-07,886,1156,221,2,5072,2625
20190312T15-07,924,1157,223,4,5074,2636
20190312T14-07,893,1158,216,3,5345,2590
20190312T13-07,995,1162,214,3,5554,2471
20190312T12-07,972,1163,211,2,5701,2313
20190312T11-07,1007,1161,216,0,6550,1554
20190312T10-07,1141,1162,208,0,7566,1011
20190312T09-07,1113,1162,221,0,8690,641
20190312T08-07,1207,1159,227,0,9183,400
20190312T07-07,1299,1162,231,0,8831,202
20190312T06-07,1280,1164,224,0,7484,79
20190312T05-07,1281,1164,220,0,6198,80
20190312T04-07,1281,1165,217,0,5780,119
20190312T03-07,1282,1164,220,0,5540,117
20190312T02-07,1317,1163,218,0,5576,140
20190312T01-07,1340,1166,216,0,5718,48
20190312T00-07,1241,1163,203,0,5704,43
20190311T23-07,1240,1162,215,0,6198,57
20190311T22-07,1197,1162,231,0,7115,54
20190311T21-07,1136,1160,230,0,8265,50
20190311T20-07,1129,1158,232,0,8405,57
20190311T19-07,1122,1158,230,0,8072,67
20190311T18-07,1099,1161,231,3,7596,91
20190311T17-07,1109,1162,232,4,6090,68
20190311T16-07,1105,1162,234,4,5854,74
20190311T15-07,1096,1161,226,4,5985,74
20190311T14-07,1108,1158,225,4,6312,45
20190311T13-07,1117,1161,215,4,6623,20
20190311T12-07,1117,1165,214,4,7134,11
20190311T11-07,1123,1165,224,4,7635,14
20190311T10-07,1139,1166,231,4,8248,7
20190311T09-07,1162,1165,228,2,9265,3
20190311T08-07,1163,1166,229,0,9702,3
20190311T07-07,1162,1164,226,0,9251,3
20190311T06-07,1152,1165,224,0,7640,2
20190311T05-07,1133,1165,218,0,6628,5
20190311T04-07,1137,1160,219,0,6228,12
20190311T03-07,1140,1160,212,0,5960,7
20190311T02-07,1143,1162,217,0,5808,8
20190311T01-07,1149,1166,214,0,5946,6
20190311T00-07,1129,1166,210,0,6136,39
20190310T23-07,1141,1164,210,0,6733,16
20190310T22-07,1146,1165,212,0,7123,80
20190310T21-07,1119,1164,209,0,7544,150
20190310T20-07,1139,1164,208,0,7401,87
20190310T19-07,1124,1163,214,0,6660,6
20190310T18-07,1115,1159,210,0,6009,2
20190310T17-07,1107,1158,212,1,5876,2
20190310T16-07,1109,1159,210,1,5905,13
20190310T15-07,1085,1159,214,2,6049,14
20190310T14-07,1099,1160,212,2,6400,4
20190310T13-07,1126,1162,210,1,6803,1
20190310T12-07,1128,1163,211,0,7347,1
20190310T11-07,1131,1163,210,0,7807,0
20190310T10-07,1132,1163,203,0,8356,1
20190310T09-07,1129,1164,209,0,8632,2
20190310T08-07,1131,1166,208,0,8393,2
20190310T07-07,1128,1165,211,0,7704,2
20190310T06-07,972,1165,213,0,7141,3
20190310T05-07,829,1164,200,0,6693,5
20190310T04-07,684,1164,207,0,6389,5
20190310T03-07,641,1164,207,0,6298,2
20190310T01-08,632,1163,204,0,6436,2
20190310T00-08,622,1163,201,0,7443,1
20190309T23-08,619,1166,201,0,8282,0
20190309T22-08,635,1166,207,0,9166,1
20190309T21-08,625,1164,220,0,9896,1
20190309T20-08,609,1163,210,0,9747,9
20190309T19-08,597,1161,206,0,9535,22
20190309T18-08,536,1160,206,0,8686,36
20190309T17-08,534,1158,204,1,7866,60
20190309T16-08,536,1159,212,1,7526,69
20190309T15-08,536,1158,208,2,7466,107
20190309T14-08,536,1159,215,3,7698,121
20190309T13-08,556,1162,213,2,8074,117
20190309T12-08,558,1162,217,2,8550,102
20190309T11-08,561,1162,204,2,9011,148
20190309T10-08,563,1163,216,4,9774,181
20190309T09-08,566,1165,210,2,10063,241
20190309T08-08,566,1167,212,0,9898,174
20190309T07-08,568,1166,206,0,9402,139
20190309T06-08,557,1168,204,0,8376,75
20190309T05-08,531,1167,206,0,8450,62
20190309T04-08,534,1168,205,0,8011,45
20190309T03-08,530,1168,198,0,7842,26
20190309T02-08,525,1168,210,0,7936,16
20190309T01-08,541,1168,212,0,8203,10
20190309T00-08,544,1167,214,0,8221,3
20190308T23-08,559,1168,228,0,8929,3
20190308T22-08,641,1167,231,0,9366,3
20190308T21-08,640,1169,236,0,10027,3
20190308T20-08,639,1171,228,0,10122,8
20190308T19-08,639,1170,191,0,10053,60
20190308T18-08,595,1171,204,0,9334,103
20190308T17-08,586,1171,220,2,8542,130
20190308T16-08,587,1171,221,4,7768,154
20190308T15-08,587,1171,221,2,7680,225
20190308T14-08,588,1172,229,3,8023,271
20190308T13-08,588,1172,230,3,8123,323
20190308T12-08,592,1172,233,4,8362,360
20190308T11-08,593,1174,234,4,8896,350
20190308T10-08,594,1174,232,3,9250,352
20190308T09-08,572,1173,226,2,9816,350
20190308T08-08,569,1176,233,0,10132,385
20190308T07-08,580,1174,238,0,10125,357
20190308T06-08,603,1170,229,0,8912,293
20190308T05-08,609,1169,222,0,7551,303
20190308T04-08,544,1170,226,0,7047,401
20190308T03-08,546,1170,224,0,6767,525
20190308T02-08,544,1169,220,0,6625,532
20190308T01-08,554,1169,223,0,6911,366
20190308T00-08,501,1172,215,0,6931,361
20190307T23-08,547,1173,221,0,7601,379
20190307T22-08,532,1171,226,0,9287,456
20190307T21-08,565,1170,223,0,10155,495
20190307T20-08,612,1169,230,0,10518,454
20190307T19-08,480,1169,218,0,10543,452
20190307T18-08,468,1169,222,0,9973,453
20190307T17-08,545,1170,215,3,8902,482
20190307T16-08,540,1169,213,4,8670,616
20190307T15-08,469,1168,218,4,8382,731
20190307T14-08,536,1168,215,4,8450,683
20190307T13-08,555,1169,210,4,8589,725
20190307T12-08,529,1170,212,4,8805,686
20190307T11-08,533,1169,209,4,9287,637
20190307T10-08,458,1155,212,3,9850,761
20190307T09-08,508,1158,220,1,10144,912
20190307T08-08,502,1165,219,0,10671,878
20190307T07-08,386,1165,219,0,10560,823
20190307T06-08,390,1167,212,0,8711,1007
20190307T05-08,393,1168,205,0,7527,1192
20190307T04-08,501,1168,207,0,6936,1263
20190307T03-08,425,1169,203,0,6589,1439
20190307T02-08,327,1168,207,0,6371,1618
20190307T01-08,370,1166,207,0,6630,1628
20190307T00-08,606,1163,204,0,6961,1009
20190306T23-08,842,1163,207,0,7368,1035
20190306T22-08,857,1165,227,0,8775,712
20190306T21-08,989,1166,222,0,9495,539
20190306T20-08,1081,1164,223,0,10234,314
20190306T19-08,1101,1165,221,0,10263,339
20190306T18-08,1132,1165,222,0,10434,226
20190306T17-08,1128,1166,220,1,9786,225
20190306T16-08,1123,1166,224,1,9682,145
20190306T15-08,1120,1164,221,1,9378,69
20190306T14-08,1034,1164,226,2,9354,14
20190306T13-08,1033,1164,227,1,9437,11
20190306T12-08,1035,1175,225,0,9420,2
20190306T11-08,1037,1176,221,0,9811,3
20190306T10-08,1035,1177,226,0,10047,2
20190306T09-08,1042,1175,222,0,10486,1
20190306T08-08,1137,1167,226,0,10645,1
20190306T07-08,1134,1166,227,0,10486,2
20190306T06-08,980,1167,224,0,9049,5
20190306T05-08,797,1168,219,0,8012,3
20190306T04-08,627,1166,214,0,7414,3
20190306T03-08,605,1165,220,0,7246,4
20190306T02-08,588,1166,218,0,7376,5
20190306T01-08,627,1165,211,0,7513,6
20190306T00-08,627,1163,215,0,7385,4
20190305T23-08,626,1160,204,0,8216,3
20190305T22-08,628,1161,219,0,9315,28
20190305T21-08,628,1161,222,0,10238,39
20190305T20-08,631,1165,214,0,10537,6
20190305T19-08,625,1166,214,0,10266,2
20190305T18-08,536,1165,209,0,9530,6
20190305T17-08,532,1164,220,0,8557,6
20190305T16-08,531,1168,226,0,8183,17
20190305T15-08,532,1167,218,0,7842,19
20190305T14-08,536,1169,220,0,7999,3
20190305T13-08,532,1168,208,0,8251,2
20190305T12-08,590,1167,216,0,8471,11
20190305T11-08,636,1170,217,0,9065,11
20190305T10-08,634,1171,202,0,9584,1
20190305T09-08,637,1170,198,0,10290,3
20190305T08-08,638,1173,194,0,10927,5
20190305T07-08,639,1172,184,0,10617,5
20190305T06-08,638,1171,190,0,9482,6
20190305T05-08,639,1171,184,0,8324,5
20190305T04-08,638,1172,181,0,7712,6
20190305T03-08,629,1170,180,0,7541,2
20190305T02-08,530,1169,182,0,7313,3
20190305T01-08,542,1167,182,0,7337,7
20190305T00-08,775,1168,177,0,7018,7
20190304T23-08,786,1164,182,0,7384,3
20190304T22-08,791,1161,184,0,8767,11
20190304T21-08,791,1163,188,0,9435,16
20190304T20-08,837,1165,185,0,9718,22
20190304T19-08,792,1164,190,0,9694,20
20190304T18-08,768,1164,207,0,8764,32
20190304T17-08,765,1164,212,0,7768,47
20190304T16-08,765,1166,213,1,7241,34
20190304T15-08,766,1167,217,4,7369,18
20190304T14-08,765,1166,216,3,7290,9
20190304T13-08,776,1164,224,2,7691,15
20190304T12-08,889,1166,223,2,8323,13
20190304T11-08,895,1166,214,1,8900,14
20190304T10-08,899,1162,219,1,9643,7
20190304T09-08,903,1165,223,1,10171,3
20190304T08-08,905,1169,220,0,10545,5
20190304T07-08,897,1170,225,0,10289,18
20190304T06-08,800,1169,219,0,8498,23
20190304T05-08,781,1171,212,0,7386,13
20190304T04-08,725,1172,178,0,6733,17
20190304T03-08,712,1169,182,0,6406,17
20190304T02-08,702,1170,182,0,6366,21
20190304T01-08,690,1170,179,0,6321,35
20190304T00-08,728,1166,199,0,6494,50
20190303T23-08,740,1167,210,0,6918,61
20190303T22-08,745,1167,210,0,7930,65
20190303T21-08,743,1165,209,0,8245,79
20190303T20-08,705,1166,209,0,8271,88
20190303T19-08,723,1164,204,0,8082,108
20190303T18-08,576,1163,214,0,7495,196
20190303T17-08,609,1160,199,1,6822,249
20190303T16-08,629,1161,205,1,6453,249
20190303T15-08,675,1164,203,1,6218,247
20190303T14-08,720,1163,212,2,6469,292
20190303T13-08,719,1162,211,2,6684,297
20190303T12-08,749,1159,212,2,7388,300
20190303T11-08,781,1162,210,1,7888,282
20190303T10-08,749,1164,214,1,8379,318
20190303T09-08,681,1165,214,1,8555,379
20190303T08-08,698,1163,214,0,8257,291
20190303T07-08,737,1161,213,0,7699,169
20190303T06-08,661,1162,213,0,6958,198
20190303T05-08,661,1162,212,0,6188,272
20190303T04-08,789,1159,210,0,6129,192
20190303T03-08,683,1160,214,0,6179,132
20190303T02-08,623,1162,214,0,6054,95
20190303T01-08,602,1161,213,0,5990,91
20190303T00-08,591,1160,213,0,6304,105
20190302T23-08,591,1158,213,0,6698,84
20190302T22-08,586,1160,219,0,7373,71
20190302T21-08,593,1159,220,0,7651,43
20190302T20-08,600,1157,221,0,8037,42
20190302T19-08,605,1155,226,0,7807,95
20190302T18-08,562,1159,213,0,7404,118
20190302T17-08,604,1152,223,3,6460,86
20190302T16-08,620,1091,224,3,6133,59
20190302T15-08,629,974,220,4,6134,50
20190302T14-08,633,890,220,4,6550,48
20190302T13-08,633,767,217,4,7097,36
20190302T12-08,639,825,224,4,7534,36
20190302T11-08,640,966,224,4,7973,72
20190302T10-08,635,1109,223,4,8553,137
20190302T09-08,642,1115,223,3,8843,74
20190302T08-08,643,1148,228,2,9086,11
20190302T07-08,643,1152,227,0,8103,11
20190302T06-08,641,1153,219,0,7256,10
20190302T05-08,642,1153,213,0,6666,6
20190302T04-08,640,1154,212,0,6428,3
20190302T03-08,641,1154,217,0,6178,1
20190302T02-08,638,1155,212,0,5963,0
20190302T01-08,641,1156,214,0,5974,0
20190302T00-08,640,1154,213,0,6040,0
20190301T23-08,639,1158,207,0,6374,0
20190301T22-08,638,1158,218,0,7561,1
20190301T21-08,639,1158,218,0,7960,3
20190301T20-08,637,1156,225,0,8206,2
20190301T19-08,637,1150,220,0,7581,1
20190301T18-08,635,1151,224,0,7007,0
20190301T17-08,630,1153,203,1,6546,4
20190301T16-08,631,1155,194,2,6339,19
20190301T15-08,630,1156,189,1,6129,19
20190301T14-08,630,1157,194,2,6264,13
20190301T13-08,632,1159,195,3,6764,17
20190301T12-08,635,1160,182,1,7404,12
20190301T11-08,635,1159,148,2,8007,18
20190301T10-08,641,1161,155,2,8426,30
20190301T09-08,640,1161,158,3,8759,12
20190301T08-08,643,1161,157,1,8938,27
20190301T07-08,645,1161,153,0,8535,41
20190301T06-08,635,1161,143,0,7314,42
20190301T05-08,617,1163,137,0,6419,47
20190301T04-08,642,1162,138,0,6038,18
20190301T03-08,640,1161,140,0,5913,6
20190301T02-08,640,1163,139,0,5839,9
20190301T01-08,635,1162,136,0,5901,4
20190301T00-08,611,1162,164,0,5604,3
20190228T23-08,640,1160,175,0,6211,3
20190228T22-08,638,1161,185,0,7231,5
20190228T21-08,636,1161,185,0,7863,4
20190228T20-08,638,1164,186,0,8003,4
20190228T19-08,637,1165,186,0,8312,3
20190228T18-08,635,1164,183,0,7730,10
20190228T17-08,634,1164,186,1,7124,10
20190228T16-08,634,1160,186,3,6219,6
20190228T15-08,636,1157,181,0,5983,8
20190228T14-08,637,1157,181,0,6063,31
20190228T13-08,642,1159,177,2,6464,41
20190228T12-08,649,1164,180,4,7191,26
20190228T11-08,654,1165,178,3,7480,31
20190228T10-08,649,1166,180,1,8433,49
20190228T09-08,651,1168,179,0,8963,78
20190228T08-08,648,1167,181,0,9667,130
20190228T07-08,618,1164,188,0,9180,149
20190228T06-08,617,1160,185,0,7452,161
20190228T05-08,651,1161,175,0,6220,235
20190228T04-08,568,1160,174,0,5692,365
20190228T03-08,551,1159,175,0,5220,506
20190228T02-08,549,1159,174,0,5003,627
20190228T01-08,546,1159,174,0,5129,662
20190228T00-08,559,1161,176,0,5120,599
20190227T23-08,596,1160,177,0,6348,530
20190227T22-08,587,1166,173,0,8650,651
20190227T21-08,612,1165,180,0,9360,614
20190227T20-08,627,1161,179,0,9557,520
20190227T19-08,605,1155,180,0,10164,177
20190227T18-08,594,1155,180,0,9388,169
20190227T17-08,581,1157,180,1,7797,135
20190227T16-08,578,1157,182,2,6781,27
20190227T15-08,564,1157,178,3,6880,7
20190227T14-08,561,1158,180,3,6986,33
20190227T13-08,567,1156,182,2,7551,62
20190227T12-08,569,1156,177,3,7604,145
20190227T11-08,578,1157,178,1,7732,292
20190227T10-08,585,1158,183,0,8141,288
20190227T09-08,559,1159,177,0,8925,129
20190227T08-08,551,1159,182,0,9619,89
20190227T07-08,539,1160,180,0,9728,134
20190227T06-08,370,1160,180,0,7086,352
20190227T05-08,353,1160,175,0,5213,550
20190227T04-08,483,1161,177,0,5141,571
20190227T03-08,520,1160,177,0,5014,677
20190227T02-08,427,1159,174,0,5073,872
20190227T01-08,354,1161,175,0,5035,1248
20190227T00-08,350,1161,186,0,5143,1345
20190226T23-08,353,1162,186,0,6321,1177
20190226T22-08,650,1160,196,0,8152,1186
20190226T21-08,796,1159,196,0,8932,1049
20190226T20-08,853,1159,196,0,9298,953
20190226T19-08,882,1161,193,0,9156,933
20190226T18-08,820,1160,195,0,8519,990
20190226T17-08,635,1160,196,0,7687,1089
20190226T16-08,642,1161,197,0,6685,1160
20190226T15-08,612,1165,194,0,6728,1017
20190226T14-08,643,1163,191,0,6594,851
20190226T13-08,768,1163,192,0,6518,627
20190226T12-08,817,1158,195,0,7420,574
20190226T11-08,843,1159,192,0,7726,447
20190226T10-08,857,1161,195,0,8519,244
20190226T09-08,881,1166,195,0,9011,201
20190226T08-08,881,1166,195,0,9493,178
20190226T07-08,880,1166,205,0,9020,126
20190226T06-08,879,1165,195,0,7056,57
20190226T05-08,868,1165,186,0,5481,65
20190226T04-08,827,1165,188,0,4934,112
20190226T03-08,828,1165,188,0,4704,172
20190226T02-08,826,1166,180,0,4599,216
20190226T01-08,829,1167,173,0,4888,285
20190226T00-08,816,1166,182,0,6100,391
20190225T23-08,823,1164,186,0,6845,448
20190225T22-08,899,1165,198,0,7695,406
20190225T21-08,896,1164,199,0,8361,394
20190225T20-08,897,1162,195,0,9119,355
20190225T19-08,901,1162,194,0,9586,309
20190225T18-08,900,1163,191,0,8814,234
20190225T17-08,897,1162,197,0,7835,154
20190225T16-08,851,1162,198,0,6998,242
20190225T15-08,844,1161,196,0,6659,368
20190225T14-08,841,1160,193,1,6499,521
20190225T13-08,810,1159,198,1,6657,677
20190225T12-08,789,1161,198,2,6674,855
20190225T11-08,783,1160,189,2,6807,1126
20190225T10-08,641,1159,185,2,7385,1332
20190225T09-08,715,1161,209,1,8186,1375
20190225T08-08,748,1162,205,0,8608,1301
20190225T07-08,730,1162,191,0,8212,958
20190225T06-08,697,1158,202,0,7095,726
20190225T05-08,790,1156,200,0,6306,387
20190225T04-08,748,1159,198,0,5855,245
20190225T03-08,789,1162,199,0,5714,160
20190225T02-08,791,1164,199,0,5664,86
20190225T01-08,791,1166,203,0,5723,47
20190225T00-08,794,1164,202,0,5771,21
20190224T23-08,802,1167,201,0,6278,53
20190224T22-08,887,1169,200,0,7870,108
20190224T21-08,891,1169,200,0,8515,175
20190224T20-08,893,1168,196,0,8779,231
20190224T19-08,887,1163,196,0,8913,303
20190224T18-08,885,1160,196,0,8507,428
20190224T17-08,841,1161,200,0,7551,499
20190224T16-08,824,1159,194,0,7343,435
20190224T15-08,793,1159,198,1,7196,433
20190224T14-08,791,1158,197,1,7173,384
20190224T13-08,785,1158,194,1,7381,262
20190224T12-08,786,1156,194,3,7693,101
20190224T11-08,789,1157,195,2,7900,79
20190224T10-08,794,1159,189,4,8011,118
20190224T09-08,794,1160,185,2,7903,224
20190224T08-08,754,1160,184,0,7478,218
20190224T07-08,696,1161,183,0,7008,207
20190224T06-08,635,1163,186,0,6302,262
20190224T05-08,621,1164,191,0,5784,338
20190224T04-08,607,1162,195,0,5575,398
20190224T03-08,629,1160,198,0,5321,514
20190224T02-08,743,1152,192,0,5402,391
20190224T01-08,772,1156,173,0,5602,350
20190224T00-08,870,1158,161,0,6965,269
20190223T23-08,849,1164,166,0,7683,230
20190223T22-08,871,1161,207,0,8552,200
20190223T21-08,888,1162,211,0,9325,152
20190223T20-08,891,1164,206,0,9926,114
20190223T19-08,922,1162,201,0,10345,37
20190223T18-08,932,1164,204,0,9767,28
20190223T17-08,925,1162,212,1,8313,3
20190223T16-08,919,1162,208,1,7552,8
20190223T15-08,922,1166,210,1,7485,29
20190223T14-08,923,1163,210,2,7485,92
20190223T13-08,926,1164,210,1,7850,110
20190223T12-08,899,1160,212,1,8261,154
20190223T11-08,900,1158,219,1,8523,306
20190223T10-08,882,1159,218,1,8959,416
20190223T09-08,799,1161,218,2,9112,649
20190223T08-08,781,1161,221,0,8458,973
20190223T07-08,766,1167,234,0,8097,850
20190223T06-08,732,1167,227,0,7410,1003
20190223T05-08,721,1166,216,0,6783,1261
20190223T04-08,720,1164,211,0,6602,1291
20190223T03-08,729,1165,217,0,6302,1522
20190223T02-08,770,1164,210,0,6613,1318
20190223T01-08,779,1169,213,0,7063,1281
20190223T00-08,759,1169,212,0,7059,1322
20190222T23-08,1128,1169,213,0,7497,1306
20190222T22-08,1250,1169,223,0,9058,1238
20190222T21-08,1366,1167,219,0,9597,1142
20190222T20-08,1271,1166,224,0,10451,1066
20190222T19-08,1412,1161,212,0,10559,957
20190222T18-08,1426,1147,207,0,10626,863
20190222T17-08,1400,1148,216,2,9523,915
20190222T16-08,1355,1149,218,4,8659,746
20190222T15-08,1340,1151,224,4,8390,556
20190222T14-08,1295,1157,231,4,8639,495
20190222T13-08,1336,1160,228,3,8704,555
20190222T12-08,1268,1161,233,4,8842,593
20190222T11-08,1285,1161,230,4,9053,542
20190222T10-08,1247,1162,220,4,10271,479
20190222T09-08,1254,1161,225,2,10804,414
20190222T08-08,1396,1164,217,1,10812,389
20190222T07-08,1368,1162,215,0,10528,322
20190222T06-08,1351,1163,206,0,8805,289
20190222T05-08,1368,1164,207,0,7844,227
20190222T04-08,1340,1165,208,0,7444,160
20190222T03-08,1365,1164,205,0,7361,146
20190222T02-08,1421,1165,203,0,7382,115
20190222T01-08,1417,1162,200,0,7550,96
20190222T00-08,1405,1161,209,0,7592,66
20190221T23-08,1418,1156,207,0,8659,42
20190221T22-08,1429,1156,220,0,9493,38
20190221T21-08,1441,1157,216,0,10141,16
20190221T20-08,1436,1157,221,0,10125,8
20190221T19-08,1434,1158,222,0,10163,7
20190221T18-08,1345,1156,218,0,9514,13
20190221T17-08,1253,1154,222,0,8667,13
20190221T16-08,1216,1156,221,1,7564,0
20190221T15-08,1169,1157,222,1,7366,9
20190221T14-08,1104,1153,224,1,7516,29
20190221T13-08,1082,1154,221,1,7788,37
20190221T12-08,1085,1156,223,1,8200,60
20190221T11-08,1066,1155,216,0,8848,62
