,natural gas,nuclear,other,solar,hydro,wind
20181007T08-07,1443,1162,192,0,4196,337
20181007T07-07,1422,1165,198,0,3929,367
20181007T06-07,1347,1163,202,0,3661,378
20181007T05-07,1339,1163,194,0,3329,406
20181007T04-07,1394,1162,198,0,3282,383
20181007T03-07,1414,1162,203,0,3225,381
20181007T02-07,1386,1161,195,0,3218,466
20181007T01-07,1364,1160,198,0,3191,521
20181007T00-07,1361,1158,198,0,3337,477
20181006T23-07,1366,1158,200,0,3449,564
20181006T22-07,1392,1157,210,0,3906,514
20181006T21-07,1431,1155,209,0,4366,423
20181006T20-07,1463,1152,214,0,4834,371
20181006T19-07,1476,1154,208,0,4593,310
20181006T18-07,1470,1154,211,2,3914,253
20181006T17-07,1469,1155,210,4,3837,152
20181006T16-07,1467,1156,210,4,3829,111
20181006T15-07,1468,1156,209,4,4043,65
20181006T14-07,1468,1156,210,3,4432,51
20181006T13-07,1473,1157,210,3,4661,40
20181006T12-07,1472,1157,212,1,4947,33
20181006T11-07,1481,1158,216,1,5027,32
20181006T10-07,1495,1158,209,2,5107,35
20181006T09-07,1502,1158,213,0,4945,83
20181006T08-07,1502,1157,210,0,4761,119
20181006T07-07,1481,1158,204,0,4458,150
20181006T06-07,1434,1157,206,0,3960,170
20181006T05-07,1384,1158,201,0,3497,212
20181006T04-07,1351,1159,199,0,3405,234
20181006T03-07,1421,1158,201,0,3489,226
20181006T02-07,1494,1160,198,0,3626,189
20181006T01-07,1487,1159,193,0,3770,151
20181006T00-07,1447,1159,193,0,4005,190
20181005T23-07,1444,1160,197,0,4722,248
20181005T22-07,1466,1158,205,0,5211,255
20181005T21-07,1465,1159,203,0,5663,272
20181005T20-07,1469,1159,203,0,5867,241
20181005T19-07,1488,1159,201,0,5836,107
20181005T18-07,1504,1159,203,0,5858,58
20181005T17-07,1484,1159,199,0,5471,104
20181005T16-07,1483,1161,195,1,5566,109
20181005T15-07,1515,1160,196,2,5580,104
20181005T14-07,1484,1161,197,1,5526,163
20181005T13-07,1411,1161,204,1,5737,222
20181005T12-07,1419,1161,234,1,5901,183
20181005T11-07,1468,1162,243,2,6013,119
20181005T10-07,1479,1163,244,1,6433,115
20181005T09-07,1477,1166,244,2,6412,177
20181005T08-07,1465,1168,247,1,6460,305
20181005T07-07,1452,1167,240,0,5960,486
20181005T06-07,1377,1166,235,0,4927,704
20181005T05-07,1344,1164,229,0,4005,770
20181005T04-07,1256,1165,231,0,3543,936
20181005T03-07,1276,1166,229,0,3223,1103
20181005T02-07,1363,1166,232,0,3002,1161
20181005T01-07,1252,1164,228,0,3068,1141
20181005T00-07,1232,1161,231,0,3188,1171
20181004T23-07,1272,1162,229,0,3977,1324
20181004T22-07,1349,1161,238,0,4653,1440
20181004T21-07,1390,1160,242,0,5256,1508
20181004T20-07,1301,1159,239,0,5322,1559
20181004T19-07,1348,1157,243,0,5010,1463
20181004T18-07,1381,1156,235,1,4960,1103
20181004T17-07,1379,1154,234,3,4686,838
20181004T16-07,1434,1155,236,3,4826,662
20181004T15-07,1388,1157,223,2,4900,408
20181004T14-07,1436,1156,219,3,5170,198
20181004T13-07,1471,1159,222,3,5501,37
20181004T12-07,1437,1161,218,2,5803,20
20181004T11-07,1474,1160,217,1,6027,25
20181004T10-07,1534,1162,218,0,6387,24
20181004T09-07,1521,1164,216,0,6405,45
20181004T08-07,1527,1161,224,0,6576,43
20181004T07-07,1527,1162,237,0,6371,33
20181004T06-07,1498,1165,233,0,5506,28
20181004T05-07,1497,1165,227,0,3869,40
20181004T04-07,1464,1165,229,0,3552,76
20181004T03-07,1478,1164,224,0,3534,60
20181004T02-07,1462,1164,221,0,3633,58
20181004T01-07,1472,1163,220,0,3826,62
20181004T00-07,1466,1162,222,0,4239,45
20181003T23-07,1445,1169,221,0,4918,47
20181003T22-07,1467,1171,218,0,5920,77
20181003T21-07,1454,1169,213,0,6317,204
20181003T20-07,1449,1170,221,0,6230,350
20181003T19-07,1445,1169,212,0,6073,313
20181003T18-07,1449,1170,209,0,5751,297
20181003T17-07,1447,1169,207,1,5052,262
20181003T16-07,1445,1160,199,1,4724,251
20181003T15-07,1449,1160,198,2,4908,287
20181003T14-07,1450,1161,209,2,4859,358
20181003T13-07,1441,1161,215,3,4649,431
20181003T12-07,1386,1162,214,3,4730,344
20181003T11-07,1428,1162,217,2,5165,252
20181003T10-07,1392,1165,208,3,5823,205
20181003T09-07,1378,1167,209,2,6401,244
20181003T08-07,1451,1166,211,0,6707,160
20181003T07-07,1495,1166,213,0,6288,56
20181003T06-07,1516,1164,205,0,5011,20
20181003T05-07,1485,1165,203,0,3685,32
20181003T04-07,1386,1164,201,0,3452,171
20181003T03-07,1379,1161,204,0,3499,292
20181003T02-07,1374,1158,196,0,3833,505
20181003T01-07,1195,1159,196,0,4188,807
20181003T00-07,1102,1158,160,0,4017,1294
20181002T23-07,734,1158,162,0,3781,1793
20181002T22-07,687,1155,174,0,4158,2131
20181002T21-07,712,1153,175,0,4784,2269
20181002T20-07,680,1148,170,0,5306,2327
20181002T19-07,986,1144,170,0,4872,2476
20181002T18-07,1095,1141,171,0,4932,2490
20181002T17-07,1076,1140,172,0,4782,2488
20181002T16-07,1159,1138,188,2,4572,2504
20181002T15-07,1068,1135,191,3,3988,2528
20181002T14-07,1176,1135,193,3,4226,2505
20181002T13-07,1264,1138,196,3,3957,2458
20181002T12-07,1246,1141,197,1,3865,2204
20181002T11-07,1310,1144,206,1,4328,1694
20181002T10-07,1279,1145,192,0,5032,1362
20181002T09-07,1254,1148,219,0,5687,1201
20181002T08-07,1328,1148,230,0,5754,1194
20181002T07-07,1434,1148,231,0,5339,923
20181002T06-07,1413,1147,230,0,3953,850
20181002T05-07,1409,1147,220,0,3321,812
20181002T04-07,1298,1147,223,0,3002,831
20181002T03-07,1313,1148,221,0,3054,735
20181002T02-07,1321,1151,223,0,3256,589
20181002T01-07,1326,1149,222,0,3341,596
20181002T00-07,1386,1147,227,0,3589,551
20181001T23-07,1447,1146,223,0,4228,456
20181001T22-07,1513,1146,243,0,5650,474
20181001T21-07,1520,1147,234,0,6609,430
20181001T20-07,1519,1146,234,0,6931,306
20181001T19-07,1521,1147,230,0,6793,198
20181001T18-07,1515,1145,195,0,6747,133
20181001T17-07,1512,1145,198,0,6435,102
20181001T16-07,1516,1146,197,1,6082,80
20181001T15-07,1517,1146,194,2,6015,63
20181001T14-07,1522,1148,201,1,5945,20
20181001T13-07,1522,1150,195,2,5745,8
20181001T12-07,1527,1154,197,2,5742,29
20181001T11-07,1536,1154,200,1,5733,15
20181001T10-07,1538,1156,191,1,5933,6
20181001T09-07,1531,1158,185,0,6221,5
20181001T08-07,1535,1161,189,0,6259,3
20181001T07-07,1538,1161,193,0,5802,18
20181001T06-07,1518,1160,188,0,3982,36
20181001T05-07,1492,1161,183,0,3403,52
20181001T04-07,1492,1161,178,0,3215,38
20181001T03-07,1494,1161,181,0,3241,8
20181001T02-07,1491,1161,197,0,3268,4
20181001T01-07,1491,1160,230,0,3376,5
20181001T00-07,1486,1160,226,0,3736,5
20180930T23-07,1484,1160,222,0,4213,21
20180930T22-07,1488,1160,220,0,5174,32
20180930T21-07,1484,1158,225,0,5666,55
20180930T20-07,1481,1158,219,0,5862,40
20180930T19-07,1475,1156,221,0,5699,45
20180930T18-07,1471,1157,217,1,5528,40
20180930T17-07,1471,1157,216,3,5340,63
20180930T16-07,1469,1160,216,3,5239,84
20180930T15-07,1473,1159,209,3,5001,114
20180930T14-07,1471,1160,219,2,4849,208
20180930T13-07,1476,1160,220,2,4734,266
20180930T12-07,1477,1162,215,1,4887,234
20180930T11-07,1476,1162,220,2,4892,286
20180930T10-07,1480,1161,216,3,4789,235
20180930T09-07,1478,1161,216,3,4768,126
20180930T08-07,1472,1161,218,0,4607,119
20180930T07-07,1485,1160,215,0,4410,142
20180930T06-07,1445,1160,221,0,3904,226
20180930T05-07,1388,1159,220,0,3613,342
20180930T04-07,1415,1159,225,0,3682,304
20180930T03-07,1256,1159,224,0,3530,415
20180930T02-07,1204,1157,221,0,3640,641
20180930T01-07,1218,1158,219,0,3863,788
20180930T00-07,1233,1157,214,0,4179,820
20180929T23-07,1216,1157,215,0,4365,982
20180929T22-07,1303,1156,224,0,5898,953
20180929T21-07,1371,1153,226,0,6500,770
20180929T20-07,1367,1152,226,0,6732,958
20180929T19-07,1361,1151,229,0,6684,1018
20180929T18-07,1300,1150,231,2,5534,1259
20180929T17-07,1160,1150,229,3,4665,1359
20180929T16-07,1265,1149,230,2,4825,1029
20180929T15-07,1363,1150,228,3,4682,887
20180929T14-07,1371,1150,229,2,4704,834
20180929T13-07,1467,1152,228,2,4641,723
20180929T12-07,1357,1153,225,2,4935,499
20180929T11-07,1380,1155,228,3,5162,311
20180929T10-07,1365,1157,224,4,5135,292
20180929T09-07,1382,1158,225,2,4871,229
20180929T08-07,1447,1159,229,1,4672,213
20180929T07-07,1423,1160,229,0,4397,166
20180929T06-07,1459,1160,224,0,3754,180
20180929T05-07,1455,1160,217,0,3471,182
20180929T04-07,1455,1161,212,0,3472,173
20180929T03-07,1452,1160,214,0,3484,146
20180929T02-07,1453,1159,210,0,3526,128
20180929T01-07,1452,1158,209,0,3818,78
20180929T00-07,1474,1157,204,0,4323,48
20180928T23-07,1482,1156,215,0,5167,52
20180928T22-07,1470,1156,225,0,6334,75
20180928T21-07,1460,1154,224,0,6830,146
20180928T20-07,1452,1149,220,0,6960,222
20180928T19-07,1445,1150,218,0,7015,206
20180928T18-07,1433,1149,217,1,7161,171
20180928T17-07,1429,1149,218,1,7124,169
20180928T16-07,1435,1147,221,2,6777,234
20180928T15-07,1438,1149,215,3,6484,271
20180928T14-07,1449,1149,217,3,6184,275
20180928T13-07,1454,1151,219,3,5906,308
20180928T12-07,1465,1151,219,3,6091,325
20180928T11-07,1362,1153,224,2,6360,322
20180928T10-07,1454,1153,214,2,6622,279
20180928T09-07,1491,1155,221,2,6734,147
20180928T08-07,1439,1154,221,0,6663,191
20180928T07-07,1465,1153,221,0,6167,260
20180928T06-07,1490,1153,217,0,3780,347
20180928T05-07,1466,1152,211,0,3426,353
20180928T04-07,1373,1151,211,0,3364,278
20180928T03-07,1414,1150,208,0,3393,142
20180928T02-07,1411,1151,211,0,3505,118
20180928T01-07,1454,1153,210,0,3725,63
20180928T00-07,1477,1152,210,0,4406,75
20180927T23-07,1475,1153,216,0,5148,75
20180927T22-07,1472,1152,219,0,6556,102
20180927T21-07,1429,1149,216,0,7099,143
20180927T20-07,1448,1145,216,0,7134,207
20180927T19-07,1416,1145,215,0,7123,195
20180927T18-07,1450,1145,207,2,7069,212
20180927T17-07,1446,1143,204,4,6925,217
20180927T16-07,1406,1144,210,4,6830,194
20180927T15-07,1455,1145,220,4,6706,165
20180927T14-07,1463,1146,223,3,6501,144
20180927T13-07,1464,1148,221,4,6448,121
20180927T12-07,1422,1151,225,4,6456,103
20180927T11-07,1437,1152,229,4,6433,70
20180927T10-07,1479,1157,226,4,6374,50
20180927T09-07,1500,1161,220,3,6401,34
20180927T08-07,1506,1160,226,1,6662,18
20180927T07-07,1502,1160,229,0,6274,6
20180927T06-07,1521,1158,223,0,4141,5
20180927T05-07,1522,1161,215,0,3594,4
20180927T04-07,1518,1160,218,0,3402,4
20180927T03-07,1517,1159,214,0,3437,7
20180927T02-07,1511,1159,213,0,3543,10
20180927T01-07,1504,1156,212,0,3748,20
20180927T00-07,1496,1156,212,0,4123,26
20180926T23-07,1494,1154,217,0,4738,33
20180926T22-07,1536,1159,219,0,6320,22
20180926T21-07,1526,1160,224,0,6989,5
20180926T20-07,1520,1154,220,0,7241,9
20180926T19-07,1510,1147,223,0,7169,6
20180926T18-07,1459,1148,222,2,7132,2
20180926T17-07,1459,1148,221,4,6948,1
20180926T16-07,1462,1149,223,4,6621,1
20180926T15-07,1473,1149,226,4,6554,0
20180926T14-07,1479,1149,226,4,6463,1
20180926T13-07,1508,1153,222,4,6482,1
20180926T12-07,1487,1154,224,4,6488,2
20180926T11-07,1492,1158,221,4,6582,2
20180926T10-07,1492,1159,225,4,6633,3
20180926T09-07,1495,1162,225,3,6687,4
20180926T08-07,1501,1164,228,1,7121,6
20180926T07-07,1505,1162,227,0,6831,9
20180926T06-07,1514,1162,226,0,4851,9
20180926T05-07,1488,1162,218,0,3846,13
20180926T04-07,1487,1161,220,0,3545,7
20180926T03-07,1483,1161,220,0,3494,10
20180926T02-07,1475,1158,217,0,3626,15
20180926T01-07,1483,1161,214,0,3928,21
20180926T00-07,1484,1158,219,0,4819,27
20180925T23-07,1484,1157,218,0,5710,59
20180925T22-07,1467,1154,224,0,7211,86
20180925T21-07,1447,1153,226,0,7946,147
20180925T20-07,1451,1151,223,0,7890,159
20180925T19-07,1451,1150,225,0,7879,155
20180925T18-07,1430,1150,226,3,7427,191
20180925T17-07,1424,1151,227,4,7080,209
20180925T16-07,1441,1152,224,4,6827,235
20180925T15-07,1455,1151,222,4,6869,159
20180925T14-07,1440,1153,223,4,6612,141
20180925T13-07,1403,1154,223,4,6414,66
20180925T12-07,1430,1156,216,4,6325,16
20180925T11-07,1486,1158,227,4,6450,8
20180925T10-07,1486,1161,227,4,6768,9
20180925T09-07,1495,1163,227,3,7038,9
20180925T08-07,1493,1164,222,1,7844,8
20180925T07-07,1497,1164,224,0,7410,4
20180925T06-07,1509,1163,215,0,5229,5
20180925T05-07,1508,1162,212,0,4175,5
20180925T04-07,1505,1158,213,0,3962,5
20180925T03-07,1507,1160,218,0,3894,7
20180925T02-07,1501,1159,212,0,3906,6
20180925T01-07,1489,1156,213,0,3996,8
20180925T00-07,1500,1157,212,0,4455,18
20180924T23-07,1475,1155,216,0,5051,54
20180924T22-07,1480,1152,222,0,6847,111
20180924T21-07,1554,1151,222,0,7554,138
20180924T20-07,1539,1150,219,0,7631,127
20180924T19-07,1488,1148,226,0,7396,79
20180924T18-07,1473,1151,220,3,7379,34
20180924T17-07,1458,1153,223,4,6992,22
20180924T16-07,1443,1152,226,4,6586,42
20180924T15-07,1458,1152,224,4,6397,72
20180924T14-07,1438,1153,223,4,5992,97
20180924T13-07,1441,1155,223,4,6031,137
20180924T12-07,1445,1156,230,4,6145,196
20180924T11-07,1447,1158,228,4,6292,239
20180924T10-07,1462,1160,191,4,6511,301
20180924T09-07,1437,1164,216,3,6571,457
20180924T08-07,1434,1166,229,1,7259,511
20180924T07-07,1452,1164,230,0,7100,565
20180924T06-07,1452,1164,220,0,4986,602
20180924T05-07,1373,1164,218,0,4020,570
20180924T04-07,1366,1163,220,0,3642,642
20180924T03-07,1365,1164,221,0,3522,728
20180924T02-07,1301,1162,219,0,3509,721
20180924T01-07,1199,1160,216,0,3599,867
20180924T00-07,1198,1157,220,0,3890,941
20180923T23-07,1188,1154,221,0,4489,1007
20180923T22-07,1201,1156,221,0,4981,1325
20180923T21-07,1235,1156,217,0,5516,1506
20180923T20-07,1203,1153,222,0,6035,1468
20180923T19-07,1200,1151,221,0,5530,1714
20180923T18-07,1162,1151,224,3,5342,1794
20180923T17-07,1154,1149,217,4,4758,1703
20180923T16-07,1160,1151,222,4,4635,1513
20180923T15-07,1194,1152,220,4,4558,1452
20180923T14-07,1217,1152,221,4,4614,1363
20180923T13-07,1324,1153,219,4,4935,1231
20180923T12-07,1272,1153,219,4,4776,1461
20180923T11-07,1209,1153,219,4,4524,1824
20180923T10-07,1202,1156,219,4,4272,2043
20180923T09-07,1288,1160,221,3,4475,1808
20180923T08-07,1335,1159,227,1,4404,1786
20180923T07-07,1352,1159,224,0,4150,1848
20180923T06-07,1237,1158,222,0,3583,2026
20180923T05-07,1182,1158,225,0,3345,2094
20180923T04-07,1284,1156,216,0,3252,2115
20180923T03-07,1262,1156,211,0,3364,2060
20180923T02-07,1240,1155,215,0,3396,1997
20180923T01-07,1362,1151,220,0,3326,1994
20180923T00-07,1397,1150,212,0,3823,1834
20180922T23-07,1382,1150,216,0,4158,1799
20180922T22-07,1272,1152,233,0,5342,1843
20180922T21-07,1236,1150,231,0,6283,1938
20180922T20-07,1219,1147,223,0,6315,1963
20180922T19-07,1329,1143,228,0,5806,2055
20180922T18-07,1250,1141,226,0,5092,1885
20180922T17-07,1184,1140,226,1,4994,1824
20180922T16-07,1328,1138,228,2,5173,1493
20180922T15-07,1366,1143,226,3,4938,1525
20180922T14-07,1284,1117,224,2,4771,1571
20180922T13-07,1314,1032,230,2,4769,1436
20180922T12-07,1293,949,224,2,4981,1262
20180922T11-07,1348,937,219,3,5449,1007
20180922T10-07,1348,977,225,1,5466,884
20180922T09-07,1210,1148,225,0,4955,1122
20180922T08-07,1212,1147,221,0,4543,1276
20180922T07-07,1205,1145,225,0,4052,1304
20180922T06-07,1209,1147,224,0,3669,1178
20180922T05-07,1256,1148,217,0,3586,1112
20180922T04-07,1191,1148,218,0,3346,1108
20180922T03-07,1232,1148,214,0,3827,954
20180922T02-07,1373,1148,214,0,3785,1008
20180922T01-07,1318,1146,214,0,3725,1141
20180922T00-07,1359,1148,200,0,3876,1083
20180921T23-07,1361,1148,204,0,4106,1203
20180921T22-07,1461,1149,217,0,6075,1063
20180921T21-07,1461,1146,220,0,6615,989
20180921T20-07,1375,1145,225,0,6624,893
20180921T19-07,1377,1143,228,0,6791,611
20180921T18-07,1421,1144,230,2,6998,298
20180921T17-07,1441,1144,231,4,6510,105
20180921T16-07,1456,1146,227,3,6001,42
20180921T15-07,1467,1146,226,2,6018,21
20180921T14-07,1468,1148,227,3,5792,29
20180921T13-07,1473,1150,224,3,5307,22
20180921T12-07,1477,1152,212,4,5343,4
20180921T11-07,1479,1156,212,4,5313,5
20180921T10-07,1483,1158,220,4,5397,21
20180921T09-07,1483,1161,224,3,5542,48
20180921T08-07,1486,1162,218,1,6011,79
20180921T07-07,1488,1162,217,0,6460,97
20180921T06-07,1476,1160,208,0,4437,109
20180921T05-07,1486,1161,204,0,3713,152
20180921T04-07,1485,1159,210,0,3577,202
20180921T03-07,1480,1157,199,0,3580,261
20180921T02-07,1482,1159,200,0,3564,312
20180921T01-07,1465,1156,200,0,3687,364
20180921T00-07,1358,1155,206,0,4101,396
20180920T23-07,1390,1153,212,0,4863,410
20180920T22-07,1329,1152,220,0,5882,685
20180920T21-07,1405,1150,216,0,6430,707
20180920T20-07,1330,1149,213,0,6492,755
20180920T19-07,1417,1149,198,0,6394,669
20180920T18-07,1422,1149,204,3,6282,739
20180920T17-07,1443,1150,199,4,5232,930
20180920T16-07,1415,1150,204,4,4820,1000
20180920T15-07,1417,1151,191,4,4348,933
20180920T14-07,1366,1152,193,4,4165,858
20180920T13-07,1328,1154,191,4,4250,924
20180920T12-07,1344,1156,189,4,4231,1027
20180920T11-07,1239,1157,189,4,4588,1150
20180920T10-07,1259,1157,186,4,4532,1333
20180920T09-07,1316,1159,183,3,4530,1523
20180920T08-07,1238,1160,181,1,5150,1747
20180920T07-07,1239,1159,178,0,5332,1913
20180920T06-07,1181,1158,174,0,4049,1771
20180920T05-07,1035,1158,165,0,3747,1782
20180920T04-07,1079,1158,169,0,3478,1930
20180920T03-07,1047,1158,166,0,3277,2095
20180920T02-07,990,1158,166,0,3142,2163
20180920T01-07,1043,1152,168,0,3179,1880
20180920T00-07,909,1149,168,0,3410,1742
20180919T23-07,821,1161,173,0,3647,2021
20180919T22-07,1003,1163,178,0,5259,1962
20180919T21-07,1173,1159,179,0,5745,1795
20180919T20-07,1194,1149,177,0,6036,1523
20180919T19-07,1255,1151,179,1,6472,1103
20180919T18-07,1288,1150,178,2,6242,993
20180919T17-07,1372,1150,175,3,5541,549
20180919T16-07,1476,1151,177,3,5591,287
20180919T15-07,1486,1152,177,3,5590,128
20180919T14-07,1485,1153,174,4,5513,129
20180919T13-07,1512,1155,177,4,5371,120
20180919T12-07,1516,1155,173,4,5519,151
20180919T11-07,1495,1158,177,4,5623,202
20180919T10-07,1485,1159,176,4,5685,258
20180919T09-07,1498,1162,179,3,5823,219
20180919T08-07,1508,1165,179,1,6140,238
20180919T07-07,1492,1163,177,0,6381,281
20180919T06-07,1331,1163,175,0,4736,237
20180919T05-07,1261,1163,167,0,3796,226
20180919T04-07,1257,1161,171,0,3423,195
20180919T03-07,1214,1161,172,0,3349,159
20180919T02-07,1217,1161,175,0,3518,128
20180919T01-07,1250,1160,164,0,3579,103
20180919T00-07,1261,1160,160,0,3901,58
20180918T23-07,1452,1158,161,0,4604,56
20180918T22-07,1434,1158,180,0,6650,66
20180918T21-07,1559,1155,177,0,7310,55
20180918T20-07,1541,1152,179,0,7282,49
20180918T19-07,1549,1153,178,1,7070,33
20180918T18-07,1463,1153,176,3,7034,16
20180918T17-07,1457,1152,178,4,6803,8
20180918T16-07,1470,1152,177,4,6291,3
20180918T15-07,1469,1151,177,4,6267,5
20180918T14-07,1468,1153,180,4,6102,1
20180918T13-07,1470,1154,183,4,6160,4
20180918T12-07,1471,1155,180,4,6292,22
20180918T11-07,1477,1158,186,4,6203,42
20180918T10-07,1488,1160,186,3,6536,49
20180918T09-07,1507,1163,181,3,6505,78
20180918T08-07,1520,1165,184,0,6839,129
20180918T07-07,1506,1163,189,0,6757,126
20180918T06-07,1488,1163,177,0,4636,115
20180918T05-07,1497,1162,174,0,3860,113
20180918T04-07,1499,1162,177,0,3629,103
20180918T03-07,1499,1160,176,0,3616,87
20180918T02-07,1520,1161,176,0,3723,59
20180918T01-07,1517,1161,173,0,3939,52
20180918T00-07,1501,1160,164,0,4384,43
20180917T23-07,1494,1159,170,0,4869,43
20180917T22-07,1504,1156,173,0,6660,44
20180917T21-07,1561,1157,172,0,7382,35
20180917T20-07,1546,1156,177,0,7616,12
20180917T19-07,1557,1157,180,1,7222,11
20180917T18-07,1488,1154,178,3,7212,10
20180917T17-07,1486,1152,177,4,6968,8
20180917T16-07,1482,1153,184,4,6733,9
20180917T15-07,1462,1154,179,4,6779,7
20180917T14-07,1483,1154,181,4,6276,13
20180917T13-07,1488,1157,184,4,6369,5
20180917T12-07,1473,1159,182,4,6464,2
20180917T11-07,1544,1160,186,4,6484,12
20180917T10-07,1565,1163,177,4,6555,34
20180917T09-07,1566,1164,181,4,6615,42
20180917T08-07,1579,1167,182,1,7120,65
20180917T07-07,1578,1166,183,0,6730,98
20180917T06-07,1508,1166,173,0,4604,134
20180917T05-07,1497,1163,170,0,3803,234
20180917T04-07,1495,1163,173,0,3371,322
20180917T03-07,1489,1163,171,0,3280,386
20180917T02-07,1483,1162,175,0,3498,389
20180917T01-07,1457,1161,170,0,3679,573
20180917T00-07,1442,1158,167,0,4346,740
20180916T23-07,1392,1155,168,0,4465,1050
20180916T22-07,1338,1153,172,0,5358,1226
20180916T21-07,1325,1152,169,0,6165,1209
20180916T20-07,1219,1147,172,0,6035,1519
20180916T19-07,1207,1145,197,1,5675,1802
20180916T18-07,1162,1145,203,3,5054,2050
20180916T17-07,1077,1141,203,4,4889,2038
20180916T16-07,1119,1143,207,4,4782,1908
20180916T15-07,1074,1143,209,4,4615,1959
20180916T14-07,1035,1144,217,4,4450,1927
20180916T13-07,1254,1148,212,4,4279,1685
20180916T12-07,1187,1151,216,4,4547,1244
20180916T11-07,1165,1150,217,4,4770,757
20180916T10-07,1145,1152,218,4,5349,325
20180916T09-07,1301,1155,219,3,5135,170
20180916T08-07,1299,1157,222,1,4875,195
20180916T07-07,1305,1157,223,0,4671,181
20180916T06-07,1318,1157,226,0,4361,272
20180916T05-07,1510,1158,226,0,3978,397
20180916T04-07,1514,1157,224,0,3847,498
20180916T03-07,1506,1157,223,0,3783,612
20180916T02-07,1511,1154,220,0,3786,683
20180916T01-07,1469,1156,220,0,3876,857
20180916T00-07,1466,1156,220,0,4009,922
20180915T23-07,1467,1152,223,0,4763,961
20180915T22-07,1422,1154,232,0,6291,1016
20180915T21-07,1395,1152,236,0,6624,985
20180915T20-07,1455,1150,232,0,6833,835
20180915T19-07,1456,1149,231,1,6744,827
20180915T18-07,1454,1149,235,2,6507,826
20180915T17-07,1378,1149,235,3,6238,726
20180915T16-07,1388,1149,232,4,5549,565
20180915T15-07,1430,1150,228,4,5543,319
20180915T14-07,1468,1152,233,3,5667,171
20180915T13-07,1469,1152,234,3,5574,111
20180915T12-07,1491,1153,236,1,5649,69
