,coal,natural gas,petroleum,other,solar,hydro,wind
20190110T20Z,275,259,0,54,138,652,3
20190110T19Z,275,269,0,58,137,670,1
20190110T18Z,275,282,0,57,80,667,7
20190110T17Z,274,280,0,59,28,774,13
20190110T16Z,276,281,0,58,1,782,10
20190110T15Z,276,280,0,55,0,782,16
20190110T14Z,275,277,0,58,0,804,19
20190110T13Z,276,281,0,55,0,622,32
20190110T12Z,276,271,0,57,0,547,61
20190110T11Z,276,263,0,55,0,539,66
20190110T10Z,275,263,0,56,0,535,91
20190110T09Z,275,265,0,58,0,534,193
20190110T08Z,275,269,0,58,0,563,204
20190110T07Z,275,276,0,53,0,568,227
20190110T06Z,276,277,0,57,0,572,252
20190110T05Z,374,282,0,57,0,668,264
20190110T04Z,442,281,0,54,0,719,290
20190110T03Z,283,280,0,56,0,695,342
20190110T02Z,282,281,0,54,0,696,383
20190110T01Z,275,273,0,56,2,655,420
20190110T00Z,276,281,0,58,14,620,413
20190109T23Z,276,277,0,54,37,544,419
20190109T22Z,275,273,0,55,52,536,429
20190109T21Z,275,272,0,53,59,533,529
20190109T20Z,276,271,0,57,52,537,530
20190109T19Z,275,279,0,56,39,539,511
20190109T18Z,276,280,0,56,35,626,537
20190109T17Z,275,280,0,66,24,625,565
20190109T16Z,325,281,-1,55,3,759,593
20190109T15Z,250,281,0,60,0,793,563
20190109T14Z,235,280,0,53,0,655,594
20190109T13Z,234,282,0,56,0,554,604
20190109T12Z,234,280,0,55,0,539,547
20190109T11Z,233,280,0,53,0,533,516
20190109T10Z,235,282,0,56,0,552,523
20190109T09Z,235,277,0,54,0,549,535
20190109T08Z,234,282,0,55,1,558,551
20190109T07Z,272,277,0,55,1,593,562
20190109T06Z,305,281,0,55,1,597,573
20190109T05Z,469,280,0,57,1,597,591
20190109T04Z,517,283,0,57,1,605,582
20190109T03Z,437,280,0,54,1,659,556
20190109T02Z,396,280,0,55,1,664,587
20190109T01Z,299,283,0,54,1,665,577
20190109T00Z,278,280,0,58,14,601,573
20190108T23Z,236,277,0,55,39,575,553
20190108T22Z,235,276,0,56,86,581,527
20190108T21Z,242,281,0,58,112,569,519
20190108T20Z,276,282,0,54,103,603,543
20190108T19Z,275,275,0,56,121,622,532
20190108T18Z,275,262,0,55,141,639,466
20190108T17Z,295,280,0,56,79,799,416
20190108T16Z,430,281,0,54,11,901,408
20190108T15Z,319,279,0,53,1,898,395
20190108T14Z,288,279,0,56,1,775,378
20190108T13Z,279,282,0,58,1,609,346
20190108T12Z,276,281,0,59,1,528,265
20190108T11Z,312,281,0,56,1,521,234
20190108T10Z,296,280,0,58,1,522,259
20190108T09Z,277,282,0,57,0,514,238
20190108T08Z,339,280,0,60,1,488,183
20190108T07Z,414,281,0,57,1,522,121
20190108T06Z,557,282,0,56,1,610,100
20190108T05Z,621,279,0,57,1,723,94
20190108T04Z,658,282,0,58,1,908,77
20190108T03Z,626,281,0,60,1,908,67
20190108T02Z,609,280,0,57,1,902,63
20190108T01Z,389,280,0,58,2,870,47
20190108T00Z,279,264,0,54,67,706,76
20190107T23Z,276,255,0,55,163,572,101
20190107T22Z,276,258,0,56,161,544,199
20190107T21Z,276,249,0,53,131,539,274
20190107T20Z,275,220,-1,56,124,552,354
20190107T19Z,275,252,0,57,124,603,342
20190107T18Z,330,265,0,57,135,668,279
20190107T17Z,474,281,0,56,75,862,443
20190107T16Z,485,281,0,59,4,914,469
20190107T15Z,467,280,0,57,1,908,438
20190107T14Z,293,281,0,55,1,787,482
20190107T13Z,234,269,0,57,1,588,537
20190107T12Z,234,268,0,56,1,510,422
20190107T11Z,234,263,0,59,1,499,192
20190107T10Z,233,241,0,56,1,500,165
20190107T09Z,271,236,0,56,1,547,190
20190107T08Z,278,229,0,54,1,548,204
20190107T07Z,277,228,0,57,1,569,261
20190107T06Z,274,254,0,54,1,587,308
20190107T05Z,275,272,0,54,1,705,331
20190107T04Z,275,276,0,54,1,811,278
20190107T03Z,275,267,0,53,1,809,272
20190107T02Z,275,277,0,57,1,794,267
20190107T01Z,281,273,0,54,1,646,272
20190107T00Z,273,270,0,54,16,548,228
20190106T23Z,267,266,0,55,35,542,251
20190106T22Z,237,270,0,54,63,546,317
20190106T21Z,233,271,0,55,78,551,358
20190106T20Z,233,265,0,53,122,615,409
20190106T19Z,233,267,0,58,128,637,276
20190106T18Z,233,263,0,52,87,708,264
20190106T17Z,233,252,0,59,23,708,283
20190106T16Z,233,265,0,57,3,697,285
20190106T15Z,234,237,0,58,1,625,259
20190106T14Z,233,234,0,55,1,614,176
20190106T13Z,232,239,0,56,1,579,158
20190106T12Z,235,235,0,55,1,598,253
20190106T11Z,233,231,0,58,1,591,394
20190106T10Z,233,253,0,58,1,567,435
20190106T09Z,232,233,0,57,1,567,512
20190106T08Z,260,270,0,58,1,503,527
20190106T07Z,277,277,0,57,1,507,543
20190106T06Z,412,277,0,58,1,619,533
20190106T05Z,324,282,0,58,1,625,461
20190106T04Z,347,280,0,60,1,628,493
20190106T03Z,275,260,0,57,1,619,577
20190106T02Z,276,266,0,59,1,597,610
20190106T01Z,281,274,0,60,1,598,600
20190106T00Z,385,278,0,58,4,566,594
20190105T23Z,617,282,0,58,12,575,623
20190105T22Z,657,280,-1,60,25,621,611
20190105T21Z,660,281,0,57,43,676,604
20190105T20Z,638,280,0,60,63,807,614
20190105T19Z,575,281,0,58,64,738,592
20190105T18Z,651,281,0,59,69,876,526
20190105T17Z,553,281,0,59,36,851,516
20190105T16Z,320,280,0,58,5,700,525
20190105T15Z,285,282,0,59,1,680,547
20190105T14Z,276,280,0,58,1,559,521
20190105T13Z,310,281,0,57,1,558,499
20190105T12Z,402,281,0,58,1,530,408
20190105T11Z,370,281,0,59,1,596,427
20190105T10Z,276,280,0,59,1,591,433
20190105T09Z,275,281,0,57,1,584,425
20190105T08Z,303,280,0,58,1,635,348
20190105T07Z,352,281,0,59,1,766,332
20190105T06Z,421,281,0,58,1,779,308
20190105T05Z,642,280,0,59,1,856,276
20190105T04Z,631,281,0,58,1,871,256
20190105T03Z,512,281,0,61,1,895,289
20190105T02Z,596,280,0,59,1,891,245
20190105T01Z,360,281,0,60,2,806,250
20190105T00Z,276,277,0,57,34,626,300
20190104T23Z,276,281,0,58,63,620,308
20190104T22Z,276,272,0,50,86,654,338
20190104T21Z,275,279,0,47,88,627,408
20190104T20Z,276,280,0,59,84,656,454
20190104T19Z,275,283,0,56,95,644,480
20190104T18Z,277,280,0,59,95,650,526
20190104T17Z,396,278,0,58,65,710,522
20190104T16Z,635,279,0,60,7,718,495
20190104T15Z,560,282,0,58,0,760,482
20190104T14Z,343,280,0,58,0,684,513
20190104T13Z,278,278,0,57,0,593,498
20190104T12Z,275,280,0,56,0,562,506
20190104T11Z,275,278,0,59,0,567,516
20190104T10Z,275,281,0,59,0,563,422
20190104T09Z,276,281,0,60,0,560,481
20190104T08Z,307,279,0,57,1,588,501
20190104T07Z,415,281,0,57,1,582,468
20190104T06Z,472,281,0,58,1,555,479
20190104T05Z,653,283,0,58,1,764,458
20190104T04Z,695,280,0,60,1,795,491
20190104T03Z,644,280,0,57,1,843,512
20190104T02Z,634,282,-1,61,1,828,471
20190104T01Z,436,280,0,58,1,703,453
20190104T00Z,243,266,0,61,35,656,398
20190103T23Z,234,249,0,58,105,560,364
20190103T22Z,235,246,0,58,125,559,316
20190103T21Z,235,269,0,58,119,565,357
20190103T20Z,234,268,0,57,129,615,402
20190103T19Z,238,273,0,59,133,747,457
20190103T18Z,245,279,0,57,146,825,445
20190103T17Z,386,277,0,60,90,932,493
20190103T16Z,565,282,0,59,4,1027,430
20190103T15Z,486,280,0,56,0,1005,395
20190103T14Z,351,282,0,58,0,890,401
20190103T13Z,290,280,0,57,0,672,376
20190103T12Z,295,281,0,59,0,498,391
20190103T11Z,278,281,0,57,0,459,400
20190103T10Z,337,283,0,57,0,457,377
20190103T09Z,358,281,0,59,0,465,343
20190103T08Z,403,280,0,58,1,600,338
20190103T07Z,419,282,0,58,1,613,303
20190103T06Z,540,282,0,58,1,640,266
20190103T05Z,598,280,0,57,1,790,267
20190103T04Z,585,281,0,59,1,908,215
20190103T03Z,597,283,0,56,1,913,178
20190103T02Z,642,280,0,60,1,835,164
20190103T01Z,386,282,0,57,2,651,121
20190103T00Z,291,272,0,56,36,585,96
20190102T23Z,276,273,0,57,139,582,103
20190102T22Z,275,269,0,56,127,573,112
20190102T21Z,275,278,0,57,205,580,122
20190102T20Z,283,280,0,58,88,606,154
20190102T19Z,274,281,0,57,87,640,198
20190102T18Z,276,279,0,57,92,758,241
20190102T17Z,315,278,0,60,46,892,238
20190102T16Z,448,281,0,59,4,905,237
20190102T15Z,407,281,0,58,1,903,203
20190102T14Z,344,281,0,55,1,749,184
20190102T13Z,374,281,0,56,1,658,163
20190102T12Z,278,281,0,56,1,592,138
20190102T11Z,296,280,0,57,1,542,154
20190102T10Z,350,282,0,58,1,504,116
20190102T09Z,405,279,0,55,1,534,76
20190102T08Z,585,278,0,58,0,616,81
20190102T07Z,653,280,-1,60,0,663,60
20190102T06Z,609,278,0,57,0,835,50
20190102T05Z,573,279,0,59,0,802,50
20190102T04Z,415,218,0,59,0,882,41
20190102T03Z,352,280,0,56,0,872,32
20190102T02Z,373,279,0,59,0,877,13
20190102T01Z,365,278,0,57,1,872,6
20190102T00Z,277,279,0,57,18,749,15
20190101T23Z,276,279,0,58,51,683,34
20190101T22Z,273,280,0,58,93,682,38
20190101T21Z,275,278,0,58,134,680,19
20190101T20Z,275,252,0,56,123,711,10
20190101T19Z,276,204,0,58,119,793,8
20190101T18Z,275,202,0,59,131,794,5
20190101T17Z,274,230,0,57,89,779,10
20190101T16Z,275,279,0,59,4,778,11
20190101T15Z,293,278,0,59,0,785,12
20190101T14Z,347,280,0,53,0,710,26
20190101T13Z,289,279,0,56,0,645,27
20190101T12Z,276,279,0,58,0,548,42
20190101T11Z,275,278,0,58,0,521,56
20190101T10Z,275,281,0,58,0,555,79
20190101T09Z,285,278,0,59,0,583,92
20190101T08Z,416,281,0,57,1,614,107
20190101T07Z,354,282,0,57,1,612,145
20190101T06Z,278,276,0,57,1,676,185
20190101T05Z,276,280,0,58,1,785,251
20190101T04Z,276,281,0,57,1,884,255
20190101T03Z,283,281,0,58,1,874,217
20190101T02Z,372,281,0,55,1,844,199
20190101T01Z,334,281,0,58,2,856,164
20190101T00Z,275,279,0,56,56,762,164
20181231T23Z,276,277,0,54,172,617,196
20181231T22Z,276,276,0,55,176,609,226
20181231T21Z,276,281,0,57,149,706,215
20181231T20Z,301,282,0,52,141,723,209
20181231T19Z,357,280,0,57,179,839,210
20181231T18Z,340,281,0,55,153,905,198
20181231T17Z,452,281,0,53,88,935,199
20181231T16Z,297,274,0,57,12,920,195
20181231T15Z,275,274,0,58,0,959,204
20181231T14Z,276,278,0,55,0,909,228
20181231T13Z,242,281,-1,56,0,751,250
20181231T12Z,234,281,0,58,0,619,289
20181231T11Z,240,281,0,56,0,590,361
20181231T10Z,352,280,0,58,0,588,400
20181231T09Z,321,280,0,57,0,594,393
20181231T08Z,260,282,0,57,1,654,422
20181231T07Z,233,279,0,59,1,657,408
20181231T06Z,233,281,0,55,1,708,393
20181231T05Z,236,280,0,57,1,832,480
20181231T04Z,236,281,0,57,1,873,542
20181231T03Z,234,281,0,56,1,776,570
20181231T02Z,276,281,0,54,1,754,504
20181231T01Z,237,269,0,56,1,630,568
20181231T00Z,234,231,0,55,17,588,627
20181230T23Z,234,204,0,57,51,558,607
20181230T22Z,233,206,0,53,74,568,650
20181230T21Z,232,206,0,54,91,584,647
20181230T20Z,234,204,0,54,92,607,626
20181230T19Z,233,221,0,51,73,616,619
20181230T18Z,232,214,0,54,46,619,590
20181230T17Z,233,221,0,55,17,633,537
20181230T16Z,255,262,0,54,3,623,372
20181230T15Z,287,271,0,56,1,642,279
20181230T14Z,272,281,0,54,1,636,238
20181230T13Z,233,280,0,59,1,601,213
20181230T12Z,233,282,0,58,1,620,130
20181230T11Z,234,267,0,57,1,622,118
20181230T10Z,234,267,0,58,1,613,163
20181230T09Z,233,266,0,57,1,635,189
20181230T08Z,247,247,0,56,1,608,176
20181230T07Z,258,269,0,58,1,613,167
20181230T06Z,411,281,0,57,1,628,154
20181230T05Z,510,280,0,56,1,683,145
20181230T04Z,509,282,0,55,1,770,111
20181230T03Z,530,280,0,58,1,726,90
20181230T02Z,446,280,0,56,1,901,85
20181230T01Z,466,278,0,57,3,862,66
20181230T00Z,442,279,0,57,18,758,72
20181229T23Z,496,282,0,57,40,605,91
20181229T22Z,448,280,0,57,27,626,106
20181229T21Z,455,277,0,56,28,718,93
20181229T20Z,447,279,0,60,29,819,95
20181229T19Z,291,277,0,56,25,901,103
20181229T18Z,300,276,0,58,17,916,107
20181229T17Z,247,251,0,56,12,904,108
20181229T16Z,227,276,-1,57,1,901,100
20181229T15Z,193,278,0,57,1,786,107
20181229T14Z,198,280,0,56,1,626,109
20181229T13Z,158,279,0,56,1,583,68
20181229T12Z,218,277,0,54,1,576,61
20181229T11Z,234,270,0,57,1,582,61
20181229T10Z,233,280,0,56,1,576,58
20181229T09Z,233,277,0,56,1,585,65
20181229T08Z,317,281,0,57,0,616,93
20181229T07Z,396,280,0,55,0,637,114
20181229T06Z,380,281,0,56,0,688,114
20181229T05Z,482,281,0,57,0,797,139
20181229T04Z,489,280,0,59,0,900,190
20181229T03Z,457,282,0,55,0,901,200
20181229T02Z,420,280,0,58,0,938,214
20181229T01Z,361,278,0,57,1,936,228
20181229T00Z,297,267,0,57,48,881,131
20181228T23Z,275,251,0,55,142,750,86
20181228T22Z,275,230,0,56,142,750,60
20181228T21Z,276,232,0,56,132,780,66
20181228T20Z,275,259,0,56,126,789,69
20181228T19Z,274,247,0,59,139,795,47
20181228T18Z,279,274,0,55,155,797,71
20181228T17Z,371,280,0,58,94,921,75
20181228T16Z,376,279,0,57,10,927,73
20181228T15Z,357,282,0,58,0,926,88
20181228T14Z,395,280,0,61,0,723,89
20181228T13Z,286,281,0,57,0,590,117
20181228T12Z,339,281,0,60,0,517,129
20181228T11Z,480,280,0,57,0,510,148
20181228T10Z,421,281,0,60,0,525,154
20181228T09Z,400,281,0,60,0,537,170
20181228T08Z,373,282,0,60,1,561,176
20181228T07Z,408,280,0,58,1,585,188
20181228T06Z,416,281,0,61,1,682,211
20181228T05Z,402,280,0,55,1,788,270
20181228T04Z,558,282,0,59,1,791,366
20181228T03Z,692,281,0,60,1,914,437
20181228T02Z,542,280,0,57,1,915,473
20181228T01Z,496,281,0,59,1,788,466
20181228T00Z,373,280,0,57,47,655,474
20181227T23Z,308,282,0,56,141,613,431
20181227T22Z,281,278,0,57,148,611,382
20181227T21Z,371,269,0,58,82,623,329
20181227T20Z,491,280,0,57,79,646,281
20181227T19Z,532,280,0,56,65,702,302
20181227T18Z,455,280,-1,59,46,805,314
20181227T17Z,404,279,0,59,6,910,358
20181227T16Z,446,282,0,57,1,918,386
20181227T15Z,374,281,0,59,1,909,359
20181227T14Z,417,281,0,57,1,773,248
20181227T13Z,343,280,0,58,1,665,186
20181227T12Z,275,282,0,59,1,659,136
20181227T11Z,275,279,0,55,1,652,33
20181227T10Z,307,282,0,58,1,632,7
20181227T09Z,301,281,0,59,1,632,5
20181227T08Z,398,281,0,57,1,661,18
20181227T07Z,568,279,0,59,1,696,39
20181227T06Z,562,280,0,59,1,681,28
20181227T05Z,552,281,0,59,1,800,25
20181227T04Z,523,281,0,59,1,880,29
20181227T03Z,555,281,0,61,1,882,35
20181227T02Z,654,280,0,59,1,836,46
20181227T01Z,505,282,0,59,1,934,60
20181227T00Z,305,276,0,58,6,881,45
20181226T23Z,274,271,0,60,77,864,33
20181226T22Z,301,269,0,56,120,731,32
20181226T21Z,395,281,-7,58,111,723,51
20181226T20Z,501,280,0,59,112,657,54
20181226T19Z,496,281,0,55,105,806,51
20181226T18Z,328,0,0,0,0,0,0
20181226T17Z,436,281,0,58,21,921,70
20181226T16Z,317,279,0,59,3,914,108
20181226T15Z,276,280,0,58,1,908,137
20181226T14Z,243,279,0,56,1,899,225
20181226T13Z,256,281,0,58,1,715,290
20181226T12Z,233,280,0,58,1,641,328
20181226T11Z,234,280,0,58,1,520,442
20181226T10Z,233,272,0,60,1,512,501
20181226T09Z,233,276,0,59,1,489,502
20181226T08Z,233,270,0,60,1,611,509
20181226T07Z,233,278,0,60,1,632,507
20181226T06Z,234,276,0,57,1,678,498
20181226T05Z,233,269,0,58,1,809,522
20181226T04Z,233,270,0,59,1,809,538
20181226T03Z,234,279,0,58,1,799,550
20181226T02Z,234,281,0,58,1,784,529
20181226T01Z,235,274,0,56,7,628,499
20181226T00Z,233,209,0,57,47,599,434
20181225T23Z,232,203,0,56,105,622,432
20181225T22Z,234,222,0,57,90,619,427
20181225T21Z,233,205,0,55,81,643,308
20181225T20Z,234,219,0,57,96,753,245
20181225T19Z,233,226,0,57,62,767,222
20181225T18Z,234,260,0,57,31,802,226
20181225T17Z,330,266,0,57,12,822,218
20181225T16Z,402,281,0,57,1,842,186
20181225T15Z,242,280,0,57,1,832,182
20181225T14Z,233,281,0,59,1,666,207
20181225T13Z,233,281,0,57,1,512,213
20181225T12Z,233,281,0,59,1,444,236
20181225T11Z,234,280,0,57,1,429,259
20181225T10Z,233,260,0,58,1,428,296
20181225T09Z,233,257,0,57,1,423,396
20181225T08Z,233,265,0,58,1,577,397
20181225T07Z,238,270,0,56,1,600,337
20181225T06Z,275,272,0,60,1,647,264
20181225T05Z,275,265,0,58,1,784,204
20181225T04Z,275,264,0,56,1,894,203
20181225T03Z,275,272,0,57,1,901,168
20181225T02Z,275,276,0,57,1,902,130
20181225T01Z,275,261,0,57,1,901,119
20181225T00Z,277,258,0,60,4,800,124
20181224T23Z,276,263,0,57,21,784,123
20181224T22Z,275,243,0,59,38,718,101
20181224T21Z,275,258,0,58,37,722,102
20181224T20Z,275,239,0,58,49,801,91
20181224T19Z,274,237,0,58,65,880,71
20181224T18Z,275,253,0,58,77,927,74
20181224T17Z,275,269,0,58,33,921,62
20181224T16Z,276,278,0,57,4,867,57
20181224T15Z,286,276,0,56,1,808,55
20181224T14Z,276,279,0,58,1,672,47
20181224T13Z,276,281,0,57,1,438,35
20181224T12Z,275,280,0,57,1,388,35
20181224T11Z,275,279,0,59,1,391,41
20181224T10Z,276,279,0,55,1,375,77
20181224T09Z,276,281,0,58,1,381,140
20181224T08Z,287,281,0,58,1,529,93
20181224T07Z,310,281,0,56,1,618,96
20181224T06Z,276,281,0,57,1,724,101
20181224T05Z,275,274,0,57,1,961,111
20181224T04Z,277,282,0,57,1,939,134
20181224T03Z,275,279,0,58,1,931,167
20181224T02Z,275,282,0,57,1,944,160
20181224T01Z,276,272,0,58,1,954,162
20181224T00Z,275,260,0,59,5,976,160
20181223T23Z,275,275,0,58,10,779,171
20181223T22Z,276,267,0,59,15,751,185
20181223T21Z,275,259,0,57,30,674,224
20181223T20Z,275,265,0,58,33,698,219
20181223T19Z,275,270,0,58,20,716,248
20181223T18Z,316,281,0,60,14,633,221
20181223T17Z,276,269,0,59,8,597,263
20181223T16Z,277,276,0,60,2,593,294
20181223T15Z,275,278,0,58,1,578,273
20181223T14Z,276,275,0,58,1,565,383
20181223T13Z,276,269,0,57,1,532,496
20181223T12Z,276,268,0,59,1,417,576
20181223T11Z,276,273,0,59,1,383,574
20181223T10Z,276,277,0,60,1,387,560
20181223T09Z,275,256,0,56,1,383,504
20181223T08Z,285,281,0,61,1,421,542
20181223T07Z,314,281,0,58,1,655,499
20181223T06Z,294,280,0,60,1,650,455
20181223T05Z,278,281,0,59,1,772,402
20181223T04Z,277,280,0,59,1,859,367
20181223T03Z,284,281,0,60,1,906,299
20181223T02Z,353,281,0,59,1,908,228
20181223T01Z,332,277,0,59,1,917,115
20181223T00Z,329,281,0,58,22,811,92
20181222T23Z,364,278,0,58,58,677,98
20181222T22Z,279,268,0,60,104,687,100
20181222T21Z,312,280,0,61,114,671,112
20181222T20Z,361,281,0,56,116,659,97
20181222T19Z,407,282,0,61,150,651,115
20181222T18Z,396,277,0,58,169,789,100
20181222T17Z,341,279,0,60,115,896,134
20181222T16Z,346,281,0,59,13,894,187
20181222T15Z,276,281,0,58,1,798,310
20181222T14Z,280,280,0,60,1,650,344
20181222T13Z,276,282,0,58,1,567,386
20181222T12Z,277,276,0,59,1,535,413
20181222T11Z,276,277,0,59,1,398,443
20181222T10Z,277,274,0,60,1,397,479
20181222T09Z,277,280,0,59,1,399,498
20181222T08Z,276,278,0,59,1,646,499
20181222T07Z,291,278,0,59,1,780,517
20181222T06Z,277,280,0,60,1,886,527
20181222T05Z,276,280,0,59,1,1016,479
20181222T04Z,276,275,0,58,1,1018,468
20181222T03Z,276,278,0,58,1,1018,417
20181222T02Z,277,281,0,58,1,1022,394
20181222T01Z,276,274,0,58,14,1023,358
20181222T00Z,276,255,0,57,25,911,317
20181221T23Z,276,214,0,57,47,787,396
20181221T22Z,276,224,0,58,94,666,353
20181221T21Z,276,261,0,57,131,685,359
20181221T20Z,276,256,0,56,128,694,339
20181221T19Z,277,276,0,55,109,699,288
20181221T18Z,343,281,0,55,66,715,280
20181221T17Z,323,281,0,57,67,719,325
20181221T16Z,279,280,0,58,13,686,438
20181221T15Z,276,276,0,58,1,607,424
20181221T14Z,279,271,0,57,1,562,507
20181221T13Z,275,267,0,59,1,527,564
20181221T12Z,231,231,0,57,1,524,584
20181221T11Z,227,237,0,59,1,522,549
20181221T10Z,226,233,0,55,1,513,507
20181221T09Z,229,269,0,55,1,513,220
20181221T08Z,270,261,0,57,1,565,134
20181221T07Z,275,273,0,53,1,574,224
20181221T06Z,276,276,0,57,1,605,383
20181221T05Z,285,281,0,56,1,663,437
20181221T04Z,276,281,0,59,1,783,419
20181221T03Z,372,282,0,57,1,790,423
20181221T02Z,305,279,0,60,1,777,472
20181221T01Z,276,270,0,58,1,661,474
20181221T00Z,276,263,0,57,8,613,443
20181220T23Z,275,254,0,53,40,575,443
20181220T22Z,275,262,0,59,69,567,451
20181220T21Z,274,256,0,65,78,595,501
20181220T20Z,276,261,0,64,93,601,563
20181220T19Z,275,265,0,67,98,603,564
20181220T18Z,275,262,0,66,105,655,539
20181220T17Z,286,256,0,46,81,791,520
20181220T16Z,407,275,0,41,8,794,508
20181220T15Z,404,275,0,39,1,785,465
20181220T14Z,314,265,0,43,1,651,433
20181220T13Z,276,261,0,41,1,545,394
20181220T12Z,276,263,0,40,1,542,397
20181220T11Z,275,265,0,37,1,541,379
20181220T10Z,276,259,0,40,1,542,332
20181220T09Z,288,272,0,40,1,538,262
20181220T08Z,286,274,0,39,1,605,234
20181220T07Z,340,275,0,42,1,601,165
20181220T06Z,480,273,0,39,1,647,128
20181220T05Z,581,281,0,42,1,782,125
20181220T04Z,421,281,0,40,1,781,98
20181220T03Z,414,281,0,36,1,900,94
20181220T02Z,463,281,0,35,1,907,100
20181220T01Z,341,267,0,40,1,901,127
20181220T00Z,277,258,0,39,15,751,161
20181219T23Z,274,265,0,39,83,628,183
20181219T22Z,275,261,0,40,123,617,238
20181219T21Z,275,255,0,39,101,650,284
20181219T20Z,276,237,0,42,100,650,371
20181219T19Z,292,259,0,41,99,641,317
20181219T18Z,325,235,0,42,110,658,280
20181219T17Z,345,245,0,41,69,775,257
20181219T16Z,376,273,0,43,13,911,249
20181219T15Z,354,281,0,45,1,846,255
20181219T14Z,302,280,0,45,1,798,313
20181219T13Z,278,272,0,44,1,623,436
20181219T12Z,276,274,0,43,1,521,491
20181219T11Z,276,268,0,45,1,515,450
20181219T10Z,276,264,0,41,1,512,498
20181219T09Z,276,265,0,32,1,514,532
20181219T08Z,312,240,0,22,1,567,485
20181219T07Z,477,274,0,17,1,608,345
20181219T06Z,637,280,0,30,1,726,233
20181219T05Z,596,279,0,41,1,802,228
20181219T04Z,487,282,0,40,1,886,195
20181219T03Z,302,278,0,40,1,965,185
20181219T02Z,286,278,0,43,1,968,122
20181219T01Z,277,272,0,43,1,886,108
20181219T00Z,277,244,0,45,25,754,124
20181218T23Z,275,217,0,45,67,646,143
20181218T22Z,275,203,0,43,54,650,153
20181218T21Z,275,214,0,40,35,679,164
20181218T20Z,275,216,0,42,35,677,140
20181218T19Z,275,258,0,44,32,697,158
20181218T18Z,274,264,0,43,27,749,166
20181218T17Z,331,269,0,34,16,885,162
20181218T16Z,353,280,0,44,1,890,177
20181218T15Z,275,274,0,44,0,894,203
20181218T14Z,275,272,0,46,0,749,183
20181218T13Z,275,268,0,45,0,603,176
20181218T12Z,275,264,0,46,0,509,153
20181218T11Z,275,265,0,45,0,506,165
20181218T10Z,275,264,0,45,0,524,167
20181218T09Z,274,268,0,46,0,533,177
20181218T08Z,276,265,0,45,0,552,186
20181218T07Z,273,268,0,44,0,635,187
20181218T06Z,276,275,0,45,0,743,191
20181218T05Z,278,280,0,45,0,893,165
20181218T04Z,342,280,0,45,0,906,182
20181218T03Z,439,281,0,46,0,982,175
20181218T02Z,350,281,0,42,0,983,186
20181218T01Z,339,274,0,37,1,909,155
20181218T00Z,391,278,0,25,15,749,85
20181217T23Z,281,248,0,32,50,603,68
20181217T22Z,303,236,0,43,87,597,53
20181217T21Z,409,250,0,43,91,601,67
20181217T20Z,625,256,0,45,77,633,74
20181217T19Z,546,269,0,45,63,803,50
20181217T18Z,583,281,0,45,52,774,70
20181217T17Z,504,280,0,47,16,940,84
20181217T16Z,394,282,0,43,3,913,99
20181217T15Z,480,279,0,44,0,912,124
20181217T14Z,523,280,0,47,0,761,89
20181217T13Z,300,280,0,45,0,613,193
20181217T12Z,276,264,0,46,0,529,241
20181217T11Z,276,264,0,44,0,529,251
20181217T10Z,276,272,0,43,0,561,218
20181217T09Z,276,276,0,45,0,601,361
20181217T08Z,293,279,0,44,0,601,384
20181217T07Z,281,281,0,44,0,617,324
20181217T06Z,305,282,0,42,0,674,370
20181217T05Z,466,279,0,48,0,849,472
20181217T04Z,333,281,0,43,1,808,527
20181217T03Z,303,281,0,47,0,786,457
20181217T02Z,276,280,0,49,0,782,458
20181217T01Z,276,268,0,43,1,789,528
20181217T00Z,279,252,0,45,8,758,565
20181216T23Z,276,244,0,44,48,645,535
20181216T22Z,276,259,0,47,48,554,565
20181216T21Z,276,262,0,42,70,558,564
20181216T20Z,276,277,0,48,89,570,490
20181216T19Z,276,236,0,48,93,676,519
20181216T18Z,276,225,0,46,94,784,503
20181216T17Z,275,244,0,45,86,787,506
20181216T16Z,299,272,0,47,17,758,532
