,coal,natural gas,petroleum,other,solar
20190703T06Z,407,603,0,0,0
20190703T05Z,482,602,0,0,0
20190703T04Z,624,602,0,0,0
20190703T03Z,656,712,0,0,0
20190703T02Z,673,872,0,0,0
20190703T01Z,717,912,0,0,0
20190703T00Z,664,1015,0,0,2
20190702T23Z,580,1058,0,0,7
20190702T22Z,560,1193,0,0,13
20190702T21Z,637,1283,0,0,14
20190702T20Z,764,1175,0,0,18
20190702T19Z,723,1185,0,0,20
20190702T18Z,669,1187,0,0,22
20190702T17Z,649,1165,0,0,26
20190702T16Z,727,1015,0,0,27
20190702T15Z,716,848,0,0,18
20190702T14Z,687,675,0,0,15
20190702T13Z,562,601,0,0,10
20190702T12Z,471,603,0,0,3
20190702T11Z,470,603,0,0,0
20190702T10Z,418,602,0,0,0
20190702T09Z,398,602,0,0,0
20190702T08Z,403,602,0,0,0
20190702T07Z,426,601,0,0,0
20190702T06Z,485,601,0,0,0
20190702T05Z,548,601,0,0,0
20190702T04Z,644,649,0,0,0
20190702T03Z,593,820,0,0,0
20190702T02Z,642,954,0,0,0
20190702T01Z,665,1027,0,0,0
20190702T00Z,653,1172,0,0,3
20190701T23Z,692,1285,0,0,9
20190701T22Z,705,1320,0,0,14
20190701T21Z,680,1323,0,0,21
20190701T20Z,625,1285,0,0,24
20190701T19Z,622,1191,0,0,23
20190701T18Z,718,1102,0,0,22
20190701T17Z,720,1009,0,0,28
20190701T16Z,692,842,0,0,26
20190701T15Z,510,749,0,0,24
20190701T14Z,517,657,0,0,17
20190701T13Z,468,605,0,0,11
20190701T12Z,328,597,0,0,3
20190701T11Z,268,596,0,0,0
20190701T10Z,223,603,0,0,0
20190701T09Z,222,585,0,0,0
20190701T08Z,222,565,0,0,0
20190701T07Z,224,486,0,0,0
20190701T06Z,257,508,0,0,0
20190701T05Z,299,511,0,0,0
20190701T04Z,306,625,0,0,0
20190701T03Z,306,732,0,0,0
20190701T02Z,308,844,0,0,0
20190701T01Z,383,850,0,0,0
20190701T00Z,502,872,0,0,2
20190630T23Z,555,835,0,0,10
20190630T22Z,558,886,0,0,12
20190630T21Z,558,981,0,0,11
20190630T20Z,574,952,0,0,15
20190630T19Z,706,765,0,0,19
20190630T18Z,747,745,0,0,22
20190630T17Z,689,711,0,0,21
20190630T16Z,656,599,0,0,25
20190630T15Z,491,603,0,0,22
20190630T14Z,383,599,0,0,18
20190630T13Z,248,586,0,0,11
20190630T12Z,214,486,0,0,2
20190630T11Z,214,485,0,0,0
20190630T10Z,213,471,0,0,0
20190630T09Z,214,484,0,0,0
20190630T08Z,204,483,0,0,0
20190630T07Z,191,576,0,0,0
20190630T06Z,226,609,0,0,0
20190630T05Z,284,609,0,0,0
20190630T04Z,307,661,0,0,0
20190630T03Z,306,743,0,0,0
20190630T02Z,307,769,0,0,0
20190630T01Z,307,821,0,0,0
20190630T00Z,307,839,0,0,2
20190629T23Z,306,927,0,0,6
20190629T22Z,307,996,0,0,10
20190629T21Z,306,1021,0,0,11
20190629T20Z,306,1064,0,0,10
20190629T19Z,306,1027,0,0,11
20190629T18Z,307,1062,0,0,21
20190629T17Z,307,1025,0,0,23
20190629T16Z,307,1020,0,0,23
20190629T15Z,304,911,0,0,18
20190629T14Z,278,829,0,0,18
20190629T13Z,208,636,0,0,10
20190629T12Z,244,607,0,0,1
20190629T11Z,247,574,0,0,0
20190629T10Z,247,538,0,0,0
20190629T09Z,247,532,0,0,0
20190629T08Z,248,480,0,0,0
20190629T07Z,263,509,0,0,0
20190629T06Z,306,533,0,0,0
20190629T05Z,307,643,0,0,0
20190629T04Z,306,788,0,0,0
20190629T03Z,306,909,0,0,0
20190629T02Z,306,1058,0,0,0
20190629T01Z,306,1238,0,0,0
20190629T00Z,366,1212,0,0,4
20190628T23Z,595,1187,22,0,13
20190628T22Z,747,1057,0,0,16
20190628T21Z,673,1064,0,0,16
20190628T20Z,614,1065,0,0,19
20190628T19Z,682,1060,0,0,24
20190628T18Z,744,1053,0,0,26
20190628T17Z,758,921,0,0,21
20190628T16Z,733,844,0,0,24
20190628T15Z,737,642,0,0,23
20190628T14Z,659,604,0,0,20
20190628T13Z,609,604,0,0,8
20190628T12Z,465,607,0,0,2
20190628T11Z,389,607,0,0,0
20190628T10Z,302,606,0,0,0
20190628T09Z,252,607,0,0,0
20190628T08Z,257,607,0,0,0
20190628T07Z,343,599,0,0,0
20190628T06Z,409,607,0,0,0
20190628T05Z,540,606,0,0,0
20190628T04Z,607,636,0,0,0
20190628T03Z,513,836,0,0,0
20190628T02Z,631,902,0,0,0
20190628T01Z,708,921,0,0,0
20190628T00Z,673,1046,0,0,3
20190627T23Z,769,1052,0,0,11
20190627T22Z,801,1050,0,0,17
20190627T21Z,805,1048,0,0,22
20190627T20Z,800,1049,0,0,22
20190627T19Z,785,1049,0,0,23
20190627T18Z,755,1016,0,0,21
20190627T17Z,763,902,0,0,21
20190627T16Z,740,777,0,0,20
20190627T15Z,698,665,20,0,22
20190627T14Z,620,598,2,0,17
20190627T13Z,496,603,0,0,10
20190627T12Z,434,600,0,0,3
20190627T11Z,380,602,0,0,0
20190627T10Z,297,603,0,0,0
20190627T09Z,258,589,0,0,0
20190627T08Z,261,596,0,0,0
20190627T07Z,320,593,0,0,0
20190627T06Z,370,588,0,0,0
20190627T05Z,537,607,0,0,0
20190627T04Z,652,606,0,0,0
20190627T03Z,648,649,0,0,0
20190627T02Z,635,818,0,0,0
20190627T01Z,648,916,0,0,0
20190627T00Z,621,1034,0,0,3
20190626T23Z,579,1155,0,0,7
20190626T22Z,720,1184,0,0,13
20190626T21Z,714,1180,0,0,20
20190626T20Z,712,1190,0,0,23
20190626T19Z,669,1191,0,0,23
20190626T18Z,743,1061,0,0,24
20190626T17Z,762,994,0,0,24
20190626T16Z,735,891,0,0,25
20190626T15Z,783,701,0,0,24
20190626T14Z,722,601,0,0,19
20190626T13Z,567,605,0,0,12
20190626T12Z,441,606,0,0,3
20190626T11Z,412,606,0,0,0
20190626T10Z,399,606,0,0,0
20190626T09Z,357,606,0,0,0
20190626T08Z,375,606,0,0,0
20190626T07Z,435,606,0,0,0
20190626T06Z,512,605,0,0,0
20190626T05Z,547,603,0,0,0
20190626T04Z,695,608,0,0,0
20190626T03Z,732,754,0,0,0
20190626T02Z,754,928,0,0,0
20190626T01Z,746,1062,0,0,0
20190626T00Z,610,1187,0,0,3
20190625T23Z,669,1184,0,0,8
20190625T22Z,690,1172,0,0,15
20190625T21Z,773,1173,0,0,19
20190625T20Z,789,1178,0,0,23
20190625T19Z,729,1184,0,0,24
20190625T18Z,676,1163,0,0,26
20190625T17Z,731,1053,0,0,28
20190625T16Z,727,916,0,0,26
20190625T15Z,698,768,0,0,24
20190625T14Z,661,676,0,0,18
20190625T13Z,532,606,0,0,8
20190625T12Z,507,607,0,0,2
20190625T11Z,477,606,0,0,0
20190625T10Z,379,606,0,0,0
20190625T09Z,315,606,0,0,0
20190625T08Z,350,606,0,0,0
20190625T07Z,376,606,0,0,0
20190625T06Z,458,606,0,0,0
20190625T05Z,609,605,0,0,0
20190625T04Z,669,682,0,0,0
20190625T03Z,709,830,0,0,0
20190625T02Z,738,970,0,0,0
20190625T01Z,684,1116,0,0,0
20190625T00Z,668,1188,0,0,3
20190624T23Z,731,1179,0,0,9
20190624T22Z,772,1175,0,0,16
20190624T21Z,798,1174,0,0,20
20190624T20Z,777,1175,0,0,25
20190624T19Z,792,1181,0,0,26
20190624T18Z,709,1190,0,0,27
20190624T17Z,634,1137,0,0,27
20190624T16Z,622,977,0,0,26
20190624T15Z,599,797,0,0,23
20190624T14Z,600,603,0,0,19
20190624T13Z,409,606,0,0,11
20190624T12Z,254,609,0,0,2
20190624T11Z,257,591,0,0,0
20190624T10Z,236,600,0,0,0
20190624T09Z,218,578,0,0,0
20190624T08Z,232,594,0,0,0
20190624T07Z,247,606,0,0,0
20190624T06Z,382,606,0,0,0
20190624T05Z,478,605,0,0,0
20190624T04Z,577,640,0,0,0
20190624T03Z,569,749,0,0,0
20190624T02Z,594,788,0,0,0
20190624T01Z,584,1044,0,0,0
20190624T00Z,564,1153,0,0,2
20190623T23Z,566,1182,0,0,9
20190623T22Z,585,1180,0,0,14
20190623T21Z,567,1176,0,0,19
20190623T20Z,572,1162,0,0,23
20190623T19Z,718,916,0,0,27
20190623T18Z,714,894,0,0,28
20190623T17Z,720,769,0,0,28
20190623T16Z,640,601,0,0,26
20190623T15Z,554,604,0,0,24
20190623T14Z,418,607,0,0,19
20190623T13Z,302,609,0,0,6
20190623T12Z,216,580,0,0,2
20190623T11Z,218,604,0,0,0
20190623T10Z,217,608,0,0,0
20190623T09Z,229,607,0,0,0
20190623T08Z,277,608,0,0,0
20190623T07Z,368,606,0,0,0
20190623T06Z,437,604,0,0,0
20190623T05Z,494,605,0,0,0
20190623T04Z,659,604,0,0,0
20190623T03Z,743,614,0,0,0
20190623T02Z,691,781,0,0,0
20190623T01Z,708,914,0,0,0
20190623T00Z,721,1049,0,0,3
20190622T23Z,748,1050,0,0,11
20190622T22Z,783,1049,0,0,12
20190622T21Z,801,1044,0,0,16
20190622T20Z,803,1046,0,0,24
20190622T19Z,776,1050,0,0,25
20190622T18Z,730,983,0,0,26
20190622T17Z,766,794,0,0,26
20190622T16Z,686,760,0,0,13
20190622T15Z,676,692,0,0,13
20190622T14Z,620,603,0,0,13
20190622T13Z,525,605,0,0,6
20190622T12Z,395,602,0,0,2
20190622T11Z,373,574,0,0,0
20190622T10Z,371,575,0,0,0
20190622T09Z,372,605,0,0,0
20190622T08Z,413,605,0,0,0
20190622T07Z,466,605,0,0,0
20190622T06Z,557,605,0,0,0
20190622T05Z,586,604,0,0,0
20190622T04Z,659,653,0,0,0
20190622T03Z,651,811,0,0,0
20190622T02Z,664,957,0,0,0
20190622T01Z,657,1039,0,0,0
20190622T00Z,600,1182,0,0,3
20190621T23Z,676,1191,0,0,10
20190621T22Z,756,1188,0,0,10
20190621T21Z,804,1178,0,0,19
20190621T20Z,781,1183,0,0,22
20190621T19Z,793,1097,0,0,24
20190621T18Z,791,1028,13,0,25
20190621T17Z,778,910,19,0,24
20190621T16Z,713,844,0,0,23
20190621T15Z,629,736,0,0,18
20190621T14Z,636,603,0,0,14
20190621T13Z,514,605,0,0,7
20190621T12Z,559,401,0,0,2
20190621T11Z,519,346,0,0,0
20190621T10Z,282,594,0,0,0
20190621T09Z,229,591,0,0,0
20190621T08Z,229,562,0,0,0
20190621T07Z,230,565,0,0,0
20190621T06Z,248,584,0,0,0
20190621T05Z,326,606,0,0,0
20190621T04Z,426,609,0,0,0
20190621T03Z,565,650,0,0,0
20190621T02Z,624,749,0,0,0
20190621T01Z,689,748,0,0,0
20190621T00Z,765,745,0,0,2
20190620T23Z,783,744,0,0,8
20190620T22Z,786,672,0,0,15
20190620T21Z,725,599,0,0,18
20190620T20Z,661,602,0,0,11
20190620T19Z,644,604,0,0,13
20190620T18Z,700,606,0,0,10
20190620T17Z,555,603,0,0,23
20190620T16Z,535,607,0,0,9
20190620T15Z,600,606,19,0,9
20190620T14Z,549,603,9,0,10
20190620T13Z,433,604,0,0,7
20190620T12Z,329,605,0,0,2
20190620T11Z,264,604,0,0,0
20190620T10Z,233,590,0,0,0
20190620T09Z,195,573,0,0,0
20190620T08Z,180,554,0,0,0
20190620T07Z,180,553,0,0,0
20190620T06Z,180,558,0,0,0
20190620T05Z,193,542,0,0,0
20190620T04Z,250,600,0,0,0
20190620T03Z,368,607,0,0,0
20190620T02Z,531,606,0,0,0
20190620T01Z,547,604,0,0,0
20190620T00Z,570,603,0,0,2
20190619T23Z,563,602,0,0,4
20190619T22Z,559,601,0,0,12
20190619T21Z,550,604,0,0,12
20190619T20Z,557,606,0,0,2
20190619T19Z,574,607,0,0,1
20190619T18Z,635,606,0,0,1
20190619T17Z,787,604,0,0,7
20190619T16Z,678,598,0,0,21
20190619T15Z,517,602,0,0,13
20190619T14Z,414,604,0,0,5
20190619T13Z,326,605,0,0,2
20190619T12Z,393,605,0,0,1
20190619T11Z,336,605,0,0,0
20190619T10Z,250,605,0,0,0
20190619T09Z,217,605,0,0,0
20190619T08Z,217,605,0,0,0
20190619T07Z,218,605,0,0,0
20190619T06Z,246,605,0,0,0
20190619T05Z,325,604,0,0,0
20190619T04Z,429,604,0,0,0
20190619T03Z,602,603,0,0,0
20190619T02Z,722,603,0,0,0
20190619T01Z,734,603,0,0,0
20190619T00Z,773,604,0,0,1
20190618T23Z,839,604,0,0,5
20190618T22Z,894,604,0,0,4
20190618T21Z,924,598,0,0,7
20190618T20Z,1078,593,0,0,16
20190618T19Z,1057,595,0,0,19
20190618T18Z,983,597,0,0,22
20190618T17Z,876,600,0,0,23
20190618T16Z,654,603,0,0,19
20190618T15Z,574,605,0,0,16
20190618T14Z,506,599,0,0,11
20190618T13Z,422,608,0,0,5
20190618T12Z,380,608,0,0,1
20190618T11Z,381,583,0,0,0
20190618T10Z,368,474,0,0,0
20190618T09Z,327,446,0,0,0
20190618T08Z,328,467,0,0,0
20190618T07Z,328,507,0,0,0
20190618T06Z,328,567,0,0,0
20190618T05Z,356,608,0,0,0
20190618T04Z,474,607,0,0,0
20190618T03Z,584,643,0,0,0
20190618T02Z,587,767,0,0,0
20190618T01Z,553,813,0,0,0
20190618T00Z,550,910,0,0,1
20190617T23Z,550,925,0,0,3
20190617T22Z,550,925,0,0,5
20190617T21Z,539,924,0,0,10
20190617T20Z,473,922,0,0,21
20190617T19Z,428,922,0,0,20
20190617T18Z,528,926,0,0,15
20190617T17Z,563,928,0,0,20
20190617T16Z,531,857,0,0,20
20190617T15Z,501,763,0,0,20
20190617T14Z,468,650,0,0,19
20190617T13Z,348,609,0,0,12
20190617T12Z,329,611,0,0,3
20190617T11Z,327,594,0,0,0
20190617T10Z,325,598,0,0,0
20190617T09Z,327,543,0,0,0
20190617T08Z,328,542,0,0,0
20190617T07Z,333,574,0,0,0
20190617T06Z,388,588,0,0,0
20190617T05Z,421,564,0,0,0
20190617T04Z,551,606,0,0,0
20190617T03Z,646,604,0,0,0
20190617T02Z,803,603,0,0,0
20190617T01Z,841,602,0,0,0
20190617T00Z,821,600,0,0,1
20190616T23Z,938,598,0,0,8
20190616T22Z,957,597,0,0,10
20190616T21Z,876,598,0,0,17
20190616T20Z,757,596,0,0,17
20190616T19Z,1012,351,0,0,10
20190616T18Z,1038,299,0,0,15
20190616T17Z,1035,298,0,0,18
20190616T16Z,1005,293,0,0,17
20190616T15Z,867,240,0,0,19
20190616T14Z,866,149,0,0,14
20190616T13Z,772,139,0,0,10
20190616T12Z,700,94,0,0,2
20190616T11Z,726,86,0,0,0
20190616T10Z,731,86,0,0,0
20190616T09Z,705,43,0,0,0
20190616T08Z,739,0,0,0,0
20190616T07Z,767,0,0,0,0
20190616T06Z,772,51,0,0,0
20190616T05Z,788,147,0,0,0
20190616T04Z,832,151,0,0,0
20190616T03Z,918,150,0,0,0
20190616T02Z,946,152,0,0,0
20190616T01Z,898,312,0,0,0
20190616T00Z,895,518,0,0,2
20190615T23Z,928,569,0,0,8
20190615T22Z,924,568,0,0,14
20190615T21Z,1062,473,0,0,19
20190615T20Z,1070,419,0,0,20
20190615T19Z,1040,420,0,0,20
20190615T18Z,989,420,0,0,22
20190615T17Z,921,419,0,0,19
20190615T16Z,858,416,0,0,20
20190615T15Z,660,413,0,0,14
20190615T14Z,543,413,0,0,13
20190615T13Z,457,414,0,0,8
20190615T12Z,354,418,0,0,2
20190615T11Z,339,481,0,0,0
20190615T10Z,336,472,0,0,0
20190615T09Z,335,461,0,0,0
20190615T08Z,335,483,0,0,0
20190615T07Z,334,520,0,0,0
20190615T06Z,332,581,0,0,0
20190615T05Z,342,570,0,0,0
20190615T04Z,451,591,0,0,0
20190615T03Z,596,602,0,0,0
20190615T02Z,717,610,0,0,0
20190615T01Z,678,676,0,0,0
20190615T00Z,661,766,0,0,3
20190614T23Z,701,765,0,0,10
20190614T22Z,756,764,0,0,18
20190614T21Z,760,763,0,0,19
20190614T20Z,740,763,0,0,23
20190614T19Z,701,760,0,0,26
20190614T18Z,752,634,0,0,27
20190614T17Z,693,605,0,0,22
20190614T16Z,613,606,0,0,22
20190614T15Z,492,607,0,0,18
20190614T14Z,290,610,0,0,14
20190614T13Z,266,609,0,0,6
20190614T12Z,234,602,0,0,1
20190614T11Z,217,599,0,0,0
20190614T10Z,215,610,0,0,0
20190614T09Z,215,609,0,0,0
20190614T08Z,215,607,0,0,0
20190614T07Z,225,607,0,0,0
20190614T06Z,234,608,0,0,0
20190614T05Z,238,607,0,0,0
20190614T04Z,312,609,0,0,0
20190614T03Z,452,605,0,0,0
20190614T02Z,563,608,0,0,0
20190614T01Z,600,607,0,0,0
20190614T00Z,629,644,0,0,1
20190613T23Z,621,765,0,0,2
20190613T22Z,673,764,0,0,4
20190613T21Z,720,766,0,0,5
20190613T20Z,732,762,0,0,8
20190613T19Z,776,641,0,0,13
20190613T18Z,743,601,0,0,13
20190613T17Z,651,602,0,0,20
20190613T16Z,518,605,4,0,18
20190613T15Z,444,606,2,0,10
20190613T14Z,392,609,2,0,3
20190613T13Z,384,598,0,0,3
20190613T12Z,405,608,0,0,1
20190613T11Z,398,608,0,0,0
20190613T10Z,264,606,0,0,0
20190613T09Z,233,585,0,0,0
20190613T08Z,233,573,0,0,0
20190613T07Z,234,586,0,0,0
20190613T06Z,289,556,0,0,0
20190613T05Z,322,573,14,0,0
20190613T04Z,351,604,9,0,0
20190613T03Z,549,598,0,0,0
20190613T02Z,535,730,0,0,0
20190613T01Z,581,770,0,0,0
20190613T00Z,620,778,0,0,0
20190612T23Z,631,896,0,0,2
20190612T22Z,681,926,0,0,1
20190612T21Z,698,922,0,0,2
20190612T20Z,776,791,0,0,8
20190612T19Z,674,767,0,0,13
20190612T18Z,610,771,0,0,8
20190612T17Z,549,772,0,0,2
20190612T16Z,673,768,0,0,2
20190612T15Z,781,661,0,0,11
20190612T14Z,703,603,0,0,11
20190612T13Z,619,605,0,0,8
20190612T12Z,532,607,0,0,1
20190612T11Z,453,606,0,0,0
20190612T10Z,343,607,0,0,0
20190612T09Z,279,606,0,0,0
20190612T08Z,268,601,0,0,0
20190612T07Z,305,604,0,0,0
20190612T06Z,367,604,0,0,0
20190612T05Z,472,576,0,0,0
20190612T04Z,520,633,0,0,0
20190612T03Z,567,732,0,0,0
20190612T02Z,576,847,0,0,0
20190612T01Z,580,920,0,0,0
20190612T00Z,630,920,0,0,0
20190611T23Z,556,1038,0,0,1
20190611T22Z,602,1074,0,0,4
20190611T21Z,527,1146,0,0,9
20190611T20Z,751,1109,0,0,18
20190611T19Z,724,1040,0,0,16
20190611T18Z,791,907,0,0,16
20190611T17Z,742,907,0,0,18
20190611T16Z,766,797,0,0,17
20190611T15Z,765,650,0,0,17
20190611T14Z,666,604,0,0,16
20190611T13Z,598,608,0,0,11
20190611T12Z,471,607,0,0,2
20190611T11Z,446,606,0,0,0
20190611T10Z,353,608,0,0,0
20190611T09Z,288,609,0,0,0
20190611T08Z,317,582,0,0,0
20190611T07Z,338,591,0,0,0
20190611T06Z,365,604,0,0,0
20190611T05Z,486,606,0,0,0
20190611T04Z,599,606,0,0,0
20190611T03Z,560,605,0,0,0
20190611T02Z,629,604,0,0,0
20190611T01Z,732,635,0,0,0
20190611T00Z,688,743,0,0,1
20190610T23Z,690,750,0,0,6
20190610T22Z,768,750,0,0,7
20190610T21Z,627,748,0,0,10
20190610T20Z,622,750,0,0,7
20190610T19Z,744,749,0,0,9
20190610T18Z,751,747,0,0,16
20190610T17Z,797,683,0,0,21
20190610T16Z,724,603,0,0,21
20190610T15Z,575,603,0,0,22
20190610T14Z,445,606,0,0,19
20190610T13Z,265,609,0,0,12
20190610T12Z,252,611,0,0,3
20190610T11Z,251,596,0,0,0
20190610T10Z,250,507,0,0,0
20190610T09Z,216,479,0,0,0
20190610T08Z,198,484,0,0,0
20190610T07Z,198,483,0,0,0
20190610T06Z,197,487,0,0,0
20190610T05Z,221,502,0,0,0
20190610T04Z,298,527,0,0,0
20190610T03Z,367,605,0,0,0
20190610T02Z,452,610,0,0,0
20190610T01Z,497,609,0,0,0
20190610T00Z,480,608,0,0,2
20190609T23Z,532,608,0,0,3
20190609T22Z,632,608,0,0,5
20190609T21Z,654,606,0,0,15
20190609T20Z,654,603,0,0,14
20190609T19Z,612,600,0,0,25
20190609T18Z,511,603,0,0,21
20190609T17Z,597,604,0,0,18
20190609T16Z,512,606,0,0,15
20190609T15Z,383,604,0,0,15
20190609T14Z,284,604,0,0,12
20190609T13Z,215,533,0,0,9
20190609T12Z,174,481,0,0,3
20190609T11Z,164,502,0,0,0
20190609T10Z,164,559,0,0,0
20190609T09Z,164,567,0,0,0
20190609T08Z,163,587,0,0,0
20190609T07Z,172,604,0,0,0
20190609T06Z,233,565,0,0,0
20190609T05Z,349,503,0,0,0
20190609T04Z,376,605,0,0,0
20190609T03Z,421,598,0,0,0
20190609T02Z,468,604,0,0,0
20190609T01Z,595,599,0,0,0
20190609T00Z,634,727,0,0,1
20190608T23Z,636,746,0,0,6
20190608T22Z,648,742,0,0,10
20190608T21Z,697,742,0,0,14
20190608T20Z,762,702,0,0,17
20190608T19Z,696,598,0,0,19
20190608T18Z,605,601,0,0,15
20190608T17Z,658,600,0,0,11
20190608T16Z,591,603,0,0,14
20190608T15Z,495,604,0,0,11
20190608T14Z,342,605,0,0,6
20190608T13Z,295,606,0,0,5
20190608T12Z,282,607,0,0,1
20190608T11Z,258,606,0,0,0
20190608T10Z,248,600,0,0,0
20190608T09Z,249,582,0,0,0
20190608T08Z,249,587,0,0,0
20190608T07Z,252,607,0,0,0
20190608T06Z,281,608,0,0,0
20190608T05Z,378,593,0,0,0
20190608T04Z,498,555,0,0,0
20190608T03Z,579,562,0,0,0
20190608T02Z,631,607,0,0,0
20190608T01Z,687,606,0,0,0
20190608T00Z,738,603,0,0,1
20190607T23Z,917,603,0,0,4
20190607T22Z,974,636,0,0,6
20190607T21Z,855,762,0,0,11
20190607T20Z,840,768,0,0,8
20190607T19Z,984,756,0,0,13
20190607T18Z,942,756,0,0,17
20190607T17Z,880,737,0,0,17
20190607T16Z,948,475,0,0,18
20190607T15Z,948,228,0,0,10
20190607T14Z,864,245,0,0,8
20190607T13Z,728,296,0,0,3
20190607T12Z,658,297,0,0,1
20190607T11Z,606,297,0,0,0
20190607T10Z,537,297,0,0,0
20190607T09Z,509,297,0,0,0
20190607T08Z,516,297,0,0,0
20190607T07Z,539,296,0,0,0
20190607T06Z,593,296,0,0,0
20190607T05Z,748,296,0,0,0
20190607T04Z,860,301,0,0,0
20190607T03Z,889,509,0,0,0
20190607T02Z,927,601,0,0,0
20190607T01Z,976,598,0,0,0
20190607T00Z,942,646,0,0,0
20190606T23Z,939,733,0,0,2
20190606T22Z,910,813,0,0,5
20190606T21Z,998,897,0,0,6
20190606T20Z,1016,898,0,0,13
20190606T19Z,979,849,0,0,16
20190606T18Z,1022,745,0,0,18
20190606T17Z,1049,611,0,0,18
20190606T16Z,1049,486,0,0,18
20190606T15Z,1055,308,0,0,16
20190606T14Z,1058,181,0,0,14
20190606T13Z,974,94,0,0,5
20190606T12Z,842,101,0,0,2
20190606T11Z,605,291,0,0,0
20190606T10Z,562,328,0,0,0
20190606T09Z,562,300,0,0,0
20190606T08Z,562,300,0,0,0
20190606T07Z,578,299,0,0,0
20190606T06Z,599,299,0,0,0
20190606T05Z,674,335,0,0,0
20190606T04Z,769,402,0,0,0
20190606T03Z,915,445,0,0,0
20190606T02Z,968,453,0,0,0
20190606T01Z,1021,575,0,0,0
20190606T00Z,949,710,0,0,0
20190605T23Z,990,764,0,0,3
20190605T22Z,916,876,0,0,9
20190605T21Z,954,902,0,0,16
20190605T20Z,874,896,0,0,17
20190605T19Z,963,818,0,0,25
20190605T18Z,1018,753,0,0,28
20190605T17Z,952,749,0,0,27
20190605T16Z,958,604,0,0,23
20190605T15Z,940,463,0,0,22
20190605T14Z,874,376,0,0,18
20190605T13Z,795,301,0,0,9
20190605T12Z,714,302,0,0,3
20190605T11Z,655,302,0,0,0
20190605T10Z,582,302,0,0,0
20190605T09Z,554,301,0,0,0
20190605T08Z,582,301,0,0,0
20190605T07Z,571,301,0,0,0
20190605T06Z,626,301,0,0,0
20190605T05Z,684,322,0,0,0
20190605T04Z,607,563,0,0,0
20190605T03Z,706,615,0,0,0
20190605T02Z,830,628,0,0,0
20190605T01Z,901,760,0,0,0
20190605T00Z,887,809,0,0,2
20190604T23Z,840,895,0,0,2
20190604T22Z,958,914,0,0,6
20190604T21Z,807,939,0,0,18
20190604T20Z,653,1076,0,0,16
20190604T19Z,737,1196,0,0,8
20190604T18Z,759,1101,0,0,18
20190604T17Z,879,1100,0,0,22
20190604T16Z,776,920,0,0,24
20190604T15Z,780,724,0,0,22
20190604T14Z,715,612,0,0,17
20190604T13Z,546,579,0,0,10
20190604T12Z,527,605,0,0,2
20190604T11Z,483,605,0,0,0
20190604T10Z,393,597,0,0,0
20190604T09Z,379,540,0,0,0
20190604T08Z,393,587,2,0,0
20190604T07Z,399,599,0,0,0
20190604T06Z,462,601,0,0,0
20190604T05Z,547,602,0,0,0
20190604T04Z,596,616,0,0,0
20190604T03Z,562,792,0,0,0
20190604T02Z,626,1034,0,0,0
20190604T01Z,722,1038,0,0,0
20190604T00Z,657,1207,0,0,2
20190603T23Z,769,1196,0,0,9
20190603T22Z,853,1188,0,0,13
20190603T21Z,886,1181,0,0,20
20190603T20Z,883,1180,0,0,23
20190603T19Z,873,1128,0,0,23
20190603T18Z,807,1005,0,0,26
20190603T17Z,819,862,0,0,28
20190603T16Z,759,759,0,0,27
20190603T15Z,666,659,0,0,24
20190603T14Z,643,613,0,0,20
20190603T13Z,524,617,0,0,12
20190603T12Z,466,615,0,0,3
20190603T11Z,429,584,0,0,0
20190603T10Z,349,528,0,0,0
20190603T09Z,346,459,0,0,0
20190603T08Z,424,369,0,0,0
20190603T07Z,442,368,0,0,0
20190603T06Z,443,416,0,0,0
20190603T05Z,480,479,0,0,0
20190603T04Z,542,584,0,0,0
20190603T03Z,694,590,0,0,0
20190603T02Z,823,607,0,0,0
20190603T01Z,884,610,0,0,0
20190603T00Z,879,710,0,0,3
20190602T23Z,929,763,0,0,8
20190602T22Z,1035,754,0,0,11
20190602T21Z,1069,750,0,0,14
20190602T20Z,1041,750,0,0,19
20190602T19Z,1005,750,0,0,22
20190602T18Z,991,702,4,0,24
20190602T17Z,1005,602,15,0,26
20190602T16Z,836,607,0,0,27
20190602T15Z,703,609,0,0,25
20190602T14Z,555,609,0,0,20
20190602T13Z,491,612,0,0,13
20190602T12Z,408,550,0,0,3
20190602T11Z,408,502,0,0,0
20190602T10Z,407,493,0,0,0
20190602T09Z,431,517,0,0,0
20190602T08Z,444,558,0,0,0
20190602T07Z,459,602,0,0,0
20190602T06Z,534,602,0,0,0
20190602T05Z,613,605,0,0,0
20190602T04Z,642,608,0,0,0
20190602T03Z,719,662,0,0,0
20190602T02Z,773,754,0,0,0
20190602T01Z,835,759,0,0,0
20190602T00Z,852,904,0,0,3
20190601T23Z,930,894,0,0,9
20190601T22Z,996,884,0,0,19
20190601T21Z,1035,879,3,0,23
20190601T20Z,1001,889,0,0,26
20190601T19Z,1002,845,11,0,26
20190601T18Z,1056,747,39,0,26
20190601T17Z,1048,629,0,0,28
20190601T16Z,892,608,0,0,27
20190601T15Z,677,610,0,0,25
20190601T14Z,498,612,0,0,21
20190601T13Z,374,614,0,0,13
20190601T12Z,328,572,0,0,3
20190601T11Z,328,475,0,0,0
20190601T10Z,328,488,0,0,0
20190601T09Z,335,502,0,0,0
20190601T08Z,363,480,0,0,0
20190601T07Z,397,493,0,0,0
20190601T06Z,490,500,0,0,0
