,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191104T06-07,3097,4903,5339,0,48,2,359,451
20191104T05-07,2893,4536,5333,0,30,2,163,411
20191104T04-07,2866,4350,5334,0,30,1,167,385
20191104T03-07,2857,4282,5334,0,38,0,206,379
20191104T02-07,2835,4305,5337,0,38,1,286,411
20191104T01-07,2888,4954,5331,0,37,1,270,390
20191104T00-07,2064,4861,5330,0,21,1,423,9
20191103T23-07,2128,5397,5331,0,26,3,668,7
20191103T22-07,2250,5516,5326,0,28,6,745,9
20191103T21-07,2269,5167,5318,0,23,52,716,43
20191103T20-07,2295,5792,5323,0,38,159,846,44
20191103T19-07,2375,6132,5315,0,36,173,891,11
20191103T18-07,2269,6061,5315,0,38,180,696,12
20191103T17-07,2184,5332,5317,0,36,529,299,17
20191103T16-07,1936,4531,5315,0,29,1033,272,39
20191103T15-07,1924,3769,5324,0,26,1177,207,27
20191103T14-07,1873,3668,5323,0,26,1110,209,20
20191103T13-07,1811,3665,5324,0,25,1108,206,5
20191103T12-07,1807,3410,5328,0,24,1142,209,2
20191103T11-07,1836,3231,5319,0,22,1124,178,0
20191103T10-07,1953,3049,5332,0,28,1078,177,0
20191103T09-07,2017,3730,5341,0,27,774,256,0
20191103T08-07,2078,3904,5342,0,28,249,445,0
20191103T07-07,2085,3822,5344,0,27,13,324,0
20191103T06-07,2048,3842,5342,0,27,-3,168,2
20191103T05-07,2022,3764,5347,0,17,-1,138,3
20191103T04-07,1996,3761,5341,0,20,-1,139,2
20191103T03-07,1993,3734,5336,0,27,-1,152,7
20191103T02-07,2004,3931,5334,0,28,0,195,12
20191103T01-07,2001,3818,5330,0,24,0,315,21
20191103T00-07,2819,5545,5325,0,33,4,323,494
20191102T23-07,2874,5654,5334,0,36,2,391,547
20191102T22-07,2805,5835,5325,0,39,19,774,578
20191102T21-07,2801,6502,5322,0,34,142,890,600
20191102T20-07,2735,6740,5326,0,49,151,971,591
20191102T19-07,2635,6563,5327,0,47,153,1052,560
20191102T18-07,2601,6236,5322,0,46,170,923,478
20191102T17-07,2624,6316,5316,0,45,500,464,341
20191102T16-07,2626,5361,5311,0,35,1137,328,286
20191102T15-07,2496,4583,5311,0,35,1327,305,316
20191102T14-07,2505,4267,5319,0,36,1306,295,349
20191102T13-07,2504,4379,5316,0,35,1355,233,351
20191102T12-07,2504,4517,5327,0,34,1401,312,365
20191102T11-07,2534,4396,5328,0,33,1413,286,266
20191102T10-07,2599,4958,5342,0,38,1299,221,279
20191102T09-07,2820,5020,5349,0,39,989,305,307
20191102T08-07,2844,5478,5353,0,40,368,448,476
20191102T07-07,2954,5443,5353,0,41,26,666,572
20191102T06-07,2793,5316,5356,0,42,12,353,574
20191102T05-07,2762,5052,5351,0,32,5,220,600
20191102T04-07,2737,5026,5341,0,33,5,161,625
20191102T03-07,2729,4994,5346,0,42,7,158,602
20191102T02-07,2736,4974,5345,0,42,6,197,625
20191102T01-07,2790,4958,5345,0,39,7,337,497
20191102T00-07,2880,5337,5331,0,35,13,403,495
20191101T23-07,2965,5410,5340,0,40,138,543,539
20191101T22-07,3043,5879,5329,0,41,148,821,560
20191101T21-07,3111,6377,5324,0,38,150,963,577
20191101T20-07,3147,6523,5322,0,51,157,1083,572
20191101T19-07,3156,6597,5329,0,50,160,1054,541
20191101T18-07,3084,6440,5327,0,50,187,989,454
20191101T17-07,2999,6045,5326,0,48,647,423,316
20191101T16-07,2901,4820,5330,0,39,1286,268,261
20191101T15-07,2908,4689,5334,0,40,1447,247,293
20191101T14-07,2847,4842,5334,0,39,1456,246,322
20191101T13-07,2817,5084,5334,0,39,1436,247,323
20191101T12-07,2826,5103,5333,0,37,1443,221,337
20191101T11-07,2871,4691,5341,0,37,1467,223,238
20191101T10-07,2933,5365,5349,0,42,1466,272,252
20191101T09-07,3116,5501,5356,0,42,1156,354,280
20191101T08-07,3239,5723,5347,0,40,445,1049,449
20191101T07-07,3198,6035,5352,0,43,14,1047,546
20191101T06-07,3054,5879,5347,0,42,2,395,550
20191101T05-07,2970,5263,5343,0,33,1,153,575
20191101T04-07,3025,4644,5343,0,33,2,153,588
20191101T03-07,3054,4791,5349,0,44,1,174,564
20191101T02-07,3052,4896,5353,0,42,1,179,596
20191101T01-07,3082,5108,5351,0,39,0,302,620
20191101T00-07,3198,6074,5347,0,35,2,377,636
20191031T23-07,3175,6509,5341,0,41,2,446,642
20191031T22-07,3336,7011,5341,0,41,116,908,625
20191031T21-07,3450,7138,5329,0,38,147,1062,564
20191031T20-07,3454,6981,5333,0,50,158,1052,619
20191031T19-07,3443,6759,5328,0,52,162,1070,623
20191031T18-07,3434,6359,5326,0,50,233,1007,546
20191031T17-07,3154,5474,5326,0,49,733,500,427
20191031T16-07,2796,4858,5329,0,40,1377,336,380
20191031T15-07,2694,4463,5325,0,39,1522,281,375
20191031T14-07,2707,4460,5333,0,39,1539,234,357
20191031T13-07,2756,4512,5322,0,37,1512,245,350
20191031T12-07,2810,4522,5328,0,35,1498,237,316
20191031T11-07,2839,4892,5332,0,36,1541,215,322
20191031T10-07,3002,5493,5328,0,41,1520,235,329
20191031T09-07,3124,6267,5347,0,40,1184,364,380
20191031T08-07,3289,6764,5347,0,41,484,850,425
20191031T07-07,3317,7362,5347,0,44,21,883,449
20191031T06-07,3291,6814,5347,0,42,6,398,413
20191031T05-07,3268,6472,5346,0,32,9,370,419
20191031T04-07,3211,6160,5338,0,34,11,122,438
20191031T03-07,3223,5995,5338,0,43,9,136,407
20191031T02-07,3233,6050,5339,0,42,19,172,475
20191031T01-07,3265,6083,5330,0,39,28,279,443
20191031T00-07,3235,6526,5331,0,35,36,417,392
20191030T23-07,3173,6934,5336,0,39,28,526,402
20191030T22-07,3155,7079,5327,0,41,39,860,345
20191030T21-07,3222,7204,5324,0,37,46,1098,405
20191030T20-07,3364,7373,5328,0,53,51,1093,421
20191030T19-07,3598,7103,5324,0,52,137,1113,368
20191030T18-07,3352,6551,5329,0,51,286,979,425
20191030T17-07,3017,5779,5330,0,50,811,420,337
20191030T16-07,2851,4672,5325,0,41,1417,258,336
20191030T15-07,2849,4460,5329,0,39,1563,194,316
20191030T14-07,2837,4419,5337,0,41,1496,178,285
20191030T13-07,2892,4554,5334,0,39,1575,186,284
20191030T12-07,2916,4740,5332,0,37,1527,193,303
20191030T11-07,2976,4864,5332,0,38,1531,203,257
20191030T10-07,3192,5677,5334,0,40,1468,229,266
20191030T09-07,3359,6247,5331,0,41,1161,471,120
20191030T08-07,3502,6734,5344,0,41,507,882,127
20191030T07-07,3560,6880,5332,0,43,88,875,102
20191030T06-07,3533,6427,5332,0,42,71,569,111
20191030T05-07,3509,5941,5332,0,31,53,329,130
20191030T04-07,3464,5620,5327,0,33,19,152,163
20191030T03-07,3443,5547,5320,0,41,45,190,162
20191030T02-07,3408,5518,5320,0,42,67,238,146
20191030T01-07,3486,5310,5331,0,38,43,322,184
20191030T00-07,3530,5557,5324,0,34,26,347,248
20191029T23-07,3582,5902,5324,0,40,81,489,380
20191029T22-07,3635,6380,5316,0,38,208,837,475
20191029T21-07,3695,6806,5316,0,38,203,920,528
20191029T20-07,3630,6981,5318,0,48,205,915,656
20191029T19-07,3572,6952,5325,0,49,204,1017,709
20191029T18-07,3466,6241,5322,0,48,273,911,701
20191029T17-07,3105,5246,5319,0,50,791,560,674
20191029T16-07,3001,4871,5325,0,37,1398,399,574
20191029T15-07,2900,4832,5334,0,39,1564,372,497
20191029T14-07,2745,4847,5333,0,36,1575,266,453
20191029T13-07,2765,5084,5333,0,39,1553,192,423
20191029T12-07,2700,5021,5333,0,36,1566,199,442
20191029T11-07,2880,5021,5332,0,36,1608,206,444
20191029T10-07,2993,5383,5334,0,39,1622,302,388
20191029T09-07,2976,6292,5341,0,41,1294,511,382
20191029T08-07,2933,6987,5347,0,40,553,712,385
20191029T07-07,2855,7463,5346,0,42,105,738,351
20191029T06-07,2706,7123,5351,0,40,83,367,363
20191029T05-07,2711,6399,5347,0,31,68,285,335
20191029T04-07,2742,5971,5351,0,32,79,223,269
20191029T03-07,2729,5866,5347,0,41,78,253,255
20191029T02-07,2855,5827,5344,0,39,60,270,231
20191029T01-07,2850,6186,5349,0,40,50,333,196
20191029T00-07,2920,6715,5344,0,33,42,391,182
20191028T23-07,2923,7397,5340,0,38,30,421,164
20191028T22-07,3056,8258,5336,0,40,140,426,264
20191028T21-07,3143,8868,5336,0,36,157,1194,316
20191028T20-07,3282,8917,5337,0,51,174,1297,335
20191028T19-07,3286,8928,5328,0,47,184,1335,379
20191028T18-07,3080,8429,5329,0,48,239,1210,355
20191028T17-07,2981,6942,5330,0,48,758,587,373
20191028T16-07,2911,6279,5334,0,37,1361,371,454
20191028T15-07,2876,5953,5333,0,35,1530,311,460
20191028T14-07,2885,5739,5334,0,38,1511,310,396
20191028T13-07,2838,5931,5333,0,34,1501,286,402
20191028T12-07,2892,5779,5342,0,35,1479,280,430
20191028T11-07,2950,5600,5328,0,33,1483,272,262
20191028T10-07,3077,5646,5382,0,39,1400,281,263
20191028T09-07,3115,6656,5342,0,38,1034,275,312
20191028T08-07,3235,7504,5340,0,39,348,714,290
