,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191209T09-07,1085,1355,,0,31,46,0,0
20191209T08-07,1083,1550,,0,29,5,0,0
20191209T07-07,1045,1548,,0,29,3,0,0
20191209T06-07,1057,1292,,0,30,1,0,0
20191209T05-07,1076,936,,0,29,0,0,0
20191209T04-07,1148,601,,0,30,0,0,0
20191209T03-07,1166,673,,0,32,0,0,0
20191209T02-07,1180,765,,0,30,0,0,0
20191209T01-07,1177,635,,0,32,3,0,0
20191209T00-07,1291,669,,0,29,4,0,0
20191208T23-07,1334,672,,0,32,12,0,0
20191208T22-07,1381,935,,0,31,12,0,0
20191208T21-07,1434,1211,,0,30,11,0,0
20191208T20-07,1380,1050,,0,31,30,0,0
20191208T19-07,1462,1361,,0,31,40,0,0
20191208T18-07,1360,1403,,0,31,43,0,0
20191208T17-07,1340,1276,,0,31,48,0,0
20191208T16-07,1359,1056,,0,31,55,0,0
20191208T15-07,1438,824,,0,31,66,0,0
20191208T14-07,1475,786,,0,30,87,0,0
20191208T13-07,1421,609,,0,32,88,0,0
20191208T12-07,1482,751,,0,30,90,0,0
20191208T11-07,1372,692,,0,32,84,0,0
20191208T10-07,1350,685,,0,30,93,0,0
20191208T09-07,1347,628,,0,31,77,0,0
20191208T08-07,1348,614,,0,31,62,0,0
20191208T07-07,1337,552,,0,31,72,0,0
20191208T06-07,1329,526,,0,30,48,0,0
20191208T05-07,1332,504,,0,32,41,0,0
20191208T04-07,1347,504,,0,31,37,0,0
20191208T03-07,1313,518,,0,31,44,0,0
20191208T02-07,1151,535,,0,31,64,0,0
20191208T01-07,1164,676,,0,31,40,0,0
20191208T00-07,1082,1021,,0,31,22,0,0
20191207T23-07,971,1026,,0,30,18,0,0
20191207T22-07,958,1394,,0,32,12,0,0
20191207T21-07,921,1370,,0,30,16,0,0
20191207T20-07,926,1626,,0,31,22,0,0
20191207T19-07,987,1779,,0,31,22,0,0
20191207T18-07,956,1537,,0,33,8,0,0
20191207T17-07,985,1408,,0,29,14,0,0
20191207T16-07,803,1069,,0,32,41,0,0
20191207T15-07,729,1005,,0,31,67,0,0
20191207T14-07,706,1077,,0,30,97,0,0
20191207T13-07,694,858,,0,31,133,0,0
20191207T12-07,688,714,,0,32,146,0,0
20191207T11-07,698,848,,0,29,121,0,0
20191207T10-07,840,877,,0,32,80,0,0
20191207T09-07,903,1017,,0,31,48,0,0
20191207T08-07,868,1118,,0,32,24,0,0
20191207T07-07,852,992,,0,29,20,0,0
20191207T06-07,764,880,,0,32,14,0,0
20191207T05-07,700,725,,0,32,5,0,0
20191207T04-07,698,722,,0,30,1,0,0
20191207T03-07,698,734,,0,32,7,0,0
20191207T02-07,696,770,,0,31,29,0,0
20191207T01-07,695,861,,0,31,20,0,0
20191207T00-07,706,971,,0,30,13,0,0
20191206T23-07,728,810,,0,32,12,0,0
20191206T22-07,780,1252,,0,30,4,0,0
20191206T21-07,806,1077,,0,31,3,0,0
20191206T20-07,784,1072,,0,31,1,0,0
20191206T19-07,808,1129,,0,32,0,0,0
20191206T18-07,827,1256,,0,31,1,0,0
20191206T17-07,744,1230,,0,29,35,0,0
20191206T16-07,647,949,,0,31,235,0,0
20191206T15-07,657,801,,0,31,266,0,0
20191206T14-07,669,789,,0,29,164,0,0
20191206T13-07,667,771,,0,31,128,0,0
20191206T12-07,674,769,,0,31,124,0,0
20191206T11-07,776,866,,0,29,123,0,0
20191206T10-07,824,954,,0,30,110,0,0
20191206T09-07,884,1253,,0,31,41,0,0
20191206T08-07,889,1411,,0,29,7,0,0
20191206T07-07,833,1542,,0,31,6,0,0
20191206T06-07,732,1336,,0,31,7,0,0
20191206T05-07,682,1212,,0,30,11,0,0
20191206T04-07,674,1134,,0,31,7,0,0
20191206T03-07,675,1126,,0,31,1,0,0
20191206T02-07,671,1115,,0,30,3,0,0
20191206T01-07,674,1112,,0,31,1,0,0
20191206T00-07,686,1133,,0,31,2,0,0
20191205T23-07,729,923,,0,31,0,0,0
20191205T22-07,770,1185,,0,30,0,0,0
20191205T21-07,845,990,,0,31,3,0,0
20191205T20-07,881,948,,0,30,3,0,0
20191205T19-07,837,891,,0,30,2,0,0
20191205T18-07,878,1071,,0,31,90,0,0
20191205T17-07,805,941,,0,31,195,0,0
20191205T16-07,688,739,,0,31,280,0,0
20191205T15-07,682,709,,0,29,298,0,0
20191205T14-07,686,711,,0,31,321,0,0
20191205T13-07,679,709,,0,31,305,0,0
20191205T12-07,684,754,,0,30,310,0,0
20191205T11-07,687,758,,0,31,315,0,0
20191205T10-07,781,801,,0,30,197,0,0
20191205T09-07,919,1136,,0,32,114,0,0
20191205T08-07,933,1395,,0,31,24,0,0
20191205T07-07,936,1469,,0,31,7,0,0
20191205T06-07,883,1269,,0,31,17,0,0
20191205T05-07,671,1058,,0,30,44,0,0
20191205T04-07,666,1034,,0,32,32,0,0
20191205T03-07,664,1014,,0,30,44,0,0
20191205T02-07,663,1030,,0,32,55,0,0
20191205T01-07,677,871,,0,30,59,0,0
20191205T00-07,674,827,,0,31,44,0,0
20191204T23-07,788,1008,,0,31,32,0,0
20191204T22-07,930,1243,,0,30,34,0,0
20191204T21-07,905,1117,,0,31,47,0,0
20191204T20-07,911,1158,,0,32,77,0,0
20191204T19-07,875,1041,,0,29,90,0,0
20191204T18-07,859,1132,,0,32,85,0,0
20191204T17-07,742,1030,,0,30,95,0,0
20191204T16-07,692,784,,0,33,144,0,0
20191204T15-07,655,875,,0,29,256,0,0
20191204T14-07,660,783,,0,33,301,0,0
20191204T13-07,694,887,,0,30,303,0,0
20191204T12-07,725,917,,0,32,242,0,0
20191204T11-07,761,1173,,0,31,144,0,0
20191204T10-07,862,1509,,0,32,113,0,0
20191204T09-07,901,1404,,0,31,39,0,0
20191204T08-07,903,1483,,0,32,18,0,0
20191204T07-07,873,1273,,0,32,23,0,0
20191204T06-07,808,1072,,0,31,22,0,0
20191204T05-07,731,899,,0,31,16,0,0
20191204T04-07,730,783,,0,32,26,0,0
20191204T03-07,728,955,,0,31,14,0,0
20191204T02-07,724,1018,,0,32,18,0,0
20191204T01-07,724,1093,,0,32,23,0,0
20191204T00-07,814,1129,3974.0,0,30,17,0,0
20191203T23-07,895,1354,3978.0,0,33,13,0,0
20191203T22-07,903,1502,3975.0,0,22,19,0,0
20191203T21-07,904,1449,3971.0,0,33,17,0,0
20191203T20-07,907,1392,3967.0,0,31,17,0,0
20191203T19-07,903,1459,3971.0,0,32,8,0,0
20191203T18-07,898,1506,3974.0,0,30,14,0,0
20191203T17-07,815,1444,3974.0,0,33,8,0,0
20191203T16-07,728,1123,3975.0,0,31,29,0,0
20191203T15-07,727,1054,3981.0,0,32,54,0,0
20191203T14-07,719,954,3984.0,0,31,86,0,0
20191203T13-07,728,919,3979.0,0,32,115,0,0
20191203T12-07,674,745,3977.0,0,31,126,0,0
20191203T11-07,724,1033,3981.0,0,32,112,0,0
20191203T10-07,898,1238,3981.0,0,31,85,0,0
20191203T09-07,923,1349,3991.0,0,33,40,0,0
20191203T08-07,913,1264,3991.0,0,31,5,0,0
20191203T07-07,918,1312,3988.0,0,32,1,0,0
20191203T06-07,859,1166,3987.0,0,32,0,0,0
20191203T05-07,721,1063,3985.0,0,31,0,0,0
20191203T04-07,719,829,3985.0,0,31,0,0,0
20191203T03-07,717,918,3979.0,0,32,0,0,0
20191203T02-07,716,867,3982.0,0,32,0,0,0
20191203T01-07,825,1129,3983.0,0,30,0,0,0
20191203T00-07,904,1217,3988.0,0,32,0,0,0
20191202T23-07,915,1428,3978.0,0,32,0,0,0
20191202T22-07,920,1488,3978.0,0,32,0,0,0
20191202T21-07,917,1477,3974.0,0,31,0,0,0
20191202T20-07,919,1462,3976.0,0,32,0,0,0
20191202T19-07,927,1465,3975.0,0,32,2,0,0
20191202T18-07,893,1433,3979.0,0,31,2,0,0
20191202T17-07,731,1268,3978.0,0,32,108,0,0
20191202T16-07,680,938,3973.0,0,31,137,0,0
20191202T15-07,753,1017,3981.0,0,32,158,0,0
20191202T14-07,756,905,3978.0,0,31,140,0,0
20191202T13-07,874,941,3980.0,0,32,139,0,0
20191202T12-07,905,1015,3980.0,0,32,129,0,0
20191202T11-07,922,1393,3981.0,0,32,125,0,0
20191202T10-07,913,1524,3986.0,0,31,106,0,0
20191202T09-07,904,1459,3980.0,0,32,79,0,0
20191202T08-07,872,1149,3988.0,0,31,8,0,0
20191202T07-07,899,1364,3985.0,0,32,0,0,0
20191202T06-07,841,1094,3995.0,0,31,0,0,0
20191202T05-07,758,894,3986.0,0,31,0,0,0
20191202T04-07,755,848,3989.0,0,32,0,0,0
20191202T03-07,749,734,3984.0,0,31,2,0,0
20191202T02-07,761,729,3985.0,0,31,2,0,0
20191202T01-07,920,714,3984.0,0,32,3,0,0
20191202T00-07,949,1202,3981.0,0,31,1,0,0
20191201T23-07,945,1428,3981.0,0,31,0,0,0
20191201T22-07,950,1545,3977.0,0,32,0,0,0
20191201T21-07,949,1603,3977.0,0,30,30,0,0
20191201T20-07,952,1603,3980.0,0,32,127,0,0
20191201T19-07,951,1643,3980.0,0,31,131,0,0
20191201T18-07,952,1496,3980.0,0,31,138,0,0
20191201T17-07,938,1198,3984.0,0,32,211,0,0
20191201T16-07,802,603,3977.0,0,31,328,0,0
20191201T15-07,696,521,3981.0,0,32,343,0,0
20191201T14-07,723,520,3984.0,0,32,334,0,0
20191201T13-07,744,663,3980.0,0,30,327,0,0
20191201T12-07,768,675,3980.0,0,31,306,0,0
20191201T11-07,881,629,3986.0,0,31,305,0,0
20191201T10-07,947,840,3989.0,0,32,243,0,0
20191201T09-07,950,985,3990.0,0,30,106,0,0
20191201T08-07,956,841,3993.0,0,31,22,0,0
20191201T07-07,957,828,3995.0,0,32,10,0,0
20191201T06-07,953,713,3989.0,0,31,4,0,0
20191201T05-07,957,551,3987.0,0,32,5,0,0
20191201T04-07,956,547,3986.0,0,32,10,0,0
20191201T03-07,941,640,3985.0,0,31,2,0,0
20191201T02-07,852,851,3985.0,0,32,5,0,0
20191201T01-07,914,988,3983.0,0,32,4,0,0
20191201T00-07,933,1078,3987.0,0,31,9,0,0
20191130T23-07,951,1184,3985.0,0,31,5,0,0
20191130T22-07,949,1341,3983.0,0,31,2,0,0
20191130T21-07,950,1379,3978.0,0,32,104,0,0
20191130T20-07,957,1451,3978.0,0,32,124,0,0
20191130T19-07,949,1401,3984.0,0,31,124,0,0
20191130T18-07,944,1340,3982.0,0,31,149,0,0
20191130T17-07,845,1312,3979.0,0,31,198,0,0
20191130T16-07,690,1031,3985.0,0,32,331,0,0
20191130T15-07,649,642,3987.0,0,32,347,0,0
20191130T14-07,629,619,3983.0,0,31,340,0,0
20191130T13-07,679,606,3981.0,0,31,328,0,0
20191130T12-07,797,629,3981.0,0,32,324,0,0
20191130T11-07,863,705,3982.0,0,32,305,0,0
20191130T10-07,271,1061,3986.0,0,30,199,0,0
20191130T09-07,848,1271,3990.0,0,32,107,0,0
20191130T08-07,844,1366,3991.0,0,31,10,0,0
20191130T07-07,753,1242,3989.0,0,32,2,0,0
20191130T06-07,715,1129,3991.0,0,30,29,0,0
20191130T05-07,687,1164,3989.0,0,33,48,0,0
20191130T04-07,704,1147,3986.0,0,31,37,0,0
20191130T03-07,744,1158,3987.0,0,31,46,0,0
20191130T02-07,746,1157,3988.0,0,31,58,0,0
20191130T01-07,741,1107,3983.0,0,33,61,0,0
20191130T00-07,749,1078,3984.0,0,29,62,0,0
20191129T23-07,797,1190,3979.0,0,33,43,0,0
20191129T22-07,896,1327,3987.0,0,31,47,0,0
20191129T21-07,942,1337,3983.0,0,31,33,0,0
20191129T20-07,943,1365,3978.0,0,31,30,0,0
20191129T19-07,942,1314,3975.0,0,31,46,0,0
20191129T18-07,941,1313,3981.0,0,30,95,0,0
20191129T17-07,860,836,3970.0,0,32,269,0,0
20191129T16-07,705,635,3966.0,0,31,307,0,0
20191129T15-07,678,633,3969.0,0,30,252,0,0
20191129T14-07,673,668,3972.0,0,31,257,0,0
20191129T13-07,670,661,3974.0,0,32,255,0,0
20191129T12-07,660,675,3974.0,0,31,222,0,0
20191129T11-07,958,663,3971.0,0,30,205,0,0
20191129T10-07,1525,822,3981.0,0,32,140,0,0
20191129T09-07,1572,881,3977.0,0,30,72,0,0
20191129T08-07,1539,784,3973.0,0,31,20,0,0
20191129T07-07,1414,701,3982.0,0,30,6,0,0
20191129T06-07,1328,706,3974.0,0,30,17,0,0
20191129T05-07,1240,742,3979.0,0,30,12,0,0
20191129T04-07,1224,728,3970.0,0,31,1,0,0
20191129T03-07,1221,910,3958.0,0,30,3,0,0
20191129T02-07,1220,1052,3956.0,0,31,32,0,0
20191129T01-07,1232,1088,3955.0,0,31,73,0,0
20191129T00-07,1320,824,3965.0,0,31,73,0,0
20191128T23-07,1510,1026,3957.0,0,30,76,0,0
20191128T22-07,1562,1136,3960.0,0,32,88,0,0
20191128T21-07,1563,1191,3958.0,0,30,87,0,0
20191128T20-07,1535,1044,3958.0,0,31,88,0,0
20191128T19-07,1538,885,3956.0,0,31,87,0,0
20191128T18-07,1534,859,3962.0,0,29,74,0,0
20191128T17-07,1320,761,3950.0,0,31,77,0,0
20191128T16-07,1300,744,3955.0,0,31,106,0,0
20191128T15-07,1295,594,3957.0,0,29,146,0,0
20191128T14-07,1374,513,3962.0,0,31,188,0,0
20191128T13-07,1443,403,3963.0,0,31,193,0,0
20191128T12-07,1473,347,3964.0,0,30,202,0,0
20191128T11-07,1573,497,3972.0,0,32,197,0,0
20191128T10-07,1580,494,3976.0,0,35,142,0,0
20191128T09-07,1419,514,3976.0,0,31,96,0,0
20191128T08-07,1353,704,3977.0,0,31,81,0,0
20191128T07-07,1333,765,3979.0,0,29,77,0,0
20191128T06-07,1333,667,3981.0,0,31,77,0,0
20191128T05-07,1281,523,3981.0,0,31,82,0,0
20191128T04-07,1274,468,3983.0,0,31,87,0,0
20191128T03-07,1277,484,3984.0,0,30,91,0,0
20191128T02-07,1280,498,3981.0,0,31,89,0,0
20191128T01-07,1373,553,3980.0,0,31,87,0,0
20191128T00-07,1415,463,3978.0,0,31,84,0,0
20191127T23-07,1360,574,3982.0,0,30,79,0,0
20191127T22-07,1471,865,3979.0,0,32,85,0,0
20191127T21-07,1458,978,3981.0,0,29,88,0,0
20191127T20-07,1296,1061,3977.0,0,32,91,0,0
20191127T19-07,1251,976,3973.0,0,31,88,0,0
20191127T18-07,1278,936,3975.0,0,30,90,0,0
20191127T17-07,1290,925,3972.0,0,31,101,0,0
20191127T16-07,1266,970,3979.0,0,30,131,0,0
