,coal,natural gas,nuclear,other,solar,hydro
20190501T09-04,584,1405,990,0,66,39
20190501T08-04,580,1400,990,0,23,30
20190501T07-04,581,1391,992,0,0,25
20190501T06-04,529,1282,992,0,0,24
20190501T05-04,377,1218,991,0,0,26
20190501T04-04,344,1192,991,0,0,25
20190501T03-04,342,1236,992,0,0,26
20190501T02-04,348,1227,990,0,0,24
20190501T01-04,350,1218,991,0,0,26
20190501T00-04,458,1336,988,0,0,27
20190430T23-04,572,1437,990,0,0,107
20190430T22-04,577,1571,992,0,0,262
20190430T21-04,576,1638,990,0,0,310
20190430T20-04,577,1629,990,0,34,306
20190430T19-04,576,1666,992,0,157,288
20190430T18-04,575,1679,989,0,252,258
20190430T17-04,574,1677,990,0,274,239
20190430T16-04,575,1643,991,0,281,200
20190430T15-04,578,1579,991,0,293,133
20190430T14-04,575,1500,989,0,301,63
20190430T13-04,578,1334,991,0,292,23
20190430T12-04,577,1136,992,0,290,24
20190430T11-04,580,1083,991,0,289,26
20190430T10-04,581,1056,992,0,259,23
20190430T09-04,576,1063,990,0,163,23
20190430T08-04,550,1152,992,0,48,24
20190430T07-04,394,1291,992,0,1,24
20190430T06-04,348,1296,991,0,0,24
20190430T05-04,349,1264,993,0,0,25
20190430T04-04,344,1312,991,0,0,31
20190430T03-04,347,1295,992,0,0,20
20190430T02-04,350,1291,992,0,0,23
20190430T01-04,350,1322,990,0,0,26
20190430T00-04,435,1458,992,0,0,26
20190429T23-04,570,1428,991,0,0,38
20190429T22-04,583,1554,990,0,0,144
20190429T21-04,581,1595,991,0,0,276
20190429T20-04,583,1586,990,0,26,291
20190429T19-04,582,1574,991,0,168,286
20190429T18-04,582,1565,989,0,254,253
20190429T17-04,581,1500,991,0,265,276
20190429T16-04,583,1503,991,0,269,210
20190429T15-04,583,1437,989,0,273,181
20190429T14-04,535,1405,991,0,295,116
20190429T13-04,444,1401,992,0,296,53
20190429T12-04,445,1314,990,0,304,24
20190429T11-04,378,1243,994,0,295,22
20190429T10-04,354,1163,991,0,280,22
20190429T09-04,352,1116,992,0,216,19
20190429T08-04,355,1205,991,0,59,21
20190429T07-04,352,1207,991,0,1,20
20190429T06-04,349,1144,992,0,0,22
20190429T05-04,351,1110,992,0,0,21
20190429T04-04,347,1112,991,0,0,23
20190429T03-04,347,1082,993,0,0,22
20190429T02-04,349,984,991,0,0,23
20190429T01-04,353,1051,992,0,0,22
20190429T00-04,351,1223,992,0,0,24
20190428T23-04,415,1328,992,0,0,34
20190428T22-04,446,1424,992,0,0,146
20190428T21-04,443,1433,991,0,0,232
20190428T20-04,445,1438,992,0,32,302
20190428T19-04,442,1422,992,0,182,174
20190428T18-04,440,1356,990,0,277,145
20190428T17-04,441,1323,992,0,280,116
20190428T16-04,407,1255,991,0,270,98
20190428T15-04,353,1173,991,0,268,96
20190428T14-04,352,1077,992,0,214,56
20190428T13-04,348,1045,991,0,279,81
20190428T12-04,353,1086,991,0,274,83
20190428T11-04,351,980,992,0,243,77
20190428T10-04,354,901,993,0,234,83
20190428T09-04,350,959,991,0,176,82
20190428T08-04,355,858,993,0,52,83
20190428T07-04,350,847,993,0,0,83
20190428T06-04,352,851,991,0,0,55
20190428T05-04,348,874,993,0,0,25
20190428T04-04,347,855,991,0,0,27
20190428T03-04,346,895,992,0,0,27
20190428T02-04,351,885,992,0,0,28
20190428T01-04,352,894,992,0,0,23
20190428T00-04,354,1060,992,0,0,12
20190427T23-04,352,1173,991,0,0,26
20190427T22-04,351,1310,992,0,0,29
20190427T21-04,352,1377,992,0,0,26
20190427T20-04,351,1289,991,0,35,70
20190427T19-04,351,1194,990,0,195,96
20190427T18-04,351,1154,992,0,285,59
20190427T17-04,347,1138,989,0,297,29
20190427T16-04,353,1032,992,0,306,29
20190427T15-04,353,855,992,0,299,86
20190427T14-04,352,791,991,0,307,86
20190427T13-04,350,758,993,0,302,84
20190427T12-04,352,782,992,0,302,85
20190427T11-04,353,803,991,0,294,83
20190427T10-04,354,840,991,0,295,82
20190427T09-04,349,837,993,0,237,84
20190427T08-04,351,885,991,0,80,83
20190427T07-04,351,904,993,0,1,84
20190427T06-04,349,901,992,0,0,45
20190427T05-04,349,893,992,0,0,25
20190427T04-04,347,904,991,0,0,25
20190427T03-04,346,932,992,0,0,26
20190427T02-04,350,935,993,0,0,26
20190427T01-04,352,948,993,0,0,26
20190427T00-04,374,1046,992,0,0,27
20190426T23-04,553,1051,992,0,0,25
20190426T22-04,652,1128,993,0,0,27
20190426T21-04,693,1176,992,0,0,26
20190426T20-04,691,1155,993,0,32,27
20190426T19-04,689,1149,992,0,179,26
20190426T18-04,688,1205,993,0,245,25
20190426T17-04,691,1231,992,0,240,26
20190426T16-04,692,1198,993,0,252,38
20190426T15-04,694,1173,992,0,219,76
20190426T14-04,691,1178,992,0,190,76
20190426T13-04,673,1157,991,0,215,76
20190426T12-04,549,1169,993,0,241,74
20190426T11-04,517,1126,992,0,259,74
20190426T10-04,462,1131,992,0,229,75
20190426T09-04,460,1072,992,0,221,73
20190426T08-04,499,1128,992,0,53,77
20190426T07-04,466,1122,992,0,1,76
20190426T06-04,459,1018,993,0,0,55
20190426T05-04,456,1004,992,0,0,43
20190426T04-04,458,944,994,0,0,47
20190426T03-04,455,938,992,0,0,45
20190426T02-04,460,977,992,0,0,46
20190426T01-04,458,1070,993,0,0,44
20190426T00-04,502,1208,991,0,0,46
20190425T23-04,580,1261,991,0,0,98
20190425T22-04,586,1308,991,0,0,292
20190425T21-04,588,1332,992,0,0,403
20190425T20-04,588,1331,992,0,12,395
20190425T19-04,601,1319,992,0,75,356
20190425T18-04,800,1183,991,0,179,322
20190425T17-04,816,1194,992,0,209,320
20190425T16-04,778,1205,989,0,251,289
20190425T15-04,770,1165,991,0,266,229
20190425T14-04,726,1169,992,0,286,142
20190425T13-04,680,1168,992,0,276,81
20190425T12-04,638,1078,992,0,279,45
20190425T11-04,605,977,989,0,282,44
20190425T10-04,472,1115,992,0,264,45
20190425T09-04,462,1157,993,0,208,43
20190425T08-04,528,1167,991,0,55,44
20190425T07-04,498,1193,993,0,0,45
20190425T06-04,460,1169,991,0,0,43
20190425T05-04,462,1085,993,0,0,45
20190425T04-04,457,1096,991,0,0,44
20190425T03-04,459,1084,993,0,0,45
20190425T02-04,462,1073,991,0,0,45
20190425T01-04,460,1055,991,0,0,43
20190425T00-04,490,1148,993,0,0,46
20190424T23-04,604,1216,993,0,0,181
20190424T22-04,744,1327,989,0,0,248
20190424T21-04,811,1364,992,0,0,261
20190424T20-04,868,1366,992,0,25,240
20190424T19-04,868,1364,991,0,159,254
20190424T18-04,864,1329,990,0,263,246
20190424T17-04,864,1303,992,0,276,249
20190424T16-04,865,1242,991,0,289,215
20190424T15-04,863,1163,991,0,297,136
20190424T14-04,857,1131,991,0,302,58
20190424T13-04,754,1096,993,0,297,44
20190424T12-04,699,1044,991,0,301,46
20190424T11-04,692,932,992,0,288,49
20190424T10-04,693,875,992,0,259,43
20190424T09-04,694,979,993,0,173,46
20190424T08-04,696,1062,992,0,35,56
20190424T07-04,651,1103,992,0,0,67
20190424T06-04,503,1069,992,0,0,64
20190424T05-04,462,1008,993,0,0,68
20190424T04-04,462,1004,991,0,0,65
20190424T03-04,457,1024,993,0,0,68
20190424T02-04,463,1020,992,0,0,67
20190424T01-04,462,1059,991,0,0,66
20190424T00-04,475,1087,992,0,0,67
20190423T23-04,560,1242,992,0,0,68
20190423T22-04,637,1401,990,0,0,92
20190423T21-04,639,1435,991,0,0,183
20190423T20-04,636,1408,991,0,20,214
20190423T19-04,637,1360,992,0,128,242
20190423T18-04,633,1314,990,0,240,211
20190423T17-04,636,1278,992,0,277,137
20190423T16-04,607,1219,991,0,290,136
20190423T15-04,536,1201,992,0,286,135
20190423T14-04,507,1159,991,0,276,89
20190423T13-04,489,1067,991,0,285,66
20190423T12-04,465,1024,993,0,285,67
20190423T11-04,460,1061,992,0,281,66
20190423T10-04,462,1029,991,0,275,66
20190423T09-04,532,964,992,0,210,66
20190423T08-04,543,1062,993,0,65,64
20190423T07-04,465,1005,993,0,0,62
20190423T06-04,466,855,992,0,0,64
20190423T05-04,463,817,991,0,0,62
20190423T04-04,460,795,993,0,0,64
20190423T03-04,459,797,993,0,0,62
20190423T02-04,465,792,995,0,0,63
20190423T01-04,465,798,995,0,0,62
20190423T00-04,478,826,989,0,0,64
20190422T23-04,566,973,991,0,0,63
20190422T22-04,636,1042,990,0,0,129
20190422T21-04,635,1058,992,0,0,187
20190422T20-04,637,1044,990,0,28,152
20190422T19-04,561,1010,992,0,183,104
20190422T18-04,481,1014,992,0,278,64
20190422T17-04,461,983,991,0,296,63
20190422T16-04,463,923,991,0,298,65
20190422T15-04,463,862,992,0,298,61
20190422T14-04,460,808,991,0,292,63
20190422T13-04,461,780,991,0,288,64
20190422T12-04,462,774,993,0,278,63
20190422T11-04,463,791,992,1,274,62
20190422T10-04,460,814,993,0,266,53
20190422T09-04,462,850,991,0,203,103
20190422T08-04,460,958,993,0,55,137
20190422T07-04,460,892,991,0,0,106
20190422T06-04,462,691,992,0,0,73
20190422T05-04,457,619,993,0,0,73
20190422T04-04,457,559,993,0,0,73
20190422T03-04,454,547,991,0,0,73
20190422T02-04,459,502,992,0,0,73
20190422T01-04,460,535,993,0,0,73
20190422T00-04,460,642,994,0,0,76
20190421T23-04,516,734,992,0,0,81
20190421T22-04,558,767,993,0,0,149
20190421T21-04,493,820,990,0,0,168
20190421T20-04,460,779,993,0,30,75
20190421T19-04,456,683,993,0,179,73
20190421T18-04,458,604,991,0,249,75
20190421T17-04,455,580,993,0,231,74
20190421T16-04,461,536,992,0,223,73
20190421T15-04,459,537,992,0,221,73
20190421T14-04,460,542,994,0,211,72
20190421T13-04,458,539,993,0,239,74
20190421T12-04,461,538,993,0,261,72
20190421T11-04,461,560,993,0,271,74
20190421T10-04,459,618,991,0,273,74
20190421T09-04,461,676,992,0,213,72
20190421T08-04,460,725,993,0,50,74
20190421T07-04,457,660,993,0,0,73
20190421T06-04,458,589,993,0,0,75
20190421T05-04,458,552,993,0,0,73
20190421T04-04,453,550,991,0,0,74
20190421T03-04,455,560,994,0,0,72
20190421T02-04,458,585,992,0,0,76
20190421T01-04,460,642,993,0,0,72
20190421T00-04,461,704,993,0,0,73
20190420T23-04,459,900,992,0,0,69
20190420T22-04,457,891,993,0,0,159
20190420T21-04,458,895,994,0,0,165
20190420T20-04,460,867,992,0,2,76
20190420T19-04,458,808,991,0,33,61
20190420T18-04,457,752,995,0,77,30
20190420T17-04,454,684,992,0,124,30
20190420T16-04,456,674,993,0,132,30
20190420T15-04,458,670,992,0,137,28
20190420T14-04,457,632,994,0,155,87
20190420T13-04,458,636,993,0,174,85
20190420T12-04,457,652,992,0,159,91
20190420T11-04,458,628,992,0,167,97
20190420T10-04,458,669,993,0,164,55
20190420T09-04,463,706,993,0,167,27
20190420T08-04,458,769,994,0,36,27
20190420T07-04,460,762,992,0,0,27
20190420T06-04,456,776,993,0,0,28
20190420T05-04,456,764,993,0,0,29
20190420T04-04,453,767,993,0,0,29
20190420T03-04,455,796,992,0,0,32
20190420T02-04,457,776,991,0,0,31
20190420T01-04,462,799,993,0,0,33
20190420T00-04,465,908,991,0,0,30
20190419T23-04,464,1024,992,0,0,34
20190419T22-04,462,1138,993,0,0,65
20190419T21-04,463,1180,992,0,0,69
20190419T20-04,462,1147,992,0,4,33
20190419T19-04,460,1074,992,0,59,32
20190419T18-04,460,1114,993,0,89,33
20190419T17-04,459,1148,992,0,54,33
20190419T16-04,460,1208,993,0,32,37
20190419T15-04,463,1308,993,0,23,79
20190419T14-04,460,1379,992,0,16,136
20190419T13-04,458,1376,992,0,56,129
20190419T12-04,461,1352,992,0,107,74
20190419T11-04,460,1309,993,0,115,32
20190419T10-04,459,1219,990,0,104,32
20190419T09-04,459,1163,992,0,46,31
20190419T08-04,459,1097,993,0,10,31
20190419T07-04,460,1111,992,0,0,33
20190419T06-04,456,1067,992,0,0,32
20190419T05-04,455,1020,993,0,0,34
20190419T04-04,457,1011,994,0,0,31
20190419T03-04,455,995,990,0,0,34
20190419T02-04,463,978,993,0,0,33
20190419T01-04,461,1010,993,0,0,34
20190419T00-04,475,1117,994,0,0,34
20190418T23-04,610,1189,992,0,0,35
20190418T22-04,638,1295,992,0,0,65
20190418T21-04,637,1306,990,0,0,110
20190418T20-04,636,1273,992,0,15,105
20190418T19-04,636,1268,992,0,109,87
20190418T18-04,638,1231,992,0,174,114
20190418T17-04,632,1240,992,0,212,83
20190418T16-04,582,1270,991,0,188,74
20190418T15-04,494,1243,993,0,201,94
20190418T14-04,457,1166,991,0,195,140
20190418T13-04,457,1118,992,0,194,134
20190418T12-04,459,1063,993,0,204,87
20190418T11-04,507,1030,992,0,226,72
20190418T10-04,461,1060,993,0,243,71
20190418T09-04,420,1005,992,0,181,71
20190418T08-04,421,1027,992,0,42,69
20190418T07-04,373,1092,993,0,0,70
20190418T06-04,363,1026,992,0,0,46
20190418T05-04,358,1037,993,0,0,25
20190418T04-04,357,998,993,0,0,20
20190418T03-04,357,979,992,0,0,25
20190418T02-04,374,950,992,0,0,25
20190418T01-04,497,829,993,0,0,26
20190418T00-04,653,918,993,0,0,24
20190417T23-04,844,930,991,0,0,28
20190417T22-04,866,1007,993,0,0,107
20190417T21-04,868,1048,992,0,0,155
20190417T20-04,867,1010,992,0,16,107
20190417T19-04,869,1015,991,0,75,74
20190417T18-04,867,973,993,0,127,87
20190417T17-04,862,968,992,0,187,84
20190417T16-04,754,963,990,0,213,44
20190417T15-04,693,921,993,0,272,25
20190417T14-04,613,930,992,0,281,25
20190417T13-04,480,958,993,0,291,33
20190417T12-04,469,890,991,0,294,36
20190417T11-04,468,879,993,0,283,40
20190417T10-04,468,874,992,0,265,71
20190417T09-04,467,967,993,0,183,67
20190417T08-04,531,994,992,0,44,72
20190417T07-04,531,978,992,0,0,71
20190417T06-04,466,884,993,0,0,50
20190417T05-04,464,801,992,0,0,32
20190417T04-04,463,768,992,0,0,34
20190417T03-04,461,778,993,0,0,32
20190417T02-04,468,799,992,0,0,35
20190417T01-04,468,871,993,0,0,35
20190417T00-04,468,890,991,0,0,33
20190416T23-04,557,952,990,0,0,34
20190416T22-04,623,1052,994,0,0,68
20190416T21-04,625,1063,992,0,0,105
20190416T20-04,588,1044,993,0,25,62
20190416T19-04,612,932,993,0,171,34
20190416T18-04,693,799,993,0,274,34
20190416T17-04,690,768,992,0,288,34
20190416T16-04,695,722,991,0,298,32
20190416T15-04,693,679,993,0,291,31
20190416T14-04,692,661,992,0,299,33
20190416T13-04,692,696,993,0,292,35
20190416T12-04,692,697,993,0,296,33
20190416T11-04,695,673,993,0,289,32
20190416T10-04,693,654,993,0,286,35
20190416T09-04,696,715,991,0,212,33
20190416T08-04,718,815,993,0,52,34
20190416T07-04,690,810,993,0,0,32
20190416T06-04,518,767,992,0,0,30
20190416T05-04,459,723,992,0,0,29
20190416T04-04,456,704,992,0,0,29
20190416T03-04,454,695,992,0,0,30
20190416T02-04,460,746,992,0,0,31
20190416T01-04,459,797,994,0,0,30
20190416T00-04,487,876,992,0,0,29
20190415T23-04,540,939,993,0,0,84
20190415T22-04,554,1014,993,0,0,174
20190415T21-04,587,1028,994,0,0,202
20190415T20-04,580,1026,992,0,21,128
20190415T19-04,549,996,992,0,181,69
20190415T18-04,509,986,993,0,272,30
20190415T17-04,504,962,992,0,280,29
20190415T16-04,511,991,992,0,290,30
20190415T15-04,465,1013,992,0,292,30
20190415T14-04,454,925,994,0,290,28
20190415T13-04,500,847,991,0,290,29
20190415T12-04,499,836,993,0,293,27
20190415T11-04,496,847,993,0,286,29
20190415T10-04,456,858,994,0,284,31
20190415T09-04,497,851,992,0,210,30
20190415T08-04,612,899,994,0,44,58
20190415T07-04,630,912,994,0,0,67
20190415T06-04,566,888,994,0,0,67
20190415T05-04,532,868,992,0,0,67
20190415T04-04,531,884,995,0,0,65
20190415T03-04,529,864,993,0,0,68
20190415T02-04,535,872,994,0,0,68
20190415T01-04,548,904,992,0,0,69
20190415T00-04,714,809,993,0,0,68
20190414T23-04,828,874,993,0,0,71
20190414T22-04,829,934,993,0,0,145
20190414T21-04,827,945,992,0,0,180
20190414T20-04,832,916,992,0,17,134
20190414T19-04,827,924,993,0,29,134
20190414T18-04,825,945,991,0,18,126
20190414T17-04,825,924,994,0,50,124
20190414T16-04,764,934,992,0,77,137
20190414T15-04,730,911,991,0,114,86
20190414T14-04,729,879,992,0,147,68
20190414T13-04,725,873,995,0,117,67
20190414T12-04,699,893,992,0,94,69
20190414T11-04,630,941,992,0,50,68
20190414T10-04,562,928,992,0,50,70
20190414T09-04,518,924,993,0,37,69
20190414T08-04,510,873,992,0,11,70
20190414T07-04,477,885,993,0,0,67
20190414T06-04,457,844,991,0,0,70
20190414T05-04,454,852,992,0,0,68
20190414T04-04,452,875,992,0,0,72
20190414T03-04,469,855,992,0,0,71
20190414T02-04,539,813,993,0,0,71
20190414T01-04,629,817,988,0,0,73
20190414T00-04,726,800,993,0,0,71
20190413T23-04,862,848,992,0,0,73
20190413T22-04,865,922,993,0,0,145
20190413T21-04,865,957,991,0,0,199
20190413T20-04,869,936,991,0,11,213
20190413T19-04,869,938,993,0,74,248
20190413T18-04,866,940,992,0,117,225
20190413T17-04,864,934,992,0,149,188
20190413T16-04,869,940,991,0,138,138
20190413T15-04,867,891,993,0,147,122
20190413T14-04,835,892,992,0,160,122
20190413T13-04,788,867,993,0,170,119
20190413T12-04,707,868,992,0,175,123
20190413T11-04,664,876,992,0,159,83
20190413T10-04,586,866,992,0,124,66
20190413T09-04,559,858,993,0,70,67
20190413T08-04,558,886,992,0,8,66
20190413T07-04,501,893,993,0,0,67
20190413T06-04,458,865,993,0,0,70
20190413T05-04,454,845,991,0,0,69
20190413T04-04,453,875,992,0,0,74
20190413T03-04,451,870,993,0,0,73
20190413T02-04,471,854,992,0,0,74
20190413T01-04,583,885,993,0,0,75
20190413T00-04,584,895,991,0,0,180
20190412T23-04,666,869,993,0,0,84
20190412T22-04,852,852,991,0,0,76
20190412T21-04,862,928,991,0,0,73
20190412T20-04,860,876,993,0,6,96
20190412T19-04,862,791,991,0,67,195
20190412T18-04,860,770,991,0,86,201
20190412T17-04,861,743,992,0,130,249
20190412T16-04,862,742,992,0,116,250
20190412T15-04,863,757,992,0,131,149
20190412T14-04,860,750,990,0,161,139
20190412T13-04,862,726,995,0,136,135
20190412T12-04,864,746,995,0,160,151
20190412T11-04,863,732,991,0,78,191
20190412T10-04,861,639,992,0,70,183
20190412T09-04,864,693,993,0,56,154
20190412T08-04,860,695,992,0,8,138
20190412T07-04,862,635,993,0,0,126
20190412T06-04,862,577,993,0,0,72
20190412T05-04,862,584,992,0,0,72
20190412T04-04,861,604,994,0,0,74
20190412T03-04,855,636,994,0,0,73
20190412T02-04,865,666,993,0,0,74
20190412T01-04,866,773,992,0,0,76
20190412T00-04,865,845,992,0,0,74
20190411T23-04,866,878,993,0,0,75
20190411T22-04,864,983,993,0,0,91
20190411T21-04,865,955,992,0,0,179
20190411T20-04,864,786,994,0,17,336
20190411T19-04,863,723,992,0,104,351
20190411T18-04,863,717,992,0,182,325
20190411T17-04,863,713,992,0,230,303
20190411T16-04,865,671,992,0,226,271
20190411T15-04,863,666,992,0,242,209
20190411T14-04,863,671,992,0,237,136
20190411T13-04,778,650,993,0,246,139
20190411T12-04,725,653,992,0,240,129
20190411T11-04,790,567,993,0,277,69
20190411T10-04,865,502,992,0,276,71
20190411T09-04,866,584,992,0,179,70
20190411T08-04,866,664,993,0,30,114
20190411T07-04,867,665,993,0,0,68
20190411T06-04,864,649,992,0,0,67
20190411T05-04,865,634,993,0,0,68
20190411T04-04,862,593,993,0,0,66
20190411T03-04,861,593,991,0,0,68
20190411T02-04,864,594,993,0,0,68
20190411T01-04,866,591,993,0,0,70
20190411T00-04,862,607,992,0,0,67
20190410T23-04,862,802,993,0,0,70
20190410T22-04,864,897,991,0,0,171
20190410T21-04,864,955,992,0,0,233
20190410T20-04,862,935,991,0,15,221
20190410T19-04,863,923,993,0,148,179
20190410T18-04,861,908,991,0,249,134
20190410T17-04,861,938,991,0,248,102
20190410T16-04,863,960,993,0,227,66
20190410T15-04,856,919,990,0,238,61
20190410T14-04,863,915,993,0,248,27
20190410T13-04,730,937,992,0,234,27
20190410T12-04,634,931,990,0,257,27
20190410T11-04,512,959,993,0,255,27
20190410T10-04,463,958,992,0,247,28
20190410T09-04,628,874,992,0,158,30
20190410T08-04,733,893,993,0,21,28
20190410T07-04,578,921,992,0,0,46
20190410T06-04,463,922,993,0,0,73
20190410T05-04,459,919,991,0,0,73
20190410T04-04,460,902,993,0,0,74
20190410T03-04,456,919,993,0,0,75
20190410T02-04,462,897,991,0,0,72
20190410T01-04,459,893,992,0,0,74
20190410T00-04,534,924,993,0,0,75
20190409T23-04,815,875,993,0,0,74
20190409T22-04,860,962,992,0,0,122
20190409T21-04,861,966,992,0,0,201
20190409T20-04,859,937,992,0,4,202
20190409T19-04,863,959,992,0,19,145
20190409T18-04,856,963,993,0,72,107
20190409T17-04,774,955,993,0,154,74
20190409T16-04,745,961,992,0,174,75
20190409T15-04,737,967,992,0,145,74
20190409T14-04,782,895,992,0,143,72
20190409T13-04,790,929,993,0,116,71
20190409T12-04,791,908,993,0,83,71
20190409T11-04,793,932,991,0,84,72
20190409T10-04,789,946,994,0,21,69
20190409T09-04,791,932,993,0,12,47
20190409T08-04,790,897,992,0,1,89
20190409T07-04,718,889,993,0,0,68
20190409T06-04,558,919,993,0,0,46
20190409T05-04,539,885,992,0,0,47
20190409T04-04,527,865,992,0,0,50
20190409T03-04,457,868,993,0,0,49
20190409T02-04,460,838,992,0,0,91
20190409T01-04,453,890,993,0,0,89
20190409T00-04,631,883,992,0,0,52
20190408T23-04,861,867,993,0,0,58
20190408T22-04,863,945,993,0,0,191
20190408T21-04,860,945,993,0,0,309
20190408T20-04,862,947,993,0,1,278
20190408T19-04,863,983,990,0,14,265
20190408T18-04,858,961,994,0,65,249
20190408T17-04,862,943,993,0,108,257
20190408T16-04,864,942,991,0,164,221
20190408T15-04,864,930,992,0,210,158
20190408T14-04,858,908,991,0,218,111
20190408T13-04,780,907,992,0,228,109
20190408T12-04,660,875,993,0,231,112
20190408T11-04,654,852,993,0,188,104
20190408T10-04,653,848,992,0,126,93
20190408T09-04,655,861,992,0,47,92
20190408T08-04,656,891,993,0,7,90
20190408T07-04,612,909,993,0,0,70
20190408T06-04,479,889,993,0,0,35
20190408T05-04,475,909,993,0,0,35
20190408T04-04,476,893,993,0,0,34
20190408T03-04,471,876,993,0,0,34
20190408T02-04,474,835,991,0,0,33
20190408T01-04,476,830,992,0,0,36
20190408T00-04,545,856,994,0,0,35
20190407T23-04,718,857,994,0,0,35
20190407T22-04,745,888,992,0,0,140
20190407T21-04,745,905,991,0,0,190
20190407T20-04,733,875,994,0,9,139
20190407T19-04,697,887,993,0,78,88
20190407T18-04,632,871,992,0,118,72
20190407T17-04,519,886,993,0,204,33
20190407T16-04,475,864,993,0,230,34
20190407T15-04,479,835,994,0,215,33
20190407T14-04,477,797,991,0,207,35
20190407T13-04,538,751,994,0,177,34
20190407T12-04,550,751,994,0,170,34
20190407T11-04,553,808,993,0,81,33
20190407T10-04,523,862,994,0,22,33
20190407T09-04,476,823,993,0,21,33
20190407T08-04,480,737,994,0,1,35
20190407T07-04,479,745,991,0,0,33
20190407T06-04,476,677,993,0,0,33
20190407T05-04,474,655,994,0,0,35
20190407T04-04,475,652,992,0,0,34
20190407T03-04,470,638,993,0,0,35
20190407T02-04,477,647,993,0,0,32
20190407T01-04,477,704,993,0,0,34
20190407T00-04,479,838,992,0,0,34
20190406T23-04,621,828,993,0,0,35
20190406T22-04,627,871,991,0,0,88
20190406T21-04,529,985,993,0,0,105
20190406T20-04,525,984,992,0,4,34
20190406T19-04,526,958,993,0,31,34
20190406T18-04,524,926,993,0,69,34
20190406T17-04,522,882,992,0,76,34
20190406T16-04,482,878,993,0,103,35
20190406T15-04,481,863,991,0,107,33
20190406T14-04,477,896,993,0,84,34
20190406T13-04,504,828,993,0,106,35
20190406T12-04,529,835,993,0,95,33
20190406T11-04,529,821,993,0,98,35
20190406T10-04,501,863,993,0,75,32
20190406T09-04,479,826,993,0,39,34
20190406T08-04,480,769,993,0,15,33
20190406T07-04,478,717,993,0,0,34
20190406T06-04,476,711,994,0,0,33
20190406T05-04,476,738,992,0,0,33
20190406T04-04,477,738,994,0,0,35
20190406T03-04,470,679,992,0,0,34
20190406T02-04,477,708,993,0,0,33
20190406T01-04,476,830,993,0,0,33
20190406T00-04,477,889,995,0,0,34
20190405T23-04,492,975,995,0,0,35
20190405T22-04,507,957,994,0,0,138
20190405T21-04,507,988,994,0,0,191
20190405T20-04,505,984,994,0,6,123
20190405T19-04,532,928,993,0,63,88
20190405T18-04,571,926,995,0,65,37
20190405T17-04,657,788,994,0,92,34
20190405T16-04,661,768,994,0,109,33
20190405T15-04,659,798,994,0,115,35
20190405T14-04,660,819,991,0,106,35
20190405T13-04,657,825,993,0,108,39
20190405T12-04,661,755,993,0,162,34
20190405T11-04,657,819,995,0,155,36
20190405T10-04,660,852,993,0,74,33
20190405T09-04,660,843,996,0,9,36
20190405T08-04,660,883,994,0,2,34
20190405T07-04,663,843,994,0,0,33
20190405T06-04,662,819,994,0,0,35
20190405T05-04,658,768,994,0,0,34
20190405T04-04,656,745,994,0,0,35
20190405T03-04,654,749,993,0,0,34
20190405T02-04,661,757,994,0,0,35
20190405T01-04,663,699,992,0,0,33
20190405T00-04,661,771,993,0,0,34
20190404T23-04,661,871,994,0,0,55
20190404T22-04,659,924,992,0,0,155
20190404T21-04,660,961,992,0,0,184
20190404T20-04,661,957,992,0,6,58
20190404T19-04,658,922,992,0,47,34
20190404T18-04,658,858,991,0,110,35
20190404T17-04,656,784,993,1,177,34
20190404T16-04,662,829,992,0,210,34
20190404T15-04,662,765,991,0,256,35
20190404T14-04,660,767,993,0,263,36
20190404T13-04,659,754,991,1,258,36
20190404T12-04,665,753,991,0,255,37
20190404T11-04,662,804,989,0,251,35
20190404T10-04,675,820,993,0,241,108
20190404T09-04,817,858,991,0,147,154
20190404T08-04,843,984,994,0,13,190
20190404T07-04,844,968,992,0,0,137
20190404T06-04,711,906,992,0,0,34
20190404T05-04,660,922,993,0,0,33
20190404T04-04,656,851,992,0,0,34
20190404T03-04,654,835,992,0,0,35
20190404T02-04,661,837,992,0,0,33
20190404T01-04,658,860,993,0,0,35
20190404T00-04,659,813,991,0,0,35
20190403T23-04,689,843,993,0,0,35
20190403T22-04,749,895,992,0,0,41
20190403T21-04,731,924,994,0,0,90
20190403T20-04,659,834,993,0,12,94
20190403T19-04,659,680,993,0,78,105
20190403T18-04,658,585,993,2,174,92
20190403T17-04,653,732,993,3,234,33
20190403T16-04,660,873,994,0,258,31
20190403T15-04,658,850,993,1,260,31
20190403T14-04,657,895,992,0,258,33
20190403T13-04,656,853,993,0,256,31
20190403T12-04,656,838,992,0,255,32
20190403T11-04,667,935,994,0,254,55
20190403T10-04,775,979,992,0,239,142
20190403T09-04,930,1020,993,0,137,285
20190403T08-04,999,1023,992,0,18,492
20190403T07-04,1000,1026,992,0,0,357
20190403T06-04,983,977,993,0,0,97
20190403T05-04,839,950,991,0,0,84
20190403T04-04,778,962,993,0,0,31
20190403T03-04,744,927,992,0,0,30
20190403T02-04,681,928,993,0,0,94
20190403T01-04,663,964,992,0,0,122
20190403T00-04,753,870,993,0,0,82
20190402T23-04,911,955,992,0,0,87
20190402T22-04,908,978,993,0,0,159
20190402T21-04,911,988,993,0,0,162
20190402T20-04,907,942,992,0,7,92
20190402T19-04,910,872,994,0,46,31
