,coal,natural gas,solar,hydro,wind
20190108T02-07,2706,541,0,567,448
20190108T01-07,2790,662,0,591,477
20190108T00-07,2744,687,0,722,476
20190107T23-07,2786,714,0,746,537
20190107T22-07,2860,733,0,898,519
20190107T21-07,2975,787,0,916,460
20190107T20-07,3047,845,0,1006,385
20190107T19-07,3063,768,0,1021,373
20190107T18-07,2886,743,0,1020,452
20190107T17-07,2693,670,3,983,624
20190107T16-07,2625,670,19,807,639
20190107T15-07,2706,683,31,709,607
20190107T14-07,2751,690,38,741,556
20190107T13-07,2822,691,34,731,513
20190107T12-07,2921,694,36,736,489
20190107T11-07,3246,777,34,754,361
20190107T10-07,3313,769,33,838,114
20190107T09-07,3243,732,7,913,182
20190107T08-07,3230,726,0,972,174
20190107T07-07,3076,687,0,954,202
20190107T06-07,2851,646,0,811,433
20190107T05-07,2584,601,0,639,603
20190107T04-07,2553,586,0,551,560
20190107T03-07,2518,584,0,550,650
20190107T02-07,2498,585,0,541,721
20190107T01-07,2626,592,0,547,710
20190107T00-07,2673,621,0,694,700
20190106T23-07,2791,645,0,703,628
20190106T22-07,2915,706,0,853,454
20190106T21-07,2968,722,0,960,405
20190106T20-07,2967,816,0,962,451
20190106T19-07,3030,895,0,929,336
20190106T18-07,3013,816,0,921,293
20190106T17-07,2970,624,3,843,277
20190106T16-07,2911,627,20,723,183
20190106T15-07,2910,636,28,639,171
20190106T14-07,2906,640,25,615,273
20190106T13-07,2916,653,27,647,252
20190106T12-07,2897,622,33,622,213
20190106T11-07,2915,613,28,668,148
20190106T10-07,2979,599,10,729,122
20190106T09-07,3052,583,5,704,134
20190106T08-07,2978,612,0,721,181
20190106T07-07,2935,647,0,672,188
20190106T06-07,2904,693,0,643,146
20190106T05-07,2902,679,0,655,84
20190106T04-07,2943,671,0,605,85
20190106T03-07,2943,684,0,594,75
20190106T02-07,2965,703,0,619,37
20190106T01-07,3009,691,0,638,17
20190106T00-07,3070,749,0,635,41
20190105T23-07,3133,773,0,775,67
20190105T22-07,3110,807,0,926,86
20190105T21-07,3070,848,0,983,193
20190105T20-07,3162,952,0,1032,259
20190105T19-07,3135,861,0,972,238
20190105T18-07,3295,840,0,934,196
20190105T17-07,3159,715,2,905,117
20190105T16-07,3059,719,7,766,58
20190105T15-07,3032,726,14,713,42
20190105T14-07,3015,727,23,718,21
20190105T13-07,3053,728,29,719,10
20190105T12-07,3048,728,28,727,21
20190105T11-07,3055,727,31,772,18
20190105T10-07,3063,731,27,812,67
20190105T09-07,3140,728,17,831,99
20190105T08-07,3123,729,0,974,122
20190105T07-07,2956,843,0,896,139
20190105T06-07,2872,862,0,861,147
20190105T05-07,2728,848,0,739,153
20190105T04-07,2654,855,0,579,194
20190105T03-07,2656,761,0,567,197
20190105T02-07,2647,807,0,567,194
20190105T01-07,2650,797,0,576,257
20190105T00-07,2713,783,0,685,282
20190104T23-07,2950,820,0,759,213
20190104T22-07,3163,767,0,914,193
20190104T21-07,3374,881,0,946,157
20190104T20-07,3467,877,0,995,98
20190104T19-07,3500,807,0,1002,82
20190104T18-07,3468,714,0,957,97
20190104T17-07,3205,676,7,934,116
20190104T16-07,3095,698,35,805,162
20190104T15-07,3122,709,41,678,280
20190104T14-07,3185,720,38,682,332
20190104T13-07,3224,722,34,709,375
20190104T12-07,3250,726,34,791,413
20190104T11-07,3333,817,37,823,400
20190104T10-07,3235,823,35,815,471
20190104T09-07,3314,809,18,905,530
20190104T08-07,3320,762,0,1004,528
20190104T07-07,3292,802,0,978,462
20190104T06-07,3263,807,0,810,444
20190104T05-07,3179,723,0,668,516
20190104T04-07,3114,725,0,587,445
20190104T03-07,3103,729,0,558,406
20190104T02-07,3106,740,0,554,354
20190104T01-07,3140,743,0,629,335
20190104T00-07,3351,820,0,737,328
20190103T23-07,3527,772,0,756,338
20190103T22-07,3495,800,0,861,334
20190103T21-07,3556,804,0,920,330
20190103T20-07,3561,859,0,953,344
20190103T19-07,3545,884,0,986,341
20190103T18-07,3594,875,0,984,285
20190103T17-07,3590,873,7,929,224
20190103T16-07,3372,799,32,778,171
20190103T15-07,3400,787,35,703,178
20190103T14-07,3446,791,37,704,141
20190103T13-07,3464,844,34,714,134
20190103T12-07,3521,920,34,783,123
20190103T11-07,3626,868,38,792,159
20190103T10-07,3624,856,40,879,218
20190103T09-07,3603,876,19,946,231
20190103T08-07,3594,829,0,1014,263
20190103T07-07,3599,912,0,970,256
20190103T06-07,3445,913,0,852,275
20190103T05-07,3440,842,0,678,260
20190103T04-07,3470,847,0,596,194
20190103T03-07,3471,842,0,588,173
20190103T02-07,3493,868,0,574,159
20190103T01-07,3435,867,0,585,195
20190103T00-07,3523,902,0,638,174
20190102T23-07,3573,789,0,779,112
20190102T22-07,3627,743,0,938,78
20190102T21-07,3653,740,0,962,197
20190102T20-07,3653,792,0,999,286
20190102T19-07,3654,758,0,1019,213
20190102T18-07,3646,711,0,977,192
20190102T17-07,3573,760,7,897,133
20190102T16-07,3480,676,33,750,89
20190102T15-07,3442,703,39,699,87
20190102T14-07,3478,721,37,719,81
20190102T13-07,3506,722,33,717,61
20190102T12-07,3540,707,34,751,72
20190102T11-07,3581,700,37,847,90
20190102T10-07,3565,748,33,899,253
20190102T09-07,3534,735,14,949,377
20190102T08-07,3419,711,0,1052,428
20190102T07-07,3284,654,0,1031,455
20190102T06-07,3226,611,0,725,463
20190102T05-07,3127,628,0,649,462
20190102T04-07,3170,616,0,582,459
20190102T03-07,3203,616,0,575,476
20190102T02-07,3224,613,0,577,458
20190102T01-07,3218,583,0,645,434
20190102T00-07,3223,663,0,547,489
20190101T23-07,3251,747,0,652,504
20190101T22-07,3279,756,0,840,489
20190101T21-07,3396,758,0,964,421
20190101T20-07,3398,782,0,988,270
20190101T19-07,3399,799,0,1017,211
20190101T18-07,3389,804,0,957,162
20190101T17-07,3371,740,2,920,92
20190101T16-07,3273,746,25,757,71
20190101T15-07,3235,754,34,621,100
20190101T14-07,3254,766,23,611,129
20190101T13-07,3278,806,26,608,160
20190101T12-07,3269,797,26,646,132
20190101T11-07,3276,735,24,695,101
20190101T10-07,3254,746,16,708,54
20190101T09-07,3292,731,5,699,53
20190101T08-07,3246,716,0,736,51
20190101T07-07,3284,669,0,772,69
20190101T06-07,3232,642,0,655,100
20190101T05-07,3172,630,0,555,137
20190101T04-07,3164,625,0,575,246
20190101T03-07,3167,633,0,572,340
20190101T02-07,3177,646,0,579,386
20190101T01-07,3159,668,0,658,432
20190101T00-07,3103,738,0,639,477
20181231T23-07,3117,716,0,675,525
20181231T22-07,3072,709,0,861,538
20181231T21-07,3104,704,0,957,591
20181231T20-07,3075,734,0,969,613
20181231T19-07,3090,796,0,949,621
20181231T18-07,3158,811,0,948,616
20181231T17-07,3145,734,0,841,612
20181231T16-07,3151,738,1,771,612
20181231T15-07,3133,739,2,647,632
20181231T14-07,3139,734,2,632,642
20181231T13-07,3060,733,5,656,636
20181231T12-07,3074,729,6,642,610
20181231T11-07,3050,747,5,734,588
20181231T10-07,3079,704,3,812,599
20181231T09-07,3172,691,0,824,684
20181231T08-07,3231,648,0,830,715
20181231T07-07,3125,660,0,912,714
20181231T06-07,3115,639,0,717,685
20181231T05-07,3054,611,0,555,635
20181231T04-07,3036,598,0,565,590
20181231T03-07,3029,596,0,548,535
20181231T02-07,3057,601,0,566,453
20181231T01-07,3026,611,0,566,432
20181231T00-07,3124,629,0,590,378
20181230T23-07,3070,602,0,631,442
20181230T22-07,3106,605,0,794,533
20181230T21-07,3161,611,0,889,504
20181230T20-07,3236,622,0,938,442
20181230T19-07,3266,634,0,947,412
20181230T18-07,3243,662,0,905,407
20181230T17-07,3204,590,6,747,430
20181230T16-07,3078,585,21,676,403
20181230T15-07,3071,582,23,550,388
20181230T14-07,3101,563,25,576,294
20181230T13-07,3144,611,25,563,156
20181230T12-07,3175,564,30,551,181
20181230T11-07,3191,605,32,588,156
20181230T10-07,3191,610,29,665,122
20181230T09-07,3271,611,20,635,253
20181230T08-07,3242,606,0,669,331
20181230T07-07,3155,639,0,773,288
20181230T06-07,3076,636,0,672,338
20181230T05-07,3025,628,0,554,413
20181230T04-07,2934,626,0,518,375
20181230T03-07,2923,631,0,525,397
20181230T02-07,3023,640,0,605,419
20181230T01-07,3115,651,0,616,380
20181230T00-07,3198,637,0,610,345
20181229T23-07,3319,647,0,655,414
20181229T22-07,3337,649,0,834,433
20181229T21-07,3386,645,0,903,485
20181229T20-07,3380,615,0,957,515
20181229T19-07,3417,627,0,953,521
20181229T18-07,3375,687,0,898,459
20181229T17-07,3297,628,6,760,299
20181229T16-07,3194,604,30,639,231
20181229T15-07,3127,595,37,536,230
20181229T14-07,3195,602,35,560,265
20181229T13-07,3310,638,32,601,277
20181229T12-07,3422,647,33,609,240
20181229T11-07,3415,651,36,621,204
20181229T10-07,3421,652,35,684,178
20181229T09-07,3471,653,14,712,188
20181229T08-07,3495,650,0,801,266
20181229T07-07,3424,674,0,761,299
20181229T06-07,3389,643,0,761,286
20181229T05-07,3358,629,0,604,316
20181229T04-07,3327,663,0,592,291
20181229T03-07,3318,636,0,597,215
20181229T02-07,3335,648,0,576,219
20181229T01-07,3352,685,0,557,225
20181229T00-07,3540,666,0,681,181
20181228T23-07,3608,710,0,701,157
20181228T22-07,3605,727,0,852,115
20181228T21-07,3611,787,0,894,63
20181228T20-07,3605,872,0,940,25
20181228T19-07,3601,875,0,958,21
20181228T18-07,3604,877,0,909,26
20181228T17-07,3580,809,1,849,33
20181228T16-07,3544,718,5,759,60
20181228T15-07,3534,744,14,656,98
20181228T14-07,3595,756,13,659,113
20181228T13-07,3606,754,13,670,186
20181228T12-07,3605,759,14,678,235
20181228T11-07,3606,772,12,718,281
20181228T10-07,3525,755,6,755,374
20181228T09-07,3389,783,1,757,507
20181228T08-07,3316,779,0,819,574
20181228T07-07,3356,738,0,897,553
20181228T06-07,3313,711,0,771,515
20181228T05-07,3248,627,0,571,562
20181228T04-07,3241,612,0,551,529
20181228T03-07,3245,613,0,549,485
20181228T02-07,3221,620,0,549,548
20181228T01-07,3270,626,0,557,549
20181228T00-07,3334,597,0,634,582
20181227T23-07,3401,629,0,656,614
20181227T22-07,3441,645,0,791,619
20181227T21-07,3499,716,0,937,605
20181227T20-07,3560,705,0,953,621
20181227T19-07,3584,677,0,969,633
20181227T18-07,3487,689,0,953,656
20181227T17-07,3321,638,0,866,643
20181227T16-07,3187,633,7,760,638
20181227T15-07,3127,635,12,647,634
20181227T14-07,3114,639,22,647,632
20181227T13-07,3141,633,22,682,625
20181227T12-07,3188,637,29,694,633
20181227T11-07,3256,635,20,706,629
20181227T10-07,3265,631,20,802,554
20181227T09-07,3342,623,12,826,409
20181227T08-07,3299,609,0,886,445
20181227T07-07,3180,600,0,935,444
20181227T06-07,3072,588,0,765,468
20181227T05-07,3033,560,0,521,476
20181227T04-07,2956,513,0,502,469
20181227T03-07,2950,495,0,502,493
20181227T02-07,2958,498,0,503,497
20181227T01-07,3101,511,0,496,500
20181227T00-07,3138,577,0,598,536
20181226T23-07,3103,609,0,678,542
20181226T22-07,3182,651,0,833,528
20181226T21-07,3249,645,0,930,571
20181226T20-07,3213,690,0,972,582
20181226T19-07,3218,728,0,993,597
20181226T18-07,3224,725,0,959,634
20181226T17-07,3158,594,5,804,542
20181226T16-07,3385,588,21,741,223
20181226T15-07,3426,597,30,616,86
20181226T14-07,3412,597,32,637,83
20181226T13-07,3401,605,28,659,106
20181226T12-07,3414,611,26,697,88
20181226T11-07,3429,649,25,747,134
20181226T10-07,3443,618,15,812,160
20181226T09-07,3411,654,9,824,198
20181226T08-07,3413,632,0,865,239
20181226T07-07,3373,613,0,939,273
20181226T06-07,3287,618,0,842,336
20181226T05-07,3145,601,0,636,357
20181226T04-07,3069,568,0,537,411
20181226T03-07,3013,525,0,522,513
20181226T02-07,2957,525,0,524,565
20181226T01-07,3035,531,0,497,632
20181226T00-07,3031,536,0,650,599
20181225T23-07,3067,543,0,657,606
20181225T22-07,3142,554,0,783,641
20181225T21-07,3167,550,0,868,679
20181225T20-07,3176,556,0,867,680
20181225T19-07,3167,563,0,863,680
20181225T18-07,3061,571,0,865,666
20181225T17-07,2948,563,1,762,593
20181225T16-07,2857,555,16,648,599
20181225T15-07,2915,509,15,554,635
20181225T14-07,2991,505,29,526,574
20181225T13-07,3104,501,25,530,460
20181225T12-07,3133,503,25,544,375
20181225T11-07,3128,537,25,578,254
20181225T10-07,3168,573,26,646,164
20181225T09-07,3292,576,11,686,147
20181225T08-07,3319,597,0,688,101
20181225T07-07,3309,565,0,704,54
20181225T06-07,3260,547,0,692,95
20181225T05-07,3221,534,0,571,141
20181225T04-07,3224,508,0,547,118
20181225T03-07,3194,508,0,597,110
20181225T02-07,3185,510,0,588,177
20181225T01-07,3263,518,0,598,156
20181225T00-07,3385,602,0,654,140
20181224T23-07,3471,613,0,713,170
20181224T22-07,3550,617,0,823,175
20181224T21-07,3535,611,0,886,132
20181224T20-07,3485,612,0,953,115
20181224T19-07,3515,625,0,976,53
20181224T18-07,3506,638,0,934,62
20181224T17-07,3418,604,1,833,111
20181224T16-07,3194,614,12,772,128
20181224T15-07,3163,608,23,679,151
20181224T14-07,3130,630,28,700,185
20181224T13-07,3178,620,26,699,215
20181224T12-07,3140,614,28,717,216
20181224T11-07,3222,608,27,743,157
20181224T10-07,3260,607,25,818,182
20181224T09-07,3339,607,10,824,247
20181224T08-07,3184,602,0,851,276
20181224T07-07,2997,589,0,927,277
20181224T06-07,3086,564,0,733,349
20181224T05-07,2985,516,0,545,359
20181224T04-07,2972,505,0,519,303
20181224T03-07,3009,512,0,539,232
20181224T02-07,3096,560,0,523,192
20181224T01-07,3087,581,0,516,182
20181224T00-07,3172,603,0,630,233
20181223T23-07,3247,625,0,632,303
20181223T22-07,3224,644,0,789,360
20181223T21-07,3187,643,0,891,381
20181223T20-07,3168,653,0,939,454
20181223T19-07,3228,655,0,1002,404
20181223T18-07,3384,645,0,992,257
20181223T17-07,3152,597,3,849,196
20181223T16-07,3017,585,23,659,244
20181223T15-07,3029,513,34,641,240
20181223T14-07,3105,612,35,565,205
20181223T13-07,3211,617,32,565,174
20181223T12-07,3316,615,33,646,178
20181223T11-07,3286,624,34,682,168
20181223T10-07,3360,629,20,700,175
20181223T09-07,3415,636,7,675,250
20181223T08-07,3477,649,0,662,269
20181223T07-07,3390,606,0,654,207
20181223T06-07,3298,584,0,638,234
20181223T05-07,3141,567,0,555,255
20181223T04-07,3098,559,0,529,328
20181223T03-07,3115,561,0,529,384
20181223T02-07,3210,571,0,526,450
20181223T01-07,3217,587,0,563,445
20181223T00-07,3205,585,0,675,401
20181222T23-07,3314,630,0,667,322
20181222T22-07,3385,648,0,832,278
20181222T21-07,3424,648,0,872,298
20181222T20-07,3268,659,0,903,359
20181222T19-07,3223,673,0,900,432
20181222T18-07,3225,664,0,916,411
20181222T17-07,3202,537,4,824,382
20181222T16-07,3081,560,22,783,425
20181222T15-07,3061,558,29,597,481
20181222T14-07,3029,581,32,596,434
20181222T13-07,3110,593,32,631,364
20181222T12-07,3242,624,32,613,212
20181222T11-07,3297,603,33,630,89
20181222T10-07,3208,610,32,681,172
20181222T09-07,3231,608,15,731,190
20181222T08-07,3282,600,0,761,222
20181222T07-07,3171,563,0,839,190
20181222T06-07,3270,539,0,687,219
20181222T05-07,3256,518,0,577,203
20181222T04-07,3204,511,0,580,205
20181222T03-07,3216,508,0,601,185
20181222T02-07,3214,492,0,552,148
20181222T01-07,3071,526,0,546,168
20181222T00-07,2979,549,0,637,267
20181221T23-07,2967,543,0,652,427
20181221T22-07,3072,623,0,818,431
20181221T21-07,3257,624,0,897,420
20181221T20-07,3264,622,0,993,347
20181221T19-07,3308,640,0,973,317
20181221T18-07,3194,644,0,923,363
20181221T17-07,3141,602,3,793,448
20181221T16-07,3067,608,12,704,399
20181221T15-07,3010,625,20,611,397
20181221T14-07,3074,634,23,614,387
20181221T13-07,3101,634,19,658,366
20181221T12-07,3068,638,18,719,305
20181221T11-07,3065,647,19,744,359
20181221T10-07,3091,649,10,810,483
20181221T09-07,3281,643,7,844,449
20181221T08-07,3375,627,0,872,399
20181221T07-07,3273,593,0,955,366
20181221T06-07,3134,571,0,830,341
20181221T05-07,2998,523,0,611,377
20181221T04-07,2947,508,0,550,374
20181221T03-07,2970,508,0,546,377
20181221T02-07,3006,514,0,545,391
20181221T01-07,3124,533,0,563,375
20181221T00-07,3271,582,0,644,312
20181220T23-07,3455,650,0,680,286
20181220T22-07,3495,665,0,824,287
20181220T21-07,3537,662,0,947,227
20181220T20-07,3546,675,0,965,202
20181220T19-07,3538,669,0,957,172
20181220T18-07,3487,661,0,933,151
20181220T17-07,3177,604,4,880,168
20181220T16-07,2957,534,27,736,251
20181220T15-07,2764,545,36,673,329
20181220T14-07,2751,549,35,662,395
20181220T13-07,2762,574,30,660,406
20181220T12-07,2753,633,31,675,402
20181220T11-07,2819,661,36,718,472
20181220T10-07,2965,662,36,794,518
20181220T09-07,3101,650,20,829,603
20181220T08-07,3236,641,1,863,645
20181220T07-07,2980,611,0,908,664
20181220T06-07,2901,590,0,806,670
20181220T05-07,2706,555,0,589,661
20181220T04-07,2549,522,0,547,683
20181220T03-07,2522,518,0,525,697
20181220T02-07,2558,535,0,532,699
20181220T01-07,2644,547,0,535,666
20181220T00-07,2750,569,0,575,619
20181219T23-07,2869,603,0,618,602
20181219T22-07,2994,611,0,786,579
20181219T21-07,3097,617,0,864,546
20181219T20-07,3108,639,0,881,525
20181219T19-07,3175,654,0,919,619
20181219T18-07,3059,660,0,888,704
20181219T17-07,2829,604,2,756,673
20181219T16-07,2690,609,21,647,649
20181219T15-07,2625,622,32,563,686
20181219T14-07,2643,630,32,554,682
20181219T13-07,2703,632,32,557,707
20181219T12-07,2743,617,34,583,673
20181219T11-07,2787,609,30,647,643
20181219T10-07,2751,609,30,742,626
20181219T09-07,2751,596,15,724,683
20181219T08-07,2717,598,1,836,697
20181219T07-07,2719,596,0,912,606
20181219T06-07,2640,560,0,807,620
20181219T05-07,2545,573,0,595,621
20181219T04-07,2521,558,0,527,606
20181219T03-07,2412,559,0,523,550
20181219T02-07,2349,568,0,585,466
20181219T01-07,2321,581,0,550,464
20181219T00-07,2406,598,0,644,472
20181218T23-07,2527,634,0,591,418
20181218T22-07,2648,707,0,752,379
20181218T21-07,2618,717,0,840,315
20181218T20-07,2694,736,0,947,291
20181218T19-07,2909,666,0,960,327
20181218T18-07,2922,662,0,947,300
20181218T17-07,2880,628,4,861,303
20181218T16-07,2805,621,26,741,351
20181218T15-07,2707,632,37,609,464
20181218T14-07,2706,646,34,595,483
20181218T13-07,2698,649,33,613,494
20181218T12-07,2730,652,31,607,474
20181218T11-07,2650,646,32,654,446
20181218T10-07,2579,656,37,724,438
20181218T09-07,2599,657,21,763,464
20181218T08-07,2593,666,1,847,475
20181218T07-07,2586,665,0,911,479
20181218T06-07,2564,600,0,759,487
20181218T05-07,2350,565,0,566,463
20181218T04-07,2361,549,0,579,474
20181218T03-07,2296,545,0,503,537
20181218T02-07,2399,550,0,499,483
20181218T01-07,2545,575,0,510,407
20181218T00-07,2754,592,0,640,312
20181217T23-07,2900,629,0,647,322
20181217T22-07,3004,647,0,805,317
20181217T21-07,3051,653,0,895,319
20181217T20-07,3107,666,0,883,305
20181217T19-07,3106,674,0,895,258
20181217T18-07,3156,675,0,920,180
20181217T17-07,3099,660,1,820,135
20181217T16-07,3032,654,3,711,131
20181217T15-07,3049,664,12,572,147
20181217T14-07,3054,661,16,527,158
20181217T13-07,3041,664,17,538,161
20181217T12-07,3024,663,19,568,161
20181217T11-07,2877,665,17,635,130
20181217T10-07,2851,672,15,725,136
20181217T09-07,2774,663,11,821,218
20181217T08-07,2737,675,0,871,263
20181217T07-07,2648,665,0,974,279
20181217T06-07,2511,652,0,817,339
20181217T05-07,2416,598,0,583,360
20181217T04-07,2379,581,0,541,427
20181217T03-07,2354,620,0,556,473
20181217T02-07,2365,580,0,592,477
20181217T01-07,2437,601,0,567,498
20181217T00-07,2577,608,0,700,530
20181216T23-07,2716,621,0,614,614
20181216T22-07,2877,648,0,729,650
20181216T21-07,3011,671,0,841,642
20181216T20-07,3038,678,0,872,508
20181216T19-07,3057,690,0,867,372
20181216T18-07,3050,686,0,830,271
20181216T17-07,2967,608,4,764,191
20181216T16-07,2743,596,27,660,99
20181216T15-07,2731,607,37,536,81
20181216T14-07,2716,657,35,524,100
20181216T13-07,2724,665,32,533,119
20181216T12-07,2738,675,33,534,74
20181216T11-07,2885,673,37,551,54
20181216T10-07,2952,674,37,611,82
20181216T09-07,2897,673,24,647,148
20181216T08-07,2877,673,1,687,147
20181216T07-07,2820,667,0,672,124
20181216T06-07,2680,668,0,670,120
20181216T05-07,2657,656,0,583,128
20181216T04-07,2637,648,0,563,144
20181216T03-07,2635,640,0,544,123
20181216T02-07,2640,602,0,554,100
20181216T01-07,2709,628,0,572,114
20181216T00-07,2739,657,0,539,151
20181215T23-07,2806,662,0,637,142
20181215T22-07,2963,664,0,814,116
20181215T21-07,2920,677,0,871,128
20181215T20-07,2990,655,0,909,120
20181215T19-07,3127,654,0,917,111
20181215T18-07,3287,658,0,891,85
20181215T17-07,3337,606,4,767,107
20181215T16-07,3298,592,28,663,125
20181215T15-07,3282,591,25,580,100
20181215T14-07,3359,590,15,594,104
20181215T13-07,3355,596,21,565,115
20181215T12-07,3361,597,17,630,74
20181215T11-07,3406,592,17,646,74
20181215T10-07,3483,583,13,721,95
20181215T09-07,3437,584,4,750,163
20181215T08-07,3353,575,0,787,223
20181215T07-07,3225,564,0,814,289
20181215T06-07,3073,545,0,725,422
20181215T05-07,2950,529,0,536,469
20181215T04-07,2849,528,0,513,541
20181215T03-07,2888,532,0,527,614
20181215T02-07,2896,541,0,507,654
20181215T01-07,3002,554,0,481,580
20181215T00-07,3051,602,0,522,541
20181214T23-07,2979,634,0,614,509
