,wind
20190419T23-06,91
20190419T22-06,103
20190419T21-06,115
20190419T20-06,97
20190419T19-06,88
20190419T18-06,80
20190419T17-06,117
20190419T16-06,163
20190419T15-06,157
20190419T14-06,155
20190419T13-06,171
20190419T12-06,115
20190419T11-06,96
20190419T10-06,116
20190419T09-06,92
20190419T08-06,96
20190419T07-06,88
20190419T06-06,69
20190419T05-06,81
20190419T04-06,113
20190419T03-06,128
20190419T02-06,159
20190419T01-06,139
20190418T23-06,158
20190418T22-06,160
20190418T21-06,168
20190418T20-06,156
20190418T19-06,169
20190418T18-06,178
20190418T17-06,180
20190418T16-06,169
20190418T15-06,166
20190418T14-06,147
20190418T13-06,157
20190418T12-06,125
20190418T11-06,77
20190418T10-06,71
20190418T09-06,77
20190418T08-06,76
20190418T07-06,12
20190418T06-06,3
20190418T05-06,16
20190418T04-06,20
20190418T03-06,79
20190418T02-06,150
20190418T01-06,184
20190417T23-06,183
20190417T22-06,183
20190417T21-06,182
20190417T20-06,182
20190417T19-06,182
20190417T18-06,183
20190417T17-06,182
20190417T16-06,181
20190417T15-06,181
20190417T14-06,173
20190417T13-06,179
20190417T12-06,175
20190417T11-06,171
20190417T10-06,150
20190417T09-06,151
20190417T08-06,149
20190417T07-06,171
20190417T06-06,169
20190417T05-06,171
20190417T04-06,173
20190417T03-06,161
20190417T02-06,128
20190417T01-06,139
20190416T23-06,114
20190416T22-06,127
20190416T21-06,134
20190416T20-06,100
20190416T19-06,43
20190416T18-06,31
20190416T17-06,18
20190416T16-06,13
20190416T15-06,9
20190416T14-06,6
20190416T13-06,1
20190416T12-06,0
20190416T11-06,0
20190416T10-06,0
20190416T09-06,0
20190416T08-06,0
20190416T07-06,0
20190416T06-06,0
20190416T05-06,0
20190416T04-06,0
20190416T03-06,2
20190416T02-06,17
20190416T01-06,32
20190415T23-06,95
20190415T22-06,123
20190415T21-06,100
20190415T20-06,62
20190415T19-06,88
20190415T18-06,89
20190415T17-06,63
20190415T16-06,39
20190415T15-06,31
20190415T14-06,48
20190415T13-06,36
20190415T12-06,26
20190415T11-06,42
20190415T10-06,64
20190415T09-06,81
20190415T08-06,119
20190415T07-06,147
20190415T06-06,157
20190415T05-06,160
20190415T04-06,164
20190415T03-06,168
20190415T02-06,167
20190415T01-06,150
20190414T23-06,179
20190414T22-06,172
20190414T21-06,144
20190414T20-06,128
20190414T19-06,181
20190414T18-06,183
20190414T17-06,166
20190414T16-06,178
20190414T15-06,183
20190414T14-06,184
20190414T13-06,183
20190414T12-06,176
20190414T11-06,145
20190414T10-06,123
20190414T09-06,112
20190414T08-06,96
20190414T07-06,105
20190414T06-06,129
20190414T05-06,146
20190414T04-06,166
20190414T03-06,177
20190414T02-06,157
20190414T01-06,123
20190413T23-06,181
20190413T22-06,133
20190413T21-06,130
20190413T20-06,152
20190413T19-06,160
20190413T18-06,132
20190413T17-06,118
20190413T16-06,159
20190413T15-06,123
20190413T14-06,94
20190413T13-06,65
20190413T12-06,48
20190413T11-06,41
20190413T10-06,40
20190413T09-06,66
20190413T08-06,103
20190413T07-06,93
20190413T06-06,55
20190413T05-06,60
20190413T04-06,37
20190413T03-06,47
20190413T02-06,49
20190413T01-06,46
20190412T23-06,38
20190412T22-06,38
20190412T21-06,20
20190412T20-06,9
20190412T19-06,2
20190412T18-06,0
20190412T17-06,0
20190412T16-06,0
20190412T15-06,0
20190412T14-06,1
20190412T13-06,5
20190412T12-06,2
20190412T11-06,0
20190412T10-06,0
20190412T09-06,0
20190412T08-06,2
20190412T07-06,8
20190412T06-06,10
20190412T05-06,7
20190412T04-06,5
20190412T03-06,15
20190412T02-06,18
20190412T01-06,34
20190411T23-06,26
20190411T22-06,11
20190411T21-06,6
20190411T20-06,6
20190411T19-06,7
20190411T18-06,20
20190411T17-06,31
20190411T16-06,11
20190411T15-06,21
20190411T14-06,18
20190411T13-06,10
20190411T12-06,15
20190411T11-06,13
20190411T10-06,7
20190411T09-06,14
20190411T08-06,16
20190411T07-06,18
20190411T06-06,34
20190411T05-06,53
20190411T04-06,44
20190411T03-06,49
20190411T02-06,43
20190411T01-06,45
20190410T23-06,65
20190410T22-06,73
20190410T21-06,68
20190410T20-06,61
20190410T19-06,39
20190410T18-06,32
20190410T17-06,33
20190410T16-06,32
20190410T15-06,36
20190410T14-06,22
20190410T13-06,30
20190410T12-06,47
20190410T11-06,52
20190410T10-06,53
20190410T09-06,44
20190410T08-06,56
20190410T07-06,61
20190410T06-06,73
20190410T05-06,76
20190410T04-06,46
20190410T03-06,18
20190410T02-06,51
20190410T01-06,35
20190409T23-06,34
20190409T22-06,19
20190409T21-06,58
20190409T20-06,66
20190409T19-06,81
20190409T18-06,83
20190409T17-06,20
20190409T16-06,7
20190409T15-06,1
20190409T14-06,3
20190409T13-06,14
20190409T12-06,38
20190409T11-06,11
20190409T10-06,16
20190409T09-06,24
20190409T08-06,25
20190409T07-06,33
20190409T06-06,44
20190409T05-06,54
20190409T04-06,58
20190409T03-06,57
20190409T02-06,48
20190409T01-06,22
20190408T17-06,5
20190408T16-06,5
20190408T15-06,3
20190408T14-06,1
20190408T13-06,1
20190408T12-06,4
20190408T11-06,19
20190408T10-06,34
20190408T09-06,66
20190408T08-06,106
20190408T07-06,152
20190408T06-06,160
20190408T05-06,164
20190408T04-06,166
20190408T03-06,166
20190408T02-06,178
20190408T01-06,179
20190407T23-06,165
20190407T22-06,150
20190407T21-06,156
20190407T20-06,180
20190407T19-06,184
20190407T18-06,182
20190407T17-06,162
20190407T16-06,178
20190407T15-06,166
20190407T14-06,136
20190407T13-06,130
20190407T12-06,67
20190407T11-06,15
20190407T10-06,17
20190407T09-06,28
20190407T08-06,110
20190407T07-06,113
20190407T06-06,106
20190407T05-06,37
20190407T04-06,44
20190407T03-06,80
20190407T02-06,80
20190407T01-06,139
20190406T23-06,174
20190406T22-06,171
20190406T21-06,183
20190406T20-06,179
20190406T19-06,179
20190406T18-06,184
20190406T17-06,183
20190406T16-06,183
20190406T15-06,176
20190406T14-06,178
20190406T13-06,178
20190406T12-06,182
20190406T11-06,177
20190406T10-06,176
20190406T09-06,168
20190406T08-06,151
20190406T07-06,79
20190406T06-06,112
20190406T05-06,40
20190406T04-06,41
20190406T03-06,29
20190406T02-06,29
20190406T01-06,30
20190405T23-06,54
20190405T22-06,45
20190405T21-06,18
20190405T20-06,1
20190405T19-06,15
20190405T18-06,0
20190405T17-06,3
20190405T16-06,5
20190405T15-06,6
20190405T14-06,2
20190405T13-06,0
20190405T12-06,0
20190405T11-06,0
20190405T10-06,6
20190405T09-06,19
20190405T08-06,48
20190405T07-06,77
20190405T06-06,92
20190405T05-06,97
20190405T04-06,70
20190405T03-06,42
20190405T02-06,41
20190405T01-06,36
20190404T23-06,59
20190404T22-06,47
20190404T21-06,39
20190404T20-06,42
20190404T19-06,49
20190404T18-06,53
20190404T17-06,71
20190404T16-06,89
20190404T15-06,111
20190404T14-06,143
20190404T13-06,159
20190404T12-06,172
20190404T11-06,176
20190404T10-06,158
20190404T09-06,156
20190404T08-06,160
20190404T07-06,145
20190404T06-06,157
20190404T05-06,166
20190404T04-06,156
20190404T03-06,153
20190404T02-06,166
20190404T01-06,147
20190403T23-06,159
20190403T22-06,157
20190403T21-06,154
20190403T20-06,119
20190403T19-06,140
20190403T18-06,139
20190403T17-06,90
20190403T16-06,16
20190403T15-06,44
20190403T14-06,28
20190403T13-06,26
20190403T12-06,28
20190403T11-06,24
20190403T10-06,31
20190403T09-06,52
20190403T08-06,74
20190403T07-06,86
20190403T06-06,117
20190403T05-06,147
20190403T04-06,127
20190403T03-06,104
20190403T02-06,94
20190403T01-06,98
20190402T23-06,75
20190402T22-06,49
20190402T21-06,31
20190402T20-06,9
20190402T19-06,7
20190402T18-06,0
20190402T17-06,1
20190402T16-06,0
20190402T15-06,0
20190402T14-06,0
20190402T13-06,0
20190402T12-06,0
20190402T11-06,0
20190402T10-06,0
20190402T09-06,0
20190402T08-06,6
20190402T07-06,20
20190402T06-06,31
20190402T05-06,4
20190402T04-06,1
20190402T03-06,4
20190402T02-06,0
20190402T01-06,0
20190401T23-06,0
20190401T22-06,6
20190401T21-06,14
20190401T20-06,14
20190401T19-06,12
20190401T18-06,25
20190401T17-06,32
20190401T16-06,24
20190401T15-06,17
20190401T14-06,14
20190401T13-06,44
20190401T12-06,62
20190401T11-06,70
20190401T10-06,61
20190401T09-06,19
20190401T08-06,9
20190401T07-06,18
20190401T06-06,8
20190401T05-06,7
20190401T04-06,0
20190401T03-06,0
20190401T02-06,0
20190401T01-06,2
20190331T23-06,11
20190331T22-06,7
20190331T21-06,19
20190331T20-06,13
20190331T19-06,9
20190331T18-06,53
20190331T17-06,51
20190331T16-06,71
20190331T15-06,67
20190331T14-06,55
20190331T13-06,38
20190331T12-06,17
20190331T11-06,1
20190331T10-06,0
20190331T09-06,0
20190331T08-06,0
20190331T07-06,0
20190331T06-06,1
20190331T05-06,16
20190331T04-06,53
20190331T03-06,113
20190331T02-06,142
20190331T01-06,139
20190330T23-06,124
20190330T22-06,120
20190330T21-06,95
20190330T20-06,61
20190330T19-06,42
20190330T18-06,40
20190330T17-06,40
20190330T16-06,36
20190330T15-06,31
20190330T14-06,27
20190330T13-06,16
20190330T12-06,12
20190330T11-06,6
20190330T10-06,9
20190330T09-06,35
20190330T08-06,46
20190330T07-06,43
20190330T06-06,40
20190330T05-06,38
20190330T04-06,30
20190330T03-06,22
20190330T02-06,7
20190330T01-06,1
20190329T23-06,0
20190329T22-06,0
20190329T21-06,0
20190329T20-06,0
20190329T19-06,0
20190329T18-06,8
20190329T17-06,11
20190329T16-06,13
20190329T15-06,17
20190329T14-06,12
20190329T13-06,6
20190329T12-06,5
20190329T11-06,2
20190329T10-06,0
20190329T09-06,2
20190329T08-06,3
20190329T07-06,9
20190329T06-06,16
20190329T05-06,5
20190329T04-06,0
20190329T03-06,0
20190329T02-06,0
20190329T01-06,0
20190328T23-06,0
20190328T22-06,6
20190328T21-06,15
20190328T20-06,17
20190328T19-06,10
20190328T18-06,0
20190328T17-06,0
20190328T16-06,0
20190328T15-06,0
20190328T14-06,0
20190328T13-06,0
20190328T12-06,0
20190328T11-06,0
20190328T10-06,1
20190328T09-06,7
20190328T08-06,5
20190328T07-06,0
20190328T06-06,0
20190328T05-06,0
20190328T04-06,2
20190328T03-06,24
20190328T02-06,6
20190328T01-06,9
20190327T23-06,47
20190327T22-06,36
20190327T21-06,35
20190327T20-06,45
20190327T19-06,40
20190327T18-06,29
20190327T17-06,13
20190327T16-06,15
20190327T15-06,18
20190327T14-06,18
20190327T13-06,11
20190327T12-06,4
20190327T11-06,2
20190327T10-06,6
20190327T09-06,6
20190327T08-06,23
20190327T07-06,33
20190327T06-06,38
20190327T05-06,61
20190327T04-06,61
20190327T03-06,71
20190327T02-06,106
20190327T01-06,128
20190326T23-06,97
20190326T22-06,110
20190326T21-06,154
20190326T20-06,150
20190326T19-06,154
20190326T18-06,138
20190326T17-06,159
20190326T16-06,147
20190326T15-06,148
20190326T14-06,146
20190326T13-06,116
20190326T12-06,122
20190326T11-06,131
20190326T10-06,84
20190326T09-06,59
20190326T08-06,74
20190326T07-06,61
20190326T06-06,49
20190326T05-06,44
20190326T04-06,47
20190326T03-06,61
20190326T02-06,29
20190326T01-06,22
20190325T23-06,17
20190325T22-06,23
20190325T21-06,27
20190325T20-06,29
20190325T19-06,27
20190325T18-06,25
20190325T17-06,25
20190325T16-06,27
20190325T15-06,25
20190325T14-06,23
20190325T13-06,28
20190325T12-06,1
20190325T11-06,0
20190325T10-06,0
20190325T09-06,0
20190325T08-06,0
20190325T07-06,0
20190325T06-06,0
20190325T05-06,0
20190325T04-06,0
20190325T03-06,0
20190325T02-06,0
20190325T01-06,0
20190324T23-06,0
20190324T22-06,0
20190324T21-06,0
20190324T20-06,0
20190324T19-06,0
20190324T18-06,2
20190324T17-06,3
20190324T16-06,6
20190324T15-06,6
20190324T14-06,6
20190324T13-06,12
20190324T12-06,24
20190324T11-06,34
20190324T10-06,52
20190324T09-06,85
20190324T08-06,110
20190324T07-06,93
20190324T06-06,101
20190324T05-06,94
20190324T04-06,58
20190324T03-06,53
20190324T02-06,36
20190324T01-06,28
20190323T23-06,53
20190323T22-06,48
20190323T21-06,54
20190323T20-06,60
20190323T19-06,56
20190323T18-06,63
20190323T17-06,66
20190323T16-06,87
20190323T15-06,106
20190323T14-06,104
20190323T13-06,56
20190323T12-06,42
20190323T11-06,47
20190323T10-06,50
20190323T09-06,42
20190323T08-06,41
20190323T07-06,21
20190323T06-06,26
20190323T05-06,38
20190323T04-06,44
20190323T03-06,15
20190323T02-06,19
20190323T01-06,22
20190322T23-06,10
20190322T22-06,11
20190322T21-06,23
20190322T20-06,27
20190322T19-06,18
20190322T18-06,22
20190322T17-06,20
20190322T16-06,17
20190322T15-06,14
20190322T14-06,11
20190322T13-06,12
20190322T12-06,13
20190322T11-06,11
20190322T10-06,15
20190322T09-06,21
20190322T08-06,20
20190322T07-06,33
20190322T06-06,53
20190322T05-06,60
20190322T04-06,58
20190322T03-06,45
20190322T02-06,58
20190322T01-06,82
20190321T23-06,52
20190321T22-06,40
20190321T21-06,34
20190321T20-06,20
20190321T19-06,16
20190321T18-06,5
20190321T17-06,8
20190321T16-06,6
20190321T15-06,2
20190321T14-06,0
20190321T13-06,0
20190321T12-06,0
20190321T11-06,2
20190321T10-06,8
20190321T09-06,7
20190321T08-06,17
20190321T07-06,21
20190321T06-06,42
20190321T05-06,38
20190321T04-06,35
20190321T03-06,43
20190321T02-06,51
20190321T01-06,73
20190320T23-06,91
20190320T22-06,93
20190320T21-06,94
20190320T20-06,92
20190320T19-06,62
20190320T18-06,58
20190320T17-06,49
20190320T16-06,29
20190320T15-06,25
20190320T14-06,13
20190320T13-06,10
20190320T12-06,6
20190320T11-06,6
20190320T10-06,4
20190320T09-06,3
20190320T08-06,3
20190320T07-06,0
20190320T06-06,0
20190320T05-06,0
20190320T04-06,0
20190320T03-06,1
20190320T02-06,2
20190320T01-06,4
20190319T23-06,9
20190319T22-06,5
20190319T21-06,2
20190319T20-06,3
20190319T19-06,9
20190319T18-06,1
20190319T17-06,0
20190319T16-06,0
20190319T15-06,0
20190319T14-06,0
20190319T13-06,1
20190319T12-06,16
20190319T11-06,32
20190319T10-06,39
20190319T09-06,34
20190319T08-06,27
20190319T07-06,18
20190319T06-06,10
20190319T05-06,5
20190319T04-06,0
20190319T03-06,0
20190319T02-06,0
20190319T01-06,0
20190318T23-06,0
20190318T22-06,0
20190318T21-06,0
20190318T20-06,0
20190318T19-06,9
20190318T18-06,35
20190318T17-06,83
20190318T16-06,101
20190318T15-06,114
20190318T14-06,93
20190318T13-06,83
20190318T12-06,82
20190318T11-06,89
20190318T10-06,92
20190318T09-06,113
20190318T08-06,133
20190318T07-06,162
20190318T06-06,129
20190318T05-06,75
20190318T04-06,64
20190318T03-06,64
20190318T02-06,45
20190318T01-06,28
20190317T23-06,16
20190317T22-06,6
20190317T21-06,6
20190317T20-06,0
20190317T19-06,0
20190317T18-06,0
20190317T17-06,0
20190317T16-06,0
20190317T15-06,0
20190317T14-06,0
20190317T13-06,0
20190317T12-06,0
20190317T11-06,1
20190317T10-06,0
20190317T09-06,0
20190317T08-06,0
20190317T07-06,0
20190317T06-06,0
20190317T05-06,0
20190317T04-06,0
20190317T03-06,1
20190317T02-06,5
20190317T01-06,2
20190316T23-06,0
20190316T22-06,0
20190316T21-06,0
20190316T20-06,0
20190316T19-06,0
20190316T18-06,0
20190316T17-06,0
20190316T16-06,0
20190316T15-06,0
20190316T14-06,0
20190316T13-06,1
20190316T12-06,5
20190316T11-06,20
20190316T10-06,30
20190316T09-06,41
20190316T08-06,34
20190316T07-06,31
20190316T06-06,27
20190316T05-06,14
20190316T04-06,9
20190316T03-06,7
20190316T02-06,12
20190316T01-06,20
20190315T23-06,24
20190315T22-06,10
20190315T21-06,0
20190315T20-06,0
20190315T19-06,0
20190315T18-06,3
20190315T17-06,13
20190315T16-06,34
20190315T15-06,66
20190315T14-06,62
20190315T13-06,95
20190315T12-06,144
20190315T11-06,154
20190315T10-06,176
20190315T09-06,178
20190315T08-06,176
20190315T07-06,159
20190315T06-06,142
20190315T05-06,147
20190315T04-06,138
20190315T03-06,126
20190315T02-06,161
20190315T01-06,155
20190314T23-06,113
20190314T22-06,96
20190314T21-06,95
20190314T20-06,121
20190314T19-06,40
20190314T18-06,9
20190314T17-06,0
20190314T16-06,12
20190314T15-06,31
20190314T14-06,64
20190314T13-06,91
20190314T12-06,108
20190314T11-06,122
20190314T10-06,134
20190314T09-06,140
20190314T08-06,158
20190314T07-06,171
20190314T06-06,157
20190314T05-06,82
20190314T04-06,41
20190314T03-06,25
20190314T02-06,5
20190314T01-06,0
20190313T23-06,0
20190313T22-06,0
20190313T21-06,4
20190313T20-06,17
20190313T19-06,34
20190313T18-06,42
20190313T17-06,58
20190313T16-06,54
20190313T15-06,63
20190313T14-06,86
20190313T13-06,107
20190313T12-06,130
20190313T11-06,131
20190313T10-06,140
20190313T09-06,141
20190313T08-06,110
20190313T07-06,81
20190313T06-06,63
20190313T05-06,68
20190313T04-06,75
20190313T03-06,94
20190313T02-06,71
20190313T01-06,72
20190312T23-06,47
20190312T22-06,64
20190312T21-06,65
20190312T20-06,48
20190312T19-06,21
20190312T18-06,17
20190312T17-06,8
20190312T16-06,11
20190312T15-06,30
20190312T14-06,59
20190312T13-06,100
20190312T12-06,97
20190312T11-06,122
20190312T10-06,78
20190312T09-06,85
20190312T08-06,159
20190312T07-06,165
20190312T06-06,165
20190312T05-06,159
20190312T04-06,152
20190312T03-06,144
20190312T02-06,108
20190312T01-06,77
20190311T23-06,77
20190311T22-06,88
20190311T21-06,99
20190311T20-06,135
20190311T19-06,152
20190311T18-06,146
20190311T17-06,140
20190311T16-06,133
20190311T15-06,124
20190311T14-06,126
20190311T13-06,145
20190311T12-06,136
20190311T11-06,112
20190311T10-06,110
20190311T09-06,124
20190311T08-06,118
20190311T07-06,122
20190311T06-06,125
20190311T05-06,140
20190311T04-06,147
20190311T03-06,133
20190311T02-06,129
20190311T01-06,127
20190310T01-07,102
20190309T23-07,75
20190309T22-07,45
20190309T21-07,22
20190309T20-07,0
20190309T19-07,0
20190309T18-07,3
20190309T17-07,22
20190309T16-07,33
20190309T15-07,47
20190309T14-07,51
20190309T13-07,59
20190309T12-07,67
20190309T11-07,79
20190309T10-07,69
20190309T09-07,43
20190309T08-07,21
20190309T07-07,8
20190309T06-07,0
20190309T05-07,0
20190309T04-07,0
20190309T03-07,0
20190309T02-07,7
20190309T01-07,25
20190308T23-07,54
20190308T22-07,24
20190308T21-07,45
20190308T20-07,65
20190308T19-07,85
20190308T18-07,101
20190308T17-07,119
20190308T16-07,132
20190308T15-07,129
20190308T14-07,107
20190308T13-07,109
20190308T12-07,159
20190308T11-07,176
20190308T10-07,176
20190308T09-07,175
20190308T08-07,175
20190308T07-07,175
20190308T06-07,175
20190308T05-07,166
20190308T04-07,172
20190308T03-07,175
20190308T02-07,173
20190308T01-07,177
20190307T23-07,177
20190307T22-07,176
20190307T21-07,156
20190307T20-07,111
20190307T19-07,131
20190307T18-07,167
20190307T17-07,156
20190307T16-07,166
20190307T15-07,173
20190307T14-07,158
20190307T13-07,154
20190307T12-07,120
20190307T11-07,93
20190307T10-07,99
20190307T09-07,106
20190307T08-07,101
20190307T07-07,97
20190307T06-07,97
20190307T05-07,90
20190307T04-07,97
20190307T03-07,110
20190307T02-07,95
20190307T01-07,76
20190306T23-07,34
20190306T22-07,23
20190306T21-07,14
20190306T20-07,28
20190306T19-07,62
20190306T18-07,96
20190306T17-07,111
20190306T16-07,71
20190306T15-07,37
20190306T14-07,36
20190306T13-07,24
20190306T12-07,6
20190306T11-07,0
20190306T10-07,0
20190306T09-07,0
20190306T08-07,0
20190306T07-07,0
20190306T06-07,0
20190306T05-07,0
20190306T04-07,3
20190306T03-07,10
20190306T02-07,12
20190306T01-07,9
20190305T23-07,0
20190305T22-07,0
20190305T21-07,0
20190305T20-07,0
20190305T19-07,0
20190305T18-07,0
20190305T17-07,0
20190305T16-07,0
20190305T15-07,0
20190305T14-07,0
20190305T13-07,0
20190305T12-07,0
20190305T11-07,0
20190305T10-07,0
20190305T09-07,0
20190305T08-07,0
20190305T07-07,0
20190305T06-07,1
20190305T05-07,0
20190305T04-07,8
20190305T03-07,11
20190305T02-07,17
20190305T01-07,21
20190304T23-07,38
20190304T22-07,42
20190304T21-07,51
20190304T20-07,52
20190304T19-07,51
20190304T18-07,61
20190304T17-07,65
20190304T16-07,63
20190304T15-07,45
20190304T14-07,35
20190304T13-07,39
20190304T12-07,47
20190304T11-07,54
20190304T10-07,54
20190304T09-07,53
20190304T08-07,33
20190304T07-07,26
20190304T06-07,31
20190304T05-07,30
20190304T04-07,32
20190304T03-07,42
20190304T02-07,23
20190304T01-07,7
20190303T23-07,7
20190303T22-07,5
20190303T21-07,9
20190303T20-07,6
20190303T19-07,3
20190303T18-07,5
20190303T17-07,5
20190303T16-07,10
20190303T15-07,14
20190303T14-07,14
20190303T13-07,34
20190303T12-07,65
20190303T11-07,96
20190303T10-07,100
20190303T09-07,109
20190303T08-07,103
20190303T07-07,95
20190303T06-07,83
20190303T05-07,81
20190303T04-07,85
20190303T03-07,66
20190303T02-07,58
20190303T01-07,24
20190302T23-07,13
20190302T22-07,14
20190302T21-07,12
20190302T20-07,19
20190302T19-07,20
20190302T18-07,23
20190302T17-07,12
20190302T16-07,12
20190302T15-07,16
20190302T14-07,16
20190302T13-07,1
20190302T12-07,0
20190302T11-07,0
20190302T10-07,0
20190302T09-07,0
20190302T08-07,0
20190302T07-07,0
20190302T06-07,0
20190302T05-07,7
20190302T04-07,31
20190302T03-07,29
20190302T02-07,25
20190302T01-07,48
20190301T23-07,29
20190301T22-07,33
20190301T21-07,49
20190301T20-07,59
20190301T19-07,72
20190301T18-07,111
20190301T17-07,142
20190301T16-07,160
20190301T15-07,162
20190301T14-07,163
20190301T13-07,165
20190301T12-07,167
20190301T11-07,136
20190301T10-07,112
20190301T09-07,141
20190301T08-07,115
20190301T07-07,53
20190301T06-07,4
20190301T05-07,0
20190301T04-07,0
20190301T03-07,0
20190301T02-07,0
20190301T01-07,0
20190228T23-07,0
20190228T22-07,0
20190228T21-07,0
20190228T20-07,0
20190228T19-07,0
20190228T18-07,1
20190228T17-07,10
20190228T16-07,20
20190228T15-07,39
20190228T14-07,27
20190228T13-07,15
20190228T12-07,18
20190228T11-07,12
20190228T10-07,12
20190228T09-07,11
20190228T08-07,11
20190228T07-07,4
20190228T06-07,11
20190228T05-07,17
20190228T04-07,18
20190228T03-07,19
20190228T02-07,13
20190228T01-07,16
20190227T23-07,14
20190227T22-07,11
20190227T21-07,5
20190227T20-07,2
20190227T19-07,3
20190227T18-07,0
20190227T17-07,5
20190227T16-07,7
20190227T15-07,2
20190227T14-07,0
20190227T13-07,0
20190227T12-07,0
20190227T11-07,0
20190227T10-07,0
20190227T09-07,0
20190227T08-07,1
20190227T07-07,1
20190227T06-07,0
20190227T05-07,4
20190227T04-07,3
20190227T03-07,0
20190227T02-07,2
20190227T01-07,11
20190226T23-07,11
20190226T22-07,20
20190226T21-07,19
20190226T20-07,20
20190226T19-07,55
20190226T18-07,54
20190226T17-07,67
20190226T16-07,52
20190226T15-07,15
20190226T14-07,26
20190226T13-07,25
20190226T12-07,31
20190226T11-07,37
20190226T10-07,38
20190226T09-07,23
20190226T08-07,30
20190226T07-07,29
20190226T06-07,32
20190226T05-07,33
20190226T04-07,29
20190226T03-07,19
20190226T02-07,7
20190226T01-07,7
20190225T23-07,0
20190225T22-07,0
20190225T21-07,0
20190225T20-07,1
20190225T19-07,0
20190225T18-07,0
20190225T17-07,0
20190225T16-07,0
20190225T15-07,0
20190225T14-07,0
20190225T13-07,0
20190225T12-07,0
20190225T11-07,0
20190225T10-07,0
20190225T09-07,0
20190225T08-07,0
20190225T07-07,0
20190225T06-07,0
20190225T05-07,0
20190225T04-07,0
20190225T03-07,0
20190225T02-07,0
20190225T01-07,0
20190224T23-07,0
20190224T22-07,0
20190224T21-07,0
20190224T20-07,0
20190224T19-07,0
20190224T18-07,0
20190224T17-07,0
20190224T16-07,0
20190224T15-07,0
20190224T14-07,0
20190224T13-07,0
20190224T12-07,0
20190224T11-07,0
20190224T10-07,0
20190224T09-07,0
20190224T08-07,0
20190224T07-07,0
20190224T06-07,0
20190224T05-07,0
20190224T04-07,0
20190224T03-07,1
20190224T02-07,5
20190224T01-07,9
20190223T23-07,50
20190223T22-07,73
20190223T21-07,98
20190223T20-07,120
20190223T19-07,139
20190223T18-07,98
20190223T17-07,124
20190223T16-07,154
20190223T15-07,173
20190223T14-07,179
20190223T13-07,177
20190223T12-07,179
20190223T11-07,179
20190223T10-07,179
20190223T09-07,177
20190223T08-07,174
20190223T07-07,144
20190223T06-07,72
20190223T05-07,43
20190223T04-07,43
20190223T03-07,82
20190223T02-07,134
20190223T01-07,139
20190222T23-07,96
20190222T22-07,137
20190222T21-07,114
20190222T20-07,143
20190222T19-07,162
20190222T18-07,160
20190222T17-07,124
20190222T16-07,113
20190222T15-07,88
20190222T14-07,108
20190222T13-07,122
20190222T12-07,119
20190222T11-07,125
20190222T10-07,134
20190222T09-07,156
20190222T08-07,148
20190222T07-07,138
20190222T06-07,124
20190222T05-07,130
20190222T04-07,68
20190222T03-07,84
20190222T02-07,78
20190222T01-07,56
20190221T23-07,78
20190221T22-07,91
20190221T21-07,97
20190221T20-07,99
20190221T19-07,70
20190221T18-07,29
20190221T17-07,4
20190221T16-07,0
20190221T15-07,0
20190221T14-07,0
20190221T13-07,1
20190221T12-07,6
20190221T11-07,18
20190221T10-07,46
20190221T09-07,84
20190221T08-07,94
20190221T07-07,170
20190221T06-07,172
20190221T05-07,170
20190221T04-07,173
20190221T03-07,170
20190221T02-07,138
20190221T01-07,166
20190220T23-07,84
20190220T22-07,91
20190220T21-07,136
20190220T20-07,129
20190220T19-07,107
20190220T18-07,116
20190220T17-07,153
20190220T16-07,155
20190220T15-07,138
20190220T14-07,96
20190220T13-07,76
20190220T12-07,57
20190220T11-07,34
20190220T10-07,75
20190220T09-07,127
20190220T08-07,145
20190220T07-07,161
20190220T06-07,166
20190220T05-07,97
20190220T04-07,80
20190220T03-07,135
20190220T02-07,161
20190220T01-07,154
20190219T23-07,56
20190219T22-07,58
20190219T21-07,54
20190219T20-07,43
20190219T19-07,123
20190219T18-07,107
20190219T17-07,115
20190219T16-07,114
20190219T15-07,119
20190219T14-07,131
20190219T13-07,147
20190219T12-07,154
20190219T11-07,134
20190219T10-07,165
20190219T09-07,171
20190219T08-07,168
20190219T07-07,150
20190219T06-07,103
20190219T05-07,101
20190219T04-07,61
20190219T03-07,88
20190219T02-07,106
20190219T01-07,125
20190218T23-07,121
20190218T22-07,108
20190218T21-07,101
20190218T20-07,74
20190218T19-07,85
20190218T18-07,74
20190218T17-07,43
20190218T16-07,36
20190218T15-07,22
20190218T14-07,12
20190218T13-07,1
20190218T12-07,0
20190218T11-07,0
20190218T10-07,0
20190218T09-07,0
20190218T08-07,0
20190218T07-07,0
20190218T06-07,0
20190218T05-07,0
20190218T04-07,0
20190218T03-07,0
20190218T02-07,0
20190218T01-07,1
20190217T23-07,0
20190217T22-07,0
20190217T21-07,4
20190217T20-07,5
20190217T19-07,12
20190217T18-07,33
20190217T17-07,59
20190217T16-07,70
20190217T15-07,88
20190217T14-07,109
20190217T13-07,118
20190217T12-07,139
20190217T11-07,130
20190217T10-07,95
20190217T09-07,106
20190217T08-07,141
20190217T07-07,150
20190217T06-07,149
20190217T05-07,143
20190217T04-07,136
20190217T03-07,121
20190217T02-07,147
20190217T01-07,157
20190216T23-07,134
