,hydro,wind
20190309T10Z,940,0
20190309T09Z,938,0
20190309T08Z,1013,0
20190309T07Z,1080,0
20190309T06Z,1214,0
20190309T05Z,1279,0
20190309T04Z,1227,0
20190309T03Z,1111,0
20190309T02Z,980,0
20190309T01Z,881,0
20190309T00Z,791,0
20190308T23Z,898,0
20190308T22Z,977,0
20190308T21Z,1005,0
20190308T20Z,1051,0
20190308T19Z,1071,0
20190308T18Z,1145,0
20190308T17Z,1119,0
20190308T16Z,1045,0
20190308T15Z,1017,0
20190308T14Z,904,0
20190308T13Z,907,0
20190308T12Z,874,1
20190308T11Z,904,1
20190308T10Z,839,2
20190308T09Z,785,2
20190308T08Z,1079,3
20190308T07Z,1223,4
20190308T06Z,1341,5
20190308T05Z,1340,6
20190308T04Z,1262,5
20190308T03Z,1174,7
20190308T02Z,1098,7
20190308T01Z,1116,7
20190308T00Z,1020,7
20190307T23Z,945,7
20190307T22Z,871,8
20190307T21Z,881,7
20190307T20Z,986,8
20190307T19Z,1090,7
20190307T18Z,1060,7
20190307T17Z,1053,7
20190307T16Z,965,6
20190307T15Z,890,5
20190307T14Z,860,6
20190307T13Z,931,5
20190307T12Z,902,6
20190307T11Z,851,5
20190307T10Z,830,5
20190307T09Z,894,4
20190307T08Z,956,4
20190307T07Z,909,5
20190307T06Z,1075,3
20190307T05Z,1159,3
20190307T04Z,1061,3
20190307T03Z,1151,2
20190307T02Z,1287,3
20190307T01Z,1289,2
20190307T00Z,1130,3
20190306T23Z,1202,1
20190306T22Z,1219,0
20190306T21Z,1200,0
20190306T20Z,1058,0
20190306T19Z,1050,0
20190306T18Z,1160,0
20190306T17Z,1177,0
20190306T16Z,1118,0
20190306T15Z,1017,0
20190306T14Z,966,0
20190306T13Z,943,0
20190306T12Z,959,0
20190306T11Z,967,0
20190306T10Z,1001,0
20190306T09Z,1045,0
20190306T08Z,946,0
20190306T07Z,978,0
20190306T06Z,953,0
20190306T05Z,1014,0
20190306T04Z,1095,0
20190306T03Z,1108,0
20190306T02Z,1170,0
20190306T01Z,1224,0
20190306T00Z,1183,0
20190305T23Z,1101,0
20190305T22Z,1057,0
20190305T21Z,1163,0
20190305T20Z,1259,0
20190305T19Z,1238,0
20190305T18Z,1176,0
20190305T17Z,1082,0
20190305T16Z,1086,0
20190305T15Z,1171,0
20190305T14Z,1124,0
20190305T13Z,993,0
20190305T12Z,730,0
20190305T11Z,647,0
20190305T10Z,754,0
20190305T09Z,929,0
20190305T08Z,931,0
20190305T07Z,991,0
20190305T06Z,1068,0
20190305T05Z,1106,0
20190305T04Z,1117,0
20190305T03Z,1172,0
20190305T02Z,1232,0
20190305T01Z,1161,0
20190305T00Z,1172,0
20190304T23Z,1021,0
20190304T22Z,941,0
20190304T21Z,836,0
20190304T20Z,885,1
20190304T19Z,1007,0
20190304T18Z,1128,1
20190304T17Z,1104,0
20190304T16Z,1160,1
20190304T15Z,1121,1
20190304T14Z,1123,1
20190304T13Z,923,0
20190304T12Z,792,1
20190304T11Z,756,1
20190304T10Z,843,0
20190304T09Z,936,1
20190304T08Z,1129,1
20190304T07Z,1057,0
20190304T06Z,1094,0
20190304T05Z,1064,0
20190304T04Z,931,1
20190304T03Z,806,0
20190304T02Z,845,0
20190304T01Z,739,1
20190304T00Z,734,2
20190303T23Z,749,1
20190303T22Z,869,2
20190303T21Z,917,1
20190303T20Z,988,1
20190303T19Z,1141,1
20190303T18Z,1041,1
20190303T17Z,1031,2
20190303T16Z,1017,0
20190303T15Z,927,1
20190303T14Z,834,4
20190303T13Z,607,4
20190303T12Z,452,3
20190303T11Z,545,3
20190303T10Z,426,2
20190303T09Z,447,1
20190303T08Z,546,0
20190303T07Z,678,0
20190303T06Z,997,0
20190303T05Z,1141,0
20190303T04Z,1121,1
20190303T03Z,1126,1
20190303T02Z,1040,2
20190303T01Z,1056,2
20190303T00Z,922,4
20190302T23Z,951,5
20190302T22Z,955,5
20190302T21Z,1045,5
20190302T20Z,1224,4
20190302T19Z,1316,3
20190302T18Z,1222,1
20190302T17Z,1157,1
20190302T16Z,999,0
20190302T15Z,843,0
20190302T14Z,710,0
20190302T13Z,731,0
20190302T12Z,613,0
20190302T11Z,599,0
20190302T10Z,743,0
20190302T09Z,725,0
20190302T08Z,757,0
20190302T07Z,783,0
20190302T06Z,884,0
20190302T05Z,883,0
20190302T04Z,800,0
20190302T03Z,821,0
20190302T02Z,888,0
20190302T01Z,911,0
20190302T00Z,828,0
20190301T23Z,799,0
20190301T22Z,773,0
20190301T21Z,820,0
20190301T20Z,886,1
20190301T19Z,1063,0
20190301T18Z,1067,0
20190301T17Z,981,0
20190301T16Z,1064,0
20190301T15Z,1124,0
20190301T14Z,637,0
20190301T13Z,458,0
20190301T12Z,364,0
20190301T11Z,333,0
20190301T10Z,392,1
20190301T09Z,605,0
20190301T08Z,660,0
20190301T07Z,846,0
20190301T06Z,1045,0
20190301T05Z,1056,0
20190301T04Z,1073,0
20190301T03Z,1070,0
20190301T02Z,1213,0
20190301T01Z,1072,0
20190301T00Z,823,0
20190228T23Z,680,1
20190228T22Z,546,2
20190228T21Z,761,1
20190228T20Z,774,1
20190228T19Z,957,2
20190228T18Z,909,3
20190228T17Z,892,3
20190228T16Z,1044,2
20190228T15Z,1124,2
20190228T14Z,856,4
20190228T13Z,770,5
20190228T12Z,598,4
20190228T11Z,322,3
20190228T10Z,382,3
20190228T09Z,571,3
20190228T08Z,632,2
20190228T07Z,651,3
20190228T06Z,905,3
20190228T05Z,1098,1
20190228T04Z,1187,0
20190228T03Z,1184,2
20190228T02Z,1150,0
20190228T01Z,1029,0
20190228T00Z,879,1
20190227T23Z,862,0
20190227T22Z,971,1
20190227T21Z,1009,1
20190227T20Z,1106,1
20190227T19Z,1044,1
20190227T18Z,1050,1
20190227T17Z,1117,2
20190227T16Z,1007,3
20190227T15Z,926,3
20190227T14Z,544,3
20190227T13Z,462,4
20190227T12Z,322,5
20190227T11Z,268,6
20190227T10Z,257,6
20190227T09Z,250,5
20190227T08Z,418,6
20190227T07Z,566,6
20190227T06Z,794,6
20190227T05Z,773,5
20190227T04Z,871,5
20190227T03Z,987,4
20190227T02Z,915,5
20190227T01Z,686,5
20190227T00Z,752,5
20190226T23Z,693,4
20190226T22Z,780,3
20190226T21Z,991,1
20190226T20Z,1030,1
20190226T19Z,1062,0
20190226T18Z,1024,1
20190226T17Z,1027,0
20190226T16Z,963,0
20190226T15Z,779,0
20190226T14Z,420,0
20190226T13Z,207,0
20190226T12Z,193,0
20190226T11Z,217,0
20190226T10Z,191,0
20190226T09Z,259,0
20190226T08Z,582,0
20190226T07Z,815,0
20190226T06Z,864,0
20190226T05Z,974,0
20190226T04Z,968,0
20190226T03Z,1066,1
20190226T02Z,1082,1
20190226T01Z,1103,2
20190226T00Z,1024,4
20190225T23Z,934,4
20190225T22Z,1001,4
20190225T21Z,1070,4
20190225T20Z,1102,4
20190225T19Z,1179,3
20190225T18Z,1243,3
20190225T17Z,1205,2
20190225T16Z,1054,0
20190225T15Z,1006,1
20190225T14Z,815,0
20190225T13Z,595,0
20190225T12Z,443,0
20190225T11Z,393,0
20190225T10Z,514,0
20190225T09Z,706,0
20190225T08Z,797,0
20190225T07Z,828,0
20190225T06Z,970,0
20190225T05Z,1162,0
20190225T04Z,980,0
20190225T03Z,675,1
20190225T02Z,559,0
20190225T01Z,424,1
20190225T00Z,400,2
20190224T23Z,450,3
20190224T22Z,608,4
20190224T21Z,779,4
20190224T20Z,844,5
20190224T19Z,773,4
20190224T18Z,707,4
20190224T17Z,826,3
20190224T16Z,916,3
20190224T15Z,897,2
20190224T14Z,793,3
20190224T13Z,632,2
20190224T12Z,620,2
20190224T11Z,548,1
20190224T10Z,311,2
20190224T09Z,462,1
20190224T08Z,918,2
20190224T07Z,1103,1
20190224T06Z,1136,0
20190224T05Z,1052,1
20190224T04Z,1130,0
20190224T03Z,1073,0
20190224T02Z,989,0
20190224T01Z,999,0
20190224T00Z,865,0
20190223T23Z,1005,0
20190223T22Z,1222,0
20190223T21Z,1134,0
20190223T20Z,1169,0
20190223T19Z,1165,0
20190223T18Z,1229,0
20190223T17Z,1256,0
20190223T16Z,1257,0
20190223T15Z,1220,0
20190223T14Z,1093,0
20190223T13Z,1171,0
20190223T12Z,1108,1
20190223T11Z,1019,2
20190223T10Z,1056,4
20190223T09Z,1150,7
20190223T08Z,1254,7
20190223T07Z,1232,8
20190223T06Z,1258,8
20190223T05Z,1292,7
20190223T04Z,1325,7
20190223T03Z,1316,7
20190223T02Z,1238,8
20190223T01Z,1289,7
20190223T00Z,1236,8
20190222T23Z,1223,7
20190222T22Z,1281,6
20190222T21Z,1324,7
20190222T20Z,1264,7
20190222T19Z,1206,8
20190222T18Z,1214,7
20190222T17Z,1310,7
20190222T16Z,1314,7
20190222T15Z,1254,7
20190222T14Z,1091,6
20190222T13Z,1134,7
20190222T12Z,1187,6
20190222T11Z,1066,5
20190222T10Z,1045,4
20190222T09Z,1061,2
20190222T08Z,1216,2
20190222T07Z,1300,0
20190222T06Z,1347,1
20190222T05Z,1364,0
20190222T04Z,1360,0
20190222T03Z,1344,0
20190222T02Z,1330,0
20190222T01Z,1336,0
20190222T00Z,1313,0
20190221T23Z,1299,0
20190221T22Z,1299,0
20190221T21Z,1309,1
20190221T20Z,1268,0
20190221T19Z,1273,1
20190221T18Z,1258,1
20190221T17Z,1255,0
20190221T16Z,1288,1
20190221T15Z,1252,1
20190221T14Z,1079,0
20190221T13Z,953,1
20190221T12Z,1000,0
20190221T11Z,916,0
20190221T10Z,938,1
20190221T09Z,761,0
20190221T08Z,957,1
20190221T07Z,1027,1
20190221T06Z,1096,0
20190221T05Z,1246,0
20190221T04Z,1245,0
20190221T03Z,1214,0
20190221T02Z,1156,0
20190221T01Z,1121,0
20190221T00Z,1020,0
20190220T23Z,857,0
20190220T22Z,895,0
20190220T21Z,1006,0
20190220T20Z,1059,0
20190220T19Z,1143,1
20190220T18Z,1124,1
20190220T17Z,1189,1
20190220T16Z,1140,2
20190220T15Z,1042,2
20190220T14Z,886,2
20190220T13Z,486,2
20190220T12Z,345,2
20190220T11Z,490,0
20190220T10Z,512,1
20190220T09Z,613,2
20190220T08Z,566,4
20190220T07Z,874,7
20190220T06Z,1181,7
20190220T05Z,1270,6
20190220T04Z,1329,7
20190220T03Z,1288,7
20190220T02Z,867,7
20190220T01Z,580,7
20190220T00Z,592,3
20190219T23Z,606,1
20190219T22Z,650,1
20190219T21Z,629,1
20190219T20Z,695,0
20190219T19Z,894,0
20190219T18Z,1042,0
20190219T17Z,1086,0
20190219T16Z,921,0
20190219T15Z,902,0
20190219T14Z,764,1
20190219T13Z,621,1
20190219T12Z,426,0
20190219T11Z,160,2
20190219T10Z,117,0
20190219T09Z,311,0
20190219T08Z,633,1
20190219T07Z,917,0
20190219T06Z,1205,0
20190219T05Z,1202,0
20190219T04Z,1181,0
20190219T03Z,1079,0
20190219T02Z,1018,0
20190219T01Z,974,0
20190219T00Z,816,1
20190218T23Z,720,1
20190218T22Z,905,2
20190218T21Z,989,1
20190218T20Z,1072,1
20190218T19Z,1214,0
20190218T18Z,1335,0
20190218T17Z,1362,0
20190218T16Z,1214,0
20190218T15Z,1057,0
20190218T14Z,626,0
20190218T13Z,387,1
20190218T12Z,316,0
20190218T11Z,306,1
20190218T10Z,334,2
20190218T09Z,414,0
20190218T08Z,462,1
20190218T07Z,541,2
20190218T06Z,623,1
20190218T05Z,747,1
20190218T04Z,807,0
20190218T03Z,765,0
20190218T02Z,862,0
20190218T01Z,914,0
20190218T00Z,935,1
20190217T23Z,874,0
20190217T22Z,782,1
20190217T21Z,818,0
20190217T20Z,868,0
20190217T19Z,944,0
20190217T18Z,1021,0
20190217T17Z,993,0
20190217T16Z,683,0
20190217T15Z,631,0
20190217T14Z,629,0
20190217T13Z,686,0
20190217T12Z,667,0
20190217T11Z,403,0
20190217T10Z,231,0
20190217T09Z,407,0
20190217T08Z,662,0
20190217T07Z,877,0
20190217T06Z,1150,0
20190217T05Z,1155,0
20190217T04Z,1074,0
20190217T03Z,1162,0
20190217T02Z,1233,0
20190217T01Z,1173,0
20190217T00Z,1135,0
20190216T23Z,1096,0
20190216T22Z,1142,0
20190216T21Z,1142,0
20190216T20Z,1133,0
20190216T19Z,1131,0
20190216T18Z,1101,1
20190216T17Z,1085,0
20190216T16Z,908,0
20190216T15Z,845,1
20190216T14Z,625,0
20190216T13Z,521,1
20190216T12Z,343,0
20190216T11Z,339,0
20190216T10Z,501,1
20190216T09Z,749,0
20190216T08Z,1015,0
20190216T07Z,1178,0
20190216T06Z,1336,0
20190216T05Z,1253,0
20190216T04Z,1264,1
20190216T03Z,1379,0
20190216T02Z,1390,0
20190216T01Z,1226,0
20190216T00Z,949,0
20190215T23Z,1077,1
20190215T22Z,1220,1
20190215T21Z,1315,1
20190215T20Z,1179,0
20190215T19Z,1041,0
20190215T18Z,1007,0
20190215T17Z,1117,0
20190215T16Z,1241,0
20190215T15Z,1133,0
20190215T14Z,640,0
20190215T13Z,478,0
20190215T12Z,447,0
20190215T11Z,351,0
20190215T10Z,272,0
20190215T09Z,391,0
20190215T08Z,829,0
20190215T07Z,997,0
20190215T06Z,1117,0
20190215T05Z,1196,0
20190215T04Z,1247,0
20190215T03Z,1204,0
20190215T02Z,1060,0
20190215T01Z,776,1
20190215T00Z,598,0
20190214T23Z,757,1
20190214T22Z,928,1
20190214T21Z,1151,2
20190214T20Z,1200,2
20190214T19Z,1236,2
20190214T18Z,1247,2
20190214T17Z,1101,3
20190214T16Z,950,3
20190214T15Z,938,2
20190214T14Z,737,3
20190214T13Z,345,2
20190214T12Z,155,3
20190214T11Z,115,2
20190214T10Z,126,2
20190214T09Z,463,1
20190214T08Z,1026,1
20190214T07Z,1210,1
20190214T06Z,1307,1
20190214T05Z,1317,0
20190214T04Z,1187,1
20190214T03Z,1131,0
20190214T02Z,1127,0
20190214T01Z,1162,0
20190214T00Z,993,1
20190213T23Z,1000,0
20190213T22Z,1053,0
20190213T21Z,1050,1
20190213T20Z,1011,0
20190213T19Z,1048,1
20190213T18Z,1107,0
20190213T17Z,1164,0
20190213T16Z,1017,0
20190213T15Z,769,0
20190213T14Z,682,0
20190213T13Z,449,0
20190213T12Z,324,0
20190213T11Z,200,0
20190213T10Z,173,1
20190213T09Z,487,0
20190213T08Z,869,0
20190213T07Z,1099,1
20190213T06Z,1133,3
20190213T05Z,1189,7
20190213T04Z,1204,7
20190213T03Z,1232,6
20190213T02Z,1163,6
20190213T01Z,1235,3
20190213T00Z,1155,1
20190212T23Z,1176,3
20190212T22Z,1194,3
20190212T21Z,1159,5
20190212T20Z,1127,5
20190212T19Z,1169,5
20190212T18Z,1072,4
20190212T17Z,939,4
20190212T16Z,814,4
20190212T15Z,813,3
20190212T14Z,737,2
20190212T13Z,517,0
20190212T12Z,368,2
20190212T11Z,273,0
20190212T10Z,309,0
20190212T09Z,531,0
20190212T08Z,838,0
20190212T07Z,1004,0
20190212T06Z,1192,1
20190212T05Z,1288,0
20190212T04Z,1327,1
20190212T03Z,1309,1
20190212T02Z,1290,1
20190212T01Z,1328,2
20190212T00Z,1361,1
20190211T23Z,1306,2
20190211T22Z,1216,1
20190211T21Z,1250,0
20190211T20Z,1195,1
20190211T19Z,1184,0
20190211T18Z,1023,1
20190211T17Z,985,0
20190211T16Z,1064,1
20190211T15Z,1064,1
20190211T14Z,683,0
20190211T13Z,399,2
20190211T12Z,230,1
20190211T11Z,147,1
20190211T10Z,160,6
20190211T09Z,378,7
20190211T08Z,784,7
20190211T07Z,956,7
20190211T06Z,1096,8
20190211T05Z,1094,6
20190211T04Z,935,7
20190211T03Z,941,7
20190211T02Z,1031,6
20190211T01Z,1050,6
20190211T00Z,963,4
20190210T23Z,985,4
20190210T22Z,967,2
20190210T21Z,806,1
20190210T20Z,870,1
20190210T19Z,835,2
20190210T18Z,893,1
20190210T17Z,912,2
20190210T16Z,742,0
20190210T15Z,581,1
20190210T14Z,563,2
20190210T13Z,703,1
20190210T12Z,732,1
20190210T11Z,553,1
20190210T10Z,400,1
20190210T09Z,531,2
20190210T08Z,755,4
20190210T07Z,876,5
20190210T06Z,1046,7
20190210T05Z,977,7
20190210T04Z,1026,7
20190210T03Z,1177,7
20190210T02Z,1181,7
20190210T01Z,762,7
20190210T00Z,508,7
20190209T23Z,614,7
20190209T22Z,825,6
20190209T21Z,1055,7
20190209T20Z,1115,6
20190209T19Z,1160,5
20190209T18Z,1160,5
20190209T17Z,1044,2
20190209T16Z,951,2
20190209T15Z,747,1
20190209T14Z,610,2
20190209T13Z,714,1
20190209T12Z,805,1
20190209T11Z,936,1
20190209T10Z,1010,0
20190209T09Z,1059,1
20190209T08Z,1037,1
20190209T07Z,1063,1
20190209T06Z,1139,1
20190209T05Z,1309,0
20190209T04Z,1336,0
20190209T03Z,1322,0
20190209T02Z,1312,0
20190209T01Z,1263,0
20190209T00Z,1247,0
20190208T23Z,1234,0
20190208T22Z,1150,0
20190208T21Z,985,0
20190208T20Z,909,0
20190208T19Z,976,0
20190208T18Z,1133,0
20190208T17Z,1199,0
20190208T16Z,1226,0
20190208T15Z,1192,0
20190208T14Z,1089,0
20190208T13Z,869,0
20190208T12Z,788,0
20190208T11Z,766,0
20190208T10Z,830,0
20190208T09Z,1050,0
20190208T08Z,1248,0
20190208T07Z,1146,0
20190208T06Z,1258,0
20190208T05Z,1316,0
20190208T04Z,1319,0
20190208T03Z,1311,0
20190208T02Z,1286,0
20190208T01Z,1211,0
20190208T00Z,1239,0
20190207T23Z,1022,0
20190207T22Z,1042,0
20190207T21Z,1033,0
20190207T20Z,1092,0
20190207T19Z,1081,0
20190207T18Z,1145,0
20190207T17Z,1137,0
20190207T16Z,1267,0
20190207T15Z,1301,0
20190207T14Z,846,0
20190207T13Z,374,0
20190207T12Z,303,0
20190207T11Z,296,0
20190207T10Z,314,0
20190207T09Z,567,0
20190207T08Z,859,0
20190207T07Z,1016,0
20190207T06Z,1150,0
20190207T05Z,1154,0
20190207T04Z,1176,0
20190207T03Z,1136,0
20190207T02Z,1061,1
20190207T01Z,974,0
20190207T00Z,700,0
20190206T23Z,573,0
20190206T22Z,505,0
20190206T21Z,542,0
20190206T20Z,720,0
20190206T19Z,916,0
20190206T18Z,1153,0
20190206T17Z,985,0
20190206T16Z,751,0
20190206T15Z,668,1
20190206T14Z,440,0
20190206T13Z,317,1
20190206T12Z,269,0
20190206T11Z,268,1
20190206T10Z,247,0
20190206T09Z,281,0
20190206T08Z,330,1
20190206T07Z,509,0
20190206T06Z,868,0
20190206T05Z,1036,0
20190206T04Z,1156,0
20190206T03Z,1212,0
20190206T02Z,1245,0
20190206T01Z,1230,0
20190206T00Z,1134,0
20190205T23Z,979,0
20190205T22Z,958,0
20190205T21Z,920,0
20190205T20Z,1137,0
20190205T19Z,1157,0
20190205T18Z,1216,0
20190205T17Z,1114,0
20190205T16Z,1117,0
20190205T15Z,927,0
20190205T14Z,745,0
20190205T13Z,694,0
20190205T12Z,606,0
20190205T11Z,483,0
20190205T10Z,484,0
20190205T09Z,604,0
20190205T08Z,814,0
20190205T07Z,937,1
20190205T06Z,1168,1
20190205T05Z,1200,2
20190205T04Z,1245,3
20190205T03Z,1304,3
20190205T02Z,1249,4
20190205T01Z,1268,7
20190205T00Z,1166,6
20190204T23Z,1144,7
20190204T22Z,1247,6
20190204T21Z,1310,7
20190204T20Z,1321,6
20190204T19Z,1351,7
20190204T18Z,1339,7
20190204T17Z,1253,6
20190204T16Z,998,5
20190204T15Z,882,5
20190204T14Z,630,4
20190204T13Z,702,3
20190204T12Z,714,3
20190204T11Z,703,2
20190204T10Z,590,0
20190204T09Z,629,1
20190204T08Z,1016,0
20190204T07Z,1021,0
20190204T06Z,977,1
20190204T05Z,990,4
20190204T04Z,1139,5
20190204T03Z,1126,3
20190204T02Z,1092,3
20190204T01Z,994,4
20190204T00Z,1037,6
20190203T23Z,1002,6
20190203T22Z,821,7
20190203T21Z,803,7
20190203T20Z,908,4
20190203T19Z,883,2
20190203T18Z,1018,1
20190203T17Z,974,1
20190203T16Z,773,0
20190203T15Z,492,0
20190203T14Z,387,0
20190203T13Z,307,0
20190203T12Z,296,0
20190203T11Z,216,0
20190203T10Z,204,1
20190203T09Z,371,1
20190203T08Z,498,1
20190203T07Z,718,1
20190203T06Z,678,1
20190203T05Z,721,0
20190203T04Z,966,1
20190203T03Z,1027,0
20190203T02Z,1107,0
20190203T01Z,1249,0
20190203T00Z,1104,0
20190202T23Z,1059,0
20190202T22Z,1054,0
20190202T21Z,1018,0
20190202T20Z,1074,1
20190202T19Z,1164,2
20190202T18Z,1075,4
20190202T17Z,1154,3
20190202T16Z,693,0
20190202T15Z,679,4
20190202T14Z,300,7
20190202T13Z,217,7
20190202T12Z,195,6
20190202T11Z,156,5
20190202T10Z,138,4
20190202T09Z,296,4
20190202T08Z,549,3
20190202T07Z,781,3
20190202T06Z,1006,1
20190202T05Z,1043,1
20190202T04Z,1215,1
20190202T03Z,1271,0
20190202T02Z,1132,0
20190202T01Z,902,0
20190202T00Z,957,0
20190201T23Z,1233,0
20190201T22Z,1247,0
20190201T21Z,1288,0
20190201T20Z,1141,0
20190201T19Z,1132,0
20190201T18Z,1065,0
20190201T17Z,1031,0
20190201T16Z,1005,0
20190201T15Z,884,0
20190201T14Z,560,0
20190201T13Z,410,0
20190201T12Z,356,0
20190201T11Z,301,0
20190201T10Z,512,0
20190201T09Z,778,0
20190201T08Z,1139,0
20190201T07Z,1129,0
20190201T06Z,1266,0
20190201T05Z,1323,0
20190201T04Z,1343,0
20190201T03Z,1327,0
20190201T02Z,1351,0
20190201T01Z,1349,0
20190201T00Z,1335,0
20190131T23Z,1219,0
20190131T22Z,1146,0
20190131T21Z,1105,0
20190131T20Z,1153,0
20190131T19Z,1158,0
20190131T18Z,1025,0
20190131T17Z,977,0
20190131T16Z,931,0
20190131T15Z,1095,0
20190131T14Z,1011,0
20190131T13Z,944,0
20190131T12Z,811,0
20190131T11Z,718,0
20190131T10Z,840,0
20190131T09Z,932,0
20190131T08Z,1110,0
20190131T07Z,1175,0
20190131T06Z,1258,0
20190131T05Z,1317,0
20190131T04Z,1348,0
20190131T03Z,1348,0
20190131T02Z,1357,0
20190131T01Z,1313,0
20190131T00Z,1220,0
20190130T23Z,1194,0
20190130T22Z,1213,0
20190130T21Z,1219,0
20190130T20Z,1218,0
20190130T19Z,1223,0
20190130T18Z,1220,0
20190130T17Z,1224,0
20190130T16Z,1252,0
20190130T15Z,1278,0
20190130T14Z,1174,0
20190130T13Z,982,0
20190130T12Z,819,0
20190130T11Z,790,0
20190130T10Z,759,0
20190130T09Z,766,0
20190130T08Z,1052,0
20190130T07Z,1175,0
20190130T06Z,1264,0
20190130T05Z,1286,0
20190130T04Z,1333,0
20190130T03Z,1304,0
20190130T02Z,1324,0
20190130T01Z,1247,0
20190130T00Z,1220,0
20190129T23Z,1199,0
20190129T22Z,1232,0
20190129T21Z,1236,0
20190129T20Z,1237,0
20190129T19Z,1241,0
20190129T18Z,1238,0
20190129T17Z,1222,0
20190129T16Z,1169,0
20190129T15Z,1162,0
20190129T14Z,1035,0
20190129T13Z,915,0
20190129T12Z,868,0
20190129T11Z,775,0
20190129T10Z,645,0
20190129T09Z,719,0
20190129T08Z,997,0
20190129T07Z,1157,0
20190129T06Z,1264,1
20190129T05Z,1278,0
20190129T04Z,1276,1
20190129T03Z,1261,1
20190129T02Z,1251,1
20190129T01Z,1330,1
20190129T00Z,1212,0
20190128T23Z,1267,0
20190128T22Z,1219,0
20190128T21Z,1195,0
20190128T20Z,1177,0
20190128T19Z,1222,0
20190128T18Z,1264,0
20190128T17Z,1316,0
20190128T16Z,1364,0
20190128T15Z,1337,0
20190128T14Z,1069,1
20190128T13Z,797,0
20190128T12Z,676,0
20190128T11Z,496,0
20190128T10Z,532,0
20190128T09Z,765,1
20190128T08Z,877,1
20190128T07Z,683,1
20190128T06Z,813,1
20190128T05Z,901,2
20190128T04Z,989,0
20190128T03Z,1034,0
20190128T02Z,1033,0
20190128T01Z,1031,1
20190128T00Z,754,2
20190127T23Z,700,2
20190127T22Z,704,2
20190127T21Z,912,2
20190127T20Z,962,1
20190127T19Z,610,1
20190127T18Z,640,4
20190127T17Z,838,6
20190127T16Z,666,5
20190127T15Z,630,3
20190127T14Z,506,2
20190127T13Z,708,2
20190127T12Z,542,0
20190127T11Z,324,0
20190127T10Z,286,0
20190127T09Z,643,0
20190127T08Z,948,0
20190127T07Z,934,0
20190127T06Z,1120,0
20190127T05Z,1021,0
20190127T04Z,1197,0
20190127T03Z,1197,0
20190127T02Z,1087,0
20190127T01Z,767,0
20190127T00Z,515,0
20190126T23Z,421,0
20190126T22Z,592,0
20190126T21Z,797,0
20190126T20Z,761,0
20190126T19Z,826,0
20190126T18Z,901,0
20190126T17Z,1222,0
20190126T16Z,1144,0
20190126T15Z,967,0
20190126T14Z,437,0
20190126T13Z,419,1
20190126T12Z,314,0
20190126T11Z,376,1
20190126T10Z,438,1
20190126T09Z,463,1
20190126T08Z,383,2
20190126T07Z,530,1
20190126T06Z,952,1
20190126T05Z,955,0
20190126T04Z,906,0
20190126T03Z,866,0
20190126T02Z,747,0
20190126T01Z,775,0
20190126T00Z,653,0
20190125T23Z,690,0
20190125T22Z,751,0
20190125T21Z,827,1
20190125T20Z,1025,0
20190125T19Z,1105,0
20190125T18Z,1205,0
20190125T17Z,1161,0
20190125T16Z,1164,0
20190125T15Z,995,1
20190125T14Z,588,3
20190125T13Z,571,1
20190125T12Z,531,1
20190125T11Z,399,0
20190125T10Z,331,1
20190125T09Z,574,0
20190125T08Z,895,0
20190125T07Z,997,1
20190125T06Z,986,0
20190125T05Z,1016,1
20190125T04Z,1064,0
20190125T03Z,1131,0
20190125T02Z,1242,0
20190125T01Z,1229,0
20190125T00Z,1158,2
20190124T23Z,940,2
20190124T22Z,936,0
20190124T21Z,883,2
20190124T20Z,778,1
20190124T19Z,891,1
20190124T18Z,1000,0
20190124T17Z,922,0
20190124T16Z,1034,0
20190124T15Z,1150,1
20190124T14Z,863,0
20190124T13Z,469,0
20190124T12Z,350,0
20190124T11Z,420,0
20190124T10Z,352,0
20190124T09Z,444,0
20190124T08Z,770,0
20190124T07Z,958,0
20190124T06Z,821,0
20190124T05Z,790,0
20190124T04Z,902,0
20190124T03Z,1001,0
20190124T02Z,1178,0
20190124T01Z,925,0
20190124T00Z,725,0
20190123T23Z,656,0
20190123T22Z,723,0
20190123T21Z,813,1
20190123T20Z,1017,1
20190123T19Z,909,0
20190123T18Z,1180,2
20190123T17Z,1104,7
20190123T16Z,805,7
20190123T15Z,820,7
20190123T14Z,679,7
20190123T13Z,491,7
20190123T12Z,538,7
20190123T11Z,373,7
20190123T10Z,261,8
20190123T09Z,565,7
20190123T08Z,802,8
20190123T07Z,923,8
20190123T06Z,1034,7
20190123T05Z,1034,8
20190123T04Z,1148,7
20190123T03Z,1295,8
20190123T02Z,1281,8
20190123T01Z,1238,7
20190123T00Z,1044,8
20190122T23Z,944,8
20190122T22Z,878,8
20190122T21Z,890,8
20190122T20Z,878,7
20190122T19Z,969,7
20190122T18Z,1223,8
20190122T17Z,1274,7
20190122T16Z,1144,7
20190122T15Z,928,7
20190122T14Z,577,7
20190122T13Z,510,7
20190122T12Z,486,8
20190122T11Z,372,6
20190122T10Z,318,5
20190122T09Z,551,5
20190122T08Z,871,3
20190122T07Z,1049,4
20190122T06Z,1171,3
20190122T05Z,1187,1
20190122T04Z,1234,0
20190122T03Z,1280,1
20190122T02Z,1319,1
20190122T01Z,1225,1
20190122T00Z,1150,1
20190121T23Z,1167,1
20190121T22Z,1215,1
20190121T21Z,1205,1
20190121T20Z,1260,1
