,hydro,wind
20190925T04Z,438,0
20190925T03Z,530,1
20190925T02Z,528,3
20190925T01Z,473,6
20190925T00Z,350,7
20190924T23Z,377,5
20190924T22Z,437,7
20190924T21Z,460,7
20190924T20Z,446,7
20190924T19Z,339,7
20190924T18Z,585,8
20190924T17Z,551,7
20190924T16Z,481,8
20190924T15Z,554,7
20190924T14Z,584,8
20190924T13Z,353,7
20190924T12Z,215,8
20190924T11Z,244,8
20190924T10Z,122,8
20190924T09Z,200,7
20190924T08Z,133,8
20190924T07Z,206,7
20190924T06Z,471,6
20190924T05Z,812,6
20190924T04Z,863,6
20190924T03Z,702,7
20190924T02Z,765,4
20190924T01Z,699,3
20190924T00Z,850,5
20190923T23Z,891,8
20190923T22Z,739,7
20190923T21Z,716,8
20190923T20Z,637,7
20190923T19Z,579,7
20190923T18Z,568,6
20190923T17Z,634,7
20190923T16Z,899,6
20190923T15Z,718,7
20190923T14Z,755,7
20190923T13Z,338,8
20190923T12Z,241,7
20190923T11Z,213,7
20190923T10Z,188,6
20190923T09Z,161,6
20190923T08Z,226,6
20190923T07Z,502,7
20190923T06Z,923,7
20190923T05Z,890,7
20190923T04Z,944,6
20190923T03Z,880,5
20190923T02Z,757,3
20190923T01Z,633,5
20190923T00Z,539,3
20190922T23Z,567,4
20190922T22Z,521,3
20190922T21Z,467,6
20190922T20Z,417,5
20190922T19Z,617,4
20190922T18Z,668,3
20190922T17Z,587,3
20190922T16Z,402,4
20190922T15Z,468,4
20190922T14Z,658,3
20190922T13Z,540,4
20190922T12Z,519,4
20190922T11Z,531,4
20190922T10Z,468,7
20190922T09Z,335,7
20190922T08Z,242,6
20190922T07Z,407,7
20190922T06Z,601,5
20190922T05Z,482,3
20190922T04Z,460,2
20190922T03Z,534,1
20190922T02Z,547,2
20190922T01Z,448,0
20190922T00Z,583,2
20190921T23Z,859,1
20190921T22Z,1003,2
20190921T21Z,894,2
20190921T20Z,791,5
20190921T19Z,658,5
20190921T18Z,400,7
20190921T17Z,381,7
20190921T16Z,224,7
20190921T15Z,284,6
20190921T14Z,426,5
20190921T13Z,500,6
20190921T12Z,315,4
20190921T11Z,256,4
20190921T10Z,187,1
20190921T09Z,183,2
20190921T08Z,216,2
20190921T07Z,447,2
20190921T06Z,665,5
20190921T05Z,736,4
20190921T04Z,611,3
20190921T03Z,591,2
20190921T02Z,586,2
20190921T01Z,578,1
20190921T00Z,616,1
20190920T23Z,605,0
20190920T22Z,583,1
20190920T21Z,632,0
20190920T20Z,748,0
20190920T19Z,688,1
20190920T18Z,516,1
20190920T17Z,473,1
20190920T16Z,566,1
20190920T15Z,752,1
20190920T14Z,755,1
20190920T13Z,489,1
20190920T12Z,203,1
20190920T11Z,204,1
20190920T10Z,215,1
20190920T09Z,174,0
20190920T08Z,261,0
20190920T07Z,482,0
20190920T06Z,599,1
20190920T05Z,606,0
20190920T04Z,630,0
20190920T03Z,544,0
20190920T02Z,561,0
20190920T01Z,567,0
20190920T00Z,647,0
20190919T23Z,637,0
20190919T22Z,540,0
20190919T21Z,510,0
20190919T20Z,481,0
20190919T19Z,482,0
20190919T18Z,530,0
20190919T17Z,576,0
20190919T16Z,545,0
20190919T15Z,547,0
20190919T14Z,583,0
20190919T13Z,420,0
20190919T12Z,313,0
20190919T11Z,308,0
20190919T10Z,248,0
20190919T09Z,244,0
20190919T08Z,504,0
20190919T07Z,632,0
20190919T06Z,687,0
20190919T05Z,684,0
20190919T04Z,704,0
20190919T03Z,718,0
20190919T02Z,789,0
20190919T01Z,889,0
20190919T00Z,739,0
20190918T23Z,755,0
20190918T22Z,620,0
20190918T21Z,548,0
20190918T20Z,596,0
20190918T19Z,661,0
20190918T18Z,715,0
20190918T17Z,668,0
20190918T16Z,684,0
20190918T15Z,683,0
20190918T14Z,676,0
20190918T13Z,295,0
20190918T12Z,161,0
20190918T11Z,170,0
20190918T10Z,110,0
20190918T09Z,132,0
20190918T08Z,134,0
20190918T07Z,226,0
20190918T06Z,259,0
20190918T05Z,463,0
20190918T04Z,522,0
20190918T03Z,432,0
20190918T02Z,405,0
20190918T01Z,530,0
20190918T00Z,406,0
20190917T23Z,346,0
20190917T22Z,255,0
20190917T21Z,249,0
20190917T20Z,211,0
20190917T19Z,401,0
20190917T18Z,293,0
20190917T17Z,397,0
20190917T16Z,404,0
20190917T15Z,498,0
20190917T14Z,527,0
20190917T13Z,394,0
20190917T12Z,182,0
20190917T11Z,182,0
20190917T10Z,81,0
20190917T09Z,121,0
20190917T08Z,166,0
20190917T07Z,146,0
20190917T06Z,208,0
20190917T05Z,343,0
20190917T04Z,444,0
20190917T03Z,629,0
20190917T02Z,615,0
20190917T01Z,779,0
20190917T00Z,863,0
20190916T23Z,868,0
20190916T22Z,885,0
20190916T21Z,851,0
20190916T20Z,1034,0
20190916T19Z,1123,0
20190916T18Z,1012,0
20190916T17Z,856,0
20190916T16Z,736,0
20190916T15Z,880,2
20190916T14Z,1111,3
20190916T13Z,1004,1
20190916T12Z,591,1
20190916T11Z,463,2
20190916T10Z,555,1
20190916T09Z,654,3
20190916T08Z,455,3
20190916T07Z,915,4
20190916T06Z,883,3
20190916T05Z,938,5
20190916T04Z,826,2
20190916T03Z,620,1
20190916T02Z,723,0
20190916T01Z,693,1
20190916T00Z,739,3
20190915T23Z,714,2
20190915T22Z,550,1
20190915T21Z,494,3
20190915T20Z,250,3
20190915T19Z,296,3
20190915T18Z,415,4
20190915T17Z,618,5
20190915T16Z,549,6
20190915T15Z,545,7
20190915T14Z,461,7
20190915T13Z,333,8
20190915T12Z,346,7
20190915T11Z,236,8
20190915T10Z,178,6
20190915T09Z,380,7
20190915T08Z,458,6
20190915T07Z,834,4
20190915T06Z,918,5
20190915T05Z,959,6
20190915T04Z,844,3
20190915T03Z,809,2
20190915T02Z,837,1
20190915T01Z,788,1
20190915T00Z,727,0
20190914T23Z,696,1
20190914T22Z,677,0
20190914T21Z,793,2
20190914T20Z,855,1
20190914T19Z,925,3
20190914T18Z,698,4
20190914T17Z,550,4
20190914T16Z,467,6
20190914T15Z,551,7
20190914T14Z,889,7
20190914T13Z,790,7
20190914T12Z,674,5
20190914T11Z,581,2
20190914T10Z,507,1
20190914T09Z,410,1
20190914T08Z,517,1
20190914T07Z,807,0
20190914T06Z,662,0
20190914T05Z,722,0
20190914T04Z,851,0
20190914T03Z,943,1
20190914T02Z,872,1
20190914T01Z,791,2
20190914T00Z,757,3
20190913T23Z,793,3
20190913T22Z,764,4
20190913T21Z,740,6
20190913T20Z,766,3
20190913T19Z,681,3
20190913T18Z,690,3
20190913T17Z,576,4
20190913T16Z,579,5
20190913T15Z,647,7
20190913T14Z,650,8
20190913T13Z,420,7
20190913T12Z,221,8
20190913T11Z,228,7
20190913T10Z,261,7
20190913T09Z,198,7
20190913T08Z,470,4
20190913T07Z,664,3
20190913T06Z,703,2
20190913T05Z,705,2
20190913T04Z,703,1
20190913T03Z,904,0
20190913T02Z,1081,0
20190913T01Z,1135,0
20190913T00Z,1084,0
20190912T23Z,1016,0
20190912T22Z,954,0
20190912T21Z,973,0
20190912T20Z,867,0
20190912T19Z,837,0
20190912T18Z,760,0
20190912T17Z,680,0
20190912T16Z,658,0
20190912T15Z,626,0
20190912T14Z,759,0
20190912T13Z,630,0
20190912T12Z,282,0
20190912T11Z,212,0
20190912T10Z,147,1
20190912T09Z,223,2
20190912T08Z,266,2
20190912T07Z,587,2
20190912T06Z,725,0
20190912T05Z,808,0
20190912T04Z,833,1
20190912T03Z,745,0
20190912T02Z,729,0
20190912T01Z,758,0
20190912T00Z,822,0
20190911T23Z,759,0
20190911T22Z,670,0
20190911T21Z,620,0
20190911T20Z,714,0
20190911T19Z,707,1
20190911T18Z,538,0
20190911T17Z,511,1
20190911T16Z,491,1
20190911T15Z,472,1
20190911T14Z,526,1
20190911T13Z,478,0
20190911T12Z,383,0
20190911T11Z,243,0
20190911T10Z,146,1
20190911T09Z,115,1
20190911T08Z,178,0
20190911T07Z,556,0
20190911T06Z,859,0
20190911T05Z,969,0
20190911T04Z,882,0
20190911T03Z,652,0
20190911T02Z,489,0
20190911T01Z,567,0
20190911T00Z,658,0
20190910T23Z,603,0
20190910T22Z,558,0
20190910T21Z,556,1
20190910T20Z,522,0
20190910T19Z,591,0
20190910T18Z,766,0
20190910T17Z,833,1
20190910T16Z,915,1
20190910T15Z,843,2
20190910T14Z,718,3
20190910T13Z,552,3
20190910T12Z,458,3
20190910T11Z,510,4
20190910T10Z,415,5
20190910T09Z,316,4
20190910T08Z,281,4
20190910T07Z,494,3
20190910T06Z,782,1
20190910T05Z,1072,0
20190910T04Z,1202,1
20190910T03Z,1159,0
20190910T02Z,955,0
20190910T01Z,808,1
20190910T00Z,784,2
20190909T23Z,774,3
20190909T22Z,831,5
20190909T21Z,841,5
20190909T20Z,662,5
20190909T19Z,409,6
20190909T18Z,232,7
20190909T17Z,299,8
20190909T16Z,408,7
20190909T15Z,417,7
20190909T14Z,408,7
20190909T13Z,164,8
20190909T12Z,165,7
20190909T11Z,187,8
20190909T10Z,148,8
20190909T09Z,139,7
20190909T08Z,149,6
20190909T07Z,326,7
20190909T06Z,628,7
20190909T05Z,909,7
20190909T04Z,962,8
20190909T03Z,651,7
20190909T02Z,431,7
20190909T01Z,572,6
20190909T00Z,645,3
20190908T23Z,727,0
20190908T22Z,545,0
20190908T21Z,475,0
20190908T20Z,382,1
20190908T19Z,261,3
20190908T18Z,230,6
20190908T17Z,277,6
20190908T16Z,333,7
20190908T15Z,318,7
20190908T14Z,326,6
20190908T13Z,203,6
20190908T12Z,150,6
20190908T11Z,152,7
20190908T10Z,127,7
20190908T09Z,120,5
20190908T08Z,311,6
20190908T07Z,554,5
20190908T06Z,584,2
20190908T05Z,588,1
20190908T04Z,584,1
20190908T03Z,685,1
20190908T02Z,726,1
20190908T01Z,726,0
20190908T00Z,741,1
20190907T23Z,694,1
20190907T22Z,709,0
20190907T21Z,660,1
20190907T20Z,642,0
20190907T19Z,574,0
20190907T18Z,519,0
20190907T17Z,568,0
20190907T16Z,563,0
20190907T15Z,677,0
20190907T14Z,763,0
20190907T13Z,634,0
20190907T12Z,317,0
20190907T11Z,287,0
20190907T10Z,315,0
20190907T09Z,531,0
20190907T08Z,505,0
20190907T07Z,981,0
20190907T06Z,908,1
20190907T05Z,963,0
20190907T04Z,941,0
20190907T03Z,987,0
20190907T02Z,987,0
20190907T01Z,974,0
20190907T00Z,911,1
20190906T23Z,783,0
20190906T22Z,769,0
20190906T21Z,751,1
20190906T20Z,716,0
20190906T19Z,674,0
20190906T18Z,735,0
20190906T17Z,921,0
20190906T16Z,861,0
20190906T15Z,541,0
20190906T14Z,332,1
20190906T13Z,353,1
20190906T12Z,464,0
20190906T11Z,405,2
20190906T10Z,486,3
20190906T09Z,588,6
20190906T08Z,656,6
20190906T07Z,615,5
20190906T06Z,779,2
20190906T05Z,752,2
20190906T04Z,759,5
20190906T03Z,785,1
20190906T02Z,825,0
20190906T01Z,727,0
20190906T00Z,823,0
20190905T23Z,850,0
20190905T22Z,706,0
20190905T21Z,716,1
20190905T20Z,692,1
20190905T19Z,634,1
20190905T18Z,632,1
20190905T17Z,638,1
20190905T16Z,513,1
20190905T15Z,470,2
20190905T14Z,490,1
20190905T13Z,415,1
20190905T12Z,335,0
20190905T11Z,320,1
20190905T10Z,325,0
20190905T09Z,262,0
20190905T08Z,447,0
20190905T07Z,595,0
20190905T06Z,693,0
20190905T05Z,905,0
20190905T04Z,892,0
20190905T03Z,898,0
20190905T02Z,964,0
20190905T01Z,966,1
20190905T00Z,875,0
20190904T23Z,831,0
20190904T22Z,871,0
20190904T21Z,920,0
20190904T20Z,792,0
20190904T19Z,654,0
20190904T18Z,653,0
20190904T17Z,717,0
20190904T16Z,753,0
20190904T15Z,644,0
20190904T14Z,657,0
20190904T13Z,508,1
20190904T12Z,457,0
20190904T11Z,498,0
20190904T10Z,391,0
20190904T09Z,395,1
20190904T08Z,425,3
20190904T07Z,527,3
20190904T06Z,713,5
20190904T05Z,878,1
20190904T04Z,891,1
20190904T03Z,700,2
20190904T02Z,702,0
20190904T01Z,792,0
20190904T00Z,829,0
20190903T23Z,833,0
20190903T22Z,803,0
20190903T21Z,863,0
20190903T20Z,773,0
20190903T19Z,578,0
20190903T18Z,596,0
20190903T17Z,711,0
20190903T16Z,740,0
20190903T15Z,661,0
20190903T14Z,483,0
20190903T13Z,388,1
20190903T12Z,376,0
20190903T11Z,334,0
20190903T10Z,331,0
20190903T09Z,315,0
20190903T08Z,410,0
20190903T07Z,637,0
20190903T06Z,832,0
20190903T05Z,1052,0
20190903T04Z,1054,0
20190903T03Z,1098,0
20190903T02Z,1123,0
20190903T01Z,1148,0
20190903T00Z,1167,0
20190902T23Z,1160,0
20190902T22Z,1139,0
20190902T21Z,1098,0
20190902T20Z,1010,0
20190902T19Z,796,0
20190902T18Z,728,0
20190902T17Z,760,0
20190902T16Z,850,1
20190902T15Z,844,1
20190902T14Z,826,3
20190902T13Z,476,1
20190902T12Z,227,2
20190902T11Z,166,2
20190902T10Z,106,1
20190902T09Z,89,2
20190902T08Z,225,3
20190902T07Z,621,2
20190902T06Z,725,5
20190902T05Z,539,3
20190902T04Z,482,1
20190902T03Z,757,1
20190902T02Z,1013,2
20190902T01Z,868,2
20190902T00Z,943,2
20190901T23Z,1126,2
20190901T22Z,1090,0
20190901T21Z,897,0
20190901T20Z,917,1
20190901T19Z,838,0
20190901T18Z,464,1
20190901T17Z,440,0
20190901T16Z,516,1
20190901T15Z,260,0
20190901T14Z,337,1
20190901T13Z,441,1
20190901T12Z,388,0
20190901T11Z,349,1
20190901T10Z,235,1
20190901T09Z,173,1
20190901T08Z,358,1
20190901T07Z,552,3
20190901T06Z,576,3
20190901T05Z,687,1
20190901T04Z,942,1
20190901T03Z,1034,1
20190901T02Z,1023,0
20190901T01Z,959,1
20190901T00Z,1065,0
20190831T23Z,1152,0
20190831T22Z,1055,1
20190831T21Z,775,1
20190831T20Z,748,2
20190831T19Z,838,2
20190831T18Z,824,2
20190831T17Z,787,4
20190831T16Z,663,4
20190831T15Z,664,3
20190831T14Z,467,3
20190831T13Z,270,3
20190831T12Z,337,3
20190831T11Z,439,1
20190831T10Z,388,2
20190831T09Z,369,0
20190831T08Z,588,0
20190831T07Z,783,1
20190831T06Z,919,1
20190831T05Z,946,1
20190831T04Z,945,0
20190831T03Z,968,0
20190831T02Z,1040,0
20190831T01Z,1138,0
20190831T00Z,1185,0
20190830T23Z,1212,0
20190830T22Z,1216,1
20190830T21Z,1207,2
20190830T20Z,1217,1
20190830T19Z,1192,1
20190830T18Z,1053,1
20190830T17Z,944,0
20190830T16Z,840,1
20190830T15Z,762,3
20190830T14Z,700,1
20190830T13Z,692,0
20190830T12Z,571,1
20190830T11Z,477,2
20190830T10Z,500,2
20190830T09Z,701,2
20190830T08Z,948,1
20190830T07Z,1105,3
20190830T06Z,1151,2
20190830T05Z,1195,2
20190830T04Z,1173,3
20190830T03Z,1111,2
20190830T02Z,1100,1
20190830T01Z,1093,1
20190830T00Z,1132,3
20190829T23Z,1150,2
20190829T22Z,1136,2
20190829T21Z,1084,0
20190829T20Z,1031,1
20190829T19Z,1056,0
20190829T18Z,1026,0
20190829T17Z,964,1
20190829T16Z,871,0
20190829T15Z,808,0
20190829T14Z,817,1
20190829T13Z,774,5
20190829T12Z,697,8
20190829T11Z,758,5
20190829T10Z,1007,3
20190829T09Z,1167,0
20190829T08Z,1189,0
20190829T07Z,1188,0
20190829T06Z,1181,1
20190829T05Z,1187,0
20190829T04Z,1160,0
20190829T03Z,1049,0
20190829T02Z,1036,0
20190829T01Z,1079,0
20190829T00Z,1130,0
20190828T23Z,1197,0
20190828T22Z,1235,0
20190828T21Z,1114,0
20190828T20Z,982,0
20190828T19Z,1084,0
20190828T18Z,1198,0
20190828T17Z,1132,0
20190828T16Z,962,0
20190828T15Z,771,0
20190828T14Z,953,1
20190828T13Z,863,0
20190828T12Z,827,1
20190828T11Z,804,1
20190828T10Z,848,1
20190828T09Z,877,1
20190828T08Z,926,1
20190828T07Z,1015,1
20190828T06Z,1052,1
20190828T05Z,1215,0
20190828T04Z,1201,1
20190828T03Z,1239,0
20190828T02Z,1266,1
20190828T01Z,1262,0
20190828T00Z,1223,1
20190827T23Z,1150,1
20190827T22Z,1157,1
20190827T21Z,1108,0
20190827T20Z,938,0
20190827T19Z,882,1
20190827T18Z,1013,0
20190827T17Z,1021,1
20190827T16Z,913,0
20190827T15Z,865,1
20190827T14Z,885,1
20190827T13Z,631,0
20190827T12Z,621,1
20190827T11Z,463,0
20190827T10Z,502,0
20190827T09Z,475,0
20190827T08Z,741,0
20190827T07Z,921,0
20190827T06Z,936,0
20190827T05Z,1036,1
20190827T04Z,1093,0
20190827T03Z,1103,0
20190827T02Z,1081,0
20190827T01Z,1013,0
20190827T00Z,1035,0
20190826T23Z,984,0
20190826T22Z,848,1
20190826T21Z,781,0
20190826T20Z,877,0
20190826T19Z,1050,0
20190826T18Z,1199,0
20190826T17Z,1164,0
20190826T16Z,921,0
20190826T15Z,656,0
20190826T14Z,514,1
20190826T13Z,321,0
20190826T12Z,214,0
20190826T11Z,203,0
20190826T10Z,255,0
20190826T09Z,457,1
20190826T08Z,591,2
20190826T07Z,807,1
20190826T06Z,874,1
20190826T05Z,923,2
20190826T04Z,894,1
20190826T03Z,838,0
20190826T02Z,1018,1
20190826T01Z,1135,0
20190826T00Z,1024,0
20190825T23Z,928,0
20190825T22Z,949,0
20190825T21Z,985,0
20190825T20Z,1180,0
20190825T19Z,1109,0
20190825T18Z,896,0
20190825T17Z,718,0
20190825T16Z,393,0
20190825T15Z,387,0
20190825T14Z,379,0
20190825T13Z,380,0
20190825T12Z,235,0
20190825T11Z,150,0
20190825T10Z,143,1
20190825T09Z,190,1
20190825T08Z,568,2
20190825T07Z,1068,0
20190825T06Z,1165,1
20190825T05Z,1083,1
20190825T04Z,982,1
20190825T03Z,996,2
20190825T02Z,980,3
20190825T01Z,875,3
20190825T00Z,675,3
20190824T23Z,630,2
20190824T22Z,687,3
20190824T21Z,882,3
20190824T20Z,862,2
20190824T19Z,630,2
20190824T18Z,452,1
20190824T17Z,340,1
20190824T16Z,483,2
20190824T15Z,369,3
20190824T14Z,295,3
20190824T13Z,244,4
20190824T12Z,353,3
20190824T11Z,402,2
20190824T10Z,382,2
20190824T09Z,479,1
20190824T08Z,659,1
20190824T07Z,913,3
20190824T06Z,998,4
20190824T05Z,1069,2
20190824T04Z,1080,1
20190824T03Z,1059,1
20190824T02Z,1081,0
20190824T01Z,1046,0
20190824T00Z,965,0
20190823T23Z,947,0
20190823T22Z,984,0
20190823T21Z,1004,0
20190823T20Z,1039,0
20190823T19Z,1054,0
20190823T18Z,1098,0
20190823T17Z,1048,0
20190823T16Z,978,0
20190823T15Z,934,0
20190823T14Z,804,0
20190823T13Z,753,1
20190823T12Z,582,0
20190823T11Z,496,1
20190823T10Z,479,1
20190823T09Z,545,0
20190823T08Z,698,1
20190823T07Z,960,0
20190823T06Z,1070,1
20190823T05Z,1267,0
20190823T04Z,1390,1
20190823T03Z,1372,0
20190823T02Z,1235,0
20190823T01Z,1112,0
20190823T00Z,1015,0
20190822T23Z,1043,0
20190822T22Z,889,0
20190822T21Z,1047,0
20190822T20Z,1155,1
20190822T19Z,1291,0
20190822T18Z,1061,1
20190822T17Z,916,2
20190822T16Z,834,2
20190822T15Z,614,3
20190822T14Z,546,3
20190822T13Z,247,4
20190822T12Z,164,2
20190822T11Z,245,2
20190822T10Z,440,4
20190822T09Z,629,5
20190822T08Z,744,6
20190822T07Z,856,7
20190822T06Z,777,7
20190822T05Z,668,7
20190822T04Z,773,5
20190822T03Z,1066,7
20190822T02Z,1098,7
20190822T01Z,1212,8
20190822T00Z,1048,7
20190821T23Z,1142,2
20190821T22Z,1317,4
20190821T21Z,1266,5
20190821T20Z,1169,6
20190821T19Z,994,7
20190821T18Z,842,7
20190821T17Z,852,8
20190821T16Z,771,7
20190821T15Z,788,6
20190821T14Z,826,6
20190821T13Z,721,7
20190821T12Z,703,7
20190821T11Z,664,7
20190821T10Z,767,6
20190821T09Z,954,3
20190821T08Z,928,2
20190821T07Z,984,3
20190821T06Z,906,2
20190821T05Z,1007,0
20190821T04Z,1150,0
20190821T03Z,1177,0
20190821T02Z,1193,0
20190821T01Z,1245,0
20190821T00Z,1282,0
20190820T23Z,1292,0
20190820T22Z,1231,0
20190820T21Z,1179,0
20190820T20Z,1208,0
20190820T19Z,1146,0
20190820T18Z,1070,0
20190820T17Z,972,0
20190820T16Z,830,0
20190820T15Z,839,0
20190820T14Z,939,0
20190820T13Z,868,0
20190820T12Z,825,0
20190820T11Z,869,0
20190820T10Z,980,0
20190820T09Z,1015,0
20190820T08Z,1067,0
20190820T07Z,1197,0
20190820T06Z,1312,0
20190820T05Z,1339,0
20190820T04Z,1391,0
20190820T03Z,1406,0
20190820T02Z,1348,0
20190820T01Z,1180,0
20190820T00Z,1076,0
20190819T23Z,1144,0
20190819T22Z,1225,0
20190819T21Z,1210,0
20190819T20Z,1105,1
20190819T19Z,946,0
20190819T18Z,822,2
20190819T17Z,815,3
20190819T16Z,869,5
20190819T15Z,921,5
20190819T14Z,765,5
20190819T13Z,541,4
20190819T12Z,448,4
20190819T11Z,445,3
20190819T10Z,353,6
20190819T09Z,466,5
20190819T08Z,414,6
20190819T07Z,903,7
20190819T06Z,1033,6
20190819T05Z,999,4
20190819T04Z,890,1
20190819T03Z,675,0
20190819T02Z,789,1
20190819T01Z,909,0
20190819T00Z,1150,2
20190818T23Z,1178,1
20190818T22Z,997,2
20190818T21Z,984,3
20190818T20Z,973,3
20190818T19Z,996,1
20190818T18Z,704,2
20190818T17Z,397,2
20190818T16Z,522,4
20190818T15Z,377,6
20190818T14Z,431,4
20190818T13Z,438,3
20190818T12Z,201,5
20190818T11Z,149,5
20190818T10Z,332,6
20190818T09Z,544,6
20190818T08Z,698,7
20190818T07Z,1000,6
20190818T06Z,961,6
20190818T05Z,1002,3
20190818T04Z,933,1
20190818T03Z,950,0
20190818T02Z,885,1
20190818T01Z,914,0
20190818T00Z,872,0
20190817T23Z,894,0
20190817T22Z,810,0
20190817T21Z,804,0
20190817T20Z,741,1
20190817T19Z,590,2
20190817T18Z,555,2
20190817T17Z,557,3
20190817T16Z,612,5
20190817T15Z,671,4
20190817T14Z,534,5
20190817T13Z,353,5
20190817T12Z,305,3
20190817T11Z,271,2
20190817T10Z,433,3
20190817T09Z,354,3
20190817T08Z,591,2
20190817T07Z,785,1
20190817T06Z,820,1
20190817T05Z,782,5
20190817T04Z,871,5
20190817T03Z,717,4
20190817T02Z,697,1
20190817T01Z,559,1
20190817T00Z,616,1
20190816T23Z,720,0
20190816T22Z,752,2
20190816T21Z,815,1
20190816T20Z,991,2
20190816T19Z,919,3
20190816T18Z,921,2
20190816T17Z,867,2
20190816T16Z,609,2
20190816T15Z,505,4
20190816T14Z,507,7
20190816T13Z,456,6
20190816T12Z,353,5
20190816T11Z,337,3
20190816T10Z,486,2
20190816T09Z,748,0
20190816T08Z,939,0
20190816T07Z,1119,0
20190816T06Z,1157,0
20190816T05Z,1207,2
20190816T04Z,1342,3
20190816T03Z,1314,2
20190816T02Z,1168,0
20190816T01Z,963,0
20190816T00Z,850,0
20190815T23Z,839,0
20190815T22Z,1001,0
20190815T21Z,1102,0
20190815T20Z,854,0
20190815T19Z,780,1
20190815T18Z,869,1
20190815T17Z,698,2
20190815T16Z,445,2
20190815T15Z,425,2
20190815T14Z,560,4
20190815T13Z,711,2
20190815T12Z,585,2
20190815T11Z,639,1
20190815T10Z,773,1
20190815T09Z,967,1
20190815T08Z,1270,0
20190815T07Z,1216,0
20190815T06Z,1212,0
20190815T05Z,1392,1
20190815T04Z,1346,1
20190815T03Z,1235,1
20190815T02Z,1141,0
20190815T01Z,1124,1
20190815T00Z,1144,0
20190814T23Z,1115,1
20190814T22Z,1088,0
20190814T21Z,1055,0
20190814T20Z,1163,0
20190814T19Z,1180,0
20190814T18Z,1006,0
20190814T17Z,794,0
20190814T16Z,662,0
20190814T15Z,649,0
20190814T14Z,578,0
20190814T13Z,402,0
20190814T12Z,385,0
20190814T11Z,403,0
20190814T10Z,611,0
20190814T09Z,741,0
20190814T08Z,904,0
20190814T07Z,1033,0
20190814T06Z,1070,0
20190814T05Z,1132,0
20190814T04Z,1175,0
20190814T03Z,1258,0
20190814T02Z,1222,0
20190814T01Z,1141,0
20190814T00Z,1205,0
20190813T23Z,1282,0
20190813T22Z,1327,0
20190813T21Z,1191,0
20190813T20Z,1051,0
20190813T19Z,1043,0
20190813T18Z,1126,0
20190813T17Z,1071,0
20190813T16Z,1016,0
20190813T15Z,994,0
20190813T14Z,922,0
20190813T13Z,556,0
20190813T12Z,279,0
20190813T11Z,248,0
20190813T10Z,267,0
20190813T09Z,428,0
20190813T08Z,657,0
20190813T07Z,969,0
20190813T06Z,1007,0
20190813T05Z,1144,0
20190813T04Z,1181,0
20190813T03Z,1188,0
20190813T02Z,1192,0
20190813T01Z,1198,0
20190813T00Z,1191,1
20190812T23Z,1073,0
20190812T22Z,1008,0
20190812T21Z,1056,0
20190812T20Z,1121,0
20190812T19Z,1125,1
20190812T18Z,1086,1
20190812T17Z,1040,1
20190812T16Z,793,2
20190812T15Z,483,2
20190812T14Z,386,2
20190812T13Z,345,1
20190812T12Z,293,2
20190812T11Z,195,4
20190812T10Z,126,3
20190812T09Z,121,1
20190812T08Z,237,0
20190812T07Z,711,0
20190812T06Z,1078,4
20190812T05Z,1109,4
20190812T04Z,1048,5
20190812T03Z,984,6
20190812T02Z,905,7
20190812T01Z,832,6
20190812T00Z,897,4
20190811T23Z,933,4
20190811T22Z,836,4
20190811T21Z,906,5
20190811T20Z,721,5
20190811T19Z,795,6
20190811T18Z,795,3
20190811T17Z,332,1
20190811T16Z,474,1
20190811T15Z,432,0
20190811T14Z,693,0
20190811T13Z,549,0
20190811T12Z,596,0
20190811T11Z,520,2
20190811T10Z,469,2
20190811T09Z,454,4
20190811T08Z,546,4
20190811T07Z,751,5
20190811T06Z,939,5
20190811T05Z,951,5
20190811T04Z,882,4
20190811T03Z,724,2
20190811T02Z,802,0
20190811T01Z,753,0
20190811T00Z,848,1
20190810T23Z,881,1
20190810T22Z,816,0
20190810T21Z,798,0
20190810T20Z,819,0
20190810T19Z,892,0
20190810T18Z,926,0
20190810T17Z,935,1
20190810T16Z,919,0
20190810T15Z,703,2
20190810T14Z,585,1
20190810T13Z,495,1
20190810T12Z,371,1
20190810T11Z,320,1
20190810T10Z,198,1
20190810T09Z,168,1
20190810T08Z,319,3
20190810T07Z,572,4
20190810T06Z,762,3
20190810T05Z,792,2
20190810T04Z,830,1
20190810T03Z,937,1
20190810T02Z,881,2
20190810T01Z,886,1
20190810T00Z,956,1
20190809T23Z,915,2
20190809T22Z,941,1
20190809T21Z,1025,0
20190809T20Z,1112,1
20190809T19Z,1141,0
20190809T18Z,1152,0
20190809T17Z,987,0
20190809T16Z,722,3
20190809T15Z,331,4
20190809T14Z,189,5
20190809T13Z,154,5
20190809T12Z,289,4
20190809T11Z,570,5
20190809T10Z,660,5
20190809T09Z,679,4
20190809T08Z,674,3
20190809T07Z,848,4
20190809T06Z,938,3
20190809T05Z,952,3
20190809T04Z,947,1
20190809T03Z,912,1
20190809T02Z,943,1
20190809T01Z,996,1
20190809T00Z,1066,1
20190808T23Z,1047,1
20190808T22Z,1106,2
20190808T21Z,1097,2
20190808T20Z,1063,2
20190808T19Z,1089,0
20190808T18Z,1048,0
20190808T17Z,1011,3
20190808T16Z,840,4
20190808T15Z,750,2
20190808T14Z,689,2
20190808T13Z,597,1
20190808T12Z,421,1
20190808T11Z,229,0
