,coal,natural gas,solar,hydro
20190805T06Z,3129,399,0,44
20190805T05Z,3291,408,0,45
20190805T04Z,3666,409,0,45
20190805T03Z,4026,406,0,45
20190805T02Z,4407,422,0,45
20190805T01Z,4430,538,0,45
20190805T00Z,4672,637,1,45
20190804T23Z,4775,792,3,46
20190804T22Z,4684,805,4,45
20190804T21Z,4539,805,4,45
20190804T20Z,4446,712,6,46
20190804T19Z,4540,615,9,45
20190804T18Z,4487,568,10,45
20190804T17Z,4395,446,10,45
20190804T16Z,4035,398,6,45
20190804T15Z,3654,410,5,46
20190804T14Z,3302,409,3,45
20190804T13Z,2900,415,2,45
20190804T12Z,2742,392,0,45
20190804T11Z,2722,385,0,45
20190804T10Z,2693,415,0,45
20190804T09Z,2730,405,0,46
20190804T08Z,2822,388,0,45
20190804T07Z,2947,407,0,45
20190804T06Z,3121,407,0,45
20190804T05Z,3298,406,0,45
20190804T04Z,3610,392,0,46
20190804T03Z,4011,390,0,45
20190804T02Z,4310,411,0,46
20190804T01Z,4279,575,0,46
20190804T00Z,4367,863,1,45
20190803T23Z,4411,949,2,46
20190803T22Z,4393,957,4,46
20190803T21Z,4335,961,6,46
20190803T20Z,4309,865,7,46
20190803T19Z,4305,830,8,45
20190803T18Z,4343,676,8,46
20190803T17Z,4305,418,10,45
20190803T16Z,4045,410,9,46
20190803T15Z,3668,397,8,45
20190803T14Z,3371,407,5,45
20190803T13Z,3056,408,3,46
20190803T12Z,2928,325,1,45
20190803T11Z,2899,249,0,45
20190803T10Z,2917,244,0,45
20190803T09Z,2939,261,0,45
20190803T08Z,2980,336,0,45
20190803T07Z,3101,348,0,45
20190803T06Z,3241,405,0,44
20190803T05Z,3485,410,0,45
20190803T04Z,3936,298,0,44
20190803T03Z,4284,298,0,45
20190803T02Z,4420,448,0,51
20190803T01Z,4432,616,0,57
20190803T00Z,4629,650,1,55
20190802T23Z,4853,660,4,57
20190802T22Z,4924,745,5,56
20190802T21Z,4904,748,7,55
20190802T20Z,4894,746,8,66
20190802T19Z,4864,651,9,66
20190802T18Z,4822,551,10,66
20190802T17Z,4627,521,9,64
20190802T16Z,4471,404,9,66
20190802T15Z,4110,403,8,66
20190802T14Z,3892,409,5,65
20190802T13Z,3569,410,3,65
20190802T12Z,3346,402,1,65
20190802T11Z,3122,413,0,64
20190802T10Z,3076,346,0,65
20190802T09Z,3050,304,0,64
20190802T08Z,3087,302,0,65
20190802T07Z,3134,392,0,64
20190802T06Z,3300,411,0,64
20190802T05Z,3427,410,0,64
20190802T04Z,3771,401,0,64
20190802T03Z,4090,476,0,63
20190802T02Z,4361,520,0,65
20190802T01Z,4507,562,0,64
20190802T00Z,4733,605,1,64
20190801T23Z,4815,619,4,64
20190801T22Z,5005,710,6,64
20190801T21Z,4944,710,8,65
20190801T20Z,4892,617,10,64
20190801T19Z,4830,612,10,65
20190801T18Z,4636,609,7,65
20190801T17Z,4414,611,10,66
20190801T16Z,4164,594,8,62
20190801T15Z,3976,418,7,51
20190801T14Z,3727,412,5,44
20190801T13Z,3458,416,3,44
20190801T12Z,3259,416,1,44
20190801T11Z,3145,409,0,44
20190801T10Z,2988,359,0,44
20190801T09Z,2950,298,0,45
20190801T08Z,2997,255,0,45
20190801T07Z,3079,308,0,44
20190801T06Z,3178,392,0,45
20190801T05Z,3436,385,0,44
20190801T04Z,3736,403,0,45
20190801T03Z,4096,405,0,45
20190801T02Z,4469,413,0,44
20190801T01Z,4625,504,0,45
20190801T00Z,4714,736,1,44
20190731T23Z,4749,864,3,45
20190731T22Z,4805,942,6,45
20190731T21Z,4724,897,8,45
20190731T20Z,4794,799,7,45
20190731T19Z,4586,654,3,45
20190731T18Z,4421,542,9,44
20190731T17Z,4164,524,9,45
20190731T16Z,4036,413,8,45
20190731T15Z,3714,412,6,55
20190731T14Z,3449,411,5,54
20190731T13Z,3194,410,3,54
20190731T12Z,2973,414,1,58
20190731T11Z,2718,412,0,63
20190731T10Z,2554,413,0,63
20190731T09Z,2493,411,0,63
20190731T08Z,2536,412,0,63
20190731T07Z,2664,411,0,63
20190731T06Z,2778,410,0,63
20190731T05Z,2980,412,0,62
20190731T04Z,3359,405,0,63
20190731T03Z,3731,400,0,62
20190731T02Z,3987,539,0,63
20190731T01Z,3932,773,0,63
20190731T00Z,4037,958,1,63
20190730T23Z,4232,1125,1,64
20190730T22Z,4315,1131,0,62
20190730T21Z,4399,1128,3,63
20190730T20Z,4428,1131,8,64
20190730T19Z,4430,1024,8,62
20190730T18Z,4352,880,8,64
20190730T17Z,4359,736,6,63
20190730T16Z,4224,494,7,64
20190730T15Z,4076,408,3,63
20190730T14Z,3819,410,2,63
20190730T13Z,3592,411,1,57
20190730T12Z,3375,413,0,53
20190730T11Z,3272,413,0,54
20190730T10Z,3021,414,0,55
20190730T09Z,2952,414,0,54
20190730T08Z,2992,411,0,55
20190730T07Z,3109,412,0,55
20190730T06Z,3251,408,0,55
20190730T05Z,3393,407,0,55
20190730T04Z,3624,410,0,55
20190730T03Z,3913,426,0,55
20190730T02Z,3896,695,0,56
20190730T01Z,3828,994,0,56
20190730T00Z,3825,1295,1,54
20190729T23Z,3875,1654,2,59
20190729T22Z,3934,1698,4,64
20190729T21Z,3944,1687,7,63
20190729T20Z,4044,1681,7,63
20190729T19Z,4107,1650,6,64
20190729T18Z,4220,1477,6,63
20190729T17Z,4204,1035,9,63
20190729T16Z,4113,839,9,62
20190729T15Z,4108,535,8,63
20190729T14Z,3762,402,5,63
20190729T13Z,3377,409,3,63
20190729T12Z,3141,415,1,63
20190729T11Z,2956,415,0,64
20190729T10Z,2780,413,0,64
20190729T09Z,2706,412,0,64
20190729T08Z,2728,404,0,65
20190729T07Z,2848,403,0,64
20190729T06Z,3005,400,0,64
20190729T05Z,3231,405,0,64
20190729T04Z,3477,406,0,64
20190729T03Z,3903,413,0,63
20190729T02Z,4046,580,0,63
20190729T01Z,3938,936,0,63
20190729T00Z,3981,1294,1,62
20190728T23Z,4073,1488,3,62
20190728T22Z,4047,1483,6,63
20190728T21Z,4251,1248,7,66
20190728T20Z,4043,1275,9,66
20190728T19Z,3865,1018,8,68
20190728T18Z,3757,946,10,68
20190728T17Z,3884,622,9,67
20190728T16Z,3576,415,9,68
20190728T15Z,3214,412,7,68
20190728T14Z,2835,408,5,68
20190728T13Z,2544,416,3,66
20190728T12Z,2300,421,1,68
20190728T11Z,2222,419,0,67
20190728T10Z,2282,419,0,66
20190728T09Z,2358,417,0,66
20190728T08Z,2450,416,0,66
20190728T07Z,2537,415,0,64
20190728T06Z,2734,414,0,64
20190728T05Z,2974,413,0,65
20190728T04Z,3195,409,0,65
20190728T03Z,3457,478,0,63
20190728T02Z,3529,813,0,64
20190728T01Z,3474,1046,0,63
20190728T00Z,3497,1170,1,62
20190727T23Z,3661,1269,3,60
20190727T22Z,3683,1263,6,61
20190727T21Z,3816,1214,8,61
20190727T20Z,3966,1004,8,61
20190727T19Z,3912,748,9,55
20190727T18Z,4019,512,10,57
20190727T17Z,3958,419,10,55
20190727T16Z,3712,418,9,55
20190727T15Z,3460,411,8,57
20190727T14Z,3088,415,5,54
20190727T13Z,2764,418,3,56
20190727T12Z,2640,338,1,56
20190727T11Z,2626,280,0,55
20190727T10Z,2624,276,0,56
20190727T09Z,2629,300,0,55
20190727T08Z,2658,360,0,54
20190727T07Z,2750,412,0,54
20190727T06Z,3002,339,0,53
20190727T05Z,3314,257,0,53
20190727T04Z,3530,362,0,53
20190727T03Z,3772,418,0,52
20190727T02Z,4209,420,0,52
20190727T01Z,4307,534,0,52
20190727T00Z,4444,725,1,53
20190726T23Z,4634,822,3,51
20190726T22Z,4710,819,6,52
20190726T21Z,4649,812,7,51
20190726T20Z,4617,812,7,51
20190726T19Z,4595,724,6,51
20190726T18Z,4510,574,10,51
20190726T17Z,4309,566,10,51
20190726T16Z,4070,568,9,49
20190726T15Z,3825,515,8,49
20190726T14Z,3481,493,6,49
20190726T13Z,3301,413,3,49
20190726T12Z,3010,411,1,49
20190726T11Z,2860,413,0,47
20190726T10Z,2755,390,0,48
20190726T09Z,2755,369,0,48
20190726T08Z,2752,358,0,47
20190726T07Z,2840,387,0,47
20190726T06Z,3000,405,0,49
20190726T05Z,3261,402,0,47
20190726T04Z,3579,407,0,49
20190726T03Z,3938,404,0,48
20190726T02Z,4213,497,0,48
20190726T01Z,4156,629,0,49
20190726T00Z,4562,710,1,49
20190725T23Z,4680,722,4,50
20190725T22Z,4656,719,6,50
20190725T21Z,4675,719,8,51
20190725T20Z,4583,725,10,51
20190725T19Z,4533,696,10,51
20190725T18Z,4528,551,10,51
20190725T17Z,4267,482,8,51
20190725T16Z,4129,351,9,50
20190725T15Z,3881,372,8,49
20190725T14Z,3575,399,6,50
20190725T13Z,3315,405,3,49
20190725T12Z,3084,397,1,49
20190725T11Z,2939,379,0,48
20190725T10Z,2744,368,0,48
20190725T09Z,2722,303,0,48
20190725T08Z,2784,302,0,49
20190725T07Z,2967,252,0,50
20190725T06Z,3113,271,0,49
20190725T05Z,3181,347,0,51
20190725T04Z,3463,404,0,52
20190725T03Z,3864,403,0,53
20190725T02Z,4211,410,0,56
20190725T01Z,4389,390,0,56
20190725T00Z,4741,393,1,57
20190724T23Z,5081,404,4,57
20190724T22Z,5075,403,3,59
20190724T21Z,5068,400,8,57
20190724T20Z,4892,399,9,60
20190724T19Z,4595,401,8,59
20190724T18Z,4421,400,8,59
20190724T17Z,4212,402,9,59
20190724T16Z,3994,408,9,59
20190724T15Z,3759,411,8,59
20190724T14Z,3587,380,6,58
20190724T13Z,3435,348,3,58
20190724T12Z,3272,299,1,57
20190724T11Z,3093,260,0,57
20190724T10Z,2946,188,0,56
20190724T09Z,2788,185,0,56
20190724T08Z,2748,211,0,57
20190724T07Z,2823,237,0,56
20190724T06Z,2971,238,0,56
20190724T05Z,3079,313,0,56
20190724T04Z,3350,379,0,57
20190724T03Z,3618,392,0,57
20190724T02Z,3869,401,0,57
20190724T01Z,4089,389,0,59
20190724T00Z,4283,391,1,59
20190723T23Z,4304,507,4,59
20190723T22Z,4314,529,5,60
20190723T21Z,4333,527,8,53
20190723T20Z,4311,521,10,36
20190723T19Z,4193,562,10,9
20190723T18Z,4081,558,10,0
20190723T17Z,3954,548,10,0
20190723T16Z,3817,571,8,0
20190723T15Z,3700,522,8,0
20190723T14Z,3508,483,6,0
20190723T13Z,3342,464,3,12
20190723T12Z,3149,328,1,41
20190723T11Z,3022,335,0,43
20190723T10Z,2848,297,0,46
20190723T09Z,2780,263,0,47
20190723T08Z,2790,284,0,49
20190723T07Z,2824,359,0,51
20190723T06Z,2967,391,0,52
20190723T05Z,3197,394,0,53
20190723T04Z,3434,399,0,54
20190723T03Z,3706,403,0,55
20190723T02Z,3923,402,0,56
20190723T01Z,4044,403,0,58
20190723T00Z,4163,399,1,58
20190722T23Z,4333,408,1,58
20190722T22Z,4536,489,2,59
20190722T21Z,4656,479,3,54
20190722T20Z,4805,490,3,47
20190722T19Z,4808,404,3,48
20190722T18Z,4772,402,4,57
20190722T17Z,4550,403,4,57
20190722T16Z,4340,401,2,57
20190722T15Z,4203,405,1,57
20190722T14Z,3961,406,1,56
20190722T13Z,3768,408,0,56
20190722T12Z,3529,410,0,55
20190722T11Z,3329,404,0,56
20190722T10Z,3267,325,0,57
20190722T09Z,3286,276,0,56
20190722T08Z,3325,195,0,57
20190722T07Z,3422,192,0,57
20190722T06Z,3380,395,0,56
20190722T05Z,3614,389,0,57
20190722T04Z,3959,374,0,57
20190722T03Z,4286,400,0,56
20190722T02Z,4573,397,0,56
20190722T01Z,4449,524,0,57
20190722T00Z,4808,654,1,57
20190721T23Z,4764,742,2,55
20190721T22Z,4597,742,4,57
20190721T21Z,4523,741,1,55
20190721T20Z,4723,741,0,55
20190721T19Z,4902,647,1,57
20190721T18Z,4892,525,3,55
20190721T17Z,4932,402,8,56
20190721T16Z,4581,400,5,53
20190721T15Z,4279,400,5,55
20190721T14Z,3839,395,6,55
20190721T13Z,3561,307,3,54
20190721T12Z,3279,326,1,54
20190721T11Z,3226,351,0,55
20190721T10Z,3258,393,0,53
20190721T09Z,3364,396,0,54
20190721T08Z,3459,400,0,54
20190721T07Z,3688,400,0,54
20190721T06Z,3849,399,0,53
20190721T05Z,4213,399,0,55
20190721T04Z,4451,399,0,55
20190721T03Z,4643,609,0,53
20190721T02Z,4682,947,0,54
20190721T01Z,4696,1155,0,55
20190721T00Z,4723,1408,1,54
20190720T23Z,4875,1482,3,54
20190720T22Z,4976,1496,5,53
20190720T21Z,4815,1474,3,54
20190720T20Z,4832,1380,9,55
20190720T19Z,4934,1185,6,54
20190720T18Z,4778,1185,8,55
20190720T17Z,4726,1067,9,56
20190720T16Z,4646,859,8,55
20190720T15Z,4402,771,6,55
20190720T14Z,4149,550,5,56
20190720T13Z,3620,548,3,56
20190720T12Z,3339,546,1,57
20190720T11Z,3282,520,0,56
20190720T10Z,3283,524,0,57
20190720T09Z,3299,525,0,57
20190720T08Z,3418,543,0,58
20190720T07Z,3542,540,0,57
20190720T06Z,3804,539,0,57
20190720T05Z,4175,533,0,57
20190720T04Z,4539,544,0,58
20190720T03Z,4638,807,0,59
20190720T02Z,4628,1146,0,58
20190720T01Z,4641,1424,0,59
20190720T00Z,4682,1742,1,60
20190719T23Z,4753,1862,3,62
20190719T22Z,4743,1838,6,61
20190719T21Z,4664,1803,8,62
20190719T20Z,4699,1763,9,63
20190719T19Z,4822,1647,8,61
20190719T18Z,4627,1610,8,61
20190719T17Z,4657,1436,8,62
20190719T16Z,4676,1032,7,61
20190719T15Z,4608,807,7,61
20190719T14Z,4351,579,5,62
20190719T13Z,4094,492,3,63
20190719T12Z,3927,406,1,61
20190719T11Z,3707,395,0,62
20190719T10Z,3623,337,0,64
20190719T09Z,3624,328,0,64
20190719T08Z,3644,346,0,64
20190719T07Z,3726,400,0,65
20190719T06Z,3949,397,0,64
20190719T05Z,4262,404,0,64
20190719T04Z,4677,400,0,65
20190719T03Z,5045,400,0,65
20190719T02Z,5178,460,0,64
20190719T01Z,4991,854,0,65
20190719T00Z,5019,1066,2,63
20190718T23Z,5158,1105,4,64
20190718T22Z,5169,1141,6,64
20190718T21Z,5208,1125,7,64
20190718T20Z,5128,1094,9,63
20190718T19Z,4908,1091,8,65
20190718T18Z,4874,925,7,63
20190718T17Z,4724,862,6,63
20190718T16Z,4626,621,7,62
20190718T15Z,4458,403,5,63
20190718T14Z,4212,404,3,64
20190718T13Z,4063,403,1,64
20190718T12Z,3789,404,0,63
20190718T11Z,3560,403,0,65
20190718T10Z,3405,350,0,64
20190718T09Z,3387,316,0,65
20190718T08Z,3397,339,0,64
20190718T07Z,3460,397,0,64
20190718T06Z,3614,402,0,64
20190718T05Z,3952,403,0,64
20190718T04Z,4306,405,0,65
20190718T03Z,4695,408,0,63
20190718T02Z,5008,405,0,65
20190718T01Z,5146,620,0,63
20190718T00Z,5108,871,1,64
20190717T23Z,5116,964,3,63
20190717T22Z,5131,968,4,64
20190717T21Z,5140,967,6,63
20190717T20Z,5277,885,7,63
20190717T19Z,5176,711,6,61
20190717T18Z,5123,539,5,62
20190717T17Z,4964,403,5,62
20190717T16Z,4503,398,3,61
20190717T15Z,4280,402,2,61
20190717T14Z,4154,385,1,62
20190717T13Z,4094,406,1,57
20190717T12Z,3843,405,0,52
20190717T11Z,3609,407,0,53
20190717T10Z,3449,405,0,51
20190717T09Z,3380,327,0,52
20190717T08Z,3401,358,0,53
20190717T07Z,3462,388,0,52
20190717T06Z,3621,404,0,52
20190717T05Z,3936,407,0,51
20190717T04Z,4306,408,0,52
20190717T03Z,4665,404,0,60
20190717T02Z,5037,412,0,60
20190717T01Z,5194,585,0,61
20190717T00Z,4985,835,1,60
20190716T23Z,5053,931,3,60
20190716T22Z,5151,935,6,59
20190716T21Z,5212,931,7,60
20190716T20Z,5171,936,9,59
20190716T19Z,5114,953,8,58
20190716T18Z,5161,815,5,57
20190716T17Z,5057,608,8,57
20190716T16Z,5025,440,8,56
20190716T15Z,4651,408,8,55
20190716T14Z,4280,406,4,56
20190716T13Z,3920,399,2,54
20190716T12Z,3659,404,0,54
20190716T11Z,3454,401,0,54
20190716T10Z,3221,386,0,53
20190716T09Z,3188,373,0,54
20190716T08Z,3194,393,0,52
20190716T07Z,3267,386,0,53
20190716T06Z,3368,406,0,53
20190716T05Z,3646,399,0,52
20190716T04Z,3962,403,0,50
20190716T03Z,4308,408,0,51
20190716T02Z,4345,504,0,50
20190716T01Z,4459,540,0,49
20190716T00Z,4677,554,1,48
20190715T23Z,4849,635,2,48
20190715T22Z,4858,891,2,46
20190715T21Z,4845,924,3,46
20190715T20Z,4915,929,7,45
20190715T19Z,4992,936,5,44
20190715T18Z,5044,828,7,45
20190715T17Z,5029,642,8,43
20190715T16Z,4913,412,7,42
20190715T15Z,4661,412,6,43
20190715T14Z,4188,410,5,42
20190715T13Z,3829,407,2,43
20190715T12Z,3476,395,0,41
20190715T11Z,3412,406,0,43
20190715T10Z,3242,383,0,43
20190715T09Z,3195,387,0,43
20190715T08Z,3220,398,0,42
20190715T07Z,3357,398,0,42
20190715T06Z,3484,407,0,43
20190715T05Z,3687,402,0,41
20190715T04Z,3999,405,0,43
20190715T03Z,4446,405,0,43
20190715T02Z,4676,515,0,42
20190715T01Z,4790,674,0,42
20190715T00Z,4928,752,1,43
20190714T23Z,5165,852,3,43
20190714T22Z,5285,859,5,43
20190714T21Z,5153,845,6,43
20190714T20Z,5134,815,8,43
20190714T19Z,5136,727,9,43
20190714T18Z,5014,631,6,43
20190714T17Z,4932,420,4,43
20190714T16Z,4524,397,6,44
20190714T15Z,4076,392,7,44
20190714T14Z,3618,407,5,44
20190714T13Z,3311,407,3,44
20190714T12Z,3096,295,1,45
20190714T11Z,3073,239,0,46
20190714T10Z,3085,285,0,47
20190714T09Z,3127,253,0,47
20190714T08Z,3178,337,0,48
20190714T07Z,3276,345,0,48
20190714T06Z,3477,257,0,48
20190714T05Z,3715,254,0,49
20190714T04Z,4020,255,0,49
20190714T03Z,4284,317,0,50
20190714T02Z,4699,465,0,50
20190714T01Z,4613,740,0,51
20190714T00Z,4678,952,1,51
20190713T23Z,4800,994,4,51
20190713T22Z,4802,995,6,51
20190713T21Z,4729,992,8,51
20190713T20Z,4660,977,9,52
20190713T19Z,4527,911,10,52
20190713T18Z,4496,767,10,51
20190713T17Z,4311,613,10,51
20190713T16Z,3964,408,9,52
20190713T15Z,3652,408,8,51
20190713T14Z,3347,415,6,53
20190713T13Z,2948,421,3,51
20190713T12Z,2689,417,1,51
20190713T11Z,2605,380,0,51
20190713T10Z,2619,412,0,53
20190713T09Z,2781,277,0,52
20190713T08Z,2864,349,0,53
20190713T07Z,2945,381,0,53
20190713T06Z,3170,400,0,51
20190712T05Z,3823,386,0,43
20190712T04Z,4173,395,0,43
20190712T03Z,4464,403,0,43
20190712T02Z,4811,400,0,43
20190712T01Z,4733,658,0,48
20190712T00Z,4783,1079,1,47
20190711T23Z,5026,1162,3,48
20190711T22Z,5056,1175,6,47
20190711T21Z,5091,1169,8,47
20190711T20Z,5114,1175,3,47
20190711T19Z,5025,1159,8,45
20190711T18Z,5112,1088,7,47
20190711T17Z,5138,915,6,45
20190711T16Z,5134,690,8,45
20190711T15Z,4999,492,7,44
20190711T14Z,4514,457,5,45
20190711T13Z,4233,501,2,43
20190711T12Z,3932,503,1,45
20190711T11Z,3776,468,0,44
20190711T10Z,3649,396,0,43
20190711T09Z,3578,398,0,44
20190711T08Z,3654,395,0,42
20190711T07Z,3812,387,0,43
20190711T06Z,3919,383,0,43
20190711T05Z,4213,389,0,41
20190711T04Z,4603,385,0,43
20190711T03Z,4726,639,0,41
20190711T02Z,4768,1008,0,43
20190711T01Z,4701,1263,0,41
20190711T00Z,4813,1479,1,41
20190710T23Z,5059,1572,3,42
20190710T22Z,5026,1583,6,41
20190710T21Z,4951,1568,7,41
20190710T20Z,5051,1577,9,41
20190710T19Z,5141,1524,8,39
20190710T18Z,5097,1425,8,41
20190710T17Z,5068,1159,9,41
20190710T16Z,5113,725,8,40
20190710T15Z,4926,368,7,41
20190710T14Z,4608,278,5,40
20190710T13Z,4189,280,3,40
20190710T12Z,3865,278,1,40
20190710T11Z,3642,276,0,38
20190710T10Z,3437,279,0,39
20190710T09Z,3412,270,0,39
20190710T08Z,3521,268,0,38
20190710T07Z,3649,279,0,39
20190710T06Z,3882,277,0,39
20190710T05Z,4183,272,0,39
20190710T04Z,4545,277,0,40
20190710T03Z,4729,456,0,39
20190710T02Z,4830,757,0,40
20190710T01Z,4951,1101,0,39
20190710T00Z,4991,1215,1,40
20190709T23Z,5041,1259,4,41
20190709T22Z,5117,1266,6,40
20190709T21Z,5057,1265,8,41
20190709T20Z,5050,1271,9,41
20190709T19Z,4924,1231,10,42
20190709T18Z,5055,1048,9,42
20190709T17Z,5079,699,9,44
20190709T16Z,4879,463,9,43
20190709T15Z,4659,282,8,45
20190709T14Z,4313,280,6,44
20190709T13Z,4070,278,3,44
20190709T12Z,3687,281,1,43
20190709T11Z,3458,270,0,44
20190709T10Z,3327,273,0,45
20190709T09Z,3257,276,0,44
20190709T08Z,3308,275,0,45
20190709T07Z,3482,272,0,44
20190709T06Z,3625,276,0,45
20190709T05Z,3913,277,0,46
20190709T04Z,4231,279,0,47
20190709T03Z,4511,280,0,47
20190709T02Z,4773,467,0,46
20190709T01Z,4904,649,0,47
20190709T00Z,4860,987,1,49
20190708T23Z,5091,1067,4,49
20190708T22Z,5051,1088,6,49
20190708T21Z,5005,1082,7,49
20190708T20Z,4988,1055,8,51
20190708T19Z,5012,901,7,50
20190708T18Z,5124,741,6,51
20190708T17Z,5179,389,5,51
20190708T16Z,4826,407,6,52
20190708T15Z,4478,402,5,53
20190708T14Z,4186,405,5,54
20190708T13Z,3907,408,3,54
20190708T12Z,3632,393,1,55
20190708T11Z,3436,366,0,56
20190708T10Z,3344,356,0,56
20190708T09Z,3323,291,0,56
20190708T08Z,3333,324,0,57
20190708T07Z,3364,365,0,56
20190708T06Z,3490,409,0,57
20190708T05Z,3757,385,0,56
20190708T04Z,4064,405,0,57
20190708T03Z,4350,405,0,57
20190708T02Z,4633,406,0,58
20190708T01Z,4747,400,0,58
20190708T00Z,5114,400,1,58
20190707T23Z,5141,460,1,57
20190707T22Z,5136,461,2,58
20190707T21Z,5074,462,5,57
20190707T20Z,5054,401,9,57
20190707T19Z,4948,401,7,56
20190707T18Z,4846,403,9,55
20190707T17Z,4664,403,9,56
20190707T16Z,4369,402,7,54
20190707T15Z,4105,404,7,54
20190707T14Z,3676,399,5,53
20190707T13Z,3275,398,3,52
20190707T12Z,3026,338,1,52
20190707T11Z,2973,288,0,52
20190707T10Z,2965,348,0,50
20190707T09Z,3024,316,0,52
20190707T08Z,3096,315,0,51
20190707T07Z,3225,334,0,51
20190707T06Z,3456,294,0,51
20190707T05Z,3626,380,0,50
20190707T04Z,3924,397,0,52
20190707T03Z,4125,404,0,50
20190707T02Z,4391,406,0,50
20190707T01Z,4641,406,1,52
20190707T00Z,4924,402,2,50
20190706T23Z,5118,465,2,50
20190706T22Z,5175,467,6,49
20190706T21Z,5181,465,7,50
20190706T20Z,5163,467,7,49
20190706T19Z,5163,467,8,49
20190706T18Z,5100,407,8,49
20190706T17Z,4947,406,10,49
20190706T16Z,4608,402,9,50
20190706T15Z,4137,404,8,48
20190706T14Z,3649,406,5,49
20190706T13Z,3355,403,3,49
20190706T12Z,3142,313,1,49
20190706T11Z,3116,267,0,49
20190706T10Z,3139,294,0,48
20190706T09Z,3184,243,0,50
20190706T08Z,3255,288,0,50
20190706T07Z,3313,333,0,49
20190706T06Z,3414,400,0,50
20190706T05Z,3662,406,0,51
20190706T04Z,4014,408,0,50
20190706T03Z,4417,407,0,51
20190706T02Z,4744,423,0,51
20190706T01Z,4762,522,0,52
20190706T00Z,5023,547,1,51
20190705T23Z,5121,551,3,52
20190705T22Z,5205,621,6,53
20190705T21Z,5196,622,8,53
20190705T20Z,5192,628,7,53
20190705T19Z,5047,587,8,53
20190705T18Z,4982,408,8,54
20190705T17Z,4837,407,9,54
20190705T16Z,4533,406,9,55
20190705T15Z,4179,407,8,55
20190705T14Z,3743,404,6,55
20190705T13Z,3383,409,3,54
20190705T12Z,3083,373,1,54
20190705T11Z,2986,274,0,54
20190705T10Z,2949,297,0,54
20190705T09Z,2971,243,0,53
20190705T08Z,3023,238,0,54
20190705T07Z,3106,248,0,55
20190705T06Z,3184,367,0,54
20190705T05Z,3392,387,0,53
20190705T04Z,3635,402,0,54
20190705T03Z,3837,404,0,53
20190705T02Z,4014,390,0,54
20190705T01Z,4326,392,0,53
20190705T00Z,4570,397,1,53
20190704T23Z,4843,464,3,53
20190704T22Z,4932,465,4,51
20190704T21Z,5006,463,5,52
20190704T20Z,5028,469,8,51
20190704T19Z,4838,411,9,51
20190704T18Z,4769,408,8,52
20190704T17Z,4593,410,7,51
20190704T16Z,4208,411,6,51
20190704T15Z,3719,401,7,51
20190704T14Z,3320,407,5,49
20190704T13Z,3044,327,3,49
20190704T12Z,2872,208,1,51
20190704T11Z,2845,181,0,49
20190704T10Z,2869,184,0,51
20190704T09Z,2859,223,0,49
20190704T08Z,2889,249,0,50
20190704T07Z,3039,244,0,50
20190704T06Z,3154,299,0,49
20190704T05Z,3328,386,0,51
20190704T04Z,3545,431,0,49
20190704T03Z,3808,522,0,50
20190704T02Z,3999,521,0,51
20190704T01Z,4086,520,0,50
20190704T00Z,4275,512,0,50
20190703T23Z,4512,543,0,52
20190703T22Z,4686,695,1,52
20190703T21Z,4780,799,2,52
20190703T20Z,4899,868,4,52
20190703T19Z,5070,873,6,52
20190703T18Z,4907,810,9,52
20190703T17Z,4877,779,8,52
20190703T16Z,4837,638,6,52
20190703T15Z,4451,546,8,52
20190703T14Z,4145,513,6,53
20190703T13Z,3882,388,3,52
20190703T12Z,3531,409,1,52
20190703T11Z,3312,401,0,53
20190703T10Z,3142,372,0,52
20190703T09Z,3178,382,0,53
20190703T08Z,3240,397,0,53
20190703T07Z,3333,400,0,53
20190703T06Z,3477,405,0,53
20190703T05Z,3695,506,0,53
20190703T04Z,4040,519,0,54
20190703T03Z,4312,518,0,52
20190703T02Z,4422,633,0,53
20190703T01Z,4386,855,0,54
20190703T00Z,4393,1209,0,52
20190702T23Z,4529,1433,1,53
20190702T22Z,4632,1463,2,51
20190702T21Z,4747,1467,2,51
20190702T20Z,4820,1454,6,48
20190702T19Z,4735,1472,8,40
20190702T18Z,4559,1456,9,39
20190702T17Z,4693,1151,8,40
20190702T16Z,4615,780,8,38
20190702T15Z,4437,730,7,39
20190702T14Z,4247,611,5,38
20190702T13Z,3860,564,3,37
20190702T12Z,3701,406,1,38
20190702T11Z,3394,408,0,38
20190702T10Z,3232,379,0,36
20190702T09Z,3210,392,0,38
20190702T08Z,3233,380,0,37
20190702T07Z,3328,405,0,38
20190702T06Z,3533,410,0,37
20190702T05Z,3692,407,0,37
20190702T04Z,4017,406,0,36
20190702T03Z,4327,455,0,38
20190702T02Z,4396,700,0,39
20190702T01Z,4407,953,0,41
20190702T00Z,4412,1107,1,44
20190701T23Z,4466,1282,3,43
20190701T22Z,4573,1317,5,44
20190701T21Z,4639,1320,7,43
20190701T20Z,4600,1322,9,42
20190701T19Z,4500,1256,10,43
20190701T18Z,4507,984,10,42
20190701T17Z,4506,728,10,44
20190701T16Z,4261,659,9,40
20190701T15Z,4116,510,8,42
20190701T14Z,3919,408,5,40
20190701T13Z,3708,392,2,41
20190701T12Z,3445,404,1,41
20190701T11Z,3208,396,0,40
20190701T10Z,3026,349,0,40
20190701T09Z,2971,277,0,54
20190701T08Z,2985,244,0,62
20190701T07Z,3093,223,0,61
20190701T06Z,3120,254,0,62
