,natural gas,solar,hydro
20190119T20Z,262,6,4.0
20190119T19Z,258,12,4.0
20190119T18Z,264,8,4.0
20190119T17Z,264,7,4.0
20190119T16Z,290,6,4.0
20190119T15Z,282,4,4.0
20190119T14Z,271,1,4.0
20190119T13Z,280,0,4.0
20190119T12Z,268,0,4.0
20190119T11Z,260,0,4.0
20190119T10Z,257,0,4.0
20190119T09Z,258,0,4.0
20190119T08Z,261,0,4.0
20190119T07Z,268,0,4.0
20190119T06Z,280,0,4.0
20190119T05Z,284,0,4.0
20190119T04Z,303,0,4.0
20190119T03Z,318,0,4.0
20190119T02Z,302,0,4.0
20190119T01Z,310,0,4.0
20190119T00Z,312,0,4.0
20190118T23Z,295,1,4.0
20190118T22Z,291,3,4.0
20190118T21Z,290,6,4.0
20190118T20Z,292,6,4.0
20190118T19Z,295,5,4.0
20190118T18Z,296,7,4.0
20190118T17Z,292,13,4.0
20190118T16Z,296,16,4.0
20190118T15Z,315,5,4.0
20190118T14Z,321,3,4.0
20190118T13Z,327,0,4.0
20190118T12Z,300,0,4.0
20190118T11Z,262,0,4.0
20190118T10Z,244,0,4.0
20190118T09Z,241,0,4.0
20190118T08Z,240,0,4.0
20190118T07Z,245,0,4.0
20190118T06Z,256,0,4.0
20190118T05Z,264,0,4.0
20190118T04Z,287,0,4.0
20190118T03Z,313,0,4.0
20190118T02Z,329,0,4.0
20190118T01Z,337,0,4.0
20190118T00Z,334,0,4.0
20190117T23Z,313,1,4.0
20190117T22Z,300,6,4.0
20190117T21Z,288,16,4.0
20190117T20Z,282,18,4.0
20190117T19Z,292,19,4.0
20190117T18Z,300,19,4.0
20190117T17Z,329,19,4.0
20190117T16Z,353,18,4.0
20190117T15Z,396,13,4.0
20190117T14Z,424,6,4.0
20190117T13Z,437,0,4.0
20190117T12Z,416,0,4.0
20190117T11Z,362,0,4.0
20190117T10Z,345,0,4.0
20190117T09Z,328,0,4.0
20190117T08Z,321,0,4.0
20190117T07Z,318,0,4.0
20190117T06Z,323,0,4.0
20190117T05Z,333,0,4.0
20190117T04Z,366,0,4.0
20190117T03Z,381,0,4.0
20190117T02Z,396,0,4.0
20190117T01Z,396,0,4.0
20190117T00Z,370,0,4.0
20190116T23Z,335,2,4.0
20190116T22Z,316,10,4.0
20190116T21Z,299,16,5.0
20190116T20Z,295,19,5.0
20190116T19Z,311,19,6.0
20190116T18Z,329,19,6.0
20190116T17Z,350,19,6.0
20190116T16Z,392,13,6.0
20190116T15Z,420,3,6.0
20190116T14Z,427,1,6.0
20190116T13Z,452,0,6.0
20190116T12Z,431,0,6.0
20190116T11Z,386,0,7.0
20190116T10Z,377,0,7.0
20190116T09Z,363,0,7.0
20190116T08Z,356,0,7.0
20190116T07Z,355,0,7.0
20190116T06Z,364,0,7.0
20190116T05Z,376,0,7.0
20190116T04Z,392,0,7.0
20190116T03Z,411,0,7.0
20190116T02Z,421,0,7.0
20190116T01Z,425,0,7.0
20190116T00Z,411,0,7.0
20190115T23Z,397,2,7.0
20190115T22Z,376,6,7.0
20190115T21Z,373,6,7.0
20190115T20Z,375,5,7.0
20190115T19Z,345,5,7.0
20190115T18Z,362,5,7.0
20190115T17Z,366,6,7.0
20190115T16Z,364,5,7.0
20190115T15Z,361,2,7.0
20190115T14Z,365,1,7.0
20190115T13Z,372,0,7.0
20190115T12Z,343,0,7.0
20190115T11Z,299,0,7.0
20190115T10Z,277,0,7.0
20190115T09Z,271,0,7.0
20190115T08Z,271,0,7.0
20190115T07Z,276,0,7.0
20190115T06Z,289,0,7.0
20190115T05Z,342,0,7.0
20190115T04Z,343,0,7.0
20190115T03Z,367,0,7.0
20190115T02Z,386,0,7.0
20190115T01Z,396,0,7.0
20190115T00Z,407,0,7.0
20190114T23Z,394,0,7.0
20190114T22Z,367,1,7.0
20190114T21Z,358,2,6.0
20190114T20Z,357,3,6.0
20190114T19Z,366,4,6.0
20190114T18Z,339,5,6.0
20190114T17Z,335,6,6.0
20190114T16Z,329,16,6.0
20190114T15Z,329,13,6.0
20190114T14Z,342,6,6.0
20190114T13Z,346,0,6.0
20190114T12Z,336,0,6.0
20190114T11Z,286,0,6.0
20190114T10Z,261,0,6.0
20190114T09Z,252,0,6.0
20190114T08Z,251,0,6.0
20190114T07Z,254,0,6.0
20190114T06Z,265,0,6.0
20190114T05Z,298,0,6.0
20190114T04Z,267,0,6.0
20190114T03Z,284,0,6.0
20190114T02Z,300,0,6.0
20190114T01Z,309,0,6.0
20190114T00Z,317,0,6.0
20190113T23Z,318,2,6.0
20190113T22Z,320,9,6.0
20190113T21Z,310,15,6.0
20190113T20Z,315,19,6.0
20190113T19Z,315,19,6.0
20190113T18Z,299,19,6.0
20190113T17Z,289,15,6.0
20190113T16Z,292,11,6.0
20190113T15Z,304,5,6.0
20190113T14Z,274,1,6.0
20190113T13Z,263,0,6.0
20190113T12Z,273,0,6.0
20190113T11Z,265,0,6.0
20190113T10Z,262,0,6.0
20190113T09Z,264,0,6.0
20190113T08Z,267,0,6.0
20190113T07Z,274,0,6.0
20190113T06Z,283,0,6.0
20190113T05Z,285,0,6.0
20190113T04Z,254,0,6.0
20190113T03Z,269,0,6.0
20190113T02Z,282,0,6.0
20190113T01Z,289,0,6.0
20190113T00Z,294,0,6.0
20190112T23Z,271,0,6.0
20190112T22Z,257,2,6.0
20190112T21Z,254,6,6.0
20190112T20Z,258,9,6.0
20190112T19Z,263,8,6.0
20190112T18Z,269,11,6.0
20190112T17Z,277,9,6.0
20190112T16Z,286,11,6.0
20190112T15Z,293,9,6.0
20190112T14Z,297,3,6.0
20190112T13Z,291,0,6.0
20190112T12Z,325,0,6.0
20190112T11Z,313,0,6.0
20190112T10Z,307,0,6.0
20190112T09Z,303,0,6.0
20190112T08Z,303,0,6.0
20190112T07Z,306,0,6.0
20190112T06Z,311,0,6.0
20190112T05Z,270,0,6.0
20190112T04Z,285,0,6.0
20190112T03Z,300,0,6.0
20190112T02Z,309,0,6.0
20190112T01Z,314,0,6.0
20190112T00Z,314,0,6.0
20190111T23Z,314,1,6.0
20190111T22Z,301,6,6.0
20190111T21Z,290,15,6.0
20190111T20Z,294,19,6.0
20190111T19Z,281,19,6.0
20190111T18Z,296,19,6.0
20190111T17Z,319,19,6.0
20190111T16Z,348,18,6.0
20190111T15Z,385,13,6.0
20190111T14Z,422,6,6.0
20190111T13Z,436,0,6.0
20190111T12Z,400,0,6.0
20190111T11Z,364,0,6.0
20190111T10Z,330,0,6.0
20190111T09Z,306,0,6.0
20190111T08Z,298,0,6.0
20190111T07Z,295,0,6.0
20190111T06Z,298,0,6.0
20190111T05Z,338,0,6.0
20190111T04Z,368,0,6.0
20190111T03Z,379,0,6.0
20190111T02Z,384,0,6.0
20190111T01Z,381,0,6.0
20190111T00Z,368,0,6.0
20190110T23Z,331,2,6.0
20190110T22Z,307,9,6.0
20190110T21Z,296,16,6.0
20190110T20Z,297,19,6.0
20190110T19Z,308,19,6.0
20190110T18Z,321,19,6.0
20190110T17Z,339,19,6.0
20190110T16Z,352,18,6.0
20190110T15Z,373,14,6.0
20190110T14Z,393,6,6.0
20190110T13Z,403,0,6.0
20190110T12Z,372,0,6.0
20190110T11Z,324,0,6.0
20190110T10Z,301,0,6.0
20190110T09Z,290,0,6.0
20190110T08Z,285,0,6.0
20190110T07Z,286,0,6.0
20190110T06Z,295,0,6.0
20190110T05Z,338,0,6.0
20190110T04Z,325,0,6.0
20190110T03Z,340,0,6.0
20190110T02Z,351,0,6.0
20190110T01Z,355,0,6.0
20190110T00Z,346,0,6.0
20190109T23Z,311,2,6.0
20190109T22Z,289,10,6.0
20190109T21Z,279,16,6.0
20190109T20Z,277,19,6.0
20190109T19Z,281,19,6.0
20190109T18Z,284,19,6.0
20190109T17Z,289,19,6.0
20190109T16Z,293,18,6.0
20190109T15Z,299,11,6.0
20190109T14Z,304,5,6.0
20190109T13Z,310,0,6.0
20190109T12Z,312,0,6.0
20190109T11Z,272,0,6.0
20190109T10Z,257,0,6.0
20190109T09Z,254,0,6.0
20190109T08Z,256,0,6.0
20190109T07Z,261,0,6.0
20190109T06Z,272,0,6.0
20190109T05Z,279,0,6.0
20190109T04Z,256,0,6.0
20190109T03Z,275,0,6.0
20190109T02Z,294,0,6.0
20190109T01Z,304,0,6.0
20190109T00Z,301,0,6.0
20190108T23Z,278,1,6.0
20190108T22Z,293,8,6.0
20190108T21Z,285,13,6.0
20190108T20Z,280,16,6.0
20190108T19Z,281,18,6.0
20190108T18Z,283,18,6.0
20190108T17Z,262,19,6.0
20190108T16Z,268,17,6.0
20190108T15Z,288,9,6.0
20190108T14Z,306,1,6.0
20190108T13Z,315,0,6.0
20190108T12Z,336,0,6.0
20190108T11Z,292,0,6.0
20190108T10Z,270,0,6.0
20190108T09Z,263,0,6.0
20190108T08Z,264,0,6.0
20190108T07Z,269,0,6.0
20190108T06Z,280,0,6.0
20190108T05Z,271,0,6.0
20190108T04Z,287,0,6.0
20190108T03Z,257,0,6.0
20190108T02Z,274,0,6.0
20190108T01Z,284,0,6.0
20190108T00Z,280,0,6.0
20190107T23Z,266,2,6.0
20190107T22Z,269,9,6.0
20190107T21Z,282,15,6.0
20190107T20Z,256,18,6.0
20190107T19Z,230,19,6.0
20190107T18Z,229,19,6.0
20190107T17Z,237,19,6.0
20190107T16Z,252,18,6.0
20190107T15Z,275,13,6.0
20190107T14Z,299,5,6.0
20190107T13Z,302,0,6.0
20190107T12Z,292,0,6.0
20190107T11Z,256,0,6.0
20190107T10Z,232,0,6.0
20190107T09Z,222,0,6.0
20190107T08Z,221,0,6.0
20190107T07Z,222,0,6.0
20190107T06Z,235,0,6.0
20190107T05Z,248,0,6.0
20190107T04Z,239,0,6.0
20190107T03Z,255,0,6.0
20190107T02Z,265,0,6.0
20190107T01Z,268,0,6.0
20190107T00Z,266,0,6.0
20190106T23Z,241,1,6.0
20190106T22Z,224,9,6.0
20190106T21Z,216,15,6.0
20190106T20Z,212,19,6.0
20190106T19Z,218,19,6.0
20190106T18Z,223,19,6.0
20190106T17Z,230,19,6.0
20190106T16Z,247,18,6.0
20190106T15Z,266,14,6.0
20190106T14Z,274,6,6.0
20190106T13Z,263,0,6.0
20190106T12Z,271,0,6.0
20190106T11Z,258,0,6.0
20190106T10Z,247,0,6.0
20190106T09Z,244,0,6.0
20190106T08Z,245,0,6.0
20190106T07Z,249,0,6.0
20190106T06Z,256,0,6.0
20190106T05Z,266,0,6.0
20190106T04Z,253,0,6.0
20190106T03Z,264,0,6.0
20190106T02Z,269,0,6.0
20190106T01Z,269,0,6.0
20190106T00Z,263,0,6.0
20190105T23Z,236,1,6.0
20190105T22Z,220,9,6.0
20190105T21Z,213,15,6.0
20190105T20Z,213,19,6.0
20190105T19Z,223,19,6.0
20190105T18Z,237,16,6.0
20190105T17Z,249,12,6.0
20190105T16Z,256,7,6.0
20190105T15Z,255,2,6.0
20190105T14Z,240,1,6.0
20190105T13Z,224,0,6.0
20190105T12Z,231,0,6.0
20190105T11Z,217,0,6.0
20190105T10Z,207,0,6.0
20190105T09Z,204,0,6.0
20190105T08Z,205,0,6.0
20190105T07Z,210,0,6.0
20190105T06Z,220,0,6.0
20190105T05Z,232,0,6.0
20190105T04Z,245,0,6.0
20190105T03Z,259,0,6.0
20190105T02Z,270,0,6.0
20190105T01Z,276,0,6.0
20190105T00Z,278,0,6.0
20190104T23Z,264,1,6.0
20190104T22Z,262,2,6.0
20190104T21Z,262,6,6.0
20190104T20Z,270,2,6.0
20190104T19Z,273,2,6.0
20190104T18Z,279,1,6.0
20190104T17Z,278,1,6.0
20190104T16Z,274,1,6.0
20190104T15Z,270,0,6.0
20190104T14Z,266,0,6.0
20190104T13Z,246,0,6.0
20190104T12Z,222,0,6.0
20190104T11Z,199,0,6.0
20190104T10Z,192,0,6.0
20190104T09Z,247,0,6.0
20190104T08Z,250,0,6.0
20190104T07Z,255,0,6.0
20190104T06Z,268,0,6.0
20190104T05Z,308,0,6.0
20190104T04Z,269,0,6.0
20190104T03Z,286,0,6.0
20190104T02Z,302,0,6.0
20190104T01Z,313,0,6.0
20190104T00Z,355,0,6.0
20190103T23Z,341,0,6.0
20190103T22Z,335,4,6.0
20190103T21Z,328,9,6.0
20190103T20Z,328,7,6.0
20190103T19Z,321,11,6.0
20190103T18Z,319,7,6.0
20190103T17Z,320,4,6.0
20190103T16Z,318,1,6.0
20190103T15Z,270,1,6.0
20190103T14Z,290,1,6.0
20190103T13Z,287,0,5.0
20190103T12Z,294,0,6.0
20190103T11Z,269,0,5.0
20190103T10Z,260,0,6.0
20190103T09Z,259,0,6.0
20190103T08Z,262,0,6.0
20190103T07Z,270,0,6.0
20190103T06Z,282,0,6.0
20190103T05Z,278,0,6.0
20190103T04Z,254,0,6.0
20190103T03Z,271,0,6.0
20190103T02Z,289,0,6.0
20190103T01Z,304,0,6.0
20190103T00Z,309,0,6.0
20190102T23Z,298,1,6.0
20190102T22Z,294,5,6.0
20190102T21Z,290,11,6.0
20190102T20Z,289,11,6.0
20190102T19Z,285,13,6.0
20190102T18Z,280,14,6.0
20190102T17Z,286,14,6.0
20190102T16Z,282,11,6.0
20190102T15Z,277,6,6.0
20190102T14Z,267,1,6.0
20190102T13Z,264,0,6.0
20190102T12Z,293,0,6.0
20190102T11Z,271,0,6.0
20190102T10Z,260,0,6.0
20190102T09Z,261,0,6.0
20190102T08Z,264,0,6.0
20190102T07Z,274,0,6.0
20190102T06Z,266,0,6.0
20190102T05Z,283,0,6.0
20190102T04Z,255,0,6.0
20190102T03Z,270,0,6.0
20190102T02Z,284,0,6.0
20190102T01Z,298,0,6.0
20190102T00Z,306,0,6.0
20190101T23Z,300,1,6.0
20190101T22Z,294,7,6.0
20190101T21Z,296,11,6.0
20190101T20Z,295,13,6.0
20190101T19Z,285,18,6.0
20190101T18Z,277,16,6.0
20190101T17Z,262,17,6.0
20190101T16Z,245,17,6.0
20190101T15Z,255,9,6.0
20190101T14Z,245,2,6.0
20190101T13Z,245,0,6.0
20190101T12Z,274,0,6.0
20190101T11Z,269,0,6.0
20190101T10Z,266,0,5.0
20190101T09Z,268,0,5.0
20190101T08Z,277,0,5.0
20190101T07Z,292,0,5.0
20190101T06Z,299,0,5.0
20190101T05Z,280,0,5.0
20190101T04Z,296,0,5.0
20190101T03Z,310,0,5.0
20190101T02Z,325,0,5.0
20190101T01Z,336,0,6.0
20190101T00Z,345,0,6.0
20181231T23Z,335,0,6.0
20181231T22Z,326,6,5.0
20181231T21Z,324,9,5.0
20181231T20Z,317,14,5.0
20181231T19Z,315,13,5.0
20181231T18Z,315,9,5.0
20181231T17Z,313,7,6.0
20181231T16Z,304,8,6.0
20181231T15Z,288,7,6.0
20181231T14Z,279,2,6.0
20181231T13Z,273,0,6.0
20181231T12Z,279,0,6.0
20181231T11Z,266,0,6.0
20181231T10Z,261,0,6.0
20181231T09Z,261,0,6.0
20181231T08Z,265,0,6.0
20181231T07Z,272,0,6.0
20181231T06Z,284,0,6.0
20181231T05Z,301,0,6.0
20181231T04Z,322,0,6.0
20181231T03Z,337,0,6.0
20181231T02Z,348,0,6.0
20181231T01Z,356,0,5.0
20181231T00Z,361,0,5.0
20181230T23Z,350,0,5.0
20181230T22Z,339,1,5.0
20181230T21Z,337,2,5.0
20181230T20Z,331,8,5.0
20181230T19Z,330,7,5.0
20181230T18Z,321,12,6.0
20181230T17Z,314,10,6.0
20181230T16Z,307,7,6.0
20181230T15Z,299,3,6.0
20181230T14Z,286,1,6.0
20181230T13Z,277,0,6.0
20181230T12Z,266,0,6.0
20181230T11Z,259,0,6.0
20181230T10Z,258,0,6.0
20181230T09Z,260,0,6.0
20181230T08Z,263,0,6.0
20181230T07Z,273,0,6.0
20181230T06Z,285,0,6.0
20181230T05Z,301,0,6.0
20181230T04Z,321,0,6.0
20181230T03Z,334,0,6.0
20181230T02Z,345,0,6.0
20181230T01Z,352,0,6.0
20181230T00Z,355,0,6.0
20181229T23Z,346,0,6.0
20181229T22Z,333,1,6.0
20181229T21Z,326,2,6.0
20181229T20Z,320,5,6.0
20181229T19Z,314,9,6.0
20181229T18Z,310,12,6.0
20181229T17Z,304,15,6.0
20181229T16Z,306,14,6.0
20181229T15Z,302,7,6.0
20181229T14Z,290,3,6.0
20181229T13Z,283,0,6.0
20181229T12Z,269,0,6.0
20181229T11Z,261,0,6.0
20181229T10Z,259,0,6.0
20181229T09Z,259,0,6.0
20181229T08Z,261,0,6.0
20181229T07Z,269,0,6.0
20181229T06Z,278,0,6.0
20181229T05Z,268,0,6.0
20181229T04Z,259,0,6.0
20181229T03Z,273,0,6.0
20181229T02Z,284,0,6.0
20181229T01Z,294,0,6.0
20181229T00Z,301,0,6.0
20181228T23Z,298,0,6.0
20181228T22Z,289,0,6.0
20181228T21Z,287,1,6.0
20181228T20Z,281,5,6.0
20181228T19Z,283,4,6.0
20181228T18Z,292,1,6.0
20181228T17Z,288,2,6.0
20181228T16Z,282,2,6.0
20181228T15Z,274,1,6.0
20181228T14Z,263,0,6.0
20181228T13Z,256,0,6.0
20181228T12Z,261,0,6.0
20181228T11Z,244,0,6.0
20181228T10Z,241,0,6.0
20181228T09Z,241,0,6.0
20181228T08Z,240,0,6.0
20181228T07Z,245,0,6.0
20181228T06Z,254,0,6.0
20181228T05Z,274,0,6.0
20181228T04Z,261,0,6.0
20181228T03Z,276,0,6.0
20181228T02Z,289,0,6.0
20181228T01Z,296,0,6.0
20181228T00Z,299,0,6.0
20181227T23Z,279,1,6.0
20181227T22Z,267,6,6.0
20181227T21Z,258,13,6.0
20181227T20Z,267,8,6.0
20181227T19Z,276,2,6.0
20181227T18Z,271,8,6.0
20181227T17Z,274,7,6.0
20181227T16Z,277,7,6.0
20181227T15Z,277,9,6.0
20181227T14Z,282,2,6.0
20181227T13Z,284,0,6.0
20181227T12Z,298,0,6.0
20181227T11Z,275,0,6.0
20181227T10Z,263,0,6.0
20181227T09Z,259,0,6.0
20181227T08Z,260,0,6.0
20181227T07Z,264,0,6.0
20181227T06Z,272,0,6.0
20181227T05Z,278,0,6.0
20181227T04Z,271,0,6.0
20181227T03Z,285,0,6.0
20181227T02Z,296,0,6.0
20181227T01Z,302,0,6.0
20181227T00Z,302,0,6.0
20181226T23Z,281,0,6.0
20181226T22Z,266,3,6.0
20181226T21Z,257,12,6.0
20181226T20Z,256,18,6.0
20181226T19Z,262,16,6.0
20181226T18Z,274,15,6.0
20181226T17Z,282,19,6.0
20181226T16Z,298,18,6.0
20181226T15Z,318,13,6.0
20181226T14Z,334,4,6.0
20181226T13Z,335,0,6.0
20181226T12Z,341,0,6.0
20181226T11Z,315,0,6.0
20181226T10Z,297,0,6.0
20181226T09Z,288,0,6.0
20181226T08Z,284,0,6.0
20181226T07Z,291,0,6.0
20181226T06Z,286,0,6.0
20181226T05Z,292,0,6.0
20181226T04Z,276,0,6.0
20181226T03Z,281,0,6.0
20181226T02Z,281,0,6.0
20181226T01Z,278,0,6.0
20181226T00Z,275,0,6.0
20181225T23Z,253,1,6.0
20181225T22Z,245,6,6.0
20181225T21Z,250,12,6.0
20181225T20Z,250,16,6.0
20181225T19Z,252,17,6.0
20181225T18Z,277,9,6.0
20181225T17Z,296,7,6.0
20181225T16Z,312,4,6.0
20181225T15Z,322,4,6.0
20181225T14Z,328,5,6.0
20181225T13Z,325,0,6.0
20181225T12Z,334,0,6.0
20181225T11Z,317,0,6.0
20181225T10Z,305,0,6.0
20181225T09Z,296,0,6.0
20181225T08Z,292,0,6.0
20181225T07Z,292,0,6.0
20181225T06Z,297,0,6.0
20181225T05Z,303,0,6.0
20181225T04Z,285,0,6.0
20181225T03Z,289,0,6.0
20181225T02Z,289,0,6.0
20181225T01Z,288,0,6.0
20181225T00Z,289,0,5.0
20181224T23Z,273,1,5.0
20181224T22Z,259,6,5.0
20181224T21Z,252,12,5.0
20181224T20Z,251,17,5.0
20181224T19Z,254,16,5.0
20181224T18Z,261,15,5.0
20181224T17Z,268,16,5.0
20181224T16Z,277,18,5.0
20181224T15Z,287,13,5.0
20181224T14Z,315,5,5.0
20181224T13Z,311,0,5.0
20181224T12Z,298,0,5.0
20181224T11Z,282,0,5.0
20181224T10Z,272,0,5.0
20181224T09Z,269,0,5.0
20181224T08Z,272,0,5.0
20181224T07Z,278,0,5.0
20181224T06Z,285,0,5.0
20181224T05Z,273,0,5.0
20181224T04Z,285,0,5.0
20181224T03Z,294,0,5.0
20181224T02Z,299,0,5.0
20181224T01Z,300,0,5.0
20181224T00Z,297,0,5.0
20181223T23Z,275,1,5.0
20181223T22Z,257,8,5.0
20181223T21Z,251,14,5.0
20181223T20Z,255,13,5.0
20181223T19Z,257,19,5.0
20181223T18Z,272,19,5.0
20181223T17Z,292,19,5.0
20181223T16Z,320,18,5.0
20181223T15Z,359,14,5.0
20181223T14Z,386,7,5.0
20181223T13Z,380,0,5.0
20181223T12Z,360,0,5.0
20181223T11Z,348,0,5.0
20181223T10Z,333,0,5.0
20181223T09Z,324,0,5.0
20181223T08Z,318,0,5.0
20181223T07Z,317,0,5.0
20181223T06Z,320,0,5.0
20181223T05Z,327,0,5.0
20181223T04Z,336,0,5.0
20181223T03Z,340,0,5.0
20181223T02Z,339,0,5.0
20181223T01Z,333,0,5.0
20181223T00Z,324,0,5.0
20181222T23Z,295,1,5.0
20181222T22Z,271,8,5.0
20181222T21Z,261,15,5.0
20181222T20Z,261,18,5.0
20181222T19Z,272,19,5.0
20181222T18Z,287,19,5.0
20181222T17Z,305,19,5.0
20181222T16Z,316,19,5.0
20181222T15Z,333,13,5.0
20181222T14Z,341,2,5.0
20181222T13Z,330,0,5.0
20181222T12Z,315,0,5.0
20181222T11Z,297,0,5.0
20181222T10Z,285,0,5.0
20181222T09Z,281,0,5.0
20181222T08Z,282,0,5.0
20181222T07Z,287,0,5.0
20181222T06Z,301,0,5.0
20181222T05Z,347,0,5.0
20181222T04Z,342,0,5.0
20181222T03Z,354,0,5.0
20181222T02Z,357,0,5.0
20181222T01Z,364,0,5.0
20181222T00Z,369,0,5.0
20181221T23Z,357,0,5.0
20181221T22Z,341,1,5.0
20181221T21Z,333,2,5.0
20181221T20Z,333,2,5.0
20181221T19Z,329,2,5.0
20181221T18Z,326,2,5.0
20181221T17Z,321,2,5.0
20181221T16Z,318,4,5.0
20181221T15Z,311,3,5.0
20181221T14Z,307,2,5.0
20181221T13Z,308,0,5.0
20181221T12Z,312,0,5.0
20181221T11Z,276,0,5.0
20181221T10Z,260,0,5.0
20181221T09Z,255,0,5.0
20181221T08Z,255,0,5.0
20181221T07Z,260,0,5.0
20181221T06Z,269,0,5.0
20181221T05Z,266,0,5.0
20181221T04Z,280,0,5.0
20181221T03Z,301,0,5.0
20181221T02Z,314,0,5.0
20181221T01Z,315,0,5.0
20181221T00Z,315,0,5.0
20181220T23Z,306,0,5.0
20181220T22Z,293,0,5.0
20181220T21Z,328,0,5.0
20181220T20Z,330,2,5.0
20181220T19Z,280,4,5.0
20181220T18Z,283,6,5.0
20181220T17Z,296,1,5.0
20181220T16Z,298,2,5.0
20181220T15Z,291,1,5.0
20181220T14Z,294,1,5.0
20181220T13Z,295,0,5.0
20181220T12Z,311,0,5.0
20181220T11Z,278,0,5.0
20181220T10Z,265,0,5.0
20181220T09Z,262,0,5.0
20181220T08Z,264,0,5.0
20181220T07Z,269,0,5.0
20181220T06Z,278,0,5.0
20181220T05Z,262,0,5.0
20181220T04Z,260,0,5.0
20181220T03Z,283,0,5.0
20181220T02Z,296,0,5.0
20181220T01Z,304,0,5.0
20181220T00Z,298,0,5.0
20181219T23Z,315,0,5.0
20181219T22Z,282,1,5.0
20181219T21Z,298,4,5.0
20181219T20Z,295,9,5.0
20181219T19Z,300,9,5.0
20181219T18Z,274,5,5.0
20181219T17Z,312,9,5.0
20181219T16Z,327,5,5.0
20181219T15Z,332,3,5.0
20181219T14Z,331,3,5.0
20181219T13Z,311,0,5.0
20181219T12Z,313,0,5.0
20181219T11Z,274,0,6.0
20181219T10Z,256,0,6.0
20181219T09Z,251,0,6.0
20181219T08Z,251,0,6.0
20181219T07Z,252,0,6.0
20181219T06Z,259,0,6.0
20181219T05Z,273,0,6.0
20181219T04Z,296,0,6.0
20181219T03Z,316,0,6.0
20181219T02Z,327,0,6.0
20181219T01Z,329,0,6.0
20181219T00Z,329,0,6.0
20181218T23Z,361,0,6.0
20181218T22Z,341,6,6.0
20181218T21Z,334,11,6.0
20181218T20Z,333,16,6.0
20181218T19Z,338,17,6.0
20181218T18Z,346,17,6.0
20181218T17Z,357,17,6.0
20181218T16Z,376,16,6.0
20181218T15Z,397,13,6.0
20181218T14Z,418,6,6.0
20181218T13Z,372,0,6.0
20181218T12Z,347,0,6.0
20181218T11Z,302,0,6.0
20181218T10Z,278,0,6.0
20181218T09Z,269,0,6.0
20181218T08Z,267,0,6.0
20181218T07Z,267,0,6.0
20181218T06Z,272,0,6.0
20181218T05Z,284,0,6.0
20181218T04Z,278,0,6.0
20181218T03Z,299,0,6.0
20181218T02Z,308,0,6.0
20181218T01Z,309,0,6.0
20181218T00Z,306,0,6.0
20181217T23Z,314,0,5.0
20181217T22Z,317,4,5.0
20181217T21Z,310,9,5.0
20181217T20Z,288,10,5.0
20181217T19Z,285,16,5.0
20181217T18Z,290,18,5.0
20181217T17Z,282,14,5.0
20181217T16Z,289,16,5.0
20181217T15Z,301,8,5.0
20181217T14Z,317,2,5.0
20181217T13Z,324,0,5.0
20181217T12Z,324,0,5.0
20181217T11Z,280,0,5.0
20181217T10Z,258,0,5.0
20181217T09Z,250,0,5.0
20181217T08Z,250,0,5.0
20181217T07Z,250,0,5.0
20181217T06Z,254,0,5.0
20181217T05Z,290,0,5.0
20181217T04Z,287,0,5.0
20181217T03Z,307,0,5.0
20181217T02Z,319,0,5.0
20181217T01Z,327,0,5.0
20181217T00Z,325,0,5.0
20181216T23Z,305,0,5.0
20181216T22Z,280,3,5.0
20181216T21Z,300,12,5.0
20181216T20Z,259,15,5.0
20181216T19Z,259,18,5.0
20181216T18Z,263,16,5.0
20181216T17Z,268,14,5.0
20181216T16Z,273,14,5.0
20181216T15Z,272,13,5.0
20181216T14Z,270,7,5.0
20181216T13Z,262,0,5.0
20181216T12Z,274,0,5.0
20181216T11Z,263,0,5.0
20181216T10Z,258,0,5.0
20181216T09Z,257,0,5.0
20181216T08Z,259,0,5.0
20181216T07Z,266,0,5.0
20181216T06Z,277,0,5.0
20181216T05Z,314,0,5.0
20181216T04Z,281,0,5.0
20181216T03Z,292,0,5.0
20181216T02Z,298,0,5.0
20181216T01Z,303,0,5.0
20181216T00Z,305,0,5.0
20181215T23Z,285,1,5.0
20181215T22Z,269,4,5.0
20181215T21Z,264,8,5.0
20181215T20Z,267,7,5.0
20181215T19Z,267,11,5.0
20181215T18Z,271,10,5.0
20181215T17Z,276,7,5.0
20181215T16Z,272,11,5.0
20181215T15Z,266,11,5.0
20181215T14Z,260,6,5.0
20181215T13Z,254,0,5.0
20181215T12Z,290,0,5.0
20181215T11Z,277,0,5.0
20181215T10Z,274,0,5.0
20181215T09Z,285,0,5.0
20181215T08Z,277,0,5.0
20181215T07Z,285,0,5.0
20181215T06Z,296,0,5.0
20181215T05Z,289,0,5.0
20181215T04Z,308,0,5.0
20181215T03Z,323,0,5.0
20181215T02Z,334,0,5.0
20181215T01Z,342,0,5.0
20181215T00Z,350,0,5.0
20181214T23Z,346,0,5.0
20181214T22Z,340,0,5.0
20181214T21Z,338,0,5.0
20181214T20Z,337,1,5.0
20181214T19Z,341,0,5.0
20181214T18Z,343,1,5.0
20181214T17Z,347,1,5.0
20181214T16Z,344,0,5.0
20181214T15Z,337,0,5.0
20181214T14Z,333,0,5.0
20181214T13Z,326,0,5.0
20181214T12Z,296,0,5.0
20181214T11Z,271,0,5.0
