,natural gas,solar,hydro
20190225T06Z,285,0,0.0
20190225T05Z,303,0,0.0
20190225T04Z,279,0,0.0
20190225T03Z,301,0,0.0
20190225T02Z,320,0,0.0
20190225T01Z,333,0,0.0
20190225T00Z,322,0,0.0
20190224T23Z,315,2,0.0
20190224T22Z,315,6,0.0
20190224T21Z,308,15,0.0
20190224T20Z,301,15,0.0
20190224T19Z,294,15,0.0
20190224T18Z,290,13,0.0
20190224T17Z,286,7,0.0
20190224T16Z,284,3,0.0
20190224T15Z,292,1,0.0
20190224T14Z,277,2,0.0
20190224T13Z,288,0,0.0
20190224T12Z,301,0,0.0
20190224T11Z,294,0,0.0
20190224T10Z,292,0,0.0
20190224T09Z,295,0,0.0
20190224T08Z,302,0,0.0
20190224T07Z,313,0,0.0
20190224T06Z,327,0,0.0
20190224T05Z,345,0,0.0
20190224T04Z,317,0,0.0
20190224T03Z,336,0,0.0
20190224T02Z,351,0,0.0
20190224T01Z,364,0,0.0
20190224T00Z,358,0,0.0
20190223T23Z,355,4,0.0
20190223T22Z,357,8,0.0
20190223T21Z,358,12,0.0
20190223T20Z,354,15,0.0
20190223T19Z,351,16,0.0
20190223T18Z,343,16,0.0
20190223T17Z,329,17,0.0
20190223T16Z,306,18,0.0
20190223T15Z,286,10,0.0
20190223T14Z,299,2,0.0
20190223T13Z,284,0,0.0
20190223T12Z,294,0,0.0
20190223T11Z,286,0,0.0
20190223T10Z,283,0,0.0
20190223T09Z,286,0,0.0
20190223T08Z,297,0,0.0
20190223T07Z,315,0,0.0
20190223T06Z,328,0,0.0
20190223T05Z,327,0,0.0
20190223T04Z,297,0,0.0
20190223T03Z,327,0,0.0
20190223T02Z,342,0,0.0
20190223T01Z,346,0,0.0
20190223T00Z,350,0,0.0
20190222T23Z,347,2,0.0
20190222T22Z,349,6,0.0
20190222T21Z,341,13,0.0
20190222T20Z,345,10,0.0
20190222T19Z,328,13,0.0
20190222T18Z,325,8,0.0
20190222T17Z,326,6,0.0
20190222T16Z,320,6,0.0
20190222T15Z,331,4,0.0
20190222T14Z,315,2,0.0
20190222T13Z,297,0,0.0
20190222T12Z,311,0,0.0
20190222T11Z,278,0,0.0
20190222T10Z,267,0,0.0
20190222T09Z,267,0,0.0
20190222T08Z,274,0,0.0
20190222T07Z,297,0,0.0
20190222T06Z,308,0,0.0
20190222T05Z,330,0,0.0
20190222T04Z,332,0,0.0
20190222T03Z,352,0,0.0
20190222T02Z,380,0,0.0
20190222T01Z,396,0,0.0
20190222T00Z,393,0,0.0
20190221T23Z,391,5,0.0
20190221T22Z,384,12,0.0
20190221T21Z,376,17,0.0
20190221T20Z,391,17,0.0
20190221T19Z,382,15,0.0
20190221T18Z,369,16,0.0
20190221T17Z,353,17,0.0
20190221T16Z,343,9,0.0
20190221T15Z,336,5,0.0
20190221T14Z,338,2,0.0
20190221T13Z,319,0,0.0
20190221T12Z,305,0,0.0
20190221T11Z,270,0,0.0
20190221T10Z,257,0,0.0
20190221T09Z,257,0,0.0
20190221T08Z,269,0,0.0
20190221T07Z,287,0,0.0
20190221T06Z,300,0,0.0
20190221T05Z,342,0,0.0
20190221T04Z,321,0,0.0
20190221T03Z,342,0,0.0
20190221T02Z,358,0,0.0
20190221T01Z,361,0,0.0
20190221T00Z,353,0,0.0
20190220T23Z,337,1,0.0
20190220T22Z,324,3,0.0
20190220T21Z,327,4,0.0
20190220T20Z,324,7,0.0
20190220T19Z,332,7,0.0
20190220T18Z,327,6,0.0
20190220T17Z,325,5,0.0
20190220T16Z,332,5,0.0
20190220T15Z,326,4,0.0
20190220T14Z,321,1,0.0
20190220T13Z,310,0,0.0
20190220T12Z,325,0,0.0
20190220T11Z,288,0,0.0
20190220T10Z,272,0,0.0
20190220T09Z,269,0,0.0
20190220T08Z,281,0,0.0
20190220T07Z,282,0,0.0
20190220T06Z,306,0,0.0
20190220T05Z,310,0,0.0
20190220T04Z,300,0,0.0
20190220T03Z,317,0,0.0
20190220T02Z,345,0,0.0
20190220T01Z,355,0,0.0
20190220T00Z,351,0,0.0
20190219T23Z,333,1,0.0
20190219T22Z,316,3,0.0
20190219T21Z,328,5,0.0
20190219T20Z,326,6,0.0
20190219T19Z,317,14,0.0
20190219T18Z,320,11,0.0
20190219T17Z,328,8,0.0
20190219T16Z,310,7,0.0
20190219T15Z,310,5,0.0
20190219T14Z,309,2,0.0
20190219T13Z,304,0,0.0
20190219T12Z,316,0,0.0
20190219T11Z,271,0,0.0
20190219T10Z,254,0,0.0
20190219T09Z,254,0,0.0
20190219T08Z,258,0,0.0
20190219T07Z,267,0,0.0
20190219T06Z,287,0,0.0
20190219T05Z,273,0,0.0
20190219T04Z,297,0,0.0
20190219T03Z,318,0,0.0
20190219T02Z,330,0,0.0
20190219T01Z,347,0,0.0
20190219T00Z,333,0,0.0
20190218T23Z,308,1,0.0
20190218T22Z,309,3,0.0
20190218T21Z,301,4,0.0
20190218T20Z,305,4,0.0
20190218T19Z,306,7,0.0
20190218T18Z,307,7,0.0
20190218T17Z,305,8,0.0
20190218T16Z,309,3,0.0
20190218T15Z,313,1,0.0
20190218T14Z,303,2,0.0
20190218T13Z,295,0,0.0
20190218T12Z,321,0,4.0
20190218T11Z,295,0,4.0
20190218T10Z,281,0,4.0
20190218T09Z,280,0,4.0
20190218T08Z,284,0,4.0
20190218T07Z,294,0,4.0
20190218T06Z,307,0,4.0
20190218T05Z,273,0,4.0
20190218T04Z,293,0,4.0
20190218T03Z,312,0,4.0
20190218T02Z,326,0,4.0
20190218T01Z,334,0,4.0
20190218T00Z,323,0,4.0
20190217T23Z,308,3,4.0
20190217T22Z,303,6,4.0
20190217T21Z,299,8,4.0
20190217T20Z,295,10,3.0
20190217T19Z,294,10,3.0
20190217T18Z,286,12,3.0
20190217T17Z,281,9,3.0
20190217T16Z,274,7,3.0
20190217T15Z,280,5,3.0
20190217T14Z,272,2,3.0
20190217T13Z,278,0,3.0
20190217T12Z,270,0,3.0
20190217T11Z,272,0,3.0
20190217T10Z,270,0,3.0
20190217T09Z,271,0,3.0
20190217T08Z,265,0,3.0
20190217T07Z,272,0,3.0
20190217T06Z,282,0,3.0
20190217T05Z,276,0,3.0
20190217T04Z,270,0,3.0
20190217T03Z,281,0,3.0
20190217T02Z,296,0,3.0
20190217T01Z,305,0,3.0
20190217T00Z,307,0,3.0
20190216T23Z,290,3,3.0
20190216T22Z,288,3,3.0
20190216T21Z,289,5,4.0
20190216T20Z,285,5,4.0
20190216T19Z,279,13,4.0
20190216T18Z,277,15,4.0
20190216T17Z,275,12,4.0
20190216T16Z,271,11,4.0
20190216T15Z,290,9,4.0
20190216T14Z,279,2,4.0
20190216T13Z,279,0,4.0
20190216T12Z,268,0,4.0
20190216T11Z,257,0,5.0
20190216T10Z,252,0,5.0
20190216T09Z,254,0,5.0
20190216T08Z,263,0,5.0
20190216T07Z,271,0,5.0
20190216T06Z,281,0,5.0
20190216T05Z,262,0,5.0
20190216T04Z,263,0,5.0
20190216T03Z,269,0,5.0
20190216T02Z,280,0,5.0
20190216T01Z,289,0,5.0
20190216T00Z,286,0,5.0
20190215T23Z,270,2,5.0
20190215T22Z,263,6,5.0
20190215T21Z,289,8,5.0
20190215T20Z,275,12,5.0
20190215T19Z,280,12,5.0
20190215T18Z,287,14,5.0
20190215T17Z,298,13,5.0
20190215T16Z,304,17,5.0
20190215T15Z,323,12,5.0
20190215T14Z,359,7,5.0
20190215T13Z,379,1,5.0
20190215T12Z,375,0,5.0
20190215T11Z,329,0,6.0
20190215T10Z,308,0,6.0
20190215T09Z,299,0,6.0
20190215T08Z,297,0,6.0
20190215T07Z,301,0,6.0
20190215T06Z,306,0,6.0
20190215T05Z,314,0,6.0
20190215T04Z,302,0,6.0
20190215T03Z,314,0,6.0
20190215T02Z,324,0,6.0
20190215T01Z,327,0,6.0
20190215T00Z,307,0,6.0
20190214T23Z,279,2,6.0
20190214T22Z,290,4,6.0
20190214T21Z,287,9,6.0
20190214T20Z,306,13,6.0
20190214T19Z,278,18,7.0
20190214T18Z,285,16,7.0
20190214T17Z,309,15,7.0
20190214T16Z,328,18,7.0
20190214T15Z,362,15,7.0
20190214T14Z,393,8,7.0
20190214T13Z,391,0,7.0
20190214T12Z,390,0,7.0
20190214T11Z,337,0,7.0
20190214T10Z,309,0,7.0
20190214T09Z,294,0,7.0
20190214T08Z,294,0,7.0
20190214T07Z,298,0,7.0
20190214T06Z,304,0,7.0
20190214T05Z,332,0,7.0
20190214T04Z,301,0,7.0
20190214T03Z,316,0,7.0
20190214T02Z,325,0,7.0
20190214T01Z,323,0,7.0
20190214T00Z,302,0,7.0
20190213T23Z,277,5,7.0
20190213T22Z,276,14,7.0
20190213T21Z,282,17,7.0
20190213T20Z,289,18,7.0
20190213T19Z,302,19,7.0
20190213T18Z,306,19,6.0
20190213T17Z,320,16,6.0
20190213T16Z,316,17,6.0
20190213T15Z,316,10,6.0
20190213T14Z,303,2,6.0
20190213T13Z,293,0,6.0
20190213T12Z,303,0,6.0
20190213T11Z,260,0,6.0
20190213T10Z,240,0,6.0
20190213T09Z,239,0,6.0
20190213T08Z,247,0,6.0
20190213T07Z,256,0,6.0
20190213T06Z,268,0,6.0
20190213T05Z,295,0,6.0
20190213T04Z,271,0,6.0
20190213T03Z,293,0,6.0
20190213T02Z,311,0,6.0
20190213T01Z,323,0,6.0
20190213T00Z,320,0,6.0
20190212T23Z,315,1,6.0
20190212T22Z,307,4,6.0
20190212T21Z,318,8,6.0
20190212T20Z,333,13,6.0
20190212T19Z,308,14,6.0
20190212T18Z,325,12,6.0
20190212T17Z,311,7,6.0
20190212T16Z,313,4,6.0
20190212T15Z,288,2,6.0
20190212T14Z,289,1,6.0
20190212T13Z,291,0,6.0
20190212T12Z,300,0,6.0
20190212T11Z,264,0,6.0
20190212T10Z,251,0,6.0
20190212T09Z,251,0,6.0
20190212T08Z,252,0,6.0
20190212T07Z,259,0,6.0
20190212T06Z,273,0,6.0
20190212T05Z,313,0,6.0
20190212T04Z,316,0,6.0
20190212T03Z,340,0,6.0
20190212T02Z,361,0,6.0
20190212T01Z,379,0,6.0
20190212T00Z,369,0,6.0
20190211T23Z,344,4,6.0
20190211T22Z,340,10,6.0
20190211T21Z,321,17,6.0
20190211T20Z,327,19,6.0
20190211T19Z,327,16,6.0
20190211T18Z,324,9,6.0
20190211T17Z,325,4,6.0
20190211T16Z,325,4,6.0
20190211T15Z,322,2,6.0
20190211T14Z,322,1,6.0
20190211T13Z,329,0,6.0
20190211T12Z,323,0,6.0
20190211T11Z,287,0,6.0
20190211T10Z,268,0,6.0
20190211T09Z,264,0,6.0
20190211T08Z,266,0,6.0
20190211T07Z,272,0,6.0
20190211T06Z,285,0,6.0
20190211T05Z,303,0,6.0
20190211T04Z,324,0,6.0
20190211T03Z,345,0,6.0
20190211T02Z,360,0,6.0
20190211T01Z,368,0,6.0
20190211T00Z,357,0,6.0
20190210T23Z,337,1,6.0
20190210T22Z,326,4,6.0
20190210T21Z,318,10,6.0
20190210T20Z,318,12,6.0
20190210T19Z,325,7,6.0
20190210T18Z,324,9,6.0
20190210T17Z,324,11,6.0
20190210T16Z,326,7,6.0
20190210T15Z,324,5,6.0
20190210T14Z,311,3,6.0
20190210T13Z,299,0,6.0
20190210T12Z,287,0,6.0
20190210T11Z,277,0,6.0
20190210T10Z,272,0,6.0
20190210T09Z,273,0,6.0
20190210T08Z,276,0,6.0
20190210T07Z,282,0,6.0
20190210T06Z,291,0,6.0
20190210T05Z,305,0,6.0
20190210T04Z,319,0,6.0
20190210T03Z,334,0,6.0
20190210T02Z,344,0,6.0
20190210T01Z,352,0,6.0
20190210T00Z,345,0,6.0
20190209T23Z,322,2,6.0
20190209T22Z,311,10,6.0
20190209T21Z,306,15,6.0
20190209T20Z,307,18,6.0
20190209T19Z,312,19,6.0
20190209T18Z,321,18,6.0
20190209T17Z,332,18,6.0
20190209T16Z,345,14,6.0
20190209T15Z,353,6,6.0
20190209T14Z,344,2,6.0
20190209T13Z,324,0,6.0
20190209T12Z,303,0,6.0
20190209T11Z,286,0,6.0
20190209T10Z,275,0,6.0
20190209T09Z,270,0,6.0
20190209T08Z,271,0,6.0
20190209T07Z,281,0,6.0
20190209T06Z,295,0,6.0
20190209T05Z,289,0,6.0
20190209T04Z,258,0,6.0
20190209T03Z,276,0,6.0
20190209T02Z,288,0,6.0
20190209T01Z,304,0,6.0
20190209T00Z,298,0,6.0
20190208T23Z,297,2,6.0
20190208T22Z,282,5,6.0
20190208T21Z,291,15,7.0
20190208T20Z,299,11,7.0
20190208T19Z,307,8,7.0
20190208T18Z,307,9,7.0
20190208T17Z,308,5,7.0
20190208T16Z,297,5,7.0
20190208T15Z,290,5,7.0
20190208T14Z,290,3,7.0
20190208T13Z,298,0,7.0
20190208T12Z,314,0,7.0
20190208T11Z,278,0,7.0
20190208T10Z,262,0,7.0
20190208T09Z,260,0,7.0
20190208T08Z,266,0,7.0
20190208T07Z,283,0,7.0
20190208T06Z,290,0,7.0
20190208T05Z,280,0,7.0
20190208T04Z,271,0,7.0
20190208T03Z,302,0,7.0
20190208T02Z,329,0,7.0
20190208T01Z,333,0,7.0
20190208T00Z,322,0,7.0
20190207T23Z,313,3,7.0
20190207T22Z,304,9,7.0
20190207T21Z,311,15,7.0
20190207T20Z,305,18,7.0
20190207T19Z,301,17,7.0
20190207T18Z,295,18,7.0
20190207T17Z,290,17,7.0
20190207T16Z,298,11,7.0
20190207T15Z,297,6,7.0
20190207T14Z,297,7,7.0
20190207T13Z,315,1,7.0
20190207T12Z,311,0,7.0
20190207T11Z,274,0,7.0
20190207T10Z,259,0,6.0
20190207T09Z,256,0,6.0
20190207T08Z,260,0,6.0
20190207T07Z,268,0,6.0
20190207T06Z,283,0,6.0
20190207T05Z,277,0,6.0
20190207T04Z,260,0,6.0
20190207T03Z,276,0,6.0
20190207T02Z,296,0,6.0
20190207T01Z,316,0,6.0
20190207T00Z,313,0,6.0
20190206T23Z,297,2,6.0
20190206T22Z,289,6,6.0
20190206T21Z,300,10,6.0
20190206T20Z,299,16,6.0
20190206T19Z,292,19,6.0
20190206T18Z,287,18,6.0
20190206T17Z,283,18,6.0
20190206T16Z,283,15,6.0
20190206T15Z,286,12,6.0
20190206T14Z,290,4,6.0
20190206T13Z,291,0,6.0
20190206T12Z,333,0,6.0
20190206T11Z,293,0,6.0
20190206T10Z,275,0,6.0
20190206T09Z,272,0,6.0
20190206T08Z,276,0,6.0
20190206T07Z,293,0,6.0
20190206T06Z,308,0,6.0
20190206T05Z,322,0,6.0
20190206T04Z,267,0,6.0
20190206T03Z,281,0,6.0
20190206T02Z,303,0,6.0
20190206T01Z,316,0,6.0
20190206T00Z,309,0,6.0
20190205T23Z,341,3,6.0
20190205T22Z,328,9,6.0
20190205T21Z,333,16,6.0
20190205T20Z,328,19,6.0
20190205T19Z,329,16,6.0
20190205T18Z,322,18,6.0
20190205T17Z,319,15,6.0
20190205T16Z,326,9,6.0
20190205T15Z,337,8,6.0
20190205T14Z,310,2,6.0
20190205T13Z,303,0,6.0
20190205T12Z,316,0,6.0
20190205T11Z,294,0,6.0
20190205T10Z,275,0,6.0
20190205T09Z,269,0,6.0
20190205T08Z,269,0,6.0
20190205T07Z,274,0,6.0
20190205T06Z,285,0,6.0
20190205T05Z,284,0,6.0
20190205T04Z,286,0,6.0
20190205T03Z,303,0,6.0
20190205T02Z,321,0,6.0
20190205T01Z,337,0,6.0
20190205T00Z,337,0,6.0
20190204T23Z,309,3,6.0
20190204T22Z,295,10,6.0
20190204T21Z,282,15,6.0
20190204T20Z,279,17,6.0
20190204T19Z,284,13,6.0
20190204T18Z,287,14,6.0
20190204T17Z,294,9,6.0
20190204T16Z,300,14,6.0
20190204T15Z,302,9,5.0
20190204T14Z,318,3,3.0
20190204T13Z,327,0,3.0
20190204T12Z,338,0,3.0
20190204T11Z,299,0,3.0
20190204T10Z,280,0,3.0
20190204T09Z,273,0,3.0
20190204T08Z,273,0,3.0
20190204T07Z,278,0,3.0
20190204T06Z,288,0,3.0
20190204T05Z,282,0,3.0
20190204T04Z,299,0,3.0
20190204T03Z,310,0,3.0
20190204T02Z,322,0,3.0
20190204T01Z,329,0,3.0
20190204T00Z,331,0,3.0
20190203T23Z,317,1,3.0
20190203T22Z,310,2,3.0
20190203T21Z,306,4,3.0
20190203T20Z,308,3,3.0
20190203T19Z,308,3,3.0
20190203T18Z,307,4,3.0
20190203T17Z,304,3,4.0
20190203T16Z,296,3,6.0
20190203T15Z,289,2,6.0
20190203T14Z,273,1,7.0
20190203T13Z,261,0,6.0
20190203T12Z,267,0,6.0
20190203T11Z,257,0,6.0
20190203T10Z,254,0,6.0
20190203T09Z,255,0,6.0
20190203T08Z,258,0,6.0
20190203T07Z,265,0,7.0
20190203T06Z,276,0,7.0
20190203T05Z,271,0,6.0
20190203T04Z,287,0,6.0
20190203T03Z,303,0,6.0
20190203T02Z,314,0,6.0
20190203T01Z,321,0,6.0
20190203T00Z,319,0,6.0
20190202T23Z,299,1,6.0
20190202T22Z,286,7,6.0
20190202T21Z,282,11,6.0
20190202T20Z,285,12,6.0
20190202T19Z,294,11,6.0
20190202T18Z,306,7,6.0
20190202T17Z,311,5,6.0
20190202T16Z,315,6,6.0
20190202T15Z,314,3,6.0
20190202T14Z,306,1,6.0
20190202T13Z,295,0,6.0
20190202T12Z,282,0,6.0
20190202T11Z,272,0,6.0
20190202T10Z,267,0,6.0
20190202T09Z,266,0,6.0
20190202T08Z,273,0,6.0
20190202T07Z,283,0,6.0
20190202T06Z,301,0,6.0
20190202T05Z,289,0,6.0
20190202T04Z,304,0,6.0
20190202T03Z,311,0,6.0
20190202T02Z,325,0,6.0
20190202T01Z,345,0,6.0
20190202T00Z,347,0,6.0
20190201T23Z,332,0,6.0
20190201T22Z,316,1,6.0
20190201T21Z,319,3,6.0
20190201T20Z,332,6,6.0
20190201T19Z,336,7,6.0
20190201T18Z,343,3,6.0
20190201T17Z,353,8,6.0
20190201T16Z,366,5,6.0
20190201T15Z,384,3,6.0
20190201T14Z,395,1,6.0
20190201T13Z,383,0,6.0
20190201T12Z,360,0,6.0
20190201T11Z,317,0,6.0
20190201T10Z,296,0,6.0
20190201T09Z,288,0,6.0
20190201T08Z,295,0,6.0
20190201T07Z,308,0,6.0
20190201T06Z,314,0,6.0
20190201T05Z,331,0,6.0
20190201T04Z,360,0,6.0
20190201T03Z,384,0,6.0
20190201T02Z,389,0,6.0
20190201T01Z,378,0,6.0
20190201T00Z,359,0,6.0
20190131T23Z,321,4,6.0
20190131T22Z,291,11,6.0
20190131T21Z,306,13,6.0
20190131T20Z,312,19,6.0
20190131T19Z,323,19,6.0
20190131T18Z,345,19,6.0
20190131T17Z,366,19,6.0
20190131T16Z,400,19,6.0
20190131T15Z,447,11,6.0
20190131T14Z,482,7,6.0
20190131T13Z,498,0,6.0
20190131T12Z,492,0,6.0
20190131T11Z,453,0,6.0
20190131T10Z,427,0,6.0
20190131T09Z,414,0,6.0
20190131T08Z,405,0,6.0
20190131T07Z,416,0,6.0
20190131T06Z,411,0,6.0
20190131T05Z,415,0,6.0
20190131T04Z,429,0,6.0
20190131T03Z,450,0,6.0
20190131T02Z,469,0,6.0
20190131T01Z,465,0,6.0
20190131T00Z,446,0,6.0
20190130T23Z,395,4,6.0
20190130T22Z,361,11,6.0
20190130T21Z,381,9,6.0
20190130T20Z,385,10,6.0
20190130T19Z,402,10,6.0
20190130T18Z,405,15,6.0
20190130T17Z,431,11,6.0
20190130T16Z,443,11,6.0
20190130T15Z,472,9,6.0
20190130T14Z,484,5,6.0
20190130T13Z,496,0,6.0
20190130T12Z,459,0,6.0
20190130T11Z,411,0,6.0
20190130T10Z,381,0,6.0
20190130T09Z,365,0,6.0
20190130T08Z,356,0,6.0
20190130T07Z,368,0,6.0
20190130T06Z,376,0,6.0
20190130T05Z,377,0,6.0
20190130T04Z,384,0,6.0
20190130T03Z,386,0,6.0
20190130T02Z,391,0,6.0
20190130T01Z,396,0,6.0
20190130T00Z,383,0,6.0
20190129T23Z,359,1,6.0
20190129T22Z,352,2,6.0
20190129T21Z,336,4,6.0
20190129T20Z,348,1,6.0
20190129T19Z,350,4,6.0
20190129T18Z,365,2,6.0
20190129T17Z,362,1,6.0
20190129T16Z,359,3,6.0
20190129T15Z,364,2,6.0
20190129T14Z,366,0,6.0
20190129T13Z,382,0,6.0
20190129T12Z,365,0,6.0
20190129T11Z,322,0,6.0
20190129T10Z,312,0,6.0
20190129T09Z,301,0,6.0
20190129T08Z,296,0,6.0
20190129T07Z,296,0,6.0
20190129T06Z,300,0,6.0
20190129T05Z,304,0,6.0
20190129T04Z,313,0,6.0
20190129T03Z,332,0,6.0
20190129T02Z,346,0,6.0
20190129T01Z,361,0,6.0
20190129T00Z,342,0,6.0
20190128T23Z,291,3,6.0
20190128T22Z,271,11,6.0
20190128T21Z,300,17,6.0
20190128T20Z,294,19,6.0
20190128T19Z,278,19,6.0
20190128T18Z,291,19,6.0
20190128T17Z,311,19,6.0
20190128T16Z,340,18,6.0
20190128T15Z,386,14,6.0
20190128T14Z,431,7,6.0
20190128T13Z,449,0,6.0
20190128T12Z,425,0,6.0
20190128T11Z,369,0,6.0
20190128T10Z,332,0,6.0
20190128T09Z,313,0,6.0
20190128T08Z,301,0,6.0
20190128T07Z,296,0,6.0
20190128T06Z,296,0,6.0
20190128T05Z,297,0,6.0
20190128T04Z,345,0,6.0
20190128T03Z,367,0,6.0
20190128T02Z,382,0,6.0
20190128T01Z,392,0,6.0
20190128T00Z,419,0,6.0
20190127T23Z,399,0,6.0
20190127T22Z,356,1,6.0
20190127T21Z,347,2,6.0
20190127T20Z,348,3,6.0
20190127T19Z,349,4,6.0
20190127T18Z,353,4,6.0
20190127T17Z,354,3,6.0
20190127T16Z,354,3,6.0
20190127T15Z,356,5,6.0
20190127T14Z,360,3,6.0
20190127T13Z,350,0,6.0
20190127T12Z,311,0,6.0
20190127T11Z,297,0,6.0
20190127T10Z,289,0,6.0
20190127T09Z,288,0,6.0
20190127T08Z,289,0,6.0
20190127T07Z,293,0,6.0
20190127T06Z,303,0,6.0
20190127T05Z,315,0,6.0
20190127T04Z,353,0,6.0
20190127T03Z,364,0,6.0
20190127T02Z,370,0,6.0
20190127T01Z,365,0,6.0
20190127T00Z,353,0,6.0
20190126T23Z,321,1,6.0
20190126T22Z,325,5,6.0
20190126T21Z,322,6,6.0
20190126T20Z,323,12,6.0
20190126T19Z,302,17,6.0
20190126T18Z,311,19,6.0
20190126T17Z,326,19,6.0
20190126T16Z,355,18,6.0
20190126T15Z,387,14,6.0
20190126T14Z,409,7,6.0
20190126T13Z,405,0,6.0
20190126T12Z,355,0,6.0
20190126T11Z,325,0,6.0
20190126T10Z,306,0,6.0
20190126T09Z,294,0,6.0
20190126T08Z,302,0,6.0
20190126T07Z,293,0,6.0
20190126T06Z,299,0,6.0
20190126T05Z,340,0,6.0
20190126T04Z,334,0,6.0
20190126T03Z,341,0,6.0
20190126T02Z,339,0,6.0
20190126T01Z,340,0,6.0
20190126T00Z,330,0,6.0
20190125T23Z,305,1,6.0
20190125T22Z,282,8,6.0
20190125T21Z,278,17,6.0
20190125T20Z,290,19,6.0
20190125T19Z,312,19,6.0
20190125T18Z,317,19,6.0
20190125T17Z,348,19,6.0
20190125T16Z,373,19,6.0
20190125T15Z,401,14,7.0
20190125T14Z,428,7,6.0
20190125T13Z,445,0,6.0
20190125T12Z,416,0,6.0
20190125T11Z,362,0,6.0
20190125T10Z,334,0,6.0
20190125T09Z,321,0,6.0
20190125T08Z,335,0,6.0
20190125T07Z,339,0,6.0
20190125T06Z,343,0,6.0
20190125T05Z,373,0,6.0
20190125T04Z,337,0,6.0
20190125T03Z,355,0,7.0
20190125T02Z,363,0,7.0
20190125T01Z,370,0,7.0
20190125T00Z,340,0,7.0
20190124T23Z,318,3,7.0
20190124T22Z,290,11,7.0
20190124T21Z,285,16,7.0
20190124T20Z,290,19,7.0
20190124T19Z,302,9,7.0
20190124T18Z,309,7,7.0
20190124T17Z,311,6,7.0
20190124T16Z,307,8,7.0
20190124T15Z,306,4,7.0
20190124T14Z,300,4,7.0
20190124T13Z,275,0,7.0
20190124T12Z,300,0,7.0
20190124T11Z,262,0,7.0
20190124T10Z,253,0,5.0
20190124T09Z,251,0,5.0
20190124T08Z,257,0,5.0
20190124T07Z,267,0,5.0
20190124T06Z,274,0,5.0
20190124T05Z,292,0,5.0
20190124T04Z,292,0,5.0
20190124T03Z,284,0,5.0
20190124T02Z,299,0,5.0
20190124T01Z,310,0,5.0
20190124T00Z,331,0,5.0
20190123T23Z,300,1,5.0
20190123T22Z,290,7,5.0
20190123T21Z,290,15,5.0
20190123T20Z,300,12,5.0
20190123T19Z,291,18,5.0
20190123T18Z,302,12,5.0
20190123T17Z,303,14,5.0
20190123T16Z,305,7,5.0
20190123T15Z,316,3,5.0
20190123T14Z,325,1,5.0
20190123T13Z,305,0,5.0
20190123T12Z,308,0,5.0
20190123T11Z,267,0,5.0
20190123T10Z,274,0,5.0
20190123T09Z,270,0,5.0
20190123T08Z,273,0,5.0
20190123T07Z,259,0,5.0
20190123T06Z,269,0,5.0
20190123T05Z,253,0,5.0
20190123T04Z,274,0,5.0
20190123T03Z,300,0,5.0
20190123T02Z,322,0,5.0
20190123T01Z,327,0,5.0
20190123T00Z,315,0,5.0
20190122T23Z,290,1,5.0
20190122T22Z,279,3,5.0
20190122T21Z,279,7,5.0
20190122T20Z,288,8,5.0
20190122T19Z,295,13,5.0
20190122T18Z,321,16,5.0
20190122T17Z,332,14,5.0
20190122T16Z,355,10,5.0
20190122T15Z,391,6,5.0
20190122T14Z,420,3,5.0
20190122T13Z,434,0,5.0
20190122T12Z,411,0,5.0
20190122T11Z,363,0,5.0
20190122T10Z,336,0,5.0
20190122T09Z,324,0,5.0
20190122T08Z,318,0,5.0
20190122T07Z,317,0,5.0
20190122T06Z,320,0,5.0
20190122T05Z,332,0,5.0
20190122T04Z,349,0,5.0
20190122T03Z,369,0,5.0
20190122T02Z,378,0,5.0
20190122T01Z,377,0,5.0
20190122T00Z,361,0,5.0
20190121T23Z,320,3,5.0
20190121T22Z,294,11,5.0
20190121T21Z,288,17,5.0
20190121T20Z,295,19,5.0
20190121T19Z,314,19,5.0
20190121T18Z,338,19,5.0
20190121T17Z,366,19,5.0
20190121T16Z,394,19,5.0
20190121T15Z,340,14,5.0
20190121T14Z,262,7,5.0
20190121T13Z,296,0,5.0
20190121T12Z,387,0,5.0
20190121T11Z,387,0,5.0
20190121T10Z,360,0,5.0
20190121T09Z,347,0,5.0
20190121T08Z,341,0,5.0
20190121T07Z,340,0,5.0
20190121T06Z,343,0,5.0
20190121T05Z,349,0,5.0
20190121T04Z,360,0,5.0
20190121T03Z,370,0,5.0
20190121T02Z,376,0,5.0
20190121T01Z,382,0,5.0
20190121T00Z,371,0,5.0
20190120T23Z,334,3,5.0
20190120T22Z,308,11,5.0
20190120T21Z,300,15,5.0
20190120T20Z,314,13,5.0
20190120T19Z,325,12,5.0
20190120T18Z,335,9,5.0
20190120T17Z,359,6,5.0
20190120T16Z,351,5,5.0
20190120T15Z,335,2,5.0
20190120T14Z,304,1,5.0
20190120T13Z,276,0,5.0
20190120T12Z,271,0,5.0
20190120T11Z,278,0,4.0
20190120T10Z,269,0,4.0
20190120T09Z,267,0,4.0
20190120T08Z,271,0,4.0
20190120T07Z,274,0,4.0
20190120T06Z,260,0,4.0
20190120T05Z,242,0,4.0
20190120T04Z,274,0,4.0
20190120T03Z,312,0,4.0
20190120T02Z,289,0,4.0
20190120T01Z,296,0,4.0
20190120T00Z,297,0,4.0
20190119T23Z,283,0,4.0
20190119T22Z,274,1,4.0
20190119T21Z,266,3,4.0
