,coal,natural gas,other,hydro
20190224T15Z,-5,460,4,3
20190224T14Z,-6,380,4,2
20190224T13Z,-7,357,4,2
20190224T12Z,-6,360,4,2
20190224T11Z,-5,358,4,2
20190224T10Z,-5,356,4,2
20190224T09Z,-7,374,4,2
20190224T08Z,-7,403,4,2
20190224T07Z,-5,438,4,2
20190224T06Z,-5,453,4,2
20190224T05Z,-8,508,4,2
20190224T04Z,-3,452,4,2
20190224T03Z,-7,389,4,2
20190224T02Z,-6,496,4,2
20190224T01Z,-7,508,4,2
20190224T00Z,-6,507,4,2
20190223T23Z,-6,483,4,3
20190223T22Z,-5,461,4,3
20190223T21Z,-6,494,4,4
20190223T20Z,-6,494,4,3
20190223T19Z,-7,490,4,4
20190223T18Z,-6,464,4,3
20190223T17Z,-6,460,4,4
20190223T16Z,-5,451,3,3
20190223T15Z,-6,453,4,3
20190223T14Z,-5,454,4,3
20190223T13Z,-8,392,4,4
20190223T12Z,-5,384,4,3
20190223T11Z,-6,374,4,4
20190223T10Z,-6,395,4,3
20190223T09Z,-6,407,4,3
20190223T08Z,-6,427,4,4
20190223T07Z,-6,412,4,3
20190223T06Z,-7,409,4,4
20190223T05Z,-5,484,4,3
20190223T04Z,-6,491,4,4
20190223T03Z,-7,472,4,3
20190223T02Z,-6,516,4,3
20190223T01Z,-6,512,4,3
20190223T00Z,-8,509,4,3
20190222T23Z,-3,503,4,3
20190222T22Z,-7,503,4,3
20190222T21Z,-6,500,4,3
20190222T20Z,-6,502,4,3
20190222T19Z,-5,506,4,4
20190222T18Z,-5,508,4,3
20190222T17Z,-8,514,4,4
20190222T16Z,-6,516,4,3
20190222T15Z,-6,519,4,3
20190222T14Z,-6,520,4,4
20190222T13Z,-5,492,4,3
20190222T12Z,-7,490,4,4
20190222T11Z,-4,416,4,3
20190222T10Z,-6,400,4,3
20190222T09Z,-6,407,4,4
20190222T08Z,-8,423,4,3
20190222T07Z,-4,452,4,3
20190222T06Z,-6,453,4,3
20190222T05Z,-4,510,4,3
20190222T04Z,-8,506,4,3
20190222T03Z,-5,513,4,3
20190222T02Z,-6,513,4,3
20190222T01Z,-5,511,4,3
20190222T00Z,-7,503,4,3
20190221T23Z,-5,506,4,3
20190221T22Z,-7,499,4,3
20190221T21Z,-6,503,4,3
20190221T20Z,-4,501,4,3
20190221T19Z,-5,503,4,3
20190221T18Z,-6,504,3,3
20190221T17Z,-7,506,3,3
20190221T16Z,-7,512,3,3
20190221T15Z,-5,514,3,3
20190221T14Z,-7,518,4,2
20190221T13Z,-4,516,4,2
20190221T12Z,-7,511,4,2
20190221T11Z,-4,486,4,2
20190221T10Z,-7,408,4,2
20190221T09Z,-6,411,4,2
20190221T08Z,-5,426,3,2
20190221T07Z,-6,456,4,2
20190221T06Z,-8,504,4,2
20190221T05Z,-5,515,4,2
20190221T04Z,-5,515,4,2
20190221T03Z,-4,520,4,2
20190221T02Z,-7,632,4,2
20190221T01Z,-6,640,4,1
20190221T00Z,-6,635,4,1
20190220T23Z,-5,638,4,2
20190220T22Z,-9,638,4,2
20190220T21Z,-3,631,1,2
20190220T20Z,-7,645,3,8
20190220T19Z,-6,602,4,7
20190220T18Z,-6,554,4,2
20190220T17Z,-6,538,4,2
20190220T16Z,-6,543,4,2
20190220T15Z,-6,549,4,2
20190220T14Z,-5,548,4,2
20190220T13Z,-6,551,4,2
20190220T12Z,-7,551,4,2
20190220T11Z,-5,551,4,2
20190220T10Z,-7,549,4,2
20190220T09Z,-4,547,4,2
20190220T08Z,-7,548,4,2
20190220T07Z,-7,546,4,2
20190220T06Z,-5,566,4,2
20190220T05Z,-6,662,4,2
20190220T04Z,-7,670,4,2
20190220T03Z,-6,672,4,2
20190220T02Z,-5,669,4,2
20190220T01Z,-7,666,4,2
20190220T00Z,-5,664,4,2
20190219T23Z,-7,661,4,2
20190219T22Z,-5,662,4,2
20190219T21Z,-7,634,4,2
20190219T20Z,-6,607,4,2
20190219T19Z,-6,577,4,2
20190219T18Z,-6,548,4,2
20190219T17Z,-5,555,4,7
20190219T16Z,-7,558,4,38
20190219T15Z,-6,558,4,40
20190219T14Z,-5,555,4,16
20190219T13Z,-6,550,4,2
20190219T12Z,-6,547,4,2
20190219T11Z,-6,478,4,2
20190219T10Z,-7,500,4,2
20190219T09Z,-5,510,3,2
20190219T08Z,-7,511,3,2
20190219T07Z,-5,506,4,2
20190219T06Z,-5,482,4,2
20190219T05Z,-7,485,4,2
20190219T04Z,-6,545,4,2
20190219T03Z,-5,546,4,2
20190219T02Z,-8,548,4,2
20190219T01Z,-5,548,4,2
20190219T00Z,-5,545,4,2
20190218T23Z,-5,523,4,2
20190218T22Z,-7,514,4,2
20190218T21Z,-7,493,4,2
20190218T20Z,-6,513,4,3
20190218T19Z,-6,545,4,3
20190218T18Z,-6,550,4,3
20190218T17Z,-6,548,3,3
20190218T16Z,-5,547,4,4
20190218T15Z,-7,541,4,3
20190218T14Z,-5,506,4,3
20190218T13Z,-7,439,4,3
20190218T12Z,-4,377,4,3
20190218T11Z,-8,391,4,3
20190218T10Z,-5,371,4,3
20190218T09Z,-6,371,4,3
20190218T08Z,-6,387,4,3
20190218T07Z,-7,416,4,3
20190218T06Z,-4,469,4,3
20190218T05Z,-8,473,4,3
20190218T04Z,-6,513,4,3
20190218T03Z,-6,513,4,3
20190218T02Z,-6,513,3,3
20190218T01Z,-5,510,3,3
20190218T00Z,-7,506,4,3
20190217T23Z,-5,506,4,3
20190217T22Z,-6,506,4,3
20190217T21Z,-7,505,4,3
20190217T20Z,-6,499,4,3
20190217T19Z,-5,490,4,3
20190217T18Z,-6,452,4,3
20190217T17Z,-5,454,4,3
20190217T16Z,-8,486,4,3
20190217T15Z,-5,446,4,3
20190217T14Z,-7,373,4,3
20190217T13Z,-4,361,4,3
20190217T12Z,-7,364,4,3
20190217T11Z,-6,365,4,3
20190217T10Z,-6,367,4,3
20190217T09Z,-7,367,4,3
20190217T08Z,-5,368,4,3
20190217T07Z,-7,323,4,3
20190216T06Z,-7,409,4,3
20190216T05Z,-5,430,4,3
20190216T04Z,-7,474,4,3
20190216T03Z,-5,476,4,3
20190216T02Z,-6,506,4,3
20190216T01Z,-5,502,4,3
20190216T00Z,-8,480,4,3
20190215T23Z,-6,418,4,3
20190215T22Z,-5,447,4,3
20190215T21Z,-7,445,4,3
20190215T20Z,-6,454,4,3
20190215T19Z,-6,466,4,3
20190215T18Z,-5,463,4,3
20190215T17Z,-7,453,4,3
20190215T16Z,-6,483,4,3
20190215T15Z,-7,464,4,3
20190215T14Z,-5,479,4,3
20190215T13Z,-6,445,4,3
20190215T12Z,-6,457,4,3
20190215T11Z,-6,447,4,3
20190215T10Z,-7,474,4,3
20190215T09Z,-6,504,4,3
20190215T08Z,-6,511,4,3
20190215T07Z,-8,471,4,3
20190215T06Z,-6,447,4,3
20190215T05Z,-4,465,4,3
20190215T04Z,-7,487,4,3
20190215T03Z,-6,517,4,3
20190215T02Z,-7,514,4,3
20190215T01Z,-5,530,4,3
20190215T00Z,-8,430,4,4
20190214T23Z,-4,445,4,3
20190214T22Z,-6,386,4,3
20190214T21Z,-6,412,4,3
20190214T20Z,-7,421,4,3
20190214T19Z,-5,455,3,3
20190214T18Z,-7,473,4,3
20190214T17Z,-6,541,3,3
20190214T16Z,-8,654,4,3
20190214T15Z,-6,796,4,3
20190214T14Z,-5,882,4,3
20190214T13Z,-8,919,4,3
20190214T12Z,-5,874,4,3
20190214T11Z,-7,850,4,3
20190214T10Z,-5,636,4,3
20190214T09Z,-6,502,4,3
20190214T08Z,-7,552,4,3
20190214T07Z,-7,545,4,3
20190214T06Z,-5,532,4,3
20190214T05Z,-6,536,4,3
20190214T04Z,-7,569,4,3
20190214T03Z,-5,567,4,3
20190214T02Z,-6,565,4,3
20190214T01Z,-6,558,4,3
20190214T00Z,-8,528,4,3
20190213T23Z,-5,454,4,3
20190213T22Z,-7,391,4,3
20190213T21Z,-5,390,3,3
20190213T20Z,-7,425,4,3
20190213T19Z,-7,425,4,3
20190213T18Z,-7,570,4,3
20190213T17Z,-5,689,3,3
20190213T16Z,-8,696,3,4
20190213T15Z,-4,695,3,40
20190213T14Z,-8,696,3,48
20190213T13Z,-5,680,3,52
20190213T12Z,-5,635,4,3
20190213T11Z,-8,478,3,3
20190213T10Z,-5,504,3,3
20190213T09Z,-8,472,4,3
20190213T08Z,-5,489,4,3
20190213T07Z,-8,481,4,3
20190213T06Z,-5,506,4,3
20190213T05Z,-6,548,4,3
20190213T04Z,-6,546,4,3
20190213T03Z,-7,541,4,3
20190213T02Z,-4,541,4,3
20190213T01Z,-8,541,4,3
20190213T00Z,-6,509,4,3
20190212T23Z,-5,468,4,3
20190212T22Z,-6,447,4,3
20190212T21Z,-6,438,4,3
20190212T20Z,-7,448,3,3
20190212T19Z,-6,462,4,3
20190212T18Z,-7,471,3,3
20190212T17Z,-6,499,4,3
20190212T16Z,-6,486,3,3
20190212T15Z,-6,438,3,3
20190212T14Z,-6,371,4,3
20190212T13Z,-7,517,3,0
20190212T12Z,-6,485,3,0
20190212T11Z,-4,375,4,0
20190212T10Z,-8,387,3,0
20190212T09Z,-5,389,4,0
20190212T08Z,-8,404,3,0
20190212T07Z,-5,383,3,0
20190212T06Z,-7,373,4,3
20190212T05Z,-5,453,3,3
20190212T04Z,-6,590,4,3
20190212T03Z,-6,620,3,3
20190212T02Z,-7,641,3,3
20190212T01Z,-5,637,4,3
20190212T00Z,-7,567,3,3
20190211T23Z,-5,517,4,4
20190211T22Z,-7,519,3,3
20190211T21Z,-6,519,3,3
20190211T20Z,-6,522,3,3
20190211T19Z,-5,524,3,3
20190211T18Z,-7,530,3,3
20190211T17Z,-4,535,3,3
20190211T16Z,-8,610,3,3
20190211T15Z,-5,651,4,3
20190211T14Z,-8,654,3,4
20190211T13Z,-6,611,3,3
20190211T12Z,-6,573,4,0
20190211T11Z,-6,467,3,0
20190211T10Z,-5,481,3,0
20190211T09Z,-7,472,4,0
20190211T08Z,-7,473,3,0
20190211T07Z,-6,430,3,0
20190211T06Z,-7,453,4,0
20190211T05Z,-5,543,3,0
20190211T04Z,-5,542,3,4
20190211T03Z,-7,542,4,3
20190211T02Z,-7,536,3,3
20190211T01Z,-5,536,3,3
20190211T00Z,-8,536,4,3
20190210T23Z,-7,533,3,4
20190210T22Z,-4,511,3,3
20190210T21Z,-6,481,4,3
20190210T20Z,-6,383,3,4
20190210T19Z,-7,354,4,3
20190210T18Z,-6,349,3,3
20190210T17Z,-6,349,3,3
20190210T16Z,-5,362,3,3
20190210T15Z,-9,534,3,3
20190210T14Z,-5,493,3,3
20190210T13Z,-6,475,3,3
20190210T12Z,-7,445,4,3
20190210T11Z,-5,416,3,3
20190210T10Z,-7,404,4,3
20190210T09Z,-5,410,3,3
20190210T08Z,-6,420,3,3
20190210T07Z,-7,435,4,3
20190210T06Z,-8,404,3,3
20190210T05Z,-6,567,4,3
20190210T04Z,-6,670,3,3
20190210T03Z,-6,695,3,3
20190210T02Z,-5,697,4,3
20190210T01Z,-7,599,3,16
20190210T00Z,-6,572,4,41
20190209T23Z,-6,502,3,41
20190209T22Z,-8,364,4,41
20190209T21Z,-5,372,3,41
20190209T20Z,-7,362,3,41
20190209T19Z,-6,420,4,31
20190209T18Z,-6,505,3,4
20190209T17Z,-6,540,4,3
20190209T16Z,-6,614,3,3
20190209T15Z,-8,632,3,3
20190209T14Z,-6,553,4,3
20190209T13Z,-7,537,3,3
20190209T12Z,-6,540,3,3
20190209T11Z,-6,512,4,3
20190209T10Z,-6,372,3,3
20190209T09Z,-6,517,3,3
20190209T08Z,-7,511,4,3
20190209T07Z,-7,508,3,3
20190209T06Z,-6,528,3,3
20190209T05Z,-7,563,4,3
20190209T04Z,-7,557,3,3
20190209T03Z,-5,562,3,3
20190209T02Z,-7,511,4,3
20190209T01Z,-6,497,3,3
20190209T00Z,-6,498,3,3
20190208T23Z,-8,475,4,3
20190208T22Z,-7,393,3,3
20190208T21Z,-6,387,3,3
20190208T20Z,-7,393,4,3
20190208T19Z,-5,411,3,3
20190208T18Z,-6,467,3,3
20190208T17Z,-7,478,4,3
20190208T16Z,-5,496,3,3
20190208T15Z,-9,477,3,3
20190208T14Z,-5,473,4,3
20190208T13Z,-5,469,3,3
20190208T12Z,-7,435,3,4
20190208T11Z,-7,367,4,3
20190208T10Z,-5,366,3,3
20190208T09Z,-6,363,4,3
20190208T08Z,-6,357,3,4
20190208T07Z,-7,359,4,3
20190208T06Z,-6,419,3,3
20190208T05Z,-6,522,3,4
20190208T04Z,-7,525,4,3
20190208T03Z,-6,524,3,3
20190208T02Z,-6,523,4,3
20190208T01Z,-7,521,3,4
20190208T00Z,-5,469,3,3
20190207T23Z,-7,512,4,3
20190207T22Z,-6,511,3,3
20190207T21Z,-8,512,3,3
20190207T20Z,-5,499,4,3
20190207T19Z,-5,426,3,4
20190207T18Z,-6,422,3,3
20190207T17Z,-7,424,4,3
20190207T16Z,-6,407,3,3
20190207T15Z,-7,474,4,3
20190207T14Z,-6,486,3,3
20190207T13Z,-6,473,3,3
20190207T12Z,-5,430,4,4
20190207T11Z,-8,369,3,3
20190207T10Z,-6,368,4,3
20190207T09Z,-6,370,3,3
20190207T08Z,-5,368,4,3
20190207T07Z,-8,365,3,3
20190207T06Z,-7,382,4,3
20190207T05Z,-6,460,3,4
20190207T04Z,-4,528,4,3
20190207T03Z,-8,527,3,3
20190207T02Z,-7,524,4,3
20190207T01Z,-6,522,3,3
20190207T00Z,-5,499,4,3
20190206T23Z,-8,483,3,4
20190206T22Z,-5,492,4,4
20190206T21Z,-7,490,3,3
20190206T20Z,-6,485,4,3
20190206T19Z,-7,515,3,3
20190206T18Z,-5,459,3,3
20190206T17Z,-8,443,4,3
20190206T16Z,-6,458,3,3
20190206T15Z,-7,484,4,3
20190206T14Z,-5,455,3,3
20190206T13Z,-7,485,3,3
20190206T12Z,-6,490,4,3
20190206T11Z,-5,404,3,3
20190206T10Z,-7,373,3,3
20190206T09Z,-8,375,4,3
20190206T08Z,-6,386,3,3
20190206T07Z,-6,408,3,3
20190206T06Z,-6,363,3,3
20190206T05Z,-7,499,4,3
20190206T04Z,-8,528,3,3
20190206T03Z,-5,523,3,3
20190206T02Z,-8,525,4,3
20190206T01Z,-7,522,3,3
20190206T00Z,-6,515,3,3
20190205T23Z,-7,507,0,3
20190205T22Z,-6,514,3,3
20190205T21Z,-6,516,3,3
20190205T20Z,-8,515,3,3
20190205T19Z,-6,501,4,3
20190205T18Z,-6,494,3,2
20190205T17Z,-6,473,3,2
20190205T16Z,-8,505,3,3
20190205T15Z,-7,490,2,3
20190205T14Z,-6,523,3,3
20190205T13Z,-6,532,3,3
20190205T12Z,-9,515,3,3
20190205T11Z,-4,368,3,3
20190205T10Z,-7,385,3,3
20190205T09Z,-7,386,2,3
20190205T08Z,-5,395,3,3
20190205T07Z,-8,414,3,3
20190205T06Z,-8,398,3,3
20190205T05Z,-5,419,3,3
20190205T04Z,-7,514,3,3
20190205T03Z,-5,528,3,3
20190205T02Z,-7,528,2,3
20190205T01Z,-8,513,3,3
20190205T00Z,-4,444,3,3
20190204T23Z,-8,398,3,3
20190204T22Z,-8,426,3,3
20190204T21Z,-5,426,3,3
20190204T20Z,-7,439,3,3
20190204T19Z,-7,454,2,3
20190204T18Z,-3,430,4,3
20190204T17Z,-9,453,3,3
20190204T16Z,-5,483,3,3
20190204T15Z,-9,510,3,3
20190204T14Z,-6,531,4,3
20190204T13Z,-16,541,3,3
20190204T12Z,-18,484,3,3
20190204T11Z,-18,458,3,3
20190204T10Z,-16,411,3,3
20190204T09Z,-19,395,3,3
20190204T08Z,-17,397,2,3
20190204T07Z,-16,405,3,3
20190204T06Z,-17,392,3,3
20190204T05Z,-16,400,4,3
20190204T04Z,-18,473,3,3
20190204T03Z,-15,510,3,3
20190204T02Z,-18,496,3,3
20190204T01Z,-17,482,3,3
20190204T00Z,-18,458,3,3
20190203T23Z,-17,453,3,3
20190203T22Z,-18,427,4,3
20190203T21Z,-17,426,3,3
20190203T20Z,-19,441,4,3
20190203T19Z,-17,452,3,3
20190203T18Z,-16,461,3,3
20190203T17Z,-17,454,3,3
20190203T16Z,-19,497,3,3
20190203T15Z,-20,488,3,3
20190203T14Z,-17,465,4,3
20190203T13Z,-20,392,4,3
20190203T12Z,-17,376,3,3
20190203T11Z,-19,375,4,3
20190203T10Z,-16,374,4,3
20190203T09Z,-22,374,3,3
20190203T08Z,-20,402,4,3
20190203T07Z,93,395,4,3
20190203T06Z,165,372,3,3
20190203T05Z,191,370,4,3
20190203T04Z,193,369,4,3
20190203T03Z,193,368,3,3
20190203T02Z,193,367,4,3
20190203T01Z,188,367,3,3
20190203T00Z,134,381,4,3
20190202T23Z,129,364,4,3
20190202T22Z,132,363,3,3
20190202T21Z,125,364,4,3
20190202T20Z,123,365,4,3
20190202T19Z,124,365,3,3
20190202T18Z,125,375,4,3
20190202T17Z,157,428,4,3
20190202T16Z,166,385,3,3
20190202T15Z,177,375,4,3
20190202T14Z,184,366,4,3
20190202T13Z,198,353,3,3
20190202T12Z,156,271,4,3
20190202T11Z,132,247,3,3
20190202T10Z,136,230,4,3
20190202T09Z,126,243,4,3
20190202T08Z,130,249,3,3
20190202T07Z,157,241,4,3
20190202T06Z,153,250,4,3
20190202T05Z,160,325,3,3
20190202T04Z,157,344,4,3
20190202T03Z,197,329,4,3
20190202T02Z,198,303,3,3
20190202T01Z,202,316,4,3
20190202T00Z,200,302,3,3
20190201T23Z,215,227,4,3
20190201T22Z,253,194,3,3
20190201T21Z,251,186,3,3
20190201T20Z,310,185,3,3
20190201T19Z,337,186,3,3
20190201T18Z,351,207,3,3
20190201T17Z,392,279,3,3
20190201T16Z,408,362,3,7
20190201T15Z,407,375,3,40
20190201T14Z,404,388,3,46
20190201T13Z,407,393,3,40
20190201T12Z,407,361,3,39
20190201T11Z,405,352,3,40
20190201T10Z,416,323,3,40
20190201T09Z,390,350,3,4
20190201T08Z,376,387,3,3
20190201T07Z,288,439,3,3
20190201T06Z,284,508,3,3
20190201T05Z,284,502,3,3
20190201T04Z,286,549,3,3
20190201T03Z,286,565,3,3
20190201T02Z,287,561,3,3
20190201T01Z,287,556,3,3
20190201T00Z,304,432,3,2
20190131T23Z,308,367,3,0
20190131T22Z,307,367,3,0
20190131T21Z,307,367,3,0
20190131T20Z,291,367,2,0
20190131T19Z,284,367,3,3
20190131T18Z,310,377,3,3
20190131T17Z,310,401,3,3
20190131T16Z,310,483,3,3
20190131T15Z,376,573,3,3
20190131T14Z,436,722,3,3
20190131T13Z,433,764,3,3
20190131T12Z,434,718,3,3
20190131T11Z,426,766,3,3
20190131T10Z,416,732,3,3
20190131T09Z,418,730,3,3
20190131T08Z,419,700,3,3
20190131T07Z,419,674,3,3
20190131T06Z,420,727,3,3
20190131T05Z,441,742,3,3
20190131T04Z,445,757,3,3
20190131T03Z,445,790,3,3
20190131T02Z,440,736,3,3
20190131T01Z,450,723,3,3
20190131T00Z,410,610,3,3
20190130T23Z,396,443,3,3
20190130T22Z,394,383,3,3
20190130T21Z,389,384,3,3
20190130T20Z,392,409,3,3
20190130T19Z,396,487,1,3
20190130T18Z,408,568,0,6
20190130T17Z,439,661,0,40
20190130T16Z,451,728,0,13
20190130T15Z,450,864,0,3
20190130T14Z,437,1062,2,3
20190130T13Z,436,1090,3,3
20190130T12Z,439,1018,3,3
20190130T11Z,412,1049,3,3
20190130T10Z,387,1052,3,3
20190130T09Z,371,858,3,3
20190130T08Z,404,823,3,3
20190130T07Z,392,840,3,3
20190130T06Z,379,699,3,3
20190130T05Z,376,684,3,3
20190130T04Z,378,681,3,3
20190130T03Z,379,673,3,3
20190130T02Z,374,668,3,3
20190130T01Z,374,636,3,3
20190130T00Z,380,501,3,3
20190129T23Z,358,384,3,3
20190129T22Z,313,384,3,3
20190129T21Z,317,384,3,3
20190129T20Z,313,386,3,3
20190129T19Z,316,385,3,24
20190129T18Z,314,386,2,38
20190129T17Z,314,398,2,3
20190129T16Z,316,428,2,3
20190129T15Z,313,421,2,3
20190129T14Z,312,544,3,3
20190129T13Z,313,480,3,3
20190129T12Z,312,510,3,3
20190129T11Z,310,435,3,3
20190129T10Z,309,383,3,3
20190129T09Z,312,383,3,3
20190129T08Z,305,383,3,3
20190129T07Z,303,383,3,3
20190129T06Z,307,383,3,3
20190129T05Z,302,382,3,3
20190129T04Z,300,398,3,3
20190129T03Z,310,447,1,3
20190129T02Z,334,524,0,3
20190129T01Z,332,476,2,3
20190129T00Z,336,402,3,3
20190128T23Z,339,369,3,0
20190128T22Z,331,368,3,0
20190128T21Z,330,365,3,0
20190128T20Z,330,366,2,0
20190128T19Z,329,369,2,0
20190128T18Z,340,373,3,3
20190128T17Z,331,408,3,3
20190128T16Z,349,542,3,3
20190128T15Z,406,701,3,3
20190128T14Z,415,867,3,3
20190128T13Z,412,888,3,3
20190128T12Z,417,737,3,3
20190128T11Z,412,556,3,0
20190128T10Z,347,526,3,0
20190128T09Z,333,513,3,0
20190128T08Z,333,470,3,0
20190128T07Z,331,443,3,0
20190128T06Z,332,433,3,0
20190128T05Z,331,458,3,3
20190128T04Z,331,529,3,3
20190128T03Z,334,562,3,3
20190128T02Z,331,557,3,3
20190128T01Z,332,546,3,3
20190128T00Z,331,442,3,3
20190127T23Z,332,389,3,3
20190127T22Z,332,379,3,3
20190127T21Z,332,380,3,3
20190127T20Z,332,412,3,3
20190127T19Z,331,429,3,3
20190127T18Z,339,416,3,3
20190127T17Z,380,465,3,3
20190127T16Z,410,548,3,3
20190127T15Z,407,563,3,3
20190127T14Z,340,520,3,3
20190127T13Z,327,492,3,3
20190127T12Z,327,440,3,3
20190127T11Z,325,419,3,3
20190127T10Z,327,444,3,3
20190127T09Z,327,427,3,3
20190127T08Z,327,420,3,3
20190127T07Z,327,420,3,3
20190127T06Z,329,388,3,3
20190127T05Z,326,385,3,3
20190127T04Z,329,386,3,3
20190127T03Z,328,398,3,3
20190127T02Z,368,316,3,3
20190127T01Z,355,277,3,3
20190127T00Z,322,228,3,3
20190126T23Z,323,189,3,3
20190126T22Z,322,186,3,3
20190126T21Z,324,185,3,3
20190126T20Z,324,186,3,3
20190126T19Z,323,200,3,3
20190126T18Z,323,234,3,3
20190126T17Z,350,300,3,3
20190126T16Z,387,419,3,3
20190126T15Z,412,530,3,3
20190126T14Z,414,582,3,3
20190126T13Z,414,582,3,3
20190126T12Z,416,554,3,3
20190126T11Z,395,500,3,3
20190126T10Z,405,411,3,3
20190126T09Z,398,376,3,3
20190126T08Z,398,333,3,3
20190126T07Z,404,289,3,3
20190126T06Z,379,288,3,3
20190126T05Z,392,286,3,3
20190126T04Z,412,285,3,3
20190126T03Z,410,266,4,3
20190126T02Z,413,246,3,3
20190126T01Z,412,227,4,3
20190126T00Z,350,216,3,3
20190125T23Z,332,184,3,3
20190125T22Z,281,183,4,3
20190125T21Z,261,183,3,3
20190125T20Z,260,183,3,3
20190125T19Z,263,211,2,3
20190125T18Z,320,274,2,3
20190125T17Z,365,282,2,3
20190125T16Z,408,403,3,3
20190125T15Z,401,445,3,23
20190125T14Z,409,554,2,22
20190125T13Z,411,561,2,3
20190125T12Z,414,493,2,4
20190125T11Z,412,441,3,3
20190125T10Z,416,429,3,3
20190125T09Z,411,481,3,3
20190125T08Z,395,493,3,3
20190125T07Z,384,468,3,3
20190125T06Z,387,456,3,3
20190125T05Z,387,452,3,3
20190125T04Z,405,405,3,3
20190125T03Z,422,400,3,3
20190125T02Z,420,393,2,3
20190125T01Z,420,372,3,3
20190125T00Z,393,280,3,3
20190124T23Z,346,210,3,3
20190124T22Z,343,185,3,3
20190124T21Z,344,187,3,3
20190124T20Z,343,195,1,3
20190124T19Z,341,222,3,3
20190124T18Z,351,281,3,3
20190124T17Z,412,282,3,3
20190124T16Z,421,282,3,3
20190124T15Z,379,281,3,3
20190124T14Z,385,279,3,3
20190124T13Z,403,277,3,3
20190124T12Z,377,239,3,3
20190124T11Z,331,191,3,3
20190124T10Z,264,208,3,3
20190124T09Z,266,202,3,3
20190124T08Z,266,189,3,3
20190124T07Z,264,187,3,3
20190124T06Z,263,188,3,3
20190124T05Z,265,189,3,3
20190124T04Z,264,189,3,4
20190124T03Z,264,206,2,3
20190124T02Z,264,260,0,4
20190124T01Z,262,261,2,4
20190124T00Z,266,254,3,4
20190123T23Z,263,231,3,4
20190123T22Z,265,192,3,4
20190123T21Z,269,183,3,4
20190123T20Z,269,183,3,4
20190123T19Z,270,184,3,4
20190123T18Z,268,183,2,4
20190123T17Z,271,188,2,4
20190123T16Z,274,199,2,4
20190123T15Z,269,247,3,4
20190123T14Z,331,250,3,0
20190123T13Z,345,261,3,0
20190123T12Z,343,249,2,0
20190123T11Z,300,206,3,0
20190123T10Z,297,178,3,0
20190123T09Z,286,179,3,0
20190123T08Z,278,186,3,0
20190123T07Z,268,199,3,0
20190123T06Z,266,230,3,0
20190123T05Z,265,255,2,0
20190123T04Z,329,268,3,0
20190123T03Z,373,268,3,0
20190123T02Z,370,268,3,4
20190123T01Z,387,268,3,4
20190123T00Z,370,268,3,4
20190122T23Z,341,241,2,4
20190122T22Z,339,198,3,4
20190122T21Z,337,239,3,4
20190122T20Z,336,259,2,4
20190122T19Z,345,271,2,4
20190122T18Z,408,292,0,4
20190122T17Z,410,374,0,4
20190122T16Z,408,516,1,4
20190122T15Z,421,519,3,4
20190122T14Z,423,599,2,4
20190122T13Z,429,634,3,4
20190122T12Z,422,607,3,4
20190122T11Z,394,571,3,4
20190122T10Z,376,525,3,4
20190122T09Z,357,523,3,4
20190122T08Z,353,524,2,4
20190122T07Z,352,524,3,4
20190122T06Z,364,512,3,4
20190122T05Z,419,535,3,4
20190122T04Z,426,604,2,4
20190122T03Z,426,735,2,4
20190122T02Z,426,693,3,4
20190122T01Z,424,673,3,4
20190122T00Z,419,603,3,4
20190121T23Z,395,464,3,4
20190121T22Z,391,405,3,4
20190121T21Z,387,411,3,4
20190121T20Z,388,469,1,4
20190121T19Z,417,502,0,4
20190121T18Z,431,552,1,4
20190121T17Z,433,716,2,4
20190121T16Z,432,818,2,4
20190121T15Z,432,929,3,4
20190121T14Z,421,945,3,4
20190121T13Z,421,937,3,4
20190121T12Z,418,892,3,4
20190121T11Z,420,781,3,4
20190121T10Z,422,721,3,4
20190121T09Z,423,669,3,4
20190121T08Z,413,643,3,4
20190121T07Z,401,599,3,4
20190121T06Z,385,581,3,4
20190121T05Z,382,593,3,4
20190121T04Z,379,658,3,4
20190121T03Z,389,684,3,4
20190121T02Z,397,686,3,4
20190121T01Z,390,735,3,4
20190121T00Z,368,643,3,4
20190120T23Z,351,573,3,4
20190120T22Z,317,571,3,4
20190120T21Z,317,571,3,4
20190120T20Z,350,595,3,4
20190120T19Z,351,683,3,4
20190120T18Z,333,704,3,4
20190120T17Z,294,749,3,9
20190120T16Z,249,755,3,40
20190120T15Z,207,672,3,62
20190120T14Z,316,449,3,58
20190120T13Z,332,407,3,42
20190120T12Z,333,375,3,21
20190120T11Z,293,387,3,4
20190120T10Z,282,386,3,4
20190120T09Z,284,385,3,4
20190120T08Z,281,383,3,4
20190120T07Z,281,382,3,4
20190120T06Z,282,380,3,4
20190120T05Z,282,378,3,4
20190120T04Z,282,373,3,4
20190120T03Z,279,371,3,4
20190120T02Z,281,477,3,4
20190120T01Z,283,501,3,4
20190120T00Z,271,446,3,4
20190119T23Z,273,359,3,4
20190119T22Z,261,354,3,4
20190119T21Z,225,356,3,4
20190119T20Z,195,364,3,4
20190119T19Z,170,379,3,4
20190119T18Z,164,393,3,4
20190119T17Z,147,413,3,4
20190119T16Z,131,427,3,4
20190119T15Z,130,417,3,4
20190119T14Z,131,362,3,4
20190119T13Z,133,363,3,4
