,coal,natural gas,other,hydro
20190119T12Z,130,365,3,4
20190119T11Z,132,367,3,4
20190119T10Z,129,370,3,4
20190119T09Z,127,373,3,4
20190119T08Z,131,374,3,4
20190119T07Z,131,373,3,4
20190119T06Z,128,375,3,4
20190119T05Z,138,375,3,4
20190119T04Z,132,377,3,4
20190119T03Z,124,393,3,4
20190119T02Z,71,446,3,4
20190119T01Z,-8,513,3,4
20190119T00Z,-11,525,3,4
20190118T23Z,-11,479,3,4
20190118T22Z,137,362,3,4
20190118T21Z,141,363,3,4
20190118T20Z,139,366,3,4
20190118T19Z,139,404,3,4
20190118T18Z,140,406,3,4
20190118T17Z,139,512,3,4
20190118T16Z,123,472,3,4
20190118T15Z,124,484,3,4
20190118T14Z,141,491,3,4
20190118T13Z,142,515,3,4
20190118T12Z,137,457,3,0
20190118T11Z,137,379,3,0
20190118T10Z,137,376,3,0
20190118T09Z,137,377,3,0
20190118T08Z,137,376,3,0
20190118T07Z,137,376,3,0
20190118T06Z,136,379,3,0
20190118T05Z,137,377,3,0
20190118T04Z,139,465,3,4
20190118T03Z,136,469,3,4
20190118T02Z,137,498,3,4
20190118T01Z,128,526,2,4
20190118T00Z,91,408,2,4
20190117T23Z,83,284,3,4
20190117T22Z,84,353,3,4
20190117T21Z,81,370,3,4
20190117T20Z,87,366,3,4
20190117T19Z,91,385,3,4
20190117T18Z,93,412,3,4
20190117T17Z,132,517,3,4
20190117T16Z,131,545,3,4
20190117T15Z,126,670,3,4
20190117T14Z,122,820,3,4
20190117T13Z,124,840,3,4
20190117T12Z,122,792,3,4
20190117T11Z,84,681,3,4
20190117T10Z,61,680,3,4
20190117T09Z,47,667,3,4
20190117T08Z,29,633,3,4
20190117T07Z,-1,635,3,4
20190117T06Z,-12,582,3,4
20190117T05Z,-13,622,3,4
20190117T04Z,-10,664,3,4
20190117T03Z,-12,677,3,4
20190117T02Z,-11,681,3,4
20190117T01Z,-12,648,3,4
20190117T00Z,-12,594,3,4
20190116T23Z,-11,429,3,4
20190116T22Z,-12,399,3,4
20190116T21Z,-12,392,3,4
20190116T20Z,-10,403,3,4
20190116T19Z,-11,425,3,4
20190116T18Z,-11,468,3,4
20190116T17Z,-9,564,3,4
20190116T16Z,-10,654,3,4
20190116T15Z,-9,840,3,4
20190116T14Z,-11,916,3,4
20190116T13Z,-9,931,3,4
20190116T12Z,-8,923,3,4
20190116T11Z,-6,867,3,4
20190116T10Z,-4,760,3,4
20190116T09Z,-6,680,3,4
20190116T08Z,-4,706,3,4
20190116T07Z,-4,684,3,4
20190116T06Z,-4,675,3,4
20190116T05Z,-5,703,3,53
20190116T04Z,-5,703,3,57
20190116T03Z,-5,714,3,108
20190116T02Z,-3,713,3,115
20190116T01Z,-6,706,3,52
20190116T00Z,-5,686,3,4
20190115T23Z,-3,642,3,4
20190115T22Z,-4,585,3,4
20190115T21Z,-7,577,3,4
20190115T20Z,-4,633,3,4
20190115T19Z,-5,668,3,4
20190115T18Z,-4,707,3,4
20190115T17Z,-5,708,3,4
20190115T16Z,-3,697,3,4
20190115T15Z,-6,703,3,4
20190115T14Z,-3,714,2,4
20190115T13Z,-4,712,2,4
20190115T12Z,-4,669,2,4
20190115T11Z,-7,672,2,4
20190115T10Z,-3,658,2,4
20190115T09Z,-4,576,2,4
20190115T08Z,-5,575,2,4
20190115T07Z,-5,662,2,4
20190115T06Z,-2,666,2,4
20190115T05Z,-5,807,2,4
20190115T04Z,-5,942,2,4
20190115T03Z,-3,998,2,15
20190115T02Z,-5,911,2,40
20190115T01Z,-5,917,2,48
20190115T00Z,-3,851,2,73
20190114T23Z,-4,817,2,7
20190114T22Z,-5,810,2,4
20190114T21Z,-4,770,2,4
20190114T20Z,-4,770,2,4
20190114T19Z,-5,783,2,4
20190114T18Z,-5,799,2,4
20190114T17Z,-4,808,1,4
20190114T16Z,-4,799,1,4
20190114T15Z,-5,781,2,4
20190114T14Z,-4,808,2,4
20190114T13Z,-3,831,2,4
20190114T12Z,-6,758,2,4
20190114T11Z,-3,554,2,4
20190114T10Z,-5,579,2,4
20190114T09Z,-6,554,2,4
20190114T08Z,-4,536,2,4
20190114T07Z,-4,531,2,3
20190114T06Z,-5,552,2,4
20190114T05Z,-3,533,2,4
20190114T04Z,-4,567,2,4
20190114T03Z,-4,582,2,4
20190114T02Z,-5,579,2,4
20190114T01Z,-4,575,2,4
20190114T00Z,-6,544,2,4
20190113T23Z,-3,484,2,4
20190113T22Z,-5,386,2,4
20190113T21Z,-5,383,3,4
20190113T20Z,-5,378,3,4
20190113T19Z,-4,375,3,4
20190113T18Z,-4,376,3,4
20190113T17Z,-5,396,3,4
20190113T16Z,-4,369,3,4
20190113T15Z,-5,399,3,4
20190113T14Z,-4,332,3,4
20190113T13Z,-5,272,3,4
20190113T12Z,-4,272,3,4
20190113T11Z,-4,272,3,4
20190113T10Z,-4,270,3,4
20190113T09Z,-5,270,3,4
20190113T08Z,-3,259,3,4
20190113T07Z,-5,260,2,4
20190113T06Z,-5,362,2,4
20190113T05Z,-4,389,2,4
20190113T04Z,-4,382,2,4
20190113T03Z,-5,373,3,4
20190113T02Z,-4,373,3,4
20190113T01Z,-3,399,3,4
20190113T00Z,-4,389,3,4
20190112T23Z,-7,362,3,4
20190112T22Z,-3,370,3,4
20190112T21Z,-6,396,2,4
20190112T20Z,-4,384,3,4
20190112T19Z,-4,404,3,4
20190112T18Z,-4,473,3,4
20190112T17Z,-6,524,3,4
20190112T16Z,-3,559,3,4
20190112T15Z,-5,589,3,4
20190112T14Z,-5,574,3,4
20190112T13Z,-4,544,2,4
20190112T12Z,-4,581,2,4
20190112T11Z,-4,571,2,4
20190112T10Z,-6,558,2,4
20190112T09Z,-3,559,3,4
20190112T08Z,-4,565,3,4
20190112T07Z,-5,572,3,4
20190112T06Z,-6,583,3,4
20190112T05Z,-2,608,3,4
20190112T04Z,-6,661,3,4
20190112T03Z,-4,679,3,4
20190112T02Z,-4,672,3,4
20190112T01Z,-4,656,3,4
20190112T00Z,-3,632,3,4
20190111T23Z,-6,593,3,4
20190111T22Z,-6,462,3,4
20190111T21Z,-4,459,3,4
20190111T20Z,-5,522,3,4
20190111T19Z,-3,605,3,4
20190111T18Z,-6,635,3,4
20190111T17Z,-4,807,3,4
20190111T16Z,-5,1057,3,4
20190111T15Z,-3,1103,3,3
20190111T14Z,-7,1191,3,4
20190111T13Z,-3,1221,3,4
20190111T12Z,-5,1191,3,4
20190111T11Z,-5,1134,3,3
20190111T10Z,-4,1028,3,3
20190111T09Z,-4,908,3,4
20190111T08Z,-4,848,3,3
20190111T07Z,-4,838,3,4
20190111T06Z,-6,818,3,3
20190111T05Z,-4,818,3,4
20190111T04Z,-4,838,3,4
20190111T03Z,-5,844,3,3
20190111T02Z,-6,846,3,3
20190111T01Z,-1,854,3,3
20190111T00Z,-5,759,3,3
20190110T23Z,-4,628,3,3
20190110T22Z,-4,566,3,3
20190110T21Z,-6,465,3,3
20190110T20Z,-4,488,3,3
20190110T19Z,-4,589,3,3
20190110T18Z,-4,649,3,3
20190110T17Z,-5,709,2,3
20190110T16Z,-4,843,3,3
20190110T15Z,-5,1006,3,3
20190110T14Z,-5,1078,2,3
20190110T13Z,-6,1116,2,3
20190110T12Z,-5,1053,3,3
20190110T11Z,-2,838,3,3
20190110T10Z,-4,781,3,3
20190110T09Z,-6,620,3,3
20190110T08Z,-4,613,3,3
20190110T07Z,-3,623,3,3
20190110T06Z,-7,587,3,3
20190110T05Z,-3,656,3,3
20190110T04Z,-4,700,3,3
20190110T03Z,-5,701,3,3
20190110T02Z,-5,699,3,3
20190110T01Z,-2,686,3,3
20190110T00Z,-6,623,3,3
20190109T23Z,-3,492,2,3
20190109T22Z,-4,379,2,3
20190109T21Z,-5,370,3,3
20190109T20Z,-5,370,3,3
20190109T19Z,-5,381,3,3
20190109T18Z,-4,442,2,3
20190109T17Z,-3,486,2,3
20190109T16Z,-5,525,2,2
20190109T15Z,-4,524,3,1
20190109T14Z,-3,526,3,0
20190109T13Z,-6,508,3,0
20190109T12Z,-6,535,3,0
20190109T11Z,-2,468,3,0
20190109T10Z,-4,401,3,0
20190109T09Z,-5,375,3,0
20190109T08Z,-4,373,3,0
20190109T07Z,-4,375,3,0
20190109T06Z,-5,377,3,0
20190109T05Z,-3,391,2,0
20190109T04Z,-4,482,3,0
20190109T03Z,-5,537,3,0
20190109T02Z,-5,537,3,0
20190109T01Z,-3,534,3,0
20190109T00Z,-5,478,3,0
20190108T23Z,-5,390,1,0
20190108T22Z,-2,375,0,0
20190108T21Z,-4,366,2,0
20190108T20Z,-5,373,3,0
20190108T19Z,-3,384,3,0
20190108T18Z,-6,391,3,0
20190108T17Z,-3,370,3,0
20190108T16Z,-4,375,3,0
20190108T15Z,-5,417,3,0
20190108T14Z,-4,489,3,0
20190108T13Z,-4,527,3,0
20190108T12Z,-4,460,3,0
20190108T11Z,-5,407,3,0
20190108T10Z,-4,416,3,0
20190108T09Z,-4,408,3,0
20190108T08Z,-5,410,3,0
20190108T07Z,-6,418,3,0
20190108T06Z,-2,384,3,0
20190108T05Z,-4,426,3,0
20190108T04Z,-5,456,3,0
20190108T03Z,-4,446,3,0
20190108T02Z,-4,464,3,0
20190108T01Z,-4,527,3,0
20190108T00Z,-6,458,3,0
20190107T23Z,-4,363,3,0
20190107T22Z,-4,376,3,0
20190107T21Z,-4,372,3,0
20190107T20Z,-6,378,3,0
20190107T19Z,-3,397,3,0
20190107T18Z,-5,426,3,0
20190107T17Z,-3,413,3,0
20190107T16Z,-6,536,3,0
20190107T15Z,-5,535,3,0
20190107T14Z,-3,535,3,0
20190107T13Z,-5,491,3,0
20190107T12Z,-5,476,3,0
20190107T11Z,-4,462,3,0
20190107T10Z,-5,458,3,0
20190107T09Z,-4,485,3,0
20190107T08Z,-5,513,3,0
20190107T07Z,-3,509,3,0
20190107T06Z,-6,465,3,0
20190107T05Z,-6,463,3,0
20190107T04Z,-3,461,3,0
20190107T03Z,-4,473,3,0
20190107T02Z,-5,484,3,0
20190107T01Z,-5,474,3,0
20190107T00Z,-2,424,3,0
20190106T23Z,-5,358,3,0
20190106T22Z,-6,376,3,0
20190106T21Z,-4,381,3,0
20190106T20Z,-4,395,3,0
20190106T19Z,-3,417,3,0
20190106T18Z,-7,455,3,0
20190106T17Z,-2,475,3,0
20190106T16Z,-5,533,3,0
20190106T15Z,-4,569,3,38
20190106T14Z,-5,572,3,41
20190106T13Z,-4,540,3,44
20190106T12Z,-6,550,3,38
20190106T11Z,-6,543,3,36
20190106T10Z,-4,519,3,22
20190106T09Z,-4,520,3,0
20190106T08Z,-4,519,3,0
20190106T07Z,-5,534,3,0
20190105T06Z,-5,474,3,0
20190105T05Z,-6,446,3,0
20190105T04Z,-2,509,3,0
20190105T03Z,-6,541,3,0
20190105T02Z,-4,553,3,0
20190105T01Z,-6,548,3,0
20190105T00Z,-4,541,3,0
20190104T23Z,-4,509,3,0
20190104T22Z,-5,488,3,0
20190104T21Z,-3,487,3,0
20190104T20Z,-5,493,3,0
20190104T19Z,-3,497,3,0
20190104T18Z,-5,508,3,0
20190104T17Z,-6,509,3,0
20190104T16Z,-3,484,3,0
20190104T15Z,-5,368,3,0
20190104T14Z,-4,448,3,0
20190104T13Z,-6,430,3,0
20190104T12Z,-4,396,3,0
20190104T11Z,-4,395,3,0
20190104T10Z,-5,385,3,0
20190104T09Z,-4,391,3,0
20190104T08Z,-4,407,3,0
20190104T07Z,-6,427,3,0
20190104T06Z,-4,372,3,0
20190104T05Z,-5,405,3,0
20190104T04Z,-4,533,3,0
20190104T03Z,-3,535,3,0
20190104T02Z,-5,534,3,0
20190104T01Z,-4,535,3,0
20190104T00Z,-5,529,3,0
20190103T23Z,-6,528,3,0
20190103T22Z,-4,507,3,0
20190103T21Z,-5,420,0,0
20190103T20Z,-2,421,0,0
20190103T19Z,-5,421,0,0
20190103T18Z,-5,413,0,0
20190103T17Z,-5,407,3,0
20190103T16Z,-4,422,3,0
20190103T15Z,-5,423,3,0
20190103T14Z,-6,426,3,0
20190103T13Z,-3,394,3,0
20190103T12Z,-4,484,3,0
20190103T11Z,-6,358,3,0
20190103T10Z,-5,358,3,0
20190103T09Z,-3,359,3,0
20190103T08Z,-5,359,3,0
20190103T07Z,-5,357,3,0
20190103T06Z,-4,361,3,0
20190103T05Z,-3,423,3,0
20190103T04Z,-6,419,3,0
20190103T03Z,-7,471,3,0
20190103T02Z,-2,524,3,0
20190103T01Z,-5,518,2,0
20190103T00Z,-5,523,3,0
20190102T23Z,-4,515,3,0
20190102T22Z,-4,496,2,0
20190102T21Z,-3,436,0,0
20190102T20Z,-7,382,0,0
20190102T19Z,-3,385,0,0
20190102T18Z,-4,383,0,0
20190102T17Z,-6,401,0,0
20190102T16Z,-5,380,0,0
20190102T15Z,-3,388,2,0
20190102T14Z,-4,442,3,0
20190102T13Z,-7,408,3,0
20190102T12Z,-3,407,3,0
20190102T11Z,-5,365,3,0
20190102T10Z,-2,361,3,0
20190102T09Z,-7,361,3,0
20190102T08Z,-4,362,3,0
20190102T07Z,-4,365,3,0
20190102T06Z,-5,438,3,0
20190102T05Z,-6,459,3,0
20190102T04Z,-2,461,3,0
20190102T03Z,-5,407,3,0
20190102T02Z,-6,414,3,0
20190102T01Z,-4,452,3,0
20190102T00Z,-3,451,3,0
20190101T23Z,-6,409,3,0
20190101T22Z,-5,426,3,0
20190101T21Z,-4,440,3,0
20190101T20Z,-4,451,3,0
20190101T19Z,-4,492,3,0
20190101T18Z,-6,485,3,0
20190101T17Z,-4,451,3,0
20190101T16Z,-3,440,3,0
20190101T15Z,-5,371,3,0
20190101T14Z,-5,361,3,0
20190101T13Z,-3,356,3,0
20190101T12Z,-7,356,3,0
20190101T11Z,-3,357,3,0
20190101T10Z,-5,358,3,0
20190101T09Z,-5,357,3,0
20190101T08Z,-5,378,3,0
20190101T07Z,-5,416,3,0
20181231T06Z,-2,350,2,0
20181231T05Z,-6,387,2,0
20181231T04Z,-5,487,3,0
20181231T03Z,-4,465,3,0
20181231T02Z,-4,525,3,0
20181231T01Z,-6,522,3,0
20181231T00Z,-5,520,3,0
20181230T23Z,-4,463,3,0
20181230T22Z,-3,391,3,0
20181230T21Z,-7,398,3,0
20181230T20Z,-3,409,3,0
20181230T19Z,-5,413,3,0
20181230T18Z,-5,413,3,0
20181230T17Z,-5,375,3,0
20181230T16Z,-5,370,3,0
20181230T15Z,-4,355,3,0
20181230T14Z,-6,355,3,1
20181230T13Z,-4,354,3,1
20181230T12Z,-3,357,3,1
20181230T11Z,-5,358,3,1
20181230T10Z,-6,359,3,1
20181230T09Z,-5,362,3,1
20181230T08Z,-3,362,3,1
20181230T07Z,-6,362,3,1
20181230T06Z,-6,360,3,1
20181230T05Z,-3,362,3,1
20181230T04Z,-5,367,3,1
20181230T03Z,-4,364,3,1
20181230T02Z,-5,407,3,2
20181230T01Z,-5,492,3,1
20181230T00Z,-4,439,3,1
20181229T23Z,-6,373,3,1
20181229T22Z,-4,362,3,1
20181229T21Z,-5,362,3,1
20181229T20Z,-4,363,2,1
20181229T19Z,-5,363,2,1
20181229T18Z,-6,364,3,1
20181229T17Z,-3,374,3,1
20181229T16Z,-4,365,3,1
20181229T15Z,-6,363,3,2
20181229T14Z,-5,364,3,1
20181229T13Z,-6,362,3,1
20181229T12Z,-1,363,3,1
20181229T11Z,-7,362,3,1
20181229T10Z,-5,364,3,1
20181229T09Z,-4,362,3,1
20181229T08Z,-6,362,3,1
20181229T07Z,-3,362,3,1
20181229T06Z,-5,361,3,1
20181229T05Z,-5,371,3,1
20181229T04Z,-5,419,3,1
20181229T03Z,-4,410,3,1
20181229T02Z,-4,424,3,1
20181229T01Z,-6,438,3,1
20181229T00Z,-5,452,3,2
20181228T23Z,-4,425,3,1
20181228T22Z,-4,391,3,2
20181228T21Z,-5,388,3,2
20181228T20Z,-4,401,3,2
20181228T19Z,-6,413,3,2
20181228T18Z,-4,418,3,2
20181228T17Z,-6,415,3,3
20181228T16Z,-3,398,3,3
20181228T15Z,-5,410,3,3
20181228T14Z,-6,372,3,3
20181228T13Z,-4,362,3,3
20181228T12Z,-4,365,3,3
20181228T11Z,-4,364,3,3
20181228T10Z,-6,364,3,3
20181228T09Z,-4,363,3,3
20181228T08Z,-5,365,2,3
20181228T07Z,-5,364,2,3
20181228T06Z,-3,362,3,3
20181228T05Z,-6,364,3,3
20181228T04Z,-6,390,3,3
20181228T03Z,-2,440,3,3
20181228T02Z,-5,470,3,3
20181228T01Z,-6,469,3,3
20181228T00Z,-4,525,3,3
20181227T23Z,-5,516,3,3
20181227T22Z,-4,431,3,3
20181227T21Z,-5,370,3,1
20181227T20Z,-4,391,3,3
20181227T19Z,-5,410,3,3
20181227T18Z,-5,434,3,3
20181227T17Z,-3,460,3,3
20181227T16Z,-5,476,3,3
20181227T15Z,-5,461,3,3
20181227T14Z,-6,480,3,3
20181227T13Z,-2,476,3,3
20181227T12Z,-5,405,3,3
20181227T11Z,-7,373,3,3
20181227T10Z,-3,373,3,3
20181227T09Z,-4,371,3,3
20181227T08Z,-5,375,2,3
20181227T07Z,-5,392,2,3
20181227T06Z,-4,406,2,3
20181227T05Z,-5,472,3,3
20181227T04Z,-5,515,3,3
20181227T03Z,-4,513,3,3
20181227T02Z,-3,489,3,3
20181227T01Z,-6,456,2,3
20181227T00Z,-7,462,3,3
20181226T23Z,-2,394,3,3
20181226T22Z,-5,378,3,3
20181226T21Z,-5,378,3,3
20181226T20Z,-5,386,3,3
20181226T19Z,-3,420,3,3
20181226T18Z,-6,459,2,3
20181226T17Z,-6,469,2,3
20181226T16Z,-5,470,2,3
20181226T15Z,-7,539,3,3
20181226T14Z,-6,562,3,3
20181226T13Z,-6,490,3,3
20181226T12Z,-5,461,3,3
20181226T11Z,-7,528,3,3
20181226T10Z,-5,437,3,3
20181226T09Z,-6,401,3,3
20181226T08Z,-7,392,3,3
20181226T07Z,-6,391,3,3
20181226T06Z,-5,376,3,3
20181226T05Z,-7,387,3,3
20181226T04Z,-6,403,3,3
20181226T03Z,-5,419,3,3
20181226T02Z,-7,375,3,3
20181226T01Z,-5,440,3,3
20181226T00Z,-6,414,3,3
20181225T23Z,-5,376,3,3
20181225T22Z,-7,378,3,3
20181225T21Z,-5,376,3,3
20181225T20Z,-6,388,3,3
20181225T19Z,-6,446,3,3
20181225T18Z,-6,528,3,3
20181225T17Z,-6,522,3,3
20181225T16Z,-5,580,3,3
20181225T15Z,-8,688,3,3
20181225T14Z,-5,637,3,3
20181225T13Z,-6,638,3,3
20181225T12Z,-6,563,3,3
20181225T11Z,-7,557,3,3
20181225T10Z,-5,576,3,3
20181225T09Z,-7,576,3,3
20181225T08Z,-5,570,3,3
20181225T07Z,-7,561,3,3
20181225T06Z,-8,539,3,3
20181225T05Z,-3,546,3,3
20181225T04Z,-7,574,3,3
20181225T03Z,-5,573,3,3
20181225T02Z,-7,560,3,3
20181225T01Z,-5,529,3,3
20181225T00Z,-6,534,3,3
20181224T23Z,-6,457,3,3
20181224T22Z,-6,416,3,3
20181224T21Z,-7,379,3,3
20181224T20Z,-6,396,3,3
20181224T19Z,-5,436,3,3
20181224T18Z,-5,451,3,3
20181224T17Z,-7,434,3,3
20181224T16Z,-6,483,3,3
20181224T15Z,-6,567,3,3
20181224T14Z,-4,567,3,3
20181224T13Z,-9,561,3,3
20181224T12Z,-7,539,3,3
20181224T11Z,-3,459,3,3
20181224T10Z,-7,406,3,3
20181224T09Z,-5,378,3,3
20181224T08Z,-7,377,3,3
20181224T07Z,-6,393,3,3
20181224T06Z,-5,375,3,3
20181224T05Z,-7,386,3,3
20181224T04Z,-8,418,3,3
20181224T03Z,-4,397,3,3
20181224T02Z,-5,409,3,3
20181224T01Z,-6,398,3,3
20181224T00Z,-6,367,3,3
20181223T23Z,-7,358,3,3
20181223T22Z,-4,358,3,3
20181223T21Z,-9,358,3,3
20181223T20Z,-5,358,3,3
20181223T19Z,-5,363,3,3
20181223T18Z,-5,374,3,3
20181223T17Z,-8,458,3,3
20181223T16Z,-5,497,3,3
20181223T15Z,-5,558,3,3
20181223T14Z,-9,567,3,3
20181223T13Z,-7,548,3,3
20181223T12Z,-5,506,3,3
20181223T11Z,-6,543,3,3
20181223T10Z,-6,527,3,3
20181223T09Z,-6,521,2,3
20181223T08Z,-5,518,3,3
20181223T07Z,-5,514,3,3
20181223T06Z,-9,547,3,3
20181223T05Z,-5,561,3,3
20181223T04Z,-6,543,3,3
20181223T03Z,-6,536,3,3
20181223T02Z,-6,502,3,3
20181223T01Z,-7,466,3,3
20181223T00Z,-4,439,3,3
20181222T23Z,-5,381,3,3
20181222T22Z,-7,370,3,3
20181222T21Z,-7,371,3,3
20181222T20Z,-5,377,3,3
20181222T19Z,-6,378,3,3
20181222T18Z,-7,433,3,3
20181222T17Z,-5,484,3,3
20181222T16Z,-6,572,3,3
20181222T15Z,-6,661,3,3
20181222T14Z,-9,712,3,3
20181222T13Z,-4,710,2,3
20181222T12Z,-7,700,3,3
20181222T11Z,-7,659,3,3
20181222T10Z,-5,657,3,3
20181222T09Z,-7,612,3,3
20181222T08Z,-5,551,3,3
20181222T07Z,-8,576,3,3
20181222T06Z,-5,782,3,3
20181222T05Z,-6,816,3,3
20181222T04Z,-6,767,3,3
20181222T03Z,-6,830,3,3
20181222T02Z,-6,844,3,3
20181222T01Z,-5,864,3,3
20181222T00Z,-7,848,3,3
20181221T23Z,-7,734,3,3
20181221T22Z,-6,653,3,3
20181221T21Z,-5,652,3,3
20181221T20Z,-6,661,3,3
20181221T19Z,-6,664,3,3
20181221T18Z,-6,628,3,3
20181221T17Z,-8,618,4,3
20181221T16Z,-4,587,4,3
20181221T15Z,-7,553,4,3
20181221T14Z,-8,551,4,3
20181221T13Z,-6,546,4,3
20181221T12Z,-3,525,4,3
20181221T11Z,-6,429,4,3
20181221T10Z,-8,402,4,3
20181221T09Z,-5,389,4,3
20181221T08Z,-7,387,4,3
20181221T07Z,-7,396,4,3
20181221T06Z,-6,446,4,3
20181221T05Z,-6,494,4,3
20181221T04Z,-9,472,4,3
20181221T03Z,-3,472,4,3
20181221T02Z,-7,534,4,3
20181221T01Z,-8,533,4,3
20181221T00Z,-6,536,4,3
20181220T23Z,-6,515,4,3
20181220T22Z,-5,487,4,3
20181220T21Z,-8,513,4,3
20181220T20Z,-5,524,4,3
20181220T19Z,-5,533,4,3
20181220T18Z,-7,534,4,3
20181220T17Z,-6,534,4,2
20181220T16Z,-5,505,4,2
20181220T15Z,-8,458,4,3
20181220T14Z,-7,463,4,3
20181220T13Z,-4,483,4,3
20181220T12Z,-9,439,4,3
20181220T11Z,-6,402,4,3
20181220T10Z,-5,381,4,3
20181220T09Z,-7,382,4,3
20181220T08Z,-8,390,4,3
20181220T07Z,-8,406,4,3
20181220T06Z,-15,463,4,3
20181220T05Z,-17,501,4,3
20181220T04Z,-14,495,4,3
20181220T03Z,-14,505,4,3
20181220T02Z,-16,506,4,3
20181220T01Z,-15,542,4,3
20181220T00Z,-14,541,4,3
20181219T23Z,-17,534,4,3
20181219T22Z,-14,488,4,3
20181219T21Z,-13,475,4,3
20181219T20Z,-16,480,4,3
20181219T19Z,-13,499,4,3
20181219T18Z,-15,515,4,3
20181219T17Z,-13,542,4,3
20181219T16Z,-16,553,4,3
20181219T15Z,-16,560,4,3
20181219T14Z,-15,562,4,3
20181219T13Z,-16,555,4,3
20181219T12Z,-12,544,4,3
20181219T11Z,-16,541,4,3
20181219T10Z,-2,476,4,3
20181219T09Z,21,442,4,3
20181219T08Z,27,420,4,3
20181219T07Z,138,378,3,3
20181219T06Z,148,377,4,3
20181219T05Z,137,419,4,3
20181219T04Z,129,546,4,3
20181219T03Z,128,550,4,3
20181219T02Z,130,554,4,3
20181219T01Z,128,535,4,3
20181219T00Z,128,529,4,3
20181218T23Z,129,461,4,3
20181218T22Z,129,467,4,0
20181218T21Z,144,372,4,0
20181218T20Z,212,373,4,0
20181218T19Z,225,381,4,0
20181218T18Z,226,437,4,1
20181218T17Z,225,472,4,1
20181218T16Z,225,553,4,1
20181218T15Z,227,638,4,1
20181218T14Z,226,680,4,1
20181218T13Z,226,674,4,1
20181218T12Z,228,573,4,1
20181218T11Z,212,570,4,2
20181218T10Z,146,561,4,1
20181218T09Z,125,468,4,1
20181218T08Z,123,446,4,2
20181218T07Z,126,427,4,1
20181218T06Z,140,381,4,1
20181218T05Z,181,450,4,2
20181218T04Z,222,509,4,1
20181218T03Z,225,558,4,2
20181218T02Z,227,510,4,81
20181218T01Z,223,549,4,23
20181218T00Z,169,546,4,1
20181217T23Z,129,439,4,2
20181217T22Z,129,357,4,1
20181217T21Z,128,360,4,1
20181217T20Z,129,363,4,0
20181217T19Z,130,360,4,0
20181217T18Z,128,363,4,0
20181217T17Z,130,422,4,0
20181217T16Z,147,467,4,0
20181217T15Z,171,539,4,1
20181217T14Z,176,543,4,1
20181217T13Z,188,558,4,1
20181217T12Z,175,504,4,1
20181217T11Z,147,387,4,1
20181217T10Z,131,380,4,1
20181217T09Z,126,377,4,1
20181217T08Z,131,378,4,1
20181217T07Z,128,379,4,1
20181217T06Z,130,379,4,1
20181217T05Z,131,428,4,1
20181217T04Z,128,487,4,1
20181217T03Z,131,551,4,1
20181217T02Z,174,549,4,1
20181217T01Z,207,459,4,1
20181217T00Z,221,331,4,1
20181216T23Z,214,242,4,2
20181216T22Z,189,254,4,1
20181216T21Z,160,232,4,1
20181216T20Z,164,241,4,1
20181216T19Z,179,253,4,1
20181216T18Z,175,252,4,1
20181216T17Z,183,268,4,1
20181216T16Z,206,272,4,1
20181216T15Z,189,271,4,1
20181216T14Z,177,261,4,1
20181216T13Z,173,283,4,1
20181216T12Z,173,239,4,1
20181216T11Z,163,252,4,1
20181216T10Z,160,232,4,1
20181216T09Z,163,235,4,1
20181216T08Z,163,238,4,1
20181216T07Z,166,252,4,1
20181216T06Z,196,262,4,1
20181216T05Z,191,255,4,1
20181216T04Z,197,255,4,2
20181216T03Z,204,259,4,1
20181216T02Z,200,266,4,2
20181216T01Z,202,258,4,2
20181216T00Z,219,275,4,1
20181215T23Z,217,252,4,2
20181215T22Z,219,225,4,2
20181215T21Z,219,236,4,2
20181215T20Z,216,227,4,2
20181215T19Z,221,258,4,2
20181215T18Z,217,265,4,2
20181215T17Z,218,251,4,2
20181215T16Z,222,273,4,2
20181215T15Z,216,262,4,2
20181215T14Z,219,246,4,2
20181215T13Z,220,240,4,2
20181215T12Z,211,229,4,2
20181215T11Z,196,222,4,2
20181215T10Z,178,213,4,2
20181215T09Z,185,199,4,2
20181215T08Z,185,211,3,2
20181215T07Z,184,216,4,2
20181215T06Z,193,226,4,2
20181215T05Z,212,250,4,2
20181215T04Z,207,235,4,2
20181215T03Z,209,270,4,2
20181215T02Z,208,271,4,2
20181215T01Z,210,267,4,2
20181215T00Z,211,266,4,2
20181214T23Z,209,261,4,2
20181214T22Z,207,243,4,2
20181214T21Z,208,259,4,2
20181214T20Z,208,258,4,2
20181214T19Z,210,260,4,2
20181214T18Z,205,262,4,2
20181214T17Z,208,261,4,2
20181214T16Z,209,262,4,2
20181214T15Z,205,262,3,2
20181214T14Z,210,260,4,2
20181214T13Z,210,260,4,2
20181214T12Z,164,246,4,2
20181214T11Z,128,223,4,2
20181214T10Z,129,208,4,2
20181214T09Z,130,185,4,2
20181214T08Z,127,183,4,2
20181214T07Z,130,183,4,2
20181214T06Z,207,185,4,2
20181214T05Z,212,266,4,2
20181214T04Z,220,467,4,2
20181214T03Z,230,544,4,2
20181214T02Z,226,545,4,2
20181214T01Z,229,541,4,2
20181214T00Z,228,540,4,2
20181213T23Z,212,446,4,2
20181213T22Z,130,440,4,2
20181213T21Z,120,478,4,2
