,coal,natural gas,solar
20181230T02-05,641,240,0
20181230T01-05,759,238,0
20181230T00-05,829,285,0
20181229T23-05,763,490,0
20181229T22-05,854,531,0
20181229T21-05,966,528,0
20181229T20-05,1070,525,0
20181229T19-05,1168,522,0
20181229T18-05,1124,513,0
20181229T17-05,1135,512,1
20181229T16-05,1132,512,1
20181229T15-05,1101,514,1
20181229T14-05,1054,514,1
20181229T13-05,991,515,1
20181229T12-05,927,517,1
20181229T11-05,867,513,1
20181229T10-05,770,509,0
20181229T09-05,691,450,0
20181229T08-05,706,296,0
20181229T07-05,645,264,0
20181229T06-05,642,223,0
20181229T05-05,640,210,0
20181229T04-05,642,215,0
20181229T03-05,640,245,0
20181229T02-05,669,265,0
20181229T01-05,747,248,0
20181229T00-05,829,312,0
20181228T23-05,782,478,0
20181228T22-05,908,546,0
20181228T21-05,1014,545,0
20181228T20-05,1106,545,0
20181228T19-05,1172,553,0
20181228T18-05,1114,514,0
20181228T17-05,1050,513,0
20181228T16-05,989,513,1
20181228T15-05,941,535,1
20181228T14-05,934,613,1
20181228T13-05,949,525,1
20181228T12-05,937,515,1
20181228T11-05,870,516,1
20181228T10-05,784,517,1
20181228T09-05,741,460,0
20181228T08-05,797,301,0
20181228T07-05,719,266,0
20181228T06-05,685,222,0
20181228T05-05,641,216,0
20181228T04-05,642,204,0
20181228T03-05,643,212,0
20181228T02-05,654,241,0
20181228T01-05,769,204,0
20181228T00-05,822,291,0
20181227T23-05,923,363,0
20181227T22-05,959,468,0
20181227T21-05,997,529,0
20181227T20-05,1056,529,0
20181227T19-05,1084,528,0
20181227T18-05,935,526,0
20181227T17-05,858,523,1
20181227T16-05,841,522,1
20181227T15-05,836,524,0
20181227T14-05,849,524,1
20181227T13-05,848,525,1
20181227T12-05,840,526,1
20181227T11-05,948,433,1
20181227T10-05,1081,276,1
20181227T09-05,1049,275,0
20181227T08-05,1073,212,0
20181227T07-05,907,256,0
20181227T06-05,768,264,0
20181227T05-05,684,260,0
20181227T04-05,642,265,0
20181227T03-05,660,251,0
20181227T02-05,700,236,0
20181227T01-05,746,244,0
20181227T00-05,790,280,0
20181226T23-05,919,280,0
20181226T22-05,1049,280,0
20181226T21-05,1137,280,0
20181226T20-05,1192,280,0
20181226T19-05,1225,280,0
20181226T18-05,1066,277,0
20181226T17-05,979,275,0
20181226T16-05,967,273,1
20181226T15-05,984,269,1
20181226T14-05,1025,247,1
20181226T13-05,1060,241,1
20181226T12-05,1050,252,1
20181226T11-05,1079,299,1
20181226T10-05,1133,300,1
20181226T09-05,1159,299,0
20181226T08-05,1208,255,0
20181226T07-05,1199,160,0
20181226T06-05,1060,157,0
20181226T05-05,940,157,0
20181226T04-05,889,157,0
20181226T03-05,865,157,0
20181226T02-05,897,157,0
20181226T01-05,881,157,0
20181226T00-05,941,157,0
20181225T23-05,1032,159,0
20181225T22-05,1090,182,0
20181225T21-05,1135,191,0
20181225T20-05,1117,191,0
20181225T19-05,1157,191,0
20181225T18-05,969,191,0
20181225T17-05,849,191,0
20181225T16-05,852,226,1
20181225T15-05,899,241,1
20181225T14-05,1049,240,1
20181225T13-05,1119,241,1
20181225T12-05,1139,140,1
20181225T11-05,1168,353,1
20181225T10-05,1185,387,1
20181225T09-05,1207,419,0
20181225T08-05,1209,366,0
20181225T07-05,1171,245,0
20181225T06-05,1047,243,0
20181225T05-05,952,243,0
20181225T04-05,906,244,0
20181225T03-05,897,244,0
20181225T02-05,903,244,0
20181225T01-05,963,214,0
20181225T00-05,1053,218,0
20181224T23-05,1031,304,0
20181224T22-05,1081,304,0
20181224T21-05,1108,305,0
20181224T20-05,1105,332,0
20181224T19-05,1185,310,0
20181224T18-05,1090,305,0
20181224T17-05,1055,305,0
20181224T16-05,1057,305,1
20181224T15-05,1074,142,1
20181224T14-05,1102,306,1
20181224T13-05,1150,309,1
20181224T12-05,1198,327,1
20181224T11-05,1254,325,1
20181224T10-05,1284,437,1
20181224T09-05,1288,517,0
20181224T08-05,1284,462,0
20181224T07-05,1281,349,0
20181224T06-05,1280,355,0
20181224T05-05,1278,315,0
20181224T04-05,1244,295,0
20181224T03-05,1209,295,0
20181224T02-05,1217,295,0
20181224T01-05,1257,298,0
20181224T00-05,1285,344,0
20181223T23-05,1285,420,0
20181223T22-05,1287,483,0
20181223T21-05,1284,487,0
20181223T20-05,1287,445,0
20181223T19-05,1284,409,0
20181223T18-05,1184,312,0
20181223T17-05,1061,305,1
20181223T16-05,1041,305,1
20181223T15-05,1060,305,1
20181223T14-05,1113,311,1
20181223T13-05,1174,349,1
20181223T12-05,1273,400,1
20181223T11-05,1285,418,1
20181223T10-05,1285,418,1
20181223T09-05,1287,661,0
20181223T08-05,1287,589,0
20181223T07-05,1282,510,0
20181223T06-05,1280,399,0
20181223T05-05,1279,407,0
20181223T04-05,1282,405,0
20181223T03-05,1281,448,0
20181223T02-05,1280,432,0
20181223T01-05,1283,426,0
20181223T00-05,1286,445,0
20181222T23-05,1285,464,0
20181222T22-05,1288,431,0
20181222T21-05,1285,393,0
20181222T20-05,1285,362,0
20181222T19-05,1272,329,0
20181222T18-05,1167,313,0
20181222T17-05,1065,296,1
20181222T16-05,1027,296,1
20181222T15-05,1054,296,1
20181222T14-05,1094,314,1
20181222T13-05,1152,356,1
20181222T12-05,1266,172,1
20181222T11-05,1283,481,1
20181222T10-05,1284,575,2
20181222T09-05,1286,600,1
20181222T08-05,1283,488,0
20181222T07-05,1282,342,0
20181222T06-05,1201,296,0
20181222T05-05,1118,295,0
20181222T04-05,1083,296,0
20181222T03-05,1073,296,0
20181222T02-05,1090,296,0
20181222T01-05,1148,302,0
20181222T00-05,1225,418,0
20181221T23-05,1283,402,0
20181221T22-05,1283,469,0
20181221T21-05,1285,489,0
20181221T20-05,1283,568,0
20181221T19-05,1283,555,0
20181221T18-05,1284,390,0
20181221T17-05,1286,253,0
20181221T16-05,1287,187,1
20181221T15-05,1283,185,1
20181221T14-05,1278,202,1
20181221T13-05,1277,237,1
20181221T12-05,1276,247,1
20181221T11-05,1278,253,1
20181221T10-05,1276,256,0
20181221T09-05,1267,214,0
20181221T08-05,1184,114,0
20181221T07-05,1128,204,0
20181221T06-05,1003,158,0
20181221T05-05,882,158,0
20181221T04-05,825,158,0
20181221T03-05,814,158,0
20181221T02-05,833,158,0
20181221T01-05,893,158,0
20181221T00-05,971,158,0
20181220T23-05,1154,166,0
20181220T22-05,1278,193,0
20181220T21-05,1284,196,0
20181220T20-05,1282,259,0
20181220T19-05,1281,298,0
20181220T18-05,1274,198,0
20181220T17-05,1241,185,0
20181220T16-05,1195,186,0
20181220T15-05,1186,231,0
20181220T14-05,1204,231,0
20181220T13-05,1176,269,0
20181220T12-05,1144,274,0
20181220T11-05,1137,276,0
20181220T10-05,1116,240,0
20181220T09-05,1178,158,0
20181220T08-05,1140,158,0
20181220T07-05,1048,158,0
20181220T06-05,902,158,0
20181220T05-05,797,158,0
20181220T04-05,760,158,0
20181220T03-05,766,158,0
20181220T02-05,811,158,0
20181220T01-05,883,158,0
20181220T00-05,1035,158,0
20181219T23-05,1146,158,0
20181219T22-05,1210,173,0
20181219T21-05,1237,82,0
20181219T20-05,1283,206,0
20181219T19-05,1275,233,0
20181219T18-05,1279,217,0
20181219T17-05,1219,160,0
20181219T16-05,1155,159,0
20181219T15-05,1143,159,0
20181219T14-05,1151,159,0
20181219T13-05,1164,158,1
20181219T12-05,1187,158,0
20181219T11-05,1164,289,1
20181219T10-05,1253,310,1
20181219T09-05,1282,397,0
20181219T08-05,1277,382,0
20181219T07-05,1247,382,0
20181219T06-05,1122,377,0
20181219T05-05,1018,323,0
20181219T04-05,949,323,0
20181219T03-05,930,323,0
20181219T02-05,933,323,0
20181219T01-05,968,323,0
20181219T00-05,1055,323,0
20181218T23-05,1190,323,0
20181218T22-05,1283,371,0
20181218T21-05,1284,446,0
20181218T20-05,1285,460,0
20181218T19-05,1287,411,0
20181218T18-05,1240,229,0
20181218T17-05,1187,134,0
20181218T16-05,1140,134,1
20181218T15-05,1129,134,1
20181218T14-05,992,275,1
20181218T13-05,1006,345,1
20181218T12-05,1169,306,1
20181218T11-05,1282,312,1
20181218T10-05,1289,427,1
20181218T09-05,1290,251,0
20181218T08-05,1289,584,0
20181218T07-05,1257,522,0
20181218T06-05,1163,430,0
20181218T05-05,1109,380,0
20181218T04-05,1099,297,0
20181218T03-05,1051,296,0
20181218T02-05,1037,296,0
20181218T01-05,1044,296,0
20181218T00-05,1098,296,0
20181217T23-05,1201,355,0
20181217T22-05,1213,434,0
20181217T21-05,1249,464,0
20181217T20-05,1256,513,0
20181217T19-05,1234,463,0
20181217T18-05,990,499,0
20181217T17-05,797,519,0
20181217T16-05,740,539,1
20181217T15-05,742,541,1
20181217T14-05,752,541,1
20181217T13-05,803,543,1
20181217T12-05,896,544,1
20181217T11-05,982,539,1
20181217T10-05,1147,472,1
20181217T09-05,1274,424,0
20181217T08-05,1287,457,0
20181217T07-05,1264,316,0
20181217T06-05,1151,200,0
20181217T05-05,1018,162,0
20181217T04-05,936,162,0
20181217T03-05,887,162,0
20181217T02-05,879,162,0
20181217T01-05,901,162,0
20181217T00-05,982,162,0
20181216T23-05,1144,162,0
20181216T22-05,1226,210,0
20181216T21-05,1264,303,0
20181216T20-05,1276,317,0
20181216T19-05,1184,355,0
20181216T18-05,1142,283,0
20181216T17-05,1090,242,1
20181216T16-05,1112,173,1
20181216T15-05,1141,137,1
20181216T14-05,1162,138,1
20181216T13-05,1182,149,1
20181216T12-05,1222,151,1
20181216T11-05,1269,142,1
20181216T10-05,1251,157,1
20181216T09-05,1166,139,1
20181216T08-05,1025,138,0
20181216T07-05,874,138,0
20181216T06-05,781,138,0
20181216T05-05,737,138,0
20181216T04-05,722,138,0
20181216T03-05,740,138,0
20181216T02-05,776,138,0
20181216T01-05,836,138,0
20181216T00-05,941,138,0
20181215T23-05,1097,138,0
20181215T22-05,1209,138,0
20181215T21-05,1254,143,0
20181215T20-05,1272,174,0
20181215T19-05,1273,208,0
20181215T18-05,1218,151,0
20181215T17-05,1174,141,0
20181215T16-05,1167,143,0
20181215T15-05,1196,140,0
20181215T14-05,1224,139,1
20181215T13-05,1258,138,1
20181215T12-05,1259,146,1
20181215T11-05,1236,162,0
20181215T10-05,1197,144,0
20181215T09-05,1095,138,0
20181215T08-05,955,138,0
20181215T07-05,809,138,0
20181215T06-05,733,138,0
20181215T05-05,693,137,0
20181215T04-05,687,137,0
20181215T03-05,698,137,0
20181215T02-05,731,137,0
20181215T01-05,801,137,0
20181215T00-05,921,136,0
20181214T23-05,1098,137,0
20181214T22-05,1214,154,0
20181214T21-05,1251,157,0
20181214T20-05,1262,211,0
20181214T19-05,1260,250,0
20181214T18-05,1262,257,0
20181214T17-05,1242,190,0
20181214T16-05,1220,160,0
20181214T15-05,1220,140,1
20181214T14-05,1219,156,0
20181214T13-05,1218,157,0
20181214T12-05,1219,158,0
20181214T11-05,1186,160,0
20181214T10-05,1179,138,0
20181214T09-05,1156,138,0
20181214T08-05,1130,137,0
20181214T07-05,1018,137,0
20181214T06-05,865,137,0
20181214T05-05,780,137,0
20181214T04-05,742,136,0
20181214T03-05,740,137,0
20181214T02-05,773,137,0
20181214T01-05,834,142,0
20181214T00-05,790,137,0
20181213T23-05,983,137,0
20181213T22-05,1223,142,0
20181213T21-05,1270,159,0
20181213T20-05,1274,162,0
20181213T19-05,1264,182,0
20181213T18-05,1144,165,0
20181213T17-05,1025,137,0
20181213T16-05,980,137,0
20181213T15-05,975,72,1
20181213T14-05,1000,137,1
20181213T13-05,1038,137,1
20181213T12-05,1093,137,1
20181213T11-05,1121,137,1
20181213T10-05,1185,137,1
20181213T09-05,1263,147,0
20181213T08-05,1258,228,0
20181213T07-05,1239,222,0
20181213T06-05,1140,138,0
20181213T05-05,1057,133,0
20181213T04-05,1025,133,0
20181213T03-05,1028,135,0
20181213T02-05,961,224,0
20181213T01-05,891,337,0
20181213T00-05,768,348,0
20181212T23-05,673,454,0
20181212T22-05,637,523,0
20181212T21-05,635,538,0
20181212T20-05,634,488,0
20181212T19-05,631,417,0
20181212T18-05,632,464,0
20181212T17-05,631,293,0
20181212T16-05,634,227,1
20181212T15-05,637,224,1
20181212T14-05,637,291,1
20181212T13-05,638,408,1
20181212T12-05,637,522,1
20181212T11-05,638,425,1
20181212T10-05,637,445,1
20181212T09-05,637,525,0
20181212T08-05,637,539,0
20181212T07-05,638,502,0
20181212T06-05,636,484,0
20181212T05-05,636,553,0
20181212T04-05,634,503,0
20181212T03-05,635,493,0
20181212T02-05,635,475,0
20181212T01-05,635,468,0
20181212T00-05,633,385,0
20181211T23-05,637,418,0
20181211T22-05,640,456,0
20181211T21-05,641,481,0
20181211T20-05,642,474,0
20181211T19-05,643,438,0
20181211T18-05,642,324,0
20181211T17-05,642,276,1
20181211T16-05,641,308,1
20181211T15-05,642,284,1
20181211T14-05,643,277,1
20181211T13-05,643,327,1
20181211T12-05,642,284,1
20181211T11-05,644,157,1
20181211T10-05,643,327,1
20181211T09-05,594,334,0
20181211T08-05,610,210,0
20181211T07-05,635,301,0
20181211T06-05,635,187,0
20181211T05-05,636,214,0
20181211T04-05,635,241,0
20181211T03-05,636,229,0
20181211T02-05,637,223,0
20181211T01-05,626,239,0
20181211T00-05,618,257,0
20181210T23-05,613,252,0
20181210T22-05,627,161,0
20181210T21-05,760,234,0
20181210T20-05,839,176,0
20181210T19-05,1029,209,0
20181210T18-05,1012,117,0
20181210T17-05,1029,93,0
20181210T16-05,1104,75,0
20181210T15-05,1104,51,0
20181210T14-05,1121,51,0
20181210T13-05,1127,75,1
20181210T12-05,1197,224,1
20181210T11-05,1183,109,1
20181210T10-05,1165,41,0
20181210T09-05,1174,72,0
20181210T08-05,1181,73,0
20181210T07-05,1197,9,0
20181210T06-05,1072,-3,0
20181210T05-05,997,-3,0
20181210T04-05,924,-3,0
20181210T03-05,898,-3,0
20181210T02-05,905,-3,0
20181210T01-05,899,-3,0
20181210T00-05,991,-3,0
20181209T23-05,1078,-3,0
20181209T22-05,1105,-3,0
20181209T21-05,1103,-3,0
20181209T20-05,1192,-3,0
20181209T19-05,1234,-3,0
20181209T18-05,1114,-3,0
20181209T17-05,1033,-3,0
20181209T16-05,1057,-3,0
20181209T15-05,1094,1,1
20181209T14-05,1147,17,1
20181209T13-05,1160,1,0
20181209T12-05,1140,47,0
20181209T11-05,1103,47,0
20181209T10-05,1184,43,0
20181209T09-05,1202,-3,0
20181209T08-05,960,-3,0
20181209T07-05,845,-3,0
20181209T06-05,782,-3,0
20181209T05-05,747,-3,0
20181209T04-05,751,-3,0
20181209T03-05,776,-2,0
20181209T02-05,821,-2,0
20181209T01-05,897,-2,0
20181209T00-05,978,-2,0
20181208T23-05,1037,-2,0
20181208T22-05,1140,-2,0
20181208T21-05,1102,7,0
20181208T20-05,1083,47,0
20181208T19-05,1173,49,0
20181208T18-05,1081,87,0
20181208T17-05,1150,0,0
20181208T16-05,1134,-3,1
20181208T15-05,1126,-4,1
20181208T14-05,1128,-3,1
20181208T13-05,1119,-3,1
20181208T12-05,1098,-3,1
20181208T11-05,1042,-4,1
20181208T10-05,1054,-4,1
20181208T09-05,1123,-4,0
20181208T08-05,1107,-4,0
20181208T07-05,1088,-4,0
20181208T06-05,1106,-4,0
20181208T05-05,1055,-4,0
20181208T04-05,1033,-4,0
20181208T03-05,1031,-4,0
20181208T02-05,1056,-4,0
20181208T01-05,1099,-4,0
20181208T00-05,1141,-4,0
20181207T23-05,1177,-4,0
20181207T22-05,1178,-4,0
20181207T21-05,1202,-4,0
20181207T20-05,1185,-4,0
20181207T19-05,1194,-4,0
20181207T18-05,1170,-4,0
20181207T17-05,1168,-4,0
20181207T16-05,1132,-4,1
20181207T15-05,1140,-4,1
20181207T14-05,1164,-4,1
20181207T13-05,1192,-4,1
20181207T12-05,1146,-4,1
20181207T11-05,1173,2,2
20181207T10-05,1137,46,2
20181207T09-05,1138,48,1
20181207T08-05,1222,45,0
20181207T07-05,1232,-2,0
20181207T06-05,1232,-4,0
20181207T05-05,1213,-4,0
20181207T04-05,1232,-4,0
20181207T03-05,1237,-4,0
20181207T02-05,1247,-4,0
20181207T01-05,1261,-4,0
20181207T00-05,1254,-4,0
20181206T23-05,1244,-3,0
20181206T22-05,1260,51,0
20181206T21-05,1262,-2,0
20181206T20-05,1259,-4,0
20181206T19-05,1273,-4,0
20181206T18-05,1207,-4,0
20181206T17-05,1188,-4,0
20181206T16-05,1212,-4,1
20181206T15-05,1247,-4,1
20181206T14-05,1219,-4,1
20181206T13-05,1059,115,1
20181206T12-05,1098,153,1
20181206T11-05,1175,247,2
20181206T10-05,1265,386,1
20181206T09-05,1265,386,1
20181206T08-05,1265,387,0
20181206T07-05,1273,353,0
20181206T06-05,1226,350,0
20181206T05-05,1227,240,0
20181206T04-05,1237,204,0
20181206T03-05,1214,174,0
20181206T02-05,1219,170,0
20181206T01-05,1211,168,0
20181206T00-05,1210,136,0
20181205T23-05,1258,165,0
20181205T22-05,1239,165,0
20181205T21-05,1278,142,0
20181205T20-05,1280,122,0
20181205T19-05,1270,112,0
20181205T18-05,1148,53,0
20181205T17-05,1125,37,1
20181205T16-05,1139,9,1
20181205T15-05,1139,-4,1
20181205T14-05,1119,-4,1
20181205T13-05,1111,-4,1
20181205T12-05,1111,-4,1
20181205T11-05,1146,-4,1
20181205T10-05,1136,-4,1
20181205T09-05,1138,-4,1
20181205T08-05,1148,-4,0
20181205T07-05,1109,-4,0
20181205T06-05,1026,-4,0
20181205T05-05,1041,-4,0
20181205T04-05,1003,-4,0
20181205T03-05,977,-4,0
20181205T02-05,975,-4,0
20181205T01-05,1010,-4,0
20181205T00-05,1063,-4,0
20181204T23-05,1121,-4,0
20181204T22-05,1163,-4,0
20181204T21-05,1204,-4,0
20181204T20-05,1218,-4,0
20181204T19-05,1220,-4,0
20181204T18-05,1181,-5,0
20181204T17-05,1174,-5,0
20181204T16-05,1230,-5,0
20181204T15-05,1223,-5,1
20181204T14-05,1197,-5,1
20181204T13-05,1164,-5,1
20181204T12-05,1138,-5,1
20181204T11-05,1141,-5,1
20181204T10-05,1125,-5,1
20181204T09-05,1185,-5,0
20181204T08-05,1184,-5,0
20181204T07-05,1151,-5,0
20181204T06-05,968,-5,0
20181204T05-05,882,-5,0
20181204T04-05,865,-5,0
20181204T03-05,886,-5,0
20181204T02-05,938,-5,0
20181204T01-05,1002,-6,0
20181204T00-05,920,94,0
20181203T23-05,981,167,0
20181203T22-05,1085,211,0
20181203T21-05,1089,356,0
20181203T20-05,1054,426,0
20181203T19-05,937,436,0
20181203T18-05,837,313,0
20181203T17-05,751,315,0
20181203T16-05,633,411,1
20181203T15-05,629,415,1
20181203T14-05,630,403,1
20181203T13-05,621,424,1
20181203T12-05,625,386,1
20181203T11-05,629,354,1
20181203T10-05,632,355,1
20181203T09-05,628,294,0
20181203T08-05,630,232,0
20181203T07-05,635,225,0
20181203T06-05,631,211,0
20181203T05-05,632,177,0
20181203T04-05,634,162,0
20181203T03-05,635,162,0
20181203T02-05,637,189,0
20181203T01-05,638,202,0
20181203T00-05,638,292,0
20181202T23-05,637,340,0
20181202T22-05,634,434,0
20181202T21-05,636,551,0
20181202T20-05,636,525,0
20181202T19-05,637,523,0
20181202T18-05,634,456,0
20181202T17-05,633,425,0
20181202T16-05,635,430,1
20181202T15-05,634,419,1
20181202T14-05,635,351,1
20181202T13-05,637,466,1
20181202T12-05,639,357,1
20181202T11-05,639,380,1
20181202T10-05,636,354,1
20181202T09-05,637,245,1
20181202T08-05,629,193,0
20181202T07-05,594,216,0
20181202T06-05,595,149,0
20181202T05-05,592,132,0
20181202T04-05,594,133,0
20181202T03-05,612,132,0
20181202T02-05,628,147,0
20181202T01-05,636,196,0
20181202T00-05,637,216,0
20181201T23-05,639,203,0
20181201T22-05,637,198,0
20181201T21-05,638,225,0
20181201T20-05,636,210,0
20181201T19-05,636,210,0
20181201T18-05,637,172,0
20181201T17-05,640,150,0
20181201T16-05,639,189,1
20181201T15-05,639,182,1
20181201T14-05,638,184,1
20181201T13-05,640,142,1
20181201T12-05,638,157,1
20181201T11-05,638,146,1
20181201T10-05,639,203,1
20181201T09-05,639,217,1
20181201T08-05,640,216,0
20181201T07-05,628,225,0
20181201T06-05,595,179,0
20181201T05-05,594,137,0
20181201T04-05,589,137,0
20181201T03-05,607,138,0
20181201T02-05,629,155,0
20181201T01-05,638,202,0
20181201T00-05,638,197,0
20181130T23-05,639,292,0
20181130T22-05,636,386,0
20181130T21-05,637,445,0
20181130T20-05,638,439,0
20181130T19-05,640,303,0
20181130T18-05,640,424,0
20181130T17-05,635,384,0
20181130T16-05,644,352,0
20181130T15-05,644,358,1
20181130T14-05,645,371,1
20181130T13-05,646,390,1
20181130T12-05,646,375,1
20181130T11-05,646,374,1
20181130T10-05,645,375,1
20181130T09-05,644,409,0
20181130T08-05,645,534,0
20181130T07-05,644,496,0
20181130T06-05,641,432,0
20181130T05-05,642,444,0
20181130T04-05,641,407,0
20181130T03-05,641,379,0
20181130T02-05,642,372,0
20181130T01-05,641,382,0
20181130T00-05,641,324,0
20181129T23-05,641,378,0
20181129T22-05,640,447,0
20181129T21-05,642,334,0
20181129T20-05,642,453,0
20181129T19-05,641,438,0
20181129T18-05,639,361,0
20181129T17-05,639,366,0
20181129T16-05,637,357,1
20181129T15-05,633,335,1
20181129T14-05,631,338,1
20181129T13-05,798,294,1
20181129T12-05,909,257,1
20181129T11-05,990,320,1
20181129T10-05,954,266,1
20181129T09-05,989,263,0
20181129T08-05,1095,288,0
20181129T07-05,1011,387,0
20181129T06-05,1004,291,0
20181129T05-05,1004,262,0
20181129T04-05,1026,271,0
20181129T03-05,1029,302,0
20181129T02-05,1016,277,0
20181129T01-05,997,266,0
20181129T00-05,1083,263,0
20181128T23-05,1107,278,0
20181128T22-05,1107,342,0
20181128T21-05,1108,423,0
20181128T20-05,1107,419,0
20181128T19-05,1105,359,0
20181128T18-05,1035,217,0
20181128T17-05,851,252,0
20181128T16-05,887,177,1
20181128T15-05,908,136,1
20181128T14-05,949,137,1
20181128T13-05,1006,209,1
20181128T12-05,944,316,1
20181128T11-05,938,280,1
20181128T10-05,988,344,1
20181128T09-05,988,425,1
20181128T08-05,1069,493,0
20181128T07-05,1054,447,0
20181128T06-05,1004,251,0
20181128T05-05,1010,234,0
20181128T04-05,979,217,0
20181128T03-05,976,173,0
20181128T02-05,967,136,0
20181128T01-05,950,136,0
20181128T00-05,968,136,0
20181127T23-05,1059,144,0
20181127T22-05,1076,228,0
20181127T21-05,1078,298,0
20181127T20-05,1077,350,0
20181127T19-05,1074,311,0
20181127T18-05,1038,173,0
20181127T17-05,1000,139,1
20181127T16-05,997,135,1
20181127T15-05,975,136,1
20181127T14-05,1001,139,1
20181127T13-05,1028,139,1
20181127T12-05,1020,134,1
20181127T11-05,1027,140,1
20181127T10-05,1025,140,0
20181127T09-05,1027,159,0
20181127T08-05,1026,178,0
20181127T07-05,1026,205,0
20181127T06-05,1009,149,0
20181127T05-05,893,133,0
20181127T04-05,873,133,0
20181127T03-05,862,133,0
20181127T02-05,909,133,0
20181127T01-05,860,133,0
20181127T00-05,932,133,0
20181126T23-05,1138,133,0
20181126T22-05,1252,160,0
20181126T21-05,1269,201,0
20181126T20-05,1270,209,0
20181126T19-05,1274,301,0
20181126T18-05,1268,220,0
20181126T17-05,1268,183,0
