,coal,natural gas,solar
20190209T13-05,598,526,1
20190209T12-05,576,527,1
20190209T11-05,603,533,1
20190209T10-05,587,533,1
20190209T09-05,565,534,1
20190209T08-05,488,533,0
20190209T07-05,397,533,0
20190209T06-05,334,501,0
20190209T05-05,334,458,0
20190209T04-05,333,444,0
20190209T03-05,332,453,0
20190209T02-05,334,499,0
20190209T01-05,392,535,0
20190209T00-05,505,538,0
20190208T23-05,549,537,0
20190208T22-05,535,534,0
20190208T21-05,527,530,0
20190208T20-05,553,528,0
20190208T19-05,567,542,0
20190208T18-05,545,542,0
20190208T17-05,582,517,1
20190208T16-05,570,517,1
20190208T15-05,549,519,2
20190208T14-05,583,520,2
20190208T13-05,582,523,1
20190208T12-05,561,527,2
20190208T11-05,551,529,2
20190208T10-05,541,536,2
20190208T09-05,583,541,1
20190208T08-05,608,542,0
20190208T07-05,577,542,0
20190208T06-05,464,537,0
20190208T05-05,347,515,0
20190208T04-05,326,411,0
20190208T03-05,328,425,0
20190208T02-05,342,533,0
20190208T01-05,399,541,0
20190208T00-05,530,539,0
20190207T23-05,688,536,0
20190207T22-05,872,536,0
20190207T21-05,1000,535,0
20190207T20-05,1120,525,0
20190207T19-05,1121,519,0
20190207T18-05,1082,518,0
20190207T17-05,1063,516,1
20190207T16-05,1017,517,2
20190207T15-05,961,517,2
20190207T14-05,897,518,2
20190207T13-05,834,520,2
20190207T12-05,785,519,1
20190207T11-05,762,519,2
20190207T10-05,766,519,2
20190207T09-05,783,520,0
20190207T08-05,813,510,0
20190207T07-05,793,416,0
20190207T06-05,670,330,0
20190207T05-05,647,252,0
20190207T04-05,647,184,0
20190207T03-05,648,182,0
20190207T02-05,648,203,0
20190207T01-05,654,273,0
20190207T00-05,777,247,0
20190206T23-05,831,350,0
20190206T22-05,840,538,0
20190206T21-05,978,537,0
20190206T20-05,1070,531,0
20190206T19-05,1073,521,0
20190206T18-05,1000,519,0
20190206T17-05,959,519,1
20190206T16-05,913,518,0
20190206T15-05,863,518,0
20190206T14-05,796,519,0
20190206T13-05,751,519,0
20190206T12-05,724,247,0
20190206T11-05,748,520,0
20190206T10-05,780,520,0
20190206T09-05,850,520,0
20190206T08-05,887,520,0
20190206T07-05,773,520,0
20190206T06-05,646,432,0
20190206T05-05,670,276,0
20190206T04-05,657,207,0
20190206T03-05,648,221,0
20190206T02-05,648,250,0
20190206T01-05,650,264,0
20190206T00-05,753,277,0
20190205T23-05,877,280,0
20190205T22-05,1006,280,0
20190205T21-05,1153,280,0
20190205T20-05,1177,279,0
20190205T19-05,1155,276,0
20190205T18-05,1115,273,0
20190205T17-05,1081,274,1
20190205T16-05,1050,272,1
20190205T15-05,1006,273,1
20190205T14-05,971,276,1
20190205T13-05,955,276,1
20190205T12-05,957,279,1
20190205T11-05,1005,280,1
20190205T10-05,1102,280,1
20190205T09-05,1191,281,0
20190205T08-05,1223,280,0
20190205T07-05,1133,268,0
20190205T06-05,898,266,0
20190205T05-05,730,266,0
20190205T04-05,668,266,0
20190205T03-05,650,266,0
20190205T02-05,659,266,0
20190205T01-05,696,266,0
20190205T00-05,772,266,0
20190204T23-05,897,266,0
20190204T22-05,1007,266,0
20190204T21-05,1108,266,0
20190204T20-05,1047,266,0
20190204T19-05,1029,265,0
20190204T18-05,978,266,0
20190204T17-05,877,266,1
20190204T16-05,946,266,1
20190204T15-05,939,266,1
20190204T14-05,956,266,1
20190204T13-05,940,266,1
20190204T12-05,1022,266,1
20190204T11-05,1038,277,0
20190204T10-05,1013,266,0
20190204T09-05,991,266,0
20190204T08-05,977,266,0
20190204T07-05,888,266,0
20190204T06-05,687,261,0
20190204T05-05,650,209,0
20190204T04-05,649,168,0
20190204T03-05,649,169,0
20190204T02-05,647,177,0
20190204T01-05,654,251,0
20190204T00-05,772,239,0
20190203T23-05,752,396,0
20190203T22-05,752,501,0
20190203T21-05,829,248,0
20190203T20-05,903,247,0
20190203T19-05,948,533,0
20190203T18-05,905,531,0
20190203T17-05,872,528,0
20190203T16-05,846,244,0
20190203T15-05,839,524,0
20190203T14-05,842,525,0
20190203T13-05,837,528,0
20190203T12-05,816,530,0
20190203T11-05,806,531,0
20190203T10-05,773,521,0
20190203T09-05,728,459,0
20190203T08-05,709,307,0
20190203T07-05,650,246,0
20190203T06-05,650,172,0
20190203T05-05,650,153,0
20190203T04-05,649,154,0
20190203T03-05,648,159,0
20190203T02-05,649,179,0
20190203T01-05,672,216,0
20190203T00-05,780,206,0
20190202T23-05,753,355,0
20190202T22-05,751,467,0
20190202T21-05,777,248,0
20190202T20-05,842,530,0
20190202T19-05,857,529,0
20190202T18-05,781,529,0
20190202T17-05,757,530,0
20190202T16-05,756,523,0
20190202T15-05,762,521,1
20190202T14-05,776,522,1
20190202T13-05,798,524,1
20190202T12-05,812,528,1
20190202T11-05,823,529,1
20190202T10-05,804,530,1
20190202T09-05,772,491,0
20190202T08-05,768,359,0
20190202T07-05,724,267,0
20190202T06-05,677,250,0
20190202T05-05,650,227,0
20190202T04-05,651,217,0
20190202T03-05,654,226,0
20190202T02-05,700,219,0
20190202T01-05,780,203,0
20190202T00-05,774,335,0
20190201T23-05,771,457,0
20190201T22-05,805,530,0
20190201T21-05,888,530,0
20190201T20-05,914,530,0
20190201T19-05,909,528,0
20190201T18-05,810,527,0
20190201T17-05,786,524,0
20190201T16-05,752,522,0
20190201T15-05,765,522,1
20190201T14-05,787,525,1
20190201T13-05,826,528,1
20190201T12-05,902,531,1
20190201T11-05,905,534,1
20190201T10-05,966,538,1
20190201T09-05,1048,544,0
20190201T08-05,1164,547,0
20190201T07-05,1066,546,0
20190201T06-05,941,547,0
20190201T05-05,892,542,0
20190201T04-05,849,539,0
20190201T03-05,852,534,0
20190201T02-05,862,532,0
20190201T01-05,899,532,0
20190201T00-05,987,532,0
20190131T23-05,1130,532,0
20190131T22-05,1214,504,0
20190131T21-05,1273,490,0
20190131T20-05,1183,532,0
20190131T19-05,1089,529,0
20190131T18-05,1059,532,0
20190131T17-05,923,532,0
20190131T16-05,865,532,1
20190131T15-05,925,533,1
20190131T14-05,1053,532,1
20190131T13-05,1179,569,1
20190131T12-05,1188,706,1
20190131T11-05,1136,702,1
20190131T10-05,1191,742,1
20190131T09-05,1193,747,0
20190131T08-05,1272,710,0
20190131T07-05,1289,729,0
20190131T06-05,1246,671,0
20190131T05-05,1287,746,0
20190131T04-05,1288,748,0
20190131T03-05,1284,769,0
20190131T02-05,1287,805,0
20190131T01-05,1290,760,0
20190131T00-05,1283,764,0
20190130T23-05,1262,782,0
20190130T22-05,1132,785,0
20190130T21-05,1150,784,0
20190130T20-05,1047,773,0
20190130T19-05,1053,735,0
20190130T18-05,1150,660,0
20190130T17-05,1130,312,1
20190130T16-05,1054,494,1
20190130T15-05,1023,494,0
20190130T14-05,1041,501,1
20190130T13-05,1116,516,1
20190130T12-05,1194,531,1
20190130T11-05,1230,531,1
20190130T10-05,1110,531,1
20190130T09-05,1133,531,0
20190130T08-05,1045,532,0
20190130T07-05,1018,532,0
20190130T06-05,739,532,0
20190130T05-05,660,532,0
20190130T04-05,692,531,0
20190130T03-05,693,532,0
20190130T02-05,738,531,0
20190130T01-05,798,531,0
20190130T00-05,932,532,0
20190129T23-05,1058,531,0
20190129T22-05,1112,532,0
20190129T21-05,1116,532,0
20190129T20-05,1152,531,0
20190129T19-05,1147,532,0
20190129T18-05,1031,532,0
20190129T17-05,928,531,1
20190129T16-05,849,531,1
20190129T15-05,827,532,1
20190129T14-05,866,532,1
20190129T13-05,956,532,1
20190129T12-05,1078,532,1
20190129T11-05,1128,532,1
20190129T10-05,1222,612,1
20190129T09-05,1284,703,0
20190129T08-05,1265,794,0
20190129T07-05,1290,636,0
20190129T06-05,1232,599,0
20190129T05-05,1208,597,0
20190129T04-05,1197,556,0
20190129T03-05,1128,554,0
20190129T02-05,1103,553,0
20190129T01-05,1134,554,0
20190129T00-05,1206,553,0
20190128T23-05,1277,573,0
20190128T22-05,1286,648,0
20190128T21-05,1287,632,0
20190128T20-05,1280,635,0
20190128T19-05,1235,590,0
20190128T18-05,998,542,0
20190128T17-05,827,542,1
20190128T16-05,802,542,1
20190128T15-05,835,543,1
20190128T14-05,938,546,1
20190128T13-05,1079,542,1
20190128T12-05,1268,504,1
20190128T11-05,1290,696,0
20190128T10-05,1292,689,0
20190128T09-05,1289,698,0
20190128T08-05,1287,755,0
20190128T07-05,1186,725,0
20190128T06-05,987,647,0
20190128T05-05,981,635,0
20190128T04-05,1112,596,0
20190128T03-05,1116,554,0
20190128T02-05,1111,553,0
20190128T01-05,1125,554,0
20190128T00-05,1065,553,0
20190127T23-05,1090,553,0
20190127T22-05,1152,554,0
20190127T21-05,1148,553,0
20190127T20-05,1245,572,0
20190127T19-05,1288,607,0
20190127T18-05,1284,618,0
20190127T17-05,1286,618,0
20190127T16-05,1286,556,0
20190127T15-05,1288,574,0
20190127T14-05,1290,640,0
20190127T13-05,1288,613,0
20190127T12-05,1290,291,0
20190127T11-05,1288,683,0
20190127T10-05,1290,671,0
20190127T09-05,1279,587,0
20190127T08-05,1148,550,0
20190127T07-05,975,553,0
20190127T06-05,879,554,0
20190127T05-05,893,554,0
20190127T04-05,941,553,0
20190127T03-05,965,553,0
20190127T02-05,988,553,0
20190127T01-05,1012,552,0
20190127T00-05,906,552,0
20190126T23-05,982,551,0
20190126T22-05,970,550,0
20190126T21-05,960,548,0
20190126T20-05,1015,547,0
20190126T19-05,1091,546,0
20190126T18-05,1117,545,0
20190126T17-05,997,544,0
20190126T16-05,922,253,0
20190126T15-05,949,544,1
20190126T14-05,989,545,1
20190126T13-05,1061,253,1
20190126T12-05,1124,547,1
20190126T11-05,1116,551,1
20190126T10-05,1197,555,1
20190126T09-05,1205,557,0
20190126T08-05,1114,558,0
20190126T07-05,1014,558,0
20190126T06-05,961,557,0
20190126T05-05,1020,557,0
20190126T04-05,1024,558,0
20190126T03-05,1083,558,0
20190126T02-05,1073,558,0
20190126T01-05,1099,558,0
20190126T00-05,1112,558,0
20190125T23-05,1112,557,0
20190125T22-05,1149,259,0
20190125T21-05,1153,555,0
20190125T20-05,1146,546,0
20190125T19-05,1140,544,0
20190125T18-05,954,545,0
20190125T17-05,822,543,1
20190125T16-05,788,543,1
20190125T15-05,804,544,1
20190125T14-05,892,546,1
20190125T13-05,990,549,1
20190125T12-05,1102,553,1
20190125T11-05,1090,554,1
20190125T10-05,1152,556,1
20190125T09-05,1225,560,0
20190125T08-05,1237,560,0
20190125T07-05,1117,533,0
20190125T06-05,988,534,0
20190125T05-05,938,533,0
20190125T04-05,820,533,0
20190125T03-05,752,534,0
20190125T02-05,689,533,0
20190125T01-05,691,533,0
20190125T00-05,738,528,0
20190124T23-05,842,533,0
20190124T22-05,971,534,0
20190124T21-05,1059,533,0
20190124T20-05,1101,533,0
20190124T19-05,1053,532,0
20190124T18-05,875,531,0
20190124T17-05,795,530,0
20190124T16-05,771,530,1
20190124T15-05,0,0,0
20190124T14-05,789,529,1
20190124T13-05,788,531,1
20190124T12-05,768,531,1
20190124T11-05,769,537,0
20190124T10-05,752,526,0
20190124T09-05,750,499,0
20190124T08-05,743,503,0
20190124T07-05,645,497,0
20190124T06-05,642,349,0
20190124T05-05,644,291,0
20190124T04-05,642,291,0
20190124T03-05,642,291,0
20190124T02-05,642,295,0
20190124T01-05,641,328,0
20190123T00-05,700,509,0
20190122T23-05,810,534,0
20190122T22-05,962,534,0
20190122T21-05,1070,534,0
20190122T20-05,1132,533,0
20190122T19-05,1093,532,0
20190122T18-05,911,530,0
20190122T17-05,816,529,1
20190122T16-05,780,528,1
20190122T15-05,794,528,1
20190122T14-05,846,529,1
20190122T13-05,913,532,1
20190122T12-05,1015,533,1
20190122T11-05,1092,539,1
20190122T10-05,1102,576,1
20190122T09-05,1072,618,0
20190122T08-05,1144,667,0
20190122T07-05,1225,603,0
20190122T06-05,1210,529,0
20190122T05-05,1230,528,0
20190122T04-05,1235,528,0
20190122T03-05,1260,528,0
20190122T02-05,1258,528,0
20190122T01-05,1237,528,0
20190122T00-05,1129,528,0
20190121T23-05,1137,528,0
20190121T22-05,1161,528,0
20190121T21-05,1201,529,0
20190121T20-05,1221,533,0
20190121T19-05,1194,564,0
20190121T18-05,1018,535,0
20190121T17-05,982,537,1
20190121T16-05,944,537,1
20190121T15-05,989,540,1
20190121T14-05,1069,540,1
20190121T13-05,1123,557,1
20190121T12-05,1155,591,1
20190121T11-05,1263,707,1
20190121T10-05,1286,971,1
20190121T09-05,1286,1047,0
20190121T08-05,1286,914,0
20190121T07-05,1284,712,0
20190121T06-05,1267,680,0
20190121T05-05,1281,633,0
20190121T04-05,1281,589,0
20190121T03-05,1280,508,0
20190121T02-05,1281,539,0
20190121T01-05,1278,588,0
20190121T00-05,1280,624,0
20190120T23-05,1278,694,0
20190120T22-05,1282,617,0
20190120T21-05,1280,567,0
20190120T20-05,1279,603,0
20190120T19-05,1258,598,0
20190120T18-05,1240,558,0
20190120T17-05,1210,548,0
20190120T16-05,1164,544,0
20190120T15-05,1167,539,1
20190120T14-05,1169,537,1
20190120T13-05,1222,538,1
20190120T12-05,1194,538,1
20190120T11-05,1171,539,1
20190120T10-05,1074,540,1
20190120T09-05,917,536,0
20190120T08-05,741,479,0
20190120T07-05,709,331,0
20190120T06-05,650,266,0
20190120T05-05,639,221,0
20190120T04-05,639,179,0
20190120T03-05,639,223,0
20190120T02-05,639,231,0
20190120T01-05,681,242,0
20190120T00-05,753,289,0
20190119T23-05,712,434,0
20190119T22-05,751,504,0
20190119T21-05,803,532,0
20190119T20-05,874,530,0
20190119T19-05,908,529,0
20190119T18-05,825,525,0
20190119T17-05,780,520,1
20190119T16-05,767,519,1
20190119T15-05,758,521,1
20190119T14-05,772,521,1
20190119T13-05,791,524,1
20190119T12-05,831,527,1
20190119T11-05,901,533,1
20190119T10-05,1000,545,0
20190119T09-05,1177,404,0
20190119T08-05,1199,266,0
20190119T07-05,1042,293,0
20190119T06-05,922,135,0
20190119T05-05,842,294,0
20190119T04-05,804,135,0
20190119T03-05,764,293,0
20190119T02-05,766,293,0
20190119T01-05,801,292,0
20190119T00-05,861,291,0
20190118T23-05,959,291,0
20190118T22-05,1042,288,0
20190118T21-05,1104,285,0
20190118T20-05,1143,284,0
20190118T19-05,1160,280,0
20190118T18-05,1034,277,0
20190118T17-05,984,275,1
20190118T16-05,996,274,1
20190118T15-05,1003,275,1
20190118T14-05,981,277,1
20190118T13-05,1078,227,1
20190118T12-05,1028,365,1
20190118T11-05,969,539,1
20190118T10-05,1063,545,1
20190118T09-05,1119,553,0
20190118T08-05,1160,556,0
20190118T07-05,1148,556,0
20190118T06-05,1013,551,0
20190118T05-05,913,541,0
20190118T04-05,814,540,0
20190118T03-05,785,540,0
20190118T02-05,784,539,0
20190118T01-05,808,538,0
20190118T00-05,865,538,0
20190117T23-05,957,537,0
20190117T22-05,1066,537,0
20190117T21-05,1133,538,0
20190117T20-05,1144,537,0
20190117T19-05,1083,535,0
20190117T18-05,873,532,0
20190117T17-05,771,528,1
20190117T16-05,729,246,1
20190117T15-05,744,532,1
20190117T14-05,813,533,1
20190117T13-05,938,536,1
20190117T12-05,1068,548,1
20190117T11-05,1018,525,1
20190117T10-05,1231,493,1
20190117T09-05,1288,662,0
20190117T08-05,1285,639,0
20190117T07-05,1285,755,0
20190117T06-05,1206,634,0
20190117T05-05,1129,607,0
20190117T04-05,1207,567,0
20190117T03-05,1223,549,0
20190117T02-05,1205,549,0
20190117T01-05,1177,549,0
20190117T00-05,1159,576,0
20190116T23-05,1152,652,0
20190116T22-05,1174,714,0
20190116T21-05,1191,668,0
20190116T20-05,1180,666,0
20190116T19-05,1216,593,0
20190116T18-05,1011,548,0
20190116T17-05,887,548,0
20190116T16-05,931,547,0
20190116T15-05,1011,547,1
20190116T14-05,1103,548,1
20190116T13-05,1178,548,1
20190116T12-05,1170,549,1
20190116T11-05,1207,553,1
20190116T10-05,1227,558,1
20190116T09-05,1277,261,0
20190116T08-05,1292,598,0
20190116T07-05,1282,587,0
20190116T06-05,1127,548,0
20190116T05-05,1104,547,0
20190116T04-05,1117,549,0
20190116T03-05,1125,548,0
20190116T02-05,1140,548,0
20190116T01-05,1109,548,0
20190116T00-05,1135,547,0
20190115T23-05,1177,544,0
20190115T22-05,1220,530,0
20190115T21-05,1281,522,0
20190115T20-05,1280,538,0
20190115T19-05,1281,541,0
20190115T18-05,1196,544,0
20190115T17-05,1005,538,1
20190115T16-05,955,538,1
20190115T15-05,992,538,1
20190115T14-05,1052,539,1
20190115T13-05,1119,541,1
20190115T12-05,1180,541,1
20190115T11-05,1276,509,1
20190115T10-05,1279,545,0
20190115T09-05,1200,537,0
20190115T08-05,1102,536,0
20190115T07-05,969,537,0
20190115T06-05,907,537,0
20190115T05-05,843,537,0
20190115T04-05,785,537,0
20190115T03-05,769,537,0
20190115T02-05,780,537,0
20190115T01-05,818,536,0
20190115T00-05,907,537,0
20190114T23-05,1024,549,0
20190114T22-05,1126,594,0
20190114T21-05,1171,645,0
20190114T20-05,1193,650,0
20190114T19-05,1217,558,0
20190114T18-05,1029,531,0
20190114T17-05,875,531,1
20190114T16-05,828,533,1
20190114T15-05,822,534,1
20190114T14-05,845,535,1
20190114T13-05,876,536,1
20190114T12-05,906,537,1
20190114T11-05,925,539,2
20190114T10-05,931,539,0
20190114T09-05,930,541,0
20190114T08-05,928,536,0
20190114T07-05,1024,324,0
20190114T06-05,830,287,0
20190114T05-05,692,277,0
20190114T04-05,648,263,0
20190114T03-05,648,256,0
20190114T02-05,648,270,0
20190114T01-05,707,244,0
20190114T00-05,734,304,0
20190113T23-05,779,418,0
20190113T22-05,852,532,0
20190113T21-05,1058,535,0
20190113T20-05,1133,529,0
20190113T19-05,1072,528,0
20190113T18-05,975,525,0
20190113T17-05,934,524,0
20190113T16-05,911,523,1
20190113T15-05,907,523,1
20190113T14-05,912,523,1
20190113T13-05,894,523,1
20190113T12-05,855,526,1
20190113T11-05,838,528,1
20190113T10-05,813,530,1
20190113T09-05,758,520,0
20190113T08-05,750,398,0
20190113T07-05,741,275,0
20190113T06-05,654,270,0
20190113T05-05,650,251,0
20190113T04-05,649,249,0
20190113T03-05,647,253,0
20190113T02-05,648,286,0
20190113T01-05,727,248,0
20190113T00-05,751,345,0
20190112T23-05,765,428,0
20190112T22-05,755,537,0
20190112T21-05,836,534,0
20190112T20-05,911,532,0
20190112T19-05,952,530,0
20190112T18-05,862,524,0
20190112T17-05,821,522,1
20190112T16-05,793,522,1
20190112T15-05,794,523,1
20190112T14-05,815,523,1
20190112T13-05,847,523,1
20190112T12-05,879,524,1
20190112T11-05,957,526,1
20190112T10-05,1026,539,1
20190112T09-05,1050,548,0
20190112T08-05,965,549,0
20190112T07-05,842,549,0
20190112T06-05,738,549,0
20190112T05-05,667,548,0
20190112T04-05,647,548,0
20190112T03-05,680,548,0
20190112T02-05,697,547,0
20190112T01-05,731,547,0
20190112T00-05,789,546,0
20190111T23-05,880,545,0
20190111T22-05,968,543,0
20190111T21-05,1023,541,0
20190111T20-05,1045,539,0
20190111T19-05,1031,535,0
20190111T18-05,878,530,0
20190111T17-05,788,245,0
20190111T16-05,762,527,1
20190111T15-05,781,528,1
20190111T14-05,855,522,1
20190111T13-05,987,498,1
20190111T12-05,1121,517,1
20190111T11-05,1116,507,2
20190111T10-05,1151,511,2
20190111T09-05,1256,570,0
20190111T08-05,1258,573,0
20190111T07-05,1285,623,0
20190111T06-05,1240,571,0
20190111T05-05,1173,553,0
20190111T04-05,1173,554,0
20190111T03-05,1232,553,0
20190111T02-05,1241,552,0
20190111T01-05,1199,551,0
20190111T00-05,1119,551,0
20190110T23-05,1121,550,0
20190110T22-05,1173,545,0
20190110T21-05,1176,545,0
20190110T20-05,1218,548,0
20190110T19-05,1200,541,0
20190110T18-05,1051,499,0
20190110T17-05,1039,389,1
20190110T16-05,1030,317,2
20190110T15-05,1004,357,2
20190110T14-05,973,507,2
20190110T13-05,1023,548,1
20190110T12-05,1087,548,2
20190110T11-05,1175,548,2
20190110T10-05,1182,552,2
20190110T09-05,1256,556,0
20190110T08-05,1279,547,0
20190110T07-05,1137,547,0
20190110T06-05,1068,547,0
20190110T05-05,1069,544,0
20190110T04-05,969,541,0
20190110T03-05,912,541,0
20190110T02-05,876,541,0
20190110T01-05,877,541,0
20190110T00-05,920,541,0
20190109T23-05,994,541,0
20190109T22-05,1084,541,0
20190109T21-05,1136,541,0
20190109T20-05,1144,540,0
20190109T19-05,1089,533,0
20190109T18-05,978,458,0
20190109T17-05,1070,243,1
20190109T16-05,968,281,1
20190109T15-05,750,519,1
20190109T14-05,757,528,1
20190109T13-05,773,528,1
20190109T12-05,785,532,1
20190109T11-05,814,532,1
20190109T10-05,1030,366,1
20190109T09-05,1159,256,0
20190109T08-05,1176,251,0
20190109T07-05,1084,251,0
20190109T06-05,874,255,0
20190109T05-05,731,253,0
20190109T04-05,678,250,0
20190109T03-05,674,246,0
20190109T02-05,699,247,0
20190109T01-05,758,227,0
20190109T00-05,765,321,0
20190108T23-05,754,474,0
20190108T22-05,838,532,0
20190108T21-05,966,533,0
20190108T20-05,1047,532,0
20190108T19-05,1048,247,0
20190108T18-05,909,528,0
20190108T17-05,839,523,1
20190108T16-05,803,525,1
20190108T15-05,795,521,1
20190108T14-05,793,524,1
20190108T13-05,777,527,1
20190108T12-05,777,531,1
20190108T11-05,815,532,1
20190108T10-05,887,533,1
20190108T09-05,943,534,0
20190108T08-05,968,534,0
20190108T07-05,956,466,0
20190108T06-05,901,296,0
20190108T05-05,774,275,0
20190108T04-05,692,271,0
20190108T03-05,688,265,0
20190108T02-05,738,230,0
20190108T01-05,710,304,0
20190108T00-05,647,460,0
20190107T23-05,728,519,0
20190107T22-05,841,536,0
20190107T21-05,970,534,0
20190107T20-05,1055,533,0
20190107T19-05,1061,532,0
20190107T18-05,909,528,0
20190107T17-05,845,526,1
20190107T16-05,809,525,1
20190107T15-05,789,526,1
20190107T14-05,793,528,1
20190107T13-05,818,527,1
20190107T12-05,841,528,1
20190107T11-05,933,529,2
20190107T10-05,1074,543,1
20190107T09-05,1174,599,0
20190107T08-05,1228,582,0
20190107T07-05,1158,533,0
20190107T06-05,931,534,0
20190107T05-05,763,532,0
20190107T04-05,670,530,0
20190107T03-05,644,529,0
20190107T02-05,644,520,0
20190107T01-05,673,500,0
20190107T00-05,704,490,0
20190106T23-05,789,535,0
20190106T22-05,863,534,0
20190106T21-05,928,532,0
20190106T20-05,946,532,0
20190106T19-05,949,530,0
20190106T18-05,808,529,0
20190106T17-05,744,521,1
20190106T16-05,745,533,1
20190106T15-05,767,530,1
20190106T14-05,803,529,1
20190106T13-05,850,531,1
20190106T12-05,926,532,1
20190106T11-05,1066,535,1
20190106T10-05,1166,590,1
20190106T09-05,1208,650,0
20190106T08-05,1149,556,0
20190106T07-05,959,555,0
20190106T06-05,830,548,0
20190106T05-05,740,540,0
20190106T04-05,692,533,0
20190106T03-05,693,528,0
20190106T02-05,692,531,0
20190106T01-05,708,544,0
20190106T00-05,776,542,0
20190105T23-05,849,541,0
20190105T22-05,920,541,0
20190105T21-05,972,540,0
20190105T20-05,988,540,0
20190105T19-05,986,539,0
20190105T18-05,860,538,0
20190105T17-05,776,536,1
20190105T16-05,753,536,1
20190105T15-05,762,534,1
20190105T14-05,793,534,1
20190105T13-05,821,534,1
20190105T12-05,842,534,1
20190105T11-05,849,533,1
20190105T10-05,921,205,0
20190105T09-05,953,309,0
20190105T08-05,855,265,0
20190105T07-05,725,264,0
20190105T06-05,679,243,0
20190105T05-05,640,226,0
20190105T04-05,642,209,0
20190105T03-05,641,226,0
20190105T02-05,673,228,0
20190105T01-05,758,202,0
20190105T00-05,740,335,0
20190104T23-05,740,446,0
20190104T22-05,772,526,0
20190104T21-05,864,528,0
20190104T20-05,939,528,0
20190104T19-05,997,525,0
20190104T18-05,944,521,0
20190104T17-05,957,517,0
20190104T16-05,946,515,1
20190104T15-05,990,512,1
20190104T14-05,1003,512,1
20190104T13-05,991,514,1
20190104T12-05,925,515,1
20190104T11-05,892,511,1
20190104T10-05,872,419,0
20190104T09-05,860,338,0
20190104T08-05,856,287,0
20190104T07-05,803,242,0
20190104T06-05,734,192,0
20190104T05-05,673,169,0
20190104T04-05,673,157,0
20190104T03-05,688,157,0
20190104T02-05,727,157,0
20190104T01-05,801,157,0
20190104T00-05,856,227,0
20190103T23-05,827,401,0
20190103T22-05,878,512,0
20190103T21-05,998,513,0
20190103T20-05,1111,513,0
20190103T19-05,1177,238,0
20190103T18-05,1100,510,0
20190103T17-05,1085,508,0
20190103T16-05,1070,508,1
20190103T15-05,1022,508,1
20190103T14-05,988,508,1
20190103T13-05,929,509,1
20190103T12-05,860,510,1
20190103T11-05,774,514,1
20190103T10-05,742,475,0
20190103T09-05,757,384,0
20190103T08-05,833,267,0
20190103T07-05,772,258,0
20190103T06-05,731,180,0
20190103T05-05,664,182,0
20190103T04-05,668,160,0
20190103T03-05,689,163,0
20190103T02-05,732,161,0
20190103T01-05,804,161,0
20190103T00-05,896,176,0
20190102T23-05,871,360,0
20190102T22-05,900,494,0
20190102T21-05,1020,515,0
20190102T20-05,1132,514,0
20190102T19-05,1216,514,0
20190102T18-05,1142,511,0
20190102T17-05,1125,511,1
20190102T16-05,1109,510,1
20190102T15-05,1071,511,1
20190102T14-05,1013,512,1
20190102T13-05,957,512,1
20190102T12-05,849,513,1
20190102T11-05,769,508,1
20190102T10-05,785,430,1
20190102T09-05,860,260,0
20190102T08-05,803,246,0
20190102T07-05,748,239,0
20190102T06-05,726,168,0
20190102T05-05,716,160,0
20190102T04-05,729,157,0
20190102T03-05,755,113,0
20190102T02-05,672,152,0
20190102T01-05,739,161,0
20190102T00-05,851,172,0
20190101T23-05,863,315,0
20190101T22-05,973,367,0
20190101T21-05,1035,442,0
20190101T20-05,1095,517,0
20190101T19-05,1194,517,0
20190101T18-05,1171,515,0
20190101T17-05,1198,513,0
20190101T16-05,1209,513,1
20190101T15-05,1194,513,1
20190101T14-05,1158,514,1
20190101T13-05,1086,514,1
20190101T12-05,961,516,1
20190101T11-05,811,519,1
20190101T10-05,699,473,1
20190101T09-05,679,293,0
20190101T08-05,643,249,0
20190101T07-05,642,204,0
20190101T06-05,641,167,0
20190101T05-05,641,161,0
20190101T04-05,640,164,0
20190101T03-05,676,173,0
20190101T02-05,776,159,0
20190101T01-05,843,159,0
20190101T00-05,829,241,0
20181231T23-05,842,382,0
20181231T22-05,916,454,0
20181231T21-05,1027,455,0
20181231T20-05,1179,453,0
20181231T19-05,1277,488,0
20181231T18-05,1222,509,0
20181231T17-05,1230,508,0
20181231T16-05,1232,508,1
20181231T15-05,1208,508,1
20181231T14-05,1152,509,1
20181231T13-05,1087,509,1
20181231T12-05,997,510,1
20181231T11-05,897,512,1
20181231T10-05,783,514,1
20181231T09-05,649,498,0
20181231T08-05,694,351,0
20181231T07-05,649,268,0
20181231T06-05,642,204,0
20181231T05-05,641,159,0
20181231T04-05,640,159,0
20181231T03-05,641,185,0
20181231T02-05,641,207,0
20181231T01-05,726,200,0
20181231T00-05,825,236,0
20181230T23-05,831,409,0
20181230T22-05,857,532,0
20181230T21-05,986,532,0
20181230T20-05,1101,530,0
20181230T19-05,1172,576,0
20181230T18-05,1182,525,0
20181230T17-05,1214,513,1
20181230T16-05,1217,513,1
20181230T15-05,1183,513,1
20181230T14-05,1120,513,1
20181230T13-05,1014,512,1
20181230T12-05,885,513,1
20181230T11-05,794,520,1
20181230T10-05,709,241,1
20181230T09-05,644,443,0
20181230T08-05,645,293,0
20181230T07-05,644,221,0
20181230T06-05,642,169,0
20181230T05-05,642,154,0
20181230T04-05,640,155,0
20181230T03-05,643,182,0
