,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191105T19Z,5299,13223,5903.0,-2.0,253,880.0,285,0.0
20191105T18Z,5044,13264,5917.0,11.0,252,1038.0,240,0.0
20191105T17Z,5029,13510,5927.0,9.0,237,896.0,336,0.0
20191105T16Z,5012,13400,5936.0,-1.0,227,794.0,505,0.0
20191105T15Z,5035,13275,5956.0,0.0,222,548.0,1062,0.0
20191105T14Z,5057,13110,5960.0,-1.0,230,287.0,1484,0.0
20191105T13Z,5036,13256,5968.0,0.0,232,52.0,1631,0.0
20191105T12Z,4861,12997,5968.0,0.0,228,0.0,1027,0.0
20191105T11Z,4288,12119,5964.0,-1.0,227,0.0,477,0.0
20191105T10Z,3967,11295,5961.0,0.0,223,0.0,521,0.0
20191105T09Z,3909,10951,5962.0,0.0,230,0.0,553,0.0
20191105T08Z,3955,10870,5952.0,0.0,218,0.0,542,0.0
20191105T07Z,4071,11047,5962.0,0.0,220,0.0,534,0.0
20191105T06Z,4189,11000,5956.0,0.0,210,0.0,395,0.0
20191105T05Z,4407,11250,5959.0,0.0,204,0.0,488,0.0
20191105T04Z,4823,12072,5941.0,-1.0,204,0.0,554,0.0
20191105T03Z,4888,12900,5950.0,0.0,204,0.0,1027,0.0
20191105T02Z,4991,13359,5947.0,-4.0,203,0.0,1683,0.0
20191105T01Z,5243,13307,5950.0,0.0,206,-1.0,2336,0.0
20191105T00Z,5388,13276,5945.0,-1.0,210,0.0,2335,0.0
20191104T23Z,5191,12875,5949.0,0.0,199,30.0,1287,0.0
20191104T22Z,5330,12485,5952.0,0.0,203,188.0,664,0.0
20191104T21Z,5307,12327,5947.0,0.0,199,434.0,574,0.0
20191104T20Z,5387,12171,5954.0,0.0,204,693.0,468,0.0
20191104T19Z,5338,11999,5957.0,0.0,203,926.0,384,0.0
20191104T18Z,5384,12182,5961.0,0.0,204,952.0,441,0.0
20191104T17Z,5306,12579,5972.0,0.0,197,999.0,786,0.0
20191104T16Z,5078,12918,5974.0,-1.0,193,946.0,1201,0.0
20191104T15Z,4532,13067,5988.0,0.0,194,754.0,2347,0.0
20191104T14Z,4989,13443,5992.0,-1.0,193,407.0,3141,0.0
20191104T13Z,5142,13694,5990.0,-2.0,196,122.0,3120,0.0
20191104T12Z,4764,13278,5992.0,-1.0,197,-1.0,2040,0.0
20191104T11Z,4468,12186,5991.0,0.0,201,0.0,1063,0.0
20191104T10Z,4649,11432,5994.0,0.0,200,0.0,402,0.0
20191104T09Z,4430,10985,5993.0,-2.0,203,0.0,457,0.0
20191104T08Z,4396,10859,5996.0,0.0,202,0.0,385,0.0
20191104T07Z,4461,10773,5991.0,-1.0,204,0.0,414,0.0
20191104T06Z,188,89,,,5,,0,
20191104T05Z,3896,10863,5987.0,0.0,293,-1.0,0,0.0
20191104T04Z,4001,11123,5985.0,-1.0,293,0.0,0,0.0
20191104T03Z,4194,11693,5977.0,0.0,298,0.0,165,0.0
20191104T02Z,4165,11918,5979.0,0.0,302,0.0,256,0.0
20191104T01Z,4432,11913,5982.0,-1.0,304,0.0,497,0.0
20191104T00Z,4645,11638,5974.0,0.0,304,0.0,624,0.0
20191103T23Z,4041,11290,5976.0,-1.0,307,83.0,516,0.0
20191103T22Z,3697,10797,5966.0,-1.0,299,682.0,161,0.0
20191103T21Z,3669,10373,5978.0,0.0,292,1219.0,0,0.0
20191103T20Z,4028,10282,5965.0,0.0,281,1398.0,0,0.0
20191103T19Z,4103,10446,5949.0,0.0,267,1448.0,0,0.0
20191103T18Z,3993,10453,5901.0,-1.0,251,1441.0,0,0.0
20191103T17Z,4451,10895,5821.0,-2.0,227,1438.0,0,0.0
20191103T16Z,4492,11298,5839.0,-1.0,222,1284.0,0,0.0
20191103T15Z,4412,12122,5936.0,-1.0,224,1067.0,25,0.0
20191103T14Z,4418,13047,5989.0,0.0,224,630.0,179,0.0
20191103T13Z,4350,12507,6001.0,-1.0,223,141.0,247,0.0
20191103T12Z,4103,12099,5996.0,0.0,210,0.0,240,0.0
20191103T11Z,3796,11890,6005.0,0.0,216,0.0,25,0.0
20191103T10Z,3933,11356,5993.0,0.0,237,-1.0,0,0.0
20191103T09Z,4297,11425,5992.0,-1.0,250,0.0,0,0.0
20191103T08Z,4255,11458,5998.0,0.0,216,0.0,0,0.0
20191103T07Z,4299,11655,5994.0,-1.0,195,0.0,0,0.0
20191103T06Z,3850,10759,5987.0,0.0,294,-1.0,1013,0.0
20191103T05Z,3856,10758,5987.0,0.0,294,-1.0,1013,0.0
20191103T04Z,4000,10988,5985.0,-1.0,293,0.0,1030,0.0
20191103T03Z,4187,11548,5977.0,0.0,297,0.0,1097,0.0
20191103T02Z,4154,11798,5979.0,0.0,302,0.0,1438,0.0
20191103T01Z,4409,11865,5982.0,-1.0,305,0.0,1686,0.0
20191103T00Z,4639,11683,5974.0,0.0,304,0.0,1800,0.0
20191102T23Z,4043,11289,5976.0,-1.0,307,83.0,1217,0.0
20191102T22Z,3697,10803,5966.0,-1.0,299,682.0,1152,0.0
20191102T21Z,3668,10376,5978.0,0.0,292,1219.0,1091,0.0
20191102T20Z,4027,10284,5965.0,0.0,281,1398.0,1093,0.0
20191102T19Z,4119,10454,5949.0,0.0,267,1448.0,1099,0.0
20191102T18Z,4058,10545,5901.0,-1.0,251,1441.0,1102,0.0
20191102T17Z,4517,10983,5821.0,-2.0,227,1438.0,1144,0.0
20191102T16Z,4557,11384,5839.0,-1.0,223,1284.0,1630,0.0
20191102T15Z,4477,12227,5936.0,-1.0,224,1067.0,2077,0.0
20191102T14Z,4480,13099,5989.0,0.0,223,630.0,2772,0.0
20191102T13Z,4417,12551,6001.0,-1.0,223,141.0,3430,0.0
20191102T12Z,4167,12173,5996.0,0.0,211,0.0,2694,0.0
20191102T11Z,3844,12018,6005.0,0.0,216,0.0,1628,0.0
20191102T10Z,3926,11552,5993.0,0.0,236,-1.0,1177,0.0
20191102T09Z,4296,11614,5992.0,-1.0,250,0.0,1022,0.0
20191102T08Z,4294,11612,5998.0,0.0,217,0.0,1100,0.0
