,coal,natural gas,nuclear,petroleum,other,solar
20190122T17Z,1204,536,132,0.0,15,13
20190122T16Z,1270,543,133,2.0,16,19
20190122T15Z,1298,618,133,0.0,16,15
20190122T14Z,1297,760,134,0.0,17,9
20190122T13Z,1297,876,131,0.0,17,1
20190122T12Z,1268,810,133,0.0,18,0
20190122T11Z,1110,730,131,0.0,18,0
20190122T10Z,899,779,132,0.0,16,0
20190122T09Z,765,846,132,0.0,18,0
20190122T08Z,764,836,134,0.0,16,0
20190122T07Z,778,835,132,0.0,19,0
20190122T06Z,870,790,132,0.0,18,0
20190122T05Z,987,765,134,0.0,18,0
20190122T04Z,1094,785,132,0.0,21,0
20190122T03Z,1121,882,132,0.0,24,0
20190122T02Z,1227,858,134,0.0,24,0
20190122T01Z,1251,882,130,0.0,22,0
20190122T00Z,1141,923,133,0.0,18,0
20190121T23Z,1039,825,132,0.0,20,1
20190121T22Z,909,837,132,0.0,17,9
20190121T21Z,889,830,134,0.0,20,21
20190121T20Z,944,812,131,0.0,18,21
20190121T19Z,1035,803,132,0.0,13,22
20190121T18Z,1129,818,136,0.0,11,23
20190121T17Z,1273,814,129,0.0,14,24
20190121T16Z,1291,939,133,0.0,15,23
20190121T15Z,1297,1065,133,0.0,16,18
20190121T14Z,1298,1224,132,0.0,15,8
20190121T13Z,1296,1141,132,0.0,19,0
20190121T12Z,1207,986,134,0.0,20,0
20190121T11Z,1038,923,131,0.0,20,0
20190121T10Z,955,825,133,0.0,18,0
20190121T09Z,899,783,132,0.0,20,0
20190121T08Z,826,812,132,0.0,19,0
20190121T07Z,919,689,134,0.0,21,0
20190121T06Z,923,569,133,0.0,22,0
20190121T05Z,924,626,130,0.0,22,0
20190121T04Z,939,680,132,0.0,21,0
20190121T03Z,985,676,135,0.0,22,0
20190121T02Z,1003,706,133,0.0,22,0
20190121T01Z,1040,695,131,0.0,22,0
20190121T00Z,1031,654,135,0.0,22,0
20190120T23Z,992,517,132,0.0,21,1
20190120T22Z,885,550,134,0.0,21,4
20190120T21Z,803,604,136,0.0,22,12
20190120T20Z,795,636,131,0.0,21,18
20190120T19Z,787,653,132,0.0,20,11
20190120T18Z,787,652,132,0.0,19,15
20190120T17Z,765,647,136,0.0,23,13
20190120T16Z,751,651,130,0.0,19,13
20190120T15Z,697,636,134,0.0,19,13
20190120T14Z,651,562,135,0.0,20,3
20190120T13Z,570,521,131,0.0,18,0
20190120T12Z,460,549,135,0.0,16,0
20190120T11Z,454,502,131,0.0,16,0
20190120T10Z,452,478,134,0.0,14,0
20190120T09Z,455,477,133,0.0,16,0
20190120T08Z,453,505,134,0.0,17,0
20190120T07Z,454,553,132,0.0,16,0
20190120T06Z,480,607,132,0.0,17,0
20190120T05Z,564,605,134,0.0,16,0
20190120T04Z,678,593,132,0.0,20,0
20190120T03Z,742,626,134,0.0,22,0
20190120T02Z,794,666,131,0.0,15,0
20190120T01Z,873,653,135,0.0,17,0
20190120T00Z,930,640,133,0.0,18,0
20190119T23Z,913,586,133,0.0,15,1
20190119T22Z,835,639,134,0.0,16,8
20190119T21Z,836,637,132,0.0,16,14
20190119T20Z,837,616,134,0.0,15,17
20190119T19Z,836,609,132,0.0,15,23
20190119T18Z,864,577,134,0.0,17,19
20190119T17Z,871,568,132,0.0,16,18
20190119T16Z,914,543,132,0.0,17,17
20190119T15Z,941,520,134,0.0,16,14
20190119T14Z,880,549,132,0.0,18,6
20190119T13Z,741,570,137,0.0,16,0
20190119T12Z,629,588,131,0.0,16,0
20190119T11Z,564,541,133,0.0,16,0
20190119T10Z,501,531,135,0.0,17,0
20190119T09Z,500,511,130,0.0,17,0
20190119T08Z,506,491,134,0.0,17,0
20190119T07Z,582,446,133,0.0,17,0
20190119T06Z,624,474,134,0.0,16,0
20190119T05Z,693,499,133,0.0,18,0
20190119T04Z,756,548,132,0.0,15,0
20190119T03Z,830,572,132,0.0,18,0
20190119T02Z,840,640,136,0.0,16,0
20190119T01Z,925,633,132,0.0,17,0
20190119T00Z,978,608,134,0.0,17,0
20190118T23Z,970,554,133,0.0,17,1
20190118T22Z,951,565,131,0.0,16,8
20190118T21Z,934,563,134,0.0,16,15
20190118T20Z,934,554,133,0.0,17,21
20190118T19Z,936,545,135,0.0,15,22
20190118T18Z,935,565,132,0.0,17,20
20190118T17Z,931,596,132,0.0,17,21
20190118T16Z,899,680,133,0.0,17,22
20190118T15Z,934,715,136,0.0,19,11
20190118T14Z,933,829,131,0.0,17,11
20190118T13Z,906,893,133,0.0,15,0
20190118T12Z,774,878,133,0.0,17,0
20190118T11Z,640,733,135,0.0,15,0
20190118T10Z,511,691,131,0.0,13,0
20190118T09Z,500,629,132,0.0,17,0
20190118T08Z,475,624,135,0.0,16,0
20190118T07Z,469,641,133,0.0,17,0
20190118T06Z,508,636,134,0.0,19,0
20190118T05Z,611,654,126,0.0,15,0
20190118T04Z,719,667,127,0.0,17,0
20190118T03Z,777,742,127,0.0,16,0
20190118T02Z,840,780,129,0.0,17,0
20190118T01Z,898,788,125,0.0,16,0
20190118T00Z,932,761,129,0.0,16,0
20190117T23Z,909,663,127,0.0,15,1
20190117T22Z,866,654,128,0.0,14,3
20190117T21Z,871,634,125,0.0,13,15
20190117T20Z,869,627,128,0.0,12,18
20190117T19Z,867,662,126,0.0,13,16
20190117T18Z,883,690,128,0.0,20,21
20190117T17Z,929,734,128,0.0,19,10
20190117T16Z,931,867,126,0.0,19,8
20190117T15Z,931,1029,128,0.0,16,8
20190117T14Z,932,1206,129,0.0,14,2
20190117T13Z,935,1306,126,0.0,17,0
20190117T12Z,932,1202,126,0.0,14,0
20190117T11Z,930,926,130,0.0,15,0
20190117T10Z,825,849,126,0.0,14,0
20190117T09Z,711,871,128,0.0,14,0
20190117T08Z,681,872,126,0.0,15,0
20190117T07Z,678,863,127,0.0,14,0
20190117T06Z,746,827,128,0.0,15,0
20190117T05Z,804,842,132,0.0,14,0
20190117T04Z,886,875,134,0.0,15,0
20190117T03Z,887,1001,132,0.0,15,0
20190117T02Z,911,1042,135,0.0,13,0
20190117T01Z,932,1048,132,0.0,14,0
20190117T00Z,931,1003,131,0.0,13,0
20190116T23Z,922,792,133,0.0,15,1
20190116T22Z,826,792,130,0.0,15,3
20190116T21Z,813,806,134,0.0,14,2
20190116T20Z,801,821,135,0.0,17,3
20190116T19Z,801,850,132,0.0,15,6
20190116T18Z,855,812,133,0.0,14,9
20190116T17Z,881,851,133,0.0,11,16
20190116T16Z,934,893,132,0.0,6,18
20190116T15Z,914,1011,133,0.0,11,14
20190116T14Z,930,1103,132,0.0,12,6
20190116T13Z,932,1177,131,0.0,16,0
20190116T12Z,923,1028,134,0.0,14,0
20190116T11Z,803,866,134,0.0,15,0
20190116T10Z,705,776,132,0.0,14,0
20190116T09Z,692,709,133,0.0,15,0
20190116T08Z,672,695,132,0.0,15,0
20190116T07Z,678,692,134,0.0,16,0
20190116T06Z,700,706,133,0.0,14,0
20190116T05Z,768,735,129,0.0,14,0
20190116T04Z,845,863,133,0.0,14,0
20190116T03Z,935,916,134,0.0,14,0
20190116T02Z,936,1055,134,0.0,14,0
20190116T01Z,938,1085,133,0.0,15,0
20190116T00Z,930,1055,132,0.0,15,0
20190115T23Z,933,806,132,0.0,14,1
20190115T22Z,935,604,133,0.0,10,9
20190115T21Z,940,566,133,0.0,6,18
20190115T20Z,937,562,133,0.0,13,21
20190115T19Z,929,600,133,0.0,17,24
20190115T18Z,873,706,131,0.0,21,17
20190115T17Z,818,805,135,0.0,13,11
20190115T16Z,800,868,133,0.0,12,4
20190115T15Z,786,891,131,0.0,14,3
20190115T14Z,780,887,132,0.0,15,1
20190115T13Z,737,906,133,0.0,14,2
20190115T12Z,563,943,134,0.0,16,0
20190115T11Z,442,828,132,0.0,17,0
20190115T10Z,341,759,134,0.0,15,0
20190115T09Z,340,713,132,0.0,16,0
20190115T08Z,340,705,131,0.0,17,0
20190115T07Z,340,726,133,0.0,16,0
20190115T06Z,377,752,132,0.0,16,0
20190115T05Z,520,697,134,0.0,16,0
20190115T04Z,691,672,134,0.0,15,0
20190115T03Z,747,764,132,0.0,16,0
20190115T02Z,766,849,133,0.0,17,0
20190115T01Z,793,892,131,0.0,17,0
20190115T00Z,793,894,133,0.0,18,0
20190114T23Z,749,818,133,0.0,14,0
20190114T22Z,747,768,133,0.0,15,7
20190114T21Z,747,737,135,0.0,17,19
20190114T20Z,744,736,132,0.0,15,21
20190114T19Z,746,752,132,0.0,14,17
20190114T18Z,747,735,134,0.0,17,18
20190114T17Z,747,733,133,0.0,15,17
20190114T16Z,663,811,131,0.0,16,12
20190114T15Z,581,865,133,0.0,15,8
20190114T14Z,580,835,132,0.0,14,5
20190114T13Z,523,854,135,0.0,16,0
20190114T12Z,439,829,134,0.0,14,0
20190114T11Z,340,713,131,0.0,16,0
20190114T10Z,339,580,133,0.0,14,0
20190114T09Z,351,529,132,0.0,15,0
20190114T08Z,355,531,133,0.0,14,0
20190114T07Z,351,577,133,0.0,16,0
20190114T06Z,398,605,134,0.0,15,0
20190114T05Z,510,634,132,0.0,15,0
20190114T04Z,580,723,134,0.0,15,0
20190114T03Z,622,842,135,0.0,15,0
20190114T02Z,745,838,133,0.0,14,0
20190114T01Z,782,888,131,0.0,14,0
20190114T00Z,796,905,135,0.0,12,0
20190113T23Z,732,889,132,0.0,13,2
20190113T22Z,731,866,133,0.0,13,3
20190113T21Z,730,874,133,0.0,12,4
20190113T20Z,730,872,133,0.0,13,16
20190113T19Z,726,839,136,0.0,12,13
20190113T18Z,671,861,133,0.0,13,21
20190113T17Z,611,855,133,0.0,13,20
20190113T16Z,562,845,132,0.0,13,19
20190113T15Z,491,834,133,0.0,13,18
20190113T14Z,401,812,135,0.0,13,6
20190113T13Z,286,798,133,0.0,12,0
20190113T12Z,253,742,134,0.0,15,0
20190113T11Z,255,668,133,0.0,13,0
20190113T10Z,254,642,132,0.0,13,0
20190113T09Z,254,628,136,0.0,14,0
20190113T08Z,254,653,133,0.0,13,0
20190113T07Z,256,699,133,0.0,14,0
20190113T06Z,282,748,132,0.0,13,0
20190113T05Z,368,770,132,0.0,16,0
20190113T04Z,465,782,134,0.0,15,0
20190113T03Z,538,799,134,0.0,16,0
20190113T02Z,664,767,132,0.0,15,0
20190113T01Z,698,814,132,0.0,15,0
20190113T00Z,706,836,135,0.0,14,0
20190112T23Z,695,778,134,0.0,13,1
20190112T22Z,611,859,130,0.0,17,7
20190112T21Z,591,852,135,0.0,16,16
20190112T20Z,591,854,133,0.0,16,15
20190112T19Z,591,858,133,0.0,15,14
20190112T18Z,588,855,133,0.0,16,15
20190112T17Z,577,853,134,0.0,18,18
20190112T16Z,569,854,130,0.0,17,21
20190112T15Z,578,818,135,0.0,16,15
20190112T14Z,551,808,134,0.0,16,3
20190112T13Z,463,803,133,0.0,18,1
20190112T12Z,366,809,131,0.0,18,0
20190112T11Z,322,757,135,0.0,16,0
20190112T10Z,293,741,132,0.0,15,0
20190112T09Z,294,714,135,0.0,16,0
20190112T08Z,293,726,132,0.0,16,0
20190112T07Z,303,749,134,0.0,16,0
20190112T06Z,381,738,133,0.0,19,0
20190112T05Z,487,732,130,0.0,16,0
20190112T04Z,560,768,133,0.0,14,0
20190112T03Z,625,800,131,0.0,16,0
20190112T02Z,706,791,133,0.0,15,0
20190112T01Z,761,801,132,0.0,16,0
20190112T00Z,794,798,134,0.0,16,0
20190111T23Z,797,706,132,0.0,17,0
20190111T22Z,753,705,132,0.0,15,6
20190111T21Z,748,706,132,0.0,16,10
20190111T20Z,749,704,133,0.0,17,13
20190111T19Z,747,729,130,0.0,17,19
20190111T18Z,750,757,132,0.0,19,18
20190111T17Z,768,800,133,0.0,17,20
20190111T16Z,843,807,134,0.0,14,21
20190111T15Z,872,657,132,0.0,17,18
20190111T14Z,870,767,133,0.0,16,6
20190111T13Z,870,837,135,0.0,16,0
20190111T12Z,799,810,131,0.0,16,0
20190111T11Z,722,677,131,0.0,15,0
20190111T10Z,655,803,131,0.0,15,0
20190111T09Z,533,853,134,0.0,15,0
20190111T08Z,455,913,133,0.0,16,0
20190111T07Z,496,891,131,0.0,15,0
20190111T06Z,590,818,132,0.0,15,0
20190111T05Z,676,826,133,0.0,14,0
20190111T04Z,754,878,132,0.0,16,0
20190111T03Z,864,895,131,0.0,15,0
20190111T02Z,879,949,134,0.0,17,0
20190111T01Z,879,972,133,0.0,17,0
20190111T00Z,876,937,131,0.0,17,0
20190110T23Z,860,760,131,0.0,15,1
20190110T22Z,737,782,133,0.0,14,10
20190110T21Z,733,733,132,0.0,14,20
20190110T20Z,746,736,131,0.0,12,20
20190110T19Z,750,768,133,0.0,14,21
20190110T18Z,818,770,132,0.0,15,25
20190110T17Z,840,824,134,0.0,13,22
20190110T16Z,886,852,133,0.0,12,22
20190110T15Z,804,838,131,0.0,12,20
20190110T14Z,812,878,134,0.0,12,9
20190110T13Z,798,876,133,0.0,14,0
20190110T12Z,601,903,132,0.0,13,0
20190110T11Z,390,822,131,0.0,13,0
20190110T10Z,389,811,134,0.0,13,0
20190110T09Z,349,783,132,0.0,14,0
20190110T08Z,347,751,132,0.0,13,0
20190110T07Z,348,748,133,0.0,14,0
20190110T06Z,353,778,132,0.0,15,0
20190110T05Z,421,799,134,0.0,17,0
20190110T04Z,519,838,131,0.0,16,0
20190110T03Z,626,863,133,0.0,15,0
20190110T02Z,734,861,131,0.0,14,0
20190110T01Z,785,874,134,0.0,14,0
20190110T00Z,784,896,132,0.0,14,0
20190109T23Z,753,831,131,0.0,12,0
20190109T22Z,689,844,133,0.0,15,7
20190109T21Z,690,836,132,0.0,16,15
20190109T20Z,685,830,132,0.0,13,20
20190109T19Z,675,827,134,0.0,14,18
20190109T18Z,664,830,131,0.0,14,20
20190109T17Z,661,826,130,0.0,12,21
20190109T16Z,664,803,134,0.0,12,9
20190109T15Z,577,873,133,0.0,14,8
20190109T14Z,542,878,131,0.0,17,3
20190109T13Z,513,882,134,0.0,12,0
20190109T12Z,458,835,131,0.0,12,0
20190109T11Z,368,708,133,0.0,16,0
20190109T10Z,224,713,133,0.0,19,0
20190109T09Z,222,683,134,0.0,21,0
20190109T08Z,220,700,129,0.0,19,0
20190109T07Z,218,735,133,0.0,19,0
20190109T06Z,215,805,134,0.0,17,0
20190109T05Z,386,764,132,0.0,15,0
20190109T04Z,639,685,131,0.0,13,0
20190109T03Z,694,805,133,0.0,13,0
20190109T02Z,814,832,133,0.0,13,0
20190109T01Z,884,867,132,0.0,11,0
20190109T00Z,906,889,131,0.0,13,0
20190108T23Z,876,832,133,0.0,14,0
20190108T22Z,836,873,132,0.0,14,5
20190108T21Z,828,875,133,0.0,14,10
20190108T20Z,817,868,131,0.0,12,18
20190108T19Z,781,868,134,0.0,13,18
20190108T18Z,751,856,132,0.0,14,20
20190108T17Z,687,892,130,0.0,7,20
20190108T16Z,610,880,132,33.0,11,11
20190108T15Z,582,892,134,0.0,14,15
20190108T14Z,572,880,132,0.0,12,13
20190108T13Z,563,871,129,0.0,14,0
20190108T12Z,500,829,133,0.0,15,0
20190108T11Z,317,779,135,0.0,16,0
20190108T10Z,298,667,133,0.0,13,0
20190108T09Z,298,629,130,0.0,14,0
20190108T08Z,293,640,132,0.0,15,0
20190108T07Z,294,684,133,0.0,14,0
20190108T06Z,297,767,132,0.0,14,0
20190108T05Z,420,763,131,0.0,16,0
20190108T04Z,579,775,131,0.0,13,0
20190108T03Z,711,789,134,0.0,14,0
20190108T02Z,812,827,134,0.0,13,0
20190108T01Z,890,866,131,0.0,14,0
20190108T00Z,909,892,130,0.0,14,0
20190107T23Z,847,857,134,0.0,13,0
20190107T22Z,765,919,133,0.0,14,6
20190107T21Z,754,915,132,0.0,14,11
20190107T20Z,757,893,130,0.0,17,15
20190107T19Z,754,862,133,0.0,16,18
20190107T18Z,717,883,132,0.0,17,16
20190107T17Z,694,858,134,0.0,17,16
20190107T16Z,692,844,131,0.0,18,20
20190107T15Z,641,910,128,0.0,17,16
20190107T14Z,643,898,134,0.0,17,7
20190107T13Z,656,887,134,0.0,17,0
20190107T12Z,591,843,133,0.0,17,0
20190107T11Z,392,823,129,0.0,16,0
20190107T10Z,304,761,132,0.0,14,0
20190107T09Z,286,719,134,0.0,16,0
20190107T08Z,304,695,133,0.0,15,0
20190107T07Z,303,724,130,0.0,16,0
20190107T06Z,307,783,130,0.0,14,0
20190107T05Z,454,716,134,0.0,18,0
20190107T04Z,611,680,132,0.0,14,0
20190107T03Z,644,768,132,0.0,16,0
20190107T02Z,645,865,129,0.0,17,0
20190107T01Z,649,899,134,0.0,17,0
20190107T00Z,668,911,133,0.0,17,0
20190106T23Z,646,815,134,0.0,15,1
20190106T22Z,645,770,132,0.0,16,8
20190106T21Z,644,746,130,0.0,15,17
20190106T20Z,644,727,134,0.0,15,21
20190106T19Z,646,732,132,0.0,16,20
20190106T18Z,647,732,132,0.0,15,21
20190106T17Z,646,741,132,0.0,17,22
20190106T16Z,676,742,131,0.0,14,21
20190106T15Z,689,744,132,0.0,15,19
20190106T14Z,530,860,132,0.0,15,8
20190106T13Z,500,769,133,0.0,17,0
20190106T12Z,497,670,131,0.0,16,0
20190106T11Z,310,762,134,0.0,16,0
20190106T10Z,216,803,133,0.0,17,0
20190106T09Z,214,785,131,0.0,16,0
20190106T08Z,214,796,130,0.0,17,0
20190106T07Z,272,766,133,0.0,15,0
20190106T06Z,315,794,132,0.0,22,0
20190106T05Z,399,802,131,0.0,19,0
20190106T04Z,481,805,132,0.0,18,0
20190106T03Z,562,804,133,0.0,19,0
20190106T02Z,678,762,133,0.0,16,0
20190106T01Z,724,770,133,0.0,17,0
20190106T00Z,711,817,133,0.0,17,0
20190105T23Z,642,804,131,0.0,17,0
20190105T22Z,640,788,132,0.0,19,5
20190105T21Z,643,791,132,0.0,16,17
20190105T20Z,644,792,132,0.0,14,21
20190105T19Z,646,781,133,0.0,16,23
20190105T18Z,644,783,131,0.0,17,20
20190105T17Z,644,770,132,0.0,16,16
20190105T16Z,640,751,132,0.0,24,10
20190105T15Z,528,804,132,0.0,17,7
20190105T14Z,401,822,134,0.0,16,2
20190105T13Z,362,776,129,0.0,14,0
20190105T12Z,268,790,132,0.0,15,0
20190105T11Z,214,771,134,0.0,13,0
20190105T10Z,215,737,131,0.0,15,0
20190105T09Z,212,743,133,0.0,15,0
20190105T08Z,213,780,133,0.0,15,0
20190105T07Z,287,764,132,0.0,16,0
20190105T06Z,326,825,131,0.0,17,0
20190105T05Z,488,795,133,0.0,16,0
20190105T04Z,610,817,131,0.0,15,0
20190105T03Z,844,705,131,0.0,16,0
20190105T02Z,930,731,133,0.0,17,0
20190105T01Z,926,818,134,0.0,16,0
20190105T00Z,927,911,132,0.0,18,0
20190104T23Z,930,955,130,0.0,16,0
20190104T22Z,928,998,132,0.0,14,1
20190104T21Z,930,1048,133,0.0,16,8
20190104T20Z,930,1075,132,0.0,16,9
20190104T19Z,930,1054,131,0.0,13,15
20190104T18Z,928,988,133,0.0,16,17
20190104T17Z,829,1000,132,0.0,15,19
20190104T16Z,666,1054,132,0.0,17,13
20190104T15Z,498,1109,131,0.0,17,6
20190104T14Z,450,1030,134,0.0,17,2
20190104T13Z,384,1014,132,0.0,16,0
20190104T12Z,285,999,131,0.0,17,0
20190104T11Z,208,907,132,0.0,17,0
20190104T10Z,209,818,132,0.0,16,0
20190104T09Z,206,812,132,0.0,17,0
20190104T08Z,209,842,131,0.0,17,0
20190104T07Z,215,889,133,0.0,16,0
20190104T06Z,340,862,131,0.0,15,0
20190104T05Z,510,829,130,0.0,15,0
20190104T04Z,661,846,132,0.0,15,0
20190104T03Z,752,906,133,0.0,16,0
20190104T02Z,902,898,132,0.0,16,0
20190104T01Z,929,999,132,0.0,15,0
20190104T00Z,930,1092,130,0.0,17,0
20190103T23Z,930,1040,134,0.0,15,1
20190103T22Z,933,1071,131,0.0,16,4
20190103T21Z,931,1079,133,0.0,19,7
20190103T20Z,932,1051,131,0.0,23,15
20190103T19Z,930,1019,131,0.0,18,13
20190103T18Z,929,958,133,0.0,15,14
20190103T17Z,849,957,132,0.0,16,13
20190103T16Z,686,1033,131,0.0,14,11
20190103T15Z,491,1083,130,0.0,13,12
20190103T14Z,482,945,133,0.0,22,6
20190103T13Z,422,924,133,0.0,15,0
20190103T12Z,294,952,133,0.0,16,0
20190103T11Z,270,848,131,0.0,15,0
20190103T10Z,211,823,132,0.0,15,0
20190103T09Z,207,810,133,0.0,15,0
20190103T08Z,206,843,130,0.0,15,0
20190103T07Z,204,900,132,0.0,16,0
20190103T06Z,212,982,132,0.0,15,0
20190103T05Z,349,972,132,0.0,16,0
20190103T04Z,607,872,131,0.0,15,0
20190103T03Z,707,923,131,0.0,16,0
20190103T02Z,805,968,131,0.0,17,0
20190103T01Z,902,981,131,0.0,15,0
20190103T00Z,933,1032,131,0.0,15,0
20190102T23Z,931,989,133,0.0,17,0
20190102T22Z,929,1029,132,0.0,15,4
20190102T21Z,933,1032,131,0.0,15,14
20190102T20Z,930,1148,130,0.0,13,16
20190102T19Z,931,1140,132,0.0,15,15
20190102T18Z,927,906,130,0.0,15,14
20190102T17Z,865,866,132,0.0,16,16
20190102T16Z,663,951,131,5.0,14,11
20190102T15Z,521,992,131,0.0,16,2
20190102T14Z,499,893,133,0.0,18,1
20190102T13Z,500,811,131,0.0,17,0
20190102T12Z,354,866,130,0.0,14,0
20190102T11Z,276,801,131,0.0,17,0
20190102T10Z,210,784,133,0.0,13,0
20190102T09Z,208,768,130,0.0,14,0
20190102T08Z,208,789,131,0.0,16,0
20190102T07Z,251,798,132,0.0,15,0
20190102T06Z,305,833,133,0.0,16,0
20190102T05Z,477,803,122,0.0,15,0
20190102T04Z,634,799,121,0.0,15,0
20190102T03Z,765,818,122,0.0,16,0
20190102T02Z,881,824,123,0.0,14,0
20190102T01Z,931,874,122,0.0,17,0
20190102T00Z,926,970,122,0.0,16,0
20190101T23Z,928,949,122,0.0,14,1
20190101T22Z,929,987,122,0.0,16,6
20190101T21Z,931,1010,121,0.0,14,8
20190101T20Z,931,988,122,0.0,13,18
20190101T19Z,928,951,122,0.0,12,17
20190101T18Z,927,872,121,0.0,15,17
20190101T17Z,822,868,122,0.0,13,17
20190101T16Z,688,855,122,0.0,14,19
20190101T15Z,435,918,123,0.0,11,14
20190101T14Z,308,865,122,0.0,13,7
20190101T13Z,305,769,122,0.0,11,0
20190101T12Z,250,811,122,0.0,11,0
20190101T11Z,205,813,122,0.0,16,0
20190101T10Z,208,805,122,0.0,14,0
20190101T09Z,203,835,122,0.0,16,0
20190101T08Z,235,868,122,0.0,15,0
20190101T07Z,302,888,121,0.0,15,0
20190101T06Z,412,842,122,0.0,16,0
20190101T05Z,487,843,133,0.0,17,0
20190101T04Z,723,722,132,0.0,13,0
20190101T03Z,910,674,131,0.0,13,0
20190101T02Z,930,692,132,0.0,13,0
20190101T01Z,931,837,135,0.0,13,0
20190101T00Z,932,965,132,0.0,14,0
20181231T23Z,929,920,132,0.0,16,0
20181231T22Z,929,933,131,0.0,14,4
20181231T21Z,921,948,134,0.0,14,9
20181231T20Z,919,929,131,0.0,22,11
20181231T19Z,922,897,132,0.0,17,15
20181231T18Z,924,919,132,0.0,15,17
20181231T17Z,890,871,133,0.0,14,14
20181231T16Z,738,931,131,0.0,16,18
20181231T15Z,611,900,134,0.0,15,14
20181231T14Z,601,743,131,0.0,15,5
20181231T13Z,545,687,131,0.0,14,0
20181231T12Z,321,837,133,0.0,13,0
20181231T11Z,274,780,133,0.0,13,0
20181231T10Z,208,797,131,0.0,14,0
20181231T09Z,209,792,132,0.0,16,0
20181231T08Z,210,826,133,0.0,15,0
20181231T07Z,289,818,133,0.0,15,0
20181231T06Z,417,807,132,0.0,15,0
20181231T05Z,509,859,132,0.0,15,0
20181231T04Z,674,840,130,0.0,15,0
20181231T03Z,848,791,133,0.0,12,0
20181231T02Z,929,822,136,0.0,14,0
20181231T01Z,930,917,132,0.0,15,0
20181231T00Z,929,992,131,0.0,15,0
20181230T23Z,926,956,133,0.0,13,1
20181230T22Z,929,996,132,0.0,12,4
20181230T21Z,929,1003,133,0.0,13,12
20181230T20Z,930,995,133,0.0,14,14
20181230T19Z,928,941,130,0.0,14,15
20181230T18Z,915,885,132,0.0,14,16
20181230T17Z,780,920,135,0.0,15,19
20181230T16Z,648,930,134,0.0,15,15
20181230T15Z,573,884,131,0.0,14,8
20181230T14Z,400,900,132,0.0,16,3
20181230T13Z,352,810,131,0.0,16,0
20181230T12Z,350,742,134,0.0,20,0
20181230T11Z,255,788,134,0.0,13,0
20181230T10Z,214,807,130,0.0,16,0
20181230T09Z,213,811,133,0.0,15,0
20181230T08Z,231,829,134,0.0,15,0
20181230T07Z,293,835,132,0.0,15,0
20181230T06Z,374,845,132,0.0,15,0
20181230T05Z,460,865,135,0.0,15,0
20181230T04Z,643,815,133,0.0,14,0
20181230T03Z,843,741,133,0.0,15,0
20181230T02Z,928,752,136,0.0,15,0
20181230T01Z,930,854,132,0.0,13,0
20181230T00Z,929,938,131,0.0,15,0
20181229T23Z,930,894,135,0.0,15,0
20181229T22Z,920,921,135,0.0,14,5
20181229T21Z,915,924,135,0.0,16,11
20181229T20Z,927,888,132,0.0,15,16
20181229T19Z,925,849,132,0.0,15,15
20181229T18Z,923,809,135,0.0,14,12
20181229T17Z,886,776,135,0.0,14,9
20181229T16Z,705,885,132,0.0,15,7
20181229T15Z,542,924,135,0.0,14,1
20181229T14Z,506,812,133,0.0,15,1
20181229T13Z,451,741,135,0.0,14,0
20181229T12Z,308,813,133,0.0,16,0
20181229T11Z,296,766,133,0.0,13,0
20181229T10Z,294,743,132,0.0,15,0
20181229T09Z,292,742,135,0.0,15,0
20181229T08Z,294,782,134,0.0,15,0
20181229T07Z,360,773,135,0.0,15,0
20181229T06Z,468,785,132,0.0,15,0
20181229T05Z,571,822,133,0.0,16,0
20181229T04Z,716,826,135,0.0,15,0
20181229T03Z,870,799,133,0.0,15,0
20181229T02Z,928,846,133,0.0,16,0
20181229T01Z,926,862,134,0.0,15,0
20181229T00Z,925,926,133,0.0,15,0
20181228T23Z,919,888,133,0.0,15,0
20181228T22Z,921,926,135,0.0,14,4
20181228T21Z,928,928,134,0.0,16,9
20181228T20Z,931,927,134,0.0,18,11
20181228T19Z,929,928,132,0.0,17,6
20181228T18Z,928,889,136,0.0,15,15
20181228T17Z,891,856,133,0.0,15,12
20181228T16Z,850,816,133,0.0,15,12
20181228T15Z,681,873,132,0.0,17,7
20181228T14Z,519,894,134,0.0,16,4
20181228T13Z,495,801,135,0.0,16,0
20181228T12Z,371,835,133,0.0,16,0
20181228T11Z,307,784,133,0.0,14,0
20181228T10Z,306,713,132,0.0,15,0
20181228T09Z,307,694,136,0.0,15,0
20181228T08Z,306,722,133,0.0,15,0
20181228T07Z,304,780,134,0.0,15,0
20181228T06Z,366,803,132,0.0,15,0
20181228T05Z,512,773,133,0.0,14,0
20181228T04Z,837,615,134,0.0,15,0
20181228T03Z,1016,559,133,0.0,15,0
20181228T02Z,1108,563,134,0.0,16,0
20181228T01Z,1109,630,130,0.0,16,0
20181228T00Z,1111,661,133,0.0,14,0
20181227T23Z,1108,569,133,0.0,15,0
20181227T22Z,1112,515,132,0.0,15,5
20181227T21Z,1109,492,134,2.0,18,6
20181227T20Z,1108,504,133,0.0,16,5
20181227T19Z,1102,518,132,0.0,16,6
20181227T18Z,1004,601,134,0.0,17,13
20181227T17Z,825,765,132,0.0,15,12
20181227T16Z,650,892,132,1.0,16,13
20181227T15Z,504,945,133,1.0,16,10
20181227T14Z,452,909,133,0.0,15,5
20181227T13Z,396,873,131,0.0,16,0
20181227T12Z,402,775,134,0.0,14,0
20181227T11Z,401,659,131,0.0,15,0
