,coal,natural gas,nuclear,other,solar,hydro
20181010T03Z,2690,3470,5974,26.0,0,411
20181010T02Z,3257,4026,5970,26.0,0,474
20181010T01Z,3648,4769,5971,26.0,-1,1164
20181010T00Z,3704,4772,5972,26.0,1,1799
20181009T23Z,3708,4754,5967,26.0,7,1773
20181009T22Z,3693,4760,5964,26.0,61,1728
20181009T21Z,3691,4759,5966,26.0,168,1509
20181009T20Z,3438,4754,5968,26.0,205,1274
20181009T19Z,3602,4762,5969,26.0,208,1006
20181009T18Z,3560,4740,5970,26.0,236,798
20181009T17Z,3529,4467,5961,26.0,209,674
20181009T16Z,3384,3813,5975,26.0,186,516
20181009T15Z,3292,3406,5986,26.0,162,346
20181009T14Z,3277,3334,5987,26.0,124,186
20181009T13Z,3241,3306,5994,26.0,92,-106
20181009T12Z,3232,3097,5996,26.0,40,-139
20181009T11Z,2841,3039,5996,26.0,9,-348
20181009T10Z,2204,2972,5994,26.0,-1,-1031
20181009T09Z,1764,2962,5992,26.0,-1,-1183
20181009T08Z,1714,2959,5996,26.0,-2,-1183
20181009T07Z,1676,2956,5996,26.0,-1,-1182
20181009T06Z,2081,2953,5994,26.0,-1,-1189
20181009T05Z,2727,3020,5992,26.0,0,-1190
20181009T04Z,3283,3193,5997,26.0,0,-838
20181009T03Z,3472,3555,5987,26.0,0,15
20181009T02Z,3762,4272,5988,26.0,0,426
20181009T01Z,3900,5487,5986,26.0,0,818
20181009T00Z,3932,5908,5991,26.0,-2,1482
20181008T23Z,3949,5938,5981,26.0,15,1633
20181008T22Z,3993,5929,5973,26.0,74,1947
20181008T21Z,3962,5903,5972,26.0,196,1970
20181008T20Z,3900,5677,5976,26.0,242,1893
20181008T19Z,3838,5421,5970,26.0,281,1633
20181008T18Z,3673,5342,5965,26.0,249,1175
20181008T17Z,3462,5103,5968,26.0,250,790
20181008T16Z,3467,4629,5963,26.0,250,712
20181008T15Z,3547,4109,5977,26.0,252,474
20181008T14Z,3463,3736,5970,26.0,212,447
20181008T13Z,3448,3332,5977,26.0,128,276
20181008T12Z,3388,3060,5981,26.0,42,448
20181008T11Z,3264,2965,5980,26.0,9,78
20181008T10Z,2780,2725,5980,26.0,0,-973
20181008T09Z,2208,2618,5982,26.0,0,-1253
20181008T08Z,2084,2655,5980,26.0,-1,-1264
20181008T07Z,2494,2788,5981,26.0,-1,-1278
20181008T06Z,2820,2800,5976,26.0,-1,-1197
20181008T05Z,2991,2951,5979,26.0,0,-705
20181008T04Z,3238,3123,5978,26.0,0,34
20181008T03Z,3607,3348,5980,26.0,-1,725
20181008T02Z,3774,4247,5977,26.0,0,1332
20181008T01Z,3847,5247,5977,26.0,0,1651
20181008T00Z,3934,5522,5979,26.0,1,1729
20181007T23Z,3966,5649,5974,26.0,19,1797
20181007T22Z,4016,5405,5975,26.0,101,2271
20181007T21Z,4001,5366,5979,26.0,220,1935
20181007T20Z,3867,5367,5973,26.0,268,1519
20181007T19Z,3818,5363,5977,26.0,313,1218
20181007T18Z,3543,5315,5980,26.0,298,857
20181007T17Z,3334,4639,5982,26.0,265,349
20181007T16Z,3237,3407,5985,26.0,216,202
20181007T15Z,2956,3068,5990,26.0,168,-164
20181007T14Z,2872,3021,5991,26.0,142,-536
20181007T13Z,2467,3033,5991,26.0,93,-864
20181007T12Z,2102,2972,5990,26.0,41,-1219
20181007T11Z,1711,2907,5993,26.0,6,-1268
20181007T10Z,1497,2876,5989,26.0,-1,-1273
20181007T09Z,1541,2891,5990,26.0,0,-1277
20181007T08Z,1770,2892,5990,26.0,-1,-1282
20181007T07Z,2164,2908,5990,26.0,0,-1279
20181007T06Z,2788,3000,5983,26.0,0,-1289
20181007T05Z,3549,3017,5986,26.0,-1,-1195
20181007T04Z,3808,3118,5985,26.0,-1,-571
20181007T03Z,3824,3218,5986,26.0,0,252
20181007T02Z,3779,3951,5985,26.0,0,407
20181007T01Z,3721,4586,5986,26.0,0,1075
20181007T00Z,3806,4685,5981,26.0,-1,1557
20181006T23Z,3814,4853,5985,26.0,18,1720
20181006T22Z,3811,4896,5979,26.0,119,1643
20181006T21Z,3761,4895,5976,26.0,206,1472
20181006T20Z,3499,4902,5977,26.0,289,1305
20181006T19Z,3457,4893,5984,26.0,299,1192
20181006T18Z,3460,4755,5974,26.0,319,963
20181006T17Z,3455,4271,5957,26.0,293,622
20181006T16Z,3447,3628,5886,26.0,260,626
20181006T15Z,3354,3285,5829,26.0,223,475
20181006T14Z,3340,3119,5857,26.0,162,264
20181006T13Z,2926,3126,5973,26.0,100,-251
20181006T12Z,2671,3115,6011,26.0,41,-688
20181006T11Z,2640,3041,6004,26.0,8,-1079
20181006T10Z,2392,3025,6007,26.0,-1,-1283
20181006T09Z,2262,3029,5997,26.0,0,-1289
20181006T08Z,2448,2991,6003,26.0,0,-1281
20181006T07Z,2729,2976,6004,26.0,0,-1269
20181006T06Z,3170,2976,6001,26.0,0,-1251
20181006T05Z,3491,3020,6000,26.0,-1,-509
20181006T04Z,3581,3065,5999,26.0,0,445
20181006T03Z,4074,3891,5998,26.0,-2,713
20181006T02Z,4243,4843,5999,26.0,-1,1014
20181006T01Z,4234,5469,5997,26.0,0,971
20181006T00Z,4240,5573,6003,26.0,1,1452
20181005T23Z,4391,5739,6000,26.0,21,1720
20181005T22Z,4403,5973,6001,26.0,117,1967
20181005T21Z,4379,5723,6000,26.0,242,2137
20181005T20Z,4402,5685,6002,26.0,293,1869
20181005T19Z,4310,5629,6003,26.0,332,1456
20181005T18Z,4122,5301,6002,26.0,352,1507
20181005T17Z,4115,4833,6011,26.0,355,1051
20181005T16Z,4051,4551,6009,26.0,326,880
20181005T15Z,3584,3814,6010,26.0,268,703
20181005T14Z,3124,3290,6013,26.0,219,284
20181005T13Z,2818,3204,6017,26.0,130,288
20181005T12Z,2784,3202,6020,26.0,44,236
20181005T11Z,2461,3107,6021,26.0,9,-43
20181005T10Z,2072,3026,6019,26.0,0,-1156
20181005T09Z,1782,2983,6019,26.0,0,-1315
20181005T08Z,1856,3017,6019,26.0,-1,-1300
20181005T07Z,2088,3038,6017,26.0,-1,-1315
20181005T06Z,2611,3106,6012,26.0,0,-1321
20181005T05Z,3313,3127,6016,26.0,0,-1155
20181005T04Z,3885,3292,6014,26.0,-1,-475
20181005T03Z,4005,3891,6009,26.0,0,6
20181005T02Z,4125,5057,6009,26.0,-1,725
20181005T01Z,4113,5672,6006,26.0,-1,1461
20181005T00Z,4111,6076,6008,26.0,1,1665
20181004T23Z,4096,6138,6013,26.0,23,2021
20181004T22Z,4113,6107,6007,26.0,109,2268
20181004T21Z,4123,5915,6009,26.0,229,2182
20181004T20Z,4023,5855,5999,26.0,302,1936
20181004T19Z,3942,5739,6002,26.0,336,1652
20181004T18Z,3837,5710,6006,26.0,348,1411
20181004T17Z,3891,5538,6008,26.0,355,908
20181004T16Z,3846,4667,6007,26.0,344,352
20181004T15Z,3579,3683,6010,26.0,309,266
20181004T14Z,2854,3262,6013,26.0,248,285
20181004T13Z,2932,3218,6013,26.0,138,212
20181004T12Z,2919,3183,6014,26.0,42,178
20181004T11Z,2349,3057,6014,26.0,7,52
20181004T10Z,1866,2955,6012,26.0,0,-973
20181004T09Z,1718,2911,6016,26.0,0,-1279
20181004T08Z,1746,2892,6008,26.0,0,-1293
20181004T07Z,1850,2998,6011,26.0,-1,-1279
20181004T06Z,2308,3050,6011,26.0,-1,-1289
20181004T05Z,2858,3080,6009,26.0,0,-928
20181004T04Z,3423,3156,6012,26.0,-1,-319
20181004T03Z,3846,3643,6017,26.0,-1,206
20181004T02Z,4011,4860,6014,26.0,-1,669
20181004T01Z,4091,5390,6011,26.0,0,886
20181004T00Z,4110,5525,6018,26.0,1,1533
20181003T23Z,4087,5650,6015,26.0,24,1752
20181003T22Z,4039,5707,6016,26.0,85,1947
20181003T21Z,3972,5712,6014,26.0,215,1796
20181003T20Z,3911,5712,6015,26.0,276,1643
20181003T19Z,3804,5558,6013,26.0,297,1651
20181003T18Z,3644,5345,6018,26.0,309,1565
20181003T17Z,3544,4652,6018,26.0,296,1321
20181003T16Z,3461,3950,6020,26.0,272,679
20181003T15Z,3397,3421,6019,26.0,241,-9
20181003T14Z,3102,3176,6027,26.0,198,-443
20181003T13Z,2792,3139,6028,26.0,119,-347
20181003T12Z,3027,3086,6027,26.0,42,-370
20181003T11Z,2957,3029,6028,26.0,9,-724
20181003T10Z,2201,2777,6028,26.0,0,-1200
20181003T09Z,1971,2757,6023,26.0,-1,-1229
20181003T08Z,1971,2778,6023,26.0,0,-1256
20181003T07Z,2037,2788,6025,26.0,0,-1253
20181003T06Z,2112,3013,6030,26.0,-1,-1272
20181003T05Z,2179,3065,6022,26.0,0,-1012
20181003T04Z,2501,3150,6023,26.0,-1,-545
20181003T03Z,3249,3268,6025,26.0,0,134
20181003T02Z,3802,4435,6020,26.0,0,395
20181003T01Z,4002,5083,6024,26.0,0,899
20181003T00Z,4019,5094,6019,26.0,1,1281
20181002T23Z,4020,5087,6021,26.0,18,1346
20181002T22Z,3994,5076,6021,26.0,81,1414
20181002T21Z,3984,5088,6020,26.0,164,1214
20181002T20Z,3988,5101,6019,26.0,235,1133
20181002T19Z,3996,5024,6019,26.0,243,1049
20181002T18Z,3918,4944,6019,26.0,222,988
20181002T17Z,3568,4652,6024,26.0,206,564
20181002T16Z,3256,4033,6023,26.0,207,350
20181002T15Z,2861,3444,6022,26.0,193,-356
20181002T14Z,2499,3170,6030,26.0,154,-328
20181002T13Z,2551,2823,6029,26.0,93,-250
20181002T12Z,2595,2771,6028,26.0,40,-34
20181002T11Z,2128,2872,6030,26.0,9,-296
20181002T10Z,1442,2749,6027,26.0,-1,-1185
20181002T09Z,1187,2562,6032,26.0,0,-1215
20181002T08Z,1043,2573,6031,26.0,0,-1218
20181002T07Z,1121,2707,6025,26.0,0,-1206
20181002T06Z,1378,2758,6029,26.0,0,-1188
20181002T05Z,1643,2758,6028,26.0,-1,-731
20181002T04Z,1971,2754,6025,26.0,0,-236
20181002T03Z,2413,2860,6024,26.0,0,228
20181002T02Z,2717,4029,6024,26.0,0,318
20181002T01Z,2908,4772,6025,26.0,-2,1009
20181002T00Z,2939,4767,6027,26.0,1,1599
20181001T23Z,2931,4745,6023,26.0,15,1838
20181001T22Z,2939,4739,6024,26.0,60,1788
20181001T21Z,2944,4732,6020,26.0,147,1493
20181001T20Z,2930,4723,6023,26.0,193,1168
20181001T19Z,2916,4579,6022,26.0,205,1009
20181001T18Z,2886,4129,6025,26.0,271,790
20181001T17Z,2594,3678,6025,26.0,287,692
20181001T16Z,1996,3505,6030,26.0,279,380
20181001T15Z,1819,3033,6024,26.0,235,289
20181001T14Z,1554,2799,6034,26.0,191,276
20181001T13Z,1642,2778,6035,26.0,117,318
20181001T12Z,1753,2778,6030,26.0,44,286
20181001T11Z,1476,2737,6036,26.0,7,210
20181001T10Z,1132,2692,6033,26.0,0,-855
20181001T09Z,1001,2636,6029,26.0,0,-1251
20181001T08Z,1146,2585,6033,26.0,-1,-1275
20181001T07Z,1236,2581,6035,26.0,0,-1277
20181001T06Z,1463,2660,6029,26.0,0,-1278
20181001T05Z,1816,2784,6035,26.0,-1,-1203
20181001T04Z,2167,3115,6024,26.0,0,-700
20181001T03Z,2501,3205,6022,26.0,0,164
20181001T02Z,3289,3245,6024,26.0,0,596
20181001T01Z,3503,3266,6023,26.0,-2,1205
20181001T00Z,3496,3403,6022,26.0,1,1370
20180930T23Z,3533,3403,6025,26.0,19,1371
20180930T22Z,3553,3403,6026,26.0,94,1329
20180930T21Z,3422,3401,6018,26.0,132,1035
20180930T20Z,3301,3383,6020,26.0,142,868
20180930T19Z,2863,3352,6021,26.0,155,702
20180930T18Z,2566,3179,6019,26.0,185,577
20180930T17Z,2155,3155,6026,26.0,193,302
20180930T16Z,1953,3141,6024,26.0,179,-327
20180930T15Z,1731,3155,6024,26.0,161,-820
20180930T14Z,1625,3130,6025,26.0,144,-832
20180930T13Z,1315,3009,6030,26.0,100,-887
20180930T12Z,1215,2986,6023,26.0,49,-1510
20180930T11Z,1289,3055,6029,26.0,12,-1787
20180930T10Z,1353,3035,6024,26.0,0,-1914
20180930T09Z,1497,3003,6025,26.0,-1,-1926
20180930T08Z,1721,3050,6026,26.0,0,-1929
20180930T07Z,1987,3063,6019,26.0,0,-1931
20180930T06Z,2456,3064,6024,26.0,0,-1753
20180930T05Z,2688,3124,6019,26.0,0,-1082
20180930T04Z,3128,3146,6019,26.0,-1,-393
20180930T03Z,3217,3194,6021,26.0,0,493
20180930T02Z,3245,3732,6018,26.0,0,790
20180930T01Z,3338,4472,6014,26.0,0,1181
20180930T00Z,3360,4471,6018,26.0,-1,1463
20180929T23Z,3388,4433,6012,26.0,29,1621
20180929T22Z,3542,4464,6012,26.0,117,1842
20180929T21Z,3525,4463,6018,26.0,150,1896
20180929T20Z,3497,4360,6017,26.0,199,1597
20180929T19Z,3381,3952,6016,26.0,240,1115
20180929T18Z,3476,3743,6020,26.0,252,889
20180929T17Z,3450,3535,6016,26.0,205,292
20180929T16Z,3269,3318,6022,26.0,189,-237
20180929T15Z,3059,2935,6017,26.0,163,-880
20180929T14Z,2707,2865,6027,26.0,126,-1035
20180929T13Z,2619,2874,6025,26.0,90,-1357
20180929T12Z,2453,2872,6024,26.0,48,-1803
20180929T11Z,2195,2868,6026,26.0,12,-1844
20180929T10Z,1963,2867,6024,26.0,0,-1891
20180929T09Z,1935,2855,6019,26.0,0,-1942
20180929T08Z,1859,2851,6020,26.0,0,-1910
20180929T07Z,1936,2961,6022,26.0,0,-1832
20180929T06Z,2042,3231,6021,26.0,-1,-1950
20180929T05Z,2451,3591,6016,26.0,0,-1901
20180929T04Z,3057,3941,6021,26.0,-1,-1531
20180929T03Z,3119,3971,6020,26.0,-1,-873
20180929T02Z,3186,4107,6018,26.0,0,190
20180929T01Z,3438,4290,6020,26.0,0,1207
20180929T00Z,3434,4324,6019,26.0,2,1647
20180928T23Z,3478,4495,6014,26.0,28,2005
20180928T22Z,3399,4559,6021,26.0,105,2379
20180928T21Z,3547,4589,6016,26.0,164,2335
20180928T20Z,3580,4601,6016,26.0,189,1942
20180928T19Z,3583,4607,6017,26.0,209,1757
20180928T18Z,3581,4528,6019,26.0,209,1301
20180928T17Z,3521,4537,6019,26.0,196,724
20180928T16Z,3429,4411,6022,26.0,171,459
20180928T15Z,3073,4377,6023,26.0,148,59
20180928T14Z,2792,4325,6022,26.0,121,-24
20180928T13Z,2934,4170,6028,26.0,87,-204
20180928T12Z,3089,4022,6030,26.0,51,106
20180928T11Z,2724,3574,6028,26.0,11,-72
20180928T10Z,2377,3514,6027,26.0,0,-1584
20180928T09Z,1950,3456,6026,26.0,-1,-1949
20180928T08Z,1928,3425,6032,26.0,0,-1966
20180928T07Z,2116,3542,6027,26.0,-1,-1977
20180928T06Z,2360,3564,6024,26.0,0,-1799
20180928T05Z,2376,3559,6026,26.0,0,-1216
20180928T04Z,2445,3556,6023,26.0,0,-147
20180928T03Z,2858,3835,6024,26.0,0,419
20180928T02Z,3625,5012,6024,26.0,0,542
20180928T01Z,3807,5252,6012,26.0,0,1569
20180928T00Z,3832,5227,6008,26.0,3,2101
20180927T23Z,3808,5358,6014,26.0,20,2069
20180927T22Z,3816,5766,6012,26.0,116,2085
20180927T21Z,3825,5749,6016,26.0,215,2049
20180927T20Z,3815,5741,6013,26.0,237,1594
20180927T19Z,3740,5734,6009,26.0,250,1122
20180927T18Z,3679,5725,6013,26.0,250,717
20180927T17Z,3596,5372,6016,26.0,211,425
20180927T16Z,3370,4843,6020,26.0,196,187
20180927T15Z,3194,4722,6022,26.0,174,165
20180927T14Z,3106,4526,6023,26.0,142,171
20180927T13Z,2984,4526,6027,26.0,97,256
20180927T12Z,2880,4391,6028,26.0,48,438
20180927T11Z,2683,3621,6027,26.0,10,786
20180927T10Z,2187,3506,6025,26.0,0,-1070
20180927T09Z,1934,3466,6025,26.0,0,-1708
20180927T08Z,1976,3442,6029,26.0,0,-1702
20180927T07Z,2200,3499,6026,26.0,0,-1676
20180927T06Z,2183,3519,6022,26.0,-1,-1116
20180927T05Z,2357,3655,6024,26.0,-1,-264
20180927T04Z,3024,3722,6023,26.0,0,130
20180927T03Z,3606,3807,6023,26.0,-1,568
20180927T02Z,3679,4705,6024,26.0,0,1351
20180927T01Z,3651,5337,6025,26.0,-1,1679
20180927T00Z,3750,5534,6021,26.0,0,1790
20180926T23Z,3819,5754,6012,26.0,12,2027
20180926T22Z,3802,5877,6014,26.0,60,2444
20180926T21Z,3775,5711,6008,26.0,121,2585
20180926T20Z,3811,5373,6010,26.0,197,2531
20180926T19Z,3805,5167,6008,26.0,207,2092
20180926T18Z,3779,5104,6008,26.0,235,1747
20180926T17Z,3722,4684,6010,26.0,262,1392
20180926T16Z,3645,4095,6012,26.0,245,892
20180926T15Z,3350,3680,6013,26.0,246,453
20180926T14Z,2858,3536,6029,26.0,192,174
20180926T13Z,2523,3478,6029,26.0,110,224
20180926T12Z,2363,3439,6028,26.0,52,192
20180926T11Z,2359,3487,6026,26.0,12,-206
20180926T10Z,1986,3489,6031,26.0,0,-1729
20180926T09Z,1787,3357,6029,26.0,0,-1951
20180926T08Z,1724,3342,6034,26.0,0,-1944
20180926T07Z,1914,3413,6026,26.0,0,-1958
20180926T06Z,2327,3449,6029,26.0,-1,-1955
20180926T05Z,2981,3544,6025,26.0,0,-1702
20180925T04Z,2603,3647,6021,26.0,0,-912
20180925T03Z,2657,3926,6025,26.0,0,117
20180925T02Z,2783,4605,6027,26.0,-2,312
20180925T01Z,2978,5073,6021,26.0,-1,323
20180925T00Z,3034,4924,6029,26.0,8,386
20180924T23Z,2966,4779,6032,26.0,12,333
20180924T22Z,2947,4738,6024,26.0,54,409
20180924T21Z,2962,4693,6031,26.0,104,417
20180924T20Z,2833,4541,6030,26.0,118,411
20180924T19Z,3074,4501,6032,26.0,135,305
20180924T18Z,3068,4473,6034,26.0,172,300
20180924T17Z,2993,4429,6033,26.0,171,295
20180924T16Z,2943,4157,6039,26.0,146,425
20180924T15Z,2826,3843,6037,26.0,133,550
20180924T14Z,2864,3597,6036,26.0,107,473
20180924T13Z,2820,3376,6033,26.0,83,412
20180924T12Z,2534,3700,6036,26.0,49,216
20180924T11Z,2047,3627,6035,26.0,11,-115
20180924T10Z,1388,3540,6035,26.0,0,-1401
20180924T09Z,1145,3489,6029,26.0,0,-1959
20180924T08Z,1114,3456,6033,26.0,0,-1957
20180924T07Z,1275,3529,6031,26.0,0,-1960
20180924T06Z,1515,3552,6025,26.0,0,-1960
20180924T05Z,1804,3553,6027,26.0,-1,-1703
20180924T04Z,2133,3544,6023,26.0,0,-765
20180924T03Z,2556,3921,6024,26.0,0,175
20180924T02Z,2915,4120,6018,26.0,0,610
20180924T01Z,3177,4139,6016,26.0,-1,957
20180924T00Z,3308,4559,6016,26.0,2,1176
20180923T23Z,3309,4558,6018,26.0,32,1397
20180923T22Z,3304,4693,6021,26.0,116,1491
20180923T21Z,3309,4390,6025,26.0,170,1555
20180923T20Z,3291,4375,6025,26.0,205,1368
20180923T19Z,3303,4363,6023,26.0,213,1210
20180923T18Z,3301,4066,6031,26.0,237,798
20180923T17Z,3162,3635,6027,26.0,221,576
20180923T16Z,2613,3637,6030,26.0,195,278
20180923T15Z,2379,3643,6032,26.0,189,-283
20180923T14Z,2208,3626,6034,26.0,145,-1090
20180923T13Z,1809,3643,6032,26.0,101,-1733
20180923T12Z,1406,3603,6041,26.0,53,-1935
20180923T11Z,1306,3424,6035,26.0,12,-1945
20180923T10Z,1234,3421,6032,26.0,-1,-1964
20180923T09Z,1279,3423,6035,26.0,0,-1968
20180923T08Z,1492,3440,6032,26.0,-2,-1973
20180923T07Z,1942,3537,6032,26.0,0,-1974
20180923T06Z,2297,3572,6029,26.0,0,-1725
20180923T05Z,2241,3804,6030,26.0,0,-584
20180923T04Z,2610,3975,6028,26.0,-1,145
20180923T03Z,3048,4496,6025,26.0,0,240
20180923T02Z,3242,5374,6027,26.0,0,789
20180923T01Z,3406,5843,6021,26.0,0,1392
20180923T00Z,3514,5901,6023,26.0,0,1783
20180922T23Z,3536,5876,6022,26.0,35,2172
20180922T22Z,3544,5869,6026,26.0,124,2509
20180922T21Z,3558,5855,6021,26.0,203,2510
20180922T20Z,3537,5825,6021,26.0,218,2507
20180922T19Z,3474,5612,6020,26.0,256,2434
20180922T18Z,3469,5354,6019,26.0,299,2216
20180922T17Z,3426,5272,6024,26.0,267,1389
20180922T16Z,3308,4757,6030,26.0,277,548
20180922T15Z,2831,4250,6026,26.0,255,55
20180922T14Z,2265,4067,6028,26.0,205,-547
20180922T13Z,1903,4066,6033,26.0,124,-1273
20180922T12Z,1802,4068,6035,26.0,53,-1519
20180922T11Z,1845,4038,6030,26.0,12,-1555
20180922T10Z,1644,3973,6038,26.0,0,-1733
20180922T09Z,1671,3875,6026,26.0,0,-1746
20180922T08Z,1814,3904,6030,26.0,-1,-1755
20180922T07Z,1991,3981,6026,26.0,-1,-1668
20180922T06Z,2105,3998,6027,26.0,0,-1227
20180922T05Z,2198,3992,6028,26.0,0,-360
20180922T04Z,2668,4351,6025,26.0,-1,153
20180922T03Z,3290,5057,6025,26.0,-1,378
20180922T02Z,3914,5391,6024,26.0,0,1008
20180922T01Z,4090,5633,6020,26.0,0,1525
20180922T00Z,4315,5606,6025,26.0,3,1563
20180921T23Z,4428,5645,6025,26.0,36,2015
20180921T22Z,4441,5671,6024,26.0,126,2552
20180921T21Z,4442,5655,6022,26.0,196,2561
20180921T20Z,4454,5653,6028,26.0,232,2087
20180921T19Z,4458,5648,6023,26.0,259,1668
20180921T18Z,4464,5652,6024,26.0,276,1600
20180921T17Z,4431,5492,6024,26.0,254,1384
20180921T16Z,4382,5033,6025,26.0,246,982
20180921T15Z,4052,4461,6027,26.0,219,665
20180921T14Z,3698,4192,6028,26.0,181,219
20180921T13Z,3395,4186,6030,26.0,113,-19
20180921T12Z,3277,4043,6024,26.0,51,-62
20180921T11Z,3082,4003,6028,26.0,12,-612
20180921T10Z,2390,3920,6027,26.0,0,-1659
20180921T09Z,2035,3916,6030,26.0,-2,-1880
20180921T08Z,2080,3908,6028,26.0,0,-1912
20180921T07Z,2572,3842,6022,26.0,0,-1904
20180921T06Z,3119,4007,6027,26.0,-1,-1895
20180921T05Z,3428,4062,6024,26.0,0,-1369
20180921T04Z,3630,4281,6022,26.0,0,-350
20180921T03Z,3870,5001,6027,26.0,0,391
20180921T02Z,4019,5564,6019,26.0,0,480
20180921T01Z,4192,6109,6022,26.0,0,988
20180921T00Z,4221,6082,6031,26.0,3,1499
20180920T23Z,4436,6343,6029,26.0,33,1835
20180920T22Z,4459,6456,6026,26.0,111,2216
20180920T21Z,4457,6302,6029,26.0,180,2433
20180920T20Z,4452,6186,6031,26.0,239,2390
20180920T19Z,4463,5883,6028,26.0,253,2183
20180920T18Z,4393,5661,6027,26.0,264,1883
20180920T17Z,4261,5479,6026,26.0,275,1582
20180920T16Z,4004,5212,6027,26.0,259,1060
20180920T15Z,3905,4824,6027,26.0,237,883
20180920T14Z,3686,4393,6030,26.0,178,377
20180920T13Z,3452,4081,6030,26.0,113,76
20180920T12Z,3489,4086,6039,26.0,52,-184
20180920T11Z,3306,3885,6035,26.0,11,-637
20180920T10Z,2918,3745,6038,26.0,-1,-1762
20180920T09Z,2797,3687,6035,26.0,0,-1875
20180920T08Z,2909,3637,6038,26.0,0,-1871
20180920T07Z,2981,3695,6035,26.0,0,-1886
20180920T06Z,2992,3710,6034,26.0,0,-1895
20180920T05Z,3124,3715,6034,26.0,0,-1813
20180920T04Z,3251,3873,6032,26.0,0,-1039
20180920T03Z,3433,4232,6035,26.0,0,159
20180920T02Z,3636,5203,6028,26.0,0,644
20180920T01Z,3678,5539,6030,26.0,-3,1699
20180920T00Z,3709,5718,6033,26.0,2,2138
20180919T23Z,3776,6258,6027,26.0,32,2225
20180919T22Z,3780,6550,6029,26.0,117,2470
20180919T21Z,3786,6540,6031,26.0,194,2511
20180919T20Z,3778,6328,6030,26.0,228,2374
20180919T19Z,3770,6108,6028,26.0,281,1926
20180919T18Z,3771,5670,6029,26.0,250,1769
20180919T17Z,3753,5510,6030,26.0,274,974
20180919T16Z,3544,5372,6028,26.0,271,504
20180919T15Z,3087,5058,6031,26.0,247,-34
20180919T14Z,2653,4569,6035,26.0,199,-706
20180919T13Z,2537,4142,6037,26.0,125,-865
20180919T12Z,2496,3844,6043,26.0,52,-880
20180919T11Z,2459,3874,6041,26.0,11,-996
20180919T10Z,2103,3619,6037,26.0,-1,-1755
20180919T09Z,1908,3522,6038,26.0,0,-1795
20180919T08Z,1913,3594,6039,26.0,0,-1802
20180919T07Z,2006,3678,6038,26.0,0,-1792
20180919T06Z,2228,3710,6037,26.0,-1,-1787
20180919T05Z,2468,4195,6038,26.0,-1,-1680
20180919T04Z,2718,4433,6026,26.0,-1,-883
20180919T03Z,2932,4887,6025,26.0,0,130
20180919T02Z,3127,5282,6027,26.0,0,619
20180919T01Z,3420,5509,6031,26.0,0,1329
20180919T00Z,3478,5490,6023,26.0,3,2002
20180918T23Z,3437,5798,6032,26.0,39,2216
20180918T22Z,3422,6065,6032,26.0,125,2215
20180918T21Z,3385,6013,6025,26.0,206,2493
20180918T20Z,3427,5797,6028,26.0,235,2333
20180918T19Z,3452,5774,6026,26.0,226,1832
20180918T18Z,3482,5649,6029,26.0,210,1252
20180918T17Z,3493,5364,6029,26.0,210,916
20180918T16Z,3549,4990,6026,26.0,226,680
20180918T15Z,3445,4690,6033,26.0,207,378
20180918T14Z,3158,4311,6033,26.0,151,384
20180918T13Z,2745,4075,6031,26.0,104,312
20180918T12Z,2698,3887,6037,26.0,51,96
20180918T11Z,2732,3673,6036,26.0,12,-630
20180918T10Z,2382,3290,6037,26.0,0,-1618
20180918T09Z,2163,2984,6037,26.0,0,-1631
20180918T08Z,2201,3010,6030,26.0,-1,-1584
20180918T07Z,2319,3074,6032,26.0,0,-1381
20180918T06Z,2230,3073,6029,26.0,-1,-470
20180918T05Z,2392,3300,6025,26.0,0,-24
20180918T04Z,2579,4070,6025,26.0,0,166
20180918T03Z,2897,4727,6021,26.0,0,339
20180918T02Z,3353,5543,6018,26.0,0,950
20180918T01Z,3597,5964,6020,26.0,0,1666
20180918T00Z,3564,5953,6018,26.0,5,2236
20180917T23Z,3508,6357,6017,26.0,32,2401
20180917T22Z,3372,6463,6013,26.0,131,2665
20180917T21Z,3450,6174,6012,26.0,203,2658
20180917T20Z,3390,6206,6013,26.0,221,2315
20180917T19Z,3169,6533,6012,26.0,204,2465
20180917T18Z,3071,6400,6019,26.0,194,2368
20180917T17Z,3020,5836,6021,26.0,184,2172
20180917T16Z,2956,5310,6020,26.0,211,1993
20180917T15Z,2885,5168,6024,26.0,198,1191
20180917T14Z,2828,4470,6033,26.0,151,310
20180917T13Z,2773,4083,6030,26.0,87,-8
20180917T12Z,2731,3759,6033,26.0,50,-464
20180917T11Z,2409,3427,6034,26.0,11,-1173
20180917T10Z,1954,2827,6034,26.0,0,-1445
20180917T09Z,1775,2639,6033,26.0,-1,-1722
20180917T08Z,1685,2537,6032,26.0,0,-1725
20180917T07Z,1792,2699,6031,26.0,-1,-1730
20180917T06Z,1664,3094,6029,26.0,0,-1715
20180917T05Z,1624,3334,6027,26.0,0,-1293
20180917T04Z,1906,3554,6030,26.0,0,-440
20180917T03Z,2272,3861,6029,26.0,-1,60
20180917T02Z,2792,4166,6032,26.0,0,377
20180917T01Z,2889,4160,6028,26.0,0,885
20180917T00Z,2852,4152,6030,26.0,0,909
20180916T23Z,2743,4161,6035,26.0,7,614
20180916T22Z,2794,4105,6031,26.0,43,395
20180916T21Z,2617,3994,6032,26.0,78,175
