,coal,natural gas,wind
20190413T09Z,1118,970.0,114
20190413T08Z,1186,966.0,71
20190413T07Z,1252,966.0,74
20190413T06Z,1253,966.0,137
20190413T05Z,1278,967.0,134
20190413T04Z,1242,964.0,115
20190413T03Z,1210,976.0,86
20190413T02Z,1184,984.0,105
20190413T01Z,1250,979.0,149
20190413T00Z,1193,959.0,226
20190412T23Z,1060,957.0,249
20190412T22Z,923,950.0,264
20190412T21Z,815,971.0,283
20190412T20Z,825,976.0,282
20190412T19Z,866,979.0,282
20190412T18Z,906,974.0,283
20190412T17Z,907,935.0,297
20190412T16Z,864,986.0,322
20190412T15Z,949,995.0,342
20190412T14Z,1172,997.0,345
20190412T13Z,1214,995.0,340
20190412T12Z,1275,971.0,377
20190412T11Z,1197,885.0,353
20190412T10Z,1089,941.0,356
20190412T09Z,883,955.0,351
20190412T08Z,875,910.0,348
20190412T07Z,876,891.0,334
20190412T06Z,949,869.0,333
20190412T05Z,998,883.0,346
20190412T04Z,1105,986.0,341
20190412T03Z,1188,985.0,361
20190412T02Z,1270,980.0,384
20190412T01Z,1148,978.0,408
20190412T00Z,1078,963.0,406
20190411T23Z,890,958.0,407
20190411T22Z,818,971.0,406
20190411T21Z,928,973.0,411
20190411T20Z,1021,969.0,405
20190411T19Z,1230,939.0,390
20190411T18Z,1082,906.0,388
20190411T17Z,981,881.0,383
20190411T16Z,849,957.0,376
20190411T15Z,724,971.0,378
20190411T14Z,873,862.0,369
20190411T13Z,1169,972.0,242
20190411T12Z,1272,966.0,308
20190411T11Z,1197,942.0,339
20190411T10Z,1013,927.0,326
20190411T09Z,996,924.0,355
20190411T08Z,1022,922.0,358
20190411T07Z,1022,921.0,375
20190411T06Z,1061,915.0,384
20190411T05Z,936,914.0,350
20190411T04Z,1113,914.0,317
20190411T03Z,1316,910.0,365
20190411T02Z,1277,909.0,393
20190411T01Z,1127,904.0,391
20190411T00Z,1128,901.0,382
20190410T23Z,1199,898.0,312
20190410T22Z,1160,896.0,294
20190410T21Z,1163,898.0,320
20190410T20Z,1067,901.0,342
20190410T19Z,1022,904.0,329
20190410T18Z,925,910.0,374
20190410T17Z,824,917.0,406
20190410T16Z,721,921.0,405
20190410T15Z,689,905.0,411
20190410T14Z,671,914.0,420
20190410T13Z,675,866.0,420
20190410T12Z,708,876.0,408
20190410T11Z,617,840.0,386
20190410T10Z,449,735.0,361
20190410T09Z,440,822.0,389
20190410T08Z,463,782.0,394
20190410T07Z,449,801.0,391
20190410T06Z,461,836.0,394
20190410T05Z,640,839.0,385
20190410T04Z,700,858.0,364
20190410T03Z,671,1049.0,323
20190410T02Z,716,1106.0,265
20190410T01Z,616,1099.0,184
20190410T00Z,668,1104.0,138
20190409T23Z,718,1182.0,115
20190409T22Z,716,1182.0,135
20190409T21Z,651,1133.0,95
20190409T20Z,652,1065.0,62
20190409T19Z,723,1049.0,26
20190409T18Z,756,1029.0,22
20190409T17Z,688,1063.0,21
20190409T16Z,688,1083.0,21
20190409T15Z,686,1065.0,41
20190409T14Z,656,1125.0,68
20190409T13Z,715,1077.0,86
20190409T12Z,765,1114.0,68
20190409T11Z,765,1064.0,93
20190409T10Z,733,1097.0,101
20190409T09Z,724,1087.0,92
20190409T08Z,727,1073.0,102
20190409T07Z,719,1029.0,136
20190409T06Z,721,906.0,174
20190409T05Z,731,860.0,202
20190409T04Z,771,956.0,168
20190409T03Z,757,1105.0,119
20190409T02Z,777,1330.0,46
20190409T01Z,762,1278.0,31
20190409T00Z,764,1287.0,47
20190408T23Z,760,1297.0,64
20190408T22Z,758,1309.0,70
20190408T21Z,770,1287.0,88
20190408T20Z,773,1270.0,95
20190408T19Z,760,1207.0,99
20190408T18Z,771,1022.0,100
20190408T17Z,756,1033.0,83
20190408T16Z,764,1083.0,41
20190408T15Z,760,1092.0,46
20190408T14Z,757,1024.0,106
20190408T13Z,762,983.0,125
20190408T12Z,766,1020.0,83
20190408T11Z,731,955.0,66
20190408T10Z,504,851.0,42
20190408T09Z,428,818.0,53
20190408T08Z,420,802.0,57
20190408T07Z,420,796.0,104
20190408T06Z,435,795.0,196
20190408T05Z,548,816.0,219
20190408T04Z,712,880.0,172
20190408T03Z,712,898.0,117
20190408T02Z,711,880.0,75
20190408T01Z,714,910.0,100
20190408T00Z,734,825.0,185
20190407T23Z,760,865.0,173
20190407T22Z,754,866.0,109
20190407T21Z,772,823.0,61
20190407T20Z,753,802.0,45
20190407T19Z,769,876.0,18
20190407T18Z,765,889.0,36
20190407T17Z,760,842.0,47
20190407T16Z,759,800.0,42
20190407T15Z,759,757.0,61
20190407T14Z,654,866.0,58
20190407T13Z,493,804.0,61
20190407T12Z,422,819.0,80
20190407T11Z,403,784.0,110
20190407T10Z,398,713.0,122
20190407T09Z,400,709.0,90
20190407T08Z,396,699.0,87
20190407T07Z,402,724.0,77
20190407T06Z,439,756.0,67
20190407T05Z,651,769.0,101
20190407T04Z,744,851.0,114
20190407T03Z,738,857.0,127
20190407T02Z,751,866.0,131
20190407T01Z,742,893.0,96
20190407T00Z,737,851.0,165
20190406T23Z,745,834.0,156
20190406T22Z,758,854.0,154
20190406T21Z,761,896.0,182
20190406T20Z,770,874.0,218
20190406T19Z,765,801.0,246
20190406T18Z,753,775.0,239
20190406T17Z,739,809.0,205
20190406T16Z,740,778.0,163
20190406T15Z,856,852.0,103
20190406T14Z,880,851.0,141
20190406T13Z,877,904.0,168
20190406T12Z,866,861.0,193
20190406T11Z,767,908.0,206
20190406T10Z,625,856.0,277
20190406T09Z,572,829.0,285
20190406T08Z,584,856.0,241
20190406T07Z,581,844.0,230
20190406T06Z,688,788.0,226
20190406T05Z,820,806.0,197
20190406T04Z,976,838.0,216
20190406T03Z,983,859.0,224
20190406T02Z,998,907.0,191
20190406T01Z,984,932.0,143
20190406T00Z,987,843.0,111
20190405T23Z,987,913.0,72
20190405T22Z,989,935.0,55
20190405T21Z,987,891.0,41
20190405T20Z,990,1013.0,26
20190405T19Z,1043,1020.0,16
20190405T18Z,1037,1109.0,28
20190405T17Z,1057,1127.0,15
20190405T16Z,1031,1118.0,27
20190405T15Z,1037,1142.0,21
20190405T14Z,1046,1146.0,39
20190405T13Z,1041,1123.0,39
20190405T12Z,1041,1133.0,29
20190405T11Z,1020,1017.0,31
20190405T10Z,921,969.0,31
20190405T09Z,862,1027.0,31
20190405T08Z,847,1003.0,26
20190405T07Z,857,1011.0,22
20190405T06Z,869,1012.0,20
20190405T05Z,962,1013.0,13
20190405T04Z,1016,1032.0,10
20190405T03Z,1055,1016.0,3
20190405T02Z,1040,1120.0,0
20190405T01Z,1047,1145.0,4
20190405T00Z,1039,1181.0,6
20190404T23Z,1033,1223.0,15
20190404T22Z,1015,1071.0,17
20190404T21Z,995,917.0,29
20190404T20Z,963,914.0,28
20190404T19Z,948,900.0,26
20190404T18Z,934,928.0,11
20190404T17Z,967,939.0,5
20190404T16Z,978,933.0,19
20190404T15Z,975,961.0,32
20190404T14Z,977,930.0,46
20190404T13Z,974,943.0,61
20190404T12Z,942,971.0,82
20190404T11Z,881,939.0,115
20190404T10Z,749,859.0,222
20190404T09Z,552,881.0,185
20190404T08Z,549,794.0,166
20190404T07Z,554,746.0,251
20190404T06Z,539,905.0,279
20190404T05Z,606,833.0,351
20190404T04Z,858,754.0,370
20190404T03Z,969,893.0,328
20190404T02Z,955,884.0,314
20190404T01Z,962,907.0,277
20190404T00Z,957,898.0,302
20190403T23Z,953,939.0,281
20190403T22Z,972,920.0,286
20190403T21Z,956,924.0,273
20190403T20Z,961,921.0,281
20190403T19Z,957,888.0,319
20190403T18Z,967,840.0,303
20190403T17Z,957,872.0,260
20190403T16Z,960,899.0,236
20190403T15Z,955,872.0,241
20190403T14Z,962,931.0,209
20190403T13Z,970,886.0,190
20190403T12Z,926,974.0,142
20190403T11Z,929,943.0,137
20190403T10Z,946,949.0,114
20190403T09Z,964,949.0,131
20190403T08Z,966,913.0,134
20190403T07Z,953,896.0,134
20190403T06Z,963,923.0,141
20190403T05Z,1070,762.0,140
20190403T04Z,1219,740.0,143
20190403T03Z,1397,832.0,101
20190403T02Z,1487,938.0,53
20190403T01Z,1481,822.0,30
20190403T00Z,1477,846.0,3
20190402T23Z,1484,765.0,3
20190402T22Z,1500,817.0,9
20190402T21Z,1468,912.0,14
20190402T20Z,1616,825.0,16
20190402T19Z,1727,825.0,12
20190402T18Z,1824,750.0,43
20190402T17Z,1828,812.0,81
20190402T16Z,1835,843.0,117
20190402T15Z,1835,898.0,111
20190402T14Z,1826,844.0,201
20190402T13Z,1839,831.0,202
20190402T12Z,1826,867.0,204
20190402T11Z,1812,840.0,227
20190402T10Z,1655,849.0,241
20190402T09Z,1483,940.0,264
20190402T08Z,1434,937.0,269
20190402T07Z,1358,941.0,285
20190402T06Z,1326,912.0,302
20190402T05Z,1387,877.0,287
20190402T04Z,1639,787.0,243
20190402T03Z,1698,831.0,188
20190402T02Z,1735,845.0,162
20190402T01Z,1731,824.0,98
20190402T00Z,1737,817.0,103
20190401T23Z,1692,814.0,112
20190401T22Z,1660,878.0,114
20190401T21Z,1634,823.0,127
20190401T20Z,1621,799.0,126
20190401T19Z,1619,831.0,125
20190401T18Z,1601,876.0,135
20190401T17Z,1579,931.0,139
20190401T16Z,1566,1084.0,129
20190401T15Z,1537,1151.0,136
20190401T14Z,1530,1188.0,152
20190401T13Z,1534,1219.0,170
20190401T12Z,1541,1170.0,186
20190401T11Z,1555,1083.0,176
20190401T10Z,1531,1058.0,165
20190401T09Z,1532,1077.0,132
20190401T08Z,1547,1014.0,140
20190401T07Z,1531,1107.0,122
20190401T06Z,1540,1053.0,125
20190401T05Z,1450,938.0,105
20190401T04Z,1509,894.0,61
20190401T03Z,1512,970.0,30
20190401T02Z,1460,1120.0,5
20190401T01Z,1390,1065.0,10
20190401T00Z,1309,1005.0,5
20190331T23Z,1201,1033.0,1
20190331T22Z,1150,993.0,8
20190331T21Z,1090,998.0,10
20190331T20Z,1058,1029.0,12
20190331T19Z,974,1089.0,10
20190331T18Z,962,1141.0,15
20190331T17Z,974,1146.0,36
20190331T16Z,967,1114.0,42
20190331T15Z,983,1125.0,39
20190331T14Z,965,1132.0,37
20190331T13Z,956,1091.0,86
20190331T12Z,957,1058.0,125
20190331T11Z,916,1030.0,167
20190331T10Z,891,1039.0,193
20190331T09Z,882,1077.0,204
20190331T08Z,867,998.0,209
20190331T07Z,865,963.0,219
20190331T06Z,857,919.0,242
20190331T05Z,890,1076.0,256
20190331T04Z,943,1033.0,270
20190331T03Z,961,1081.0,264
20190331T02Z,959,1052.0,299
20190331T01Z,972,1085.0,326
20190331T00Z,966,913.0,352
20190330T23Z,920,886.0,380
20190330T22Z,907,838.0,394
20190330T21Z,926,775.0,410
20190330T20Z,958,759.0,417
20190330T19Z,954,787.0,424
20190330T18Z,943,757.0,422
20190330T17Z,941,827.0,423
20190330T16Z,914,785.0,430
20190330T15Z,928,723.0,415
20190330T14Z,921,773.0,309
20190330T13Z,902,797.0,242
20190330T12Z,833,854.0,282
20190330T11Z,725,779.0,405
20190330T10Z,685,766.0,380
20190330T09Z,689,763.0,356
20190330T08Z,687,752.0,368
20190330T07Z,690,753.0,392
20190330T06Z,679,749.0,411
20190330T05Z,784,688.0,393
20190330T04Z,897,764.0,323
20190330T03Z,894,797.0,293
20190330T02Z,898,864.0,208
20190330T01Z,910,792.0,211
20190330T00Z,970,724.0,208
20190329T23Z,980,761.0,232
20190329T22Z,966,757.0,251
20190329T21Z,962,751.0,240
20190329T20Z,957,842.0,181
20190329T19Z,961,808.0,227
20190329T18Z,959,789.0,234
20190329T17Z,960,798.0,206
20190329T16Z,956,843.0,232
20190329T15Z,939,733.0,240
20190329T14Z,947,858.0,150
20190329T13Z,969,831.0,189
20190329T12Z,974,759.0,190
20190329T11Z,838,620.0,157
20190329T10Z,732,566.0,173
20190329T09Z,698,558.0,190
20190329T08Z,709,562.0,171
20190329T07Z,693,553.0,125
20190329T06Z,703,547.0,134
20190329T05Z,699,549.0,132
20190329T04Z,740,650.0,153
20190329T03Z,916,840.0,155
20190329T02Z,958,840.0,223
20190329T01Z,956,799.0,168
20190329T00Z,945,803.0,138
20190328T23Z,951,890.0,202
20190328T22Z,950,844.0,326
20190328T21Z,954,806.0,263
20190328T20Z,957,877.0,169
20190328T19Z,959,854.0,228
20190328T18Z,963,916.0,162
20190328T17Z,965,921.0,153
20190328T16Z,974,858.0,158
20190328T15Z,988,796.0,176
20190328T14Z,973,851.0,208
20190328T13Z,996,828.0,218
20190328T12Z,895,899.0,194
20190328T11Z,758,737.0,185
20190328T10Z,703,691.0,196
20190328T09Z,703,747.0,234
20190328T08Z,707,728.0,314
20190328T07Z,704,711.0,333
20190328T06Z,708,715.0,340
20190328T05Z,709,698.0,337
20190328T04Z,778,722.0,285
20190328T03Z,994,755.0,264
20190328T02Z,1001,826.0,284
20190328T01Z,1021,795.0,309
20190328T00Z,964,748.0,334
20190327T23Z,988,861.0,323
20190327T22Z,1016,902.0,354
20190327T21Z,1045,864.0,419
20190327T20Z,1032,837.0,430
20190327T19Z,1009,864.0,437
20190327T18Z,895,845.0,426
20190327T17Z,874,694.0,415
20190327T16Z,1003,761.0,301
20190327T15Z,1035,792.0,126
20190327T14Z,1006,749.0,117
20190327T13Z,991,727.0,141
20190327T12Z,1039,913.0,138
20190327T11Z,948,963.0,142
20190327T10Z,825,829.0,157
20190327T09Z,738,723.0,314
20190327T08Z,704,761.0,297
20190327T07Z,720,790.0,317
20190327T06Z,732,784.0,228
20190327T05Z,725,815.0,245
20190327T04Z,860,702.0,293
20190327T03Z,1013,842.0,199
20190327T02Z,1023,880.0,196
20190327T01Z,995,867.0,88
20190327T00Z,953,861.0,47
20190326T23Z,961,952.0,33
20190326T22Z,948,1015.0,22
20190326T21Z,963,1077.0,15
20190326T20Z,1027,999.0,11
20190326T19Z,1058,1115.0,7
20190326T18Z,1057,1256.0,8
20190326T17Z,1051,1297.0,5
20190326T16Z,1056,1307.0,6
20190326T15Z,1057,1336.0,6
20190326T14Z,1060,1294.0,22
20190326T13Z,1061,1329.0,17
20190326T12Z,1059,1396.0,8
20190326T11Z,1050,1240.0,8
20190326T10Z,920,1171.0,10
20190326T09Z,831,1259.0,32
20190326T08Z,831,1206.0,51
20190326T07Z,830,1268.0,31
20190326T06Z,836,1231.0,41
20190326T05Z,831,1187.0,29
20190326T04Z,830,1246.0,56
20190326T03Z,913,1351.0,58
20190326T02Z,1060,1310.0,58
20190326T01Z,1050,1326.0,58
20190326T00Z,1045,1276.0,45
20190325T23Z,1036,1187.0,28
20190325T22Z,1030,1170.0,16
20190325T21Z,1040,1023.0,27
20190325T20Z,1033,1050.0,50
20190325T19Z,1033,1065.0,83
20190325T18Z,1038,1024.0,78
20190325T17Z,1033,1134.0,71
20190325T16Z,1028,1056.0,87
20190325T15Z,1036,1132.0,68
20190325T14Z,1022,1110.0,112
20190325T13Z,1018,1038.0,157
20190325T12Z,1011,1019.0,135
20190325T11Z,961,875.0,158
20190325T10Z,818,827.0,152
20190325T09Z,741,769.0,159
20190325T08Z,731,722.0,180
20190325T07Z,729,767.0,185
20190325T06Z,727,706.0,220
20190325T05Z,745,668.0,188
20190325T04Z,937,665.0,179
20190325T03Z,1010,781.0,168
20190325T02Z,1010,754.0,138
20190325T01Z,967,752.0,122
20190325T00Z,889,693.0,169
20190324T23Z,894,747.0,134
20190324T22Z,867,790.0,71
20190324T21Z,819,676.0,62
20190324T20Z,812,726.0,40
20190324T19Z,817,800.0,31
20190324T18Z,803,820.0,15
20190324T17Z,834,900.0,4
20190324T16Z,949,819.0,10
20190324T15Z,992,839.0,5
20190324T14Z,958,873.0,15
20190324T13Z,950,803.0,18
20190324T12Z,957,819.0,27
20190324T11Z,941,798.0,28
20190324T10Z,958,717.0,86
20190324T09Z,947,693.0,132
20190324T08Z,955,706.0,133
20190324T07Z,999,710.0,132
20190324T06Z,1010,733.0,214
20190324T05Z,1046,757.0,200
20190324T04Z,1049,869.0,210
20190324T03Z,1040,839.0,263
20190324T02Z,1014,843.0,205
20190324T01Z,970,889.0,175
20190324T00Z,929,858.0,177
20190323T23Z,902,895.0,171
20190323T22Z,887,884.0,180
20190323T21Z,883,868.0,191
20190323T20Z,910,854.0,205
20190323T19Z,1153,868.0,176
20190323T18Z,1349,887.0,231
20190323T17Z,1331,932.0,246
20190323T16Z,1328,866.0,271
20190323T15Z,1318,799.0,264
20190323T14Z,1324,890.0,205
20190323T13Z,1220,911.0,184
20190323T12Z,1193,715.0,211
20190323T11Z,1232,725.0,192
20190323T10Z,1225,734.0,148
20190323T09Z,1158,787.0,158
20190323T08Z,991,906.0,172
20190323T07Z,949,805.0,263
20190323T06Z,957,775.0,300
20190323T05Z,1032,665.0,280
20190323T04Z,1186,662.0,209
20190323T03Z,1263,666.0,227
20190323T02Z,1313,758.0,144
20190323T01Z,1318,771.0,76
20190323T00Z,1310,844.0,24
20190322T23Z,1303,873.0,18
20190322T22Z,1227,891.0,17
20190322T21Z,1208,929.0,12
20190322T20Z,1216,933.0,2
20190322T19Z,1281,822.0,1
20190322T18Z,1309,916.0,9
20190322T17Z,1369,874.0,8
20190322T16Z,1371,813.0,14
20190322T15Z,1347,809.0,8
20190322T14Z,1222,1070.0,29
20190322T13Z,1143,1282.0,61
20190322T12Z,1067,1377.0,57
20190322T11Z,1036,1281.0,50
20190322T10Z,979,1220.0,62
20190322T09Z,866,1158.0,55
20190322T08Z,819,1182.0,24
20190322T07Z,767,1179.0,17
20190322T06Z,860,1258.0,13
20190322T05Z,870,1113.0,24
20190322T04Z,871,1249.0,18
20190322T03Z,868,1317.0,25
20190322T02Z,871,1367.0,16
20190322T01Z,868,1334.0,12
20190322T00Z,869,1317.0,12
20190321T23Z,865,1321.0,22
20190321T22Z,863,1335.0,32
20190321T21Z,986,1251.0,29
20190321T20Z,894,1236.0,25
20190321T19Z,859,1327.0,23
20190321T18Z,857,1349.0,21
20190321T17Z,859,1336.0,11
20190321T16Z,856,1331.0,10
20190321T15Z,858,1333.0,34
20190321T14Z,858,1311.0,108
20190321T13Z,855,1352.0,125
20190321T12Z,851,1369.0,155
20190321T11Z,799,1229.0,218
20190321T10Z,787,1110.0,240
20190321T09Z,784,1088.0,211
20190321T08Z,794,1116.0,156
20190321T07Z,791,1116.0,165
20190321T06Z,799,1117.0,132
20190321T05Z,858,1077.0,143
20190321T04Z,877,1218.0,175
20190321T03Z,880,1326.0,209
20190321T02Z,881,1357.0,201
20190321T01Z,881,1263.0,168
20190321T00Z,878,1146.0,191
20190320T23Z,885,1159.0,239
20190320T22Z,888,1086.0,247
20190320T21Z,890,1098.0,229
20190320T20Z,885,1100.0,182
20190320T19Z,891,1210.0,149
20190320T18Z,886,1285.0,140
20190320T17Z,887,1266.0,176
20190320T16Z,887,1246.0,179
20190320T15Z,883,1241.0,160
20190320T14Z,883,1270.0,130
20190320T13Z,883,1246.0,163
20190320T12Z,884,1254.0,149
20190320T11Z,880,1168.0,110
20190320T10Z,880,1161.0,99
20190320T09Z,877,1214.0,69
20190320T08Z,877,1169.0,60
20190320T07Z,789,1182.0,84
20190320T06Z,818,1070.0,170
20190320T05Z,872,1142.0,116
20190320T04Z,865,1193.0,127
20190320T03Z,851,1220.0,156
20190320T02Z,847,1267.0,173
20190320T01Z,825,1197.0,187
20190320T00Z,761,1172.0,183
20190319T23Z,725,1199.0,205
20190319T22Z,710,1212.0,205
20190319T21Z,707,1181.0,247
20190319T20Z,697,1174.0,220
20190319T19Z,696,1191.0,195
20190319T18Z,699,1197.0,186
20190319T17Z,840,1375.0,123
20190319T16Z,1139,1404.0,99
20190319T15Z,1147,1409.0,100
20190319T14Z,1146,1402.0,122
20190319T13Z,1152,1379.0,128
20190319T12Z,1152,1384.0,125
20190319T11Z,1154,1323.0,122
20190319T10Z,1151,1337.0,125
20190319T09Z,1153,1259.0,134
20190319T08Z,1127,1193.0,150
20190319T07Z,1058,1087.0,198
20190319T06Z,1145,1074.0,202
20190319T05Z,1152,1124.0,170
20190319T04Z,1152,1155.0,146
20190319T03Z,1156,1264.0,129
20190319T02Z,1153,1267.0,98
20190319T01Z,1159,1220.0,35
20190319T00Z,1158,1231.0,20
20190318T23Z,1159,1228.0,11
20190318T22Z,1163,1172.0,7
20190318T21Z,1161,1182.0,12
20190318T20Z,1164,1207.0,19
20190318T19Z,1164,1211.0,35
20190318T18Z,1168,1271.0,47
20190318T17Z,1164,1375.0,50
20190318T16Z,1164,1383.0,62
20190318T15Z,1172,1392.0,85
20190318T14Z,1166,1555.0,125
20190318T13Z,1166,1561.0,160
20190318T12Z,1173,1538.0,150
20190318T11Z,1164,1215.0,154
20190318T10Z,1165,996.0,162
20190318T09Z,1167,951.0,162
20190318T08Z,1166,896.0,163
20190318T07Z,1171,886.0,146
20190318T06Z,1169,884.0,138
20190318T05Z,1169,973.0,124
20190318T04Z,1170,944.0,131
20190318T03Z,1170,1023.0,125
20190318T02Z,1169,1043.0,95
20190318T01Z,1169,1052.0,7
20190318T00Z,1169,945.0,3
20190317T23Z,1171,964.0,8
20190317T22Z,1172,965.0,9
20190317T21Z,1168,938.0,5
20190317T20Z,1172,1005.0,2
20190317T19Z,1170,992.0,0
20190317T18Z,1169,1100.0,0
20190317T17Z,1172,1067.0,10
20190317T16Z,1170,1083.0,29
20190317T15Z,1170,1082.0,47
20190317T14Z,1168,1099.0,55
20190317T13Z,1172,1007.0,59
20190317T12Z,1166,964.0,63
20190317T11Z,1169,934.0,86
20190317T10Z,1170,1023.0,80
20190317T09Z,1167,1111.0,98
20190317T08Z,1168,1075.0,126
20190317T07Z,1168,1029.0,139
20190317T06Z,1172,966.0,154
20190317T05Z,1167,935.0,183
20190317T04Z,1168,936.0,195
20190317T03Z,1165,952.0,177
20190317T02Z,1171,974.0,131
20190317T01Z,1170,938.0,63
20190317T00Z,1171,887.0,66
20190316T23Z,1173,944.0,82
20190316T22Z,1167,1045.0,79
20190316T21Z,1170,1042.0,91
20190316T20Z,1169,994.0,69
20190316T19Z,1168,1057.0,85
20190316T18Z,1168,1016.0,96
20190316T17Z,1171,1178.0,56
20190316T16Z,1169,1198.0,35
20190316T15Z,1169,1249.0,25
20190316T14Z,1168,1330.0,24
20190316T13Z,1165,1312.0,5
20190316T12Z,1164,1231.0,0
20190316T11Z,1169,1266.0,0
20190316T10Z,1169,1161.0,0
20190316T09Z,1166,1107.0,0
20190316T08Z,1167,1123.0,0
20190316T07Z,1169,1207.0,6
20190316T06Z,1168,1204.0,23
20190316T05Z,1164,1125.0,39
20190316T04Z,1167,1220.0,77
20190316T03Z,1172,1286.0,97
20190316T02Z,1168,1355.0,91
20190316T01Z,1159,1300.0,108
20190316T00Z,1107,1183.0,210
20190315T23Z,1092,1067.0,286
20190315T22Z,1062,1080.0,310
20190315T21Z,1132,1064.0,324
20190315T20Z,1166,1116.0,296
20190315T19Z,1168,1174.0,315
20190315T18Z,1171,1137.0,287
20190315T17Z,1166,1328.0,285
20190315T16Z,1172,1336.0,339
20190315T15Z,1166,1344.0,366
20190315T14Z,1166,1274.0,370
20190315T13Z,1168,1345.0,407
20190315T12Z,1139,1049.0,399
20190315T11Z,1130,940.0,399
20190315T10Z,974,809.0,393
20190315T09Z,952,756.0,397
20190315T08Z,995,708.0,405
20190315T07Z,990,710.0,423
20190315T06Z,1034,707.0,422
20190315T05Z,1212,794.0,421
20190315T04Z,1425,801.0,417
20190315T03Z,1542,859.0,413
20190315T02Z,1627,865.0,410
20190315T01Z,1655,904.0,404
20190315T00Z,1663,697.0,415
20190314T23Z,1585,692.0,407
20190314T22Z,1580,757.0,421
20190314T21Z,1654,641.0,401
20190314T20Z,1749,599.0,421
20190314T19Z,1735,669.0,425
20190314T18Z,1741,635.0,415
20190314T17Z,1772,585.0,428
20190314T16Z,1764,625.0,429
20190314T15Z,1760,646.0,430
20190314T14Z,1756,665.0,430
20190314T13Z,1773,591.0,432
20190314T12Z,1713,596.0,432
20190314T11Z,1557,454.0,433
20190314T10Z,1141,354.0,434
20190314T09Z,1067,338.0,435
20190314T08Z,1033,336.0,437
20190314T07Z,1055,335.0,433
20190314T06Z,1148,335.0,433
20190314T05Z,1490,347.0,355
20190314T04Z,1653,527.0,351
20190314T03Z,1579,753.0,393
20190314T02Z,1728,727.0,394
20190314T01Z,1754,725.0,324
20190314T00Z,1757,679.0,299
20190313T23Z,1754,748.0,345
20190313T22Z,1765,838.0,353
20190313T21Z,1759,872.0,410
20190313T20Z,1751,724.0,419
20190313T19Z,1766,770.0,437
20190313T18Z,1762,739.0,438
20190313T17Z,1767,807.0,445
20190313T16Z,1762,820.0,444
20190313T15Z,1772,857.0,417
20190313T14Z,1757,804.0,373
20190313T13Z,1756,790.0,370
20190313T12Z,1616,844.0,343
20190313T11Z,1450,675.0,389
20190313T10Z,1146,672.0,358
20190313T09Z,1096,688.0,302
20190313T08Z,1062,665.0,300
20190313T07Z,1199,665.0,291
20190313T06Z,1355,666.0,367
20190313T05Z,1622,666.0,392
20190313T04Z,1763,763.0,347
20190313T03Z,1764,778.0,337
20190313T02Z,1761,740.0,349
20190313T01Z,1773,776.0,289
20190313T00Z,1763,728.0,233
20190312T23Z,1757,741.0,298
20190312T22Z,1765,718.0,317
20190312T21Z,1774,696.0,338
20190312T20Z,1761,835.0,284
20190312T19Z,1765,744.0,302
20190312T18Z,1765,734.0,259
20190312T17Z,1758,830.0,192
20190312T16Z,1757,762.0,228
20190312T15Z,1761,822.0,217
20190312T14Z,1766,788.0,227
20190312T13Z,1754,768.0,202
20190312T12Z,1758,754.0,177
20190312T11Z,1753,722.0,138
20190312T10Z,1711,692.0,96
20190312T09Z,1644,686.0,129
20190312T08Z,1543,700.0,206
20190312T07Z,1539,683.0,271
20190312T06Z,1614,685.0,200
20190312T05Z,1735,683.0,157
20190312T04Z,1764,763.0,91
20190312T03Z,1766,919.0,76
20190312T02Z,1767,1054.0,71
20190312T01Z,1768,1106.0,18
20190312T00Z,1766,1108.0,0
20190311T23Z,1765,1043.0,0
20190311T22Z,1759,981.0,0
20190311T21Z,1770,1092.0,0
20190311T20Z,1759,1009.0,0
20190311T19Z,1760,1029.0,0
20190311T18Z,1761,971.0,0
20190311T17Z,1757,1122.0,0
20190311T16Z,1755,1131.0,1
20190311T15Z,1763,1124.0,8
20190311T14Z,1756,1124.0,26
20190311T13Z,1750,1125.0,39
20190311T12Z,1773,1066.0,28
20190311T11Z,1761,985.0,13
20190311T10Z,1765,932.0,16
20190311T09Z,1755,837.0,29
20190311T08Z,1759,839.0,24
20190311T07Z,1768,833.0,17
20190311T06Z,1762,852.0,17
20190311T05Z,1757,828.0,27
20190311T04Z,1764,831.0,28
20190311T03Z,1755,882.0,20
20190311T02Z,1775,899.0,11
20190311T01Z,1762,854.0,22
20190311T00Z,1762,825.0,30
20190310T23Z,1755,810.0,26
20190310T22Z,1763,830.0,30
20190310T21Z,1761,842.0,45
20190310T20Z,1766,857.0,58
20190310T19Z,1758,809.0,86
20190310T18Z,1757,853.0,113
20190310T17Z,1771,836.0,123
20190310T16Z,1758,816.0,133
20190310T15Z,1755,860.0,139
20190310T14Z,1744,890.0,158
20190310T13Z,1627,905.0,200
20190310T12Z,1574,835.0,209
20190310T11Z,1613,835.0,172
20190310T10Z,1645,830.0,206
20190310T09Z,0,0.0,0
20190310T08Z,1557,832.0,254
20190310T07Z,1565,753.0,328
20190310T06Z,1578,723.0,370
20190310T05Z,1766,728.0,386
20190310T04Z,1765,834.0,394
20190310T03Z,1771,806.0,406
20190310T02Z,1762,808.0,432
20190310T01Z,1773,843.0,435
20190310T00Z,1759,764.0,435
20190309T23Z,1702,660.0,445
20190309T22Z,1669,674.0,408
20190309T21Z,1761,692.0,252
20190309T20Z,1768,678.0,166
