,coal,natural gas,wind
20181012T03Z,1872,869.0,23
20181012T02Z,1873,820.0,15
20181012T01Z,1864,897.0,5
20181012T00Z,1867,839.0,1
20181011T23Z,1763,737.0,2
20181011T22Z,1506,851.0,1
20181011T21Z,1446,901.0,7
20181011T20Z,1509,816.0,20
20181011T19Z,1676,680.0,23
20181011T18Z,1524,807.0,35
20181011T17Z,1539,796.0,46
20181011T16Z,1580,812.0,62
20181011T15Z,1524,683.0,101
20181011T14Z,1490,652.0,158
20181011T13Z,1560,541.0,156
20181011T12Z,1456,546.0,163
20181011T11Z,1383,438.0,190
20181011T10Z,1311,376.0,253
20181011T09Z,1250,355.0,231
20181011T08Z,1184,383.0,220
20181011T07Z,1218,399.0,270
20181011T06Z,1462,402.0,277
20181011T05Z,0,0.0,0
20181011T04Z,1743,538.0,271
20181011T03Z,1838,513.0,249
20181011T02Z,1872,739.0,195
20181011T01Z,1870,849.0,180
20181011T00Z,1877,857.0,170
20181010T23Z,1816,829.0,192
20181010T22Z,1623,868.0,234
20181010T21Z,1678,874.0,246
20181010T20Z,1788,785.0,258
20181010T19Z,1733,802.0,276
20181010T18Z,1773,711.0,270
20181010T17Z,1698,708.0,240
20181010T16Z,1757,580.0,227
20181010T15Z,1728,606.0,194
20181010T14Z,1696,519.0,165
20181010T13Z,1715,552.0,137
20181010T12Z,1637,519.0,147
20181010T11Z,1449,554.0,149
20181010T10Z,1389,554.0,128
20181010T09Z,1317,529.0,113
20181010T08Z,1265,629.0,110
20181010T07Z,1279,571.0,145
20181010T06Z,1434,507.0,146
20181010T05Z,1507,554.0,135
20181010T04Z,1809,541.0,120
20181010T03Z,1882,647.0,149
20181010T02Z,1873,804.0,251
20181010T01Z,1883,1013.0,247
20181010T00Z,1889,1046.0,264
20181009T23Z,1870,878.0,263
20181009T22Z,1724,972.0,274
20181009T21Z,1696,946.0,201
20181009T20Z,1794,984.0,166
20181009T19Z,1754,1035.0,150
20181009T18Z,1738,1009.0,148
20181009T17Z,1779,991.0,132
20181009T16Z,1698,938.0,141
20181009T15Z,1724,882.0,128
20181009T14Z,1788,652.0,118
20181009T13Z,1811,538.0,110
20181009T12Z,1700,543.0,139
20181009T11Z,1564,514.0,82
20181009T10Z,1407,575.0,42
20181009T09Z,1417,648.0,11
20181009T08Z,1372,605.0,22
20181009T07Z,1397,642.0,11
20181009T06Z,1443,653.0,22
20181009T05Z,1712,572.0,14
20181009T04Z,1864,602.0,36
20181009T03Z,1881,777.0,78
20181009T02Z,1850,980.0,93
20181009T01Z,1715,1185.0,124
20181009T00Z,1699,1171.0,145
20181008T23Z,1637,1218.0,177
20181008T22Z,1620,1285.0,187
20181008T21Z,1613,1274.0,196
20181008T20Z,1740,1249.0,180
20181008T19Z,1856,1195.0,165
20181008T18Z,1867,1158.0,157
20181008T17Z,1845,1150.0,143
20181008T16Z,1844,1055.0,154
20181008T15Z,1837,907.0,160
20181008T14Z,1834,740.0,138
20181008T13Z,1830,595.0,156
20181008T12Z,1625,533.0,144
20181008T11Z,1128,551.0,151
20181008T10Z,1072,492.0,166
20181008T09Z,1137,485.0,131
20181008T08Z,1255,479.0,64
20181008T07Z,1363,484.0,16
20181008T06Z,1329,479.0,9
20181008T05Z,1499,479.0,11
20181008T04Z,1722,502.0,21
20181008T03Z,1768,712.0,57
20181008T02Z,1808,935.0,105
20181008T01Z,1799,1108.0,37
20181008T00Z,1715,1153.0,6
20181007T23Z,1711,1189.0,1
20181007T22Z,1682,1132.0,0
20181007T21Z,1593,1095.0,0
20181007T20Z,1613,1111.0,8
20181007T19Z,1561,1144.0,29
20181007T18Z,1557,1100.0,35
20181007T17Z,1549,999.0,19
20181007T16Z,1438,933.0,20
20181007T15Z,1400,814.0,77
20181007T14Z,1262,623.0,64
20181007T13Z,1092,536.0,22
20181007T12Z,907,516.0,21
20181007T11Z,885,489.0,12
20181007T10Z,896,495.0,13
20181007T09Z,913,489.0,28
20181007T08Z,1004,490.0,26
20181007T07Z,1070,507.0,14
20181007T06Z,1079,519.0,37
20181007T05Z,1192,510.0,48
20181007T04Z,1283,793.0,64
20181007T03Z,1279,970.0,89
20181007T02Z,1277,1010.0,104
20181007T01Z,1279,1139.0,142
20181007T00Z,1279,1165.0,160
20181006T23Z,1285,1224.0,128
20181006T22Z,1283,1242.0,102
20181006T21Z,1284,1242.0,108
20181006T20Z,1288,1238.0,90
20181006T19Z,1280,1200.0,116
20181006T18Z,1285,1141.0,84
20181006T17Z,1297,978.0,101
20181006T16Z,1294,947.0,110
20181006T15Z,1298,775.0,169
20181006T14Z,1297,589.0,93
20181006T13Z,713,411.0,118
20181006T12Z,1286,390.0,190
20181006T11Z,1005,376.0,220
20181006T10Z,975,356.0,234
20181006T09Z,990,343.0,269
20181006T08Z,1113,354.0,220
20181006T07Z,1208,409.0,228
20181006T06Z,1231,411.0,239
20181006T05Z,1356,533.0,192
20181006T04Z,1470,751.0,180
20181006T03Z,1467,851.0,174
20181006T02Z,1474,956.0,176
20181006T01Z,1466,968.0,149
20181006T00Z,1466,980.0,136
20181005T23Z,1466,1005.0,138
20181005T22Z,1467,1027.0,160
20181005T21Z,1462,1023.0,167
20181005T20Z,1462,1008.0,150
20181005T19Z,1469,1018.0,143
20181005T18Z,1468,982.0,132
20181005T17Z,1459,969.0,102
20181005T16Z,1460,866.0,89
20181005T15Z,1473,773.0,91
20181005T14Z,1465,702.0,69
20181005T13Z,1466,533.0,34
20181005T12Z,1471,381.0,7
20181005T11Z,1449,332.0,4
20181005T10Z,1372,345.0,2
20181005T09Z,1372,328.0,0
20181005T08Z,1369,328.0,0
20181005T07Z,1387,331.0,0
20181005T06Z,1416,393.0,1
20181005T05Z,1457,447.0,68
20181005T04Z,1453,586.0,140
20181005T03Z,1457,788.0,128
20181005T02Z,1455,988.0,104
20181005T01Z,1449,1036.0,61
20181005T00Z,1458,984.0,60
20181004T23Z,1457,1034.0,58
20181004T22Z,1459,1005.0,63
20181004T21Z,1453,1036.0,95
20181004T20Z,1460,1004.0,109
20181004T19Z,1451,1042.0,78
20181004T18Z,1450,1027.0,106
20181004T17Z,1452,947.0,160
20181004T16Z,1443,724.0,212
20181004T15Z,1415,576.0,230
20181004T14Z,1414,478.0,177
20181004T13Z,1409,452.0,182
20181004T12Z,1376,388.0,246
20181004T11Z,1150,367.0,239
20181004T10Z,937,320.0,300
20181004T09Z,945,315.0,328
20181004T08Z,1128,349.0,192
20181004T07Z,1168,361.0,261
20181004T06Z,1354,378.0,274
20181004T05Z,1406,376.0,308
20181004T04Z,1466,474.0,364
20181004T03Z,1473,910.0,351
20181004T02Z,1463,1011.0,304
20181004T01Z,1466,1022.0,285
20181004T00Z,1470,1010.0,339
20181003T23Z,1465,1033.0,357
20181003T22Z,1466,1186.0,366
20181003T21Z,1463,1114.0,379
20181003T20Z,1455,1018.0,390
20181003T19Z,1441,1022.0,386
20181003T18Z,1438,903.0,371
20181003T17Z,1440,924.0,371
20181003T16Z,1427,844.0,383
20181003T15Z,1391,499.0,401
20181003T14Z,1448,380.0,399
20181003T13Z,1435,338.0,369
20181003T12Z,1229,437.0,335
20181003T11Z,974,342.0,318
20181003T10Z,958,372.0,323
20181003T09Z,860,356.0,336
20181003T08Z,783,368.0,329
20181003T07Z,837,362.0,312
20181003T06Z,993,410.0,277
20181003T05Z,1123,422.0,314
20181003T04Z,1345,445.0,319
20181003T03Z,1440,622.0,307
20181003T02Z,1441,952.0,283
20181003T01Z,1444,1047.0,233
20181003T00Z,1443,1017.0,210
20181002T23Z,1442,1019.0,239
20181002T22Z,1439,963.0,260
20181002T21Z,1445,952.0,204
20181002T20Z,1432,988.0,151
20181002T19Z,1425,1013.0,88
20181002T18Z,1413,997.0,57
20181002T17Z,1411,1009.0,33
20181002T16Z,1400,858.0,14
20181002T15Z,1425,789.0,17
20181002T14Z,1372,704.0,25
20181002T13Z,1396,519.0,32
20181002T12Z,1341,473.0,49
20181002T11Z,1131,464.0,58
20181002T10Z,1004,463.0,45
20181002T09Z,949,464.0,25
20181002T08Z,981,464.0,30
20181002T07Z,1003,464.0,50
20181002T06Z,1030,462.0,66
20181002T05Z,1111,463.0,68
20181002T04Z,1283,466.0,73
20181002T03Z,1417,624.0,85
20181002T02Z,1413,873.0,100
20181002T01Z,1412,958.0,74
20181002T00Z,1418,1004.0,75
20181001T23Z,1431,1036.0,98
20181001T22Z,1438,1064.0,140
20181001T21Z,1439,1062.0,188
20181001T20Z,1435,1038.0,246
20181001T19Z,1409,981.0,241
20181001T18Z,1383,919.0,210
20181001T17Z,1403,817.0,189
20181001T16Z,1386,694.0,203
20181001T15Z,1371,613.0,182
20181001T14Z,1305,407.0,156
20181001T13Z,1354,440.0,124
20181001T12Z,1367,466.0,94
20181001T11Z,1302,449.0,52
20181001T10Z,1133,445.0,52
20181001T09Z,1043,445.0,64
20181001T08Z,1055,445.0,90
20181001T07Z,1078,445.0,73
20181001T06Z,1130,444.0,64
20181001T05Z,1138,445.0,87
20181001T04Z,1241,453.0,109
20181001T03Z,1378,466.0,143
20181001T02Z,1409,617.0,155
20181001T01Z,1411,637.0,124
20181001T00Z,1414,601.0,69
20180930T23Z,1414,655.0,55
20180930T22Z,1419,652.0,77
20180930T21Z,1417,654.0,75
20180930T20Z,1415,649.0,83
20180930T19Z,1419,636.0,71
20180930T18Z,1404,637.0,87
20180930T17Z,1367,620.0,83
20180930T16Z,1386,467.0,61
20180930T15Z,1370,456.0,49
20180930T14Z,1314,505.0,44
20180930T13Z,1217,436.0,47
20180930T12Z,1123,460.0,49
20180930T11Z,1094,466.0,42
20180930T10Z,1082,467.0,48
20180930T09Z,1027,467.0,72
20180930T08Z,986,467.0,140
20180930T07Z,1029,465.0,105
20180930T06Z,1052,455.0,126
20180930T05Z,1183,466.0,160
20180930T04Z,1247,466.0,151
20180930T03Z,1281,464.0,133
20180930T02Z,1291,460.0,146
20180930T01Z,1389,424.0,100
20180930T00Z,1399,389.0,99
20180929T23Z,1393,447.0,68
20180929T22Z,1396,462.0,46
20180929T21Z,1405,422.0,53
20180929T20Z,1393,461.0,34
20180929T19Z,1406,414.0,128
20180929T18Z,1403,369.0,153
20180929T17Z,1390,422.0,123
20180929T16Z,1403,425.0,116
20180929T15Z,1391,432.0,97
20180929T14Z,1387,438.0,83
20180929T13Z,1307,443.0,108
20180929T12Z,1079,470.0,105
20180929T11Z,978,472.0,51
20180929T10Z,962,474.0,24
20180929T09Z,955,473.0,16
20180929T08Z,946,457.0,16
20180929T07Z,992,470.0,37
20180929T06Z,1051,465.0,49
20180929T05Z,1233,436.0,47
20180929T04Z,1390,502.0,65
20180929T03Z,1394,569.0,108
20180929T02Z,1394,755.0,107
20180929T01Z,1390,868.0,88
20180929T00Z,1396,777.0,49
20180928T23Z,1393,871.0,73
20180928T22Z,1392,914.0,124
20180928T21Z,1397,915.0,169
20180928T20Z,1394,912.0,197
20180928T19Z,1368,879.0,194
20180928T18Z,1267,894.0,176
20180928T17Z,1307,874.0,125
20180928T16Z,1396,915.0,100
20180928T15Z,1396,910.0,141
20180928T14Z,1394,891.0,167
20180928T13Z,1392,833.0,149
20180928T12Z,1236,775.0,133
20180928T11Z,818,837.0,160
20180928T10Z,681,764.0,221
20180928T09Z,716,684.0,160
20180928T08Z,716,697.0,108
20180928T07Z,723,782.0,67
20180928T06Z,714,855.0,97
20180928T05Z,886,909.0,139
20180928T04Z,1272,725.0,201
20180928T03Z,1403,759.0,183
20180928T02Z,1407,822.0,133
20180928T01Z,1414,841.0,115
20180928T00Z,1408,817.0,53
20180927T23Z,1407,884.0,42
20180927T22Z,1403,914.0,38
20180927T21Z,1403,903.0,32
20180927T20Z,1359,922.0,45
20180927T19Z,1356,900.0,73
20180927T18Z,1379,874.0,78
20180927T17Z,1404,871.0,60
20180927T16Z,1402,876.0,53
20180927T15Z,1405,893.0,68
20180927T14Z,1400,843.0,129
20180927T13Z,1387,800.0,156
20180927T12Z,1048,881.0,174
20180927T11Z,745,769.0,210
20180927T10Z,736,739.0,201
20180927T09Z,755,707.0,157
20180927T08Z,788,692.0,144
20180927T07Z,784,764.0,121
20180927T06Z,954,849.0,103
20180927T05Z,1156,768.0,89
20180927T04Z,1232,858.0,62
20180927T03Z,1382,797.0,48
20180927T02Z,1416,888.0,13
20180927T01Z,1416,905.0,10
20180927T00Z,1407,870.0,13
20180926T23Z,1412,880.0,20
20180926T22Z,1401,895.0,37
20180926T21Z,1417,911.0,47
20180926T20Z,1413,887.0,67
20180926T19Z,1414,863.0,79
20180926T18Z,1413,851.0,66
20180926T17Z,1417,851.0,54
20180926T16Z,1407,870.0,32
20180926T15Z,1406,908.0,45
20180926T14Z,1404,866.0,148
20180926T13Z,1386,832.0,135
20180926T12Z,1246,839.0,213
20180926T11Z,905,854.0,215
20180926T10Z,821,804.0,206
20180926T09Z,776,803.0,206
20180926T08Z,776,848.0,212
20180926T07Z,697,839.0,201
20180926T06Z,807,769.0,207
20180926T05Z,996,833.0,212
20180926T04Z,1322,855.0,248
20180926T03Z,1532,846.0,263
20180926T02Z,1734,865.0,208
20180926T01Z,1778,910.0,217
20180926T00Z,1777,866.0,268
20180925T23Z,1755,871.0,295
20180925T22Z,1791,880.0,239
20180925T21Z,1773,872.0,234
20180925T20Z,1840,834.0,205
20180925T19Z,1814,880.0,159
20180925T18Z,1798,884.0,213
20180925T17Z,1760,840.0,261
20180925T16Z,1710,832.0,193
20180925T15Z,1772,864.0,127
20180925T14Z,1847,723.0,79
20180925T13Z,1747,748.0,114
20180925T12Z,1526,795.0,116
20180925T11Z,1345,764.0,107
20180925T10Z,1046,828.0,86
20180925T09Z,1021,714.0,84
20180925T08Z,1031,747.0,112
20180925T07Z,1037,848.0,108
20180925T06Z,1052,874.0,116
20180925T05Z,1389,738.0,133
20180925T04Z,1609,717.0,132
20180925T03Z,1880,697.0,124
20180925T02Z,1909,780.0,115
20180925T01Z,1913,793.0,68
20180925T00Z,1890,813.0,44
20180924T23Z,1871,795.0,61
20180924T22Z,1830,780.0,50
20180924T21Z,1715,783.0,56
20180924T20Z,1679,774.0,66
20180924T19Z,1582,802.0,51
20180924T18Z,1604,803.0,51
20180924T17Z,1600,791.0,41
20180924T16Z,1596,816.0,33
20180924T15Z,1598,827.0,26
20180924T14Z,1607,791.0,42
20180924T13Z,1508,719.0,28
20180924T12Z,1367,731.0,22
20180924T11Z,967,759.0,30
20180924T10Z,841,727.0,54
20180924T09Z,827,775.0,68
20180924T08Z,833,732.0,93
20180924T07Z,796,751.0,141
20180924T06Z,888,777.0,182
20180924T05Z,1036,737.0,200
20180924T04Z,1207,840.0,140
20180924T03Z,1530,779.0,126
20180924T02Z,1612,883.0,108
20180924T01Z,1605,909.0,82
20180924T00Z,1609,910.0,47
20180923T23Z,1609,890.0,40
20180923T22Z,1482,821.0,41
20180923T21Z,1210,895.0,41
20180923T20Z,1236,889.0,37
20180923T19Z,1315,924.0,19
20180923T18Z,1586,871.0,23
20180923T17Z,1616,769.0,20
20180923T16Z,1532,767.0,14
20180923T15Z,1514,797.0,6
20180923T14Z,1418,774.0,18
20180923T13Z,1262,695.0,22
20180923T12Z,899,843.0,30
20180923T11Z,846,779.0,41
20180923T10Z,834,798.0,55
20180923T09Z,831,774.0,99
20180923T08Z,833,794.0,128
20180923T07Z,862,790.0,136
20180923T06Z,913,844.0,127
20180923T05Z,1007,911.0,123
20180923T04Z,1211,897.0,86
20180923T03Z,1302,913.0,77
20180923T02Z,1540,882.0,66
20180923T01Z,1614,904.0,45
20180923T00Z,1605,786.0,34
20180922T23Z,1607,858.0,41
20180922T22Z,1610,831.0,45
20180922T21Z,1610,820.0,38
20180922T20Z,1616,834.0,34
20180922T19Z,1588,854.0,33
20180922T18Z,1609,843.0,31
20180922T17Z,1627,874.0,43
20180922T16Z,1607,828.0,80
20180922T15Z,1608,768.0,113
20180922T14Z,1536,819.0,153
20180922T13Z,1313,800.0,208
20180922T12Z,1097,763.0,203
20180922T11Z,953,788.0,184
20180922T10Z,893,734.0,192
20180922T09Z,904,694.0,210
20180922T08Z,914,683.0,214
20180922T07Z,948,687.0,225
20180922T06Z,1035,691.0,217
20180922T05Z,1196,681.0,232
20180922T04Z,1383,693.0,217
20180922T03Z,1597,758.0,208
20180922T02Z,1668,797.0,167
20180922T01Z,1669,848.0,152
20180922T00Z,1677,835.0,174
20180921T23Z,1676,798.0,192
20180921T22Z,1667,858.0,200
20180921T21Z,1668,927.0,182
20180921T20Z,1668,936.0,223
20180921T19Z,1641,823.0,294
20180921T18Z,1705,763.0,289
20180921T17Z,1686,770.0,232
20180921T16Z,1665,849.0,202
20180921T15Z,1681,742.0,154
20180921T14Z,1648,838.0,105
20180921T13Z,1690,821.0,156
20180921T12Z,1580,848.0,169
20180921T11Z,1373,794.0,159
20180921T10Z,1266,820.0,108
20180921T09Z,1294,780.0,105
20180921T08Z,1345,760.0,74
20180921T07Z,1336,788.0,74
20180921T06Z,1394,885.0,86
20180921T05Z,1573,872.0,205
20180921T04Z,2020,700.0,326
20180921T03Z,2231,772.0,350
20180921T02Z,2220,1220.0,331
20180921T01Z,2175,1375.0,318
20180921T00Z,2150,1385.0,338
20180920T23Z,2199,1449.0,364
20180920T22Z,2244,1461.0,369
20180920T21Z,2232,1448.0,349
20180920T20Z,2224,1438.0,342
20180920T19Z,2221,1372.0,348
20180920T18Z,2168,1334.0,338
20180920T17Z,2195,1198.0,300
20180920T16Z,2167,965.0,249
20180920T15Z,2021,857.0,184
20180920T14Z,1811,754.0,198
20180920T13Z,1768,691.0,204
20180920T12Z,1528,827.0,190
20180920T11Z,1274,778.0,205
20180920T10Z,1118,730.0,230
20180920T09Z,1191,723.0,245
20180920T08Z,1178,804.0,241
20180920T07Z,1196,778.0,262
20180920T06Z,1341,781.0,239
20180920T05Z,1596,849.0,251
20180920T04Z,1994,770.0,260
20180920T03Z,2200,885.0,255
20180920T02Z,2259,1176.0,184
20180920T01Z,2247,1381.0,126
20180920T00Z,2242,1675.0,153
20180919T23Z,2248,1722.0,223
20180919T22Z,2229,1718.0,241
20180919T21Z,2247,1664.0,210
20180919T20Z,2228,1633.0,165
20180919T19Z,2248,1618.0,138
20180919T18Z,2236,1534.0,121
20180919T17Z,2252,1376.0,93
20180919T16Z,2185,1136.0,48
20180919T15Z,2169,997.0,35
20180919T14Z,2166,781.0,88
20180919T13Z,1947,677.0,117
20180919T12Z,1672,673.0,120
20180919T11Z,1338,735.0,104
20180919T10Z,1211,738.0,82
20180919T09Z,1192,710.0,76
20180919T08Z,1176,739.0,116
20180919T07Z,1176,767.0,167
20180919T06Z,1252,767.0,171
20180919T05Z,1434,739.0,164
20180919T04Z,1535,900.0,182
20180919T03Z,2104,836.0,202
20180919T02Z,2243,1143.0,191
20180919T01Z,2233,1450.0,133
20180919T00Z,2214,1532.0,174
20180918T23Z,2237,1644.0,201
20180918T22Z,2235,1651.0,172
20180918T21Z,2229,1632.0,93
20180918T20Z,2243,1665.0,67
20180918T19Z,2238,1564.0,81
20180918T18Z,2229,1517.0,70
20180918T17Z,2254,1328.0,44
20180918T16Z,2178,1217.0,27
20180918T15Z,2116,991.0,33
20180918T14Z,1928,712.0,78
20180918T13Z,1795,550.0,113
20180918T12Z,1558,533.0,128
20180918T11Z,1279,567.0,117
20180918T10Z,1173,519.0,111
20180918T09Z,1205,488.0,123
20180918T08Z,1200,483.0,118
20180918T07Z,1192,501.0,111
20180918T06Z,1306,505.0,135
20180918T05Z,1484,568.0,137
20180918T04Z,1730,714.0,119
20180918T03Z,2054,805.0,88
20180918T02Z,2141,1100.0,68
20180918T01Z,2135,1232.0,50
20180918T00Z,2120,1379.0,43
20180917T23Z,2126,1444.0,49
20180917T22Z,2098,1433.0,41
20180917T21Z,2109,1404.0,34
20180917T20Z,2061,1481.0,29
20180917T19Z,2113,1500.0,30
20180917T18Z,2125,1271.0,33
20180917T17Z,2076,1044.0,27
20180917T16Z,2008,937.0,2
20180917T15Z,1874,905.0,10
20180917T14Z,1783,842.0,23
20180917T13Z,1766,725.0,40
20180917T12Z,1509,763.0,33
20180917T11Z,1396,837.0,42
20180917T10Z,1409,754.0,49
20180917T09Z,1402,752.0,59
20180917T08Z,1502,683.0,62
20180917T07Z,1494,747.0,62
20180917T06Z,1481,867.0,70
20180917T05Z,1744,742.0,61
20180917T04Z,1994,837.0,60
20180917T03Z,2036,991.0,48
20180917T02Z,1913,1287.0,30
20180917T01Z,1836,1397.0,14
20180917T00Z,1818,1449.0,6
20180916T23Z,1731,1491.0,5
20180916T22Z,1692,1485.0,12
20180916T21Z,1692,1487.0,9
20180916T20Z,1689,1452.0,7
20180916T19Z,1690,1449.0,3
20180916T18Z,1682,1389.0,1
20180916T17Z,1513,1329.0,1
20180916T16Z,1250,1327.0,0
20180916T15Z,1138,1174.0,0
20180916T14Z,1113,941.0,1
20180916T13Z,943,846.0,8
20180916T12Z,1043,705.0,11
20180916T11Z,1213,802.0,21
20180916T10Z,1281,745.0,43
20180916T09Z,1275,772.0,58
20180916T08Z,1350,815.0,75
20180916T07Z,1531,806.0,101
20180916T06Z,1544,814.0,118
20180916T05Z,1639,875.0,116
20180916T04Z,1694,1020.0,84
20180916T03Z,1688,1010.0,37
20180916T02Z,1693,1365.0,24
20180916T01Z,1669,1417.0,14
20180916T00Z,1705,1533.0,1
20180915T23Z,1690,1570.0,4
20180915T22Z,1684,1580.0,4
20180915T21Z,1685,1543.0,41
20180915T20Z,1684,1480.0,5
20180915T19Z,1685,1470.0,8
20180915T18Z,1673,1412.0,9
20180915T17Z,1386,1412.0,2
20180915T16Z,1250,1306.0,0
20180915T15Z,1212,1150.0,0
20180915T14Z,1184,1006.0,0
20180915T13Z,1214,838.0,10
20180915T12Z,1294,726.0,19
20180915T11Z,1264,747.0,33
20180915T10Z,1260,725.0,41
20180915T09Z,1259,729.0,54
20180915T08Z,1253,691.0,42
20180915T07Z,1257,808.0,40
20180915T06Z,1387,843.0,55
20180915T05Z,1570,846.0,56
20180915T04Z,1664,981.0,57
20180915T03Z,1681,1143.0,52
20180915T02Z,1690,1374.0,30
20180915T01Z,1683,1442.0,12
20180915T00Z,1684,1495.0,17
20180914T23Z,1699,1503.0,31
20180914T22Z,1695,1512.0,39
20180914T21Z,1697,1492.0,49
20180914T20Z,1637,1399.0,45
20180914T19Z,1569,1378.0,53
20180914T18Z,1501,1304.0,68
20180914T17Z,1208,1354.0,79
20180914T16Z,1238,1138.0,71
20180914T15Z,1238,1003.0,40
20180914T14Z,1314,859.0,60
20180914T13Z,1492,734.0,93
20180914T12Z,1309,879.0,93
20180914T11Z,1051,826.0,97
20180914T10Z,966,774.0,90
20180914T09Z,894,758.0,99
20180914T08Z,863,745.0,130
20180914T07Z,862,713.0,161
20180914T06Z,1023,690.0,182
20180914T05Z,1314,672.0,183
20180914T04Z,1432,722.0,178
20180914T03Z,1548,961.0,152
20180914T02Z,1546,1093.0,145
20180914T01Z,1502,1058.0,138
20180914T00Z,1547,1067.0,139
20180913T23Z,1561,1085.0,140
20180913T22Z,1508,1092.0,177
20180913T21Z,1495,1091.0,193
20180913T20Z,1526,1076.0,178
20180913T19Z,1523,1047.0,164
20180913T18Z,1324,1006.0,132
20180913T17Z,1275,935.0,125
20180913T16Z,1364,873.0,109
20180913T15Z,1496,738.0,86
20180913T14Z,1341,690.0,79
20180913T13Z,1349,660.0,112
20180913T12Z,1274,634.0,137
20180913T11Z,1006,639.0,153
20180913T10Z,902,609.0,163
20180913T09Z,903,559.0,173
20180913T08Z,896,593.0,158
20180913T07Z,898,632.0,149
20180913T06Z,998,536.0,160
20180913T05Z,1100,573.0,181
20180913T04Z,1129,661.0,216
20180913T03Z,1350,849.0,202
20180913T02Z,1511,881.0,136
20180913T01Z,1507,845.0,106
20180913T00Z,1504,881.0,115
20180912T23Z,1505,859.0,128
20180912T22Z,1491,803.0,105
20180912T21Z,1389,836.0,103
20180912T20Z,1374,840.0,102
20180912T19Z,1352,831.0,69
20180912T18Z,1286,773.0,57
20180912T17Z,1275,841.0,30
20180912T16Z,1279,876.0,21
20180912T15Z,1352,876.0,20
20180912T14Z,1409,744.0,57
20180912T13Z,1441,705.0,86
20180912T12Z,1321,660.0,87
20180912T11Z,1024,610.0,99
20180912T10Z,1000,579.0,125
20180912T09Z,1022,577.0,112
20180912T08Z,1034,572.0,108
20180912T07Z,1028,569.0,151
20180912T06Z,1028,652.0,185
20180912T05Z,1058,527.0,208
20180912T04Z,1256,525.0,207
20180912T03Z,1511,590.0,180
20180912T02Z,1508,804.0,133
20180912T01Z,1512,852.0,110
20180912T00Z,1514,828.0,94
20180911T23Z,1501,876.0,111
20180911T22Z,1503,886.0,123
20180911T21Z,1443,828.0,127
20180911T20Z,1447,905.0,124
20180911T19Z,1399,889.0,123
20180911T18Z,1473,708.0,126
20180911T17Z,1472,708.0,96
20180911T16Z,1378,719.0,43
20180911T15Z,1391,695.0,25
20180911T14Z,1377,604.0,72
20180911T13Z,1352,530.0,113
20180911T12Z,1283,538.0,115
20180911T11Z,1098,584.0,96
20180911T10Z,903,583.0,86
20180911T09Z,955,534.0,95
20180911T08Z,1014,516.0,83
20180911T07Z,1125,534.0,73
20180911T06Z,1123,617.0,76
20180911T05Z,1208,583.0,72
20180911T04Z,1447,642.0,55
20180911T03Z,1481,775.0,41
20180911T02Z,1512,866.0,13
20180911T01Z,1509,840.0,8
20180911T00Z,1510,859.0,18
20180910T23Z,1513,894.0,8
20180910T22Z,1502,923.0,5
20180910T21Z,1510,868.0,3
20180910T20Z,1518,893.0,2
20180910T19Z,1514,901.0,2
20180910T18Z,1509,933.0,0
20180910T17Z,1516,911.0,0
20180910T16Z,1494,903.0,0
20180910T15Z,1503,922.0,0
20180910T14Z,1521,756.0,0
20180910T13Z,1512,628.0,0
20180910T12Z,1390,511.0,0
20180910T11Z,1047,488.0,1
20180910T10Z,863,496.0,5
20180910T09Z,841,508.0,7
20180910T08Z,833,515.0,13
20180910T07Z,834,517.0,25
20180910T06Z,842,546.0,35
20180910T05Z,966,627.0,69
20180910T04Z,1201,706.0,100
20180910T03Z,1503,735.0,104
20180910T02Z,1543,814.0,90
20180910T01Z,1557,860.0,55
20180910T00Z,1546,765.0,30
20180909T23Z,1545,800.0,13
20180909T22Z,1538,856.0,15
20180909T21Z,1564,858.0,19
20180909T20Z,1544,817.0,22
20180909T19Z,1556,781.0,23
20180909T18Z,1542,752.0,26
20180909T17Z,1501,750.0,41
20180909T16Z,1434,692.0,46
20180909T15Z,1268,700.0,47
20180909T14Z,1118,728.0,60
20180909T13Z,949,698.0,58
20180909T12Z,851,725.0,74
20180909T11Z,842,726.0,71
20180909T10Z,827,743.0,87
20180909T09Z,834,737.0,90
20180909T08Z,814,703.0,113
20180909T07Z,822,773.0,121
20180909T06Z,813,785.0,130
20180909T05Z,945,770.0,124
20180909T04Z,1164,814.0,119
20180909T03Z,1377,814.0,105
20180909T02Z,1548,858.0,71
20180909T01Z,1552,889.0,53
20180909T00Z,1537,838.0,71
20180908T23Z,1511,853.0,84
20180908T22Z,1510,807.0,103
20180908T21Z,1414,829.0,83
20180908T20Z,1344,821.0,79
20180908T19Z,1272,794.0,87
20180908T18Z,1166,797.0,82
20180908T17Z,1108,774.0,99
20180908T16Z,1031,805.0,126
20180908T15Z,1015,829.0,164
20180908T14Z,1019,867.0,155
20180908T13Z,1016,840.0,165
20180908T12Z,1022,783.0,142
20180908T11Z,1004,828.0,114
20180908T10Z,903,863.0,147
20180908T09Z,821,851.0,196
20180908T08Z,819,769.0,211
20180908T07Z,877,838.0,207
20180908T06Z,923,791.0,200
20180908T05Z,929,763.0,195
20180908T04Z,927,870.0,171
20180908T03Z,960,901.0,165
20180908T02Z,960,907.0,200
20180908T01Z,961,905.0,191
