,natural gas,other,solar,hydro
20190203T14Z,0,467,0,1
20190203T13Z,0,468,0,1
20190203T12Z,0,467,0,1
20190203T11Z,0,468,0,2
20190203T10Z,0,467,0,1
20190203T09Z,0,464,0,1
20190203T08Z,0,459,0,1
20190203T07Z,0,460,0,2
20190203T06Z,0,462,0,1
20190203T05Z,0,464,0,2
20190203T04Z,0,458,0,2
20190203T03Z,0,456,0,2
20190203T02Z,0,449,0,3
20190203T01Z,0,453,1,5
20190203T00Z,0,446,12,5
20190202T23Z,0,450,20,6
20190202T22Z,0,453,45,6
20190202T21Z,0,452,42,7
20190202T20Z,0,456,74,6
20190202T19Z,0,453,53,6
20190202T18Z,0,457,45,7
20190202T17Z,0,454,28,7
20190202T16Z,0,459,6,8
20190202T15Z,0,459,0,7
20190202T14Z,0,455,0,7
20190202T13Z,0,449,0,8
20190202T12Z,0,439,0,7
20190202T11Z,0,440,0,8
20190202T10Z,0,438,0,8
20190202T09Z,0,438,0,8
20190202T08Z,0,440,0,8
20190202T07Z,0,435,0,10
20190202T06Z,0,436,0,6
20190202T05Z,0,439,0,10
20190202T04Z,0,440,0,11
20190202T03Z,0,435,0,13
20190202T02Z,0,438,0,10
20190202T01Z,0,438,8,13
20190202T00Z,0,440,61,14
20190201T23Z,0,436,68,13
20190201T22Z,0,436,86,16
20190201T21Z,0,432,102,12
20190201T20Z,0,434,87,10
20190201T19Z,0,437,103,10
20190201T18Z,0,437,116,9
20190201T17Z,0,438,98,11
20190201T16Z,35,442,39,8
20190201T15Z,49,443,0,10
20190201T14Z,51,436,0,11
20190201T13Z,51,440,0,8
20190201T12Z,49,437,0,8
20190201T11Z,46,433,0,9
20190201T10Z,46,434,0,7
20190201T09Z,46,432,0,8
20190201T08Z,58,426,0,10
20190201T07Z,55,427,0,11
20190201T06Z,44,428,0,12
20190201T05Z,59,428,0,10
20190201T04Z,58,419,0,10
20190201T03Z,59,418,0,10
20190201T02Z,58,417,0,9
20190201T01Z,58,417,5,10
20190201T00Z,55,419,46,7
20190131T23Z,59,416,100,6
20190131T22Z,55,419,113,6
20190131T21Z,46,416,101,4
20190131T20Z,47,419,100,3
20190131T19Z,58,420,67,4
20190131T18Z,72,425,68,4
20190131T17Z,63,425,48,4
20190131T16Z,63,424,23,4
20190131T15Z,58,432,0,4
20190131T14Z,55,431,0,4
20190131T13Z,49,431,0,4
20190131T12Z,41,434,0,4
20190131T11Z,49,434,0,4
20190131T10Z,50,434,0,3
20190131T09Z,56,429,0,4
20190131T08Z,59,426,0,4
20190131T07Z,58,421,0,3
20190131T06Z,59,423,0,4
20190131T05Z,59,418,0,4
20190131T04Z,59,417,0,3
20190131T03Z,59,416,0,4
20190131T02Z,53,411,0,3
20190131T01Z,40,409,29,4
20190131T00Z,35,410,56,4
20190130T23Z,24,411,55,5
20190130T22Z,19,410,76,6
20190130T21Z,19,408,86,6
20190130T20Z,40,409,70,6
20190130T19Z,34,402,71,7
20190130T18Z,59,406,69,5
20190130T17Z,61,393,76,4
20190130T16Z,48,404,33,9
20190130T15Z,37,416,0,18
20190130T14Z,21,419,0,19
20190130T13Z,0,407,0,19
20190130T12Z,0,415,0,17
20190130T11Z,0,413,0,16
20190130T10Z,0,416,0,16
20190130T09Z,0,391,0,18
20190130T08Z,0,0,0,0
20190130T07Z,0,0,0,0
20190130T06Z,0,0,0,0
20190130T05Z,0,0,0,0
20190130T04Z,0,0,0,0
20190130T03Z,0,0,0,0
20190130T02Z,0,0,0,0
20190130T01Z,0,0,0,0
20190130T00Z,0,0,0,0
20190129T23Z,0,0,0,0
20190129T22Z,0,0,0,0
20190129T21Z,0,0,0,0
20190129T20Z,0,0,0,0
20190129T19Z,0,0,0,0
20190129T18Z,0,0,0,0
20190129T17Z,0,0,0,0
20190129T16Z,0,0,0,0
20190129T15Z,0,0,0,0
20190129T14Z,0,0,0,0
20190129T13Z,0,0,0,0
20190129T12Z,0,0,0,0
20190129T11Z,0,0,0,0
20190129T10Z,0,0,0,0
20190129T09Z,0,0,0,0
20190129T08Z,0,456,0,13
20190129T07Z,0,453,0,16
20190129T06Z,0,453,0,13
20190129T05Z,0,454,0,13
20190129T04Z,0,443,0,15
20190129T03Z,0,443,0,12
20190129T02Z,0,437,1,14
20190129T01Z,0,420,7,13
20190129T00Z,0,424,31,14
20190128T23Z,0,420,34,15
20190128T22Z,0,422,63,15
20190128T21Z,0,422,89,14
20190128T20Z,8,430,72,15
20190128T19Z,0,432,91,15
20190128T18Z,0,436,99,17
20190128T17Z,0,441,79,17
20190128T16Z,0,449,33,16
20190128T15Z,0,441,0,19
20190128T14Z,0,450,0,17
20190128T13Z,0,443,0,12
20190128T12Z,0,444,0,12
20190128T11Z,0,444,0,10
20190128T10Z,0,440,0,10
20190128T09Z,0,431,0,10
20190128T08Z,0,431,0,10
20190128T07Z,0,437,0,9
20190128T06Z,0,441,0,10
20190128T05Z,0,435,0,10
20190128T04Z,0,438,0,10
20190128T03Z,0,435,0,10
20190128T02Z,0,436,0,9
20190128T01Z,0,437,25,10
20190128T00Z,0,435,78,9
20190127T23Z,0,436,111,9
20190127T22Z,0,435,117,10
20190127T21Z,0,437,104,9
20190127T20Z,0,451,98,9
20190127T19Z,0,459,96,9
20190127T18Z,0,466,86,9
20190127T17Z,0,465,78,9
20190127T16Z,0,463,33,8
20190127T15Z,0,472,1,9
20190127T14Z,0,467,0,9
20190127T13Z,0,466,0,9
20190127T12Z,0,465,0,9
20190127T11Z,0,467,0,9
20190127T10Z,0,464,0,9
20190127T09Z,0,462,0,10
20190127T08Z,0,462,0,10
20190127T07Z,0,459,0,9
20190127T06Z,0,460,0,12
20190127T05Z,0,459,0,11
20190127T04Z,0,456,0,13
20190127T03Z,0,450,0,14
20190127T02Z,0,449,0,13
20190127T01Z,0,452,22,16
20190127T00Z,0,448,87,15
20190126T23Z,0,450,111,15
20190126T22Z,0,449,119,14
20190126T21Z,0,444,122,14
20190126T20Z,0,445,123,14
20190126T19Z,0,445,112,15
20190126T18Z,0,434,107,13
20190126T17Z,0,436,96,13
20190126T16Z,0,435,34,14
20190126T15Z,0,439,1,15
20190126T14Z,0,438,0,16
20190126T13Z,0,441,0,16
20190126T12Z,0,435,0,12
20190126T11Z,0,436,0,12
20190126T10Z,0,436,0,12
20190126T09Z,0,432,0,13
20190126T08Z,0,433,0,12
20190126T07Z,0,426,0,13
20190126T06Z,0,429,0,12
20190126T05Z,0,423,0,14
20190126T04Z,0,425,0,13
20190126T03Z,0,426,0,11
20190126T02Z,0,420,0,12
20190126T01Z,0,424,24,12
20190126T00Z,0,423,86,12
20190125T23Z,0,426,117,12
20190125T22Z,0,421,121,11
20190125T21Z,0,420,122,13
20190125T20Z,0,419,117,14
20190125T19Z,0,428,121,15
20190125T18Z,0,427,117,15
20190125T17Z,0,435,95,14
20190125T16Z,0,431,35,15
20190125T15Z,0,436,1,15
20190125T14Z,0,436,0,14
20190125T13Z,0,436,0,14
20190125T12Z,0,434,0,14
20190125T11Z,0,437,0,14
20190125T10Z,0,429,0,14
20190125T09Z,0,436,0,10
20190125T08Z,0,432,0,11
20190125T07Z,0,431,0,11
20190125T06Z,0,428,0,13
20190125T05Z,0,424,0,10
20190125T04Z,0,421,0,12
20190125T03Z,0,417,0,15
20190125T02Z,0,410,0,14
20190125T01Z,0,396,12,14
20190125T00Z,0,413,56,13
20190124T23Z,0,412,83,12
20190124T22Z,0,399,105,12
20190124T21Z,0,383,113,14
20190124T20Z,0,387,116,13
20190124T19Z,0,387,117,14
20190124T18Z,0,393,109,13
20190124T17Z,38,395,52,13
20190124T16Z,8,423,32,12
20190124T15Z,0,393,0,13
20190124T14Z,0,392,0,13
20190124T13Z,0,403,0,13
20190124T12Z,0,396,0,11
20190124T11Z,0,392,0,11
20190124T10Z,0,416,0,12
20190124T09Z,0,403,0,12
20190124T08Z,0,404,0,9
20190124T07Z,0,401,0,12
20190124T06Z,0,400,0,10
20190124T05Z,0,391,0,11
20190124T04Z,0,392,0,11
20190124T03Z,0,368,0,10
20190124T02Z,0,373,0,9
20190124T01Z,0,368,22,10
20190124T00Z,0,369,59,13
20190123T23Z,0,363,112,12
20190123T22Z,0,362,114,14
20190123T21Z,0,368,117,15
20190123T20Z,0,426,116,16
20190123T19Z,0,470,120,14
20190123T18Z,0,471,115,15
20190123T17Z,0,474,97,14
20190123T16Z,0,476,33,15
20190123T15Z,0,475,0,14
20190123T14Z,0,465,0,14
20190123T13Z,0,450,0,13
20190123T12Z,0,429,0,11
20190123T11Z,0,420,0,10
20190123T10Z,0,408,0,9
20190123T09Z,0,396,0,10
20190123T08Z,0,375,0,9
20190123T07Z,0,375,0,10
20190123T06Z,0,356,0,9
20190123T05Z,0,359,0,9
20190123T04Z,0,358,0,9
20190123T03Z,0,342,0,12
20190123T02Z,0,341,0,11
20190123T01Z,0,323,15,8
20190123T00Z,0,312,77,7
20190122T23Z,0,303,115,7
20190122T22Z,0,291,117,7
20190122T21Z,0,308,106,7
20190122T20Z,0,307,103,7
20190122T19Z,0,315,90,8
20190122T18Z,0,317,104,6
20190122T17Z,0,311,93,3
20190122T16Z,0,313,32,3
20190122T15Z,0,313,2,4
20190122T14Z,0,310,0,3
20190122T13Z,0,310,0,3
20190122T12Z,0,299,0,4
20190122T11Z,0,295,0,3
20190122T10Z,0,299,0,3
20190122T09Z,0,297,0,3
20190122T08Z,0,295,0,4
20190122T07Z,0,285,0,4
20190122T06Z,0,283,0,3
20190122T05Z,0,277,0,3
20190122T04Z,0,277,0,3
20190122T03Z,0,275,0,1
20190122T02Z,0,277,0,2
20190122T01Z,0,271,17,1
20190122T00Z,0,270,81,2
20190121T23Z,0,272,117,1
20190121T22Z,0,276,120,2
20190121T21Z,0,273,119,2
20190121T20Z,0,274,120,1
20190121T19Z,0,275,123,1
20190121T18Z,0,272,113,0
20190121T17Z,0,274,88,0
20190121T16Z,0,269,23,0
20190121T15Z,0,270,0,0
20190121T14Z,0,269,0,0
20190121T13Z,0,265,0,0
20190121T12Z,0,268,0,0
20190121T11Z,0,269,0,0
20190121T10Z,0,273,0,0
20190121T09Z,0,269,0,0
20190121T08Z,0,268,0,0
20190121T07Z,0,262,0,0
20190121T06Z,0,254,0,0
20190121T05Z,0,247,0,0
20190121T04Z,0,247,0,0
20190121T03Z,0,248,0,0
20190121T02Z,0,240,0,0
20190121T01Z,0,242,7,0
20190121T00Z,0,248,29,0
20190120T23Z,0,255,74,0
20190120T22Z,0,249,80,0
20190120T21Z,0,256,90,0
20190120T20Z,0,247,85,0
20190120T19Z,0,246,76,0
20190120T18Z,0,249,66,0
20190120T17Z,0,250,44,0
20190120T16Z,0,248,30,0
20190120T15Z,0,269,1,0
20190120T14Z,0,259,0,0
20190120T13Z,0,250,0,0
20190120T12Z,0,247,0,0
20190120T11Z,0,253,0,0
20190120T10Z,0,245,0,0
20190120T09Z,0,243,0,0
20190120T08Z,0,241,0,0
20190120T07Z,0,243,0,0
20190120T06Z,0,243,0,0
20190120T05Z,0,240,0,0
20190120T04Z,0,239,0,0
20190120T03Z,0,264,0,0
20190120T02Z,0,263,0,0
20190120T01Z,0,260,17,0
20190120T00Z,0,260,78,0
20190119T23Z,0,255,113,0
20190119T22Z,0,258,116,0
20190119T21Z,0,257,117,0
20190119T20Z,0,257,117,0
20190119T19Z,0,256,121,0
20190119T18Z,0,261,114,0
20190119T17Z,0,270,90,0
20190119T16Z,0,274,32,0
20190119T15Z,0,283,0,0
20190119T14Z,0,280,0,0
20190119T13Z,0,278,0,0
20190119T12Z,0,277,0,0
20190119T11Z,0,278,0,0
20190119T10Z,0,273,0,0
20190119T09Z,0,279,0,0
20190119T08Z,0,272,0,0
20190119T07Z,0,278,0,0
20190119T06Z,0,273,0,0
20190119T05Z,0,276,0,0
20190119T04Z,0,275,0,0
20190119T03Z,0,275,0,0
20190119T02Z,0,269,0,0
20190119T01Z,0,268,13,0
20190119T00Z,0,267,49,0
20190118T23Z,0,263,88,0
20190118T22Z,0,264,99,0
20190118T21Z,0,264,66,0
20190118T20Z,0,269,83,0
20190118T19Z,0,265,89,0
20190118T18Z,0,268,106,0
20190118T17Z,0,277,74,0
20190118T16Z,0,280,23,0
20190118T15Z,0,280,0,0
20190118T14Z,0,283,0,0
20190118T13Z,0,282,0,0
20190118T12Z,0,276,0,0
20190118T11Z,0,281,0,0
20190118T10Z,0,277,0,0
20190118T09Z,0,278,0,0
20190118T08Z,0,277,0,0
20190118T07Z,0,275,0,0
20190118T06Z,0,274,0,0
20190118T05Z,0,271,0,0
20190118T04Z,17,277,0,0
20190118T03Z,35,267,0,0
20190118T02Z,34,263,0,0
20190118T01Z,34,264,13,0
20190118T00Z,22,259,20,0
20190117T23Z,0,260,35,0
20190117T22Z,0,256,57,0
20190117T21Z,0,257,73,0
20190117T20Z,0,262,45,0
20190117T19Z,0,266,34,0
20190117T18Z,0,265,49,0
20190117T17Z,0,275,24,0
20190117T16Z,0,279,7,0
20190117T15Z,0,281,1,0
20190117T14Z,0,281,0,0
20190117T13Z,0,294,0,0
20190117T12Z,0,385,0,0
20190117T11Z,0,529,0,0
20190117T10Z,0,527,0,0
20190117T09Z,0,523,0,0
20190117T08Z,0,531,0,0
20190117T07Z,0,522,0,0
20190117T06Z,0,516,0,0
20190117T05Z,0,518,0,0
20190117T04Z,27,517,0,0
20190117T03Z,32,513,0,0
20190117T02Z,33,505,0,0
20190117T01Z,37,498,9,0
20190117T00Z,30,503,42,0
20190116T23Z,0,497,54,0
20190116T22Z,0,500,62,0
20190116T21Z,0,500,52,0
20190116T20Z,0,502,50,0
20190116T19Z,0,484,31,0
20190116T18Z,0,503,30,0
20190116T17Z,0,514,26,0
20190116T16Z,0,515,8,0
20190116T15Z,0,517,0,0
20190116T14Z,0,514,0,0
20190116T13Z,0,516,0,0
20190116T12Z,0,520,0,0
20190116T11Z,0,517,0,0
20190116T10Z,0,515,0,0
20190116T09Z,0,517,0,0
20190116T08Z,0,535,0,0
20190116T07Z,0,512,0,0
20190116T06Z,0,514,0,0
20190116T05Z,0,511,0,0
20190116T04Z,0,514,0,0
20190116T03Z,0,511,0,0
20190116T02Z,0,509,0,0
20190116T01Z,0,510,7,0
20190116T00Z,0,489,30,0
20190115T23Z,0,487,49,0
20190115T22Z,0,462,65,0
20190115T21Z,17,454,50,0
20190115T20Z,38,461,29,0
20190115T19Z,45,495,19,0
20190115T18Z,45,492,7,0
20190115T17Z,21,488,5,0
20190115T16Z,0,488,4,0
20190115T15Z,0,492,0,0
20190115T14Z,0,495,0,0
20190115T13Z,0,489,0,0
20190115T12Z,0,490,0,0
20190115T11Z,0,492,0,0
20190115T10Z,0,489,0,0
20190115T09Z,0,489,0,0
20190115T08Z,0,487,0,0
20190115T07Z,0,494,0,0
20190115T06Z,0,491,0,0
20190115T05Z,0,490,0,0
20190115T04Z,0,488,0,0
20190115T03Z,0,493,0,0
20190115T02Z,0,490,0,0
20190115T01Z,0,486,1,0
20190115T00Z,0,486,9,0
20190114T23Z,0,481,22,0
20190114T22Z,0,486,30,0
20190114T21Z,0,486,32,0
20190114T20Z,37,488,26,0
20190114T19Z,2,490,19,0
20190114T18Z,0,490,25,0
20190114T17Z,0,485,29,0
20190114T16Z,0,491,8,0
20190114T15Z,0,497,0,0
20190114T14Z,0,494,0,0
20190114T13Z,0,494,0,0
20190114T12Z,0,496,0,0
20190114T11Z,0,492,0,0
20190114T10Z,0,491,0,0
20190114T09Z,0,491,0,0
20190114T08Z,0,541,0,0
20190114T07Z,0,538,0,0
20190114T06Z,0,549,0,0
20190114T05Z,0,545,0,0
20190114T04Z,0,546,0,0
20190114T03Z,0,549,0,0
20190114T02Z,0,545,0,0
20190114T01Z,0,540,6,0
20190114T00Z,0,545,16,0
20190113T23Z,0,547,57,0
20190113T22Z,0,544,86,0
20190113T21Z,0,545,102,0
20190113T20Z,0,544,91,0
20190113T19Z,0,553,89,0
20190113T18Z,0,553,74,0
20190113T17Z,0,554,75,0
20190113T16Z,0,559,28,0
20190113T15Z,0,559,0,0
20190113T14Z,0,555,0,0
20190113T13Z,0,554,0,0
20190113T12Z,0,555,0,0
20190113T11Z,0,552,0,0
20190113T10Z,0,554,0,0
20190113T09Z,0,551,0,0
20190113T08Z,0,548,0,0
20190113T07Z,0,546,0,0
20190113T06Z,0,548,0,0
20190113T05Z,0,543,0,0
20190113T04Z,0,544,0,0
20190113T03Z,0,541,0,0
20190113T02Z,0,545,0,0
20190113T01Z,0,548,3,0
20190113T00Z,0,546,31,0
20190112T23Z,0,540,73,0
20190112T22Z,0,541,82,0
20190112T21Z,0,543,49,0
20190112T20Z,0,542,45,0
20190112T19Z,0,547,48,0
20190112T18Z,0,545,15,0
20190112T17Z,0,552,8,0
20190112T16Z,0,553,0,0
20190112T15Z,0,549,0,0
20190112T14Z,0,550,0,0
20190112T13Z,0,554,0,0
20190112T12Z,0,552,0,0
20190112T11Z,0,549,0,0
20190112T10Z,0,548,0,0
20190112T09Z,0,548,0,0
20190112T08Z,552,0,0,552
20190112T07Z,549,0,0,549
20190112T06Z,547,0,0,547
20190112T05Z,545,0,0,545
20190112T04Z,549,0,0,549
20190112T03Z,547,0,2,545
20190112T02Z,549,0,2,547
20190112T01Z,551,0,2,547
20190112T00Z,589,3,2,542
20190111T23Z,620,30,3,537
20190111T22Z,605,0,2,540
20190111T21Z,626,0,3,544
20190111T20Z,636,0,2,542
20190111T19Z,644,0,2,547
20190111T18Z,649,0,3,542
20190111T17Z,634,0,2,552
20190111T16Z,584,0,3,555
20190111T15Z,562,0,2,559
20190111T14Z,600,0,3,597
20190111T13Z,570,0,2,568
20190111T12Z,583,0,3,580
20190111T11Z,585,0,3,582
20190111T10Z,580,0,3,577
20190111T09Z,579,0,2,577
20190111T08Z,0,578,0,3
20190111T07Z,0,572,0,2
20190111T06Z,0,574,0,3
20190111T05Z,0,575,0,4
20190111T04Z,0,568,0,4
20190111T03Z,0,573,0,3
20190111T02Z,0,559,0,2
20190111T01Z,0,554,9,4
20190111T00Z,0,557,64,3
20190110T23Z,0,551,104,4
20190110T22Z,0,555,113,4
20190110T21Z,0,557,111,2
20190110T20Z,0,558,110,2
20190110T19Z,0,554,111,2
20190110T18Z,0,560,113,2
20190110T17Z,0,563,87,5
20190110T16Z,0,570,29,6
20190110T15Z,0,582,0,5
20190110T14Z,0,574,0,5
20190110T13Z,0,575,0,5
20190110T12Z,0,574,0,6
20190110T11Z,0,576,0,6
20190110T10Z,0,571,0,5
20190110T09Z,0,573,0,5
20190110T08Z,576,569,0,7
20190110T07Z,577,569,0,8
20190110T06Z,579,574,0,5
20190110T05Z,570,563,0,7
20190110T04Z,580,573,0,7
20190110T03Z,562,555,0,7
20190110T02Z,548,542,0,6
20190110T01Z,541,528,6,7
20190110T00Z,576,530,41,5
20190109T23Z,635,528,101,6
20190109T22Z,646,529,111,6
20190109T21Z,651,531,113,7
20190109T20Z,647,527,113,7
20190109T19Z,652,532,116,4
20190109T18Z,645,529,111,5
20190109T17Z,629,532,90,7
20190109T16Z,569,539,26,4
20190109T15Z,553,547,0,6
20190109T14Z,549,544,0,5
20190109T13Z,560,555,0,5
20190109T12Z,561,556,0,5
20190109T11Z,571,567,0,4
20190109T10Z,572,568,0,4
20190109T09Z,576,572,0,4
20190109T08Z,0,571,0,4
20190109T07Z,0,576,0,4
20190109T06Z,0,571,0,4
20190109T05Z,0,569,0,4
20190109T04Z,0,552,0,4
20190109T03Z,0,541,0,5
20190109T02Z,0,540,0,5
20190109T01Z,0,549,7,5
20190109T00Z,0,588,51,4
20190108T23Z,0,616,81,4
20190108T22Z,0,638,102,4
20190108T21Z,0,627,89,5
20190108T20Z,0,627,89,4
20190108T19Z,0,624,86,5
20190108T18Z,0,622,80,5
20190108T17Z,0,608,66,4
20190108T16Z,0,556,20,5
20190108T15Z,0,537,0,4
20190108T14Z,0,530,0,5
20190108T13Z,0,530,0,1
20190108T12Z,0,533,0,5
20190108T11Z,0,533,0,4
20190108T10Z,0,533,0,5
20190108T09Z,0,532,0,4
20190108T08Z,0,520,0,4
20190108T07Z,0,529,0,4
20190108T06Z,0,523,0,4
20190108T05Z,0,520,0,3
20190108T04Z,0,512,0,3
20190108T03Z,0,508,0,4
20190108T02Z,0,506,0,4
20190108T01Z,0,507,9,3
20190108T00Z,0,499,51,4
20190107T23Z,0,496,84,4
20190107T22Z,0,500,85,4
20190107T21Z,0,498,82,4
20190107T20Z,0,515,80,4
20190107T19Z,0,518,79,4
20190107T18Z,0,521,71,4
20190107T17Z,0,533,62,4
20190107T16Z,0,535,18,5
20190107T15Z,0,530,0,5
20190107T14Z,0,537,0,5
20190107T13Z,0,531,0,4
20190107T12Z,0,534,0,4
20190107T11Z,0,528,0,4
20190107T10Z,0,531,0,4
20190107T09Z,0,533,0,3
20190107T08Z,0,532,0,4
20190107T07Z,0,530,0,5
20190107T06Z,0,530,0,5
20190107T05Z,0,523,0,5
20190107T04Z,0,525,0,3
20190107T03Z,0,526,0,5
20190107T02Z,0,527,0,4
20190107T01Z,0,524,5,4
20190107T00Z,0,527,39,4
20190106T23Z,0,521,57,4
20190106T22Z,0,523,84,5
20190106T21Z,0,526,71,4
20190106T20Z,0,523,63,6
20190106T19Z,0,525,84,5
20190106T18Z,0,528,85,4
20190106T17Z,0,532,60,3
20190106T16Z,0,526,19,4
20190106T15Z,0,523,0,3
20190106T14Z,0,523,0,3
20190106T13Z,0,521,0,4
20190106T12Z,0,522,0,4
20190106T11Z,0,522,0,4
20190106T10Z,0,524,0,5
20190106T09Z,0,521,0,7
20190106T08Z,0,528,0,8
20190106T07Z,0,489,0,10
20190106T06Z,0,483,0,9
20190106T05Z,0,515,0,7
20190106T04Z,0,579,0,8
20190106T03Z,0,583,0,9
20190106T02Z,0,578,0,11
20190106T01Z,0,576,0,8
20190106T00Z,0,582,4,10
20190105T23Z,0,578,11,12
20190105T22Z,0,583,19,12
20190105T21Z,0,585,16,12
20190105T20Z,0,587,14,13
20190105T19Z,0,588,18,12
20190105T18Z,0,580,11,13
20190105T17Z,0,582,8,14
20190105T16Z,0,577,6,13
20190105T15Z,0,573,0,14
20190105T14Z,0,574,0,14
20190105T13Z,0,577,0,13
20190105T12Z,0,574,0,13
20190105T11Z,0,574,0,12
20190105T10Z,0,567,0,14
20190105T09Z,0,568,0,12
20190105T08Z,0,558,0,14
20190105T07Z,0,556,0,15
20190105T06Z,0,534,0,14
20190105T05Z,0,527,0,15
20190105T04Z,0,522,0,12
20190105T03Z,0,479,0,14
20190105T02Z,0,476,0,13
20190105T01Z,0,478,9,14
20190105T00Z,0,489,62,15
20190104T23Z,0,484,108,15
20190104T22Z,0,485,117,14
20190104T21Z,0,485,117,14
20190104T20Z,0,489,119,16
20190104T19Z,0,482,118,15
20190104T18Z,0,493,117,15
20190104T17Z,0,503,93,17
20190104T16Z,0,514,31,16
20190104T15Z,0,569,0,17
20190104T14Z,0,564,0,17
20190104T13Z,0,569,0,16
20190104T12Z,0,567,0,16
20190104T11Z,0,563,0,18
20190104T10Z,0,566,0,15
20190104T09Z,0,569,0,15
20190104T08Z,0,568,0,13
20190104T07Z,0,563,0,13
20190104T06Z,0,563,0,13
20190104T05Z,0,565,0,12
20190104T04Z,0,563,0,15
20190104T03Z,0,557,0,16
20190104T02Z,0,550,0,15
20190104T01Z,0,550,7,15
20190104T00Z,0,562,64,13
20190103T23Z,0,569,103,10
20190103T22Z,0,562,117,7
20190103T21Z,0,562,116,8
20190103T20Z,0,564,115,7
20190103T19Z,0,564,100,9
20190103T18Z,0,564,92,11
20190103T17Z,0,572,70,8
20190103T16Z,0,525,23,7
20190103T15Z,0,480,0,8
20190103T14Z,0,477,0,7
20190103T13Z,0,487,0,7
20190103T12Z,0,487,0,7
20190103T11Z,0,493,0,6
20190103T10Z,0,489,0,6
20190103T09Z,0,487,0,7
20190103T08Z,0,487,0,4
20190103T07Z,0,487,0,3
20190103T06Z,0,483,0,4
20190103T05Z,0,485,0,3
20190103T04Z,0,484,0,4
20190103T03Z,0,481,0,4
20190103T02Z,0,481,0,3
20190103T01Z,0,481,6,4
20190103T00Z,0,477,51,4
20190102T23Z,0,479,107,4
20190102T22Z,0,479,112,4
20190102T21Z,21,479,115,0
20190102T20Z,45,523,112,0
20190102T19Z,11,525,113,0
20190102T18Z,0,523,106,0
20190102T17Z,0,527,69,0
20190102T16Z,0,530,28,0
20190102T15Z,0,523,0,0
20190102T14Z,0,528,0,0
20190102T13Z,0,532,0,0
20190102T12Z,0,527,0,0
20190102T11Z,0,527,0,0
20190102T10Z,0,531,0,0
20190102T09Z,0,529,0,0
20190102T08Z,0,527,0,0
20190102T07Z,0,532,0,0
20190102T06Z,0,529,0,0
20190102T05Z,0,527,0,0
20190102T04Z,0,529,0,0
20190102T03Z,0,525,0,0
20190102T02Z,0,528,0,0
20190102T01Z,0,524,8,0
20190102T00Z,0,524,58,0
20190101T23Z,0,526,107,0
20190101T22Z,0,521,118,0
20190101T21Z,0,514,119,0
20190101T20Z,0,518,119,0
20190101T19Z,0,518,118,0
20190101T18Z,0,515,117,0
20190101T17Z,0,520,94,0
20190101T16Z,0,523,28,0
20190101T15Z,0,520,1,0
20190101T14Z,0,517,0,0
20190101T13Z,0,525,0,0
20190101T12Z,0,513,0,0
20190101T11Z,0,514,0,0
20190101T10Z,0,519,0,0
20190101T09Z,0,517,0,0
20181231T08Z,550,0,0,550
20181231T07Z,548,0,0,548
20181231T06Z,541,0,0,541
20181231T05Z,548,0,0,548
20181231T04Z,545,0,0,545
20181231T03Z,541,0,0,541
20181231T02Z,544,0,0,544
20181231T01Z,543,0,0,538
20181231T00Z,572,0,0,520
20181230T23Z,624,0,0,524
20181230T22Z,638,0,0,526
20181230T21Z,637,0,0,524
20181230T20Z,640,0,0,526
20181230T19Z,645,0,0,529
20181230T18Z,642,0,0,528
20181230T17Z,621,0,0,532
20181230T16Z,565,0,0,535
20181230T15Z,537,0,0,537
20181230T14Z,535,0,0,535
20181230T13Z,534,0,0,534
20181230T12Z,535,0,0,535
20181230T11Z,529,0,0,529
20181230T10Z,536,0,0,536
20181230T09Z,531,0,0,531
20181230T08Z,0,531,0,0
20181230T07Z,0,531,0,0
20181230T06Z,0,532,0,0
20181230T05Z,0,528,0,0
20181230T04Z,0,529,0,0
20181230T03Z,0,531,0,0
20181230T02Z,0,527,0,0
20181230T01Z,0,534,5,0
20181230T00Z,0,524,58,0
20181229T23Z,0,522,105,0
20181229T22Z,0,521,117,0
20181229T21Z,0,518,117,0
20181229T20Z,0,526,117,0
20181229T19Z,0,524,117,0
20181229T18Z,0,527,117,0
20181229T17Z,0,525,92,0
20181229T16Z,0,531,31,0
20181229T15Z,0,527,0,0
20181229T14Z,0,531,0,0
20181229T13Z,0,526,0,0
20181229T12Z,0,527,0,0
20181229T11Z,0,531,0,0
20181229T10Z,0,524,0,0
20181229T09Z,12,523,0,0
20181229T08Z,43,525,0,0
20181229T07Z,78,530,0,0
20181229T06Z,78,526,0,0
20181229T05Z,78,525,0,0
20181229T04Z,78,523,0,0
20181229T03Z,78,529,0,0
20181229T02Z,72,526,0,0
20181229T01Z,60,524,5,0
20181229T00Z,45,523,55,0
20181228T23Z,40,521,103,0
20181228T22Z,40,520,114,0
20181228T21Z,39,520,119,0
20181228T20Z,39,525,116,0
20181228T19Z,39,525,119,0
20181228T18Z,39,526,116,0
20181228T17Z,40,523,94,0
20181228T16Z,41,531,32,0
20181228T15Z,44,524,0,0
20181228T14Z,39,525,0,0
20181228T13Z,40,527,0,0
20181228T12Z,40,521,0,0
20181228T11Z,40,524,0,0
20181228T10Z,39,521,0,0
20181228T09Z,40,522,0,0
20181228T08Z,39,526,0,0
20181228T07Z,39,521,0,0
20181228T06Z,40,525,0,0
20181228T05Z,40,523,0,0
