,natural gas,other,solar,hydro
20181228T04Z,40,522,0,0
20181228T03Z,44,522,0,0
20181228T02Z,79,517,0,0
20181228T01Z,79,517,2,0
20181228T00Z,78,516,14,0
20181227T23Z,68,519,43,0
20181227T22Z,40,517,101,0
20181227T21Z,46,518,109,0
20181227T20Z,41,524,112,0
20181227T19Z,37,519,108,0
20181227T18Z,38,524,113,0
20181227T17Z,38,525,77,0
20181227T16Z,38,530,25,0
20181227T15Z,37,529,0,0
20181227T14Z,38,531,0,0
20181227T13Z,38,526,0,0
20181227T12Z,38,543,0,0
20181227T11Z,38,543,0,0
20181227T10Z,38,546,0,0
20181227T09Z,39,542,0,0
20181227T08Z,44,544,0,0
20181227T07Z,77,543,0,0
20181227T06Z,77,542,0,0
20181227T05Z,77,540,0,0
20181227T04Z,77,542,0,0
20181227T03Z,70,541,0,0
20181227T02Z,61,534,0,0
20181227T01Z,46,542,6,0
20181227T00Z,42,532,36,0
20181226T23Z,40,534,103,0
20181226T22Z,40,530,112,0
20181226T21Z,39,529,112,0
20181226T20Z,40,535,116,0
20181226T19Z,39,533,116,0
20181226T18Z,40,535,111,0
20181226T17Z,40,544,92,0
20181226T16Z,39,536,31,0
20181226T15Z,40,541,0,0
20181226T14Z,40,539,0,0
20181226T13Z,40,544,0,0
20181226T12Z,39,540,0,0
20181226T11Z,40,534,0,0
20181226T10Z,40,536,0,0
20181226T09Z,39,535,0,0
20181226T08Z,39,536,0,0
20181226T07Z,39,538,0,0
20181226T06Z,40,534,0,0
20181226T05Z,40,544,0,0
20181226T04Z,40,533,0,0
20181226T03Z,40,536,0,0
20181226T02Z,40,536,0,0
20181226T01Z,40,533,2,0
20181226T00Z,39,528,31,0
20181225T23Z,41,533,42,0
20181225T22Z,40,529,67,0
20181225T21Z,42,526,60,0
20181225T20Z,40,530,84,0
20181225T19Z,43,526,89,0
20181225T18Z,41,530,100,0
20181225T17Z,39,529,87,0
20181225T16Z,40,529,28,0
20181225T15Z,40,534,1,0
20181225T14Z,40,527,0,0
20181225T13Z,39,527,0,0
20181225T12Z,39,526,0,0
20181225T11Z,40,532,0,0
20181225T10Z,40,535,0,0
20181225T09Z,40,539,0,0
20181225T08Z,48,539,0,0
20181225T07Z,41,534,0,0
20181225T06Z,40,536,0,0
20181225T05Z,41,537,0,0
20181225T04Z,38,539,0,0
20181225T03Z,40,533,0,0
20181225T02Z,39,530,0,0
20181225T01Z,41,533,5,0
20181225T00Z,47,521,47,0
20181224T23Z,41,529,93,0
20181224T22Z,40,531,107,0
20181224T21Z,39,532,110,0
20181224T20Z,40,531,109,0
20181224T19Z,39,536,113,0
20181224T18Z,40,538,108,0
20181224T17Z,39,539,87,0
20181224T16Z,40,548,31,0
20181224T15Z,40,547,1,0
20181224T14Z,40,545,0,0
20181224T13Z,40,546,0,0
20181224T12Z,39,543,0,0
20181224T11Z,40,545,0,0
20181224T10Z,40,539,0,0
20181224T09Z,39,540,0,0
20181224T08Z,40,536,0,0
20181224T07Z,40,536,0,0
20181224T06Z,39,537,0,0
20181224T05Z,40,533,0,0
20181224T04Z,40,538,0,0
20181224T03Z,39,529,0,0
20181224T02Z,40,526,0,0
20181224T01Z,40,530,1,0
20181224T00Z,40,528,52,0
20181223T23Z,42,527,77,0
20181223T22Z,41,526,95,0
20181223T21Z,42,528,85,0
20181223T20Z,40,527,101,0
20181223T19Z,43,536,85,0
20181223T18Z,39,555,107,0
20181223T17Z,40,515,89,0
20181223T16Z,39,537,31,0
20181223T15Z,31,542,0,0
20181223T14Z,24,539,0,0
20181223T13Z,24,544,0,0
20181223T12Z,24,530,0,0
20181223T11Z,24,536,0,0
20181223T10Z,39,534,0,0
20181223T09Z,44,530,0,0
20181223T08Z,29,534,0,0
20181223T07Z,38,531,0,0
20181223T06Z,40,532,0,0
20181223T05Z,40,533,0,0
20181223T04Z,40,536,0,0
20181223T03Z,39,530,0,0
20181223T02Z,40,534,0,0
20181223T01Z,40,527,4,0
20181223T00Z,42,530,49,0
20181222T23Z,40,530,84,0
20181222T22Z,42,530,93,0
20181222T21Z,40,525,95,0
20181222T20Z,40,527,101,0
20181222T19Z,40,525,105,0
20181222T18Z,40,530,108,0
20181222T17Z,39,537,86,0
20181222T16Z,39,538,31,0
20181222T15Z,40,536,0,0
20181222T14Z,40,542,0,0
20181222T13Z,40,535,0,0
20181222T12Z,40,533,0,0
20181222T11Z,39,541,0,0
20181222T10Z,40,530,0,0
20181222T09Z,40,535,0,0
20181222T08Z,40,527,0,0
20181222T07Z,41,534,0,0
20181222T06Z,40,534,0,0
20181222T05Z,39,528,0,0
20181222T04Z,40,526,0,0
20181222T03Z,40,530,0,0
20181222T02Z,40,527,0,0
20181222T01Z,40,522,1,0
20181222T00Z,45,527,17,0
20181221T23Z,42,525,21,0
20181221T22Z,40,524,30,0
20181221T21Z,42,532,42,0
20181221T20Z,75,524,48,0
20181221T19Z,85,530,36,0
20181221T18Z,94,531,31,0
20181221T17Z,63,533,15,0
20181221T16Z,40,528,6,0
20181221T15Z,40,529,0,0
20181221T14Z,40,525,0,0
20181221T13Z,40,516,0,0
20181221T12Z,40,502,0,0
20181221T11Z,39,509,0,0
20181221T10Z,40,501,0,0
20181221T09Z,40,500,0,0
20181221T08Z,42,497,0,0
20181221T07Z,50,494,0,0
20181221T06Z,40,521,0,0
20181221T05Z,40,529,0,0
20181221T04Z,48,520,0,0
20181221T03Z,42,521,0,0
20181221T02Z,44,520,0,0
20181221T01Z,40,516,3,0
20181221T00Z,44,517,47,0
20181220T23Z,41,514,86,1
20181220T22Z,41,508,95,2
20181220T21Z,40,501,105,1
20181220T20Z,40,496,110,2
20181220T19Z,39,492,109,2
20181220T18Z,39,500,112,3
20181220T17Z,40,501,91,2
20181220T16Z,44,509,33,2
20181220T15Z,44,515,0,2
20181220T14Z,41,534,0,2
20181220T13Z,40,534,0,1
20181220T12Z,40,529,0,2
20181220T11Z,39,533,0,2
20181220T10Z,40,533,0,1
20181220T09Z,39,529,0,1
20181220T08Z,39,534,0,2
20181220T07Z,40,527,0,2
20181220T06Z,42,485,0,2
20181220T05Z,39,481,0,2
20181220T04Z,41,484,0,1
20181220T03Z,39,482,0,1
20181220T02Z,40,472,0,2
20181220T01Z,40,405,6,1
20181220T00Z,40,406,49,2
20181219T23Z,40,407,98,1
20181219T22Z,39,445,108,2
20181219T21Z,41,462,110,2
20181219T20Z,40,463,114,2
20181219T19Z,40,471,111,2
20181219T18Z,40,471,109,2
20181219T17Z,41,483,92,2
20181219T16Z,41,529,34,2
20181219T15Z,40,532,0,2
20181219T14Z,40,526,0,1
20181219T13Z,40,533,0,1
20181219T12Z,40,530,0,2
20181219T11Z,40,523,0,1
20181219T10Z,40,524,0,2
20181219T09Z,42,523,0,1
20181219T08Z,583,59,2,522
20181219T07Z,588,59,2,527
20181219T06Z,584,58,2,524
20181219T05Z,591,57,1,533
20181219T04Z,571,58,1,512
20181219T03Z,580,56,2,522
20181219T02Z,585,57,2,526
20181219T01Z,578,55,2,517
20181219T00Z,620,53,2,517
20181218T23Z,658,44,2,516
20181218T22Z,683,58,2,518
20181218T21Z,702,74,2,517
20181218T20Z,689,58,2,521
20181218T19Z,689,59,2,521
20181218T18Z,693,59,2,522
20181218T17Z,678,58,2,531
20181218T16Z,613,56,2,522
20181218T15Z,559,60,2,497
20181218T14Z,562,55,3,504
20181218T13Z,590,59,2,529
20181218T12Z,589,58,2,529
20181218T11Z,588,56,2,530
20181218T10Z,588,58,2,528
20181218T09Z,579,58,2,519
20181218T08Z,41,518,0,2
20181218T07Z,46,522,0,3
20181218T06Z,50,513,0,3
20181218T05Z,55,504,0,2
20181218T04Z,57,512,0,2
20181218T03Z,57,525,0,2
20181218T02Z,59,523,0,2
20181218T01Z,51,520,3,2
20181218T00Z,50,519,42,3
20181217T23Z,44,517,93,2
20181217T22Z,40,516,104,2
20181217T21Z,41,523,80,2
20181217T20Z,55,519,65,3
20181217T19Z,99,511,32,2
20181217T18Z,60,519,36,2
20181217T17Z,57,519,35,3
20181217T16Z,55,517,12,2
20181217T15Z,51,520,1,2
20181217T14Z,54,518,0,3
20181217T13Z,40,521,0,2
20181217T12Z,40,511,0,2
20181217T11Z,40,490,0,2
20181217T10Z,40,467,0,2
20181217T09Z,39,457,0,2
20181217T08Z,42,437,0,2
20181217T07Z,44,422,0,3
20181217T06Z,51,407,0,2
20181217T05Z,55,408,0,2
20181217T04Z,52,401,0,2
20181217T03Z,52,403,0,2
20181217T02Z,51,397,0,2
20181217T01Z,51,394,3,3
20181217T00Z,48,402,49,3
20181216T23Z,39,398,95,3
20181216T22Z,40,406,108,2
20181216T21Z,39,399,115,3
20181216T20Z,41,386,111,3
20181216T19Z,40,399,116,3
20181216T18Z,40,407,109,3
20181216T17Z,43,406,97,3
20181216T16Z,46,408,36,2
20181216T15Z,49,410,0,3
20181216T14Z,44,409,0,3
20181216T13Z,40,419,0,3
20181216T12Z,39,420,0,3
20181216T11Z,39,420,0,3
20181216T10Z,40,418,0,2
20181216T09Z,395,416,0,3
20181216T08Z,459,415,0,3
20181216T07Z,452,406,0,3
20181216T06Z,461,409,0,3
20181216T05Z,458,408,0,3
20181216T04Z,462,411,0,2
20181216T03Z,461,404,0,3
20181216T02Z,456,403,0,3
20181216T01Z,420,375,1,3
20181216T00Z,455,361,50,3
20181215T23Z,472,336,96,2
20181215T22Z,481,327,112,3
20181215T21Z,477,326,109,3
20181215T20Z,458,324,93,2
20181215T19Z,471,329,101,3
20181215T18Z,452,327,82,3
20181215T17Z,424,330,48,2
20181215T16Z,394,329,13,3
20181215T15Z,376,334,0,2
20181215T14Z,376,333,0,3
20181215T13Z,391,343,0,2
20181215T12Z,462,414,0,3
20181215T11Z,466,419,0,2
20181215T10Z,458,413,0,2
20181215T09Z,479,432,0,2
20181215T08Z,48,426,0,2
20181215T07Z,45,452,0,2
20181215T06Z,46,455,0,1
20181215T05Z,55,475,0,1
20181215T04Z,58,475,0,2
20181215T03Z,53,471,0,1
20181215T02Z,55,474,0,2
20181215T01Z,50,477,3,1
20181215T00Z,59,467,12,1
20181214T23Z,53,469,33,2
20181214T22Z,50,474,47,1
20181214T21Z,43,499,57,2
20181214T20Z,41,503,59,1
20181214T19Z,67,502,57,1
20181214T18Z,80,498,38,2
20181214T17Z,72,512,43,1
20181214T16Z,52,518,12,1
20181214T15Z,51,519,0,2
20181214T14Z,49,515,0,1
20181214T13Z,48,519,0,2
20181214T12Z,42,519,0,1
20181214T11Z,46,504,0,1
20181214T10Z,44,498,0,2
20181214T09Z,45,490,0,1
20181214T08Z,39,489,0,2
20181214T07Z,40,488,0,2
20181214T06Z,40,485,0,1
20181214T05Z,39,487,0,1
20181214T04Z,41,485,0,2
20181214T03Z,52,483,0,1
20181214T02Z,53,483,0,1
20181214T01Z,47,483,4,2
20181214T00Z,50,481,47,1
20181213T23Z,43,481,96,2
20181213T22Z,44,483,115,1
20181213T21Z,40,481,114,1
20181213T20Z,40,479,115,2
20181213T19Z,40,479,115,1
20181213T18Z,46,482,115,1
20181213T17Z,50,484,96,2
20181213T16Z,51,489,36,1
20181213T15Z,58,504,1,1
20181213T14Z,47,501,0,2
20181213T13Z,40,500,0,1
20181213T12Z,47,499,0,1
20181213T11Z,45,497,0,2
20181213T10Z,45,497,0,1
20181213T09Z,41,501,0,16
20181213T08Z,43,488,0,2
20181213T07Z,43,485,0,1
20181213T06Z,50,483,0,1
20181213T05Z,65,487,0,2
20181213T04Z,72,487,0,1
20181213T03Z,79,484,0,1
20181213T02Z,84,477,0,2
20181213T01Z,51,483,4,1
20181213T00Z,51,484,47,1
20181212T23Z,47,486,91,2
20181212T22Z,52,480,99,1
20181212T21Z,44,481,104,1
20181212T20Z,43,482,104,2
20181212T19Z,46,484,99,1
20181212T18Z,39,491,81,2
20181212T17Z,50,493,75,1
20181212T16Z,78,495,25,1
20181212T15Z,39,492,1,2
20181212T14Z,44,488,0,1
20181212T13Z,45,488,0,1
20181212T12Z,55,483,0,2
20181212T11Z,55,478,0,1
20181212T10Z,54,470,0,1
20181212T09Z,53,470,0,2
20181212T08Z,48,450,0,2
20181212T07Z,45,405,0,1
20181212T06Z,41,335,0,2
20181212T05Z,63,311,0,1
20181212T04Z,66,310,0,2
20181212T03Z,72,307,0,2
20181212T02Z,66,314,0,1
20181212T01Z,44,380,3,1
20181212T00Z,40,398,37,2
20181211T23Z,43,435,80,1
20181211T22Z,39,465,93,1
20181211T21Z,39,465,89,2
20181211T20Z,55,462,73,1
20181211T19Z,82,496,53,2
20181211T18Z,91,499,53,1
20181211T17Z,83,498,65,1
20181211T16Z,60,505,28,2
20181211T15Z,50,501,2,1
20181211T14Z,49,504,0,1
20181211T13Z,54,494,0,2
20181211T12Z,53,502,0,1
20181211T11Z,53,497,0,1
20181211T10Z,58,495,0,2
20181211T09Z,57,496,0,1
20181211T08Z,0,485,0,18
20181211T07Z,0,488,0,20
20181211T06Z,0,485,0,19
20181211T05Z,0,488,0,20
20181211T04Z,0,486,0,19
20181211T03Z,0,486,0,20
20181211T02Z,0,481,2,20
20181211T01Z,0,485,8,21
20181211T00Z,0,484,10,20
20181210T23Z,0,482,23,20
20181210T22Z,0,483,30,20
20181210T21Z,0,486,31,20
20181210T20Z,0,482,30,19
20181210T19Z,0,489,30,20
20181210T18Z,0,490,15,21
20181210T17Z,0,491,8,21
20181210T16Z,0,493,7,20
20181210T15Z,0,497,0,20
20181210T14Z,0,490,0,21
20181210T13Z,0,491,0,21
20181210T12Z,0,487,0,20
20181210T11Z,0,484,0,27
20181210T10Z,0,486,0,27
20181210T09Z,0,485,0,27
20181210T08Z,42,485,0,2
20181210T07Z,42,493,0,1
20181210T06Z,43,492,0,2
20181210T05Z,47,488,0,2
20181210T04Z,42,487,0,1
20181210T03Z,41,491,0,2
20181210T02Z,41,482,0,1
20181210T01Z,44,487,0,2
20181210T00Z,52,485,21,1
20181209T23Z,45,486,78,1
20181209T22Z,40,478,109,2
20181209T21Z,41,480,114,1
20181209T20Z,43,479,113,2
20181209T19Z,39,481,115,1
20181209T18Z,41,484,109,1
20181209T17Z,42,491,92,2
20181209T16Z,39,495,38,1
20181209T15Z,41,494,0,1
20181209T14Z,40,490,0,2
20181209T13Z,40,482,0,1
20181209T12Z,44,480,0,1
20181209T11Z,39,471,0,2
20181209T10Z,40,479,0,1
20181209T09Z,39,440,0,2
20181209T08Z,40,398,0,2
20181209T07Z,65,393,0,1
20181209T06Z,92,397,0,2
20181209T05Z,85,395,0,1
20181209T04Z,117,392,0,2
20181209T03Z,97,409,0,1
20181209T02Z,80,399,0,2
20181209T01Z,61,406,2,2
20181209T00Z,54,407,47,2
20181208T23Z,49,399,96,1
20181208T22Z,45,402,111,2
20181208T21Z,52,408,113,2
20181208T20Z,51,413,109,2
20181208T19Z,40,442,102,2
20181208T18Z,42,437,99,2
20181208T17Z,41,445,95,2
20181208T16Z,44,451,40,2
20181208T15Z,54,449,2,2
20181208T14Z,40,452,0,2
20181208T13Z,70,445,0,2
20181208T12Z,55,442,0,2
20181208T11Z,44,447,0,2
20181208T10Z,58,464,0,2
20181208T09Z,46,506,0,2
20181208T08Z,42,497,0,2
20181208T07Z,40,495,0,1
20181208T06Z,40,489,0,2
20181208T05Z,40,491,0,2
20181208T04Z,39,486,0,2
20181208T03Z,40,491,0,2
20181208T02Z,47,489,0,2
20181208T01Z,44,489,2,1
20181208T00Z,44,490,43,1
20181207T23Z,41,486,88,2
20181207T22Z,40,486,106,1
20181207T21Z,39,485,109,2
20181207T20Z,40,485,92,4
20181207T19Z,40,486,79,4
20181207T18Z,39,487,78,7
20181207T17Z,39,486,54,5
20181207T16Z,53,491,13,5
20181207T15Z,52,494,0,8
20181207T14Z,50,489,0,7
20181207T13Z,49,489,0,8
20181207T12Z,39,493,0,8
20181207T11Z,40,484,0,7
20181207T10Z,39,491,0,8
20181207T09Z,40,495,0,9
20181207T08Z,40,489,0,8
20181207T07Z,40,495,0,8
20181207T06Z,41,490,0,8
20181207T05Z,42,488,0,7
20181207T04Z,40,497,0,9
20181207T03Z,45,497,0,7
20181207T02Z,74,503,0,6
20181207T01Z,76,501,0,6
20181207T00Z,87,497,3,7
20181206T23Z,76,501,7,12
20181206T22Z,71,498,8,9
20181206T21Z,83,498,18,13
20181206T20Z,93,499,25,9
20181206T19Z,104,502,29,10
20181206T18Z,91,498,33,12
20181206T17Z,72,497,37,13
20181206T16Z,75,501,16,15
20181206T15Z,84,495,0,17
20181206T14Z,68,502,0,15
20181206T13Z,40,501,0,18
20181206T12Z,39,501,0,17
20181206T11Z,40,501,0,16
20181206T10Z,40,498,0,17
20181206T09Z,40,500,0,18
20181206T08Z,557,42,15,500
20181206T07Z,563,46,16,501
20181206T06Z,556,44,15,497
20181206T05Z,565,44,17,504
20181206T04Z,558,47,15,496
20181206T03Z,563,53,15,495
20181206T02Z,568,51,15,502
20181206T01Z,554,55,14,484
20181206T00Z,553,60,14,464
20181205T23Z,567,48,16,435
20181205T22Z,576,46,15,429
20181205T21Z,579,41,19,430
20181205T20Z,586,39,18,434
20181205T19Z,589,40,17,433
20181205T18Z,607,39,18,449
20181205T17Z,627,39,18,478
20181205T16Z,604,42,15,503
20181205T15Z,584,50,18,512
20181205T14Z,568,45,17,506
20181205T13Z,569,41,19,509
20181205T12Z,567,40,16,511
20181205T11Z,569,40,16,513
20181205T10Z,564,40,17,507
20181205T09Z,571,42,16,513
20181205T08Z,40,507,0,14
20181205T07Z,41,510,0,17
20181205T06Z,41,513,0,15
20181205T05Z,55,505,0,16
20181205T04Z,53,499,0,16
20181205T03Z,51,506,0,17
20181205T02Z,51,504,0,13
20181205T01Z,44,501,2,16
20181205T00Z,40,502,40,18
20181204T23Z,40,507,63,17
20181204T22Z,47,499,70,15
20181204T21Z,41,499,73,14
20181204T20Z,41,498,65,13
20181204T19Z,40,507,62,13
20181204T18Z,41,501,60,11
20181204T17Z,45,512,39,11
20181204T16Z,57,513,19,12
20181204T15Z,52,508,1,12
20181204T14Z,41,511,0,14
20181204T13Z,40,518,0,15
20181204T12Z,40,517,0,17
20181204T11Z,40,516,0,18
20181204T10Z,40,514,0,16
20181204T09Z,40,511,0,16
20181204T08Z,40,512,0,16
20181204T07Z,40,513,0,16
20181204T06Z,41,514,0,16
20181204T05Z,40,510,0,15
20181204T04Z,40,507,0,15
20181204T03Z,40,509,0,13
20181204T02Z,40,504,0,12
20181204T01Z,45,501,4,12
20181204T00Z,49,488,43,9
20181203T23Z,42,467,96,12
20181203T22Z,39,466,112,10
20181203T21Z,40,493,110,11
20181203T20Z,40,503,112,10
20181203T19Z,39,503,111,7
20181203T18Z,40,506,112,9
20181203T17Z,40,509,97,10
20181203T16Z,41,515,39,9
20181203T15Z,40,510,4,9
20181203T14Z,41,515,0,9
20181203T13Z,40,482,0,10
20181203T12Z,39,483,0,10
20181203T11Z,39,504,0,10
20181203T10Z,40,503,0,8
20181203T09Z,40,503,0,7
20181203T08Z,39,519,0,8
20181203T07Z,41,526,0,6
20181203T06Z,49,527,0,7
20181203T05Z,47,524,0,6
20181203T04Z,51,526,0,7
20181203T03Z,50,522,0,2
20181203T02Z,51,520,0,3
20181203T01Z,46,524,3,2
20181203T00Z,49,519,42,5
20181202T23Z,42,515,94,7
20181202T22Z,40,519,110,8
20181202T21Z,39,520,111,7
20181202T20Z,40,521,114,8
20181202T19Z,40,519,107,8
20181202T18Z,40,516,111,9
20181202T17Z,40,522,95,8
20181202T16Z,40,516,45,10
20181202T15Z,40,525,1,9
20181202T14Z,40,518,0,10
20181202T13Z,40,519,0,9
20181202T12Z,39,519,0,10
20181202T11Z,39,516,0,9
20181202T10Z,39,514,0,9
20181202T09Z,41,516,0,9
20181202T08Z,41,514,0,8
20181202T07Z,40,513,0,7
20181202T06Z,40,511,0,10
20181202T05Z,39,503,0,6
20181202T04Z,39,507,0,8
20181202T03Z,40,514,0,9
20181202T02Z,40,513,0,7
20181202T01Z,41,513,3,9
20181202T00Z,42,517,41,11
20181201T23Z,40,515,89,11
20181201T22Z,40,516,102,10
20181201T21Z,39,517,106,10
20181201T20Z,40,518,109,12
20181201T19Z,40,517,108,11
20181201T18Z,40,520,108,14
20181201T17Z,40,526,83,15
20181201T16Z,42,528,30,14
20181201T15Z,44,523,1,13
20181201T14Z,50,529,0,15
20181201T13Z,48,522,0,15
20181201T12Z,48,521,0,14
20181201T11Z,49,523,0,14
20181201T10Z,48,518,0,14
20181201T09Z,49,516,0,14
20181201T08Z,39,521,0,16
20181201T07Z,40,515,0,17
20181201T06Z,40,517,0,17
20181201T05Z,40,514,0,15
20181201T04Z,46,515,0,17
20181201T03Z,48,512,0,15
20181201T02Z,42,515,0,14
20181201T01Z,40,517,2,14
20181201T00Z,43,511,32,14
20181130T23Z,40,507,89,13
20181130T22Z,40,513,105,14
20181130T21Z,40,512,109,14
20181130T20Z,39,511,110,12
20181130T19Z,41,508,110,12
20181130T18Z,39,506,111,13
20181130T17Z,40,513,96,13
20181130T16Z,39,509,42,12
20181130T15Z,39,507,3,14
20181130T14Z,40,505,0,16
20181130T13Z,44,515,0,13
20181130T12Z,40,512,0,11
20181130T11Z,44,512,0,10
20181130T10Z,46,513,0,9
20181130T09Z,45,518,0,10
20181130T08Z,587,52,12,523
20181130T07Z,571,41,11,519
20181130T06Z,572,40,14,518
20181130T05Z,561,39,12,510
20181130T04Z,564,39,11,514
20181130T03Z,564,40,12,512
20181130T02Z,561,40,10,511
20181130T01Z,561,40,10,509
20181130T00Z,573,40,12,512
20181129T23Z,576,44,10,504
20181129T22Z,600,54,8,517
20181129T21Z,614,54,8,510
20181129T20Z,632,40,13,508
20181129T19Z,646,39,14,505
20181129T18Z,614,39,14,510
20181129T17Z,615,40,17,516
20181129T16Z,591,46,17,513
20181129T15Z,574,40,14,519
20181129T14Z,579,39,15,525
20181129T13Z,574,40,16,518
20181129T12Z,563,40,15,508
20181129T11Z,574,40,15,519
20181129T10Z,573,40,13,520
20181129T09Z,574,40,14,520
20181129T08Z,39,520,0,15
20181129T07Z,40,523,0,13
20181129T06Z,40,519,0,10
20181129T05Z,40,520,0,13
20181129T04Z,40,526,0,14
20181129T03Z,41,513,0,13
20181129T02Z,39,521,0,13
20181129T01Z,40,519,4,15
20181129T00Z,43,519,39,13
20181128T23Z,40,519,95,12
20181128T22Z,39,521,106,13
20181128T21Z,39,524,111,10
20181128T20Z,52,525,106,14
20181128T19Z,39,530,108,14
20181128T18Z,41,533,112,17
20181128T17Z,43,527,87,18
20181128T16Z,41,540,46,18
20181128T15Z,40,540,3,19
20181128T14Z,40,539,0,18
20181128T13Z,39,535,0,18
20181128T12Z,40,540,0,19
20181128T11Z,40,534,0,18
20181128T10Z,40,532,0,18
20181128T09Z,39,534,0,17
20181128T08Z,41,529,0,17
20181128T07Z,40,532,0,18
20181128T06Z,39,533,0,19
20181128T05Z,40,532,0,19
20181128T04Z,40,528,0,18
20181128T03Z,40,526,0,18
20181128T02Z,39,531,0,19
20181128T01Z,40,529,2,19
20181128T00Z,40,526,40,17
20181127T23Z,40,527,92,15
20181127T22Z,40,520,107,15
20181127T21Z,40,527,109,16
20181127T20Z,46,528,111,15
20181127T19Z,39,527,110,19
20181127T18Z,40,529,109,20
20181127T17Z,40,539,101,19
20181127T16Z,40,539,49,17
20181127T15Z,40,541,4,16
20181127T14Z,40,544,0,11
20181127T13Z,39,544,0,10
20181127T12Z,40,535,0,11
20181127T11Z,40,542,0,12
20181127T10Z,39,532,0,10
20181127T09Z,40,540,0,11
20181127T08Z,52,535,0,10
20181127T07Z,51,539,0,10
20181127T06Z,58,538,0,11
20181127T05Z,59,533,0,10
20181127T04Z,49,535,0,10
20181127T03Z,52,530,0,9
20181127T02Z,53,531,0,10
20181127T01Z,48,526,2,9
20181127T00Z,53,510,48,6
20181126T23Z,45,486,98,6
20181126T22Z,48,482,111,1
20181126T21Z,45,484,111,1
20181126T20Z,46,486,111,1
20181126T19Z,46,489,113,2
20181126T18Z,44,478,113,1
20181126T17Z,24,488,101,1
20181126T16Z,62,488,53,1
20181126T15Z,68,530,3,2
20181126T14Z,59,534,0,1
20181126T13Z,37,538,0,1
20181126T12Z,49,533,0,2
20181126T11Z,49,531,0,1
20181126T10Z,49,532,0,2
20181126T09Z,52,530,0,1
20181126T08Z,57,527,0,2
20181126T07Z,54,529,0,3
20181126T06Z,58,531,0,2
20181126T05Z,59,522,0,4
20181126T04Z,59,522,0,4
20181126T03Z,59,519,0,4
20181126T02Z,51,524,0,5
20181126T01Z,51,521,4,3
20181126T00Z,53,516,40,3
20181125T23Z,51,522,91,2
20181125T22Z,49,515,107,3
20181125T21Z,52,512,104,3
20181125T20Z,51,519,108,4
20181125T19Z,48,516,110,4
20181125T18Z,46,517,109,3
20181125T17Z,46,525,99,4
20181125T16Z,47,526,47,4
20181125T15Z,54,529,4,4
20181125T14Z,53,532,0,3
20181125T13Z,51,527,0,4
20181125T12Z,49,524,0,4
20181125T11Z,51,529,0,4
20181125T10Z,53,523,0,4
20181125T09Z,55,524,0,4
20181125T08Z,55,522,0,4
20181125T07Z,54,522,0,3
20181125T06Z,54,523,0,3
20181125T05Z,55,517,0,2
20181125T04Z,56,511,0,3
20181125T03Z,57,521,0,3
20181125T02Z,55,516,0,8
20181125T01Z,55,512,3,6
20181125T00Z,58,517,43,6
20181124T23Z,53,511,92,5
20181124T22Z,52,513,106,6
20181124T21Z,37,512,108,7
20181124T20Z,37,511,109,6
20181124T19Z,37,515,110,7
20181124T18Z,38,518,107,7
20181124T17Z,37,522,95,7
20181124T16Z,39,529,49,6
20181124T15Z,38,532,3,7
20181124T14Z,38,525,0,7
20181124T13Z,38,527,0,7
20181124T12Z,39,527,0,7
20181124T11Z,38,524,0,7
20181124T10Z,38,525,0,8
20181124T09Z,56,522,0,8
20181124T08Z,79,524,0,8
20181124T07Z,77,527,0,9
20181124T06Z,77,520,0,7
20181124T05Z,76,521,0,7
20181124T04Z,77,518,0,5
20181124T03Z,78,509,0,6
20181124T02Z,81,515,0,7
20181124T01Z,81,510,2,5
20181124T00Z,79,510,39,6
20181123T23Z,75,507,86,6
20181123T22Z,74,500,108,6
20181123T21Z,74,503,110,8
20181123T20Z,76,505,101,7
20181123T19Z,75,503,84,11
20181123T18Z,76,508,80,13
20181123T17Z,76,507,88,13
20181123T16Z,79,510,44,17
20181123T15Z,80,512,4,16
20181123T14Z,78,510,0,14
20181123T13Z,77,510,0,13
20181123T12Z,78,520,0,9
20181123T11Z,77,524,0,11
20181123T10Z,77,516,0,9
20181123T09Z,76,521,0,8
20181123T08Z,75,518,0,6
20181123T07Z,77,521,0,6
20181123T06Z,76,515,0,8
20181123T05Z,75,516,0,7
20181123T04Z,76,518,0,6
20181123T03Z,75,509,0,8
20181123T02Z,76,507,0,7
20181123T01Z,75,516,2,8
20181123T00Z,79,507,19,8
20181122T23Z,74,508,69,6
20181122T22Z,77,512,80,9
20181122T21Z,74,508,67,6
20181122T20Z,73,507,82,8
20181122T19Z,95,506,74,8
20181122T18Z,120,508,63,6
20181122T17Z,130,516,45,8
20181122T16Z,127,533,10,7
20181122T15Z,97,528,1,6
20181122T14Z,91,528,0,8
20181122T13Z,81,523,0,7
20181122T12Z,80,534,0,9
20181122T11Z,79,526,0,6
20181122T10Z,117,523,0,7
20181122T09Z,121,522,0,8
20181122T08Z,93,533,0,6
20181122T07Z,98,527,0,9
20181122T06Z,92,516,0,9
20181122T05Z,93,514,0,11
20181122T04Z,95,511,0,12
20181122T03Z,95,506,0,13
20181122T02Z,97,505,0,14
20181122T01Z,88,507,4,14
20181122T00Z,78,509,36,16
20181121T23Z,75,503,91,18
20181121T22Z,84,514,97,23
20181121T21Z,79,505,105,21
20181121T20Z,77,509,102,25
20181121T19Z,89,514,89,22
