,solar,hydro,wind
20190401T00Z,0,73,-4
20190331T23Z,0,73,-3
20190331T22Z,0,102,-5
20190331T21Z,0,105,-4
20190331T20Z,0,105,-3
20190331T19Z,0,105,-6
20190331T18Z,0,105,-3
20190331T17Z,0,105,-6
20190331T16Z,0,106,-3
20190331T15Z,0,144,-5
20190331T14Z,0,145,-3
20190331T13Z,0,77,-5
20190331T12Z,0,70,-3
20190331T11Z,0,76,-5
20190331T10Z,0,81,-4
20190331T09Z,0,87,-5
20190331T08Z,0,71,-3
20190331T07Z,0,71,-5
20190331T06Z,0,70,-3
20190331T05Z,0,82,-6
20190331T04Z,0,119,-3
20190331T03Z,0,126,-4
20190331T02Z,0,144,-5
20190331T01Z,0,120,-2
20190331T00Z,0,114,-5
20190330T23Z,0,118,-4
20190330T22Z,0,104,-5
20190330T21Z,0,109,-3
20190330T20Z,0,110,3
20190330T19Z,0,96,-3
20190330T18Z,0,93,-4
20190330T17Z,0,93,-4
20190330T16Z,0,100,-3
20190330T15Z,0,108,2
20190330T14Z,0,100,4
20190330T13Z,0,104,2
20190330T12Z,0,85,2
20190330T11Z,0,85,-1
20190330T10Z,0,87,-2
20190330T09Z,0,89,-2
20190330T08Z,0,127,-4
20190330T07Z,0,105,-4
20190330T06Z,0,86,-5
20190330T05Z,0,105,-3
20190330T04Z,0,98,-5
20190330T03Z,0,84,-4
20190330T02Z,0,99,-4
20190330T01Z,0,55,2
20190330T00Z,0,75,8
20190329T23Z,0,75,2
20190329T22Z,0,85,-3
20190329T21Z,0,85,14
20190329T20Z,0,85,24
20190329T19Z,0,83,26
20190329T18Z,0,127,5
20190329T17Z,0,111,3
20190329T16Z,0,124,18
20190329T15Z,0,118,14
20190329T14Z,0,91,12
20190329T13Z,0,95,27
20190329T12Z,0,95,23
20190329T11Z,0,95,11
20190329T10Z,0,95,7
20190329T09Z,0,91,-1
20190329T08Z,0,98,-1
20190329T07Z,0,80,-4
20190329T06Z,0,87,-2
20190329T05Z,0,78,5
20190329T04Z,0,71,0
20190329T03Z,0,79,15
20190329T02Z,0,80,16
20190329T01Z,0,80,18
20190329T00Z,0,61,2
20190328T23Z,0,79,1
20190328T22Z,0,80,-4
20190328T21Z,0,80,-1
20190328T20Z,0,88,-5
20190328T19Z,0,86,-3
20190328T18Z,0,96,5
20190328T17Z,0,120,24
20190328T16Z,0,138,34
20190328T15Z,0,133,74
20190328T14Z,0,126,140
20190328T13Z,0,109,167
20190328T12Z,0,88,159
20190328T11Z,0,88,188
20190328T10Z,0,85,142
20190328T09Z,0,100,282
20190328T08Z,0,116,328
20190328T07Z,0,90,274
20190328T06Z,0,90,134
20190328T05Z,0,105,142
20190328T04Z,0,105,111
20190328T03Z,0,103,101
20190328T02Z,0,94,84
20190328T01Z,0,126,8
20190328T00Z,0,108,32
20190327T23Z,0,113,100
20190327T22Z,0,69,196
20190327T21Z,0,121,241
20190327T20Z,0,105,343
20190327T19Z,0,119,408
20190327T18Z,0,117,448
20190327T17Z,0,112,450
20190327T16Z,0,100,491
20190327T15Z,0,75,505
20190327T14Z,0,38,438
20190327T13Z,0,44,397
20190327T12Z,0,76,315
20190327T11Z,0,111,240
20190327T10Z,0,126,156
20190327T09Z,0,150,91
20190327T08Z,0,145,58
20190327T07Z,0,140,55
20190327T06Z,0,135,44
20190327T05Z,0,122,51
20190327T04Z,0,111,31
20190327T03Z,0,116,-1
20190327T02Z,0,116,-4
20190327T01Z,0,104,-1
20190327T00Z,0,115,-3
20190326T23Z,0,121,-5
20190326T22Z,0,82,0
20190326T21Z,0,83,20
20190326T20Z,0,82,28
20190326T19Z,0,123,15
20190326T18Z,0,104,83
20190326T17Z,0,91,200
20190326T16Z,0,121,281
20190326T15Z,0,141,361
20190326T14Z,0,83,456
20190326T13Z,0,73,514
20190326T12Z,0,58,476
20190326T11Z,0,99,436
20190326T10Z,0,58,425
20190326T09Z,0,91,428
20190326T08Z,0,82,371
20190326T07Z,0,90,350
20190326T06Z,0,133,243
20190326T05Z,0,139,447
20190326T04Z,0,85,528
20190326T03Z,0,119,60
20190326T02Z,0,140,19
20190326T01Z,0,137,39
20190326T00Z,0,135,19
20190325T23Z,0,129,143
20190325T22Z,0,96,282
20190325T21Z,0,66,334
20190325T20Z,0,54,279
20190325T19Z,0,101,232
20190325T18Z,0,73,218
20190325T17Z,0,113,184
20190325T16Z,0,95,324
20190325T15Z,0,89,323
20190325T14Z,0,106,249
20190325T13Z,0,129,202
20190325T12Z,0,139,129
20190325T11Z,0,142,162
20190325T10Z,0,113,138
20190325T09Z,0,86,62
20190325T08Z,0,104,23
20190325T07Z,0,85,10
20190325T06Z,0,113,0
20190325T05Z,0,99,9
20190325T04Z,0,109,11
20190325T03Z,0,122,1
20190325T02Z,0,116,-2
20190325T01Z,0,57,20
20190325T00Z,0,77,38
20190324T23Z,0,91,80
20190324T22Z,0,79,100
20190324T21Z,0,98,101
20190324T20Z,0,101,98
20190324T19Z,0,94,154
20190324T18Z,0,69,152
20190324T17Z,0,80,110
20190324T16Z,0,80,127
20190324T15Z,0,117,103
20190324T14Z,0,106,128
20190324T13Z,0,121,167
20190324T12Z,0,121,177
20190324T11Z,0,105,234
20190324T10Z,0,49,331
20190324T09Z,0,78,279
20190324T08Z,0,129,178
20190324T07Z,0,135,172
20190324T06Z,0,135,220
20190324T05Z,0,107,242
20190324T04Z,0,72,333
20190324T03Z,0,54,295
20190324T02Z,0,95,164
20190324T01Z,0,105,153
20190324T00Z,0,106,194
20190323T23Z,0,103,222
20190323T22Z,0,115,268
20190323T21Z,0,101,266
20190323T20Z,0,93,241
20190323T19Z,0,88,223
20190323T18Z,0,119,185
20190323T17Z,0,105,152
20190323T16Z,0,93,219
20190323T15Z,0,79,357
20190323T14Z,0,42,462
20190323T13Z,0,53,453
20190323T12Z,0,101,354
20190323T11Z,0,104,316
20190323T10Z,0,110,316
20190323T09Z,0,114,320
20190323T08Z,0,123,308
20190323T07Z,0,101,232
20190323T06Z,0,124,175
20190323T05Z,0,122,177
20190323T04Z,0,118,284
20190323T03Z,0,132,510
20190323T02Z,0,71,670
20190323T01Z,0,145,570
20190323T00Z,0,124,674
20190322T23Z,0,78,586
20190322T22Z,0,87,369
20190322T21Z,0,115,312
20190322T20Z,0,44,384
20190322T19Z,0,74,308
20190322T18Z,0,134,194
20190322T17Z,0,133,281
20190322T16Z,0,126,371
20190322T15Z,0,116,434
20190322T14Z,0,70,470
20190322T13Z,0,105,456
20190322T12Z,0,101,527
20190322T11Z,0,71,632
20190322T10Z,0,23,653
20190322T09Z,0,76,640
20190322T08Z,0,33,676
20190322T07Z,0,83,610
20190322T06Z,0,97,595
20190322T05Z,0,60,604
20190322T04Z,0,122,468
20190322T03Z,0,66,469
20190322T02Z,0,116,373
20190322T01Z,0,139,256
20190322T00Z,0,102,156
20190321T23Z,0,100,110
20190321T22Z,0,103,112
20190321T21Z,0,106,105
20190321T20Z,0,128,83
20190321T19Z,0,128,78
20190321T18Z,0,98,93
20190321T17Z,0,129,138
20190321T16Z,0,104,151
20190321T15Z,0,112,117
20190321T14Z,0,117,58
20190321T13Z,0,118,40
20190321T12Z,0,114,41
20190321T11Z,0,110,51
20190321T10Z,0,106,57
20190321T09Z,0,115,42
20190321T08Z,0,112,55
20190321T07Z,0,110,58
20190321T06Z,0,110,70
20190321T05Z,0,114,105
20190321T04Z,0,132,57
20190321T03Z,0,144,62
20190321T02Z,0,150,60
20190321T01Z,0,128,70
20190321T00Z,0,61,98
20190320T23Z,0,83,77
20190320T22Z,0,118,70
20190320T21Z,0,77,68
20190320T20Z,0,57,109
20190320T19Z,0,85,94
20190320T18Z,0,138,24576
20190320T17Z,0,134,67
20190320T16Z,0,151,62
20190320T15Z,0,147,91
20190320T14Z,0,133,114
20190320T13Z,0,130,104
20190320T12Z,0,97,114
20190320T11Z,0,95,112
20190320T10Z,0,90,122
20190320T09Z,0,98,124
20190320T08Z,0,108,122
20190320T07Z,0,137,130
20190320T06Z,0,142,141
20190320T05Z,0,139,184
20190320T04Z,0,146,216
20190320T03Z,0,156,261
20190320T02Z,0,160,275
20190320T01Z,0,158,279
20190320T00Z,0,55,208
20190319T23Z,0,48,168
20190319T22Z,0,60,142
20190319T21Z,0,79,94
20190319T20Z,0,94,54
20190319T19Z,0,79,-1165
20190319T18Z,0,81,-1162
20190319T17Z,0,156,-1169
20190319T16Z,0,155,-1162
20190319T15Z,0,157,-1155
20190319T14Z,0,157,-1149
20190319T13Z,0,155,-1161
20190319T12Z,0,119,-1166
20190319T11Z,0,78,-1128
20190319T10Z,0,87,-1137
20190319T09Z,0,90,-1098
20190319T08Z,0,72,-1078
20190319T07Z,0,27,-1023
20190319T06Z,0,37,148
20190319T05Z,0,87,185
20190319T04Z,0,119,157
20190319T03Z,0,129,176
20190319T02Z,0,133,164
20190319T01Z,0,131,180
20190319T00Z,0,131,199
20190318T23Z,0,94,192
20190318T22Z,0,82,170
20190318T21Z,0,100,122
20190318T20Z,0,105,80
20190318T19Z,0,111,-1126
20190318T18Z,0,127,-1148
20190318T17Z,0,157,-1151
20190318T16Z,0,133,-1137
20190318T15Z,0,145,-1122
20190318T14Z,0,114,-1108
20190318T13Z,0,104,-1111
20190318T12Z,0,102,-1129
20190318T11Z,0,140,-1156
20190318T10Z,0,114,-1155
20190318T09Z,0,110,-1162
20190318T08Z,0,120,-1156
20190318T07Z,0,112,-1154
20190318T06Z,0,122,-1157
20190318T05Z,0,114,-1155
20190318T04Z,0,105,-1162
20190318T03Z,0,121,15
20190318T02Z,0,113,37
20190318T01Z,0,72,55
20190318T00Z,0,69,73
20190317T23Z,0,108,24
20190317T22Z,0,107,-1156
20190317T21Z,0,134,-1175
20190317T20Z,0,101,-1179
20190317T19Z,0,95,-1180
20190317T18Z,0,82,-1180
20190317T17Z,0,107,-1180
20190317T16Z,0,104,-1182
20190317T15Z,0,138,-1176
20190317T14Z,0,124,-1178
20190317T13Z,0,136,-1178
20190317T12Z,0,144,-1179
20190317T11Z,0,148,-1179
20190317T10Z,0,149,-1180
20190317T09Z,0,152,-1177
20190317T08Z,0,164,-1179
20190317T07Z,0,151,-1177
20190317T06Z,0,133,-5
20190317T05Z,0,140,-3
20190317T04Z,0,146,-6
20190317T03Z,0,149,-5
20190317T02Z,0,144,-7
20190317T01Z,0,126,-4
20190317T00Z,0,118,-4
20190316T23Z,0,81,-2
20190316T22Z,0,83,-6
20190316T21Z,0,81,-4
20190316T20Z,0,84,-5
20190316T19Z,0,115,-4
20190316T18Z,0,120,-5
20190316T17Z,0,124,-4
20190316T16Z,0,73,-7
20190316T15Z,0,155,-5
20190316T14Z,0,135,-6
20190316T13Z,0,121,-5
20190316T12Z,0,109,-7
20190316T11Z,0,110,-5
20190316T10Z,0,111,-5
20190316T09Z,0,123,-6
20190316T08Z,0,127,-5
20190316T07Z,0,148,-4
20190316T06Z,0,148,-5
20190316T05Z,0,145,-1
20190316T04Z,0,138,2
20190316T03Z,0,147,-1
20190316T02Z,0,143,-1
20190316T01Z,0,125,-3
20190316T00Z,0,135,-4
20190315T23Z,0,126,-6
20190315T22Z,0,129,-4
20190315T21Z,0,117,-6
20190315T20Z,0,121,-3
20190315T19Z,0,118,-6
20190315T18Z,0,117,-5
20190315T17Z,0,97,-5
20190315T16Z,0,107,-6
20190315T15Z,0,148,-7
20190315T14Z,0,108,-6
20190315T13Z,0,134,-6
20190315T12Z,0,123,-4
20190315T11Z,0,143,-4
20190315T10Z,0,142,-7
20190315T09Z,0,156,-3
20190315T08Z,0,160,-4
20190315T07Z,0,124,-2
20190315T06Z,0,124,-6
20190315T05Z,0,128,-4
20190315T04Z,0,138,-5
20190315T03Z,0,129,-4
20190315T02Z,0,141,-6
20190315T01Z,0,131,-4
20190315T00Z,0,115,-5
20190314T23Z,0,135,-5
20190314T22Z,0,105,-6
20190314T21Z,0,102,-4
20190314T20Z,0,123,-3
20190314T19Z,0,128,-1
20190314T18Z,0,143,0
20190314T17Z,0,140,14
20190314T16Z,0,123,23
20190314T15Z,0,129,22
20190314T14Z,0,110,12
20190314T13Z,0,131,5
20190314T12Z,0,107,5
20190314T11Z,0,106,5
20190314T10Z,0,95,8
20190314T09Z,0,110,4
20190314T08Z,0,108,16
20190314T07Z,0,102,19
20190314T06Z,0,56,52
20190314T05Z,0,42,57
20190314T04Z,0,28,62
20190314T03Z,0,62,30
20190314T02Z,0,70,19
20190314T01Z,0,87,22
20190314T00Z,0,75,26
20190313T23Z,0,62,35
20190313T22Z,0,47,74
20190313T21Z,0,41,99
20190313T20Z,0,42,138
20190313T19Z,0,46,177
20190313T18Z,0,36,241
20190313T17Z,0,41,187
20190313T16Z,0,48,267
20190313T15Z,0,32,373
20190313T14Z,0,32,510
20190313T13Z,0,37,569
20190313T12Z,0,67,493
20190313T11Z,0,70,527
20190313T10Z,0,22,726
20190313T09Z,0,26,743
20190313T08Z,0,31,752
20190313T07Z,0,34,781
20190313T06Z,0,27,814
20190313T05Z,0,11,841
20190313T04Z,0,33,726
20190313T03Z,0,91,729
20190313T02Z,0,60,782
20190313T01Z,0,43,839
20190313T00Z,0,55,889
20190312T23Z,0,52,910
20190312T22Z,0,45,921
20190312T21Z,0,66,917
20190312T20Z,0,73,906
20190312T19Z,0,58,899
20190312T18Z,0,20,3023
20190312T17Z,0,72,555
20190312T16Z,0,93,366
20190312T15Z,0,52,295
20190312T14Z,0,88,149
20190312T13Z,0,142,72
20190312T12Z,0,131,57
20190312T11Z,0,132,69
20190312T10Z,0,131,80
20190312T09Z,0,106,90
20190312T08Z,0,120,56
20190312T07Z,0,185,22
20190312T06Z,0,181,26
20190312T05Z,0,141,45
20190312T04Z,0,118,36
20190312T03Z,0,137,23
20190312T02Z,0,108,53
20190312T01Z,0,144,4
20190312T00Z,0,114,15
20190311T23Z,0,74,49
20190311T22Z,0,54,77
20190311T21Z,0,82,29
20190311T20Z,0,82,33
20190311T19Z,0,106,11
20190311T18Z,0,113,-1
20190311T17Z,0,118,21086
20190311T16Z,0,161,6
20190311T15Z,0,173,1
20190311T14Z,0,168,-2
20190311T13Z,0,184,-1
20190311T12Z,0,145,-1
20190311T11Z,0,144,-4
20190311T10Z,0,139,-7
20190311T09Z,0,139,-4
20190311T08Z,0,139,-3
20190311T07Z,0,139,15
20190311T06Z,0,138,2
20190311T05Z,0,146,-3
20190311T04Z,0,108,44
20190311T03Z,0,142,0
20190311T02Z,0,157,-7
20190311T01Z,0,137,-4
20190311T00Z,0,105,-6
20190310T23Z,0,117,-6
20190310T22Z,0,165,-5
20190310T21Z,0,159,-6
20190310T20Z,0,137,-6
20190310T19Z,0,133,-6
20190310T18Z,0,120,-6
20190310T17Z,0,123,-6
20190310T16Z,0,143,-6
20190310T15Z,0,145,-5
20190310T14Z,0,145,-5
20190310T13Z,0,144,-8
20190310T12Z,0,147,-6
20190310T11Z,0,151,-7
20190310T10Z,0,159,-6
20190310T09Z,0,149,-8
20190310T08Z,0,175,-7
20190310T07Z,0,179,-6
20190310T06Z,0,167,-7
20190310T05Z,0,177,-7
20190310T04Z,0,188,-5
20190310T03Z,0,190,1
20190310T02Z,0,191,25
20190310T01Z,0,209,23
20190310T00Z,0,220,13
20190309T23Z,0,204,30
20190309T22Z,0,190,33
20190309T21Z,0,158,48
20190309T20Z,0,137,40
20190309T19Z,0,138,47
20190309T18Z,0,89,69
20190309T17Z,0,124,67
20190309T16Z,0,121,70
20190309T15Z,0,129,61
20190309T14Z,0,191,42
20190309T13Z,0,151,26
20190309T12Z,0,167,10
20190309T11Z,0,167,0
20190309T10Z,0,154,-1
20190309T09Z,0,144,-1
20190309T08Z,0,157,-2
20190309T07Z,0,152,-5
20190309T06Z,0,136,-6
20190309T05Z,0,149,-5
20190309T04Z,0,160,-2
20190309T03Z,0,165,2
20190309T02Z,0,198,1
20190309T01Z,0,173,4
20190309T00Z,0,162,5
20190308T23Z,0,165,-3
20190308T22Z,0,176,-5
20190308T21Z,0,171,4
20190308T20Z,0,154,13
20190308T19Z,0,174,22
20190308T18Z,0,196,27
20190308T17Z,0,186,47
20190308T16Z,0,152,84
20190308T15Z,0,151,79
20190308T14Z,0,188,49
20190308T13Z,0,226,55
20190308T12Z,0,218,125
20190308T11Z,0,177,159
20190308T10Z,0,126,181
20190308T09Z,0,131,226
20190308T08Z,0,192,260
20190308T07Z,0,184,226
20190308T06Z,0,173,224
20190308T05Z,0,181,180
20190308T04Z,0,204,114
20190308T03Z,0,210,194
20190308T02Z,0,176,211
20190308T01Z,0,192,146
20190308T00Z,0,210,130
20190307T23Z,0,164,157
20190307T22Z,0,164,127
20190307T21Z,0,206,91
20190307T20Z,0,201,150
20190307T19Z,0,199,203
20190307T18Z,0,125,349
20190307T17Z,0,134,363
20190307T16Z,0,157,400
20190307T15Z,0,90,512
20190307T14Z,0,199,546
20190307T13Z,0,176,552
20190307T12Z,0,192,517
20190307T11Z,0,177,572
20190307T10Z,0,45,710
20190307T09Z,0,59,673
20190307T08Z,0,23,655
20190307T07Z,0,33,623
20190307T06Z,0,53,508
20190307T05Z,0,73,310
20190307T04Z,0,91,174
20190307T03Z,0,82,148
20190307T02Z,0,175,43
20190307T01Z,0,131,65
20190307T00Z,0,136,48
20190306T23Z,0,121,41
20190306T22Z,0,190,11
20190306T21Z,0,199,-8
20190306T20Z,0,211,-8
20190306T19Z,0,209,-9
20190306T18Z,0,175,-6
20190306T17Z,0,181,16
20190306T16Z,0,175,2
20190306T15Z,0,168,8
20190306T14Z,0,187,43
20190306T13Z,0,186,9
20190306T12Z,0,177,9
20190306T11Z,0,158,29
20190306T10Z,0,163,12
20190306T09Z,0,187,7
20190306T08Z,0,215,5
20190306T07Z,0,216,-4
20190306T06Z,0,203,-8
20190306T05Z,0,209,-8
20190306T04Z,0,207,-5
20190306T03Z,0,220,-8
20190306T02Z,0,219,-6
20190306T01Z,0,213,-8
20190306T00Z,0,190,-2
20190305T23Z,0,185,-10
20190305T22Z,0,182,3
20190305T21Z,0,179,3
20190305T20Z,0,165,14
20190305T19Z,0,183,7
20190305T18Z,0,207,-8
20190305T17Z,0,200,4
20190305T16Z,0,200,8
20190305T15Z,0,199,4
20190305T14Z,0,201,15
20190305T13Z,0,199,5
20190305T12Z,0,174,23
20190305T11Z,0,165,34
20190305T10Z,0,187,25
20190305T09Z,0,203,4
20190305T08Z,0,196,12
20190305T07Z,0,158,48
20190305T06Z,0,156,31
20190305T05Z,0,143,16
20190305T04Z,0,158,41
20190305T03Z,0,148,20
20190305T02Z,0,168,4
20190305T01Z,0,175,6
20190305T00Z,0,191,10
20190304T23Z,0,195,15
20190304T22Z,0,139,18
20190304T21Z,0,139,11
20190304T20Z,0,141,16
20190304T19Z,0,161,27
20190304T18Z,0,119,38
20190304T17Z,0,107,53
20190304T16Z,0,130,69
20190304T15Z,0,183,91
20190304T14Z,0,164,109
20190304T13Z,0,177,115
20190304T12Z,0,243,97
20190304T11Z,0,251,70
20190304T10Z,0,250,83
20190304T09Z,0,249,103
20190304T08Z,0,182,99
20190304T07Z,0,172,97
20190304T06Z,0,171,95
20190304T05Z,0,154,119
20190304T04Z,0,171,135
20190304T03Z,0,178,131
20190304T02Z,0,246,147
20190304T01Z,0,239,152
20190304T00Z,0,189,190
20190303T23Z,0,137,206
20190303T22Z,0,116,219
20190303T21Z,0,123,222
20190303T20Z,0,123,265
20190303T19Z,0,156,238
20190303T18Z,0,162,318
20190303T17Z,0,228,321
20190303T16Z,0,160,397
20190303T15Z,0,150,341
20190303T14Z,0,123,345
20190303T13Z,0,82,361
20190303T12Z,0,54,245
20190303T11Z,0,60,130
20190303T10Z,0,96,95
20190303T09Z,0,124,127
20190303T08Z,0,43,131
20190303T07Z,0,42,108
20190303T06Z,0,75,129
20190303T05Z,0,88,124
20190303T04Z,0,109,78
20190303T03Z,0,78,76
20190303T02Z,0,68,100
20190303T01Z,0,60,95
20190303T00Z,0,41,89
20190302T23Z,0,145,23
20190302T22Z,0,150,4
20190302T21Z,0,142,21
20190302T20Z,0,115,52
20190302T19Z,0,115,59
20190302T18Z,0,65,40
20190302T17Z,0,88,-3
20190302T16Z,0,128,-4
20190302T15Z,0,130,-1
20190302T14Z,0,106,10
20190302T13Z,0,99,10
20190302T12Z,0,104,-7
20190302T11Z,0,40,-6
20190302T10Z,0,26,-8
20190302T09Z,0,140,-9
20190302T08Z,0,44,-7
20190302T07Z,0,41,-9
20190302T06Z,0,110,-8
20190302T05Z,0,154,-7
20190302T04Z,0,160,-9
20190302T03Z,0,151,-6
20190302T02Z,0,134,-5
20190302T01Z,0,117,-7
20190302T00Z,0,95,-7
20190301T23Z,0,96,-7
20190301T22Z,0,94,-6
20190301T21Z,0,56,-7
20190301T20Z,0,52,-7
20190301T19Z,0,113,-5
20190301T18Z,0,119,-8
20190301T17Z,0,144,-7
20190301T16Z,0,143,-9
20190301T15Z,0,94,0
20190301T14Z,0,68,3
20190301T13Z,0,14,-1
20190301T12Z,0,40,-6
20190301T11Z,0,40,-7
20190301T10Z,0,51,-7
20190301T09Z,0,71,-7
20190301T08Z,0,168,-6
20190301T07Z,0,160,-8
20190301T06Z,0,151,-6
20190301T05Z,0,200,-7
20190301T04Z,0,211,-6
20190301T03Z,0,214,-2
20190301T02Z,0,184,7
20190301T01Z,0,166,7
20190301T00Z,0,155,6
20190228T23Z,0,111,17
20190228T22Z,0,100,22
20190228T21Z,0,90,21
20190228T20Z,0,112,14
20190228T19Z,0,101,4
20190228T18Z,0,182,19
20190228T17Z,0,83,51
20190228T16Z,0,98,101
20190228T15Z,0,91,108
20190228T14Z,0,130,94
20190228T13Z,0,97,118
20190228T12Z,0,111,104
20190228T11Z,0,70,156
20190228T10Z,0,59,176
20190228T09Z,0,57,220
20190228T08Z,0,149,134
20190228T07Z,0,189,85
20190228T06Z,0,182,79
20190228T05Z,0,150,77
20190228T04Z,0,196,27
20190228T03Z,0,196,4
20190228T02Z,0,214,27
20190228T01Z,0,197,26
20190228T00Z,0,198,17
20190227T23Z,0,187,32
20190227T22Z,0,174,32
20190227T21Z,0,178,27
20190227T20Z,0,146,53
20190227T19Z,0,161,84
20190227T18Z,0,193,92744
20190227T17Z,0,178,106
20190227T16Z,0,180,154
20190227T15Z,0,206,244
20190227T14Z,0,183,387
20190227T13Z,0,45,468
20190227T12Z,0,29,462
20190227T11Z,0,47,536
20190227T10Z,0,28,657
20190227T09Z,0,15,744
20190227T08Z,0,17,607
20190227T07Z,0,40,604
20190227T06Z,0,136,586
20190227T05Z,0,124,533
20190227T04Z,0,164,490
20190227T03Z,0,169,535
20190227T02Z,0,176,603
20190227T01Z,0,134,697
20190227T00Z,0,60,704
20190226T23Z,0,69,592
20190226T22Z,0,86,541
20190226T21Z,0,110,445
20190226T20Z,0,81,311
20190226T19Z,0,95,235
20190226T18Z,0,58,145
20190226T17Z,0,58,89
20190226T16Z,0,90,80
20190226T15Z,0,125,50
20190226T14Z,0,115,31
20190226T13Z,0,162,3
20190226T12Z,0,149,-5
20190226T11Z,0,146,-8
20190226T10Z,0,151,-7
20190226T09Z,0,153,-7
20190226T08Z,0,144,-6
20190226T07Z,0,144,-8
20190226T06Z,0,191,-5
20190226T05Z,0,194,-6
20190226T04Z,0,194,-1
20190226T03Z,0,198,7
20190226T02Z,0,201,11
20190226T01Z,0,173,59
20190226T00Z,0,209,124
20190225T23Z,0,214,235
20190225T22Z,0,193,364
20190225T21Z,0,198,482
20190225T20Z,0,214,565
20190225T19Z,0,117,684
20190225T18Z,0,64,685
20190225T17Z,0,62,699
20190225T16Z,0,50,651
20190225T15Z,0,40,575
20190225T14Z,0,39,447
20190225T13Z,0,98,286
20190225T12Z,0,36,242
20190225T11Z,0,35,168
20190225T10Z,0,97,109
20190225T09Z,0,151,60
20190225T08Z,0,141,44
20190225T07Z,0,160,26
20190225T06Z,0,155,22
20190225T05Z,0,147,29
20190225T04Z,0,147,34
20190225T03Z,0,143,29
20190225T02Z,0,156,13
20190225T01Z,0,191,2
20190225T00Z,0,206,2
20190224T23Z,0,201,9
20190224T22Z,0,215,22
20190224T21Z,0,177,34
20190224T20Z,0,164,50
20190224T19Z,0,209,66
20190224T18Z,0,151,65
20190224T17Z,0,180,85
20190224T16Z,0,167,129
20190224T15Z,0,152,205
20190224T14Z,0,138,272
20190224T13Z,0,83,278
20190224T12Z,0,77,288
20190224T11Z,0,100,203
20190224T10Z,0,124,128
20190224T09Z,0,136,121
20190224T08Z,0,203,85
20190224T07Z,0,206,70
20190224T06Z,0,178,38
20190224T05Z,0,180,31
20190224T04Z,0,179,32
20190224T03Z,0,182,10
20190224T02Z,0,191,0
20190224T01Z,0,182,-6
20190224T00Z,0,213,-2
20190223T23Z,0,214,-4
20190223T22Z,0,214,-2
20190223T21Z,0,211,-1
20190223T20Z,0,199,25
20190223T19Z,0,210,52
20190223T18Z,0,187,98
20190223T17Z,0,154,177
20190223T16Z,0,148,302
20190223T15Z,0,187,278
20190223T14Z,0,176,352
20190223T13Z,0,93,396
20190223T12Z,0,59,387
20190223T11Z,0,60,444
20190223T10Z,0,106,335
20190223T09Z,0,118,297
20190223T08Z,0,193,268
20190223T07Z,0,213,282
20190223T06Z,0,159,274
20190223T05Z,0,155,204
20190223T04Z,0,190,315
20190223T03Z,0,204,294
20190223T02Z,0,213,314
20190223T01Z,0,211,381
20190223T00Z,0,90,379
20190222T23Z,0,93,365
20190222T22Z,0,85,373
20190222T21Z,0,80,341
20190222T20Z,0,179,397
20190222T19Z,0,186,418
20190222T18Z,0,167,424
20190222T17Z,0,177,316
20190222T16Z,0,172,261
20190222T15Z,0,194,260
20190222T14Z,0,218,229
20190222T13Z,0,220,195
20190222T12Z,0,220,158
20190222T11Z,0,206,101
20190222T10Z,0,199,72
20190222T09Z,0,215,42
20190222T08Z,0,198,30
20190222T07Z,0,197,12
20190222T06Z,0,208,3
20190222T05Z,0,209,-7
20190222T04Z,0,217,-4
20190222T03Z,0,213,7
20190222T02Z,0,213,13
20190222T01Z,0,208,26
20190222T00Z,0,203,38
20190221T23Z,0,199,60
20190221T22Z,0,200,116
20190221T21Z,0,194,136
20190221T20Z,0,198,131
20190221T19Z,0,195,150
20190221T18Z,0,194,156
20190221T17Z,0,196,134
20190221T16Z,0,199,146
20190221T15Z,0,199,179
20190221T14Z,0,193,157
20190221T13Z,0,191,110
20190221T12Z,0,164,94
20190221T11Z,0,118,50
20190221T10Z,0,183,41
20190221T09Z,0,187,77
20190221T08Z,0,187,70
20190221T07Z,0,201,68
20190221T06Z,0,190,85
20190221T05Z,0,190,38
20190221T04Z,0,190,25
20190221T03Z,0,190,36
20190221T02Z,0,190,29
20190221T01Z,0,190,21
20190221T00Z,0,190,7
20190220T23Z,0,190,0
20190220T22Z,0,202,-3
20190220T21Z,0,205,-5
20190220T20Z,0,200,-5
20190220T19Z,0,190,16
20190220T18Z,0,160,128
20190220T17Z,0,112,128
20190220T16Z,0,123,200
20190220T15Z,0,54,243
20190220T14Z,0,108,284
20190220T13Z,0,112,339
20190220T12Z,0,114,458
20190220T11Z,0,67,547
20190220T10Z,0,51,545
20190220T09Z,0,74,578
20190220T08Z,0,70,470
20190220T07Z,0,68,543
20190220T06Z,0,34,614
20190220T05Z,0,21,617
20190220T04Z,0,26,576
20190220T03Z,0,51,550
20190220T02Z,0,42,609
20190220T01Z,0,65,637
20190220T00Z,0,77,590
20190219T23Z,0,83,534
20190219T22Z,0,45,557
20190219T21Z,0,61,495
20190219T20Z,0,65,401
20190219T19Z,0,86,335
20190219T18Z,0,124,355
20190219T17Z,0,140,310
20190219T16Z,0,184,265
20190219T15Z,0,153,349
20190219T14Z,0,130,258
20190219T13Z,0,139,326
20190219T12Z,0,105,374
20190219T11Z,0,116,335
20190219T10Z,0,92,281
20190219T09Z,0,147,198
