,solar,hydro,wind
20190705T02Z,0,78,720
20190705T01Z,0,27,652
20190705T00Z,0,24,552
20190704T23Z,0,31,406
20190704T22Z,0,36,312
20190704T21Z,0,35,270
20190704T20Z,0,42,200
20190704T19Z,0,58,167
20190704T18Z,0,109,169
20190704T17Z,0,70,181
20190704T16Z,0,93,202
20190704T15Z,0,143,240
20190704T14Z,0,58,314
20190704T13Z,0,190,287
20190704T12Z,0,85,263
20190704T11Z,0,87,290
20190704T10Z,0,92,349
20190704T09Z,0,115,395
20190704T08Z,0,177,467
20190704T07Z,0,190,527
20190704T06Z,0,187,582
20190704T05Z,0,181,632
20190704T04Z,0,107,655
20190704T03Z,0,35,589
20190704T02Z,0,100,386
20190704T01Z,0,107,191
20190704T00Z,0,139,97
20190703T23Z,0,195,46
20190703T22Z,0,202,32
20190703T21Z,0,185,33
20190703T20Z,0,187,27
20190703T19Z,0,187,39
20190703T18Z,0,172,97
20190703T17Z,0,95,187
20190703T16Z,0,70,246
20190703T15Z,0,100,255
20190703T14Z,0,120,307
20190703T13Z,0,192,337
20190703T12Z,0,191,349
20190703T11Z,0,140,440
20190703T10Z,0,97,495
20190703T09Z,0,109,541
20190703T08Z,0,77,482
20190703T07Z,0,170,515
20190703T06Z,0,187,591
20190703T05Z,0,103,671
20190703T04Z,0,55,744
20190703T03Z,0,75,766
20190703T02Z,0,66,813
20190703T01Z,0,53,868
20190703T00Z,0,53,900
20190702T23Z,0,53,914
20190702T22Z,0,53,908
20190702T21Z,0,43,837
20190702T20Z,0,15,744
20190702T19Z,0,10,674
20190702T18Z,0,10,673
20190702T17Z,0,44,674
20190702T16Z,0,53,701
20190702T15Z,0,39,694
20190702T14Z,0,60,632
20190702T13Z,0,132,630
20190702T12Z,0,98,608
20190702T11Z,0,44,628
20190702T10Z,0,155,625
20190702T09Z,0,67,701
20190702T08Z,0,30,723
20190702T07Z,0,11,585
20190702T06Z,0,61,450
20190702T05Z,0,130,211
20190702T04Z,0,198,138
20190702T03Z,0,139,502
20190702T02Z,0,188,610
20190702T01Z,0,19,919
20190702T00Z,0,53,857
20190701T23Z,0,50,597
20190701T22Z,0,40,305
20190701T21Z,0,78,98
20190701T20Z,0,167,47
20190701T19Z,0,133,53
20190701T18Z,0,154,45
20190701T17Z,0,179,59
20190701T16Z,0,93,109
20190701T15Z,0,135,74
20190701T14Z,0,191,67
20190701T13Z,0,210,111
20190701T12Z,0,173,144
20190701T11Z,0,149,141
20190701T10Z,0,122,164
20190701T09Z,0,180,142
20190701T08Z,0,166,210
20190701T07Z,0,98,285
20190701T06Z,0,72,249
20190701T05Z,0,153,142
20190701T04Z,0,168,65
20190701T03Z,0,139,82
20190701T02Z,0,174,9
20190701T01Z,0,180,-1
20190701T00Z,0,172,4
20190630T23Z,0,168,11
20190630T22Z,0,168,3
20190630T21Z,0,168,-2
20190630T20Z,0,168,-4
20190630T19Z,0,168,-3
20190630T18Z,0,168,2
20190630T17Z,0,168,11
20190630T16Z,0,168,49
20190630T15Z,0,168,58
20190630T14Z,0,154,118
20190630T13Z,0,154,152
20190630T12Z,0,132,146
20190630T11Z,0,176,147
20190630T10Z,0,177,134
20190630T09Z,0,177,60
20190630T08Z,0,210,1
20190630T07Z,0,198,162
20190630T06Z,0,174,210
20190630T05Z,0,194,94
20190630T04Z,0,184,153
20190630T03Z,0,104,208
20190630T02Z,0,63,197
20190630T01Z,0,63,83
20190630T00Z,0,104,31
20190629T23Z,0,118,15
20190629T22Z,0,115,4
20190629T21Z,0,101,6
20190629T20Z,0,107,1
20190629T19Z,0,126,-1
20190629T18Z,0,121,-4
20190629T17Z,0,116,-1
20190629T16Z,0,161,9
20190629T15Z,0,182,3
20190629T14Z,0,178,17
20190629T13Z,0,177,51
20190629T12Z,0,178,46
20190629T11Z,0,178,99
20190629T10Z,0,159,162
20190629T09Z,0,154,189
20190629T08Z,0,177,162
20190629T07Z,0,188,158
20190629T06Z,0,199,178
20190629T05Z,0,177,218
20190629T04Z,0,178,261
20190629T03Z,0,177,274
20190629T02Z,0,186,272
20190629T01Z,0,144,240
20190629T00Z,0,163,173
20190628T23Z,0,186,117
20190628T22Z,0,187,96
20190628T21Z,0,175,86
20190628T20Z,0,129,84
20190628T19Z,0,68,77
20190628T18Z,0,73,57
20190628T17Z,0,80,57
20190628T16Z,0,43,66
20190628T15Z,0,178,73
20190628T14Z,0,178,125
20190628T13Z,0,205,187
20190628T12Z,0,174,321
20190628T11Z,0,194,319
20190628T10Z,0,212,303
20190628T09Z,0,206,355
20190628T08Z,0,144,460
20190628T07Z,0,112,541
20190628T06Z,0,158,514
20190628T05Z,0,192,477
20190628T04Z,0,83,659
20190628T03Z,0,44,690
20190628T02Z,0,53,544
20190628T01Z,0,157,518
20190628T00Z,0,139,417
20190627T23Z,0,141,336
20190627T22Z,0,179,174
20190627T21Z,0,173,111
20190627T20Z,0,158,181
20190627T19Z,0,138,223
20190627T18Z,0,97,226
20190627T17Z,0,158,226
20190627T16Z,0,138,296
20190627T15Z,0,189,370
20190627T14Z,0,190,348
20190627T13Z,0,211,348
20190627T12Z,0,217,416
20190627T11Z,0,210,538
20190627T10Z,0,209,568
20190627T09Z,0,213,530
20190627T08Z,0,205,540
20190627T07Z,0,168,562
20190627T06Z,0,179,526
20190627T05Z,0,141,523
20190627T04Z,0,57,518
20190627T03Z,0,151,341
20190627T02Z,0,101,388
20190627T01Z,0,36,313
20190627T00Z,0,100,123
20190626T23Z,0,197,13
20190626T22Z,0,189,14
20190626T21Z,0,102,18
20190626T20Z,0,141,25
20190626T19Z,0,149,6
20190626T18Z,0,165,12
20190626T17Z,0,178,3
20190626T16Z,0,188,3
20190626T15Z,0,195,17
20190626T14Z,0,195,30
20190626T13Z,0,209,24
20190626T12Z,0,213,48
20190626T11Z,0,215,78
20190626T10Z,0,216,182
20190626T09Z,0,209,360
20190626T08Z,0,174,433
20190626T07Z,0,157,365
20190626T06Z,0,151,333
20190626T05Z,0,130,313
20190626T04Z,0,152,285
20190626T03Z,0,164,239
20190626T02Z,0,199,437
20190626T01Z,0,78,585
20190626T00Z,0,97,424
20190625T23Z,0,80,407
20190625T22Z,0,77,223
20190625T21Z,0,158,58
20190625T20Z,0,160,59
20190625T19Z,0,195,55
20190625T18Z,0,170,141
20190625T17Z,0,163,150
20190625T16Z,0,168,92
20190625T15Z,0,174,147
20190625T14Z,0,134,1666
20190625T13Z,0,121,539
20190625T12Z,0,153,443
20190625T11Z,0,133,439
20190625T10Z,0,136,420
20190625T09Z,0,126,441
20190625T08Z,0,98,503
20190625T07Z,0,52,579
20190625T06Z,0,185,583
20190625T05Z,0,177,562
20190625T04Z,0,169,539
20190625T03Z,0,132,574
20190625T02Z,0,153,624
20190625T01Z,0,164,525
20190625T00Z,0,172,418
20190624T23Z,0,157,348
20190624T22Z,0,177,313
20190624T21Z,0,177,269
20190624T20Z,0,182,224
20190624T19Z,0,183,220
20190624T18Z,0,185,192
20190624T17Z,0,187,199
20190624T16Z,0,183,211
20190624T15Z,0,155,180
20190624T14Z,0,185,216
20190624T13Z,0,151,377
20190624T12Z,0,77,376
20190624T11Z,0,164,369
20190624T10Z,0,196,350
20190624T09Z,0,176,432
20190624T08Z,0,206,464
20190624T07Z,0,177,498
20190624T06Z,0,99,687
20190624T05Z,0,212,676
20190624T04Z,0,168,756
20190624T03Z,0,62,861
20190624T02Z,0,29,885
20190624T01Z,0,46,902
20190624T00Z,0,84,919
20190623T23Z,0,110,891
20190623T22Z,0,87,876
20190623T21Z,0,27,883
20190623T20Z,0,22,827
20190623T19Z,0,46,722
20190623T18Z,0,87,659
20190623T17Z,0,94,635
20190623T16Z,0,89,617
20190623T15Z,0,17,688
20190623T14Z,0,39,670
20190623T13Z,0,56,656
20190623T12Z,0,37,643
20190623T11Z,0,145,573
20190623T10Z,0,206,586
20190623T09Z,0,167,671
20190623T08Z,0,211,658
20190623T07Z,0,188,728
20190623T06Z,0,109,820
20190623T05Z,0,112,852
20190623T04Z,0,70,819
20190623T03Z,0,48,852
20190623T02Z,0,28,859
20190623T01Z,0,39,788
20190623T00Z,0,30,717
20190622T23Z,0,140,566
20190622T22Z,0,177,510
20190622T21Z,0,92,538
20190622T20Z,0,71,487
20190622T19Z,0,40,405
20190622T18Z,0,98,328
20190622T17Z,0,156,261
20190622T16Z,0,141,274
20190622T15Z,0,117,324
20190622T14Z,0,11,346
20190622T13Z,0,121,248
20190622T12Z,0,195,204
20190622T11Z,0,210,236
20190622T10Z,0,201,316
20190622T09Z,0,161,382
20190622T08Z,0,124,458
20190622T07Z,0,185,492
20190622T06Z,0,137,566
20190622T05Z,0,119,573
20190622T04Z,0,185,469
20190622T03Z,0,186,496
20190622T02Z,0,154,488
20190622T01Z,0,185,379
20190622T00Z,0,189,298
20190621T23Z,0,193,317
20190621T22Z,0,188,449
20190621T21Z,0,172,267
20190621T20Z,0,191,255
20190621T19Z,0,188,330
20190621T18Z,0,175,408
20190621T17Z,0,148,472
20190621T16Z,0,79,550
20190621T15Z,0,64,555
20190621T14Z,0,44,524
20190621T13Z,0,84,540
20190621T12Z,0,118,505
20190621T11Z,0,199,487
20190621T10Z,0,166,545
20190621T09Z,0,186,497
20190621T08Z,0,197,543
20190621T07Z,0,140,628
20190621T06Z,0,79,714
20190621T05Z,0,170,673
20190621T04Z,0,169,717
20190621T03Z,0,104,812
20190621T02Z,0,95,880
20190621T01Z,0,101,889
20190621T00Z,0,96,871
20190620T23Z,0,101,896
20190620T22Z,0,94,925
20190620T21Z,0,90,857
20190620T20Z,0,68,781
20190620T19Z,0,96,735
20190620T18Z,0,111,677
20190620T17Z,0,45,20293
20190620T16Z,0,27,700
20190620T15Z,0,33,610
20190620T14Z,0,63,496
20190620T13Z,0,182,442
20190620T12Z,0,192,558
20190620T11Z,0,198,578
20190620T10Z,0,219,603
20190620T09Z,0,188,766
20190620T08Z,0,76,875
20190620T07Z,0,121,831
20190620T06Z,0,88,867
20190620T05Z,0,113,915
20190620T04Z,0,110,920
20190620T03Z,0,157,923
20190620T02Z,0,178,917
20190620T01Z,0,177,930
20190620T00Z,0,179,934
20190619T23Z,0,103,938
20190619T22Z,0,74,920
20190619T21Z,0,60,909
20190619T20Z,0,96,844
20190619T19Z,0,113,835
20190619T18Z,0,58,836
20190619T17Z,0,85,743
20190619T16Z,0,110,28161
20190619T15Z,0,112,677
20190619T14Z,0,85,719
20190619T13Z,0,53,691
20190619T12Z,0,78,667
20190619T11Z,0,47,741
20190619T10Z,0,110,664
20190619T09Z,0,172,692
20190619T08Z,0,106,755
20190619T07Z,0,119,777
20190619T06Z,0,95,825
20190619T05Z,0,67,846
20190619T04Z,0,71,875
20190619T03Z,0,119,897
20190619T02Z,0,122,853
20190619T01Z,0,72,883
20190619T00Z,0,84,882
20190618T23Z,0,71,880
20190618T22Z,0,51,872
20190618T21Z,0,12,820
20190618T20Z,0,97,661
20190618T19Z,0,100,538
20190618T18Z,0,49,567
20190618T17Z,0,46,533
20190618T16Z,0,96,512
20190618T15Z,0,129,476
20190618T14Z,0,90,486
20190618T13Z,0,92,518
20190618T12Z,0,170,497
20190618T11Z,0,162,473
20190618T10Z,0,206,488
20190618T09Z,0,183,514
20190618T08Z,0,199,549
20190618T07Z,0,113,613
20190618T06Z,0,49,639
20190618T05Z,0,118,615
20190618T04Z,0,114,660
20190618T03Z,0,45,734
20190618T02Z,0,42,784
20190618T01Z,0,8,699
20190618T00Z,0,109,395
20190617T23Z,0,175,220
20190617T22Z,0,123,162
20190617T21Z,0,128,40369
20190617T20Z,0,55,104
20190617T19Z,0,144,106
20190617T18Z,0,128,143
20190617T17Z,0,128,190
20190617T16Z,0,117,213
20190617T15Z,0,171,203
20190617T14Z,0,181,242
20190617T13Z,0,121,327
20190617T12Z,0,129,280
20190617T11Z,0,166,285
20190617T10Z,0,142,361
20190617T09Z,0,138,468
20190617T08Z,0,147,681
20190617T07Z,0,177,533
20190617T06Z,0,180,555
20190617T05Z,0,131,631
20190617T04Z,0,130,692
20190617T03Z,0,101,714
20190617T02Z,0,80,783
20190617T01Z,0,68,684
20190617T00Z,0,110,462
20190616T23Z,0,106,321
20190616T22Z,0,62,207
20190616T21Z,0,107,109
20190616T20Z,0,128,43
20190616T19Z,0,108,31
20190616T18Z,0,108,70
20190616T17Z,0,83,144
20190616T16Z,0,103,149
20190616T15Z,0,138,134
20190616T14Z,0,159,122
20190616T13Z,0,185,115
20190616T12Z,0,210,143
20190616T11Z,0,210,200
20190616T10Z,0,199,281
20190616T09Z,0,194,388
20190616T08Z,0,195,479
20190616T07Z,0,160,508
20190616T06Z,0,160,463
20190616T05Z,0,170,449
20190616T04Z,0,128,418
20190616T03Z,0,76,354
20190616T02Z,0,147,186
20190616T01Z,0,154,75
20190616T00Z,0,179,18
20190615T23Z,0,178,6
20190615T22Z,0,179,1
20190615T21Z,0,178,-1
20190615T20Z,0,179,0
20190615T19Z,0,127,15
20190615T18Z,0,114,39
20190615T17Z,0,112,55
20190615T16Z,0,108,66
20190615T15Z,0,112,59
20190615T14Z,0,155,68
20190615T13Z,0,183,119
20190615T12Z,0,187,169
20190615T11Z,0,191,228
20190615T10Z,0,176,288
20190615T09Z,0,176,411
20190615T08Z,0,131,541
20190615T07Z,0,111,602
20190615T06Z,0,164,567
20190615T05Z,0,119,548
20190615T04Z,0,98,607
20190615T03Z,0,118,610
20190615T02Z,0,114,588
20190615T01Z,0,46,592
20190615T00Z,0,80,467
20190614T23Z,0,156,340
20190614T22Z,0,192,310
20190614T21Z,0,188,339
20190614T20Z,0,192,408
20190614T19Z,0,170,494
20190614T18Z,0,137,545
20190614T17Z,0,173,530
20190614T16Z,0,179,532
20190614T15Z,0,181,596
20190614T14Z,0,171,655
20190614T13Z,0,212,648
20190614T12Z,0,209,682
20190614T11Z,0,147,792
20190614T10Z,0,87,828
20190614T09Z,0,126,773
20190614T08Z,0,205,666
20190614T07Z,0,188,719
20190614T06Z,0,185,736
20190614T05Z,0,177,770
20190614T04Z,0,154,814
20190614T03Z,0,124,837
20190614T02Z,0,83,840
20190614T01Z,0,83,779
20190614T00Z,0,137,699
20190613T23Z,0,95,770
20190613T22Z,0,89,852
20190613T21Z,0,98,825
20190613T20Z,0,88,649
20190613T19Z,0,157,449
20190613T18Z,0,189,379
20190613T17Z,0,158,1849
20190613T16Z,0,147,381
20190613T15Z,0,176,305
20190613T14Z,0,174,382
20190613T13Z,0,138,357
20190613T12Z,0,193,271
20190613T11Z,0,195,198
20190613T10Z,0,195,215
20190613T09Z,0,195,188
20190613T08Z,0,199,90
20190613T07Z,0,195,42
20190613T06Z,0,195,-1
20190613T05Z,0,195,-6
20190613T04Z,0,184,-3
20190613T03Z,0,163,12
20190613T02Z,0,187,1
20190613T01Z,0,178,1
20190613T00Z,0,197,2
20190612T23Z,0,193,-2
20190612T22Z,0,183,-2
20190612T21Z,0,192,3
20190612T20Z,0,178,12
20190612T19Z,0,147,18
20190612T18Z,0,162,10
20190612T17Z,0,178,0
20190612T16Z,0,182,-5
20190612T15Z,0,183,-2
20190612T14Z,0,179,2
20190612T13Z,0,191,18
20190612T12Z,0,189,13
20190612T11Z,0,208,10
20190612T10Z,0,198,9
20190612T09Z,0,197,18
20190612T08Z,0,195,36
20190612T07Z,0,195,42
20190612T06Z,0,193,70
20190612T05Z,0,186,109
20190612T04Z,0,185,119
20190612T03Z,0,183,138
20190612T02Z,0,183,130
20190612T01Z,0,156,146
20190612T00Z,0,157,159
20190611T23Z,0,187,155
20190611T22Z,0,185,218
20190611T21Z,0,185,278
20190611T20Z,0,156,301
20190611T19Z,0,135,306
20190611T18Z,0,184,233
20190611T17Z,0,185,197
20190611T16Z,0,185,134
20190611T15Z,0,186,114
20190611T14Z,0,179,40684
20190611T13Z,0,169,159
20190611T12Z,0,195,141
20190611T11Z,0,173,181
20190611T10Z,0,164,241
20190611T09Z,0,194,221
20190611T08Z,0,197,229
20190611T07Z,0,177,323
20190611T06Z,0,110,345
20190611T05Z,0,111,277
20190611T04Z,0,99,202
20190611T03Z,0,100,163
20190611T02Z,0,98,87
20190611T01Z,0,144,32
20190611T00Z,0,155,31
20190610T23Z,0,167,15
20190610T22Z,0,174,13
20190610T21Z,0,176,10
20190610T20Z,0,175,5
20190610T19Z,0,180,1
20190610T18Z,0,180,-4
20190610T17Z,0,176,-4
20190610T16Z,0,183,-4
20190610T15Z,0,158,-3
20190610T14Z,0,105,0
20190610T13Z,0,148,3
20190610T12Z,0,156,0
20190610T11Z,0,165,-4
20190610T10Z,0,179,-4
20190610T09Z,0,161,-3
20190610T08Z,0,172,-5
20190610T07Z,0,189,1
20190610T06Z,0,186,12
20190610T05Z,0,194,14
20190610T04Z,0,194,14
20190610T03Z,0,194,4
20190610T02Z,0,185,-1
20190610T01Z,0,185,4
20190610T00Z,0,188,3
20190609T23Z,0,192,7
20190609T22Z,0,157,7
20190609T21Z,0,155,4
20190609T20Z,0,154,0
20190609T19Z,0,117,-4
20190609T18Z,0,146,-5
20190609T17Z,0,168,-4
20190609T16Z,0,120,-7
20190609T15Z,0,163,-4
20190609T14Z,0,174,-4
20190609T13Z,0,185,-2
20190609T12Z,0,185,-4
20190609T11Z,0,184,2
20190609T10Z,0,185,5
20190609T09Z,0,187,25
20190609T08Z,0,188,73
20190609T07Z,0,159,153
20190609T06Z,0,194,175
20190609T05Z,0,162,350
20190609T04Z,0,86,380
20190609T03Z,0,112,326
20190609T02Z,0,128,275
20190609T01Z,0,166,291
20190609T00Z,0,90,251
20190608T23Z,0,112,187
20190608T22Z,0,174,174
20190608T21Z,0,134,229
20190608T20Z,0,97,229
20190608T19Z,0,127,238
20190608T18Z,0,137,308
20190608T17Z,0,71,419
20190608T16Z,0,64,462
20190608T15Z,0,85,440
20190608T14Z,0,157,420
20190608T13Z,0,177,520
20190608T12Z,0,155,617
20190608T11Z,0,116,680
20190608T10Z,0,99,807
20190608T09Z,0,135,800
20190608T08Z,0,161,815
20190608T07Z,0,180,830
20190608T06Z,0,115,864
20190608T05Z,0,76,899
20190608T04Z,0,106,909
20190608T03Z,0,111,875
20190608T02Z,0,64,949
20190608T01Z,0,65,952
20190608T00Z,0,61,950
20190607T23Z,0,65,950
20190607T22Z,0,66,934
20190607T21Z,0,100,883
20190607T20Z,0,73,856
20190607T19Z,0,148,794
20190607T18Z,0,151,758
20190607T17Z,0,161,761
20190607T16Z,0,80,742
20190607T15Z,0,109,635
20190607T14Z,0,180,514
20190607T13Z,0,191,540
20190607T12Z,0,191,566
20190607T11Z,0,201,594
20190607T10Z,0,190,680
20190607T09Z,0,187,690
20190607T08Z,0,97,709
20190607T07Z,0,103,767
20190607T06Z,0,151,749
20190607T05Z,0,169,814
20190607T04Z,0,132,836
20190607T03Z,0,115,910
20190607T02Z,0,118,935
20190607T01Z,0,116,892
20190607T00Z,0,105,921
20190606T23Z,0,116,832
20190606T22Z,0,116,835
20190606T21Z,0,152,38908
20190606T20Z,0,155,746
20190606T19Z,0,185,746
20190606T18Z,0,180,691
20190606T17Z,0,117,658
20190606T16Z,0,133,510
20190606T15Z,0,190,437
20190606T14Z,0,184,543
20190606T13Z,0,121,639
20190606T12Z,0,97,642
20190606T11Z,0,113,475
20190606T10Z,0,153,333
20190606T09Z,0,199,242
20190606T08Z,0,208,311
20190606T07Z,0,188,363
20190606T06Z,0,203,315
20190606T05Z,0,199,392
20190606T04Z,0,178,527
20190606T03Z,0,104,744
20190606T02Z,0,103,867
20190606T01Z,0,71,922
20190606T00Z,0,74,744
20190605T23Z,0,71,1036
20190605T22Z,0,87,332
20190605T21Z,0,167,213
20190605T20Z,0,197,173
20190605T19Z,0,185,166
20190605T18Z,0,191,141
20190605T17Z,0,177,168
20190605T16Z,0,183,149
20190605T15Z,0,125,432
20190605T14Z,0,121,224
20190605T13Z,0,150,224
20190605T12Z,0,111,272
20190605T11Z,0,195,264
20190605T10Z,0,200,316
20190605T09Z,0,181,402
20190605T08Z,0,150,467
20190605T07Z,0,119,557
20190605T06Z,0,145,498
20190605T05Z,0,104,618
20190605T04Z,0,95,596
20190605T03Z,0,183,521
20190605T02Z,0,152,646
20190605T01Z,0,118,687
20190605T00Z,0,132,639
20190604T23Z,0,122,618
20190604T22Z,0,113,581
20190604T21Z,0,147,485
20190604T20Z,0,134,407
20190604T19Z,0,167,357
20190604T18Z,0,124,323
20190604T17Z,0,109,319
20190604T16Z,0,95,250
20190604T15Z,0,140,187
20190604T14Z,0,185,220
20190604T13Z,0,192,259
20190604T12Z,0,190,304
20190604T11Z,0,193,304
20190604T10Z,0,205,276
20190604T09Z,0,180,370
20190604T08Z,0,197,461
20190604T07Z,0,190,550
20190604T06Z,0,184,611
20190604T05Z,0,101,713
20190604T04Z,0,98,716
20190604T03Z,0,143,669
20190604T02Z,0,117,713
20190604T01Z,0,131,702
20190604T00Z,0,106,676
20190603T23Z,0,139,576
20190603T22Z,0,194,557
20190603T21Z,0,179,616
20190603T20Z,0,153,653
20190603T19Z,0,118,631
20190603T18Z,0,171,590
20190603T17Z,0,151,608
20190603T16Z,0,97,624
20190603T15Z,0,95,616
20190603T14Z,0,126,592
20190603T13Z,0,148,571
20190603T12Z,0,99,605
20190603T11Z,0,116,648
20190603T10Z,0,178,629
20190603T09Z,0,203,615
20190603T08Z,0,134,727
20190603T07Z,0,142,789
20190603T06Z,0,141,798
20190603T05Z,0,105,898
20190603T04Z,0,132,771
20190603T03Z,0,112,745
20190603T02Z,0,200,668
20190603T01Z,0,199,707
20190603T00Z,0,112,738
20190602T23Z,0,198,599
20190602T22Z,0,107,529
20190602T21Z,0,190,317
20190602T20Z,0,188,238
20190602T19Z,0,139,202
20190602T18Z,0,171,113
20190602T17Z,0,209,72
20190602T16Z,0,142,108
20190602T15Z,0,134,109
20190602T14Z,0,204,110
20190602T13Z,0,100,179
20190602T12Z,0,147,168
20190602T11Z,0,209,149
20190602T10Z,0,207,197
20190602T09Z,0,165,293
20190602T08Z,0,152,303
20190602T07Z,0,192,331
20190602T06Z,0,194,373
20190602T05Z,0,133,464
20190602T04Z,0,119,521
20190602T03Z,0,129,463
20190602T02Z,0,134,391
20190602T01Z,0,132,298
20190602T00Z,0,162,148
20190601T23Z,0,195,93
20190601T22Z,0,178,58
20190601T21Z,0,185,53
20190601T20Z,0,156,69
20190601T19Z,0,161,57
20190601T18Z,0,179,49
20190601T17Z,0,150,74
20190601T16Z,0,154,80
20190601T15Z,0,181,74
20190601T14Z,0,131,156
20190601T13Z,0,130,160
20190601T12Z,0,113,167
20190601T11Z,0,135,168
20190601T10Z,0,171,142
20190601T09Z,0,206,133
20190601T08Z,0,204,171
20190601T07Z,0,171,185
20190601T06Z,0,129,164
20190601T05Z,0,165,77
20190601T04Z,0,197,30
20190601T03Z,0,196,24
20190601T02Z,0,151,50
20190601T01Z,0,191,-2
20190601T00Z,0,175,13
20190531T23Z,0,174,10
20190531T22Z,0,186,-4
20190531T21Z,0,186,-4
20190531T20Z,0,186,-5
20190531T19Z,0,179,-2
20190531T18Z,0,180,-6
20190531T17Z,0,172,-4
20190531T16Z,0,184,-1
20190531T15Z,0,162,7
20190531T14Z,0,183,26
20190531T13Z,0,166,65
20190531T12Z,0,124,56
20190531T11Z,0,196,29
20190531T10Z,0,192,51
20190531T09Z,0,189,70
20190531T08Z,0,170,79
20190531T07Z,0,204,62
20190531T06Z,0,195,70
20190531T05Z,0,138,67
20190531T04Z,0,117,32
20190531T03Z,0,176,-1
20190531T02Z,0,197,-3
20190531T01Z,0,196,-5
20190531T00Z,0,182,12
20190530T23Z,0,139,57
20190530T22Z,0,140,33
20190530T21Z,0,173,4
20190530T20Z,0,166,3
20190530T19Z,0,142,24
20190530T18Z,0,121,54
20190530T17Z,0,190,44
20190530T16Z,0,193,41
20190530T15Z,0,193,41
20190530T14Z,0,154,115
20190530T13Z,0,188,137
20190530T12Z,0,204,141
20190530T11Z,0,190,167
20190530T10Z,0,203,178
20190530T09Z,0,184,208
20190530T08Z,0,156,267
20190530T07Z,0,174,222
20190530T06Z,0,189,274
20190530T05Z,0,190,217
20190530T04Z,0,191,178
20190530T03Z,0,183,159
20190530T02Z,0,181,112
20190530T01Z,0,166,65
20190530T00Z,0,197,4
20190529T23Z,0,197,-1
20190529T22Z,0,157,-2
20190529T21Z,0,189,-1
20190529T20Z,0,186,8
20190529T19Z,0,198,34
20190529T18Z,0,131,96
20190529T17Z,0,190,146
20190529T16Z,0,109,246
20190529T15Z,0,137,321
20190529T14Z,0,184,350
20190529T13Z,0,163,470
20190529T12Z,0,130,493
20190529T11Z,0,108,481
20190529T10Z,0,109,456
20190529T09Z,0,118,444
20190529T08Z,0,200,400
20190529T07Z,0,205,450
20190529T06Z,0,200,467
20190529T05Z,0,124,478
20190529T04Z,0,113,513
20190529T03Z,0,156,396
20190529T02Z,0,181,460
20190529T01Z,0,160,476
20190529T00Z,0,194,406
20190528T23Z,0,161,382
20190528T22Z,0,96,300
20190528T21Z,0,115,203
20190528T20Z,0,196,158
20190528T19Z,0,180,207
20190528T18Z,0,151,315
20190528T17Z,0,153,322
20190528T16Z,0,124,428
20190528T15Z,0,117,481
20190528T14Z,0,127,483
20190528T13Z,0,151,507
20190528T12Z,0,202,510
20190528T11Z,0,185,562
20190528T10Z,0,146,599
20190528T09Z,0,137,587
20190528T08Z,0,143,573
20190528T07Z,0,185,552
20190528T06Z,0,176,556
20190528T05Z,0,140,558
20190528T04Z,0,166,511
20190528T03Z,0,111,526
20190528T02Z,0,115,501
20190528T01Z,0,123,409
20190528T00Z,0,106,277
20190527T23Z,0,121,126
20190527T22Z,0,180,60
20190527T21Z,0,186,46
20190527T20Z,0,181,46
20190527T19Z,0,190,59
20190527T18Z,0,147,90
20190527T17Z,0,134,98
20190527T16Z,0,170,97
20190527T15Z,0,186,114
20190527T14Z,0,186,153
20190527T13Z,0,181,188
20190527T12Z,0,139,224
20190527T11Z,0,186,211
20190527T10Z,0,186,206
20190527T09Z,0,186,222
20190527T08Z,0,193,205
20190527T07Z,0,191,263
20190527T06Z,0,201,236
20190527T05Z,0,172,354
20190527T04Z,0,184,361
20190527T03Z,0,150,371
20190527T02Z,0,107,405
20190527T01Z,0,106,309
20190527T00Z,0,126,230
20190526T23Z,0,169,181
20190526T22Z,0,175,158
20190526T21Z,0,184,168
20190526T20Z,0,194,137
20190526T19Z,0,185,138
20190526T18Z,0,196,109
20190526T17Z,0,154,205
20190526T16Z,0,147,161
20190526T15Z,0,153,144
20190526T14Z,0,182,171
20190526T13Z,0,136,230
20190526T12Z,0,186,244
20190526T11Z,0,177,278
20190526T10Z,0,188,284
20190526T09Z,0,187,288
20190526T08Z,0,155,265
20190526T07Z,0,147,186
20190526T06Z,0,185,103
20190526T05Z,0,179,91
20190526T04Z,0,168,215
20190526T03Z,0,157,252
20190526T02Z,0,177,244
20190526T01Z,0,183,362
20190526T00Z,0,101,485
20190525T23Z,0,159,416
20190525T22Z,0,142,458
20190525T21Z,0,124,423
20190525T20Z,0,113,351
20190525T19Z,0,140,304
20190525T18Z,0,178,280
20190525T17Z,0,171,352
20190525T16Z,0,88,384
20190525T15Z,0,155,322
20190525T14Z,0,140,465
20190525T13Z,0,202,485
20190525T12Z,0,203,516
20190525T11Z,0,186,649
20190525T10Z,0,174,651
20190525T09Z,0,147,687
20190525T08Z,0,175,687
20190525T07Z,0,193,734
20190525T06Z,0,199,759
20190525T05Z,0,108,872
20190525T04Z,0,163,873
20190525T03Z,0,97,896
20190525T02Z,0,133,912
20190525T01Z,0,170,903
20190525T00Z,0,182,931
20190524T23Z,0,159,931
20190524T22Z,0,115,938
20190524T21Z,0,98,931
20190524T20Z,0,96,925
20190524T19Z,0,91,888
20190524T18Z,0,141,845
20190524T17Z,0,190,811
20190524T16Z,0,179,824
