,coal,natural gas,solar,wind
20190331T10-07,240,219.0,180.0,38.0
20190331T09-07,240,246.0,160.0,29.0
20190331T08-07,250,261.0,147.0,32.0
20190331T07-07,304,328.0,40.0,42.0
20190331T06-07,347,340.0,0.0,30.0
20190331T05-07,322,339.0,0.0,27.0
20190331T04-07,297,352.0,0.0,28.0
20190331T03-07,298,343.0,0.0,26.0
20190331T02-07,357,300.0,0.0,26.0
20190331T01-07,357,337.0,0.0,14.0
20190331T00-07,367,377.0,0.0,3.0
20190330T23-07,357,415.0,0.0,25.0
20190330T22-07,357,454.0,0.0,49.0
20190330T21-07,357,506.0,0.0,50.0
20190330T20-07,357,544.0,0.0,51.0
20190330T19-07,357,566.0,0.0,52.0
20190330T18-07,343,517.0,35.0,49.0
20190330T17-07,272,448.0,143.0,25.0
20190330T16-07,272,356.0,182.0,16.0
20190330T15-07,273,307.0,190.0,6.0
20190330T14-07,273,262.0,189.0,6.0
20190330T13-07,272,235.0,185.0,13.0
20190330T12-07,273,208.0,191.0,29.0
20190330T11-07,272,227.0,178.0,40.0
20190330T10-07,272,206.0,174.0,55.0
20190330T09-07,272,228.0,158.0,49.0
20190330T08-07,272,309.0,102.0,49.0
20190330T07-07,357,314.0,17.0,46.0
20190330T06-07,357,320.0,0.0,45.0
20190330T05-07,327,303.0,0.0,50.0
20190330T04-07,357,269.0,0.0,45.0
20190330T03-07,356,302.0,0.0,12.0
20190330T02-07,357,322.0,0.0,2.0
20190330T01-07,357,353.0,0.0,1.0
20190330T00-07,357,351.0,0.0,39.0
20190329T23-07,357,417.0,0.0,26.0
20190329T22-07,357,511.0,0.0,6.0
20190329T21-07,357,510.0,0.0,64.0
20190329T20-07,357,560.0,0.0,59.0
20190329T19-07,376,549.0,0.0,73.0
20190329T18-07,323,564.0,35.0,49.0
20190329T17-07,297,455.0,146.0,35.0
20190329T16-07,246,438.0,171.0,25.0
20190329T15-07,246,391.0,173.0,25.0
20190329T14-07,246,301.0,180.0,72.0
20190329T13-07,246,271.0,194.0,57.0
20190329T12-07,246,256.0,195.0,57.0
20190329T11-07,246,257.0,196.0,46.0
20190329T10-07,246,250.0,195.0,52.0
20190329T09-07,246,287.0,188.0,27.0
20190329T08-07,277,321.0,158.0,18.0
20190329T07-07,357,428.0,39.0,4.0
20190329T06-07,357,421.0,0.0,18.0
20190329T05-07,357,340.0,0.0,27.0
20190329T04-07,356,287.0,0.0,49.0
20190329T03-07,357,290.0,0.0,38.0
20190329T02-07,357,282.0,0.0,57.0
20190329T01-07,356,306.0,0.0,53.0
20190329T00-07,357,347.0,0.0,54.0
20190328T23-07,357,418.0,0.0,47.0
20190328T22-07,357,501.0,0.0,59.0
20190328T21-07,357,605.0,0.0,30.0
20190328T20-07,357,674.0,0.0,10.0
20190328T19-07,357,641.0,0.0,73.0
20190328T18-07,357,589.0,35.0,74.0
20190328T17-07,356,444.0,144.0,72.0
20190328T16-07,270,494.0,140.0,59.0
20190328T15-07,248,436.0,188.0,59.0
20190328T14-07,248,365.0,193.0,57.0
20190328T13-07,248,347.0,195.0,24.0
20190328T12-07,248,317.0,196.0,27.0
20190328T11-07,248,323.0,196.0,14.0
20190328T10-07,253,291.0,195.0,15.0
20190328T09-07,277,278.0,188.0,21.0
20190328T08-07,344,276.0,154.0,7.0
20190328T07-07,357,423.0,36.0,9.0
20190328T06-07,357,429.0,0.0,2.0
20190328T05-07,357,367.0,0.0,0.0
20190328T04-07,357,325.0,0.0,3.0
20190328T03-07,357,324.0,0.0,4.0
20190328T02-07,357,338.0,0.0,2.0
20190328T01-07,357,327.0,0.0,26.0
20190328T00-07,358,361.0,0.0,31.0
20190327T23-07,357,407.0,0.0,43.0
20190327T22-07,357,500.0,0.0,32.0
20190327T21-07,357,556.0,0.0,48.0
20190327T20-07,357,609.0,0.0,49.0
20190327T19-07,357,649.0,0.0,32.0
20190327T18-07,357,607.0,13.0,16.0
20190327T17-07,357,540.0,55.0,22.0
20190327T16-07,357,453.0,110.0,35.0
20190327T15-07,357,485.0,106.0,19.0
20190327T14-07,272,506.0,131.0,16.0
20190327T13-07,272,350.0,175.0,16.0
20190327T12-07,298,352.0,151.0,17.0
20190327T11-07,300,340.0,136.0,21.0
20190327T10-07,298,367.0,120.0,12.0
20190327T09-07,297,411.0,106.0,0.0
20190327T08-07,298,432.0,74.0,-1.0
20190327T07-07,305,491.0,24.0,-1.0
20190327T06-07,357,434.0,0.0,-1.0
20190327T05-07,297,426.0,0.0,-1.0
20190327T04-07,297,390.0,0.0,-1.0
20190327T03-07,297,385.0,0.0,-1.0
20190327T02-07,298,392.0,0.0,0.0
20190327T01-07,347,367.0,0.0,2.0
20190327T00-07,347,401.0,0.0,8.0
20190326T23-07,347,454.0,0.0,19.0
20190326T22-07,347,561.0,0.0,-1.0
20190326T21-07,348,642.0,0.0,-1.0
20190326T20-07,347,695.0,0.0,0.0
20190326T19-07,347,719.0,0.0,3.0
20190326T18-07,347,667.0,6.0,18.0
20190326T17-07,347,609.0,44.0,17.0
20190326T16-07,347,539.0,99.0,9.0
20190326T15-07,347,416.0,152.0,13.0
20190326T14-07,303,411.0,151.0,14.0
20190326T13-07,297,354.0,166.0,6.0
20190326T12-07,297,293.0,183.0,13.0
20190326T11-07,297,267.0,187.0,20.0
20190326T10-07,302,274.0,181.0,13.0
20190326T09-07,361,232.0,151.0,15.0
20190326T08-07,361,255.0,147.0,22.0
20190326T07-07,362,438.0,20.0,19.0
20190326T06-07,362,418.0,0.0,12.0
20190326T05-07,362,339.0,0.0,14.0
20190326T04-07,362,304.0,0.0,6.0
20190326T03-07,362,303.0,0.0,5.0
20190326T02-07,362,311.0,0.0,8.0
20190326T01-07,362,336.0,0.0,9.0
20190326T00-07,362,359.0,0.0,23.0
20190325T23-07,362,430.0,0.0,16.0
20190325T22-07,362,515.0,0.0,15.0
20190325T21-07,362,593.0,0.0,14.0
20190325T20-07,362,649.0,0.0,13.0
20190325T19-07,362,679.0,0.0,11.0
20190325T18-07,362,640.0,19.0,3.0
20190325T17-07,362,488.0,127.0,3.0
20190325T16-07,362,362.0,180.0,3.0
20190325T15-07,361,297.0,189.0,3.0
20190325T14-07,361,240.0,194.0,6.0
20190325T13-07,362,210.0,194.0,6.0
20190325T12-07,362,184.0,195.0,11.0
20190325T11-07,362,163.0,197.0,23.0
20190325T10-07,362,155.0,195.0,40.0
20190325T09-07,361,159.0,184.0,66.0
20190325T08-07,362,250.0,141.0,66.0
20190325T07-07,362,416.0,30.0,64.0
20190325T06-07,361,420.0,0.0,45.0
20190325T05-07,362,357.0,0.0,32.0
20190325T04-07,347,346.0,0.0,12.0
20190325T03-07,347,332.0,0.0,9.0
20190325T02-07,347,334.0,0.0,1.0
20190325T01-07,347,354.0,0.0,-1.0
20190325T00-07,347,380.0,0.0,3.0
20190324T23-07,348,396.0,0.0,36.0
20190324T22-07,347,465.0,0.0,49.0
20190324T21-07,346,537.0,0.0,46.0
20190324T20-07,346,570.0,0.0,44.0
20190324T19-07,347,580.0,0.0,50.0
20190324T18-07,287,547.0,30.0,53.0
20190324T17-07,287,379.0,130.0,48.0
20190324T16-07,262,290.0,184.0,46.0
20190324T15-07,262,235.0,194.0,37.0
20190324T14-07,262,205.0,198.0,26.0
20190324T13-07,287,162.0,198.0,31.0
20190324T12-07,287,167.0,198.0,22.0
20190324T11-07,287,162.0,198.0,25.0
20190324T10-07,287,174.0,198.0,18.0
20190324T09-07,288,207.0,190.0,17.0
20190324T08-07,298,288.0,145.0,-1.0
20190324T07-07,337,390.0,29.0,-1.0
20190324T06-07,297,454.0,0.0,-1.0
20190324T05-07,297,409.0,0.0,0.0
20190324T04-07,297,397.0,0.0,0.0
20190324T03-07,362,334.0,0.0,-1.0
20190324T02-07,362,332.0,0.0,-1.0
20190324T01-07,362,351.0,0.0,0.0
20190324T00-07,362,374.0,0.0,4.0
20190323T23-07,307,472.0,0.0,6.0
20190323T22-07,307,532.0,0.0,4.0
20190323T21-07,307,578.0,0.0,2.0
20190323T20-07,307,596.0,0.0,17.0
20190323T19-07,303,576.0,0.0,50.0
20190323T18-07,278,520.0,17.0,70.0
20190323T17-07,278,330.0,140.0,59.0
20190323T16-07,278,245.0,187.0,37.0
20190323T15-07,278,175.0,194.0,50.0
20190323T14-07,278,152.0,198.0,32.0
20190323T13-07,278,151.0,198.0,22.0
20190323T12-07,277,155.0,198.0,22.0
20190323T11-07,277,194.0,180.0,10.0
20190323T10-07,277,316.0,141.0,5.0
20190323T09-07,332,237.0,177.0,1.0
20190323T08-07,355,349.0,98.0,-1.0
20190323T07-07,358,421.0,28.0,-1.0
20190323T06-07,358,437.0,0.0,-1.0
20190323T05-07,357,385.0,0.0,-1.0
20190323T04-07,357,365.0,0.0,-1.0
20190323T03-07,358,357.0,0.0,0.0
20190323T02-07,358,353.0,0.0,0.0
20190323T01-07,359,367.0,0.0,1.0
20190323T00-07,357,386.0,0.0,9.0
20190322T23-07,357,391.0,0.0,50.0
20190322T22-07,358,461.0,0.0,44.0
20190322T21-07,358,489.0,0.0,56.0
20190322T20-07,358,524.0,0.0,51.0
20190322T19-07,357,532.0,0.0,54.0
20190322T18-07,356,448.0,27.0,59.0
20190322T17-07,357,282.0,138.0,48.0
20190322T16-07,357,185.0,185.0,46.0
20190322T15-07,357,120.0,196.0,62.0
20190322T14-07,357,115.0,184.0,52.0
20190322T13-07,356,105.0,184.0,54.0
20190322T12-07,357,109.0,185.0,56.0
20190322T11-07,358,141.0,184.0,33.0
20190322T10-07,357,170.0,182.0,18.0
20190322T09-07,357,217.0,173.0,24.0
20190322T08-07,357,344.0,135.0,1.0
20190322T07-07,357,498.0,28.0,1.0
20190322T06-07,357,481.0,0.0,4.0
20190322T05-07,357,411.0,0.0,2.0
20190322T04-07,357,358.0,0.0,4.0
20190322T03-07,357,346.0,0.0,7.0
20190322T02-07,357,350.0,0.0,2.0
20190322T01-07,357,360.0,0.0,5.0
20190322T00-07,342,409.0,0.0,0.0
20190321T23-07,563,234.0,0.0,0.0
20190321T22-07,656,184.0,0.0,19.0
20190321T21-07,657,235.0,0.0,17.0
20190321T20-07,657,266.0,0.0,19.0
20190321T19-07,595,345.0,0.0,13.0
20190321T18-07,563,307.0,4.0,31.0
20190321T17-07,615,178.0,21.0,53.0
20190321T16-07,496,228.0,43.0,61.0
20190321T15-07,378,308.0,83.0,47.0
20190321T14-07,324,296.0,118.0,44.0
20190321T13-07,313,247.0,154.0,39.0
20190321T12-07,330,196.0,170.0,34.0
20190321T11-07,339,250.0,147.0,24.0
20190321T10-07,360,175.0,182.0,17.0
20190321T09-07,363,204.0,165.0,16.0
20190321T08-07,362,274.0,139.0,2.0
20190321T07-07,363,430.0,22.0,-1.0
20190321T06-07,363,419.0,0.0,0.0
20190321T05-07,363,357.0,0.0,3.0
20190321T04-07,363,302.0,0.0,12.0
20190321T03-07,363,309.0,0.0,4.0
20190321T02-07,363,315.0,0.0,4.0
20190321T01-07,363,335.0,0.0,5.0
20190321T00-07,362,368.0,0.0,10.0
20190320T23-07,363,423.0,0.0,5.0
20190320T22-07,363,487.0,0.0,17.0
20190320T21-07,362,528.0,0.0,38.0
20190320T20-07,363,578.0,0.0,34.0
20190320T19-07,362,610.0,0.0,19.0
20190320T18-07,362,553.0,8.0,27.0
20190320T17-07,363,469.0,71.0,12.0
20190320T16-07,363,417.0,99.0,10.0
20190320T15-07,363,300.0,169.0,11.0
20190320T14-07,363,293.0,144.0,7.0
20190320T13-07,362,248.0,164.0,3.0
20190320T12-07,361,233.0,137.0,12.0
20190320T11-07,351,195.0,174.0,11.0
20190320T10-07,357,200.0,175.0,12.0
20190320T09-07,328,212.0,181.0,24.0
20190320T08-07,328,270.0,133.0,46.0
20190320T07-07,342,398.0,17.0,51.0
20190320T06-07,343,380.0,0.0,51.0
20190320T05-07,358,303.0,0.0,46.0
20190320T04-07,358,261.0,0.0,48.0
20190320T03-07,358,305.0,0.0,0.0
20190320T02-07,368,303.0,0.0,-1.0
20190320T01-07,378,318.0,0.0,-1.0
20190320T00-07,363,368.0,0.0,-1.0
20190319T23-07,363,417.0,0.0,4.0
20190319T22-07,362,504.0,0.0,5.0
20190319T21-07,363,571.0,0.0,2.0
20190319T20-07,363,607.0,0.0,5.0
20190319T19-07,363,626.0,0.0,10.0
20190319T18-07,362,576.0,15.0,7.0
20190319T17-07,362,537.0,37.0,5.0
20190319T16-07,362,472.0,67.0,7.0
20190319T15-07,362,396.0,87.0,3.0
20190319T14-07,327,311.0,168.0,2.0
20190319T13-07,287,318.0,176.0,5.0
20190319T12-07,288,264.0,195.0,6.0
20190319T11-07,288,245.0,194.0,11.0
20190319T10-07,328,202.0,195.0,10.0
20190319T09-07,328,262.0,154.0,7.0
20190319T08-07,326,331.0,115.0,10.0
20190319T07-07,361,423.0,15.0,21.0
20190319T06-07,358,399.0,0.0,17.0
20190319T05-07,357,344.0,0.0,7.0
20190319T04-07,357,307.0,0.0,13.0
20190319T03-07,358,291.0,0.0,16.0
20190319T02-07,358,304.0,0.0,13.0
20190319T01-07,358,330.0,0.0,7.0
20190319T00-07,357,362.0,0.0,7.0
20190318T23-07,358,413.0,0.0,9.0
20190318T22-07,357,492.0,0.0,13.0
20190318T21-07,358,550.0,0.0,18.0
20190318T20-07,358,587.0,0.0,28.0
20190318T19-07,358,619.0,0.0,18.0
20190318T18-07,358,550.0,22.0,13.0
20190318T17-07,356,441.0,93.0,6.0
20190318T16-07,347,355.0,134.0,6.0
20190318T15-07,348,285.0,167.0,6.0
20190318T14-07,348,253.0,143.0,12.0
20190318T13-07,298,242.0,182.0,15.0
20190318T12-07,294,225.0,197.0,24.0
20190318T11-07,307,189.0,191.0,32.0
20190318T10-07,363,157.0,183.0,31.0
20190318T09-07,361,203.0,168.0,27.0
20190318T08-07,362,288.0,133.0,23.0
20190318T07-07,372,437.0,15.0,25.0
20190318T06-07,372,407.0,0.0,25.0
20190318T05-07,363,344.0,0.0,17.0
20190318T04-07,362,311.0,0.0,10.0
20190318T03-07,363,302.0,0.0,7.0
20190318T02-07,363,291.0,0.0,14.0
20190318T01-07,362,314.0,0.0,8.0
20190318T00-07,363,337.0,0.0,12.0
20190317T23-07,362,384.0,0.0,13.0
20190317T22-07,363,438.0,0.0,24.0
20190317T21-07,363,484.0,0.0,23.0
20190317T20-07,363,517.0,0.0,25.0
20190317T19-07,363,532.0,0.0,26.0
20190317T18-07,362,478.0,8.0,23.0
20190317T17-07,363,347.0,91.0,20.0
20190317T16-07,362,248.0,124.0,21.0
20190317T15-07,363,136.0,173.0,22.0
20190317T14-07,363,109.0,170.0,24.0
20190317T13-07,363,79.0,183.0,24.0
20190317T12-07,362,86.0,179.0,25.0
20190317T11-07,362,87.0,189.0,25.0
20190317T10-07,362,108.0,190.0,24.0
20190317T09-07,363,144.0,177.0,25.0
20190317T08-07,363,224.0,130.0,33.0
20190317T07-07,372,348.0,14.0,44.0
20190317T06-07,372,341.0,0.0,37.0
20190317T05-07,362,322.0,0.0,31.0
20190317T04-07,362,304.0,0.0,28.0
20190317T03-07,363,292.0,0.0,35.0
20190317T02-07,363,301.0,0.0,30.0
20190317T01-07,363,321.0,0.0,27.0
20190317T00-07,363,354.0,0.0,25.0
20190316T23-07,358,400.0,0.0,24.0
20190316T22-07,358,458.0,0.0,22.0
20190316T21-07,358,504.0,0.0,23.0
20190316T20-07,358,534.0,0.0,22.0
20190316T19-07,357,543.0,0.0,23.0
20190316T18-07,357,484.0,9.0,22.0
20190316T17-07,284,404.0,98.0,22.0
20190316T16-07,283,285.0,149.0,22.0
20190316T15-07,250,242.0,175.0,22.0
20190316T14-07,250,216.0,177.0,25.0
20190316T13-07,250,195.0,184.0,32.0
20190316T12-07,278,172.0,187.0,30.0
20190316T11-07,278,195.0,189.0,22.0
20190316T10-07,278,224.0,183.0,28.0
20190316T09-07,298,256.0,154.0,29.0
20190316T08-07,358,369.0,64.0,16.0
20190316T07-07,358,435.0,3.0,20.0
20190316T06-07,358,409.0,0.0,17.0
20190316T05-07,358,355.0,0.0,23.0
20190316T04-07,358,336.0,0.0,25.0
20190316T03-07,357,330.0,0.0,24.0
20190316T02-07,357,332.0,0.0,26.0
20190316T01-07,358,358.0,0.0,24.0
20190316T00-07,357,388.0,0.0,25.0
20190315T23-07,358,435.0,0.0,26.0
20190315T22-07,357,471.0,0.0,47.0
20190315T21-07,358,515.0,0.0,49.0
20190315T20-07,357,546.0,0.0,46.0
20190315T19-07,358,541.0,0.0,61.0
20190315T18-07,358,447.0,11.0,67.0
20190315T17-07,325,392.0,58.0,51.0
20190315T16-07,298,414.0,59.0,55.0
20190315T15-07,298,358.0,99.0,40.0
20190315T14-07,298,355.0,105.0,44.0
20190315T13-07,298,339.0,122.0,43.0
20190315T12-07,277,311.0,147.0,33.0
20190315T11-07,306,299.0,184.0,35.0
20190315T10-07,318,313.0,157.0,45.0
20190315T09-07,358,316.0,160.0,53.0
20190315T08-07,358,431.0,134.0,59.0
20190315T07-07,358,640.0,10.0,72.0
20190315T06-07,358,588.0,0.0,72.0
20190315T05-07,357,498.0,0.0,62.0
20190315T04-07,358,439.0,0.0,62.0
20190315T03-07,358,394.0,0.0,73.0
20190315T02-07,368,375.0,0.0,78.0
20190315T01-07,446,302.0,0.0,77.0
20190315T00-07,613,160.0,0.0,73.0
20190314T23-07,678,138.0,0.0,68.0
20190314T22-07,680,244.0,0.0,28.0
20190314T21-07,680,302.0,0.0,14.0
20190314T20-07,680,336.0,0.0,4.0
20190314T19-07,679,331.0,0.0,2.0
20190314T18-07,680,215.0,23.0,1.0
20190314T17-07,680,10.0,135.0,1.0
20190314T16-07,665,-96.0,182.0,4.0
20190314T15-07,635,-106.0,189.0,2.0
20190314T14-07,587,-77.0,192.0,2.0
20190314T13-07,587,-64.0,192.0,1.0
20190314T12-07,587,-46.0,191.0,0.0
20190314T11-07,587,-16.0,201.0,0.0
20190314T10-07,514,105.0,200.0,-1.0
20190314T09-07,518,190.0,189.0,0.0
20190314T08-07,639,222.0,127.0,5.0
20190314T07-07,680,399.0,13.0,8.0
20190314T06-07,681,328.0,0.0,3.0
20190314T05-07,680,207.0,0.0,21.0
20190314T04-07,679,118.0,0.0,36.0
20190314T03-07,679,78.0,0.0,50.0
20190314T02-07,679,63.0,0.0,63.0
20190314T01-07,679,57.0,0.0,70.0
20190314T00-07,680,76.0,0.0,75.0
20190313T23-07,680,111.0,0.0,71.0
20190313T22-07,680,184.0,0.0,74.0
20190313T21-07,680,235.0,0.0,75.0
20190313T20-07,680,267.0,0.0,75.0
20190313T19-07,679,276.0,0.0,69.0
20190313T18-07,679,181.0,19.0,69.0
20190313T17-07,619,98.0,81.0,71.0
20190313T16-07,620,46.0,88.0,73.0
20190313T15-07,621,36.0,116.0,60.0
20190313T14-07,621,125.0,82.0,28.0
20190313T13-07,655,122.0,68.0,28.0
20190313T12-07,690,34.0,73.0,71.0
20190313T11-07,695,1.0,81.0,77.0
20190313T10-07,695,25.0,90.0,48.0
20190313T09-07,694,111.0,94.0,66.0
20190313T08-07,694,206.0,14.0,77.0
20190313T07-07,694,219.0,1.0,77.0
20190313T06-07,694,141.0,0.0,77.0
20190313T05-07,695,78.0,0.0,52.0
20190313T04-07,695,53.0,0.0,36.0
20190313T03-07,695,-1.0,0.0,77.0
20190313T02-07,696,7.0,0.0,68.0
20190313T01-07,695,-2.0,0.0,76.0
20190313T00-07,696,26.0,0.0,77.0
20190312T23-07,686,82.0,0.0,77.0
20190312T22-07,693,171.0,0.0,59.0
20190312T21-07,694,214.0,0.0,68.0
20190312T20-07,695,258.0,0.0,60.0
20190312T19-07,670,294.0,0.0,59.0
20190312T18-07,670,279.0,3.0,63.0
20190312T17-07,670,221.0,19.0,11.0
20190312T16-07,670,122.0,32.0,68.0
20190312T15-07,672,91.0,62.0,63.0
20190312T14-07,629,105.0,69.0,35.0
20190312T13-07,640,90.0,92.0,55.0
20190312T12-07,607,165.0,68.0,51.0
20190312T11-07,526,270.0,31.0,50.0
20190312T10-07,661,200.0,24.0,76.0
20190312T09-07,696,174.0,8.0,76.0
20190312T08-07,695,206.0,4.0,30.0
20190312T07-07,696,212.0,0.0,2.0
20190312T06-07,696,119.0,0.0,2.0
20190312T05-07,694,37.0,0.0,-1.0
20190312T04-07,694,-32.0,0.0,25.0
20190312T03-07,694,-44.0,0.0,26.0
20190312T02-07,695,-45.0,0.0,26.0
20190312T01-07,694,-19.0,0.0,14.0
20190312T00-07,694,6.0,0.0,17.0
20190311T23-07,695,69.0,0.0,0.0
20190311T22-07,696,140.0,0.0,-1.0
20190311T21-07,695,211.0,0.0,1.0
20190311T20-07,695,239.0,0.0,21.0
20190311T19-07,696,246.0,0.0,39.0
20190311T18-07,695,194.0,1.0,42.0
20190311T17-07,687,131.0,28.0,38.0
20190311T16-07,628,63.0,91.0,38.0
20190311T15-07,628,-15.0,150.0,60.0
20190311T14-07,629,-24.0,129.0,55.0
20190311T13-07,613,-36.0,137.0,39.0
20190311T12-07,597,-68.0,165.0,35.0
20190311T11-07,660,-126.0,167.0,31.0
20190311T10-07,660,-93.0,156.0,27.0
20190311T09-07,660,30.0,101.0,28.0
20190311T08-07,661,134.0,52.0,28.0
20190311T07-07,691,204.0,1.0,4.0
20190311T06-07,692,140.0,0.0,1.0
20190311T05-07,690,60.0,0.0,-1.0
20190311T04-07,691,15.0,0.0,2.0
20190311T03-07,690,-27.0,0.0,25.0
20190311T02-07,691,-14.0,0.0,10.0
20190311T01-07,670,29.0,0.0,3.0
20190311T00-07,670,55.0,0.0,7.0
20190310T23-07,690,70.0,0.0,20.0
20190310T22-07,690,135.0,0.0,21.0
20190310T21-07,702,177.0,0.0,24.0
20190310T20-07,700,198.0,0.0,42.0
20190310T19-07,699,205.0,0.0,37.0
20190310T18-07,689,126.0,11.0,53.0
20190310T17-07,690,-29.0,80.0,65.0
20190310T16-07,690,-79.0,85.0,62.0
20190310T15-07,690,-152.0,127.0,55.0
20190310T14-07,581,-84.0,165.0,52.0
20190310T13-07,581,-70.0,146.0,57.0
20190310T12-07,587,-99.0,153.0,59.0
20190310T11-07,690,-133.0,137.0,21.0
20190310T10-07,691,-46.0,133.0,12.0
20190310T09-07,691,67.0,72.0,8.0
20190310T08-07,691,150.0,37.0,5.0
20190310T07-07,691,167.0,2.0,3.0
20190310T06-07,690,136.0,0.0,3.0
20190310T05-07,690,96.0,0.0,2.0
20190310T04-07,690,65.0,0.0,1.0
20190310T03-07,690,62.0,0.0,0.0
20190310T02-07,691,61.0,0.0,3.0
20190310T01-07,691,67.0,0.0,8.0
20190310T00-07,690,89.0,0.0,9.0
20190309T23-07,690,132.0,0.0,1.0
20190309T22-07,690,170.0,0.0,10.0
20190309T21-07,690,199.0,0.0,20.0
20190309T20-07,689,197.0,0.0,40.0
20190309T19-07,690,231.0,0.0,17.0
20190309T18-07,680,191.0,3.0,21.0
20190309T17-07,679,82.0,27.0,49.0
20190309T16-07,680,22.0,46.0,58.0
20190309T15-07,630,-12.0,85.0,59.0
20190309T14-07,630,4.0,102.0,28.0
20190309T13-07,630,-70.0,156.0,13.0
20190309T12-07,630,-60.0,148.0,1.0
20190309T11-07,655,-102.0,160.0,4.0
20190309T10-07,673,-79.0,166.0,4.0
20190309T09-07,692,-5.0,153.0,6.0
20190309T08-07,690,92.0,107.0,1.0
20190309T07-07,690,207.0,6.0,27.0
20190309T06-07,690,151.0,0.0,41.0
20190309T05-07,691,83.0,0.0,48.0
20190309T04-07,689,51.0,0.0,36.0
20190309T03-07,690,67.0,0.0,1.0
20190309T02-07,691,31.0,0.0,39.0
20190309T01-07,690,52.0,0.0,29.0
20190309T00-07,691,95.0,0.0,7.0
20190308T23-07,689,82.0,0.0,65.0
20190308T22-07,690,136.0,0.0,67.0
20190308T21-07,691,174.0,0.0,60.0
20190308T20-07,662,222.0,0.0,52.0
20190308T19-07,661,231.0,0.0,55.0
20190308T18-07,661,174.0,11.0,33.0
20190308T17-07,661,53.0,78.0,28.0
20190308T16-07,661,22.0,48.0,78.0
20190308T15-07,661,-41.0,104.0,53.0
20190308T14-07,662,1.0,96.0,74.0
20190308T13-07,662,46.0,72.0,78.0
20190308T12-07,571,160.0,59.0,78.0
20190308T11-07,502,244.0,62.0,70.0
20190308T10-07,645,123.0,53.0,58.0
20190308T09-07,661,118.0,37.0,58.0
20190308T08-07,662,156.0,20.0,36.0
20190308T07-07,662,209.0,1.0,10.0
20190308T06-07,673,108.0,0.0,20.0
20190308T05-07,709,16.0,0.0,4.0
20190308T04-07,709,-43.0,0.0,14.0
20190308T03-07,709,-75.0,0.0,44.0
20190308T02-07,709,-81.0,0.0,52.0
20190308T01-07,708,-71.0,0.0,59.0
20190308T00-07,708,-29.0,0.0,52.0
20190307T23-07,710,16.0,0.0,57.0
20190307T22-07,708,93.0,0.0,55.0
20190307T21-07,709,155.0,0.0,59.0
20190307T20-07,709,176.0,0.0,77.0
20190307T19-07,709,193.0,0.0,78.0
20190307T18-07,708,143.0,4.0,78.0
20190307T17-07,708,64.0,33.0,78.0
20190307T16-07,708,17.0,52.0,78.0
20190307T15-07,709,-57.0,87.0,78.0
20190307T14-07,710,-116.0,117.0,78.0
20190307T13-07,709,-102.0,117.0,69.0
20190307T12-07,708,-105.0,105.0,73.0
20190307T11-07,709,-104.0,116.0,74.0
20190307T10-07,708,-57.0,101.0,68.0
20190307T09-07,709,35.0,56.0,48.0
20190307T08-07,710,89.0,18.0,43.0
20190307T07-07,708,141.0,0.0,23.0
20190307T06-07,709,78.0,0.0,11.0
20190307T05-07,715,-1.0,0.0,6.0
20190307T04-07,695,-21.0,0.0,2.0
20190307T03-07,696,-45.0,0.0,20.0
20190307T02-07,694,-38.0,0.0,20.0
20190307T01-07,695,-8.0,0.0,11.0
20190307T00-07,692,-10.0,0.0,34.0
20190306T23-07,695,59.0,0.0,26.0
20190306T22-07,695,139.0,0.0,31.0
20190306T21-07,696,193.0,0.0,46.0
20190306T20-07,699,243.0,0.0,38.0
20190306T19-07,730,232.0,0.0,44.0
20190306T18-07,729,160.0,8.0,66.0
20190306T17-07,727,0.0,99.0,78.0
20190306T16-07,729,-109.0,156.0,78.0
20190306T15-07,703,-121.0,157.0,66.0
20190306T14-07,674,-89.0,155.0,48.0
20190306T13-07,675,-148.0,161.0,67.0
20190306T12-07,675,-130.0,173.0,22.0
20190306T11-07,675,-136.0,181.0,13.0
20190306T10-07,673,-121.0,183.0,4.0
20190306T09-07,715,-105.0,171.0,1.0
20190306T08-07,729,34.0,92.0,0.0
20190306T07-07,730,183.0,3.0,-1.0
20190306T06-07,694,144.0,0.0,-1.0
20190306T05-07,695,58.0,0.0,-1.0
20190306T04-07,694,8.0,0.0,-1.0
20190306T03-07,694,-4.0,0.0,5.0
20190306T02-07,715,-22.0,0.0,0.0
20190306T01-07,714,-10.0,0.0,-1.0
20190306T00-07,724,12.0,0.0,1.0
20190305T23-07,694,100.0,0.0,0.0
20190305T22-07,693,179.0,0.0,1.0
20190305T21-07,694,233.0,0.0,3.0
20190305T20-07,694,276.0,0.0,6.0
20190305T19-07,734,257.0,0.0,12.0
20190305T18-07,714,191.0,13.0,25.0
20190305T17-07,715,71.0,86.0,9.0
20190305T16-07,696,-59.0,172.0,10.0
20190305T15-07,635,-45.0,178.0,5.0
20190305T14-07,635,-71.0,183.0,7.0
20190305T13-07,636,-90.0,181.0,7.0
20190305T12-07,635,-88.0,181.0,6.0
20190305T11-07,636,-93.0,186.0,9.0
20190305T10-07,634,-72.0,188.0,7.0
20190305T09-07,632,-10.0,178.0,11.0
20190305T08-07,707,71.0,103.0,11.0
20190305T07-07,734,226.0,1.0,7.0
20190305T06-07,735,139.0,0.0,3.0
20190305T05-07,734,37.0,0.0,2.0
