,coal,natural gas,solar,wind
20190305T04-07,734,-10.0,0.0,-1.0
20190305T03-07,734,-27.0,0.0,-1.0
20190305T02-07,735,-37.0,0.0,3.0
20190305T01-07,734,-22.0,0.0,1.0
20190305T00-07,734,-48.0,0.0,50.0
20190304T23-07,734,-5.0,0.0,53.0
20190304T22-07,729,102.0,0.0,38.0
20190304T21-07,739,165.0,0.0,24.0
20190304T20-07,740,215.0,0.0,23.0
20190304T19-07,739,220.0,0.0,30.0
20190304T18-07,713,176.0,8.0,29.0
20190304T17-07,714,-20.0,107.0,59.0
20190304T16-07,595,-37.0,182.0,56.0
20190304T15-07,598,-61.0,173.0,54.0
20190304T14-07,595,-96.0,185.0,51.0
20190304T13-07,595,-90.0,191.0,27.0
20190304T12-07,595,-92.0,186.0,32.0
20190304T11-07,595,-42.0,180.0,23.0
20190304T10-07,600,18.0,161.0,6.0
20190304T09-07,715,6.0,107.0,23.0
20190304T08-07,714,82.0,71.0,11.0
20190304T07-07,714,188.0,1.0,35.0
20190304T06-07,714,97.0,0.0,44.0
20190304T05-07,715,32.0,0.0,16.0
20190304T04-07,689,19.0,0.0,7.0
20190304T03-07,679,2.0,0.0,15.0
20190304T02-07,679,-17.0,0.0,32.0
20190304T01-07,714,-48.0,0.0,40.0
20190304T00-07,714,-14.0,0.0,35.0
20190303T23-07,715,40.0,0.0,35.0
20190303T22-07,646,161.0,0.0,53.0
20190303T21-07,610,291.0,0.0,14.0
20190303T20-07,546,359.0,0.0,48.0
20190303T19-07,454,451.0,0.0,62.0
20190303T18-07,372,437.0,13.0,76.0
20190303T17-07,357,344.0,82.0,65.0
20190303T16-07,358,224.0,133.0,73.0
20190303T15-07,357,113.0,182.0,72.0
20190303T14-07,358,97.0,178.0,62.0
20190303T13-07,642,-206.0,185.0,67.0
20190303T12-07,642,-192.0,184.0,59.0
20190303T11-07,641,-184.0,183.0,54.0
20190303T10-07,641,-175.0,193.0,52.0
20190303T09-07,641,-135.0,180.0,49.0
20190303T08-07,642,-8.0,99.0,39.0
20190303T07-07,642,116.0,1.0,26.0
20190303T06-07,642,93.0,0.0,8.0
20190303T05-07,642,16.0,0.0,52.0
20190303T04-07,642,-16.0,0.0,69.0
20190303T03-07,642,-30.0,0.0,73.0
20190303T02-07,613,12.0,0.0,78.0
20190303T01-07,611,30.0,0.0,78.0
20190303T00-07,632,37.0,0.0,77.0
20190302T23-07,612,100.0,0.0,76.0
20190302T22-07,612,156.0,0.0,78.0
20190302T21-07,641,167.0,0.0,78.0
20190302T20-07,642,203.0,0.0,78.0
20190302T19-07,642,220.0,0.0,75.0
20190302T18-07,617,189.0,7.0,75.0
20190302T17-07,617,112.0,32.0,78.0
20190302T16-07,617,19.0,93.0,78.0
20190302T15-07,617,-3.0,96.0,78.0
20190302T14-07,582,1.0,126.0,77.0
20190302T13-07,581,-110.0,153.0,74.0
20190302T12-07,582,-58.0,157.0,54.0
20190302T11-07,581,1.0,125.0,55.0
20190302T10-07,611,-40.0,157.0,17.0
20190302T09-07,613,26.0,150.0,0.0
20190302T08-07,650,107.0,66.0,9.0
20190302T07-07,649,182.0,0.0,12.0
20190302T06-07,649,128.0,0.0,7.0
20190302T05-07,592,127.0,0.0,28.0
20190302T04-07,563,147.0,0.0,4.0
20190302T03-07,545,156.0,0.0,4.0
20190302T02-07,543,164.0,0.0,6.0
20190302T01-07,544,181.0,0.0,4.0
20190302T00-07,526,238.0,0.0,1.0
20190301T23-07,483,321.0,0.0,7.0
20190301T22-07,385,477.0,0.0,13.0
20190301T21-07,369,522.0,0.0,24.0
20190301T20-07,344,556.0,0.0,44.0
20190301T19-07,348,566.0,0.0,52.0
20190301T18-07,353,502.0,9.0,58.0
20190301T17-07,333,392.0,76.0,69.0
20190301T16-07,328,284.0,132.0,63.0
20190301T15-07,328,297.0,126.0,56.0
20190301T14-07,347,198.0,161.0,47.0
20190301T13-07,318,221.0,169.0,45.0
20190301T12-07,318,213.0,179.0,20.0
20190301T11-07,318,239.0,188.0,1.0
20190301T10-07,318,274.0,187.0,4.0
20190301T09-07,363,291.0,167.0,8.0
20190301T08-07,363,452.0,94.0,4.0
20190301T07-07,363,602.0,1.0,22.0
20190301T06-07,363,489.0,0.0,42.0
20190301T05-07,327,456.0,0.0,24.0
20190301T04-07,273,456.0,0.0,28.0
20190301T03-07,273,439.0,0.0,30.0
20190301T02-07,222,479.0,0.0,37.0
20190301T01-07,337,371.0,0.0,36.0
20190301T00-07,297,464.0,0.0,10.0
20190228T23-07,328,478.0,0.0,12.0
20190228T22-07,363,523.0,0.0,12.0
20190228T21-07,362,575.0,0.0,11.0
20190228T20-07,363,588.0,0.0,37.0
20190228T19-07,376,606.0,0.0,16.0
20190228T18-07,358,564.0,10.0,12.0
20190228T17-07,335,389.0,112.0,37.0
20190228T16-07,275,311.0,181.0,42.0
20190228T15-07,275,249.0,191.0,43.0
20190228T14-07,275,214.0,190.0,56.0
20190228T13-07,275,231.0,187.0,44.0
20190228T12-07,277,254.0,177.0,36.0
20190228T11-07,288,263.0,193.0,20.0
20190228T10-07,288,288.0,193.0,33.0
20190228T09-07,288,377.0,179.0,16.0
20190228T08-07,288,584.0,89.0,0.0
20190228T07-07,288,749.0,1.0,0.0
20190228T06-07,288,648.0,0.0,2.0
20190228T05-07,288,549.0,0.0,-1.0
20190228T04-07,288,490.0,0.0,4.0
20190228T03-07,288,455.0,0.0,16.0
20190228T02-07,288,440.0,0.0,32.0
20190228T01-07,288,451.0,0.0,29.0
20190228T00-07,288,445.0,0.0,49.0
20190227T23-07,288,509.0,0.0,36.0
20190227T22-07,287,559.0,0.0,50.0
20190227T21-07,288,613.0,0.0,50.0
20190227T20-07,288,647.0,0.0,51.0
20190227T19-07,288,666.0,0.0,49.0
20190227T18-07,288,611.0,12.0,34.0
20190227T17-07,288,528.0,53.0,15.0
20190227T16-07,288,445.0,105.0,17.0
20190227T15-07,287,331.0,154.0,15.0
20190227T14-07,288,263.0,173.0,21.0
20190227T13-07,285,283.0,151.0,13.0
20190227T12-07,288,329.0,138.0,6.0
20190227T11-07,287,482.0,79.0,0.0
20190227T10-07,287,569.0,53.0,-1.0
20190227T09-07,288,570.0,61.0,0.0
20190227T08-07,288,618.0,40.0,-1.0
20190227T07-07,288,698.0,0.0,0.0
20190227T06-07,288,600.0,0.0,1.0
20190227T05-07,288,510.0,0.0,-1.0
20190227T04-07,288,458.0,0.0,1.0
20190227T03-07,288,447.0,0.0,0.0
20190227T02-07,419,314.0,0.0,0.0
20190227T01-07,486,255.0,0.0,0.0
20190227T00-07,586,184.0,0.0,5.0
20190226T23-07,617,180.0,0.0,18.0
20190226T22-07,616,261.0,0.0,20.0
20190226T21-07,620,303.0,0.0,33.0
20190226T20-07,644,312.0,0.0,37.0
20190226T19-07,645,335.0,0.0,37.0
20190226T18-07,643,254.0,2.0,55.0
20190226T17-07,644,142.0,63.0,36.0
20190226T16-07,585,105.0,119.0,7.0
20190226T15-07,585,79.0,131.0,10.0
20190226T14-07,584,-22.0,183.0,12.0
20190226T13-07,584,-24.0,184.0,7.0
20190226T12-07,585,-19.0,188.0,7.0
20190226T11-07,585,6.0,194.0,11.0
20190226T10-07,585,73.0,194.0,-1.0
20190226T09-07,586,172.0,180.0,-1.0
20190226T08-07,645,321.0,86.0,-1.0
20190226T07-07,645,489.0,0.0,-1.0
20190226T06-07,646,382.0,0.0,1.0
20190226T05-07,645,270.0,0.0,1.0
20190226T04-07,645,199.0,0.0,11.0
20190226T03-07,645,170.0,0.0,9.0
20190226T02-07,645,169.0,0.0,1.0
20190226T01-07,645,172.0,0.0,2.0
20190226T00-07,646,186.0,0.0,2.0
20190225T23-07,645,215.0,0.0,12.0
20190225T22-07,645,283.0,0.0,12.0
20190225T21-07,645,338.0,0.0,8.0
20190225T20-07,646,363.0,0.0,20.0
20190225T19-07,645,375.0,0.0,22.0
20190225T18-07,645,298.0,4.0,31.0
20190225T17-07,645,81.0,98.0,38.0
20190225T16-07,644,0.0,128.0,37.0
20190225T15-07,596,6.0,145.0,47.0
20190225T14-07,575,-15.0,160.0,46.0
20190225T13-07,576,-3.0,162.0,36.0
20190225T12-07,575,42.0,161.0,27.0
20190225T11-07,575,79.0,182.0,25.0
20190225T10-07,575,153.0,183.0,6.0
20190225T09-07,611,207.0,174.0,-1.0
20190225T08-07,646,406.0,76.0,-1.0
20190225T07-07,645,544.0,1.0,-1.0
20190225T06-07,644,433.0,0.0,-1.0
20190225T05-07,665,296.0,0.0,-1.0
20190225T04-07,654,240.0,0.0,0.0
20190225T03-07,654,209.0,0.0,1.0
20190225T02-07,654,194.0,0.0,0.0
20190225T01-07,720,123.0,0.0,0.0
20190225T00-07,720,148.0,0.0,-1.0
20190224T23-07,720,186.0,0.0,-1.0
20190224T22-07,718,250.0,0.0,-1.0
20190224T21-07,719,287.0,0.0,-1.0
20190224T20-07,720,311.0,0.0,-1.0
20190224T19-07,705,326.0,0.0,0.0
20190224T18-07,725,227.0,6.0,0.0
20190224T17-07,693,43.0,106.0,2.0
20190224T16-07,607,21.0,161.0,5.0
20190224T15-07,606,-52.0,184.0,7.0
20190224T14-07,606,-52.0,184.0,7.0
20190224T13-07,606,-41.0,188.0,5.0
20190224T12-07,636,15.0,169.0,4.0
20190224T11-07,634,54.0,174.0,5.0
20190224T10-07,711,26.0,186.0,14.0
20190224T09-07,714,179.0,149.0,28.0
20190224T08-07,716,339.0,47.0,36.0
20190224T07-07,714,390.0,0.0,39.0
20190224T06-07,686,350.0,0.0,50.0
20190224T05-07,694,287.0,0.0,49.0
20190224T04-07,715,250.0,0.0,38.0
20190224T03-07,715,251.0,0.0,15.0
20190224T02-07,715,241.0,0.0,16.0
20190224T01-07,715,250.0,0.0,11.0
20190224T00-07,716,272.0,0.0,5.0
20190223T23-07,695,314.0,0.0,7.0
20190223T22-07,695,368.0,0.0,5.0
20190223T21-07,715,367.0,0.0,3.0
20190223T20-07,706,385.0,0.0,-1.0
20190223T19-07,704,375.0,0.0,0.0
20190223T18-07,655,328.0,8.0,4.0
20190223T17-07,501,272.0,110.0,8.0
20190223T16-07,475,155.0,176.0,12.0
20190223T15-07,476,119.0,184.0,12.0
20190223T14-07,553,58.0,184.0,5.0
20190223T13-07,552,104.0,179.0,5.0
20190223T12-07,552,142.0,178.0,4.0
20190223T11-07,544,196.0,180.0,30.0
20190223T10-07,546,259.0,175.0,43.0
20190223T09-07,679,259.0,112.0,49.0
20190223T08-07,702,401.0,44.0,37.0
20190223T07-07,702,454.0,0.0,46.0
20190223T06-07,702,408.0,0.0,36.0
20190223T05-07,662,376.0,0.0,50.0
20190223T04-07,662,355.0,0.0,28.0
20190223T03-07,685,306.0,0.0,41.0
20190223T02-07,702,288.0,0.0,29.0
20190223T01-07,665,302.0,0.0,49.0
20190223T00-07,712,276.0,0.0,50.0
20190222T23-07,652,387.0,0.0,50.0
20190222T22-07,653,453.0,0.0,48.0
20190222T21-07,652,506.0,0.0,50.0
20190222T20-07,681,518.0,0.0,48.0
20190222T19-07,681,571.0,0.0,24.0
20190222T18-07,689,544.0,2.0,17.0
20190222T17-07,661,444.0,33.0,49.0
20190222T16-07,632,455.0,37.0,50.0
20190222T15-07,651,428.0,44.0,50.0
20190222T14-07,703,434.0,52.0,50.0
20190222T13-07,711,447.0,38.0,50.0
20190222T12-07,711,485.0,27.0,49.0
20190222T11-07,712,512.0,23.0,47.0
20190222T10-07,712,528.0,6.0,49.0
20190222T09-07,711,507.0,4.0,49.0
20190222T08-07,713,450.0,1.0,47.0
20190222T07-07,712,378.0,0.0,50.0
20190222T06-07,711,279.0,0.0,50.0
20190222T05-07,651,259.0,0.0,50.0
20190222T04-07,631,229.0,0.0,50.0
20190222T03-07,632,215.0,0.0,50.0
20190222T02-07,632,238.0,0.0,16.0
20190222T01-07,711,153.0,0.0,27.0
20190222T00-07,712,169.0,0.0,35.0
20190221T23-07,714,231.0,0.0,25.0
20190221T22-07,654,364.0,0.0,31.0
20190221T21-07,669,389.0,0.0,39.0
20190221T20-07,713,384.0,0.0,49.0
20190221T19-07,714,413.0,0.0,44.0
20190221T18-07,715,393.0,0.0,44.0
20190221T17-07,715,300.0,16.0,49.0
20190221T16-07,689,275.0,39.0,50.0
20190221T15-07,714,188.0,59.0,50.0
20190221T14-07,682,233.0,83.0,50.0
20190221T13-07,547,292.0,120.0,46.0
20190221T12-07,555,244.0,136.0,46.0
20190221T11-07,540,363.0,102.0,30.0
20190221T10-07,636,309.0,102.0,26.0
20190221T09-07,715,340.0,43.0,11.0
20190221T08-07,715,399.0,8.0,7.0
20190221T07-07,714,377.0,0.0,14.0
20190221T06-07,715,296.0,0.0,13.0
20190221T05-07,715,221.0,0.0,8.0
20190221T04-07,715,173.0,0.0,13.0
20190221T03-07,714,168.0,0.0,8.0
20190221T02-07,715,161.0,0.0,12.0
20190221T01-07,714,191.0,0.0,6.0
20190221T00-07,715,216.0,0.0,2.0
20190220T23-07,714,271.0,0.0,4.0
20190220T22-07,715,337.0,0.0,11.0
20190220T21-07,714,400.0,0.0,0.0
20190220T20-07,714,396.0,0.0,12.0
20190220T19-07,671,415.0,0.0,35.0
20190220T18-07,644,339.0,3.0,43.0
20190220T17-07,572,181.0,101.0,50.0
20190220T16-07,572,42.0,173.0,50.0
20190220T15-07,572,-9.0,188.0,48.0
20190220T14-07,572,-18.0,189.0,44.0
20190220T13-07,573,21.0,187.0,32.0
20190220T12-07,574,68.0,188.0,17.0
20190220T11-07,574,134.0,192.0,13.0
20190220T10-07,575,215.0,191.0,13.0
20190220T09-07,649,243.0,178.0,31.0
20190220T08-07,648,476.0,72.0,44.0
20190220T07-07,654,648.0,0.0,13.0
20190220T06-07,644,554.0,0.0,11.0
20190220T05-07,644,419.0,0.0,39.0
20190220T04-07,520,509.0,0.0,3.0
20190220T03-07,488,501.0,0.0,6.0
20190220T02-07,548,387.0,0.0,45.0
20190220T01-07,548,386.0,0.0,46.0
20190220T00-07,548,400.0,0.0,47.0
20190219T23-07,547,450.0,0.0,29.0
20190219T22-07,548,549.0,0.0,3.0
20190219T21-07,548,600.0,0.0,5.0
20190219T20-07,548,623.0,0.0,8.0
20190219T19-07,549,600.0,0.0,33.0
20190219T18-07,549,493.0,4.0,47.0
20190219T17-07,479,350.0,99.0,50.0
20190219T16-07,478,265.0,133.0,46.0
20190219T15-07,478,173.0,164.0,50.0
20190219T14-07,478,183.0,152.0,50.0
20190219T13-07,502,165.0,167.0,48.0
20190219T12-07,557,174.0,128.0,48.0
20190219T11-07,558,252.0,110.0,27.0
20190219T10-07,555,320.0,88.0,13.0
20190219T09-07,558,380.0,99.0,14.0
20190219T08-07,605,542.0,18.0,3.0
20190219T07-07,571,621.0,0.0,2.0
20190219T06-07,558,512.0,0.0,12.0
20190219T05-07,557,428.0,0.0,4.0
20190219T04-07,558,349.0,0.0,10.0
20190219T03-07,557,340.0,0.0,3.0
20190219T02-07,557,345.0,0.0,4.0
20190219T01-07,557,337.0,0.0,7.0
20190219T00-07,558,357.0,0.0,14.0
20190218T23-07,558,415.0,0.0,6.0
20190218T22-07,558,499.0,0.0,-1.0
20190218T21-07,558,576.0,0.0,-1.0
20190218T20-07,559,613.0,0.0,2.0
20190218T19-07,659,497.0,0.0,40.0
20190218T18-07,661,473.0,0.0,48.0
20190218T17-07,657,379.0,7.0,49.0
20190218T16-07,559,393.0,32.0,33.0
20190218T15-07,559,332.0,77.0,27.0
20190218T14-07,559,332.0,92.0,16.0
20190218T13-07,559,315.0,95.0,17.0
20190218T12-07,557,244.0,153.0,10.0
20190218T11-07,559,276.0,128.0,5.0
20190218T10-07,559,296.0,147.0,7.0
20190218T09-07,558,375.0,129.0,-1.0
20190218T08-07,636,429.0,49.0,0.0
20190218T07-07,613,551.0,0.0,7.0
20190218T06-07,557,491.0,0.0,3.0
20190218T05-07,549,406.0,0.0,2.0
20190218T04-07,548,352.0,0.0,0.0
20190218T03-07,548,321.0,0.0,3.0
20190218T02-07,518,345.0,0.0,2.0
20190218T01-07,519,320.0,0.0,28.0
20190218T00-07,517,315.0,0.0,49.0
20190217T23-07,548,339.0,0.0,50.0
20190217T22-07,548,391.0,0.0,49.0
20190217T21-07,548,448.0,0.0,44.0
20190217T20-07,549,466.0,0.0,49.0
20190217T19-07,549,475.0,0.0,45.0
20190217T18-07,549,394.0,3.0,46.0
20190217T17-07,509,241.0,94.0,49.0
20190217T16-07,438,155.0,156.0,50.0
20190217T15-07,438,96.0,177.0,50.0
20190217T14-07,439,87.0,180.0,50.0
20190217T13-07,439,100.0,164.0,47.0
20190217T12-07,432,127.0,167.0,48.0
20190217T11-07,403,240.0,142.0,9.0
20190217T10-07,417,246.0,187.0,4.0
20190217T09-07,509,241.0,166.0,5.0
20190217T08-07,549,389.0,62.0,0.0
20190217T07-07,549,458.0,0.0,4.0
20190217T06-07,548,394.0,0.0,4.0
20190217T05-07,547,328.0,0.0,17.0
20190217T04-07,548,295.0,0.0,16.0
20190217T03-07,549,278.0,0.0,18.0
20190217T02-07,548,252.0,0.0,37.0
20190217T01-07,548,245.0,0.0,49.0
20190217T00-07,549,266.0,0.0,50.0
20190216T23-07,548,302.0,0.0,50.0
20190216T22-07,549,341.0,0.0,44.0
20190216T21-07,548,399.0,0.0,29.0
20190216T20-07,548,392.0,0.0,50.0
20190216T19-07,548,375.0,0.0,76.0
20190216T18-07,548,317.0,2.0,75.0
20190216T17-07,457,231.0,90.0,76.0
20190216T16-07,434,112.0,149.0,76.0
20190216T15-07,448,64.0,160.0,75.0
20190216T14-07,449,90.0,140.0,77.0
20190216T13-07,449,108.0,141.0,77.0
20190216T12-07,449,80.0,157.0,77.0
20190216T11-07,478,124.0,169.0,76.0
20190216T10-07,478,115.0,145.0,77.0
20190216T09-07,548,125.0,125.0,68.0
20190216T08-07,549,272.0,22.0,58.0
20190216T07-07,548,289.0,0.0,42.0
20190216T06-07,548,229.0,0.0,36.0
20190216T05-07,548,177.0,0.0,40.0
20190216T04-07,549,158.0,0.0,31.0
20190216T03-07,549,150.0,0.0,34.0
20190216T02-07,549,187.0,0.0,4.0
20190216T01-07,547,198.0,0.0,7.0
20190216T00-07,549,217.0,0.0,16.0
20190215T23-07,546,279.0,0.0,9.0
20190215T22-07,548,321.0,0.0,22.0
20190215T21-07,549,355.0,0.0,27.0
20190215T20-07,546,374.0,0.0,42.0
20190215T19-07,546,379.0,0.0,58.0
20190215T18-07,547,344.0,0.0,62.0
20190215T17-07,545,280.0,20.0,59.0
20190215T16-07,497,243.0,66.0,61.0
20190215T15-07,546,101.0,133.0,60.0
20190215T14-07,546,76.0,117.0,64.0
20190215T13-07,510,146.0,130.0,57.0
20190215T12-07,645,-26.0,136.0,58.0
20190215T11-07,696,30.0,95.0,54.0
20190215T10-07,715,100.0,54.0,36.0
20190215T09-07,724,150.0,29.0,25.0
20190215T08-07,713,195.0,11.0,27.0
20190215T07-07,714,200.0,0.0,25.0
20190215T06-07,715,67.0,0.0,63.0
20190215T05-07,714,4.0,0.0,59.0
20190215T04-07,695,-35.0,0.0,75.0
20190215T03-07,714,-69.0,0.0,78.0
20190215T02-07,714,-52.0,0.0,72.0
20190215T01-07,714,-45.0,0.0,79.0
20190215T00-07,715,5.0,0.0,65.0
20190214T23-07,714,40.0,0.0,74.0
20190214T22-07,715,113.0,0.0,78.0
20190214T21-07,715,179.0,0.0,74.0
20190214T20-07,713,224.0,0.0,63.0
20190214T19-07,714,240.0,0.0,70.0
20190214T18-07,714,237.0,0.0,68.0
20190214T17-07,713,220.0,2.0,41.0
20190214T16-07,715,172.0,8.0,62.0
20190214T15-07,714,156.0,30.0,46.0
20190214T14-07,712,79.0,48.0,65.0
20190214T13-07,715,68.0,60.0,62.0
20190214T12-07,714,106.0,55.0,25.0
20190214T11-07,674,185.0,42.0,22.0
20190214T10-07,663,118.0,80.0,21.0
20190214T09-07,725,213.0,25.0,9.0
20190214T08-07,724,225.0,8.0,18.0
20190214T07-07,724,275.0,0.0,5.0
20190214T06-07,724,181.0,0.0,5.0
20190214T05-07,725,90.0,0.0,4.0
20190214T04-07,723,47.0,0.0,1.0
20190214T03-07,724,29.0,0.0,6.0
20190214T02-07,725,26.0,0.0,15.0
20190214T01-07,724,31.0,0.0,31.0
20190214T00-07,724,79.0,0.0,11.0
20190213T23-07,724,127.0,0.0,17.0
20190213T22-07,724,191.0,0.0,26.0
20190213T21-07,724,237.0,0.0,35.0
20190213T20-07,724,276.0,0.0,27.0
20190213T19-07,725,283.0,0.0,26.0
20190213T18-07,723,243.0,0.0,22.0
20190213T17-07,725,150.0,19.0,23.0
20190213T16-07,714,39.0,57.0,46.0
20190213T15-07,685,12.0,81.0,46.0
20190213T14-07,615,27.0,111.0,37.0
20190213T13-07,670,0.0,115.0,28.0
20190213T12-07,685,29.0,120.0,3.0
20190213T11-07,654,107.0,126.0,1.0
20190213T10-07,715,144.0,84.0,1.0
20190213T09-07,714,265.0,40.0,0.0
20190213T08-07,714,333.0,16.0,3.0
20190213T07-07,715,390.0,0.0,0.0
20190213T06-07,714,286.0,0.0,1.0
20190213T05-07,714,194.0,0.0,0.0
20190213T04-07,716,131.0,0.0,0.0
20190213T03-07,715,106.0,0.0,4.0
20190213T02-07,714,98.0,0.0,8.0
20190213T01-07,714,82.0,0.0,17.0
20190213T00-07,715,104.0,0.0,19.0
20190212T23-07,714,149.0,0.0,21.0
20190212T22-07,714,227.0,0.0,15.0
20190212T21-07,714,279.0,0.0,17.0
20190212T20-07,714,305.0,0.0,16.0
20190212T19-07,714,326.0,0.0,12.0
20190212T18-07,715,267.0,1.0,9.0
20190212T17-07,714,100.0,66.0,10.0
20190212T16-07,655,-9.0,158.0,17.0
20190212T15-07,684,-87.0,159.0,23.0
20190212T14-07,664,-90.0,165.0,25.0
20190212T13-07,655,-81.0,181.0,21.0
20190212T12-07,654,-28.0,182.0,8.0
20190212T11-07,655,14.0,189.0,12.0
20190212T10-07,653,102.0,190.0,17.0
20190212T09-07,712,161.0,173.0,26.0
20190212T08-07,730,387.0,54.0,43.0
20190212T07-07,746,493.0,0.0,42.0
20190212T06-07,724,394.0,0.0,46.0
20190212T05-07,686,327.0,0.0,42.0
20190212T04-07,713,245.0,0.0,30.0
20190212T03-07,714,223.0,0.0,17.0
20190212T02-07,714,215.0,0.0,12.0
20190212T01-07,714,220.0,0.0,8.0
20190212T00-07,714,230.0,0.0,4.0
20190211T23-07,715,257.0,0.0,15.0
20190211T22-07,714,321.0,0.0,19.0
20190211T21-07,715,379.0,0.0,14.0
20190211T20-07,715,405.0,0.0,7.0
20190211T19-07,715,367.0,0.0,48.0
20190211T18-07,715,282.0,1.0,52.0
20190211T17-07,598,169.0,88.0,59.0
20190211T16-07,565,49.0,175.0,46.0
20190211T15-07,565,-9.0,187.0,50.0
20190211T14-07,565,-24.0,186.0,52.0
20190211T13-07,595,-22.0,181.0,46.0
20190211T12-07,675,-72.0,184.0,31.0
20190211T11-07,675,-60.0,180.0,62.0
20190211T10-07,674,-10.0,187.0,61.0
20190211T09-07,714,66.0,144.0,67.0
20190211T08-07,740,303.0,23.0,70.0
20190211T07-07,740,349.0,0.0,71.0
20190211T06-07,735,253.0,0.0,67.0
20190211T05-07,734,162.0,0.0,59.0
20190211T04-07,734,145.0,0.0,18.0
20190211T03-07,735,116.0,0.0,11.0
20190211T02-07,734,93.0,0.0,23.0
20190211T01-07,734,95.0,0.0,24.0
20190211T00-07,733,107.0,0.0,24.0
20190210T23-07,735,137.0,0.0,35.0
20190210T22-07,734,201.0,0.0,39.0
20190210T21-07,734,240.0,0.0,47.0
20190210T20-07,734,261.0,0.0,53.0
20190210T19-07,734,249.0,0.0,54.0
20190210T18-07,734,183.0,1.0,58.0
20190210T17-07,589,146.0,77.0,50.0
20190210T16-07,555,62.0,124.0,53.0
20190210T15-07,555,46.0,123.0,43.0
20190210T14-07,555,14.0,143.0,55.0
20190210T13-07,575,43.0,123.0,68.0
20190210T12-07,714,76.0,77.0,74.0
20190210T11-07,730,112.0,60.0,58.0
20190210T10-07,729,178.0,42.0,40.0
20190210T09-07,748,214.0,27.0,23.0
20190210T08-07,738,233.0,6.0,22.0
20190210T07-07,737,207.0,0.0,16.0
20190210T06-07,739,153.0,0.0,15.0
20190210T05-07,739,80.0,0.0,47.0
20190210T04-07,740,56.0,0.0,48.0
20190210T03-07,739,71.0,0.0,22.0
20190210T02-07,741,80.0,0.0,10.0
20190210T01-07,739,88.0,0.0,19.0
20190210T00-07,740,120.0,0.0,8.0
20190209T23-07,739,151.0,0.0,10.0
20190209T22-07,739,207.0,0.0,20.0
20190209T21-07,730,245.0,0.0,37.0
20190209T20-07,729,268.0,0.0,36.0
20190209T19-07,729,290.0,0.0,23.0
20190209T18-07,730,277.0,0.0,16.0
20190209T17-07,728,213.0,9.0,27.0
20190209T16-07,678,202.0,25.0,27.0
20190209T15-07,678,146.0,52.0,16.0
20190209T14-07,588,260.0,59.0,9.0
20190209T13-07,531,308.0,65.0,6.0
20190209T12-07,675,169.0,78.0,5.0
20190209T11-07,728,123.0,89.0,4.0
20190209T10-07,714,127.0,99.0,9.0
20190209T09-07,714,176.0,88.0,2.0
20190209T08-07,744,238.0,51.0,2.0
20190209T07-07,744,291.0,0.0,3.0
20190209T06-07,745,218.0,0.0,3.0
20190209T05-07,745,158.0,0.0,4.0
20190209T04-07,744,117.0,0.0,4.0
20190209T03-07,744,96.0,0.0,1.0
20190209T02-07,744,91.0,0.0,1.0
20190209T01-07,743,91.0,0.0,4.0
20190209T00-07,744,107.0,0.0,9.0
20190208T23-07,744,142.0,0.0,16.0
20190208T22-07,744,189.0,0.0,18.0
20190208T21-07,744,219.0,0.0,21.0
20190208T20-07,744,235.0,0.0,27.0
20190208T19-07,745,246.0,0.0,23.0
20190208T18-07,750,208.0,0.0,21.0
20190208T17-07,709,65.0,83.0,14.0
20190208T16-07,671,-43.0,168.0,10.0
20190208T15-07,684,-106.0,179.0,14.0
20190208T14-07,704,-141.0,178.0,22.0
20190208T13-07,719,-126.0,177.0,10.0
20190208T12-07,744,-123.0,178.0,11.0
20190208T11-07,734,-49.0,184.0,14.0
20190208T10-07,734,41.0,170.0,28.0
20190208T09-07,736,154.0,155.0,34.0
20190208T08-07,735,381.0,44.0,57.0
20190208T07-07,755,471.0,0.0,48.0
20190208T06-07,752,346.0,0.0,58.0
20190208T05-07,754,236.0,0.0,68.0
20190208T04-07,753,201.0,0.0,40.0
20190208T03-07,753,174.0,0.0,37.0
20190208T02-07,755,163.0,0.0,26.0
20190208T01-07,734,185.0,0.0,24.0
20190208T00-07,734,212.0,0.0,16.0
20190207T23-07,737,246.0,0.0,10.0
20190207T22-07,735,316.0,0.0,9.0
20190207T21-07,725,377.0,0.0,9.0
20190207T20-07,725,402.0,0.0,16.0
20190207T19-07,724,408.0,0.0,8.0
20190207T18-07,723,333.0,1.0,6.0
20190207T17-07,693,161.0,83.0,3.0
20190207T16-07,592,80.0,171.0,2.0
20190207T15-07,555,65.0,179.0,4.0
20190207T14-07,555,51.0,179.0,6.0
20190207T13-07,585,41.0,177.0,6.0
20190207T12-07,556,102.0,178.0,5.0
20190207T11-07,556,164.0,181.0,5.0
20190207T10-07,584,206.0,178.0,16.0
20190207T09-07,585,346.0,157.0,8.0
20190207T08-07,698,465.0,46.0,20.0
20190207T07-07,745,529.0,0.0,0.0
20190207T06-07,745,378.0,0.0,35.0
20190207T05-07,744,258.0,0.0,41.0
20190207T04-07,744,177.0,0.0,49.0
20190207T03-07,744,156.0,0.0,40.0
20190207T02-07,743,133.0,0.0,44.0
20190207T01-07,745,129.0,0.0,49.0
20190207T00-07,744,128.0,0.0,66.0
20190206T23-07,719,186.0,0.0,69.0
20190206T22-07,720,272.0,0.0,58.0
