,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191029T19Z,28305,20673,12101,2593,420,168,961,3097
20191029T18Z,28407,20615,12107,2622,424,149,1048,3077
20191029T17Z,28574,20439,12110,2627,430,119,1087,3227
20191029T16Z,28280,20444,12119,2607,439,129,1133,3358
20191029T15Z,27989,20481,12117,2543,431,60,1483,3144
20191029T14Z,27185,20486,12119,2435,422,11,1242,3972
20191029T13Z,27171,19958,12117,2362,394,1,1511,4313
20191029T12Z,24780,19379,12112,2245,384,0,1508,3940
20191029T11Z,21381,17867,12116,1894,362,0,985,3892
20191029T10Z,18998,16484,12120,1838,342,0,959,4126
20191029T09Z,17694,15940,12117,1837,330,0,957,4154
20191029T08Z,17830,15898,12101,1838,329,0,955,3566
20191029T07Z,18390,16015,12100,1835,340,0,959,3670
20191029T06Z,19322,16194,12099,2124,329,0,959,3671
20191029T05Z,21473,17353,12098,2486,327,0,959,3230
20191029T04Z,24085,18814,12087,2679,332,0,960,2729
20191029T03Z,25505,20614,12048,3017,338,0,960,2904
20191029T02Z,26486,22447,12013,3194,357,1,1082,2583
20191029T01Z,27172,23326,11986,3430,359,0,1472,2425
20191029T00Z,27255,23473,11977,3421,356,1,1481,2232
20191028T23Z,26415,22748,11976,3339,349,16,1449,2245
20191028T22Z,26206,22214,11971,3255,347,63,968,2557
20191028T21Z,25286,21928,11978,3136,348,92,949,3070
20191028T20Z,24417,22113,11988,3029,349,125,950,3625
20191028T19Z,24649,22502,11981,3075,370,129,953,3614
20191028T18Z,24861,22927,11978,3109,368,121,957,3499
20191028T17Z,24810,22916,11979,3168,365,117,980,3105
20191028T16Z,25444,23016,11975,3299,361,84,1249,2467
20191028T15Z,25090,22871,12013,3210,350,64,1471,2583
20191028T14Z,24797,22396,12040,3089,369,11,1460,3319
20191028T13Z,24300,22460,12042,2978,386,1,1452,3512
20191028T12Z,21934,21284,12047,2834,373,0,1415,3653
20191028T11Z,18112,18682,12040,2541,364,0,1191,4581
20191028T10Z,16206,16059,12046,2104,324,0,908,5665
20191028T09Z,15292,13846,12041,1776,336,0,910,6532
20191028T08Z,15112,13132,12038,1665,324,0,909,7226
20191028T07Z,15076,12905,12035,1648,321,0,910,7617
20191028T06Z,15341,13054,11982,1655,341,0,915,8214
20191028T05Z,16344,14405,11963,1728,325,0,920,8612
20191028T04Z,17865,15409,11963,1914,321,0,923,8391
20191028T03Z,20504,16220,11953,2269,323,0,918,7994
20191028T02Z,22275,17075,11949,2434,321,0,963,7209
20191028T01Z,22280,17458,11947,2377,334,0,1221,7563
20191028T00Z,21465,17235,11947,2242,345,0,1454,8366
20191027T23Z,19674,16464,11948,2166,348,6,1157,8971
20191027T22Z,18255,15779,11946,2172,348,22,920,9658
20191027T21Z,17338,15325,11946,2150,352,41,919,10345
20191027T20Z,17444,15203,11948,2167,346,60,922,10005
20191027T19Z,17923,15136,11953,2195,342,74,931,9749
20191027T18Z,18213,15123,11956,2043,350,81,955,9755
20191027T17Z,17395,14857,11952,1940,349,67,951,10877
20191027T16Z,17313,14732,11955,1746,359,54,948,12083
20191027T15Z,16908,14631,11952,1531,354,28,941,11668
20191027T14Z,16181,14516,11957,1463,357,11,934,11316
20191027T13Z,14580,13766,11958,1308,354,0,907,11497
20191027T12Z,13869,12178,11961,1166,355,0,898,12075
20191027T11Z,13225,11032,11959,1060,353,0,896,12072
20191027T10Z,13077,10451,11963,981,354,0,890,11279
20191027T09Z,13061,10482,11963,967,357,0,890,10547
