,coal
20180813T19Z,1650
20180813T18Z,1645
20180813T17Z,1647
20180813T16Z,1744
20180813T15Z,1823
20180813T14Z,1813
20180813T13Z,1779
20180813T12Z,1776
20180813T11Z,1522
20180813T10Z,1228
20180813T09Z,985
20180813T08Z,943
20180813T07Z,1079
20180813T06Z,1171
20180813T05Z,1019
20180813T04Z,1129
20180813T03Z,1354
20180813T02Z,1351
20180813T01Z,1348
20180813T00Z,1354
20180812T23Z,1603
20180812T22Z,1883
20180812T21Z,1619
20180812T20Z,1291
20180812T19Z,1254
20180812T18Z,1219
20180812T17Z,1180
20180812T16Z,1163
20180812T15Z,1170
20180812T14Z,1168
20180812T13Z,1174
20180812T12Z,1169
20180812T11Z,1170
20180812T10Z,1179
20180812T09Z,1180
20180812T08Z,1179
20180812T07Z,1181
20180812T06Z,1182
20180812T05Z,1181
20180812T04Z,1171
20180812T03Z,1179
20180812T02Z,1182
20180812T01Z,1182
20180812T00Z,1181
20180811T23Z,1442
20180811T22Z,1732
20180811T21Z,1500
20180811T20Z,1178
20180811T19Z,1173
20180811T18Z,1177
20180811T17Z,1180
20180811T16Z,1177
20180811T15Z,1173
20180811T14Z,1172
20180811T13Z,1171
20180811T12Z,1169
20180811T11Z,1171
20180811T10Z,1170
20180811T09Z,1169
20180811T08Z,1169
20180811T07Z,1171
20180811T06Z,1174
20180811T05Z,1406
20180811T04Z,1735
20180811T03Z,1740
20180811T02Z,1750
20180811T01Z,1752
20180811T00Z,1738
20180810T23Z,1692
20180810T22Z,1625
20180810T21Z,1697
20180810T20Z,1736
20180810T19Z,1668
20180810T18Z,1643
20180810T17Z,1647
20180810T16Z,1707
20180810T15Z,1744
20180810T14Z,1744
20180810T13Z,1732
20180810T12Z,1715
20180810T11Z,1661
20180810T10Z,1406
20180810T09Z,1162
20180810T08Z,1125
20180810T07Z,1299
20180810T06Z,1564
20180810T05Z,1670
20180810T04Z,1698
20180810T03Z,1704
20180810T02Z,1792
20180810T01Z,1897
20180810T00Z,1902
20180809T23Z,1902
20180809T22Z,1920
20180809T21Z,1936
20180809T20Z,1935
20180809T19Z,1938
20180809T18Z,1938
20180809T17Z,1937
20180809T16Z,1937
20180809T15Z,1935
20180809T14Z,1929
20180809T13Z,1910
20180809T12Z,1876
20180809T11Z,1586
20180809T10Z,1383
20180809T09Z,1260
20180809T08Z,1274
20180809T07Z,1413
20180809T06Z,1399
20180809T05Z,1390
20180809T04Z,1628
20180809T03Z,1948
20180809T02Z,1953
20180809T01Z,1953
20180809T00Z,1953
20180808T23Z,1952
20180808T22Z,1946
20180808T21Z,1941
20180808T20Z,1945
20180808T19Z,1945
20180808T18Z,1951
20180808T17Z,1948
20180808T16Z,1949
20180808T15Z,1950
20180808T14Z,1943
20180808T13Z,1937
20180808T12Z,1913
20180808T11Z,1684
20180808T10Z,1453
20180808T09Z,1442
20180808T08Z,1480
20180808T07Z,1743
20180808T06Z,1789
20180808T05Z,1859
20180808T04Z,1926
20180808T03Z,1927
20180808T02Z,1940
20180808T01Z,1944
20180808T00Z,1945
20180807T23Z,1943
20180807T22Z,1939
20180807T21Z,1932
20180807T20Z,1939
20180807T19Z,1941
20180807T18Z,1940
20180807T17Z,1937
20180807T16Z,1920
20180807T15Z,1920
20180807T14Z,1916
20180807T13Z,1920
20180807T12Z,1892
20180807T11Z,1805
20180807T10Z,1474
20180807T09Z,1356
20180807T08Z,1394
20180807T07Z,1617
20180807T06Z,1678
20180807T05Z,1918
20180807T04Z,1937
20180807T03Z,1940
20180807T02Z,1939
20180807T01Z,1948
20180807T00Z,1937
20180806T23Z,1939
20180806T22Z,1932
20180806T21Z,1938
20180806T20Z,1937
20180806T19Z,1939
20180806T18Z,1933
20180806T17Z,1930
20180806T16Z,1934
20180806T15Z,1927
20180806T14Z,1908
20180806T13Z,1865
20180806T12Z,1599
20180806T11Z,1356
20180806T10Z,1355
20180806T09Z,1342
20180806T08Z,1347
20180806T07Z,1445
20180806T06Z,1790
20180806T05Z,1883
20180806T04Z,1938
20180806T03Z,1915
20180806T02Z,1922
20180806T01Z,1918
20180806T00Z,1922
20180805T23Z,1917
20180805T22Z,1924
20180805T21Z,1905
20180805T20Z,1905
20180805T19Z,1903
20180805T18Z,1898
20180805T17Z,1888
20180805T16Z,1878
20180805T15Z,1787
20180805T14Z,1428
20180805T13Z,1165
20180805T12Z,903
20180805T11Z,831
20180805T10Z,837
20180805T09Z,797
20180805T08Z,776
20180805T07Z,771
20180805T06Z,1022
20180805T05Z,1282
20180805T04Z,1508
20180805T03Z,1730
20180805T02Z,1734
20180805T01Z,1742
20180805T00Z,1735
20180804T23Z,1741
20180804T22Z,1736
20180804T21Z,1735
20180804T20Z,1734
20180804T19Z,1732
20180804T18Z,1747
20180804T17Z,1734
20180804T16Z,1742
20180804T15Z,1734
20180804T14Z,1489
20180804T13Z,1249
20180804T12Z,1176
20180804T11Z,1171
20180804T10Z,1145
20180804T09Z,1099
20180804T08Z,1170
20180804T07Z,1164
20180804T06Z,1276
20180804T05Z,1633
20180804T04Z,1746
20180804T03Z,1746
20180804T02Z,1743
20180804T01Z,1740
20180804T00Z,1738
20180803T23Z,1741
20180803T22Z,1737
20180803T21Z,1737
20180803T20Z,1736
20180803T19Z,1741
20180803T18Z,1732
20180803T17Z,1743
20180803T16Z,1727
20180803T15Z,1733
20180803T14Z,1719
20180803T13Z,1699
20180803T12Z,1690
20180803T11Z,1596
20180803T10Z,1297
20180803T09Z,1165
20180803T08Z,1183
20180803T07Z,1364
20180803T06Z,1447
20180803T05Z,1673
20180803T04Z,1652
20180803T03Z,1730
20180803T02Z,1749
20180803T01Z,1734
20180803T00Z,1739
20180802T23Z,1744
20180802T22Z,1738
20180802T21Z,1749
20180802T20Z,1745
20180802T19Z,1741
20180802T18Z,1737
20180802T17Z,1719
20180802T16Z,1740
20180802T15Z,1740
20180802T14Z,1737
20180802T13Z,1711
20180802T12Z,1662
20180802T11Z,1486
20180802T10Z,1211
20180802T09Z,1172
20180802T08Z,1167
20180802T07Z,1203
20180802T06Z,1302
20180802T05Z,1524
20180802T04Z,1738
20180802T03Z,1740
20180802T02Z,1748
20180802T01Z,1738
20180802T00Z,1745
20180801T23Z,1740
20180801T22Z,1751
20180801T21Z,1754
20180801T20Z,1755
20180801T19Z,1748
20180801T18Z,1751
20180801T17Z,1750
20180801T16Z,1750
20180801T15Z,1752
20180801T14Z,1749
20180801T13Z,1740
20180801T12Z,1637
20180801T11Z,1379
20180801T10Z,1200
20180801T09Z,1171
20180801T08Z,1167
20180801T07Z,1180
20180801T06Z,1232
20180801T05Z,1335
20180801T04Z,1714
20180801T03Z,1835
20180801T02Z,1842
20180801T01Z,1824
20180801T00Z,1855
20180731T23Z,1848
20180731T22Z,1846
20180731T21Z,1849
20180731T20Z,1848
20180731T19Z,1813
20180731T18Z,1889
20180731T17Z,1946
20180731T16Z,1939
20180731T15Z,1947
20180731T14Z,1938
20180731T13Z,1844
20180731T12Z,1707
20180731T11Z,1513
20180731T10Z,1381
20180731T09Z,1368
20180731T08Z,1361
20180731T07Z,1362
20180731T06Z,1369
20180731T05Z,1399
20180731T04Z,1670
20180731T03Z,1943
20180731T02Z,1937
20180731T01Z,1948
20180731T00Z,1947
20180730T23Z,1946
20180730T22Z,1936
20180730T21Z,1942
20180730T20Z,1946
20180730T19Z,1944
20180730T18Z,1939
20180730T17Z,1933
20180730T16Z,1947
20180730T15Z,1930
20180730T14Z,1928
20180730T13Z,1911
20180730T12Z,1744
20180730T11Z,1195
20180730T10Z,851
20180730T09Z,848
20180730T08Z,852
20180730T07Z,849
20180730T06Z,862
20180730T05Z,1057
20180730T04Z,1556
20180730T03Z,1941
20180730T02Z,1944
20180730T01Z,1945
20180730T00Z,1949
20180729T23Z,1953
20180729T22Z,1943
20180729T21Z,1950
20180729T20Z,1945
20180729T19Z,1945
20180729T18Z,1937
20180729T17Z,1927
20180729T16Z,1906
20180729T15Z,1522
20180729T14Z,1349
20180729T13Z,1082
20180729T12Z,882
20180729T11Z,927
20180729T10Z,996
20180729T09Z,1105
20180729T08Z,1258
20180729T07Z,1387
20180729T06Z,1405
20180729T05Z,1518
20180729T04Z,1831
20180729T03Z,1938
20180729T02Z,1948
20180729T01Z,1948
20180729T00Z,1948
20180728T23Z,1958
20180728T22Z,1962
20180728T21Z,1952
20180728T20Z,1955
20180728T19Z,1960
20180728T18Z,1944
20180728T17Z,1935
20180728T16Z,1948
20180728T15Z,1921
20180728T14Z,1872
20180728T13Z,1543
20180728T12Z,1358
20180728T11Z,1355
20180728T10Z,1308
20180728T09Z,1289
20180728T08Z,1392
20180728T07Z,1403
20180728T06Z,1402
20180728T05Z,1580
20180728T04Z,1873
20180728T03Z,1929
20180728T02Z,1930
20180728T01Z,1937
20180728T00Z,1928
20180727T23Z,1952
20180727T22Z,1933
20180727T21Z,1945
20180727T20Z,1936
20180727T19Z,1939
20180727T18Z,1905
20180727T17Z,1915
20180727T16Z,1904
20180727T15Z,1906
20180727T14Z,1894
20180727T13Z,1825
20180727T12Z,1516
20180727T11Z,1352
20180727T10Z,1229
20180727T09Z,1155
20180727T08Z,1323
20180727T07Z,1335
20180727T06Z,1400
20180727T05Z,1768
20180727T04Z,1886
20180727T03Z,1832
20180727T02Z,1803
20180727T01Z,1757
20180727T00Z,1738
20180726T23Z,1735
20180726T22Z,1706
20180726T21Z,1665
20180726T20Z,1675
20180726T19Z,1675
20180726T18Z,1670
20180726T17Z,1661
20180726T16Z,1636
20180726T15Z,1592
20180726T14Z,1535
20180726T13Z,1418
20180726T12Z,1140
20180726T11Z,893
20180726T10Z,764
20180726T09Z,729
20180726T08Z,750
20180726T07Z,881
20180726T06Z,1141
20180726T05Z,1193
20180726T04Z,1427
20180726T03Z,1714
20180726T02Z,1711
20180726T01Z,1732
20180726T00Z,1734
20180725T23Z,1737
20180725T22Z,1740
20180725T21Z,1732
20180725T20Z,1738
20180725T19Z,1733
20180725T18Z,1735
20180725T17Z,1736
20180725T16Z,1745
20180725T15Z,1760
20180725T14Z,1738
20180725T13Z,1722
20180725T12Z,1708
20180725T11Z,1679
20180725T10Z,1447
20180725T09Z,1273
20180725T08Z,1280
20180725T07Z,1459
20180725T06Z,1644
20180725T05Z,1689
20180725T04Z,1732
20180725T03Z,1734
20180725T02Z,1737
20180725T01Z,1742
20180725T00Z,1752
20180724T23Z,1750
20180724T22Z,1743
20180724T21Z,1750
20180724T20Z,1750
20180724T19Z,1737
20180724T18Z,1746
20180724T17Z,1747
20180724T16Z,1742
20180724T15Z,1745
20180724T14Z,1749
20180724T13Z,1740
20180724T12Z,1745
20180724T11Z,1723
20180724T10Z,1478
20180724T09Z,1269
20180724T08Z,1287
20180724T07Z,1511
20180724T06Z,1727
20180724T05Z,1717
20180724T04Z,1718
20180724T03Z,1728
20180724T02Z,1742
20180724T01Z,1752
20180724T00Z,1756
20180723T23Z,1751
20180723T22Z,1744
20180723T21Z,1745
20180723T20Z,1749
20180723T19Z,1745
20180723T18Z,1742
20180723T17Z,1744
20180723T16Z,1744
20180723T15Z,1739
20180723T14Z,1738
20180723T13Z,1716
20180723T12Z,1622
20180723T11Z,1406
20180723T10Z,1178
20180723T09Z,1161
20180723T08Z,1159
20180723T07Z,1169
20180723T06Z,1182
20180723T05Z,1366
20180723T04Z,1658
20180723T03Z,1717
20180723T02Z,1723
20180723T01Z,1731
20180723T00Z,1733
20180722T23Z,1740
20180722T22Z,1733
20180722T21Z,1724
20180722T20Z,1724
20180722T19Z,1727
20180722T18Z,1719
20180722T17Z,1679
20180722T16Z,1415
20180722T15Z,1274
20180722T14Z,1226
20180722T13Z,1105
20180722T12Z,1063
20180722T11Z,1049
20180722T10Z,999
20180722T09Z,1024
20180722T08Z,1101
20180722T07Z,1079
20180722T06Z,1032
20180722T05Z,984
20180722T04Z,1083
20180722T03Z,1158
20180722T02Z,1160
20180722T01Z,1168
20180722T00Z,1469
20180721T23Z,1735
20180721T22Z,1724
20180721T21Z,1731
20180721T20Z,1739
20180721T19Z,1740
20180721T18Z,1736
20180721T17Z,1728
20180721T16Z,1712
20180721T15Z,1711
20180721T14Z,1675
20180721T13Z,1440
20180721T12Z,1168
20180721T11Z,1077
20180721T10Z,1036
20180721T09Z,974
20180721T08Z,967
20180721T07Z,992
20180721T06Z,1199
20180721T05Z,1429
20180721T04Z,1541
20180721T03Z,1549
20180721T02Z,1548
20180721T01Z,1553
20180721T00Z,1553
20180720T23Z,1553
20180720T22Z,1546
20180720T21Z,1555
20180720T20Z,1561
20180720T19Z,1563
20180720T18Z,1561
20180720T17Z,1560
20180720T16Z,1553
20180720T15Z,1552
20180720T14Z,1551
20180720T13Z,1546
20180720T12Z,1541
20180720T11Z,1331
20180720T10Z,1012
20180720T09Z,972
20180720T08Z,971
20180720T07Z,994
20180720T06Z,1199
20180720T05Z,1347
20180720T04Z,1686
20180720T03Z,1745
20180720T02Z,1762
20180720T01Z,1873
20180720T00Z,1959
20180719T23Z,1958
20180719T22Z,1953
20180719T21Z,1956
20180719T20Z,1953
20180719T19Z,1956
20180719T18Z,1952
20180719T17Z,1950
20180719T16Z,1949
20180719T15Z,1945
20180719T14Z,1927
20180719T13Z,1851
20180719T12Z,1776
20180719T11Z,1522
20180719T10Z,1238
20180719T09Z,1169
20180719T08Z,1069
20180719T07Z,1069
20180719T06Z,1234
20180719T05Z,1645
20180719T04Z,1925
20180719T03Z,1909
20180719T02Z,1918
20180719T01Z,1952
20180719T00Z,1951
20180718T23Z,1946
20180718T22Z,1945
20180718T21Z,1944
20180718T20Z,1945
20180718T19Z,1948
20180718T18Z,1949
20180718T17Z,1944
20180718T16Z,1933
20180718T15Z,1933
20180718T14Z,1931
20180718T13Z,1878
20180718T12Z,1545
20180718T11Z,1289
20180718T10Z,1197
20180718T09Z,1100
20180718T08Z,1051
20180718T07Z,1113
20180718T06Z,1523
20180718T05Z,1812
20180718T04Z,1905
20180718T03Z,1924
20180718T02Z,1950
20180718T01Z,1947
20180718T00Z,1951
20180717T23Z,1937
20180717T22Z,1938
20180717T21Z,1923
20180717T20Z,1930
20180717T19Z,1927
20180717T18Z,1936
20180717T17Z,1928
20180717T16Z,1929
20180717T15Z,1928
20180717T14Z,1930
20180717T13Z,1918
20180717T12Z,1893
20180717T11Z,1884
20180717T10Z,1872
20180717T09Z,1697
20180717T08Z,1749
20180717T07Z,1861
20180717T06Z,1882
20180717T05Z,1885
20180717T04Z,1874
20180717T03Z,1897
20180717T02Z,1904
20180717T01Z,1904
20180717T00Z,1880
20180716T23Z,1836
20180716T22Z,1818
20180716T21Z,1815
20180716T20Z,1817
20180716T19Z,1801
20180716T18Z,1805
20180716T17Z,1802
20180716T16Z,1792
20180716T15Z,1832
20180716T14Z,1902
20180716T13Z,1892
20180716T12Z,1882
20180716T11Z,1798
20180716T10Z,1667
20180716T09Z,1511
20180716T08Z,1561
20180716T07Z,1648
20180716T06Z,1674
20180716T05Z,1665
20180716T04Z,1689
20180716T03Z,1825
20180716T02Z,1816
20180716T01Z,1777
20180716T00Z,1723
20180715T23Z,1716
20180715T22Z,1720
20180715T21Z,1716
20180715T20Z,1714
20180715T19Z,1703
20180715T18Z,1696
20180715T17Z,1698
20180715T16Z,1694
20180715T15Z,1690
20180715T14Z,1601
20180715T13Z,1313
20180715T12Z,1143
20180715T11Z,1077
20180715T10Z,1061
20180715T09Z,1093
20180715T08Z,1279
20180715T07Z,1456
20180715T06Z,1463
20180715T05Z,1463
20180715T04Z,1578
20180715T03Z,1684
20180715T02Z,1687
20180715T01Z,1689
20180715T00Z,1689
20180714T23Z,1691
20180714T22Z,1689
20180714T21Z,1688
20180714T20Z,1688
20180714T19Z,1684
20180714T18Z,1682
20180714T17Z,1679
20180714T16Z,1678
20180714T15Z,1672
20180714T14Z,1669
20180714T13Z,1614
20180714T12Z,1482
20180714T11Z,1425
20180714T10Z,1430
20180714T09Z,1411
20180714T08Z,1442
20180714T07Z,1617
20180714T06Z,1652
20180714T05Z,1612
20180714T04Z,1570
20180714T03Z,1551
20180714T02Z,1534
20180714T01Z,1522
20180714T00Z,1507
20180713T23Z,1504
20180713T22Z,1510
20180713T21Z,1507
20180713T20Z,1523
20180713T19Z,1518
20180713T18Z,1521
20180713T17Z,1522
20180713T16Z,1529
20180713T15Z,1528
20180713T14Z,1520
20180713T13Z,1524
20180713T12Z,1509
20180713T11Z,1404
20180713T10Z,1179
20180713T09Z,1089
20180713T08Z,1205
20180713T07Z,1396
20180713T06Z,1383
20180713T05Z,1377
20180713T04Z,1411
20180713T03Z,1419
20180713T02Z,1525
20180713T01Z,1527
20180713T00Z,1523
20180712T23Z,1517
20180712T22Z,1512
20180712T21Z,1509
20180712T20Z,1508
20180712T19Z,1509
20180712T18Z,1506
20180712T17Z,1510
20180712T16Z,1510
20180712T15Z,1504
20180712T14Z,1502
20180712T13Z,1505
20180712T12Z,1484
20180712T11Z,1306
20180712T10Z,1068
20180712T09Z,1005
20180712T08Z,1083
20180712T07Z,1323
20180712T06Z,1361
20180712T05Z,1488
20180712T04Z,1672
20180712T03Z,1672
20180712T02Z,1678
20180712T01Z,1683
20180712T00Z,1693
20180711T23Z,1706
20180711T22Z,1724
20180711T21Z,1741
20180711T20Z,1753
20180711T19Z,1756
20180711T18Z,1759
20180711T17Z,1766
20180711T16Z,1765
20180711T15Z,1765
20180711T14Z,1760
20180711T13Z,1740
20180711T12Z,1727
20180711T11Z,1705
20180711T10Z,1612
20180711T09Z,1352
20180711T08Z,1421
20180711T07Z,1683
20180711T06Z,1717
20180711T05Z,1709
20180711T04Z,1720
20180711T03Z,1725
20180711T02Z,1726
20180711T01Z,1723
20180711T00Z,1721
20180710T23Z,1718
20180710T22Z,1714
20180710T21Z,1712
20180710T20Z,1733
20180710T19Z,1738
20180710T18Z,1739
20180710T17Z,1739
20180710T16Z,1743
20180710T15Z,1743
20180710T14Z,1741
20180710T13Z,1737
20180710T12Z,1598
20180710T11Z,1319
20180710T10Z,1061
20180710T09Z,863
20180710T08Z,963
20180710T07Z,1228
20180710T06Z,1301
20180710T05Z,1616
20180710T04Z,1729
20180710T03Z,1746
20180710T02Z,1752
20180710T01Z,1748
20180710T00Z,1727
20180709T23Z,1720
20180709T22Z,1720
20180709T21Z,1727
20180709T20Z,1728
20180709T19Z,1735
20180709T18Z,1735
20180709T17Z,1726
20180709T16Z,1718
20180709T15Z,1715
20180709T14Z,1674
20180709T13Z,1528
20180709T12Z,1150
20180709T11Z,916
20180709T10Z,812
20180709T09Z,754
20180709T08Z,766
20180709T07Z,848
20180709T06Z,966
20180709T05Z,1262
20180709T04Z,1451
20180709T03Z,1556
20180709T02Z,1562
20180709T01Z,1561
20180709T00Z,1557
20180708T23Z,1557
20180708T22Z,1558
20180708T21Z,1556
20180708T20Z,1555
20180708T19Z,1554
20180708T18Z,1553
20180708T17Z,1554
20180708T16Z,1525
20180708T15Z,1295
20180708T14Z,865
20180708T13Z,678
20180708T12Z,677
20180708T11Z,676
20180708T10Z,676
20180708T09Z,678
20180708T08Z,678
20180708T07Z,668
20180708T06Z,672
20180708T05Z,795
20180708T04Z,1104
20180708T03Z,1459
20180708T02Z,1545
20180708T01Z,1528
20180708T00Z,1558
20180707T23Z,1557
20180707T22Z,1559
20180707T21Z,1557
20180707T20Z,1559
20180707T19Z,1557
20180707T18Z,1551
20180707T17Z,1524
20180707T16Z,1310
20180707T15Z,1129
20180707T14Z,1136
20180707T13Z,847
20180707T12Z,664
20180707T11Z,666
20180707T10Z,667
20180707T09Z,671
20180707T08Z,700
20180707T07Z,803
20180707T06Z,829
20180707T05Z,904
20180707T04Z,1181
20180707T03Z,1538
20180707T02Z,1570
20180707T01Z,1575
20180707T00Z,1575
20180706T23Z,1577
20180706T22Z,1578
20180706T21Z,1577
20180706T20Z,1579
20180706T19Z,1582
20180706T18Z,1579
20180706T17Z,1571
20180706T16Z,1559
20180706T15Z,1574
20180706T14Z,1573
20180706T13Z,1573
20180706T12Z,1571
20180706T11Z,1569
20180706T10Z,1561
20180706T09Z,1561
20180706T08Z,1560
20180706T07Z,1560
20180706T06Z,1559
20180706T05Z,1732
20180706T04Z,1942
20180706T03Z,1951
20180706T02Z,1953
20180706T01Z,1958
20180706T00Z,1962
20180705T23Z,1962
20180705T22Z,1959
20180705T21Z,1954
20180705T20Z,1941
20180705T19Z,1896
20180705T18Z,1841
20180705T17Z,1962
20180705T16Z,1961
20180705T15Z,1957
20180705T14Z,1954
20180705T13Z,1952
20180705T12Z,1947
20180705T11Z,1945
20180705T10Z,1921
20180705T09Z,1769
20180705T08Z,1819
20180705T07Z,1930
20180705T06Z,1953
20180705T05Z,1950
20180705T04Z,1910
20180705T03Z,1963
20180705T02Z,1967
20180705T01Z,1971
20180705T00Z,1964
20180704T23Z,1966
20180704T22Z,1971
20180704T21Z,1968
20180704T20Z,1964
20180704T19Z,1966
20180704T18Z,1971
20180704T17Z,1961
20180704T16Z,1960
20180704T15Z,1963
20180704T14Z,1959
20180704T13Z,1948
20180704T12Z,1915
20180704T11Z,1916
20180704T10Z,1942
20180704T09Z,1945
20180704T08Z,1944
20180704T07Z,1947
20180704T06Z,1948
20180704T05Z,1992
20180704T04Z,1946
20180704T03Z,1957
20180704T02Z,1975
20180704T01Z,2116
20180704T00Z,2129
20180703T23Z,2132
20180703T22Z,2131
20180703T21Z,2135
20180703T20Z,2127
20180703T19Z,2133
20180703T18Z,2135
20180703T17Z,2116
20180703T16Z,2115
20180703T15Z,2089
20180703T14Z,2056
20180703T13Z,2047
20180703T12Z,2037
20180703T11Z,2024
20180703T10Z,2031
20180703T09Z,1972
20180703T08Z,1984
20180703T07Z,2014
20180703T06Z,2031
20180703T05Z,2029
20180703T04Z,2048
20180703T03Z,2052
20180703T02Z,2096
20180703T01Z,2138
20180703T00Z,2149
20180702T23Z,2160
20180702T22Z,2172
20180702T21Z,2069
20180702T20Z,2145
20180702T19Z,2191
20180702T18Z,2188
20180702T17Z,2181
20180702T16Z,2184
20180702T15Z,2173
20180702T14Z,2168
20180702T13Z,2163
20180702T12Z,2155
20180702T11Z,2157
20180702T10Z,2034
20180702T09Z,1878
20180702T08Z,1966
20180702T07Z,1989
20180702T06Z,1993
20180702T05Z,1977
20180702T04Z,2034
20180702T03Z,2103
20180702T02Z,2062
20180702T01Z,2025
20180702T00Z,1968
20180701T23Z,1970
20180701T22Z,1960
20180701T21Z,1945
20180701T20Z,1952
20180701T19Z,1964
20180701T18Z,1962
20180701T17Z,1940
20180701T16Z,1869
20180701T15Z,1858
20180701T14Z,1851
20180701T13Z,1721
20180701T12Z,1415
20180701T11Z,1279
20180701T10Z,1240
20180701T09Z,1284
20180701T08Z,1495
20180701T07Z,1637
20180701T06Z,1603
20180701T05Z,1638
