,natural gas,hydro
20190309T21-08,228,46.0
20190309T20-08,228,46.0
20190309T19-08,225,46.0
20190309T18-08,219,46.0
20190309T17-08,213,45.0
20190309T16-08,202,45.0
20190309T15-08,205,45.0
20190309T14-08,223,46.0
20190309T13-08,231,45.0
20190309T12-08,224,45.0
20190309T11-08,214,45.0
20190309T10-08,208,45.0
20190309T09-08,205,45.0
20190309T08-08,213,45.0
20190309T07-08,213,46.0
20190309T06-08,210,45.0
20190309T05-08,205,45.0
20190309T04-08,204,46.0
20190309T03-08,204,45.0
20190309T02-08,204,45.0
20190309T01-08,206,45.0
20190309T00-08,209,45.0
20190308T23-08,209,45.0
20190308T22-08,215,45.0
20190308T21-08,220,45.0
20190308T20-08,220,45.0
20190308T19-08,215,45.0
20190308T18-08,187,45.0
20190308T17-08,182,46.0
20190308T16-08,181,45.0
20190308T15-08,182,45.0
20190308T14-08,189,45.0
20190308T13-08,190,45.0
20190308T12-08,195,45.0
20190308T11-08,197,45.0
20190308T10-08,204,45.0
20190308T09-08,208,45.0
20190308T08-08,208,45.0
20190308T07-08,209,45.0
20190308T06-08,205,45.0
20190308T05-08,202,45.0
20190308T04-08,209,38.0
20190308T03-08,227,17.0
20190308T02-08,225,18.0
20190308T01-08,201,42.0
20190308T00-08,196,46.0
20190307T23-08,205,45.0
20190307T22-08,220,45.0
20190307T21-08,220,45.0
20190307T20-08,223,45.0
20190307T19-08,228,45.0
20190307T18-08,217,45.0
20190307T17-08,213,44.0
20190307T16-08,202,45.0
20190307T15-08,197,45.0
20190307T14-08,200,44.0
20190307T13-08,197,44.0
20190307T12-08,199,44.0
20190307T11-08,200,44.0
20190307T10-08,203,45.0
20190307T09-08,205,45.0
20190307T08-08,205,45.0
20190307T07-08,198,46.0
20190307T06-08,189,46.0
20190307T05-08,194,46.0
20190307T04-08,194,45.0
20190307T03-08,194,45.0
20190307T02-08,194,46.0
20190307T01-08,194,46.0
20190307T00-08,194,45.0
20190306T23-08,195,45.0
20190306T22-08,180,45.0
20190306T21-08,182,46.0
20190306T20-08,190,42.0
20190306T19-08,215,25.0
20190306T18-08,228,11.0
20190306T17-08,231,12.0
20190306T16-08,219,32.0
20190306T15-08,206,42.0
20190306T14-08,209,45.0
20190306T13-08,205,45.0
20190306T12-08,208,45.0
20190306T11-08,203,45.0
20190306T10-08,196,45.0
20190306T09-08,208,45.0
20190306T08-08,219,45.0
20190306T07-08,218,45.0
20190306T06-08,211,45.0
20190306T05-08,201,45.0
20190306T04-08,201,45.0
20190306T03-08,201,45.0
20190306T02-08,201,45.0
20190306T01-08,205,45.0
20190306T00-08,224,45.0
20190305T23-08,225,45.0
20190305T22-08,216,45.0
20190305T21-08,216,45.0
20190305T20-08,213,45.0
20190305T19-08,213,46.0
20190305T18-08,213,45.0
20190305T17-08,216,45.0
20190305T16-08,216,46.0
20190305T15-08,219,46.0
20190305T14-08,220,45.0
20190305T13-08,224,46.0
20190305T12-08,221,46.0
20190305T11-08,219,46.0
20190305T10-08,215,45.0
20190305T09-08,212,46.0
20190305T08-08,213,46.0
20190305T07-08,220,46.0
20190305T06-08,222,46.0
20190305T05-08,207,46.0
20190305T04-08,197,46.0
20190305T03-08,200,46.0
20190305T02-08,202,46.0
20190305T01-08,217,46.0
20190305T00-08,220,46.0
20190304T23-08,221,45.0
20190304T22-08,248,45.0
20190304T21-08,257,46.0
20190304T20-08,261,45.0
20190304T19-08,262,45.0
20190304T18-08,259,46.0
20190304T17-08,251,46.0
20190304T16-08,225,46.0
20190304T15-08,219,46.0
20190304T14-08,217,46.0
20190304T13-08,214,46.0
20190304T12-08,214,46.0
20190304T11-08,219,45.0
20190304T10-08,236,46.0
20190304T09-08,246,46.0
20190304T08-08,252,45.0
20190304T07-08,246,46.0
20190304T06-08,224,46.0
20190304T05-08,219,46.0
20190304T04-08,215,46.0
20190304T03-08,202,46.0
20190304T02-08,191,45.0
20190304T01-08,204,45.0
20190304T00-08,210,46.0
20190303T23-08,214,46.0
20190303T22-08,214,46.0
20190303T21-08,214,46.0
20190303T20-08,214,45.0
20190303T19-08,216,45.0
20190303T18-08,209,46.0
20190303T17-08,194,46.0
20190303T16-08,216,46.0
20190303T15-08,212,45.0
20190303T14-08,198,45.0
20190303T13-08,188,45.0
20190303T12-08,190,45.0
20190303T11-08,190,46.0
20190303T10-08,193,45.0
20190303T09-08,198,45.0
20190303T08-08,208,45.0
20190303T07-08,236,45.0
20190303T06-08,229,45.0
20190303T05-08,228,45.0
20190303T04-08,228,45.0
20190303T03-08,229,46.0
20190303T02-08,228,46.0
20190303T01-08,231,46.0
20190303T00-08,239,45.0
20190302T23-08,252,45.0
20190302T22-08,288,46.0
20190302T21-08,302,46.0
20190302T20-08,302,46.0
20190302T19-08,299,46.0
20190302T18-08,278,46.0
20190302T17-08,268,46.0
20190302T16-08,276,45.0
20190302T15-08,279,46.0
20190302T14-08,291,44.0
20190302T13-08,288,45.0
20190302T12-08,288,45.0
20190302T11-08,288,45.0
20190302T10-08,287,45.0
20190302T09-08,286,45.0
20190302T08-08,287,46.0
20190302T07-08,292,46.0
20190302T06-08,250,45.0
20190302T05-08,241,46.0
20190302T04-08,241,45.0
20190302T03-08,245,46.0
20190302T02-08,226,45.0
20190302T01-08,238,45.0
20190302T00-08,215,45.0
20190301T23-08,246,45.0
20190301T22-08,291,45.0
20190301T21-08,307,45.0
20190301T20-08,307,45.0
20190301T19-08,307,45.0
20190301T18-08,307,45.0
20190301T17-08,306,46.0
20190301T16-08,307,46.0
20190301T15-08,311,45.0
20190301T14-08,309,46.0
20190301T13-08,306,45.0
20190301T12-08,304,46.0
20190301T11-08,305,45.0
20190301T10-08,310,45.0
20190301T09-08,310,45.0
20190301T08-08,310,46.0
20190301T07-08,293,46.0
20190301T06-08,251,46.0
20190301T05-08,240,46.0
20190301T04-08,240,46.0
20190301T03-08,239,45.0
20190301T02-08,239,45.0
20190301T01-08,239,45.0
20190301T00-08,246,45.0
20190228T23-08,262,45.0
20190228T22-08,267,45.0
20190228T21-08,269,45.0
20190228T20-08,269,45.0
20190228T19-08,267,45.0
20190228T18-08,254,46.0
20190228T17-08,242,46.0
20190228T16-08,253,45.0
20190228T15-08,266,45.0
20190228T14-08,266,46.0
20190228T13-08,269,45.0
20190228T12-08,269,45.0
20190228T11-08,266,46.0
20190228T10-08,253,45.0
20190228T09-08,252,46.0
20190228T08-08,214,46.0
20190228T07-08,214,45.0
20190228T06-08,210,45.0
20190228T05-08,204,45.0
20190228T04-08,204,46.0
20190228T03-08,204,46.0
20190228T02-08,203,45.0
20190228T01-08,198,45.0
20190228T00-08,203,46.0
20190227T23-08,218,46.0
20190227T22-08,211,46.0
20190227T21-08,216,46.0
20190227T20-08,218,46.0
20190227T19-08,218,45.0
20190227T18-08,218,45.0
20190227T17-08,213,46.0
20190227T16-08,196,46.0
20190227T15-08,187,46.0
20190227T14-08,184,45.0
20190227T13-08,186,45.0
20190227T12-08,195,45.0
20190227T11-08,210,45.0
20190227T10-08,215,46.0
20190227T09-08,214,46.0
20190227T08-08,211,46.0
20190227T07-08,207,44.0
20190227T06-08,200,44.0
20190227T05-08,199,44.0
20190227T04-08,199,44.0
20190227T03-08,200,44.0
20190227T02-08,200,44.0
20190227T01-08,202,43.0
20190227T00-08,205,43.0
20190226T23-08,204,43.0
20190226T22-08,197,43.0
20190226T21-08,197,43.0
20190226T20-08,199,43.0
20190226T19-08,206,44.0
20190226T18-08,206,45.0
20190226T17-08,206,41.0
20190226T16-08,191,42.0
20190226T15-08,190,45.0
20190226T14-08,189,46.0
20190226T13-08,224,4.0
20190226T12-08,226,0.0
20190226T11-08,226,0.0
20190226T10-08,224,0.0
20190226T09-08,209,0.0
20190226T08-08,209,0.0
20190226T07-08,209,0.0
20190226T06-08,202,0.0
20190226T05-08,196,0.0
20190226T04-08,197,0.0
20190226T03-08,201,0.0
20190226T02-08,209,0.0
20190226T01-08,220,0.0
20190226T00-08,226,0.0
20190225T23-08,224,0.0
20190225T22-08,215,0.0
20190225T21-08,219,0.0
20190225T20-08,227,0.0
20190225T19-08,229,0.0
20190225T18-08,234,0.0
20190225T17-08,234,0.0
20190225T16-08,217,0.0
20190225T15-08,213,0.0
20190225T14-08,205,0.0
20190225T13-08,202,0.0
20190225T12-08,196,0.0
20190225T11-08,194,0.0
20190225T10-08,186,0.0
20190225T09-08,182,0.0
20190225T08-08,177,2.0
20190225T07-08,140,45.0
20190225T06-08,122,45.0
20190225T05-08,100,45.0
20190225T04-08,97,45.0
20190225T03-08,97,45.0
20190225T02-08,104,45.0
20190225T01-08,99,46.0
20190225T00-08,99,45.0
20190224T23-08,97,45.0
20190224T22-08,97,45.0
20190224T21-08,97,45.0
20190224T20-08,96,45.0
20190224T19-08,98,45.0
20190224T18-08,106,45.0
20190224T17-08,115,46.0
20190224T16-08,102,45.0
20190224T15-08,98,45.0
20190224T14-08,94,45.0
20190224T13-08,92,45.0
20190224T12-08,90,45.0
20190224T11-08,98,45.0
20190224T10-08,98,45.0
20190224T09-08,97,45.0
20190224T08-08,103,45.0
20190224T07-08,108,45.0
20190224T06-08,100,45.0
20190224T05-08,98,45.0
20190224T04-08,98,45.0
20190224T03-08,96,45.0
20190224T02-08,96,45.0
20190224T01-08,96,45.0
20190224T00-08,103,45.0
20190223T23-08,107,45.0
20190223T22-08,107,45.0
20190223T21-08,107,45.0
20190223T20-08,112,45.0
20190223T19-08,104,45.0
20190223T18-08,105,45.0
20190223T17-08,114,46.0
20190223T16-08,106,46.0
20190223T15-08,95,45.0
20190223T14-08,93,45.0
20190223T13-08,95,45.0
20190223T12-08,98,45.0
20190223T11-08,100,45.0
20190223T10-08,101,45.0
20190223T09-08,99,45.0
20190223T08-08,107,46.0
20190223T07-08,108,46.0
20190223T06-08,113,46.0
20190223T05-08,114,46.0
20190223T04-08,113,46.0
20190223T03-08,113,46.0
20190223T02-08,127,46.0
20190223T01-08,146,46.0
20190223T00-08,209,45.0
20190222T23-08,220,45.0
20190222T22-08,193,45.0
20190222T21-08,197,45.0
20190222T20-08,199,45.0
20190222T19-08,204,45.0
20190222T18-08,216,45.0
20190222T17-08,199,45.0
20190222T16-08,190,46.0
20190222T15-08,190,46.0
20190222T14-08,190,45.0
20190222T13-08,188,46.0
20190222T12-08,186,46.0
20190222T11-08,190,46.0
20190222T10-08,202,45.0
20190222T09-08,216,45.0
20190222T08-08,219,45.0
20190222T07-08,219,45.0
20190222T06-08,218,45.0
20190222T05-08,221,45.0
20190222T04-08,225,45.0
20190222T03-08,225,45.0
20190222T02-08,225,45.0
20190222T01-08,225,45.0
20190222T00-08,225,46.0
20190221T23-08,225,46.0
20190221T22-08,227,45.0
20190221T21-08,229,45.0
20190221T20-08,228,45.0
20190221T19-08,228,45.0
20190221T18-08,228,46.0
20190221T17-08,220,46.0
20190221T16-08,194,45.0
20190221T15-08,197,45.0
20190221T14-08,197,45.0
20190221T13-08,197,46.0
20190221T12-08,199,45.0
20190221T11-08,204,45.0
20190221T10-08,208,46.0
20190221T09-08,212,47.0
20190221T08-08,216,46.0
20190221T07-08,219,44.0
20190221T06-08,219,43.0
20190221T05-08,216,44.0
20190221T04-08,207,44.0
20190221T03-08,205,43.0
20190221T02-08,205,43.0
20190221T01-08,211,43.0
20190221T00-08,217,43.0
20190220T23-08,216,44.0
20190220T22-08,211,43.0
20190220T21-08,210,41.0
20190220T20-08,210,43.0
20190220T19-08,211,44.0
20190220T18-08,218,45.0
20190220T17-08,214,45.0
20190220T16-08,204,46.0
20190220T15-08,201,45.0
20190220T14-08,195,45.0
20190220T13-08,194,45.0
20190220T12-08,190,46.0
20190220T11-08,186,46.0
20190220T10-08,193,45.0
20190220T09-08,198,46.0
20190220T08-08,198,45.0
20190220T07-08,195,46.0
20190220T06-08,202,46.0
20190220T05-08,201,45.0
20190220T04-08,201,46.0
20190220T03-08,201,46.0
20190220T02-08,201,46.0
20190220T01-08,202,46.0
20190220T00-08,198,45.0
20190219T23-08,194,45.0
20190219T22-08,201,45.0
20190219T21-08,210,45.0
20190219T20-08,216,46.0
20190219T19-08,216,46.0
20190219T18-08,212,46.0
20190219T17-08,207,45.0
20190219T16-08,183,46.0
20190219T15-08,183,46.0
20190219T14-08,183,46.0
20190219T13-08,185,46.0
20190219T12-08,208,46.0
20190219T11-08,210,46.0
20190219T10-08,208,46.0
20190219T09-08,216,46.0
20190219T08-08,230,45.0
20190219T07-08,225,44.0
20190219T06-08,212,44.0
20190219T05-08,197,44.0
20190219T04-08,194,44.0
20190219T03-08,194,44.0
20190219T02-08,194,44.0
20190219T01-08,197,44.0
20190219T00-08,203,45.0
20190218T23-08,203,44.0
20190218T22-08,203,44.0
20190218T21-08,203,44.0
20190218T20-08,203,44.0
20190218T19-08,198,44.0
20190218T18-08,198,44.0
20190218T17-08,198,44.0
20190218T16-08,184,44.0
20190218T15-08,184,45.0
20190218T14-08,184,45.0
20190218T13-08,185,45.0
20190218T12-08,190,45.0
20190218T11-08,190,45.0
20190218T10-08,193,45.0
20190218T09-08,195,45.0
20190218T08-08,197,45.0
20190218T07-08,208,45.0
20190218T06-08,210,45.0
20190218T05-08,193,45.0
20190218T04-08,193,45.0
20190218T03-08,192,45.0
20190218T02-08,186,45.0
20190218T01-08,190,45.0
20190218T00-08,201,46.0
20190217T23-08,207,45.0
20190217T22-08,201,45.0
20190217T21-08,198,45.0
20190217T20-08,198,45.0
20190217T19-08,198,45.0
20190217T18-08,192,45.0
20190217T17-08,181,45.0
20190217T16-08,181,46.0
20190217T15-08,191,45.0
20190217T14-08,206,45.0
20190217T13-08,207,46.0
20190217T12-08,204,46.0
20190217T11-08,202,44.0
20190217T10-08,196,44.0
20190217T09-08,190,44.0
20190217T08-08,192,44.0
20190217T07-08,200,44.0
20190217T06-08,200,44.0
20190217T05-08,200,43.0
20190217T04-08,198,43.0
20190217T03-08,198,43.0
20190217T02-08,198,44.0
20190217T01-08,198,43.0
20190217T00-08,198,44.0
20190216T23-08,196,43.0
20190216T22-08,196,43.0
20190216T21-08,197,44.0
20190216T20-08,197,44.0
20190216T19-08,191,44.0
20190216T18-08,180,44.0
20190216T17-08,176,44.0
20190216T16-08,178,44.0
20190216T15-08,188,44.0
20190216T14-08,187,44.0
20190216T13-08,203,44.0
20190216T12-08,203,44.0
20190216T11-08,203,44.0
20190216T10-08,203,44.0
20190216T09-08,198,43.0
20190216T08-08,194,43.0
20190216T07-08,195,44.0
20190216T06-08,198,44.0
20190216T05-08,198,43.0
20190216T04-08,198,44.0
20190216T03-08,197,44.0
20190216T02-08,194,44.0
20190216T01-08,191,44.0
20190216T00-08,178,43.0
20190215T23-08,182,43.0
20190215T22-08,187,43.0
20190215T21-08,196,43.0
20190215T20-08,198,44.0
20190215T19-08,199,44.0
20190215T18-08,196,45.0
20190215T17-08,195,44.0
20190215T16-08,195,44.0
20190215T15-08,211,42.0
20190215T14-08,203,45.0
20190215T13-08,213,46.0
20190215T12-08,221,44.0
20190215T11-08,223,45.0
20190215T10-08,223,45.0
20190215T09-08,222,45.0
20190215T08-08,219,46.0
20190215T07-08,203,45.0
20190215T06-08,202,45.0
20190215T05-08,201,45.0
20190215T04-08,201,45.0
20190215T03-08,201,45.0
20190215T02-08,200,45.0
20190215T01-08,200,46.0
20190215T00-08,202,44.0
20190214T23-08,216,44.0
20190214T22-08,228,44.0
20190214T21-08,227,44.0
20190214T20-08,214,45.0
20190214T19-08,214,45.0
20190214T18-08,213,44.0
20190214T17-08,206,46.0
20190214T16-08,208,46.0
20190214T15-08,219,46.0
20190214T14-08,222,46.0
20190214T13-08,222,46.0
20190214T12-08,217,46.0
20190214T11-08,212,45.0
20190214T10-08,213,45.0
20190214T09-08,218,46.0
20190214T08-08,217,46.0
20190214T07-08,208,46.0
20190214T06-08,205,46.0
20190214T05-08,194,46.0
20190214T04-08,192,46.0
20190214T03-08,190,46.0
20190214T02-08,193,46.0
20190214T01-08,204,46.0
20190214T00-08,222,46.0
20190213T23-08,222,46.0
20190213T22-08,217,46.0
20190213T21-08,207,46.0
20190213T20-08,208,46.0
20190213T19-08,207,46.0
20190213T18-08,203,46.0
20190213T17-08,207,46.0
20190213T16-08,205,47.0
20190213T15-08,215,46.0
20190213T14-08,219,46.0
20190213T13-08,228,46.0
20190213T12-08,227,46.0
20190213T11-08,223,45.0
20190213T10-08,221,46.0
20190213T09-08,224,46.0
20190213T08-08,227,46.0
20190213T07-08,221,46.0
20190213T06-08,211,46.0
20190213T05-08,199,46.0
20190213T04-08,197,46.0
20190213T03-08,204,46.0
20190213T02-08,207,46.0
20190213T01-08,225,46.0
20190213T00-08,212,46.0
20190212T23-08,214,46.0
20190212T22-08,214,46.0
20190212T21-08,211,47.0
20190212T20-08,207,46.0
20190212T19-08,193,46.0
20190212T18-08,187,46.0
20190212T17-08,214,46.0
20190212T16-08,220,46.0
20190212T15-08,223,46.0
20190212T14-08,216,46.0
20190212T13-08,211,46.0
20190212T12-08,209,46.0
20190212T11-08,202,46.0
20190212T10-08,201,46.0
20190212T09-08,205,46.0
20190212T08-08,211,46.0
20190212T07-08,207,46.0
20190212T06-08,205,46.0
20190212T05-08,203,46.0
20190212T04-08,202,46.0
20190212T03-08,215,46.0
20190212T02-08,218,46.0
20190212T01-08,224,46.0
20190212T00-08,222,46.0
20190211T23-08,245,45.0
20190211T22-08,258,45.0
20190211T21-08,269,45.0
20190211T20-08,267,45.0
20190211T19-08,251,45.0
20190211T18-08,242,45.0
20190211T17-08,235,46.0
20190211T16-08,220,45.0
20190211T15-08,220,45.0
20190211T14-08,220,45.0
20190211T13-08,227,45.0
20190211T12-08,237,46.0
20190211T11-08,238,46.0
20190211T10-08,238,46.0
20190211T09-08,232,46.0
20190211T08-08,223,46.0
20190211T07-08,223,46.0
20190211T06-08,200,46.0
20190211T05-08,186,46.0
20190211T04-08,191,46.0
20190211T03-08,191,46.0
20190211T02-08,191,46.0
20190211T01-08,191,46.0
20190211T00-08,190,46.0
20190210T23-08,190,47.0
20190210T22-08,200,46.0
20190210T21-08,214,46.0
20190210T20-08,218,46.0
20190210T19-08,195,46.0
20190210T18-08,188,46.0
20190210T17-08,197,46.0
20190210T16-08,193,46.0
20190210T15-08,185,46.0
20190210T14-08,181,46.0
20190210T13-08,180,46.0
20190210T12-08,181,46.0
20190210T11-08,190,46.0
20190210T10-08,202,46.0
20190210T09-08,202,46.0
20190210T08-08,203,45.0
20190210T07-08,203,39.0
20190210T06-08,202,42.0
20190210T05-08,202,43.0
20190210T04-08,205,44.0
20190210T03-08,210,44.0
20190210T02-08,213,44.0
20190210T01-08,216,44.0
20190210T00-08,212,44.0
20190209T23-08,212,44.0
20190209T22-08,214,45.0
20190209T21-08,210,44.0
20190209T20-08,224,45.0
20190209T19-08,224,44.0
20190209T18-08,217,44.0
20190209T17-08,203,43.0
20190209T16-08,203,43.0
20190209T15-08,203,44.0
20190209T14-08,202,44.0
20190209T13-08,203,44.0
20190209T12-08,203,45.0
20190209T11-08,209,45.0
20190209T10-08,212,44.0
20190209T09-08,203,43.0
20190209T08-08,203,44.0
20190209T07-08,198,44.0
20190209T06-08,193,43.0
20190209T05-08,194,43.0
20190209T04-08,194,43.0
20190209T03-08,194,43.0
20190209T02-08,194,43.0
20190209T01-08,194,43.0
20190209T00-08,198,45.0
20190208T23-08,202,46.0
20190208T22-08,207,46.0
20190208T21-08,206,46.0
20190208T20-08,206,46.0
20190208T19-08,206,46.0
20190208T18-08,200,47.0
20190208T17-08,193,50.0
20190208T16-08,211,31.0
20190208T15-08,203,50.0
20190208T14-08,180,49.0
20190208T13-08,166,46.0
20190208T12-08,183,21.0
20190208T11-08,196,15.0
20190208T10-08,209,17.0
20190208T09-08,223,17.0
20190208T08-08,229,18.0
20190208T07-08,220,18.0
20190208T06-08,195,19.0
20190208T05-08,190,22.0
20190208T04-08,196,22.0
20190208T03-08,198,22.0
20190208T02-08,200,22.0
20190208T01-08,208,21.0
20190208T00-08,235,22.0
20190207T23-08,271,22.0
20190207T22-08,335,22.0
20190207T21-08,351,22.0
20190207T20-08,351,22.0
20190207T19-08,350,21.0
20190207T18-08,332,20.0
20190207T17-08,310,21.0
20190207T16-08,266,21.0
20190207T15-08,264,21.0
20190207T14-08,256,21.0
20190207T13-08,258,20.0
20190207T12-08,327,17.0
20190207T11-08,335,16.0
20190207T10-08,349,15.0
20190207T09-08,362,17.0
20190207T08-08,361,18.0
20190207T07-08,347,18.0
20190207T06-08,261,18.0
20190207T05-08,238,18.0
20190207T04-08,239,18.0
20190207T03-08,243,18.0
20190207T02-08,250,18.0
20190207T01-08,257,18.0
20190207T00-08,265,18.0
20190206T23-08,276,18.0
20190206T22-08,327,18.0
20190206T21-08,337,18.0
20190206T20-08,339,18.0
20190206T19-08,336,18.0
20190206T18-08,325,19.0
20190206T17-08,299,18.0
20190206T16-08,282,18.0
20190206T15-08,282,18.0
20190206T14-08,282,18.0
20190206T13-08,284,18.0
20190206T12-08,328,18.0
20190206T11-08,335,18.0
20190206T10-08,341,18.0
20190206T09-08,347,19.0
20190206T08-08,356,19.0
20190206T07-08,344,20.0
20190206T06-08,265,20.0
20190206T05-08,237,20.0
20190206T04-08,233,20.0
20190206T03-08,233,20.0
20190206T02-08,233,20.0
20190206T01-08,229,19.0
20190206T00-08,234,19.0
20190205T23-08,254,20.0
20190205T22-08,314,19.0
20190205T21-08,313,19.0
20190205T20-08,310,20.0
20190205T19-08,306,20.0
20190205T18-08,294,20.0
20190205T17-08,291,20.0
20190205T16-08,295,20.0
20190205T15-08,287,20.0
20190205T14-08,285,20.0
20190205T13-08,290,20.0
20190205T12-08,293,20.0
20190205T11-08,301,20.0
20190205T10-08,304,20.0
20190205T09-08,306,21.0
20190205T08-08,298,40.0
20190205T07-08,272,40.0
20190205T06-08,222,41.0
20190205T05-08,192,40.0
20190205T04-08,197,40.0
20190205T03-08,197,40.0
20190205T02-08,198,40.0
20190205T01-08,206,40.0
20190205T00-08,218,40.0
20190204T23-08,204,40.0
20190204T22-08,208,40.0
20190204T21-08,212,40.0
20190204T20-08,213,40.0
20190204T19-08,213,40.0
20190204T18-08,204,41.0
20190204T17-08,198,40.0
20190204T16-08,207,40.0
20190204T15-08,212,40.0
20190204T14-08,212,40.0
20190204T13-08,213,40.0
20190204T12-08,213,40.0
20190204T11-08,206,40.0
20190204T10-08,187,44.0
20190204T09-08,201,33.0
20190204T08-08,208,5.0
20190204T07-08,218,5.0
20190204T06-08,216,5.0
20190204T05-08,216,5.0
20190204T04-08,213,5.0
20190204T03-08,212,5.0
20190204T02-08,214,5.0
20190204T01-08,217,5.0
20190204T00-08,220,5.0
20190203T23-08,220,5.0
20190203T22-08,229,1.0
20190203T21-08,232,0.0
20190203T20-08,205,4.0
20190203T19-08,202,4.0
20190203T18-08,197,4.0
20190203T17-08,193,4.0
20190203T16-08,199,4.0
20190203T15-08,193,4.0
20190203T14-08,196,4.0
20190203T13-08,196,4.0
20190203T12-08,196,4.0
20190203T11-08,197,4.0
20190203T10-08,201,4.0
20190203T09-08,204,4.0
20190203T08-08,215,4.0
20190203T07-08,197,4.0
20190203T06-08,197,4.0
20190203T05-08,207,4.0
20190203T04-08,209,4.0
20190203T03-08,220,4.0
20190203T02-08,220,4.0
20190203T01-08,220,4.0
20190203T00-08,220,4.0
20190202T23-08,224,4.0
20190202T22-08,226,4.0
20190202T21-08,214,4.0
20190202T20-08,214,4.0
20190202T19-08,214,4.0
20190202T18-08,209,5.0
20190202T17-08,202,5.0
20190202T16-08,202,5.0
20190202T15-08,208,5.0
20190202T14-08,210,5.0
20190202T13-08,208,4.0
20190202T12-08,197,4.0
20190202T11-08,193,4.0
20190202T10-08,193,4.0
20190202T09-08,194,4.0
20190202T08-08,194,4.0
20190202T07-08,184,4.0
20190202T06-08,192,4.0
20190202T05-08,192,4.0
20190202T04-08,197,4.0
20190202T03-08,207,4.0
20190202T02-08,209,4.0
20190202T01-08,210,4.0
20190202T00-08,210,4.0
20190201T23-08,210,4.0
20190201T22-08,206,4.0
20190201T21-08,208,4.0
20190201T20-08,214,4.0
20190201T19-08,217,3.0
20190201T18-08,220,3.0
20190201T17-08,224,4.0
20190201T16-08,210,4.0
20190201T15-08,212,4.0
20190201T14-08,215,4.0
20190201T13-08,216,4.0
20190201T12-08,215,4.0
20190201T11-08,205,4.0
20190201T10-08,205,4.0
20190201T09-08,210,3.0
20190201T08-08,204,2.0
20190201T07-08,206,2.0
20190201T06-08,207,2.0
20190201T05-08,204,2.0
20190201T04-08,212,2.0
20190201T03-08,222,2.0
20190201T02-08,226,2.0
20190201T01-08,229,2.0
20190201T00-08,218,2.0
20190131T23-08,208,2.0
20190131T22-08,199,2.0
20190131T21-08,204,2.0
20190131T20-08,211,2.0
20190131T19-08,218,2.0
20190131T18-08,215,2.0
20190131T17-08,218,2.0
20190131T16-08,213,2.0
20190131T15-08,197,2.0
20190131T14-08,195,2.0
20190131T13-08,186,2.0
20190131T12-08,196,2.0
20190131T11-08,204,2.0
20190131T10-08,205,2.0
20190131T09-08,205,2.0
20190131T08-08,205,2.0
20190131T07-08,205,2.0
20190131T06-08,201,2.0
20190131T05-08,188,2.0
20190131T04-08,192,2.0
20190131T03-08,202,2.0
20190131T02-08,209,2.0
20190131T01-08,217,2.0
20190131T00-08,221,2.0
20190130T23-08,223,2.0
20190130T22-08,213,2.0
20190130T21-08,221,2.0
20190130T20-08,221,2.0
20190130T19-08,221,2.0
20190130T18-08,215,2.0
20190130T17-08,206,2.0
20190130T16-08,185,2.0
20190130T15-08,183,2.0
20190130T14-08,183,2.0
20190130T13-08,190,2.0
20190130T12-08,200,2.0
20190130T11-08,204,2.0
20190130T10-08,206,2.0
20190130T09-08,216,2.0
20190130T08-08,218,2.0
20190130T07-08,220,2.0
20190130T06-08,224,2.0
20190130T05-08,196,2.0
20190130T04-08,194,2.0
20190130T03-08,197,2.0
20190130T02-08,208,2.0
20190130T01-08,218,2.0
20190130T00-08,216,2.0
20190129T23-08,207,2.0
20190129T22-08,210,2.0
20190129T21-08,210,2.0
20190129T20-08,208,2.0
20190129T19-08,208,2.0
20190129T18-08,207,2.0
20190129T17-08,213,2.0
20190129T16-08,213,2.0
20190129T15-08,185,20.0
20190129T14-08,189,2.0
20190129T13-08,196,2.0
20190129T12-08,207,2.0
20190129T11-08,207,2.0
20190129T10-08,208,2.0
20190129T09-08,209,2.0
20190129T08-08,209,2.0
20190129T07-08,210,2.0
20190129T06-08,203,2.0
20190129T05-08,188,2.0
20190129T04-08,186,2.0
20190129T03-08,192,2.0
20190129T02-08,197,2.0
20190129T01-08,202,2.0
20190129T00-08,196,2.0
20190128T23-08,195,2.0
20190128T22-08,190,2.0
20190128T21-08,188,2.0
20190128T20-08,190,2.0
20190128T19-08,194,2.0
20190128T18-08,195,2.0
20190128T17-08,210,2.0
20190128T16-08,200,2.0
20190128T15-08,200,2.0
20190128T14-08,199,2.0
20190128T13-08,195,2.0
20190128T12-08,193,2.0
20190128T11-08,186,2.0
20190128T10-08,188,2.0
20190128T09-08,196,2.0
20190128T08-08,201,2.0
20190128T07-08,203,2.0
20190128T06-08,206,2.0
20190128T05-08,197,2.0
20190128T04-08,193,2.0
20190128T03-08,193,2.0
20190128T02-08,193,2.0
20190128T01-08,193,2.0
20190128T00-08,193,2.0
20190127T23-08,193,2.0
20190127T22-08,200,2.0
20190127T21-08,218,2.0
20190127T20-08,217,2.0
20190127T19-08,202,2.0
20190127T18-08,195,2.0
20190127T17-08,188,2.0
20190127T16-08,186,2.0
20190127T15-08,184,2.0
20190127T14-08,183,2.0
20190127T13-08,175,2.0
20190127T12-08,177,2.0
20190127T11-08,187,2.0
20190127T10-08,196,2.0
20190127T09-08,197,2.0
20190127T08-08,198,2.0
20190127T07-08,198,2.0
