,natural gas,hydro
20191125T12-08,249,2.0
20191125T11-08,262,2.0
20191125T10-08,257,9.0
20191125T09-08,251,14.0
20191125T08-08,236,14.0
20191125T07-08,232,14.0
20191125T06-08,248,13.0
20191125T05-08,208,13.0
20191125T04-08,206,13.0
20191125T03-08,209,12.0
20191125T02-08,216,2.0
20191125T01-08,220,2.0
20191125T00-08,226,2.0
20191124T23-08,249,11.0
20191124T22-08,254,14.0
20191124T21-08,259,14.0
20191124T20-08,260,14.0
20191124T19-08,261,14.0
20191124T18-08,261,14.0
20191124T17-08,252,14.0
20191124T16-08,196,14.0
20191124T15-08,182,14.0
20191124T14-08,181,14.0
20191124T13-08,185,7.0
20191124T12-08,194,2.0
20191124T11-08,207,2.0
20191124T10-08,216,2.0
20191124T09-08,215,6.0
20191124T08-08,215,14.0
20191124T07-08,215,14.0
20191124T06-08,212,14.0
20191124T05-08,207,14.0
20191124T04-08,207,14.0
20191124T03-08,207,13.0
20191124T02-08,203,2.0
20191124T01-08,203,2.0
20191124T00-08,207,3.0
20191123T23-08,240,14.0
20191123T22-08,255,14.0
20191123T21-08,265,14.0
20191123T20-08,260,13.0
20191123T19-08,252,13.0
20191123T18-08,251,13.0
20191123T17-08,245,13.0
20191123T16-08,226,16.0
20191123T15-08,226,17.0
20191123T14-08,230,2.0
20191123T13-08,240,2.0
20191123T12-08,251,2.0
20191123T11-08,255,10.0
20191123T10-08,258,14.0
20191123T09-08,258,13.0
20191123T08-08,250,13.0
20191123T07-08,225,14.0
20191123T06-08,215,14.0
20191123T05-08,217,14.0
20191123T04-08,208,13.0
20191123T03-08,198,7.0
20191123T02-08,205,2.0
20191123T01-08,210,2.0
20191123T00-08,233,4.0
20191122T23-08,245,14.0
20191122T22-08,249,14.0
20191122T21-08,262,14.0
20191122T20-08,268,14.0
20191122T19-08,294,14.0
20191122T18-08,294,14.0
20191122T17-08,263,14.0
20191122T16-08,254,14.0
20191122T15-08,255,2.0
20191122T14-08,255,2.0
20191122T13-08,256,2.0
20191122T12-08,259,2.0
20191122T11-08,265,13.0
20191122T10-08,268,14.0
20191122T09-08,278,14.0
20191122T08-08,279,14.0
20191122T07-08,273,14.0
20191122T06-08,249,14.0
20191122T05-08,230,14.0
20191122T04-08,228,14.0
20191122T03-08,228,11.0
20191122T02-08,224,2.0
20191122T01-08,232,3.0
20191122T00-08,257,3.0
20191121T23-08,276,17.0
20191121T22-08,307,13.0
20191121T21-08,304,13.0
20191121T20-08,311,13.0
20191121T19-08,313,13.0
20191121T18-08,306,13.0
20191121T17-08,303,14.0
20191121T16-08,263,14.0
20191121T15-08,263,6.0
20191121T14-08,263,2.0
20191121T13-08,262,2.0
20191121T12-08,265,2.0
20191121T11-08,260,11.0
20191121T10-08,259,13.0
20191121T09-08,267,13.0
20191121T08-08,265,13.0
20191121T07-08,265,13.0
20191121T06-08,271,14.0
20191121T05-08,242,14.0
20191121T04-08,246,14.0
20191121T03-08,239,10.0
20191121T02-08,231,2.0
20191121T01-08,226,2.0
20191121T00-08,230,2.0
20191120T23-08,240,8.0
20191120T22-08,238,14.0
20191120T21-08,248,14.0
20191120T20-08,274,14.0
20191120T19-08,286,14.0
20191120T18-08,301,14.0
20191120T17-08,264,14.0
20191120T16-08,229,14.0
20191120T15-08,229,14.0
20191120T14-08,236,4.0
20191120T13-08,238,2.0
20191120T12-08,241,2.0
20191120T11-08,218,13.0
20191120T10-08,226,13.0
20191120T09-08,230,13.0
20191120T08-08,245,13.0
20191120T07-08,243,13.0
20191120T06-08,231,15.0
20191120T05-08,221,15.0
20191120T04-08,208,6.0
20191120T03-08,203,2.0
20191120T02-08,204,2.0
20191120T01-08,224,2.0
20191120T00-08,203,18.0
20191119T23-08,234,15.0
20191119T22-08,245,14.0
20191119T21-08,266,13.0
20191119T20-08,302,13.0
20191119T19-08,313,13.0
20191119T18-08,311,13.0
20191119T17-08,300,14.0
20191119T16-08,258,13.0
20191119T15-08,256,3.0
20191119T14-08,246,3.0
20191119T13-08,246,3.0
20191119T12-08,246,3.0
20191119T11-08,246,11.0
20191119T10-08,249,13.0
20191119T09-08,251,13.0
20191119T08-08,261,13.0
20191119T07-08,243,13.0
20191119T06-08,232,14.0
20191119T05-08,229,15.0
20191119T04-08,190,15.0
20191119T03-08,188,15.0
20191119T02-08,193,4.0
20191119T01-08,223,2.0
20191119T00-08,219,2.0
20191118T23-08,219,2.0
20191118T22-08,220,6.0
20191118T21-08,252,14.0
20191118T20-08,258,14.0
20191118T19-08,262,14.0
20191118T18-08,262,14.0
20191118T17-08,266,14.0
20191118T16-08,252,14.0
20191118T15-08,245,14.0
20191118T14-08,232,19.0
20191118T13-08,239,7.0
20191118T12-08,243,2.0
20191118T11-08,244,2.0
20191118T10-08,245,2.0
20191118T09-08,244,2.0
20191118T08-08,253,14.0
20191118T07-08,192,14.0
20191118T06-08,153,14.0
20191118T05-08,124,14.0
20191118T04-08,93,14.0
20191118T03-08,94,14.0
20191118T02-08,95,14.0
20191118T01-08,107,11.0
20191118T00-08,84,2.0
20191117T23-08,90,2.0
20191117T22-08,111,2.0
20191117T21-08,132,6.0
20191117T20-08,107,14.0
20191117T19-08,118,14.0
20191117T18-08,124,14.0
20191117T17-08,106,14.0
20191117T16-08,76,14.0
20191117T15-08,75,13.0
20191117T14-08,71,2.0
20191117T13-08,66,2.0
20191117T12-08,66,3.0
20191117T11-08,66,14.0
20191117T10-08,66,14.0
20191117T09-08,62,14.0
20191117T08-08,60,14.0
20191117T07-08,60,14.0
20191117T06-08,60,14.0
20191117T05-08,57,14.0
20191117T04-08,58,14.0
20191117T03-08,67,7.0
20191117T02-08,70,2.0
20191117T01-08,77,2.0
20191117T00-08,77,2.0
20191116T23-08,74,9.0
20191116T22-08,80,14.0
20191116T21-08,98,14.0
20191116T20-08,112,14.0
20191116T19-08,112,14.0
20191116T18-08,113,14.0
20191116T17-08,110,14.0
20191116T16-08,107,13.0
20191116T15-08,107,12.0
20191116T14-08,106,2.0
20191116T13-08,102,2.0
20191116T12-08,104,2.0
20191116T11-08,108,4.0
20191116T10-08,86,14.0
20191116T09-08,81,14.0
20191116T08-08,74,14.0
20191116T07-08,70,14.0
20191116T06-08,66,14.0
20191116T05-08,65,14.0
20191116T04-08,65,14.0
20191116T03-08,68,12.0
20191116T02-08,77,2.0
20191116T01-08,80,2.0
20191116T00-08,105,2.0
20191115T23-08,105,5.0
20191115T22-08,109,14.0
20191115T21-08,118,14.0
20191115T20-08,130,14.0
20191115T19-08,132,14.0
20191115T18-08,131,14.0
20191115T17-08,121,14.0
20191115T16-08,125,14.0
20191115T15-08,132,13.0
20191115T14-08,130,2.0
20191115T13-08,129,2.0
20191115T12-08,129,2.0
20191115T11-08,125,4.0
20191115T10-08,117,14.0
20191115T09-08,116,14.0
20191115T08-08,116,14.0
20191115T07-08,110,14.0
20191115T06-08,113,14.0
20191115T05-08,100,14.0
20191115T04-08,100,15.0
20191115T03-08,114,10.0
20191115T02-08,124,2.0
20191115T01-08,135,2.0
20191115T00-08,135,2.0
20191114T23-08,233,6.0
20191114T22-08,309,13.0
20191114T21-08,350,13.0
20191114T20-08,355,14.0
20191114T19-08,358,14.0
20191114T18-08,356,15.0
20191114T17-08,343,14.0
20191114T16-08,286,14.0
20191114T15-08,266,14.0
20191114T14-08,240,3.0
20191114T13-08,236,2.0
20191114T12-08,238,2.0
20191114T11-08,242,3.0
20191114T10-08,234,14.0
20191114T09-08,243,14.0
20191114T08-08,260,14.0
20191114T07-08,258,14.0
20191114T06-08,245,14.0
20191114T05-08,229,14.0
20191114T04-08,227,14.0
20191114T03-08,224,14.0
20191114T02-08,228,5.0
20191114T01-08,242,2.0
20191114T00-08,256,2.0
20191113T23-08,254,4.0
20191113T22-08,272,13.0
20191113T21-08,268,14.0
20191113T20-08,284,14.0
20191113T19-08,311,14.0
20191113T18-08,298,14.0
20191113T17-08,266,14.0
20191113T16-08,251,18.0
20191113T15-08,266,8.0
20191113T14-08,264,2.0
20191113T13-08,256,2.0
20191113T12-08,254,2.0
20191113T11-08,253,7.0
20191113T10-08,261,13.0
20191113T09-08,266,14.0
20191113T08-08,265,14.0
20191113T07-08,249,13.0
20191113T06-08,258,14.0
20191113T05-08,235,14.0
20191113T04-08,228,14.0
20191113T03-08,231,8.0
20191113T02-08,233,2.0
20191113T01-08,232,2.0
20191113T00-08,226,3.0
20191112T23-08,233,14.0
20191112T22-08,239,14.0
20191112T21-08,257,14.0
20191112T20-08,281,14.0
20191112T19-08,263,13.0
20191112T18-08,271,14.0
20191112T17-08,279,14.0
20191112T16-08,239,17.0
20191112T15-08,253,15.0
20191112T14-08,255,2.0
20191112T13-08,250,2.0
20191112T12-08,255,2.0
20191112T11-08,249,2.0
20191112T10-08,232,14.0
20191112T09-08,254,14.0
20191112T08-08,265,14.0
20191112T07-08,260,14.0
20191112T06-08,251,13.0
20191112T05-08,225,13.0
20191112T04-08,225,14.0
20191112T03-08,225,13.0
20191112T02-08,226,13.0
20191112T01-08,230,14.0
20191112T00-08,254,14.0
20191111T23-08,269,14.0
20191111T22-08,271,14.0
20191111T21-08,268,14.0
20191111T20-08,250,13.0
20191111T19-08,256,13.0
20191111T18-08,262,13.0
20191111T17-08,266,13.0
20191111T16-08,260,13.0
20191111T15-08,261,13.0
20191111T14-08,258,13.0
20191111T13-08,247,13.0
20191111T12-08,236,13.0
20191111T11-08,236,13.0
20191111T10-08,223,13.0
20191111T09-08,209,13.0
20191111T08-08,202,13.0
20191111T07-08,217,13.0
20191111T06-08,220,14.0
20191111T05-08,185,14.0
20191111T04-08,186,13.0
20191111T03-08,194,13.0
20191111T02-08,200,13.0
20191111T01-08,200,13.0
20191111T00-08,204,13.0
20191110T23-08,208,13.0
20191110T22-08,218,13.0
20191110T21-08,229,13.0
20191110T20-08,240,13.0
20191110T19-08,253,13.0
20191110T18-08,253,14.0
20191110T17-08,254,14.0
20191110T16-08,262,14.0
20191110T15-08,213,14.0
20191110T14-08,207,14.0
20191110T13-08,207,14.0
20191110T12-08,208,14.0
20191110T11-08,207,13.0
20191110T10-08,209,13.0
20191110T09-08,215,13.0
20191110T08-08,212,13.0
20191110T07-08,218,13.0
20191110T06-08,208,13.0
20191110T05-08,200,14.0
20191110T04-08,189,14.0
20191110T03-08,188,14.0
20191110T02-08,189,13.0
20191110T01-08,201,13.0
20191110T00-08,248,13.0
20191109T23-08,243,14.0
20191109T22-08,245,14.0
20191109T21-08,252,13.0
20191109T20-08,253,13.0
20191109T19-08,256,13.0
20191109T18-08,269,14.0
20191109T17-08,268,14.0
20191109T16-08,261,14.0
20191109T15-08,228,14.0
20191109T14-08,227,14.0
20191109T13-08,228,14.0
20191109T12-08,232,14.0
20191109T11-08,237,14.0
20191109T10-08,238,14.0
20191109T09-08,245,14.0
20191109T08-08,253,14.0
20191109T07-08,254,14.0
20191109T06-08,253,14.0
20191109T05-08,252,14.0
20191109T04-08,219,14.0
20191109T03-08,215,13.0
20191109T02-08,215,13.0
20191109T01-08,222,14.0
20191109T00-08,252,14.0
20191108T23-08,260,14.0
20191108T22-08,278,14.0
20191108T21-08,283,14.0
20191108T20-08,286,14.0
20191108T19-08,337,14.0
20191108T18-08,343,14.0
20191108T17-08,343,14.0
20191108T16-08,306,13.0
20191108T15-08,293,14.0
20191108T14-08,291,13.0
20191108T13-08,288,14.0
20191108T12-08,284,13.0
20191108T11-08,280,14.0
20191108T10-08,275,13.0
20191108T09-08,282,13.0
20191108T08-08,286,13.0
20191108T07-08,293,13.0
20191108T06-08,263,13.0
20191108T05-08,257,13.0
20191108T04-08,256,14.0
20191108T03-08,254,14.0
20191108T02-08,243,14.0
20191108T01-08,239,13.0
20191108T00-08,227,14.0
20191107T23-08,275,14.0
20191107T22-08,301,13.0
20191107T21-08,301,14.0
20191107T20-08,307,14.0
20191107T19-08,312,14.0
20191107T18-08,315,14.0
20191107T17-08,304,14.0
20191107T16-08,297,14.0
20191107T15-08,286,14.0
20191107T14-08,283,15.0
20191107T13-08,280,14.0
20191107T12-08,274,14.0
20191107T11-08,273,13.0
20191107T10-08,298,14.0
20191107T09-08,308,14.0
20191107T08-08,309,13.0
20191107T07-08,310,13.0
20191107T06-08,294,14.0
20191107T05-08,227,14.0
20191107T04-08,219,14.0
20191107T03-08,219,14.0
20191107T02-08,219,14.0
20191107T01-08,229,14.0
20191107T00-08,311,14.0
20191106T23-08,310,14.0
20191106T22-08,333,14.0
20191106T21-08,332,14.0
20191106T20-08,341,14.0
20191106T19-08,356,14.0
20191106T18-08,357,14.0
20191106T17-08,359,14.0
20191106T16-08,351,14.0
20191106T15-08,342,13.0
20191106T14-08,308,13.0
20191106T13-08,306,13.0
20191106T12-08,305,13.0
20191106T11-08,294,13.0
20191106T10-08,294,13.0
20191106T09-08,305,13.0
20191106T08-08,310,18.0
20191106T07-08,294,20.0
20191106T06-08,291,20.0
20191106T05-08,287,19.0
20191106T04-08,251,39.0
20191106T03-08,242,42.0
20191106T02-08,232,42.0
20191106T01-08,270,9.0
20191106T00-08,275,3.0
20191105T23-08,268,32.0
20191105T22-08,313,20.0
20191105T21-08,302,19.0
20191105T20-08,296,38.0
20191105T19-08,298,42.0
20191105T18-08,298,41.0
20191105T17-08,334,8.0
20191105T16-08,336,2.0
20191105T15-08,317,3.0
20191105T14-08,318,2.0
20191105T13-08,310,2.0
20191105T12-08,309,2.0
20191105T11-08,310,2.0
20191105T10-08,313,2.0
20191105T09-08,316,2.0
20191105T08-08,328,2.0
20191105T07-08,304,2.0
20191105T06-08,293,2.0
20191105T05-08,272,2.0
20191105T04-08,245,2.0
20191105T03-08,243,2.0
20191105T02-08,251,2.0
20191105T01-08,261,2.0
20191105T00-08,266,2.0
20191104T23-08,302,2.0
20191104T22-08,332,2.0
20191104T21-08,350,2.0
20191104T20-08,350,2.0
20191104T19-08,350,2.0
20191104T18-08,356,2.0
20191104T17-08,361,2.0
20191104T16-08,324,2.0
20191104T15-08,329,2.0
20191104T14-08,325,2.0
20191104T13-08,326,2.0
20191104T12-08,323,2.0
20191104T11-08,322,2.0
20191104T10-08,303,2.0
20191104T09-08,307,2.0
20191104T08-08,324,2.0
20191104T07-08,287,2.0
20191104T06-08,281,2.0
20191104T05-08,251,2.0
20191104T04-08,226,2.0
20191104T03-08,231,2.0
20191104T02-08,226,2.0
20191104T01-08,219,2.0
20191104T00-08,221,0.0
20191103T23-08,261,2.0
20191103T22-08,275,2.0
20191103T21-08,290,2.0
20191103T20-08,296,2.0
20191103T19-08,300,2.0
20191103T18-08,298,2.0
20191103T17-08,296,2.0
20191103T16-08,256,2.0
20191103T15-08,254,2.0
20191103T14-08,234,2.0
20191103T13-08,231,2.0
20191103T12-08,234,2.0
20191103T11-08,238,2.0
20191103T10-08,242,2.0
20191103T09-08,244,2.0
20191103T08-08,242,2.0
20191103T07-08,242,2.0
20191103T06-08,234,2.0
20191103T05-08,196,2.0
20191103T04-08,196,2.0
20191103T03-08,199,2.0
20191103T02-08,200,2.0
20191103T01-08,205,2.0
20191103T01-07,212,2.0
20191103T00-07,227,2.0
20191102T23-07,254,2.0
20191102T22-07,252,2.0
20191102T21-07,263,2.0
20191102T20-07,263,2.0
20191102T19-07,259,2.0
20191102T18-07,245,2.0
20191102T17-07,219,2.0
20191102T16-07,218,2.0
20191102T15-07,222,2.0
20191102T14-07,233,2.0
20191102T13-07,241,2.0
20191102T12-07,241,2.0
20191102T11-07,243,2.0
20191102T10-07,252,2.0
20191102T09-07,255,2.0
20191102T08-07,267,2.0
20191102T07-07,252,2.0
20191102T06-07,212,2.0
20191102T05-07,211,2.0
20191102T04-07,210,2.0
20191102T03-07,211,2.0
20191102T02-07,212,2.0
20191102T01-07,239,2.0
20191102T00-07,240,2.0
20191101T23-07,246,2.0
20191101T22-07,248,2.0
20191101T21-07,262,2.0
20191101T20-07,260,2.0
20191101T19-07,259,2.0
20191101T18-07,259,2.0
20191101T17-07,251,2.0
20191101T16-07,235,2.0
20191101T15-07,234,2.0
20191101T14-07,235,2.0
20191101T13-07,235,2.0
20191101T12-07,236,2.0
20191101T11-07,242,2.0
20191101T10-07,249,2.0
20191101T09-07,286,2.0
20191101T08-07,307,2.0
20191101T07-07,295,2.0
20191101T06-07,284,2.0
20191101T05-07,280,2.0
20191101T04-07,279,2.0
20191101T03-07,279,2.0
20191101T02-07,276,2.0
20191101T01-07,272,2.0
20191101T00-07,264,2.0
20191031T23-07,272,2.0
20191031T22-07,294,2.0
20191031T21-07,303,2.0
20191031T20-07,294,2.0
20191031T19-07,305,2.0
20191031T18-07,305,2.0
20191031T17-07,301,2.0
20191031T16-07,302,2.0
20191031T15-07,302,2.0
20191031T14-07,302,3.0
20191031T13-07,302,3.0
20191031T12-07,307,4.0
20191031T11-07,306,4.0
20191031T10-07,303,5.0
20191031T09-07,312,6.0
20191031T08-07,322,6.0
20191031T07-07,302,6.0
20191031T06-07,268,6.0
20191031T05-07,255,6.0
20191031T04-07,252,6.0
20191031T03-07,256,6.0
20191031T02-07,257,6.0
20191031T01-07,265,6.0
20191031T00-07,267,6.0
20191030T23-07,281,6.0
20191030T22-07,275,6.0
20191030T21-07,282,6.0
20191030T20-07,287,6.0
20191030T19-07,276,6.0
20191030T18-07,295,6.0
20191030T17-07,304,6.0
20191030T16-07,308,6.0
20191030T15-07,300,6.0
20191030T14-07,289,7.0
20191030T13-07,289,7.0
20191030T12-07,283,7.0
20191030T11-07,280,8.0
20191030T10-07,257,8.0
20191030T09-07,270,8.0
20191030T08-07,277,8.0
20191030T07-07,257,8.0
20191030T06-07,249,8.0
20191030T05-07,240,8.0
20191030T04-07,239,8.0
20191030T03-07,239,8.0
20191030T02-07,239,8.0
20191030T01-07,237,8.0
20191030T00-07,235,8.0
20191029T23-07,246,8.0
20191029T22-07,258,8.0
20191029T21-07,252,8.0
20191029T20-07,256,8.0
20191029T19-07,262,8.0
20191029T18-07,235,8.0
20191029T17-07,189,8.0
20191029T16-07,159,8.0
20191029T15-07,157,8.0
20191029T14-07,147,8.0
20191029T13-07,144,8.0
20191029T12-07,149,8.0
20191029T11-07,153,8.0
20191029T10-07,152,8.0
20191029T09-07,152,8.0
20191029T08-07,152,8.0
20191029T07-07,149,8.0
20191029T06-07,139,8.0
20191029T05-07,142,8.0
20191029T04-07,142,8.0
20191029T03-07,148,8.0
20191029T02-07,149,8.0
20191029T01-07,143,8.0
20191029T00-07,119,8.0
20191028T23-07,133,8.0
20191028T22-07,140,8.0
20191028T21-07,154,8.0
20191028T20-07,167,8.0
20191028T19-07,165,8.0
20191028T18-07,156,8.0
20191028T17-07,153,8.0
20191028T16-07,150,8.0
20191028T15-07,149,8.0
20191028T14-07,146,8.0
20191028T13-07,145,8.0
20191028T12-07,143,8.0
20191028T11-07,147,8.0
20191028T10-07,156,8.0
20191028T09-07,159,7.0
20191028T08-07,164,7.0
20191028T07-07,125,7.0
20191028T06-07,114,7.0
20191028T05-07,124,7.0
20191028T04-07,124,7.0
20191028T03-07,124,7.0
20191028T02-07,122,7.0
20191028T01-07,117,7.0
20191028T00-07,117,7.0
20191027T23-07,119,7.0
20191027T22-07,125,7.0
20191027T21-07,125,7.0
20191027T20-07,126,7.0
20191027T19-07,126,8.0
20191027T18-07,125,8.0
20191027T17-07,120,8.0
20191027T16-07,114,8.0
20191027T15-07,114,8.0
20191027T14-07,119,8.0
20191027T13-07,121,8.0
20191027T12-07,119,8.0
20191027T11-07,109,8.0
20191027T10-07,110,8.0
20191027T09-07,122,8.0
20191027T08-07,123,8.0
20191027T07-07,120,8.0
20191027T06-07,114,8.0
20191027T05-07,112,8.0
20191027T04-07,109,8.0
20191027T03-07,109,8.0
20191027T02-07,114,8.0
20191027T01-07,118,7.0
20191027T00-07,126,8.0
20191026T23-07,132,8.0
20191026T22-07,144,7.0
20191026T21-07,163,7.0
20191026T20-07,164,7.0
20191026T19-07,164,7.0
20191026T18-07,161,7.0
20191026T17-07,161,7.0
20191026T16-07,158,7.0
20191026T15-07,150,8.0
20191026T14-07,121,8.0
20191026T13-07,119,8.0
20191026T12-07,116,8.0
20191026T11-07,110,8.0
20191026T10-07,110,8.0
20191026T09-07,106,8.0
20191026T08-07,104,8.0
20191026T07-07,106,8.0
20191026T06-07,114,8.0
20191026T05-07,114,8.0
20191026T04-07,113,8.0
20191026T03-07,105,8.0
20191026T02-07,103,7.0
20191026T01-07,116,7.0
20191026T00-07,181,8.0
20191025T23-07,238,7.0
20191025T22-07,274,7.0
20191025T21-07,304,7.0
20191025T20-07,304,7.0
20191025T19-07,296,7.0
20191025T18-07,304,7.0
20191025T17-07,306,7.0
20191025T16-07,304,7.0
20191025T15-07,298,8.0
20191025T14-07,290,8.0
20191025T13-07,264,8.0
20191025T12-07,247,8.0
20191025T11-07,243,8.0
20191025T10-07,252,8.0
20191025T09-07,255,7.0
20191025T08-07,278,7.0
20191025T07-07,268,7.0
20191025T06-07,221,7.0
20191025T05-07,216,7.0
20191025T04-07,216,7.0
20191025T03-07,215,7.0
20191025T02-07,216,7.0
20191025T01-07,222,7.0
20191025T00-07,260,7.0
20191024T23-07,282,7.0
20191024T22-07,297,8.0
20191024T21-07,295,8.0
20191024T20-07,298,8.0
20191024T19-07,299,8.0
20191024T18-07,299,8.0
20191024T17-07,299,8.0
20191024T16-07,288,8.0
20191024T15-07,273,8.0
20191024T14-07,264,8.0
20191024T13-07,260,8.0
20191024T12-07,260,8.0
20191024T11-07,261,8.0
20191024T10-07,268,6.0
20191024T09-07,274,6.0
20191024T08-07,292,6.0
20191024T07-07,282,6.0
20191024T06-07,233,6.0
20191024T05-07,216,6.0
20191024T04-07,216,6.0
20191024T03-07,216,6.0
20191024T02-07,218,6.0
20191024T01-07,220,6.0
20191024T00-07,248,7.0
20191023T23-07,292,7.0
20191023T22-07,297,7.0
20191023T21-07,303,8.0
20191023T20-07,312,8.0
20191023T19-07,306,8.0
20191023T18-07,284,8.0
20191023T17-07,272,8.0
20191023T16-07,271,8.0
20191023T15-07,275,8.0
20191023T14-07,274,8.0
20191023T13-07,262,8.0
20191023T12-07,253,8.0
20191023T11-07,249,8.0
20191023T10-07,258,8.0
20191023T09-07,260,8.0
20191023T08-07,278,8.0
20191023T07-07,264,8.0
20191023T06-07,212,8.0
20191023T05-07,210,8.0
20191023T04-07,213,8.0
20191023T03-07,215,8.0
20191023T02-07,219,8.0
20191023T01-07,223,7.0
20191023T00-07,251,7.0
20191022T23-07,275,7.0
20191022T22-07,281,7.0
20191022T21-07,294,7.0
20191022T20-07,300,7.0
20191022T19-07,304,7.0
20191022T18-07,302,7.0
20191022T17-07,292,7.0
20191022T16-07,288,7.0
20191022T15-07,270,7.0
20191022T14-07,256,7.0
20191022T13-07,245,7.0
20191022T12-07,243,7.0
20191022T11-07,247,7.0
20191022T10-07,258,7.0
20191022T09-07,265,6.0
20191022T08-07,293,6.0
20191022T07-07,284,6.0
20191022T06-07,224,6.0
20191022T05-07,217,6.0
20191022T04-07,217,6.0
20191022T03-07,217,6.0
20191022T02-07,217,6.0
20191022T01-07,221,6.0
20191022T00-07,240,6.0
20191021T23-07,281,6.0
20191021T22-07,278,6.0
20191021T21-07,292,6.0
20191021T20-07,295,6.0
20191021T19-07,295,6.0
20191021T18-07,293,6.0
20191021T17-07,284,6.0
20191021T16-07,257,6.0
20191021T15-07,258,6.0
20191021T14-07,257,6.0
20191021T13-07,253,6.0
20191021T12-07,246,6.0
20191021T11-07,217,6.0
20191021T10-07,181,6.0
20191021T09-07,157,6.0
20191021T08-07,147,6.0
20191021T07-07,133,6.0
20191021T06-07,127,6.0
20191021T05-07,117,6.0
20191021T04-07,116,6.0
20191021T03-07,116,6.0
20191021T02-07,116,6.0
20191021T01-07,120,6.0
20191021T00-07,137,6.0
20191020T23-07,139,6.0
20191020T22-07,127,6.0
20191020T21-07,139,6.0
20191020T20-07,145,6.0
20191020T19-07,149,6.0
20191020T18-07,145,6.0
20191020T17-07,137,6.0
20191020T16-07,133,6.0
20191020T15-07,130,6.0
20191020T14-07,125,6.0
20191020T13-07,121,6.0
20191020T12-07,104,6.0
20191020T11-07,102,6.0
20191020T10-07,97,6.0
20191020T09-07,95,6.0
20191020T08-07,95,6.0
20191020T07-07,96,6.0
20191020T06-07,106,6.0
20191020T05-07,105,6.0
20191020T04-07,105,6.0
20191020T03-07,105,6.0
20191020T02-07,105,6.0
20191020T01-07,130,6.0
20191020T00-07,140,6.0
20191019T23-07,150,6.0
20191019T22-07,150,6.0
20191019T21-07,142,6.0
20191019T20-07,134,6.0
20191019T19-07,130,6.0
20191019T18-07,130,6.0
20191019T17-07,133,6.0
20191019T16-07,135,6.0
20191019T15-07,136,6.0
20191019T14-07,136,6.0
20191019T13-07,142,6.0
20191019T12-07,151,6.0
20191019T11-07,161,7.0
20191019T10-07,160,7.0
20191019T09-07,153,8.0
20191019T08-07,151,8.0
20191019T07-07,143,8.0
20191019T06-07,136,8.0
20191019T05-07,136,8.0
20191019T04-07,138,8.0
20191019T03-07,139,8.0
20191019T02-07,139,8.0
20191019T01-07,139,8.0
20191019T00-07,138,8.0
20191018T23-07,148,8.0
20191018T22-07,178,8.0
20191018T21-07,186,8.0
20191018T20-07,192,8.0
20191018T19-07,195,8.0
20191018T18-07,195,8.0
20191018T17-07,193,8.0
20191018T16-07,190,8.0
20191018T15-07,186,8.0
20191018T14-07,155,6.0
20191018T13-07,157,5.0
20191018T12-07,155,5.0
20191018T11-07,147,5.0
20191018T10-07,148,5.0
20191018T09-07,148,5.0
20191018T08-07,154,6.0
20191018T07-07,156,6.0
20191018T06-07,159,6.0
20191018T05-07,154,6.0
20191018T04-07,149,7.0
20191018T03-07,144,6.0
20191018T02-07,136,6.0
20191018T01-07,138,6.0
