,Demand1
20191116T03-06,24542
20191116T02-06,24666
20191116T01-06,24740
20191116T00-06,24851
20191115T23-06,25396
20191115T22-06,26456
20191115T21-06,27381
20191115T20-06,27972
20191115T19-06,28351
20191115T18-06,28559
20191115T17-06,27804
20191115T16-06,27356
20191115T15-06,27146
20191115T14-06,27373
20191115T13-06,27295
20191115T12-06,27600
20191115T11-06,28192
20191115T10-06,28670
20191115T09-06,28947
20191115T08-06,29279
20191115T07-06,29306
20191115T06-06,28088
20191115T05-06,26134
20191115T04-06,25277
20191115T03-06,25193
20191115T02-06,25340
20191115T01-06,25699
20191115T00-06,26307
20191114T23-06,27040
20191114T22-06,28146
20191114T21-06,29661
20191114T20-06,30713
20191114T19-06,31335
20191114T18-06,31359
20191114T17-06,30588
20191114T16-06,29616
20191114T15-06,29596
20191114T14-06,29625
20191114T13-06,29551
20191114T12-06,29873
20191114T11-06,30396
20191114T10-06,30933
20191114T09-06,31184
20191114T08-06,31598
20191114T07-06,31939
20191114T06-06,30946
20191114T05-06,29213
20191114T04-06,28217
20191114T03-06,27862
20191114T02-06,27915
20191114T01-06,27906
20191114T00-06,28317
20191113T23-06,29318
20191113T22-06,30492
20191113T21-06,31756
20191113T20-06,32446
20191113T19-06,32514
20191113T18-06,31755
20191113T17-06,29647
20191113T16-06,28600
20191113T15-06,28576
20191113T14-06,29113
20191113T13-06,29906
20191113T12-06,30238
20191113T11-06,31534
20191113T10-06,33416
20191113T09-06,35375
20191113T08-06,37113
20191113T07-06,38129
20191113T06-06,36728
20191113T05-06,34025
20191113T04-06,32349
20191113T03-06,32104
20191113T02-06,31723
20191113T01-06,31551
20191113T00-06,31195
20191112T23-06,31749
20191112T22-06,32484
20191112T21-06,33533
20191112T20-06,34001
20191112T19-06,33741
20191112T18-06,32962
20191112T17-06,30550
20191112T16-06,28645
20191112T15-06,27835
20191112T14-06,27881
20191112T13-06,28500
20191112T12-06,28720
20191112T11-06,28721
20191112T10-06,28282
20191112T09-06,27516
20191112T08-06,26607
20191112T07-06,25795
20191112T06-06,23889
20191112T05-06,21408
20191112T04-06,20236
20191112T03-06,19945
20191112T02-06,19837
20191112T01-06,20130
20191112T00-06,20433
20191111T23-06,21307
20191111T22-06,22537
20191111T21-06,23921
20191111T20-06,24962
20191111T19-06,25557
20191111T18-06,25658
20191111T17-06,24362
20191111T16-06,23660
20191111T15-06,23565
20191111T14-06,23951
20191111T13-06,24025
20191111T12-06,24079
20191111T11-06,24595
20191111T10-06,25156
20191111T09-06,25994
20191111T08-06,26733
20191111T07-06,26749
20191111T06-06,25483
20191111T05-06,23181
20191111T04-06,22031
20191111T03-06,21683
20191111T02-06,21380
20191111T01-06,20908
20191111T00-06,21099
20191110T23-06,21707
20191110T22-06,22302
20191110T21-06,23202
20191110T20-06,23774
20191110T19-06,23920
20191110T18-06,23698
20191110T17-06,22088
20191110T16-06,21712
20191110T15-06,21701
20191110T14-06,22255
20191110T13-06,22307
20191110T12-06,22439
20191110T11-06,22937
20191110T10-06,24091
20191110T09-06,25483
20191110T08-06,26353
20191110T07-06,25837
20191110T06-06,24829
20191110T05-06,23838
20191110T04-06,23583
20191110T03-06,23419
20191110T02-06,23598
20191110T01-06,23655
20191110T00-06,23291
20191109T23-06,23365
20191109T22-06,24032
20191109T21-06,24568
20191109T20-06,24810
20191109T19-06,24551
20191109T18-06,24187
20191109T17-06,22789
20191109T16-06,22446
20191109T15-06,22873
20191109T14-06,23156
20191109T13-06,23261
20191109T12-06,23583
20191109T11-06,24665
20191109T10-06,25896
20191109T09-06,26841
20191109T08-06,27122
20191109T07-06,26361
20191109T06-06,25178
20191109T05-06,24307
20191109T04-06,24036
20191109T03-06,23501
20191109T02-06,23368
20191109T01-06,23391
20191109T00-06,23260
20191108T23-06,23582
20191108T22-06,24436
20191108T21-06,25070
20191108T20-06,25537
20191108T19-06,25754
20191108T18-06,25651
20191108T17-06,24604
20191108T16-06,23641
20191108T15-06,23391
20191108T14-06,23457
20191108T13-06,23693
20191108T12-06,23841
20191108T11-06,24244
20191108T10-06,24412
20191108T09-06,24412
20191108T08-06,24166
20191108T07-06,23815
20191108T06-06,22668
