,Total interchange1
20191014T10-04,1080
20191014T09-04,716
20191014T08-04,358
20191014T07-04,243
20191014T06-04,623
20191014T05-04,860
20191014T04-04,934
20191014T03-04,1044
20191014T02-04,1222
20191014T01-04,1097
20191014T00-04,832
20191013T23-04,562
20191013T22-04,464
20191013T21-04,88
20191013T20-04,-118
20191013T19-04,-27
20191013T18-04,125
20191013T17-04,359
20191013T16-04,434
20191013T15-04,549
20191013T14-04,649
20191013T13-04,939
20191013T12-04,1036
20191013T11-04,1104
20191013T10-04,1082
20191013T09-04,727
20191013T08-04,534
20191013T07-04,797
20191013T06-04,1021
20191013T05-04,1059
20191013T04-04,997
20191013T03-04,873
20191013T02-04,709
20191013T01-04,613
20191013T00-04,604
20191012T23-04,701
20191012T22-04,628
20191012T21-04,415
20191012T20-04,279
20191012T19-04,275
20191012T18-04,348
20191012T17-04,848
20191012T16-04,850
20191012T15-04,770
20191012T14-04,1123
20191012T13-04,1375
20191012T12-04,1537
20191012T11-04,1615
20191012T10-04,1492
20191012T09-04,1068
20191012T08-04,906
20191012T07-04,811
20191012T06-04,912
20191012T05-04,797
20191012T04-04,831
20191012T03-04,906
20191012T02-04,822
20191012T01-04,671
20191012T00-04,537
20191011T23-04,481
20191011T22-04,573
20191011T21-04,630
20191011T20-04,462
20191011T19-04,315
20191011T18-04,615
20191011T17-04,781
20191011T16-04,1198
20191011T15-04,1585
20191011T14-04,1796
20191011T13-04,2023
20191011T12-04,2101
20191011T11-04,1806
20191011T10-04,1640
20191011T09-04,1466
20191011T08-04,1121
20191011T07-04,912
20191011T06-04,918
20191011T05-04,844
20191011T04-04,1069
20191011T03-04,1093
20191011T02-04,1162
20191011T01-04,1129
20191011T00-04,814
20191010T23-04,801
20191010T22-04,714
20191010T21-04,880
20191010T20-04,699
20191010T19-04,823
20191010T18-04,1111
20191010T17-04,1537
20191010T16-04,1664
20191010T15-04,1726
20191010T14-04,1746
20191010T13-04,1658
20191010T12-04,1570
20191010T11-04,1474
20191010T10-04,1256
20191010T09-04,1006
20191010T08-04,857
20191010T07-04,1013
20191010T06-04,1403
20191010T05-04,1186
20191010T04-04,1232
20191010T03-04,1285
20191010T02-04,1219
20191010T01-04,1028
20191010T00-04,689
20191009T23-04,498
20191009T22-04,615
20191009T21-04,797
20191009T20-04,964
20191009T19-04,1030
20191009T18-04,1249
20191009T17-04,1527
20191009T16-04,1494
20191009T15-04,1418
20191009T14-04,1306
20191009T13-04,1270
20191009T12-04,1228
20191009T11-04,1013
20191009T10-04,1106
20191009T09-04,1021
20191009T08-04,828
20191009T07-04,708
20191009T06-04,906
20191009T05-04,1173
20191009T04-04,1262
20191009T03-04,1326
20191009T02-04,1071
20191009T01-04,817
20191009T00-04,717
20191008T23-04,706
20191008T22-04,854
20191008T21-04,623
20191008T20-04,423
20191008T19-04,524
20191008T18-04,542
20191008T17-04,644
20191008T16-04,712
20191008T15-04,885
20191008T14-04,1052
20191008T13-04,1125
20191008T12-04,1148
20191008T11-04,929
20191008T10-04,867
20191008T09-04,762
20191008T08-04,648
20191008T07-04,611
20191008T06-04,939
20191008T05-04,1123
20191008T04-04,1105
20191008T03-04,959
20191008T02-04,787
20191008T01-04,717
20191008T00-04,900
20191007T23-04,934
20191007T22-04,618
20191007T21-04,484
20191007T20-04,206
20191007T19-04,282
20191007T18-04,427
20191007T17-04,615
20191007T16-04,841
20191007T15-04,1018
20191007T14-04,1151
20191007T13-04,1650
20191007T12-04,1910
20191007T11-04,1583
20191007T10-04,1342
20191007T09-04,1293
20191007T08-04,711
20191007T07-04,473
20191007T06-04,767
20191007T05-04,1062
20191007T04-04,1138
20191007T03-04,1281
20191007T02-04,1166
20191007T01-04,1068
20191007T00-04,919
20191006T23-04,1110
20191006T22-04,848
20191006T21-04,517
20191006T20-04,178
20191006T19-04,191
20191006T18-04,369
20191006T17-04,686
20191006T16-04,1037
20191006T15-04,1173
20191006T14-04,1430
20191006T13-04,1663
20191006T12-04,1738
20191006T11-04,1811
20191006T10-04,1721
20191006T09-04,1558
20191006T08-04,1430
20191006T07-04,1315
20191006T06-04,1172
20191006T05-04,1055
20191006T04-04,1103
20191006T03-04,1221
20191006T02-04,1331
20191006T01-04,1319
20191006T00-04,954
20191005T23-04,838
20191005T22-04,790
20191005T21-04,1023
20191005T20-04,1028
20191005T19-04,909
20191005T18-04,932
20191005T17-04,975
20191005T16-04,994
20191005T15-04,1096
20191005T14-04,1181
20191005T13-04,1283
20191005T12-04,1373
20191005T11-04,1413
20191005T10-04,1487
20191005T09-04,1252
20191005T08-04,938
20191005T07-04,720
20191005T06-04,655
20191005T05-04,544
20191005T04-04,705
20191005T03-04,1054
20191005T02-04,1253
20191005T01-04,1513
20191005T00-04,1571
20191004T23-04,1035
20191004T22-04,1146
20191004T21-04,874
20191004T20-04,568
20191004T19-04,446
20191004T18-04,389
20191004T17-04,447
20191004T16-04,684
20191004T15-04,707
20191004T14-04,888
20191004T13-04,1348
20191004T12-04,1557
20191004T11-04,1534
20191004T10-04,1272
20191004T09-04,846
20191004T08-04,766
20191004T07-04,1131
20191004T06-04,1067
20191004T05-04,977
20191004T04-04,1010
20191004T03-04,1180
20191004T02-04,1313
20191004T01-04,1246
20191004T00-04,631
20191003T23-04,117
20191003T22-04,-153
20191003T21-04,-574
20191003T20-04,-481
20191003T19-04,-687
20191003T18-04,-329
20191003T17-04,10
20191003T16-04,58
20191003T15-04,129
20191003T14-04,398
20191003T13-04,898
20191003T12-04,1026
20191003T11-04,873
20191003T10-04,897
20191003T09-04,744
20191003T08-04,1113
20191003T07-04,1228
20191003T06-04,1139
20191003T05-04,1074
20191003T04-04,1081
20191003T03-04,1296
20191003T02-04,1489
20191003T01-04,1504
20191003T00-04,1202
20191002T23-04,1088
20191002T22-04,679
20191002T21-04,487
20191002T20-04,168
20191002T19-04,-6
20191002T18-04,260
20191002T17-04,506
20191002T16-04,761
20191002T15-04,873
20191002T14-04,1120
20191002T13-04,1836
20191002T12-04,2169
20191002T11-04,1961
20191002T10-04,1738
20191002T09-04,1421
20191002T08-04,1825
20191002T07-04,1973
20191002T06-04,1670
20191002T05-04,1677
20191002T04-04,1678
20191002T03-04,1772
