,Total interchange1
20191013T15-07,-1863
20191013T14-07,-1866
20191013T13-07,-1907
20191013T12-07,-1806
20191013T11-07,-1880
20191013T10-07,-1951
20191013T09-07,-1778
20191013T08-07,-1545
20191013T07-07,-1413
20191013T06-07,-1319
20191013T05-07,-1493
20191013T04-07,-1541
20191013T03-07,-1553
20191013T02-07,-1565
20191013T01-07,-1473
20191013T00-07,-1468
20191012T23-07,-1629
20191012T22-07,-1688
20191012T21-07,-1779
20191012T20-07,-1857
20191012T19-07,-1789
20191012T18-07,-1794
20191012T17-07,-1778
20191012T16-07,-1907
20191012T15-07,-2031
20191012T14-07,-2090
20191012T13-07,-2041
20191012T12-07,-2092
20191012T11-07,-2087
20191012T10-07,-2065
20191012T09-07,-1983
20191012T08-07,-1946
20191012T07-07,-1723
20191012T06-07,-1615
20191012T05-07,-1664
20191012T04-07,-1667
20191012T03-07,-1666
20191012T02-07,-1591
20191012T01-07,-1589
20191012T00-07,-1568
20191011T23-07,-1571
20191011T22-07,-1710
20191011T21-07,-1761
20191011T20-07,-1791
20191011T19-07,-1724
20191011T18-07,-1742
20191011T17-07,-1809
20191011T16-07,-1920
20191011T15-07,-1931
20191011T14-07,-1981
20191011T13-07,-2021
20191011T12-07,-2062
20191011T11-07,-2111
20191011T10-07,-2121
20191011T09-07,-2148
20191011T08-07,-1949
20191011T07-07,-1753
20191011T06-07,-1513
20191011T05-07,-1356
20191011T04-07,-1462
20191011T03-07,-1466
20191011T02-07,-1447
20191011T01-07,-1445
20191011T00-07,-1525
20191010T23-07,-1611
20191010T22-07,-1783
20191010T21-07,-1891
20191010T20-07,-1954
20191010T19-07,-1862
20191010T18-07,-1808
20191010T17-07,-1754
20191010T16-07,-1865
20191010T15-07,-1912
20191010T14-07,-1974
20191010T13-07,-2007
20191010T12-07,-2013
20191010T11-07,-2026
20191010T10-07,-2150
20191010T09-07,-2157
20191010T08-07,-2130
20191010T07-07,-1941
20191010T06-07,-1623
20191010T05-07,-1484
20191010T04-07,-1519
20191010T03-07,-1488
20191010T02-07,-1530
20191010T01-07,-1554
20191010T00-07,-1584
20191009T23-07,-1730
20191009T22-07,-1886
20191009T21-07,-2003
20191009T20-07,-1971
20191009T19-07,-1850
20191009T18-07,-1753
20191009T17-07,-1759
20191009T16-07,-1871
20191009T15-07,-1936
20191009T14-07,-1974
20191009T13-07,-2035
20191009T12-07,-2001
20191009T11-07,-1989
20191009T10-07,-2007
20191009T09-07,-2010
20191009T08-07,-2026
20191009T07-07,-1918
20191009T06-07,-1762
20191009T05-07,-1630
20191009T04-07,-1537
20191009T03-07,-1512
20191009T02-07,-1524
20191009T01-07,-1482
20191009T00-07,-1454
20191008T23-07,-1569
20191008T22-07,-1748
20191008T21-07,-1897
20191008T20-07,-1875
20191008T19-07,-1749
20191008T18-07,-1760
20191008T17-07,-1863
20191008T16-07,-1942
20191008T15-07,-1967
20191008T14-07,-1851
20191008T13-07,-1801
20191008T12-07,-1804
20191008T11-07,-1814
20191008T10-07,-1863
20191008T09-07,-1850
20191008T08-07,-1769
20191008T07-07,-1482
20191008T06-07,-1239
20191008T05-07,-1095
20191008T04-07,-1115
20191008T03-07,-1115
20191008T02-07,-1173
20191008T01-07,-1340
20191008T00-07,-1422
20191007T23-07,-1539
20191007T22-07,-1703
20191007T21-07,-1871
20191007T20-07,-1895
20191007T19-07,-1882
20191007T18-07,-1839
20191007T17-07,-1820
20191007T16-07,-1812
20191007T15-07,-1814
20191007T14-07,-1836
20191007T13-07,-1849
20191007T12-07,-1843
20191007T11-07,-1823
20191007T10-07,-1897
20191007T09-07,-1908
20191007T08-07,-1761
20191007T07-07,-1593
20191007T06-07,-1352
20191007T05-07,-1247
20191007T04-07,-1179
20191007T03-07,-1115
20191007T02-07,-1134
20191007T01-07,-1168
20191007T00-07,-1229
20191006T23-07,-1345
20191006T22-07,-1529
20191006T21-07,-1578
20191006T20-07,-1633
20191006T19-07,-1562
20191006T18-07,-1518
20191006T17-07,-1548
20191006T16-07,-1515
20191006T15-07,-1512
20191006T14-07,-1506
20191006T13-07,-1540
20191006T12-07,-1600
20191006T11-07,-1645
20191006T10-07,-1683
20191006T09-07,-1636
20191006T08-07,-1476
20191006T07-07,-1339
20191006T06-07,-1210
20191006T05-07,-1182
20191006T04-07,-1172
20191006T03-07,-1165
20191006T02-07,-1147
20191006T01-07,-1208
20191006T00-07,-1307
20191005T23-07,-1311
20191005T22-07,-1458
20191005T21-07,-1525
20191005T20-07,-1594
20191005T19-07,-1584
20191005T18-07,-1548
20191005T17-07,-1530
20191005T16-07,-1554
20191005T15-07,-1600
20191005T14-07,-1687
20191005T13-07,-1685
20191005T12-07,-1835
20191005T11-07,-1866
20191005T10-07,-1777
20191005T09-07,-1629
20191005T08-07,-1505
20191005T07-07,-1454
20191005T06-07,-1298
20191005T05-07,-1188
20191005T04-07,-1163
20191005T03-07,-1151
20191005T02-07,-1156
20191005T01-07,-1245
20191005T00-07,-1340
20191004T23-07,-1467
20191004T22-07,-1633
20191004T21-07,-1744
20191004T20-07,-1721
20191004T19-07,-1739
20191004T18-07,-1721
20191004T17-07,-1757
20191004T16-07,-1749
20191004T15-07,-1787
20191004T14-07,-1841
20191004T13-07,-1971
20191004T12-07,-2012
20191004T11-07,-2015
20191004T10-07,-1921
20191004T09-07,-1907
20191004T08-07,-1874
20191004T07-07,-1742
20191004T06-07,-1487
20191004T05-07,-1268
20191004T04-07,-1208
20191004T03-07,-1226
20191004T02-07,-1376
20191004T01-07,-1383
20191004T00-07,-1381
20191003T23-07,-1540
20191003T22-07,-1741
20191003T21-07,-1819
20191003T20-07,-1823
20191003T19-07,-1755
20191003T18-07,-1760
20191003T17-07,-1858
20191003T16-07,-1803
20191003T15-07,-1811
20191003T14-07,-1810
20191003T13-07,-1793
20191003T12-07,-1260
20191003T11-07,-1857
20191003T10-07,-1804
20191003T09-07,-1923
20191003T08-07,-1903
20191003T07-07,-1773
20191003T06-07,-1504
20191003T05-07,-1327
20191003T04-07,-1274
20191003T03-07,-1310
20191003T02-07,-1300
20191003T01-07,-1339
20191003T00-07,-1363
20191002T23-07,-1499
20191002T22-07,-1601
20191002T21-07,-1665
20191002T20-07,-1696
20191002T19-07,-1677
20191002T18-07,-1678
20191002T17-07,-1739
20191002T16-07,-1682
20191002T15-07,-1722
20191002T14-07,-1700
20191002T13-07,-1731
20191002T12-07,-1682
20191002T11-07,-1610
20191002T10-07,-1805
20191002T09-07,-1927
20191002T08-07,-1711
20191002T07-07,-1518
20191002T06-07,-1484
20191002T05-07,-1337
20191002T04-07,-1297
20191002T03-07,-1249
20191002T02-07,-1205
20191002T01-07,-1278
20191002T00-07,-1377
20191001T23-07,-1440
20191001T22-07,-1649
20191001T21-07,-1779
20191001T20-07,-1660
20191001T19-07,-1608
20191001T18-07,-1655
20191001T17-07,-1705
20191001T16-07,-1627
20191001T15-07,-1598
20191001T14-07,-1479
20191001T13-07,-1617
20191001T12-07,-1487
20191001T11-07,-1305
20191001T10-07,-1634
20191001T09-07,-1776
20191001T08-07,-1806
20191001T07-07,-1658
20191001T06-07,-1357
20191001T05-07,-1292
20191001T04-07,-1288
20191001T03-07,-1271
20191001T02-07,-1273
20191001T01-07,-1284
20191001T00-07,-1337
20190930T23-07,-1503
20190930T22-07,-1680
20190930T21-07,-1561
20190930T20-07,-1526
20190930T19-07,-1413
20190930T18-07,-1461
20190930T17-07,-1616
20190930T16-07,-1661
20190930T15-07,-1637
20190930T14-07,-1622
20190930T13-07,-1607
20190930T12-07,-1557
20190930T11-07,-1734
20190930T10-07,-1719
20190930T09-07,-1669
20190930T08-07,-1556
20190930T07-07,-1471
20190930T06-07,-1356
20190930T05-07,-1287
20190930T04-07,-1266
20190930T03-07,-1222
20190930T02-07,-1234
20190930T01-07,-1193
20190930T00-07,-1051
20190929T23-07,-932
20190929T22-07,-1151
20190929T21-07,-1347
20190929T20-07,-1344
20190929T19-07,-1292
20190929T18-07,-1336
20190929T17-07,-1506
20190929T16-07,-1672
20190929T15-07,-1687
20190929T14-07,-1729
20190929T13-07,-1724
20190929T12-07,-1752
20190929T11-07,-1745
20190929T10-07,-1722
20190929T09-07,-1537
20190929T08-07,-1351
20190929T07-07,-1213
20190929T06-07,-1121
20190929T05-07,-1072
20190929T04-07,-1081
20190929T03-07,-1100
20190929T02-07,-1132
20190929T01-07,-1196
20190929T00-07,-1234
20190928T23-07,-1366
20190928T22-07,-1382
20190928T21-07,-1437
20190928T20-07,-1438
20190928T19-07,-1498
20190928T18-07,-1550
20190928T17-07,-1534
20190928T16-07,-1525
20190928T15-07,-1535
20190928T14-07,-1557
20190928T13-07,-1601
20190928T12-07,-1619
20190928T11-07,-1649
20190928T10-07,-1623
20190928T09-07,-1553
20190928T08-07,-1403
20190928T07-07,-1263
20190928T06-07,-1135
20190928T05-07,-1112
20190928T04-07,-1132
20190928T03-07,-1154
20190928T02-07,-1188
20190928T01-07,-1196
20190928T00-07,-1289
20190927T23-07,-1375
20190927T22-07,-1504
20190927T21-07,-1609
20190927T20-07,-1686
20190927T19-07,-1656
20190927T18-07,-1662
20190927T17-07,-1661
20190927T16-07,-1712
20190927T15-07,-1742
20190927T14-07,-1741
20190927T13-07,-1763
20190927T12-07,-1745
20190927T11-07,-1739
20190927T10-07,-1761
20190927T09-07,-1736
20190927T08-07,-1688
20190927T07-07,-1581
20190927T06-07,-1340
20190927T05-07,-1214
20190927T04-07,-1164
20190927T03-07,-1159
20190927T02-07,-1152
20190927T01-07,-1218
20190927T00-07,-1253
20190926T23-07,-1445
20190926T22-07,-1626
20190926T21-07,-1763
20190926T20-07,-1763
20190926T19-07,-1720
20190926T18-07,-1729
20190926T17-07,-1793
20190926T16-07,-1806
20190926T15-07,-1806
20190926T14-07,-1820
20190926T13-07,-1822
20190926T12-07,-1790
20190926T11-07,-1900
20190926T10-07,-1682
20190926T09-07,-1655
20190926T08-07,-1661
20190926T07-07,-1502
20190926T06-07,-1279
20190926T05-07,-1189
20190926T04-07,-1178
20190926T03-07,-1179
20190926T02-07,-1180
20190926T01-07,-1219
20190926T00-07,-1334
20190925T23-07,-1501
20190925T22-07,-1564
20190925T21-07,-1623
20190925T20-07,-1534
20190925T19-07,-1469
20190925T18-07,-1460
20190925T17-07,-1518
20190925T16-07,-1494
20190925T15-07,-1412
20190925T14-07,-1466
20190925T13-07,-1501
